"P_SYS_ID","P_ACPTNC_SK","P_ACPTNC_CD","P_ACPTNC_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1153900,1000137,"01",01-JUN-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153901,1000138,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153901,1000139,"01",19-NOV-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153902,1000140,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153902,1000141,"01",01-JAN-77,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153903,1000142,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153903,1000143,"01",20-MAR-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153904,1000144,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153904,1000145,"01",09-MAR-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153905,1000146,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153905,1000147,"01",10-APR-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153906,1000148,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153906,1000149,"01",28-SEP-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153907,1000150,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153907,1000151,"01",31-MAY-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153908,1000152,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153908,1000153,"01",25-JAN-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153909,1000154,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153909,1000155,"01",26-FEB-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153910,1000156,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153910,1000157,"01",12-MAR-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153911,1000158,"04",30-SEP-13,5,"THENDERSON",13-AUG-15 04.30.59.075000000 PM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153911,1000159,"01",01-JAN-77,5,"THENDERSON",13-AUG-15 04.30.59.074000000 PM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153912,1000160,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153912,1000161,"01",15-FEB-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204019,1000162,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204019,1000163,"01",11-MAY-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204020,1000164,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204020,1000165,"01",18-JUL-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153913,1000166,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153913,1000167,"01",01-JAN-77,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204021,1000168,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204021,1000169,"01",06-JUL-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204022,1000170,"04",01-JAN-11,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204022,1000171,"01",05-MAR-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204023,1000172,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204023,1000173,"01",05-APR-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204024,1000174,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204024,1000175,"01",20-JUN-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204025,1000176,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204025,1000177,"01",04-AUG-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204026,1000178,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204026,1000179,"01",22-JUL-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153914,1000180,"04",30-SEP-13,1,"SHERSAYLER",30-MAR-14 03.43.52.573000000 PM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153914,1000181,"01",01-JAN-77,1,"SHERSAYLER",30-MAR-14 03.43.52.573000000 PM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204027,1000182,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204027,1000183,"01",11-MAY-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204028,1000184,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204028,1000185,"01",28-MAR-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204029,1000186,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204029,1000187,"01",23-DEC-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204030,1000188,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204030,1000189,"01",22-APR-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204031,1000190,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204031,1000191,"01",15-JUN-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153915,1000192,"04",01-JAN-12,1,"MMANYGUNS",05-MAR-15 02.42.41.395000000 PM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153915,1000193,"01",01-JAN-90,1,"MMANYGUNS",05-MAR-15 02.42.41.395000000 PM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204032,1000194,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204032,1000195,"01",12-NOV-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204033,1000196,"04",27-JUL-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1204033,1000197,"01",26-JUL-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000000,1000198,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000000,1000199,"01",06-SEP-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000001,1000200,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000001,1000201,"01",03-DEC-09,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153916,1000202,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153916,1000203,"01",01-JAN-77,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153917,1000204,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153917,1000205,"01",01-JAN-84,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000002,1000206,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000002,1000207,"01",23-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000003,1000208,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000003,1000209,"01",05-OCT-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000004,1000210,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000004,1000211,"01",14-MAY-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000005,1000212,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000005,1000213,"01",01-NOV-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000006,1000214,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000006,1000215,"01",30-JUL-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000007,1000216,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000007,1000217,"01",10-JUN-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000008,1000218,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000008,1000219,"01",26-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000009,1000220,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000009,1000221,"01",16-JUN-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000010,1000222,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000010,1000223,"01",26-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000011,1000224,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000011,1000225,"01",04-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000012,1000226,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000012,1000227,"01",30-SEP-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000013,1000228,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000013,1000229,"01",10-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000014,1000230,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000014,1000231,"01",25-OCT-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153918,1000232,"04",01-JUL-11,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153918,1000233,"01",01-JAN-77,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000015,1000234,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000015,1000235,"01",04-DEC-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153919,1000236,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153919,1000237,"01",01-JAN-80,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000016,1000238,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000016,1000239,"01",06-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000017,1000240,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000017,1000241,"01",16-NOV-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000018,1000242,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000018,1000243,"01",20-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153920,1000244,"04",11-DEC-11,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1153920,1000245,"01",01-JAN-77,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000019,1000246,"04",30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000019,1000247,"01",09-JUL-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000020,1000248,"04",30-SEP-13,1,"MMANYGUNS",10-MAR-15 12.04.55.400000000 PM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000020,1000249,"01",01-JUN-10,1,"MMANYGUNS",10-MAR-15 12.04.55.400000000 PM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000021,1000250,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000021,1000251,"01",13-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000022,1000252,"04",01-JAN-12,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
1000022,1000253,"01",08-AUG-10,0,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM,"Provider Conversion",28-MAR-13 03.57.50.000000000 AM
