"P_SYS_ID","P_QSTNR_SECT_CD","P_QSTNR_SEQ_NUM","P_QSP_QSTNR_INITIALS_TEXT","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS","L_HIBERNATE_VER_NUM"
1276798,"2",5,"RA","NMAIER",10-APR-13 02.46.33.899000000 PM,"guestUser",10-APR-13 01.49.47.063000000 PM,10
1276798,"2",10,"RA","NMAIER",10-APR-13 02.46.33.899000000 PM,"guestUser",10-APR-13 01.49.47.064000000 PM,10
1276798,"2",4,"RA","NMAIER",10-APR-13 02.46.33.899000000 PM,"guestUser",10-APR-13 01.49.47.064000000 PM,10
1276798,"2",3,"RA","NMAIER",10-APR-13 02.46.33.899000000 PM,"guestUser",10-APR-13 01.49.47.064000000 PM,10
1276798,"2",2,"RA","NMAIER",10-APR-13 02.46.33.899000000 PM,"guestUser",10-APR-13 01.49.47.064000000 PM,10
1276798,"2",1,"RA","NMAIER",10-APR-13 02.46.33.899000000 PM,"guestUser",10-APR-13 01.49.47.065000000 PM,10
1276798,"2",9,"RA","NMAIER",10-APR-13 02.46.33.899000000 PM,"guestUser",10-APR-13 01.49.47.065000000 PM,10
1276808,"1",15,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.209000000 AM,8
1276808,"1",9,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.209000000 AM,8
1276808,"1",14,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.209000000 AM,8
1276808,"1",8,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.210000000 AM,8
1276808,"1",13,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.210000000 AM,8
1276808,"1",7,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.210000000 AM,8
1276808,"1",12,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.210000000 AM,8
1276808,"1",6,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.211000000 AM,8
1276808,"1",11,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.211000000 AM,8
1276808,"1",5,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.211000000 AM,8
1276808,"1",10,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.211000000 AM,8
1276808,"1",4,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.212000000 AM,8
1276808,"1",3,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.212000000 AM,8
1276808,"1",2,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.212000000 AM,8
1276808,"1",1,"AA","NMAIER",16-JUN-15 11.29.36.164000000 AM,"guestUser",11-APR-13 11.58.30.212000000 AM,8
1276820,"1",9,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.952000000 AM,3
1276820,"1",14,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.953000000 AM,3
1276820,"1",8,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.953000000 AM,3
1276820,"1",13,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.953000000 AM,3
1276820,"1",7,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.953000000 AM,3
1276820,"1",12,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.954000000 AM,3
1276820,"1",6,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.954000000 AM,3
1276820,"1",11,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.954000000 AM,3
1276820,"1",5,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.954000000 AM,3
1276820,"1",10,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.954000000 AM,3
1276820,"1",4,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.955000000 AM,3
1276820,"1",3,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.955000000 AM,3
1276820,"1",2,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.955000000 AM,3
1276820,"1",1,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.955000000 AM,3
1276820,"1",15,"BA","guestUser",12-APR-13 09.55.22.224000000 AM,"guestUser",12-APR-13 09.51.56.956000000 AM,3
1277426,"4",5,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.446000000 PM,3
1277426,"4",10,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.446000000 PM,3
1277426,"4",4,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.447000000 PM,3
1277426,"4",9,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.447000000 PM,3
1277426,"4",3,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.448000000 PM,3
1277426,"4",8,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.448000000 PM,3
1277426,"4",2,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.448000000 PM,3
1277426,"4",7,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.449000000 PM,3
1277426,"4",12,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.449000000 PM,3
1277426,"4",1,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.449000000 PM,3
1277426,"4",6,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.449000000 PM,3
1277426,"4",11,"cg","guestUser",10-MAY-13 02.00.21.048000000 PM,"guestUser",10-MAY-13 01.40.06.450000000 PM,3
1277775,"4",8,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.074000000 AM,3
1277775,"4",2,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.074000000 AM,3
1277775,"4",7,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.074000000 AM,3
1277775,"4",12,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.074000000 AM,3
1277775,"4",1,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.075000000 AM,3
1277775,"4",6,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.075000000 AM,3
1277775,"4",11,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.075000000 AM,3
1277775,"4",5,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.075000000 AM,3
1277775,"4",10,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.076000000 AM,3
1277775,"4",4,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.076000000 AM,3
1277775,"4",3,"DF","guestUser",29-MAY-13 09.22.44.930000000 AM,"guestUser",24-MAY-13 11.06.33.076000000 AM,3
1278218,"4",5,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.381000000 PM,5
1278218,"4",10,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.382000000 PM,5
1278218,"4",4,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.382000000 PM,5
1276782,"1",3,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.805000000 AM,3
1276782,"1",2,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.805000000 AM,3
1276782,"1",1,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.805000000 AM,3
1276782,"1",15,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.805000000 AM,3
1276782,"1",9,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.806000000 AM,3
1276782,"1",14,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.807000000 AM,3
1276782,"1",8,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.807000000 AM,3
1276782,"1",13,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.807000000 AM,3
1276782,"1",7,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.807000000 AM,3
1276782,"1",12,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.808000000 AM,3
1276782,"1",6,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.808000000 AM,3
1276782,"1",11,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.808000000 AM,3
1276782,"1",5,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.808000000 AM,3
1276782,"1",10,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.808000000 AM,3
1276782,"1",4,"RA","guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.809000000 AM,3
1276823,"1",6,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.998000000 AM,2
1276823,"1",11,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.998000000 AM,2
1276823,"1",5,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.998000000 AM,2
1276823,"1",10,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.999000000 AM,2
1276823,"1",4,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.999000000 AM,2
1276823,"1",3,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.999000000 AM,2
1276823,"1",2,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.999000000 AM,2
1276823,"1",1,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.44.000000000 AM,2
1276823,"1",15,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.44.000000000 AM,2
1276823,"1",9,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.44.000000000 AM,2
1276823,"1",14,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.44.000000000 AM,2
1276823,"1",8,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.44.001000000 AM,2
1276823,"1",13,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.44.001000000 AM,2
1276823,"1",7,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.44.001000000 AM,2
1276823,"1",12,"DKA","guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.44.001000000 AM,2
1277600,"4",7,"TMB","guestUser",16-MAY-13 09.51.09.737000000 AM,"guestUser",16-MAY-13 09.30.39.116000000 AM,1
1277600,"4",12,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.116000000 AM,1
1277600,"4",1,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.117000000 AM,1
1277600,"4",6,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.117000000 AM,1
1277600,"4",11,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.118000000 AM,1
1277600,"4",5,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.118000000 AM,1
1277600,"4",10,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.119000000 AM,1
1277600,"4",4,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.119000000 AM,1
1277600,"4",9,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.119000000 AM,1
1277600,"4",3,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.119000000 AM,1
1277600,"4",8,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.120000000 AM,1
1277600,"4",2,"TMB","guestUser",16-MAY-13 09.51.09.738000000 AM,"guestUser",16-MAY-13 09.30.39.120000000 AM,1
1277630,"1",2,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.895000000 AM,3
1277630,"1",1,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.896000000 AM,3
1277630,"1",15,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.896000000 AM,3
1277630,"1",9,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.896000000 AM,3
1277630,"1",14,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.897000000 AM,3
1277630,"1",8,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.897000000 AM,3
1277630,"1",13,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.897000000 AM,3
1277630,"1",7,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.897000000 AM,3
1277630,"1",12,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.898000000 AM,3
1277630,"1",6,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.898000000 AM,3
1277630,"1",11,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.898000000 AM,3
1277630,"1",5,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.899000000 AM,3
1277630,"1",10,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.899000000 AM,3
1277630,"1",4,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.899000000 AM,3
1277630,"1",3,"JO","guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.900000000 AM,3
1278163,"1",14,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.044000000 PM,5
1278163,"1",8,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.045000000 PM,5
1278163,"1",13,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.045000000 PM,5
1278163,"1",7,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.045000000 PM,5
1278163,"1",12,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.045000000 PM,5
1278163,"1",6,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.046000000 PM,5
1278163,"1",11,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.046000000 PM,5
1278163,"1",5,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.046000000 PM,5
1278163,"1",10,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.046000000 PM,5
1278163,"1",4,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.047000000 PM,5
1278163,"1",3,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.047000000 PM,5
1278163,"1",2,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.047000000 PM,5
1278163,"1",1,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.047000000 PM,5
1278163,"1",15,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.047000000 PM,5
1278163,"1",9,"WA","guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.048000000 PM,5
1278218,"4",9,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.382000000 PM,5
1278218,"4",3,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.382000000 PM,5
1278218,"4",8,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.383000000 PM,5
1278218,"4",2,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.383000000 PM,5
1278218,"4",7,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.383000000 PM,5
1278218,"4",12,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.383000000 PM,5
1278218,"4",1,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.384000000 PM,5
1278218,"4",6,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.384000000 PM,5
1278218,"4",11,"SE","guestUser",26-JUN-13 03.03.42.765000000 PM,"guestUser",26-JUN-13 02.56.58.384000000 PM,5
1278532,"4",10,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.044000000 PM,4
1278532,"4",4,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.045000000 PM,4
1278532,"4",9,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.045000000 PM,4
1278532,"4",3,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.045000000 PM,4
1278532,"4",8,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.046000000 PM,4
1278532,"4",2,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.046000000 PM,4
1278532,"4",7,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.046000000 PM,4
1278532,"4",12,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.047000000 PM,4
1278532,"4",1,"Yes","guestUser",09-APR-14 03.41.02.072000000 PM,"guestUser",12-JUL-13 04.28.09.047000000 PM,4
