"P_SYS_ID","P_REVAL_STARTED_IND","P_GENERAL_INFO_STAT_IND","P_NAME_ADDR_STAT_IND","P_LIC_SPEC_STAT_IND","P_FINANCIAL_STAT_IND","P_SANCTIONS_STAT_IND","P_BANKRUPTCY_STAT_IND","P_OWNERSHIP_STAT_IND","P_MANAGING_STAT_IND","P_REVAL_STAT_CD","P_REVAL_STAT_LAST_DT","P_REVAL_COMP_DT","P_REVAL_COMP_BY_NAM","L_HIBERNATE_VER_NUM","G_AUD_ADD_USER_ID","G_AUD_TS","G_AUD_USER_ID","G_AUD_ADD_TS"
1294410,"N","N","N","N","N","N","N","N","N","TN",28-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294353,"N","N","N","N","N","N","N","N","N","TN",22-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294476,"N","N","N","N","N","N","N","N","N","TN",30-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294432,"N","N","N","N","N","N","N","N","N","TN",28-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294423,"N","N","N","N","N","N","N","N","N","TN",28-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294510,"N","N","N","N","N","N","N","N","N","FN",27-JUN-25,," ",0,"B-Term-Prov-Trigger_3250759.00",27-JUN-25 06.02.10.000000000 PM,"B-Term-Prov-Trigger_1442317.00",17-JUL-20 06.01.22.000000000 PM
1294503,"N","N","N","N","N","N","N","N","N","FN",03-AUG-25,," ",0,"B-Term-Prov-Trigger_3250759.00",03-AUG-25 06.01.14.000000000 PM,"B-Term-Prov-Trigger_1496829.00",17-JUL-20 06.01.22.000000000 PM
1294512,"N","N","N","N","N","N","N","N","N","TN",30-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294318,"N","N","N","N","N","N","N","N","N","SN",16-JUL-25,," ",0,"B-Term-Prov-Trigger_3250759.00",16-JUL-25 06.01.47.000000000 PM,"B-Term-Prov-Trigger_1470306.00",17-JUL-20 06.01.22.000000000 PM
1294329,"N","N","N","N","N","N","N","N","N","TN",23-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294374,"N","N","N","N","N","N","N","N","N","TN",23-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294519,"N","N","N","N","N","N","N","N","N","TN",11-MAY-25,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294420,"N","N","N","N","N","N","N","N","N","TN",27-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294399,"N","N","N","N","N","N","N","N","N","TN",30-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294449,"N","N","N","N","N","N","N","N","N","TN",29-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294522,"N","N","N","N","N","N","N","N","N","TN",31-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294192,"N","N","N","N","N","N","N","N","N","TN",23-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294306,"N","N","N","N","N","N","N","N","N","TN",29-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294309,"N","N","N","N","N","N","N","N","N","TN",20-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294229,"N","N","N","N","N","N","N","N","N","TN",22-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294239,"N","N","N","N","N","N","N","N","N","TN",28-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294244,"N","N","N","N","N","N","N","N","N","TN",24-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294259,"N","N","N","N","N","N","N","N","N","SN",12-AUG-25,," ",0,"B-Term-Prov-Trigger_3250759.00",12-AUG-25 06.01.41.000000000 PM,"B-Term-Prov-Trigger_1509963.00",17-JUL-20 06.01.22.000000000 PM
1294351,"N","N","N","N","N","N","N","N","N","TN",22-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294451,"N","N","N","N","N","N","N","N","N","TN",28-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294357,"N","N","N","N","N","N","N","N","N","TN",12-AUG-25,," ",0,"B-Term-Prov-Trigger_3250759.00",12-AUG-25 06.01.41.000000000 PM,"B-Term-Prov-Trigger_1509963.00",17-JUL-20 06.01.22.000000000 PM
1294474,"N","N","N","N","N","N","N","N","N","TN",30-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294477,"N","N","N","N","N","N","N","N","N","TN",30-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294502,"N","N","N","N","N","N","N","N","N","TN",05-AUG-25,," ",0,"B-Term-Prov-Trigger_3250759.00",05-AUG-25 06.01.46.000000000 PM,"B-Term-Prov-Trigger_1499744.00",17-JUL-20 06.01.22.000000000 PM
1294408,"N","N","N","N","N","N","N","N","N","TN",27-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294507,"N","N","N","N","N","N","N","N","N","TN",30-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294356,"N","N","N","N","N","N","N","N","N","TN",22-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294361,"N","N","N","N","N","N","N","N","N","TN",23-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294362,"N","N","N","N","N","N","N","N","N","TN",23-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294364,"N","N","N","N","N","N","N","N","N","TN",22-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294354,"N","N","N","N","N","N","N","N","N","FN",24-JUN-25,," ",0,"B-Term-Prov-Trigger_3250759.00",24-JUN-25 06.02.54.000000000 PM,"B-Term-Prov-Trigger_1438184.00",17-JUL-20 06.01.22.000000000 PM
1294424,"N","N","N","N","N","N","N","N","N","FN",25-AUG-25,," ",0,"B-Term-Prov-Trigger_3250759.00",25-AUG-25 06.01.43.000000000 PM,"B-Term-Prov-Trigger_1528233.00",17-JUL-20 06.01.22.000000000 PM
1294285,"N","N","N","N","N","N","N","N","N","TN",30-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294369,"N","N","N","N","N","N","N","N","N","TN",28-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294473,"N","N","N","N","N","N","N","N","N","TN",30-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294470,"N","N","N","N","N","N","N","N","N","TN",31-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294168,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294170,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294171,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294066,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1293559,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294165,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294163,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294164,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294167,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1292877,"N","N","N","N","N","N","N","N","N","TN",17-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294720,"N","N","N","N","N","N","N","N","N","TN",07-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294728,"N","N","N","N","N","N","N","N","N","SN",22-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294729,"N","N","N","N","N","N","N","N","N","TN",07-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294592,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294589,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294590,"N","N","N","N","N","N","N","N","N","FN",13-MAR-26,," ",0,"B-Term-Prov-Trigger_3250759.00",13-MAR-26 06.01.40.000000000 PM,"B-Term-Prov-Trigger_1815252.00",17-JUL-20 06.01.22.000000000 PM
1294623,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294384,"N","N","N","N","N","N","N","N","N","TN",07-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294539,"N","N","N","N","N","N","N","N","N","TN",03-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294212,"N","N","N","N","N","N","N","N","N","TN",05-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294322,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294687,"N","N","N","N","N","N","N","N","N","TN",13-AUG-25,," ",0,"B-Term-Prov-Trigger_3250759.00",13-AUG-25 06.01.33.000000000 PM,"B-Term-Prov-Trigger_1511304.00",17-JUL-20 06.01.22.000000000 PM
1294718,"N","N","N","N","N","N","N","N","N","SN",22-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294723,"N","N","N","N","N","N","N","N","N","SN",22-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294725,"N","N","N","N","N","N","N","N","N","TN",08-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294327,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294595,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294602,"N","N","N","N","N","N","N","N","N","TN",05-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294607,"N","N","N","N","N","N","N","N","N","SN",19-JUL-20,," ",1,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294630,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294225,"N","N","N","N","N","N","N","N","N","TN",05-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294597,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294587,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294588,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294598,"N","N","N","N","N","N","N","N","N","TN",05-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294599,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294600,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294604,"N","N","N","N","N","N","N","N","N","TN",07-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294605,"N","N","N","N","N","N","N","N","N","TN",05-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294612,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294617,"N","N","N","N","N","N","N","N","N","TN",07-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294642,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294616,"N","N","N","N","N","N","N","N","N","TN",06-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294608,"N","N","N","N","N","N","N","N","N","TN",07-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294624,"N","N","N","N","N","N","N","N","N","TN",07-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294203,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294209,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294400,"N","N","N","N","N","N","N","N","N","TN",04-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
1294527,"N","N","N","N","N","N","N","N","N","TN",03-AUG-20,," ",2,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM,"B-Term-Prov-Trigger_3250759.00",17-JUL-20 06.01.22.000000000 PM
