"P_SYS_ID","P_OFC_HRS_SK","P_DAY_OF_WK_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS","P_OFC_CLOSE_TM_TEXT","P_OFC_OPEN_TM_TEXT"
1276939,9701,"7",10,"JMLAGRO",13-DEC-13 01.21.48.361000000 PM,"guestUser",29-APR-13 02.55.39.373000000 PM,"5:00pm","12:00pm"
1278654,35753,"5",19,"JOYSPEZIALE",05-MAR-14 04.30.46.032000000 PM,"guestUser",22-JUL-13 02.02.10.601000000 PM,"5:00pm","8:00am"
1277090,10178,"3",11,"JMLAGRO",09-AUG-13 09.27.20.804000000 AM,"guestUser",30-APR-13 12.41.43.449000000 PM,"12:00am","12:00am"
1277090,10179,"4",11,"JMLAGRO",09-AUG-13 09.27.20.803000000 AM,"guestUser",30-APR-13 12.41.43.450000000 PM,"12:00am","12:00am"
1277090,10180,"5",11,"JMLAGRO",09-AUG-13 09.27.20.803000000 AM,"guestUser",30-APR-13 12.41.43.450000000 PM,"12:00am","12:00am"
1277090,10181,"6",11,"JMLAGRO",09-AUG-13 09.27.20.805000000 AM,"guestUser",30-APR-13 12.41.43.450000000 PM,"12:00am","12:00am"
1277090,10182,"7",11,"JMLAGRO",09-AUG-13 09.27.20.804000000 AM,"guestUser",30-APR-13 12.41.43.450000000 PM,"12:00am","12:00am"
1282109,87664,"1",14,"KARCHARVAT",21-APR-14 07.56.07.013000000 AM,"guestUser",20-JAN-14 01.51.10.854000000 PM,"5:00pm","8:00am"
1282109,87665,"2",14,"KARCHARVAT",21-APR-14 07.56.07.014000000 AM,"guestUser",20-JAN-14 01.51.10.855000000 PM,"5:00pm","8:00am"
1282109,87666,"3",14,"KARCHARVAT",21-APR-14 07.56.07.014000000 AM,"guestUser",20-JAN-14 01.51.10.855000000 PM,"5:00pm","8:00am"
1278001,23860,"1",9,"JOYSPEZIALE",06-FEB-14 03.14.26.504000000 PM,"guestUser",13-JUN-13 08.49.33.080000000 AM,"5:00pm","8:00am"
1278001,23861,"2",9,"JOYSPEZIALE",06-FEB-14 03.14.26.504000000 PM,"guestUser",13-JUN-13 08.49.33.081000000 AM,"5:00pm","8:00am"
1282109,87667,"4",14,"KARCHARVAT",21-APR-14 07.56.07.014000000 AM,"guestUser",20-JAN-14 01.51.10.855000000 PM,"5:00pm","8:00am"
1278001,23862,"3",9,"JOYSPEZIALE",06-FEB-14 03.14.26.504000000 PM,"guestUser",13-JUN-13 08.49.33.081000000 AM,"5:00pm","8:00am"
1278480,45332,"1",2,"KARCHARVAT",04-JUN-14 08.47.33.189000000 PM,"guestUser",13-AUG-13 09.44.43.316000000 AM,"4:30pm","8:00am"
1278019,24169,"1",8,"PJHEID",12-MAY-14 07.18.33.624000000 PM,"guestUser",13-JUN-13 03.38.20.119000000 PM,"5:00pm","9:00am"
1276847,24388,"1",2,"PJHEID",09-JAN-14 03.30.48.073000000 PM,"guestUser",14-JUN-13 11.43.35.880000000 AM,"6:00pm","8:00am"
1278480,45333,"2",2,"KARCHARVAT",04-JUN-14 08.47.33.189000000 PM,"guestUser",13-AUG-13 09.44.43.316000000 AM,"4:30pm","8:00am"
1276847,24389,"2",2,"PJHEID",09-JAN-14 03.30.48.073000000 PM,"guestUser",14-JUN-13 11.43.35.880000000 AM,"6:00pm","8:00am"
1276847,24390,"3",2,"PJHEID",09-JAN-14 03.30.48.072000000 PM,"guestUser",14-JUN-13 11.43.35.880000000 AM,"6:00pm","8:00am"
1276847,24391,"4",2,"PJHEID",09-JAN-14 03.30.48.072000000 PM,"guestUser",14-JUN-13 11.43.35.880000000 AM,"6:00pm","8:00am"
1276847,24392,"5",2,"PJHEID",09-JAN-14 03.30.48.072000000 PM,"guestUser",14-JUN-13 11.43.35.880000000 AM,"6:00pm","8:00am"
1278480,45334,"3",2,"KARCHARVAT",04-JUN-14 08.47.33.188000000 PM,"guestUser",13-AUG-13 09.44.43.317000000 AM,"4:30pm","8:00am"
1278480,45335,"4",2,"KARCHARVAT",04-JUN-14 08.47.33.188000000 PM,"guestUser",13-AUG-13 09.44.43.317000000 AM,"4:30pm","8:00am"
1278480,45336,"5",2,"KARCHARVAT",04-JUN-14 08.47.33.188000000 PM,"guestUser",13-AUG-13 09.44.43.317000000 AM,"4:30pm","8:00am"
1277668,45511,"1",7,"JMLAGRO",16-APR-14 11.53.46.983000000 AM,"guestUser",13-AUG-13 10.18.08.642000000 AM,"5:00pm","8:00am"
1277668,45512,"2",7,"JMLAGRO",16-APR-14 11.53.46.983000000 AM,"guestUser",13-AUG-13 10.18.08.642000000 AM,"5:00pm","8:00am"
1278001,23863,"4",9,"JOYSPEZIALE",06-FEB-14 03.14.26.503000000 PM,"guestUser",13-JUN-13 08.49.33.081000000 AM,"5:00pm","8:00am"
1278001,23864,"5",9,"JOYSPEZIALE",06-FEB-14 03.14.26.503000000 PM,"guestUser",13-JUN-13 08.49.33.081000000 AM,"5:00pm","8:00am"
1278002,23992,"1",8,"JMLAGRO",16-JAN-14 02.00.21.632000000 PM,"guestUser",13-JUN-13 11.24.20.188000000 AM,"6:00pm","8:00am"
1278002,23993,"2",8,"JMLAGRO",16-JAN-14 02.00.21.632000000 PM,"guestUser",13-JUN-13 11.24.20.188000000 AM,"7:00pm","8:00am"
1278002,23994,"3",8,"JMLAGRO",16-JAN-14 02.00.21.632000000 PM,"guestUser",13-JUN-13 11.24.20.189000000 AM,"6:00pm","8:00am"
1278002,23995,"4",8,"JMLAGRO",16-JAN-14 02.00.21.631000000 PM,"guestUser",13-JUN-13 11.24.20.189000000 AM,"6:00pm","8:00am"
1278002,23996,"5",8,"JMLAGRO",16-JAN-14 02.00.21.631000000 PM,"guestUser",13-JUN-13 11.24.20.192000000 AM,"6:00pm","8:00am"
1277864,32428,"1",18,"JMLAGRO",16-JUN-15 01.00.54.065000000 PM,"guestUser",12-JUL-13 01.11.06.262000000 PM,"5:00pm","8:30am"
1277864,32429,"2",18,"JMLAGRO",16-JUN-15 01.00.54.066000000 PM,"guestUser",12-JUL-13 01.11.06.263000000 PM,"5:00pm","8:30am"
1277997,24470,"1",9,"PJHEID",02-DEC-13 09.51.14.563000000 AM,"guestUser",14-JUN-13 02.39.33.794000000 PM,"5:00pm","8:00am"
1277997,24471,"2",9,"PJHEID",02-DEC-13 09.51.14.563000000 AM,"guestUser",14-JUN-13 02.39.33.794000000 PM,"5:00pm","8:00am"
1277668,45513,"3",7,"JMLAGRO",16-APR-14 11.53.46.984000000 AM,"guestUser",13-AUG-13 10.18.08.643000000 AM,"5:00pm","8:00am"
1277668,45514,"4",7,"JMLAGRO",16-APR-14 11.53.46.984000000 AM,"guestUser",13-AUG-13 10.18.08.643000000 AM,"5:00pm","8:00am"
1277668,45515,"5",7,"JMLAGRO",16-APR-14 11.53.46.983000000 AM,"guestUser",13-AUG-13 10.18.08.644000000 AM,"12:00pm","8:00am"
1277864,32430,"3",18,"JMLAGRO",16-JUN-15 01.00.54.066000000 PM,"guestUser",12-JUL-13 01.11.06.263000000 PM,"5:00pm","8:30am"
1277864,32431,"4",18,"JMLAGRO",16-JUN-15 01.00.54.066000000 PM,"guestUser",12-JUL-13 01.11.06.263000000 PM,"5:00pm","8:30am"
1277864,32432,"5",18,"JMLAGRO",16-JUN-15 01.00.54.065000000 PM,"guestUser",12-JUL-13 01.11.06.264000000 PM,"5:00pm","8:30am"
1278503,32439,"1",19,"JOYSPEZIALE",30-JUL-14 03.48.00.684000000 PM,"guestUser",12-JUL-13 01.14.31.954000000 PM,"6:00pm","9:00am"
1278019,24170,"2",8,"PJHEID",12-MAY-14 07.18.33.623000000 PM,"guestUser",13-JUN-13 03.38.20.120000000 PM,"5:00pm","9:00am"
1278019,24171,"3",8,"PJHEID",12-MAY-14 07.18.33.623000000 PM,"guestUser",13-JUN-13 03.38.20.120000000 PM,"5:00pm","9:00am"
1278019,24172,"4",8,"PJHEID",12-MAY-14 07.18.33.623000000 PM,"guestUser",13-JUN-13 03.38.20.121000000 PM,"5:00pm","9:00am"
1277997,24472,"3",9,"PJHEID",02-DEC-13 09.51.14.562000000 AM,"guestUser",14-JUN-13 02.39.33.795000000 PM,"5:00pm","8:00am"
1277997,24473,"4",9,"PJHEID",02-DEC-13 09.51.14.562000000 AM,"guestUser",14-JUN-13 02.39.33.795000000 PM,"5:00pm","8:00am"
1277997,24474,"5",9,"PJHEID",02-DEC-13 09.51.14.561000000 AM,"guestUser",14-JUN-13 02.39.33.795000000 PM,"5:00pm","8:00am"
1278038,24475,"1",11,"LISACAMPBELL",13-FEB-14 11.15.07.846000000 AM,"guestUser",14-JUN-13 02.39.33.987000000 PM,"5:00pm","8:00am"
1277987,24200,"1",17,"PJHEID",12-MAY-14 08.09.52.112000000 PM,"guestUser",13-JUN-13 03.53.47.155000000 PM,"5:30pm","7:00am"
1277987,24201,"2",17,"PJHEID",12-MAY-14 08.09.52.114000000 PM,"guestUser",13-JUN-13 03.53.47.155000000 PM,"5:00pm","7:00am"
1277987,24202,"3",17,"PJHEID",12-MAY-14 08.09.52.114000000 PM,"guestUser",13-JUN-13 03.53.47.155000000 PM,"5:00pm","7:00am"
1277987,24203,"4",17,"PJHEID",12-MAY-14 08.09.52.113000000 PM,"guestUser",13-JUN-13 03.53.47.156000000 PM,"5:30pm","8:00am"
1277987,24204,"5",17,"PJHEID",12-MAY-14 08.09.52.113000000 PM,"guestUser",13-JUN-13 03.53.47.156000000 PM,"5:00pm","7:00am"
1278038,24476,"2",11,"LISACAMPBELL",13-FEB-14 11.15.07.847000000 AM,"guestUser",14-JUN-13 02.39.33.988000000 PM,"5:00pm","8:00am"
1282496,92680,"1",12,"JOYSPEZIALE",25-APR-14 03.06.35.613000000 PM,"guestUser",31-JAN-14 10.10.30.645000000 AM,"10:00pm","8:00am"
1278117,33674,"1",20,"JMLAGRO",28-APR-14 07.24.35.060000000 AM,"guestUser",16-JUL-13 08.21.06.411000000 AM,"5:00pm","8:00am"
1278503,32440,"2",19,"JOYSPEZIALE",30-JUL-14 03.48.00.684000000 PM,"guestUser",12-JUL-13 01.14.31.954000000 PM,"6:00pm","9:00am"
1278596,34815,"4",16,"BRENDAPEREZESCOB",11-MAR-15 09.43.40.623000000 AM,"guestUser",17-JUL-13 01.55.32.608000000 PM,"5:00pm","8:00am"
1278503,32441,"3",19,"JOYSPEZIALE",30-JUL-14 03.48.00.684000000 PM,"guestUser",12-JUL-13 01.14.31.955000000 PM,"6:00pm","9:00am"
1278117,33675,"2",20,"JMLAGRO",28-APR-14 07.24.35.059000000 AM,"guestUser",16-JUL-13 08.21.06.412000000 AM,"5:00pm","8:00am"
1278117,33676,"3",20,"JMLAGRO",28-APR-14 07.24.35.059000000 AM,"guestUser",16-JUL-13 08.21.06.412000000 AM,"5:00pm","8:00am"
1278117,33677,"4",20,"JMLAGRO",28-APR-14 07.24.35.060000000 AM,"guestUser",16-JUL-13 08.21.06.412000000 AM,"5:00pm","8:00am"
1282496,92681,"2",12,"JOYSPEZIALE",25-APR-14 03.06.35.615000000 PM,"guestUser",31-JAN-14 10.10.30.646000000 AM,"10:00pm","8:00am"
1282496,92682,"3",12,"JOYSPEZIALE",25-APR-14 03.06.35.614000000 PM,"guestUser",31-JAN-14 10.10.30.646000000 AM,"10:00pm","8:00am"
1278038,24477,"3",11,"LISACAMPBELL",13-FEB-14 11.15.07.847000000 AM,"guestUser",14-JUN-13 02.39.33.988000000 PM,"5:00pm","8:00am"
1278038,24478,"4",11,"LISACAMPBELL",13-FEB-14 11.15.07.846000000 AM,"guestUser",14-JUN-13 02.39.33.989000000 PM,"5:00pm","8:00am"
1278038,24479,"5",11,"LISACAMPBELL",13-FEB-14 11.15.07.846000000 AM,"guestUser",14-JUN-13 02.39.33.989000000 PM,"5:00pm","8:00am"
1282496,92683,"4",12,"JOYSPEZIALE",25-APR-14 03.06.35.614000000 PM,"guestUser",31-JAN-14 10.10.30.646000000 AM,"10:00pm","8:00am"
1282496,92684,"5",12,"JOYSPEZIALE",25-APR-14 03.06.35.613000000 PM,"guestUser",31-JAN-14 10.10.30.647000000 AM,"10:00pm","8:00am"
1282496,92685,"6",12,"JOYSPEZIALE",25-APR-14 03.06.35.613000000 PM,"guestUser",31-JAN-14 10.10.30.648000000 AM,"7:00pm","9:00am"
1278596,34816,"5",16,"BRENDAPEREZESCOB",11-MAR-15 09.43.40.623000000 AM,"guestUser",17-JUL-13 01.55.32.609000000 PM,"5:00pm","8:00am"
1282496,92686,"7",12,"JOYSPEZIALE",25-APR-14 03.06.35.615000000 PM,"guestUser",31-JAN-14 10.10.30.648000000 AM,"6:00pm","12:00pm"
1278503,32442,"4",19,"JOYSPEZIALE",30-JUL-14 03.48.00.684000000 PM,"guestUser",12-JUL-13 01.14.31.955000000 PM,"6:00pm","9:00am"
1001031,92687,"5",9,"PJHEID",25-FEB-15 08.51.56.589000000 AM,"PJHEID",31-JAN-14 10.24.29.206000000 AM,"12:00pm","9:00am"
1001031,92688,"1",9,"PJHEID",25-FEB-15 08.51.56.589000000 AM,"PJHEID",31-JAN-14 10.24.29.206000000 AM,"5:00pm","9:00am"
1278596,34812,"1",16,"BRENDAPEREZESCOB",11-MAR-15 09.43.40.623000000 AM,"guestUser",17-JUL-13 01.55.32.608000000 PM,"5:00pm","8:00am"
1001031,92689,"2",9,"PJHEID",25-FEB-15 08.51.56.588000000 AM,"PJHEID",31-JAN-14 10.24.29.207000000 AM,"5:00pm","9:00am"
1001031,92690,"3",9,"PJHEID",25-FEB-15 08.51.56.588000000 AM,"PJHEID",31-JAN-14 10.24.29.207000000 AM,"5:00pm","9:00am"
1001031,92691,"4",9,"PJHEID",25-FEB-15 08.51.56.588000000 AM,"PJHEID",31-JAN-14 10.24.29.207000000 AM,"5:00pm","9:00am"
