"P_SYS_ID","P_NW_PART_SK","R_NW_ID","P_NW_BEG_DT","P_NW_END_DT","P_NW_STAT_CD","P_NWST_RSN_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000038,1000229,"CSHS",19-OCT-10,31-JUL-13,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000038,1000230,"DDS",19-OCT-10,31-JUL-13,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000038,1000231,"DOCR",19-OCT-10,31-JUL-13,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000038,1000232,"MCAID",19-OCT-10,31-JUL-13,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1162299,1286046,"ATYPICAL",11-MAR-05,14-JUL-21,"00","",1,"B-Term-Prov-Trigger_3859822.00",14-JUL-21 06.03.03.309638000 PM,"JMLAGRO",17-AUG-15 02.29.22.637000000 PM
1000039,1000234,"ATYPICAL",08-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000039,1000235,"CSHS",08-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000039,1000236,"DDS",08-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000039,1000237,"DOCR",08-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000039,1000238,"MCAID",08-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1162299,1286047,"MCAID",11-MAR-05,31-DEC-99,"00"," ",2,"KAMELTZER",03-OCT-21 01.03.41.836000000 PM,"JMLAGRO",17-AUG-15 02.29.22.637000000 PM
1000040,1000240,"ATYPICAL",03-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000040,1000241,"CSHS",03-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000040,1000242,"DDS",03-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000040,1000243,"DOCR",03-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000040,1000244,"MCAID",03-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1294166,1286179,"ATYPICAL",10-JUL-15,31-AUG-15,"00"," ",1,"MMANYGUNS",03-DEC-15 09.15.46.807000000 AM,"CAROLREEVES",18-AUG-15 02.02.53.071000000 PM
1000041,1000246,"ATYPICAL",22-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000041,1000247,"CSHS",22-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000041,1000248,"DDS",22-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000041,1000249,"DOCR",22-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000041,1000250,"MCAID",22-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1294166,1286180,"CSHS",10-JUL-15,31-AUG-15,"00"," ",1,"MMANYGUNS",03-DEC-15 09.15.46.807000000 AM,"CAROLREEVES",18-AUG-15 02.02.53.072000000 PM
1000042,1000252,"ATYPICAL",16-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000042,1000253,"CSHS",16-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000042,1000254,"DDS",16-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000042,1000255,"DOCR",16-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000042,1000256,"MCAID",16-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1294166,1286181,"DOCR",10-JUL-15,31-AUG-15,"00"," ",1,"MMANYGUNS",03-DEC-15 09.15.46.806000000 AM,"CAROLREEVES",18-AUG-15 02.02.53.073000000 PM
1000043,1000260,"DDS",01-JUN-11,30-SEP-13,"00","",2,"THENDERSON",21-AUG-15 08.18.27.472000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1294166,1286182,"MCAID",10-JUL-15,31-AUG-15,"00"," ",1,"MMANYGUNS",03-DEC-15 09.15.46.806000000 AM,"CAROLREEVES",18-AUG-15 02.02.53.073000000 PM
1000044,1000264,"ATYPICAL",25-APR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000044,1000265,"CSHS",25-APR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000044,1000266,"DDS",25-APR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000044,1000267,"DOCR",25-APR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000044,1000268,"MCAID",25-APR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1294611,1286236,"ATYPICAL",27-JUL-15,31-DEC-99,"00"," ",1,"RRUD",10-MAY-16 12.58.29.191000000 PM,"MAURICIOPENERAND",18-AUG-15 05.16.14.000000000 PM
1000045,1000272,"DDS",01-JUL-11,30-SEP-13,"00","",7,"JMLAGRO",06-OCT-14 01.30.42.680000000 PM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1294611,1286237,"CSHS",27-JUL-15,31-DEC-99,"00"," ",1,"RRUD",10-MAY-16 12.58.29.191000000 PM,"MAURICIOPENERAND",18-AUG-15 05.16.14.001000000 PM
1000046,1000276,"ATYPICAL",20-FEB-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000046,1000277,"CSHS",20-FEB-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000046,1000278,"DDS",20-FEB-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000046,1000279,"DOCR",20-FEB-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000046,1000280,"MCAID",20-FEB-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1294611,1286238,"DOCR",27-JUL-15,31-DEC-99,"00"," ",1,"RRUD",10-MAY-16 12.58.29.191000000 PM,"MAURICIOPENERAND",18-AUG-15 05.16.14.001000000 PM
1000047,1000282,"ATYPICAL",05-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000047,1000283,"CSHS",05-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000047,1000284,"DDS",05-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000047,1000285,"DOCR",05-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000047,1000286,"MCAID",05-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1294611,1286239,"MCAID",27-JUL-15,31-DEC-99,"00"," ",1,"RRUD",10-MAY-16 12.58.29.191000000 PM,"MAURICIOPENERAND",18-AUG-15 05.16.14.002000000 PM
1294162,1286240,"ATYPICAL",07-JUL-15,14-JUL-21,"00","",1,"B-Term-Prov-Trigger_3859822.00",14-JUL-21 06.03.03.309638000 PM,"ESTHERSHAHPAR",18-AUG-15 05.16.26.110000000 PM
1000048,1000290,"DDS",27-MAY-11,30-SEP-13,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000049,1000294,"ATYPICAL",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.58.02.840000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000049,1000295,"CSHS",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.58.02.840000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000049,1000296,"DDS",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.58.02.840000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000049,1000297,"DOCR",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.58.02.839000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000049,1000298,"MCAID",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.58.02.839000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000050,1000300,"ATYPICAL",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.59.25.679000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000050,1000301,"CSHS",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.59.25.679000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000050,1000302,"DDS",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.59.25.679000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000050,1000303,"DOCR",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.59.25.678000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000050,1000304,"MCAID",01-DEC-11,04-OCT-15,"00","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.59.25.678000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000051,1000306,"ATYPICAL",08-MAY-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000051,1000307,"CSHS",08-MAY-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000051,1000308,"DDS",08-MAY-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000051,1000309,"DOCR",08-MAY-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000051,1000310,"MCAID",08-MAY-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000052,1000312,"ATYPICAL",01-AUG-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000052,1000313,"CSHS",01-AUG-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000052,1000314,"DDS",01-AUG-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000052,1000315,"DOCR",01-AUG-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000052,1000316,"MCAID",01-AUG-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000053,1000318,"ATYPICAL",28-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000053,1000319,"CSHS",28-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000053,1000320,"DDS",28-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000053,1000321,"DOCR",28-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000053,1000322,"MCAID",28-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000054,1000324,"ATYPICAL",11-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000054,1000325,"CSHS",11-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000054,1000326,"DDS",11-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000054,1000327,"DOCR",11-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000054,1000328,"MCAID",11-JAN-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000055,1000330,"ATYPICAL",05-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000055,1000331,"CSHS",05-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000055,1000332,"DDS",05-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000055,1000333,"DOCR",05-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000055,1000334,"MCAID",05-MAR-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000056,1000338,"DDS",01-JUL-11,30-SEP-13,"00","",3,"JMLAGRO",29-JUN-15 10.27.54.247000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000057,1000342,"ATYPICAL",07-OCT-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000057,1000343,"CSHS",07-OCT-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000057,1000344,"DDS",07-OCT-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000057,1000345,"DOCR",07-OCT-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000057,1000346,"MCAID",07-OCT-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000058,1000348,"ATYPICAL",05-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000058,1000349,"CSHS",05-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000058,1000350,"DDS",05-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000058,1000351,"DOCR",05-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000058,1000352,"MCAID",05-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000059,1000354,"ATYPICAL",27-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000059,1000355,"CSHS",27-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000059,1000356,"DDS",27-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000059,1000357,"DOCR",27-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000059,1000358,"MCAID",27-JUL-11,04-OCT-15,"00","",0,"CR1906_SET_ENDDT_4OCT15",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1155570,1286486,"MCAID",05-DEC-08,31-DEC-99,"00"," ",2,"MCMOOS",10-OCT-21 07.10.24.031000000 PM,"MAURICIOPENERAND",20-AUG-15 05.20.18.022000000 PM
1000024,1000144,"ATYPICAL",21-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000024,1000145,"CSHS",21-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000024,1000146,"DDS",21-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000024,1000147,"DOCR",21-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000024,1000148,"MCAID",21-AUG-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000025,1000150,"ATYPICAL",24-NOV-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000025,1000151,"CSHS",24-NOV-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000025,1000152,"DDS",24-NOV-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000025,1000153,"DOCR",24-NOV-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000025,1000154,"MCAID",24-NOV-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000026,1000156,"ATYPICAL",12-OCT-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
1000026,1000157,"CSHS",12-OCT-10,31-DEC-11,"00","",0,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM,"Provider Conversion",28-MAR-13 03.57.29.000000000 AM
