"P_SYS_ID","P_ISP_IND","P_VND_NAM","P_BLNG_AGENT_NAM","W_SFTWR_NAM","W_VER_ID","W_SFTWR_PRTCL_CD","G_CMN_ENTY_SK","G_NOTE_SET_SK","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS","W_TXN_DRCTN_CD"
1277092,"Y"," ",""," ","","  ",11349052,,1,"GUESTUSER",30-APR-13 10.32.29.867000000 AM,"GUESTUSER",30-APR-13 10.31.44.442000000 AM,""
1277096,"Y","","","","","  ",11349060,,16,"GUESTUSER",30-APR-13 04.02.10.987000000 PM,"GUESTUSER",30-APR-13 11.03.28.448000000 AM,""
1277033,"Y","","","","","  ",11348779,,10,"GUESTUSER",13-MAY-13 10.50.52.547000000 AM,"GUESTUSER",30-APR-13 01.34.41.134000000 PM,""
1280834,"N","","Zirmed","","","  ",11365273,,6,"GUESTUSER",29-OCT-13 03.19.57.949000000 PM,"GUESTUSER",29-OCT-13 09.27.18.376000000 AM,""
1276874,"Y","","","","","  ",11348080,,20,"GUESTUSER",22-OCT-13 08.48.32.486000000 AM,"GUESTUSER",30-APR-13 04.33.46.557000000 PM,""
1277103,"N","Nightingale Vantage Med Corp","","Therapist Helper","807","4",11349072,,0,"GUESTUSER",01-MAY-13 07.32.30.004000000 AM,"GUESTUSER",01-MAY-13 07.32.30.004000000 AM,""
1280836,"N","","Zirmed","","","  ",11365288,,6,"GUESTUSER",29-OCT-13 09.52.27.833000000 AM,"GUESTUSER",29-OCT-13 09.46.28.159000000 AM,""
1280679,"N","Noridian","","PCAce","32","2",11364195,,17,"GUESTUSER",14-APR-14 12.04.57.551000000 PM,"GUESTUSER",29-OCT-13 10.38.18.051000000 AM,""
1277134,"Y","","","","","  ",11349136,,2,"GUESTUSER",01-MAY-13 01.00.23.202000000 PM,"GUESTUSER",01-MAY-13 12.58.34.728000000 PM,""
1277135,"Y","","","","","  ",11349140,,3,"GUESTUSER",04-NOV-13 01.30.03.106000000 PM,"GUESTUSER",01-MAY-13 01.07.25.164000000 PM,""
1277136,"Y","","","","","  ",11349141,,5,"GUESTUSER",01-MAY-13 02.00.14.468000000 PM,"GUESTUSER",01-MAY-13 01.25.03.982000000 PM,""
1277139,"Y","","","","","  ",11349151,,6,"GUESTUSER",01-MAY-13 02.38.41.795000000 PM,"GUESTUSER",01-MAY-13 02.27.24.105000000 PM,""
1277129,"N","","eProvider Solutions","","","  ",11349124,,4,"GUESTUSER",01-MAY-13 03.40.40.788000000 PM,"GUESTUSER",01-MAY-13 03.39.06.537000000 PM,""
1277150,"N","","Navicure","","","  ",11349179,,28,"GUESTUSER",05-JUN-13 04.07.49.699000000 PM,"GUESTUSER",01-MAY-13 05.58.45.407000000 PM,""
1277249,"Y","","","","","  ",11349583,,0,"GUESTUSER",06-MAY-13 10.02.19.685000000 AM,"GUESTUSER",06-MAY-13 10.02.19.685000000 AM,""
1277163,"Y","","","","","  ",11349220,,1,"GUESTUSER",02-MAY-13 08.37.45.450000000 AM,"GUESTUSER",02-MAY-13 08.38.34.240000000 AM,""
1277164,"Y","","","","","  ",11349221,,2,"GUESTUSER",02-MAY-13 09.00.43.451000000 AM,"GUESTUSER",02-MAY-13 08.53.00.797000000 AM,""
1277114,"N","","Capario","","","  ",11349099,,6,"GUESTUSER",16-MAY-13 11.26.20.943000000 AM,"GUESTUSER",02-MAY-13 09.51.05.927000000 AM,""
1278143,"N","","Core Solutions","","","  ",11353165,,5,"GUESTUSER",21-JUN-13 02.28.18.423000000 PM,"GUESTUSER",21-JUN-13 02.25.22.288000000 PM,""
1277188,"N","","RelayHealth","","","  ",11349273,,0,"GUESTUSER",02-MAY-13 12.06.46.351000000 PM,"GUESTUSER",02-MAY-13 12.06.46.351000000 PM,""
1277190,"N","","RelayHealth","","","  ",11349288,,0,"GUESTUSER",02-MAY-13 12.06.46.591000000 PM,"GUESTUSER",02-MAY-13 12.06.46.591000000 PM,""
1277186,"N","","RelayHealth","","","  ",11349269,,0,"GUESTUSER",02-MAY-13 12.06.46.879000000 PM,"GUESTUSER",02-MAY-13 12.06.46.879000000 PM,""
1277209,"N","","ALLSCRIPTS","","","  ",11349357,,0,"GUESTUSER",02-MAY-13 02.37.34.501000000 PM,"GUESTUSER",02-MAY-13 02.37.34.501000000 PM,""
1277217,"N","","Optum","","","  ",11349383,,3,"GUESTUSER",12-AUG-14 02.13.39.118000000 PM,"GUESTUSER",02-MAY-13 03.39.03.965000000 PM,""
1277219,"N","","ZIRMED","","","  ",11349388,,1,"GUESTUSER",02-MAY-13 04.10.13.963000000 PM,"GUESTUSER",02-MAY-13 04.08.34.580000000 PM,""
1277210,"N","Transaction Data System","","Rx30","3.7.0","4",11349361,,4,"GUESTUSER",03-MAY-13 09.51.52.670000000 AM,"GUESTUSER",03-MAY-13 08.53.51.044000000 AM,""
1277225,"Y","","","","","  ",11349403,,3,"GUESTUSER",03-MAY-13 11.14.09.749000000 AM,"GUESTUSER",03-MAY-13 11.12.57.848000000 AM,""
1277231,"Y","","","","","  ",11349428,,3,"GUESTUSER",03-MAY-13 12.28.04.712000000 PM,"GUESTUSER",03-MAY-13 11.33.45.215000000 AM,""
1277234,"N","","Foxfire","","","  ",11349436,,2,"GUESTUSER",03-MAY-13 12.53.23.777000000 PM,"GUESTUSER",03-MAY-13 12.52.35.417000000 PM,""
1277235,"Y","","","","","  ",11349440,,3,"GUESTUSER",03-MAY-13 01.15.14.348000000 PM,"GUESTUSER",03-MAY-13 01.13.23.859000000 PM,""
1277237,"Y","","","","","  ",11349448,,3,"GUESTUSER",03-MAY-13 01.44.42.304000000 PM,"GUESTUSER",03-MAY-13 01.42.23.436000000 PM,""
1277240,"N","","ZIRMED","","","  ",11349468,,0,"GUESTUSER",03-MAY-13 02.02.51.464000000 PM,"GUESTUSER",03-MAY-13 02.02.51.464000000 PM,""
1277229,"N","","CareMedic","","","  ",11349413,,4,"GUESTUSER",24-JUN-13 11.44.28.474000000 AM,"GUESTUSER",03-MAY-13 02.24.31.712000000 PM,""
1277241,"Y","","","","","  ",11349479,,24,"GUESTUSER",20-JUN-13 11.35.12.570000000 AM,"GUESTUSER",03-MAY-13 03.29.38.649000000 PM,""
1277242,"Y","","","","","  ",11349531,,3,"GUESTUSER",04-MAY-13 12.45.38.656000000 AM,"GUESTUSER",04-MAY-13 12.31.48.357000000 AM,""
1277250,"N","","eProvider Solutions","","","  ",11349584,,18,"GUESTUSER",06-MAY-13 09.17.39.789000000 AM,"GUESTUSER",06-MAY-13 09.17.39.789000000 AM,""
1277321,"Y","","","","","  ",11349878,,0,"GUESTUSER",07-MAY-13 10.11.49.496000000 AM,"GUESTUSER",07-MAY-13 10.11.49.496000000 AM,""
1277252,"Y","","","","","  ",11349587,,0,"GUESTUSER",06-MAY-13 10.02.19.964000000 AM,"GUESTUSER",06-MAY-13 10.02.19.964000000 AM,""
1277256,"Y","","","","","  ",11349596,,0,"GUESTUSER",06-MAY-13 10.02.20.277000000 AM,"GUESTUSER",06-MAY-13 10.02.20.277000000 AM,""
1277258,"Y","","","","","  ",11349600,,0,"GUESTUSER",06-MAY-13 10.02.20.561000000 AM,"GUESTUSER",06-MAY-13 10.02.20.561000000 AM,""
1277324,"Y","","","","","  ",11349884,,0,"GUESTUSER",07-MAY-13 10.11.49.729000000 AM,"GUESTUSER",07-MAY-13 10.11.49.729000000 AM,""
1277261,"Y","","","","","  ",11349611,,6,"GUESTUSER",30-JUL-14 01.26.04.459000000 PM,"GUESTUSER",06-MAY-13 10.42.48.643000000 AM,""
1277325,"Y","","","","","  ",11349888,,0,"GUESTUSER",07-MAY-13 10.11.50.081000000 AM,"GUESTUSER",07-MAY-13 10.11.50.081000000 AM,""
1277212,"Y","","","","","  ",11349364,,0,"GUESTUSER",06-MAY-13 10.38.26.024000000 AM,"GUESTUSER",06-MAY-13 10.38.26.024000000 AM,""
1277215,"Y","","","","","  ",11349368,,0,"GUESTUSER",06-MAY-13 10.38.26.222000000 AM,"GUESTUSER",06-MAY-13 10.38.26.222000000 AM,""
1277327,"Y","","","","","  ",11349892,,0,"GUESTUSER",07-MAY-13 10.11.50.288000000 AM,"GUESTUSER",07-MAY-13 10.11.50.288000000 AM,""
1277335,"Y","","","","","  ",11349910,,3,"GUESTUSER",07-MAY-13 11.13.31.870000000 AM,"GUESTUSER",07-MAY-13 11.12.27.172000000 AM,""
1277341,"Y","","","","","  ",11349931,,3,"GUESTUSER",07-MAY-13 01.11.46.206000000 PM,"GUESTUSER",07-MAY-13 01.09.57.221000000 PM,""
1277284,"N","","zirmed","","","  ",11349686,,0,"GUESTUSER",06-MAY-13 12.43.45.659000000 PM,"GUESTUSER",06-MAY-13 12.43.45.659000000 PM,""
1277342,"Y","","","","","  ",11349940,,3,"GUESTUSER",07-MAY-13 01.41.43.690000000 PM,"GUESTUSER",07-MAY-13 01.39.29.930000000 PM,""
1277343,"Y","","","","","  ",11349951,,3,"GUESTUSER",07-MAY-13 02.01.27.231000000 PM,"GUESTUSER",07-MAY-13 02.00.00.282000000 PM,""
1277294,"Y","","","","","  ",11349703,,0,"GUESTUSER",06-MAY-13 01.28.59.092000000 PM,"GUESTUSER",06-MAY-13 01.28.59.092000000 PM,""
1277295,"Y","","","","","  ",11349707,,0,"GUESTUSER",06-MAY-13 01.28.59.361000000 PM,"GUESTUSER",06-MAY-13 01.28.59.361000000 PM,""
1277296,"Y","","","","","  ",11349710,,0,"GUESTUSER",06-MAY-13 01.28.59.648000000 PM,"GUESTUSER",06-MAY-13 01.28.59.648000000 PM,""
1277297,"Y","","","","","  ",11349713,,0,"GUESTUSER",06-MAY-13 01.28.59.883000000 PM,"GUESTUSER",06-MAY-13 01.28.59.883000000 PM,""
1277312,"Y","","","","","  ",11349858,,0,"GUESTUSER",07-MAY-13 08.50.16.841000000 AM,"GUESTUSER",07-MAY-13 08.50.16.841000000 AM,""
1277313,"Y","","","","","  ",11349861,,0,"GUESTUSER",07-MAY-13 08.50.17.072000000 AM,"GUESTUSER",07-MAY-13 08.50.17.072000000 AM,""
1277315,"Y","","","","","  ",11349865,,0,"GUESTUSER",07-MAY-13 08.50.17.304000000 AM,"GUESTUSER",07-MAY-13 08.50.17.304000000 AM,""
1277317,"Y","","","","","  ",11349869,,0,"GUESTUSER",07-MAY-13 08.50.17.456000000 AM,"GUESTUSER",07-MAY-13 08.50.17.456000000 AM,""
1277323,"N","PatientClick","","PatientClick","1.1","1",11349881,,2,"GUESTUSER",07-MAY-13 09.50.58.347000000 AM,"GUESTUSER",07-MAY-13 09.49.38.007000000 AM,""
1277123,"N","","GatewayEDI, Inc.","","","  ",11349110,,7,"GUESTUSER",07-MAY-13 02.37.53.395000000 PM,"GUESTUSER",07-MAY-13 02.27.07.672000000 PM,""
1277345,"N","Allscripts","","PRO EHR","9.10.3","1",11349956,,3,"GUESTUSER",07-MAY-13 02.48.06.357000000 PM,"GUESTUSER",07-MAY-13 02.44.49.061000000 PM,""
1277349,"Y","","","","","  ",11349963,,25,"GUESTUSER",14-JUN-13 10.44.45.456000000 PM,"GUESTUSER",07-MAY-13 04.00.32.323000000 PM,""
1277354,"N","EDI Support Services","PC ACE Pro 32","PC Ace Pro 32","2.44.1.100","4",11349973,,6,"GUESTUSER",08-MAY-13 09.55.24.729000000 AM,"GUESTUSER",08-MAY-13 09.55.24.729000000 AM,""
1277356,"N","Electronic Data Interchange","","PC-ACE Pro32","5010","2",11349981,,35,"GUESTUSER",07-AUG-13 08.35.29.381000000 AM,"GUESTUSER",08-MAY-13 12.06.56.811000000 PM,""
1277176,"N","","Office Ally","","","  ",11349245,,57,"GUESTUSER",13-AUG-13 04.07.08.701000000 PM,"GUESTUSER",08-MAY-13 04.50.07.412000000 PM,""
1277377,"Y","","","","","  ",11350064,,20,"GUESTUSER",08-MAY-13 08.34.18.636000000 PM,"GUESTUSER",08-MAY-13 07.32.37.451000000 PM,""
1277378,"Y","","","","","  ",11350065,,5,"GUESTUSER",09-MAY-13 07.49.37.853000000 AM,"GUESTUSER",09-MAY-13 07.45.03.062000000 AM,""
1277380,"Y","","","","","  ",11350072,,0,"GUESTUSER",09-MAY-13 08.44.41.347000000 AM,"GUESTUSER",09-MAY-13 08.44.41.347000000 AM,""
1277381,"Y","","","","","  ",11350075,,0,"GUESTUSER",09-MAY-13 08.44.41.599000000 AM,"GUESTUSER",09-MAY-13 08.44.41.599000000 AM,""
1276794,"N","","RelayHealth","","","  ",11347748,,14,"GUESTUSER",11-APR-13 03.29.10.925000000 PM,"GUESTUSER",10-APR-13 12.47.39.394000000 PM,""
1276802,"Y","","","","","  ",11347774,,0,"GUESTUSER",10-APR-13 04.27.24.414000000 PM,"GUESTUSER",10-APR-13 04.27.24.414000000 PM,""
1277301,"N","PatientClick","","PatientClick","1.1","1",11349817,,2,"GUESTUSER",06-MAY-13 02.57.43.218000000 PM,"GUESTUSER",06-MAY-13 02.55.15.625000000 PM,""
1276910,"Y","","","","","  ",11348283,,12,"GUESTUSER",23-APR-13 02.16.23.973000000 PM,"GUESTUSER",22-APR-13 10.01.02.061000000 AM,""
1276929,"N","","Relay Health","","","  ",11348354,,6,"GUESTUSER",22-APR-13 10.51.40.618000000 AM,"GUESTUSER",22-APR-13 10.30.54.776000000 AM,""
1276868,"N","","ALLSCRIPTS PAYERPATH","","","  ",11348042,,28,"GUESTUSER",06-JUN-13 01.37.04.310000000 PM,"GUESTUSER",25-APR-13 02.43.51.695000000 PM,""
1277048,"Y","","","","","  ",11348868,,10,"GUESTUSER",30-APR-13 01.49.39.084000000 PM,"GUESTUSER",26-APR-13 11.26.15.464000000 AM,""
1277052,"Y","","","","","  ",11348880,,53,"GUESTUSER",28-JUN-13 09.43.11.485000000 AM,"GUESTUSER",26-APR-13 02.00.56.936000000 PM,""
1277059,"Y","","","","","  ",11348913,,9,"GUESTUSER",30-APR-13 10.09.30.909000000 AM,"GUESTUSER",26-APR-13 02.03.22.455000000 PM,""
1277060,"Y","","","","","  ",11348918,,10,"GUESTUSER",30-APR-13 02.23.32.019000000 PM,"GUESTUSER",26-APR-13 02.20.30.301000000 PM,""
1277305,"Y","","","","","  ",11349824,,4,"GUESTUSER",10-JUN-13 02.40.37.637000000 PM,"GUESTUSER",06-MAY-13 02.58.44.996000000 PM,""
1277309,"N","","Juile Bottchen","","","  ",11349833,,11,"GUESTUSER",13-MAY-13 03.46.33.043000000 PM,"GUESTUSER",06-MAY-13 04.04.52.087000000 PM,""
1277358,"Y","","","","","  ",11349983,,5,"GUESTUSER",08-MAY-13 10.38.02.723000000 AM,"GUESTUSER",08-MAY-13 10.35.23.364000000 AM,""
1277281,"Y","","","","","  ",11349678,,6,"GUESTUSER",06-MAY-13 12.42.13.872000000 PM,"GUESTUSER",06-MAY-13 12.36.30.047000000 PM,""
1277366,"N","EDI","","PC-ACE Pro32","5010","2",11350017,,12,"GUESTUSER",07-AUG-13 11.29.47.777000000 AM,"GUESTUSER",08-MAY-13 02.02.11.685000000 PM,""
1277289,"Y","","","","","  ",11349694,,4,"GUESTUSER",06-MAY-13 01.10.15.644000000 PM,"GUESTUSER",06-MAY-13 01.08.09.973000000 PM,""
1277287,"Y","","","","","  ",11349691,,2,"GUESTUSER",18-AUG-14 10.28.14.376000000 AM,"GUESTUSER",06-MAY-13 01.53.32.245000000 PM,""
1277382,"Y","","","","","  ",11350078,,0,"GUESTUSER",09-MAY-13 08.44.41.928000000 AM,"GUESTUSER",09-MAY-13 08.44.41.928000000 AM,""
1277671,"N","","Health-E-Web","","","  ",11350772,,5,"GUESTUSER",20-MAY-13 12.22.05.888000000 PM,"GUESTUSER",20-MAY-13 12.03.36.014000000 PM,""
1277673,"N","","Health-E-Web","","","  ",11350777,,7,"GUESTUSER",20-MAY-13 02.00.30.932000000 PM,"GUESTUSER",20-MAY-13 01.45.37.054000000 PM,""
1277748,"N","EVOLV","","EVOLV","8.5.613","2",11351162,,8,"GUESTUSER",22-AUG-13 01.32.56.213000000 PM,"GUESTUSER",23-MAY-13 11.10.20.233000000 AM,""
1277753,"N","PCACE","","PCACE","2.44.0.100","4",11351175,,3,"GUESTUSER",23-MAY-13 11.51.12.930000000 AM,"GUESTUSER",23-MAY-13 11.47.00.887000000 AM,""
1277754,"Y","","","","","  ",11351180,,4,"GUESTUSER",23-MAY-13 11.57.18.091000000 AM,"GUESTUSER",23-MAY-13 11.53.52.948000000 AM,""
1277756,"N","EVOLV","","EVOLV","8.5.613","2",11351188,,8,"GUESTUSER",22-AUG-13 01.41.20.938000000 PM,"GUESTUSER",23-MAY-13 12.41.18.189000000 PM,""
1277763,"N","EVOLV","","EVOLV","8.5.613","2",11351215,,9,"GUESTUSER",22-AUG-13 01.17.11.835000000 PM,"GUESTUSER",23-MAY-13 02.29.44.734000000 PM,""
1277746,"N","","ZIRMED","","","  ",11351160,,7,"GUESTUSER",24-MAY-13 08.51.08.970000000 AM,"GUESTUSER",23-MAY-13 02.36.40.235000000 PM,""
1277764,"N","EVOLV","","EVOLV","8.5.613","2",11351217,,6,"GUESTUSER",22-AUG-13 12.53.24.191000000 PM,"GUESTUSER",23-MAY-13 02.48.47.049000000 PM,""
1277768,"Y","","","","","  ",11351248,,10,"GUESTUSER",29-OCT-13 09.04.38.890000000 AM,"GUESTUSER",23-MAY-13 05.30.59.157000000 PM,""
1277855,"Y","","","","","  ",11351571,,6,"GUESTUSER",07-JUN-13 10.00.50.897000000 AM,"GUESTUSER",30-MAY-13 07.59.47.505000000 AM,""
1277861,"N","","Office Ally","","","  ",11351591,,5,"GUESTUSER",30-MAY-13 12.02.33.387000000 PM,"GUESTUSER",30-MAY-13 11.56.36.099000000 AM,""
1277869,"N","PC-ACE","","PC-ACE","13.02","3",11351637,,2,"GUESTUSER",30-MAY-13 03.43.07.020000000 PM,"GUESTUSER",30-MAY-13 03.43.07.020000000 PM,""
1277901,"Y","","","","","  ",11351831,,19,"GUESTUSER",04-JUN-13 09.17.53.421000000 AM,"GUESTUSER",04-JUN-13 09.17.53.421000000 AM,""
1277910,"N","","Healthfusion","","","  ",11351895,,9,"GUESTUSER",05-JUN-13 02.03.12.208000000 PM,"GUESTUSER",05-JUN-13 01.51.53.332000000 PM,""
1277950,"Y","","","","","  ",11352092,,10,"GUESTUSER",07-JUN-13 09.08.26.852000000 AM,"GUESTUSER",07-JUN-13 08.57.54.775000000 AM,""
1277951,"Y","","","","","  ",11352099,,6,"GUESTUSER",07-JUN-13 09.05.32.093000000 AM,"GUESTUSER",07-JUN-13 09.02.09.475000000 AM,""
1277995,"N","","eProvider Solutions","","","  ",11352314,,0,"GUESTUSER",12-JUN-13 03.00.45.854000000 PM,"GUESTUSER",12-JUN-13 03.00.45.854000000 PM,""
1278005,"N","","eProvider Solutions","","","  ",11352390,,1,"GUESTUSER",13-JUN-13 10.52.10.822000000 AM,"GUESTUSER",13-JUN-13 10.52.40.582000000 AM,""
1278021,"Y","","","","","  ",11352457,,0,"GUESTUSER",13-JUN-13 04.03.12.602000000 PM,"GUESTUSER",13-JUN-13 04.03.12.602000000 PM,""
1278149,"N","","Medassets","","","  ",11353187,,9,"GUESTUSER",25-JUN-13 02.39.53.092000000 PM,"GUESTUSER",21-JUN-13 04.36.30.527000000 PM,""
1278151,"N","","Office Ally","","","  ",11353195,,8,"GUESTUSER",24-JUN-13 08.37.05.138000000 AM,"GUESTUSER",24-JUN-13 08.28.55.768000000 AM,""
1278152,"N","Noridian","","PC Ace","32","2",11353198,,0,"GUESTUSER",24-JUN-13 08.59.44.432000000 AM,"GUESTUSER",24-JUN-13 08.59.44.432000000 AM,""
1278068,"Y","","","","","  ",11352681,,0,"GUESTUSER",24-JUN-13 11.31.24.302000000 AM,"GUESTUSER",24-JUN-13 11.31.24.302000000 AM,""
1278155,"Y","","","","","  ",11353203,,4,"GUESTUSER",12-JUL-13 03.29.32.760000000 PM,"GUESTUSER",24-JUN-13 01.59.20.553000000 PM,""
1278166,"Y","","","","","  ",11353300,,2,"GUESTUSER",24-JUN-13 02.01.36.301000000 PM,"GUESTUSER",24-JUN-13 02.00.41.652000000 PM,""
1278180,"N","","Emdeon","","","  ",11353454,,30,"GUESTUSER",19-MAY-14 12.38.14.373000000 PM,"GUESTUSER",24-JUN-13 07.07.27.135000000 PM,""
1278192,"N","","Healthfusion","","","  ",11353588,,5,"GUESTUSER",25-JUN-13 11.49.19.578000000 AM,"GUESTUSER",25-JUN-13 11.46.46.313000000 AM,""
1278195,"N","","Healthfusion","","","  ",11353623,,5,"GUESTUSER",25-JUN-13 12.58.04.974000000 PM,"GUESTUSER",25-JUN-13 12.54.03.484000000 PM,""
1278196,"Y","","","","","  ",11353647,,1,"GUESTUSER",25-JUN-13 01.23.39.847000000 PM,"GUESTUSER",25-JUN-13 01.23.14.990000000 PM,""
1278197,"Y","","","","","  ",11353671,,7,"GUESTUSER",30-JUL-14 11.28.27.672000000 AM,"GUESTUSER",25-JUN-13 02.04.56.697000000 PM,""
1278198,"N","","Healthfusion","","","  ",11353677,,6,"GUESTUSER",25-JUN-13 02.57.15.447000000 PM,"GUESTUSER",25-JUN-13 02.54.59.972000000 PM,""
1278209,"Y","","","","","  ",11353727,,12,"GUESTUSER",10-JUL-13 08.54.56.875000000 AM,"GUESTUSER",26-JUN-13 09.35.05.823000000 AM,""
1278219,"Y","","","","","  ",11353802,,5,"GUESTUSER",26-JUN-13 03.18.32.628000000 PM,"GUESTUSER",26-JUN-13 03.15.12.331000000 PM,""
1278226,"Y","","","","","  ",11353821,,8,"GUESTUSER",17-JUL-13 03.02.50.865000000 PM,"GUESTUSER",27-JUN-13 10.01.53.671000000 AM,""
1278255,"N","MEDLINK TECHNOLOGIES","","PC-ACE PRO 32","13.02","1",11353979,,12,"GUESTUSER",26-JUL-13 10.47.44.492000000 AM,"GUESTUSER",28-JUN-13 03.08.53.390000000 PM,""
1278256,"N","","Gateway EDI","","","  ",11353984,,6,"GUESTUSER",28-JUN-13 03.35.08.110000000 PM,"GUESTUSER",28-JUN-13 03.27.23.897000000 PM,""
1278264,"Y","","","","","  ",11354018,,6,"GUESTUSER",30-JUN-13 01.17.16.644000000 PM,"GUESTUSER",30-JUN-13 01.04.09.794000000 PM,""
1278273,"Y","","","","","  ",11354068,,5,"GUESTUSER",21-MAY-14 11.12.51.747000000 AM,"GUESTUSER",01-JUL-13 12.46.29.200000000 PM,""
1278280,"Y","","","","","  ",11354081,,0,"GUESTUSER",01-JUL-13 05.58.29.202000000 PM,"GUESTUSER",01-JUL-13 05.58.29.202000000 PM,""
1278285,"Y","","","","","  ",11354144,,5,"GUESTUSER",21-MAY-14 11.26.18.549000000 AM,"GUESTUSER",02-JUL-13 01.49.22.969000000 PM,""
1278293,"N","Noridian","","PCACE","2.44.0.100","2",11354246,,7,"GUESTUSER",08-JUL-13 10.12.14.526000000 AM,"GUESTUSER",03-JUL-13 10.04.32.079000000 AM,""
1278296,"N","PEB","","XLDent","12.0.0.131","3",11354251,,3,"GUESTUSER",16-APR-14 10.40.57.102000000 AM,"GUESTUSER",03-JUL-13 10.31.03.371000000 AM,""
1278304,"Y","","","","","  ",11354282,,3,"GUESTUSER",14-AUG-13 11.07.07.027000000 AM,"GUESTUSER",03-JUL-13 02.15.08.297000000 PM,""
1278309,"N","","EDIInsight","","","  ",11354299,,12,"GUESTUSER",03-SEP-13 02.56.21.970000000 PM,"GUESTUSER",03-JUL-13 03.14.34.737000000 PM,""
1278316,"N","","EDIInsight","","","  ",11354323,,9,"GUESTUSER",03-SEP-13 03.02.30.399000000 PM,"GUESTUSER",03-JUL-13 05.53.31.691000000 PM,""
1278251,"Y","","","","","  ",11353966,,9,"GUESTUSER",08-JUL-13 03.56.14.748000000 PM,"GUESTUSER",05-JUL-13 11.59.41.427000000 AM,""
1278324,"Y","","","","","  ",11354384,,16,"GUESTUSER",03-OCT-13 09.15.00.404000000 AM,"GUESTUSER",05-JUL-13 03.47.27.318000000 PM,""
1278329,"Y","","","","","  ",11354407,,2,"GUESTUSER",07-AUG-13 11.01.33.522000000 AM,"GUESTUSER",07-JUL-13 06.29.59.401000000 PM,""
