"P_SYS_ID","P_RA_MEDM_SK","P_RA_MEDM_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000015,1004083,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000016,1004085,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000017,1004086,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1154611,1954152,"3",0,"RRUD",08-SEP-22 10.27.47.290000000 AM,"RRUD",08-SEP-22 10.27.47.290000000 AM
1000019,1004089,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000022,1004092,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1323924,1954284,"1",0,"GUESTUSER",15-SEP-22 01.43.20.226000000 PM,"GUESTUSER",15-SEP-22 01.43.20.226000000 PM
1000026,1004096,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1154645,1954153,"3",0,"RRUD",08-SEP-22 10.28.15.592000000 AM,"RRUD",08-SEP-22 10.28.15.592000000 AM
1000028,1004098,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000029,1004100,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000030,1004101,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000032,1004104,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000033,1004105,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000034,1004106,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000035,1004107,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000036,1004109,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000037,1004110,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000038,1004111,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000039,1004112,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000040,1004113,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000041,1004114,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000042,1004116,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1292923,1441969,"4",0,"PJHEID",18-MAR-15 11.39.40.111000000 AM,"PJHEID",18-MAR-15 11.39.40.111000000 AM
1000044,1004118,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1292233,1441979,"1",0,"DANIELLAESTRELLA",18-MAR-15 11.56.17.154000000 AM,"DANIELLAESTRELLA",18-MAR-15 11.56.17.154000000 AM
1000046,1004120,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000047,1004121,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000051,1004125,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1154653,1954155,"3",0,"RRUD",08-SEP-22 10.29.19.341000000 AM,"RRUD",08-SEP-22 10.29.19.341000000 AM
1000053,1004128,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000054,1004129,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000055,1004130,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000057,1004132,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000058,1004133,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000059,1004134,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1154787,1954157,"3",0,"RRUD",08-SEP-22 10.30.08.070000000 AM,"RRUD",08-SEP-22 10.30.08.070000000 AM
1000061,1004136,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000062,1004137,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000064,1004139,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000065,1004141,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000066,1004142,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000067,1004143,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1155526,1954160,"3",0,"RRUD",08-SEP-22 10.32.07.853000000 AM,"RRUD",08-SEP-22 10.32.07.853000000 AM
1000071,1004147,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000072,1004148,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000073,1004149,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1168532,1954169,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"RRUD",08-SEP-22 10.36.52.373000000 AM
1000077,1004154,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000078,1004155,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000079,1004156,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000080,1004157,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000082,1004159,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000084,1004161,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000085,1004162,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1168975,1954170,"3",0,"RRUD",08-SEP-22 10.37.19.980000000 AM,"RRUD",08-SEP-22 10.37.19.980000000 AM
1192178,1954175,"3",0,"RRUD",08-SEP-22 10.42.06.917000000 AM,"RRUD",08-SEP-22 10.42.06.917000000 AM
1000089,1004166,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000090,1004168,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000092,1004170,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000093,1004171,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000094,1004172,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000095,1004638,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000096,1004641,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1323847,1954177,"1",0,"GUESTUSER",08-SEP-22 11.21.44.059000000 AM,"GUESTUSER",08-SEP-22 11.21.44.059000000 AM
1167461,1954187,"3",0,"RRUD",08-SEP-22 01.56.27.152000000 PM,"RRUD",08-SEP-22 01.56.27.152000000 PM
1000103,1004811,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000104,1004812,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1278081,1290910,"3",0,"JOYSPEZIALE",03-JUN-14 03.59.15.897000000 PM,"JOYSPEZIALE",03-JUN-14 03.59.15.897000000 PM
1323862,1954198,"1",0,"GUESTUSER",09-SEP-22 12.26.56.013000000 PM,"GUESTUSER",09-SEP-22 12.26.56.013000000 PM
1000107,1004959,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1323864,1954200,"1",0,"GUESTUSER",09-SEP-22 12.42.17.405000000 PM,"GUESTUSER",09-SEP-22 12.42.17.405000000 PM
1323863,1954201,"1",0,"JAHETT",09-SEP-22 12.49.14.089000000 PM,"JAHETT",09-SEP-22 12.49.14.089000000 PM
1323869,1954208,"1",0,"GUESTUSER",10-SEP-22 09.42.30.254000000 AM,"GUESTUSER",10-SEP-22 09.42.30.254000000 AM
1000111,1004963,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1285979,1318502,"1",0,"RACHELSPANGENBER",24-JUN-14 01.08.07.897000000 PM,"RACHELSPANGENBER",24-JUN-14 01.08.07.897000000 PM
1000113,1004965,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1002383,1387210,"1",0,"TWOLF",06-OCT-14 03.29.29.723000000 PM,"TWOLF",06-OCT-14 03.29.29.723000000 PM
1323877,1954219,"3",0,"GUESTUSER",12-SEP-22 11.49.03.809000000 AM,"GUESTUSER",12-SEP-22 11.49.03.809000000 AM
1323914,1954273,"3",0,"GUESTUSER",15-SEP-22 09.51.30.743000000 AM,"GUESTUSER",15-SEP-22 09.51.30.743000000 AM
1323917,1954275,"1",0,"GUESTUSER",15-SEP-22 12.15.27.195000000 PM,"GUESTUSER",15-SEP-22 12.15.27.195000000 PM
1323925,1954283,"3",0,"GUESTUSER",15-SEP-22 01.42.24.823000000 PM,"GUESTUSER",15-SEP-22 01.42.24.823000000 PM
1323930,1954287,"3",0,"GUESTUSER",15-SEP-22 02.46.03.910000000 PM,"GUESTUSER",15-SEP-22 02.46.03.910000000 PM
1290561,1387279,"3",0,"KWOODALL",07-OCT-14 08.55.51.854000000 AM,"KWOODALL",07-OCT-14 08.55.51.854000000 AM
1282817,1922129,"3",0,"TONYAMEYER",06-MAY-19 01.47.15.505000000 PM,"TONYAMEYER",06-MAY-19 01.47.15.505000000 PM
1156177,1921961,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"SKOEHLY",06-MAY-19 11.55.48.265000000 AM
1000126,1005001,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000127,1005038,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000128,1005055,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000129,1005067,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1282432,1845331,"1",0,"SLSCHAAF",21-SEP-18 03.42.00.473000000 PM,"SLSCHAAF",21-SEP-18 03.42.00.473000000 PM
1000131,1005095,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000132,1005118,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000133,1005122,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000134,1005123,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000135,1005149,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000136,1005174,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000137,1005179,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1171455,1922069,"4",0,"ANNDOLL",06-MAY-19 01.04.44.586000000 PM,"ANNDOLL",06-MAY-19 01.04.44.586000000 PM
1000139,1005234,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000140,1005235,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000141,1005240,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000142,1005256,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000143,1005263,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000145,1005377,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000146,1005384,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000147,1005404,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000148,1005406,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000150,1005425,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000151,1005451,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000153,1005499,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000154,1005577,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000155,1005612,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000156,1005658,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1286084,1318539,"1",0,"DOMINICKNGANTOU",24-JUN-14 01.20.01.143000000 PM,"DOMINICKNGANTOU",24-JUN-14 01.20.01.143000000 PM
1000158,1005719,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000159,1005749,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000161,1005759,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000162,1005851,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000163,1005854,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000164,1005856,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000165,1005891,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000166,1005892,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000169,1005969,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000170,1005970,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000171,1005974,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000172,1005981,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1307774,1845316,"4",0,"MLMOOS",21-SEP-18 03.26.58.252000000 PM,"MLMOOS",21-SEP-18 03.26.58.252000000 PM
1000174,1005998,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000175,1006033,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000177,1006086,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000180,1006155,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000181,1006323,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000182,1006399,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1292148,1418007,"1",0,"KARINARUIZ",27-JAN-15 10.38.44.358000000 AM,"KARINARUIZ",27-JAN-15 10.38.44.358000000 AM
1000184,1006769,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000185,1006805,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000186,1006873,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.01.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1284445,1318586,"1",0,"RACHELSPANGENBER",24-JUN-14 01.32.41.078000000 PM,"RACHELSPANGENBER",24-JUN-14 01.32.41.078000000 PM
1300500,1845394,"1",0,"SLSCHAAF",21-SEP-18 04.06.55.906000000 PM,"SLSCHAAF",21-SEP-18 04.06.55.906000000 PM
1301028,1845399,"1",0,"SLSCHAAF",21-SEP-18 04.08.39.980000000 PM,"SLSCHAAF",21-SEP-18 04.08.39.980000000 PM
1003665,1922303,"3",0,"TONYAMEYER",07-MAY-19 09.49.00.364000000 AM,"TONYAMEYER",07-MAY-19 09.49.00.364000000 AM
1278208,1290958,"4",0,"JOYSPEZIALE",03-JUN-14 04.27.35.213000000 PM,"JOYSPEZIALE",03-JUN-14 04.27.35.213000000 PM
1004151,1922361,"3",0,"TONYAMEYER",07-MAY-19 11.19.20.934000000 AM,"TONYAMEYER",07-MAY-19 11.19.20.934000000 AM
1000755,1559027,"4",0,"CJFRANCIS",17-MAY-16 08.46.10.598000000 AM,"CJFRANCIS",17-MAY-16 08.46.10.598000000 AM
1184118,1464017,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"JMLAGRO",12-JUN-15 01.48.46.952000000 PM
1156246,1845468,"3",0,"ANNDOLL",24-SEP-18 08.55.33.695000000 AM,"ANNDOLL",24-SEP-18 08.55.33.695000000 AM
1003688,1922300,"3",0,"TONYAMEYER",07-MAY-19 09.41.16.697000000 AM,"TONYAMEYER",07-MAY-19 09.41.16.697000000 AM
1192349,1922306,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"MELROSALES",07-MAY-19 10.05.35.746000000 AM
1000999,1922498,"3",0,"AYARBROUGH",07-MAY-19 01.29.19.031000000 PM,"AYARBROUGH",07-MAY-19 01.29.19.031000000 PM
1004235,1922368,"3",0,"TONYAMEYER",07-MAY-19 11.22.12.679000000 AM,"TONYAMEYER",07-MAY-19 11.22.12.679000000 AM
1297841,1559072,"1",0,"USHASHA",17-MAY-16 09.19.18.690000000 AM,"USHASHA",17-MAY-16 09.19.18.690000000 AM
1288991,1922372,"3",0,"TONYAMEYER",07-MAY-19 11.34.48.446000000 AM,"TONYAMEYER",07-MAY-19 11.34.48.446000000 AM
1286588,1274894,"1",0,"JLWILKE",16-MAY-14 10.38.35.827000000 AM,"JLWILKE",16-MAY-14 10.38.35.827000000 AM
1289905,1559186,"4",0,"CJFRANCIS",17-MAY-16 10.29.33.425000000 AM,"CJFRANCIS",17-MAY-16 10.29.33.425000000 AM
1286590,1274865,"1",0,"KKALANEK",16-MAY-14 10.29.17.410000000 AM,"KKALANEK",16-MAY-14 10.29.17.410000000 AM
1291636,1461819,"1",0,"NMAIER",04-JUN-15 04.57.47.397000000 PM,"NMAIER",04-JUN-15 04.57.47.397000000 PM
1000210,1000822,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.02.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000211,1000930,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
1000212,1001011,"3",0,"CR_ESPRD01310019_DATAFIX",24-APR-23 05.42.03.000000000 PM,"Provider Conversion",28-MAR-13 03.56.57.000000000 AM
