"P_SYS_ID","P_BKUP_WHOLD_IND","P_1ST_BNOTE_DT","P_1ST_BNOTE_YR_NUM","P_2ND_BNOTE_DT","P_2ND_BNOTE_YR_NUM","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1278245,"W",,"",,"",28,"HRJOHNSON",19-DEC-25 08.02.35.762000000 AM,"JMLAGRO",18-JUL-13 10.55.59.823000000 AM
1182888,"W",,"",,"",5,"KMELTZER",25-MAY-20 08.39.51.229000000 AM,"JMLAGRO",06-AUG-13 12.48.13.544000000 PM
1193638,"W",,"",,"",10,"KMELTZER",25-MAY-20 05.07.27.260000000 PM,"JMLAGRO",02-OCT-13 02.44.15.917000000 PM
1156261,"W",,"",,"",12,"CDTAYLOR",02-NOV-22 03.48.56.123000000 PM,"JMLAGRO",03-OCT-13 09.42.53.372000000 AM
1192735,"W",,"",,"",0,"JMLAGRO",07-OCT-13 03.11.48.531000000 PM,"JMLAGRO",07-OCT-13 03.11.48.531000000 PM
1158679,"W",,"",,"",6,"JASTONE",16-AUG-18 09.03.35.207000000 AM,"JMLAGRO",09-OCT-13 09.57.23.007000000 AM
1001549,"W",,"",,"",37,"schilakala",15-JUL-26 05.47.01.021000000 AM,"JMLAGRO",08-NOV-13 09.39.08.698000000 AM
1279878,"W",,"",,"",6,"PJHEID",12-MAR-15 10.58.35.132000000 AM,"JMLAGRO",08-NOV-13 03.31.29.922000000 PM
1182640,"W",,"",,"",1,"SHERSAYLER",30-MAR-14 02.18.38.266000000 PM,"PJHEID",08-NOV-13 03.38.28.655000000 PM
1280651,"W",,"",,"",5,"JMLAGRO",23-JAN-15 09.32.27.054000000 AM,"JMLAGRO",13-NOV-13 11.31.56.943000000 AM
1004048,"W",,"",,"",6,"KMELTZER",18-MAY-20 02.24.29.191000000 PM,"PJHEID",23-NOV-13 09.22.34.514000000 AM
1281025,"W",,"",,"",15,"HRJOHNSON",14-MAR-25 12.46.24.612000000 PM,"PJHEID",23-NOV-13 12.59.58.185000000 PM
1159842,"W",,"",,"",14,"CKRAFT",13-JUN-16 02.30.28.418000000 PM,"PJHEID",23-NOV-13 01.04.39.298000000 PM
1166729,"W",,"",,"",4,"JMLAGRO",05-FEB-15 03.28.37.630000000 PM,"PJHEID",23-NOV-13 01.15.31.960000000 PM
1280311,"W",,"",,"",16,"AYARBROUGH",19-JUL-18 03.53.55.627000000 PM,"PJHEID",23-NOV-13 01.19.45.177000000 PM
1187985,"W",,"",,"",15,"AVFAUL",19-MAY-20 08.24.39.506000000 AM,"PJHEID",23-NOV-13 03.54.41.194000000 PM
1001537,"W",,"",,"",6,"KAMELTZER",13-NOV-25 12.32.38.239000000 PM,"PJHEID",23-NOV-13 04.05.11.471000000 PM
1280190,"W",,"",,"",2,"JMLAGRO",23-JAN-15 09.52.20.332000000 AM,"PJHEID",23-NOV-13 09.57.41.441000000 PM
1280189,"W",,"",,"",10,"ANNDOLL",07-JAN-19 04.36.34.923000000 PM,"PJHEID",23-NOV-13 10.02.11.201000000 PM
1278304,"W",,"",,"",11,"TMCNEIL",26-JAN-23 04.05.19.363000000 PM,"PJHEID",24-NOV-13 01.48.51.574000000 PM
1280489,"W",,"",,"",8,"ZULEIMARUIZ",16-JUL-15 09.05.15.155000000 AM,"PJHEID",29-NOV-13 02.58.12.047000000 PM
1277743,"W",,"",,"",15,"MLMOOS",04-DEC-18 04.50.49.911000000 PM,"PJHEID",03-DEC-13 03.17.16.882000000 PM
1281349,"W",,"",,"",34,"DEDEMILLS",03-JUL-25 05.34.27.500000000 AM,"PJHEID",05-DEC-13 08.54.01.942000000 PM
1279173,"W",,"",,"",10,"CAROLREEVES",14-JUL-15 04.17.47.816000000 PM,"PJHEID",05-DEC-13 10.25.20.810000000 PM
1161636,"W",,"",,"",18,"JODYTAYLOR",02-OCT-23 03.00.04.669000000 PM,"PJHEID",06-DEC-13 12.20.14.867000000 PM
1277060,"W",,"",,"",2,"PJHEID",19-DEC-13 08.27.23.383000000 AM,"PJHEID",19-DEC-13 08.23.18.744000000 AM
1190754,"W",,"",,"",4,"MMANYGUNS",03-AUG-15 01.00.59.743000000 PM,"PJHEID",19-DEC-13 08.32.06.112000000 AM
1279993,"W",,"",,"",12,"MLMOOS",11-FEB-19 06.03.14.314000000 PM,"PJHEID",02-JAN-14 02.56.40.768000000 PM
1168505,"W",,"",,"",14,"TMCNEIL",21-FEB-23 09.54.50.181000000 AM,"PJHEID",06-JAN-14 10.11.22.220000000 AM
1173037,"W",,"",,"",0,"NMAIER",06-JAN-14 03.38.44.898000000 PM,"NMAIER",06-JAN-14 03.38.44.898000000 PM
1277331,"W",,"",,"",4,"JMLAGRO",21-JAN-15 06.53.56.498000000 AM,"JMLAGRO",09-JAN-14 08.36.56.214000000 AM
1277211,"W",,"",,"",3,"JMLAGRO",10-JAN-14 08.05.27.755000000 AM,"JMLAGRO",10-JAN-14 08.04.19.309000000 AM
1278107,"W",,"",,"",2,"JMLAGRO",10-JAN-14 12.58.09.288000000 PM,"JMLAGRO",10-JAN-14 12.57.26.311000000 PM
1187023,"W",,"",,"",19,"TONIWORKMAN",29-AUG-23 07.32.25.975000000 AM,"JOYSPEZIALE",17-JAN-14 12.48.59.965000000 PM
1176075,"W",,"",,"",9,"TWOLF",13-OCT-14 03.55.42.104000000 PM,"TWOLF",17-JAN-14 02.09.27.048000000 PM
1176040,"W",,"",,"",2,"NMAIER",08-MAY-15 01.57.33.182000000 PM,"TWOLF",17-JAN-14 02.13.41.641000000 PM
1277418,"W",,"",,"",3,"PJHEID",21-JAN-14 03.57.42.464000000 PM,"PJHEID",21-JAN-14 03.53.04.055000000 PM
1277420,"W",,"",,"",2,"PJHEID",21-JAN-14 04.04.46.720000000 PM,"PJHEID",21-JAN-14 04.03.47.902000000 PM
1277419,"W",,"",,"",2,"PJHEID",21-JAN-14 04.07.17.235000000 PM,"PJHEID",21-JAN-14 04.06.22.449000000 PM
1281148,"W",,"",,"",2,"PJHEID",28-JAN-14 10.12.14.097000000 PM,"PJHEID",28-JAN-14 10.09.21.716000000 PM
1282418,"W",,"",,"",7,"RRUD",02-MAY-19 08.33.54.497000000 AM,"SLSCHAAF",29-JAN-14 03.59.06.882000000 PM
1165985,"W",,"",,"",14,"MLMOOS",05-MAR-20 09.07.36.763000000 AM,"PJHEID",31-JAN-14 01.22.39.361000000 PM
1279864,"W",,"",,"",7,"MLMOOS",23-FEB-19 05.52.41.696000000 PM,"PJHEID",31-JAN-14 01.25.32.676000000 PM
1000160,"W",,"",,"",12,"KMELTZER",12-MAY-20 12.18.45.450000000 PM,"PJHEID",02-FEB-14 11.25.38.680000000 PM
1157789,"W",,"",,"",9,"JJUVE",24-MAR-23 01.40.39.267000000 PM,"JUDITHSZEGEDI",05-FEB-14 12.36.32.209000000 PM
1281889,"W",,"",,"",6,"SLSCHAAF",23-OCT-17 09.28.18.554000000 AM,"KRBACKMAN",13-FEB-14 07.50.36.419000000 AM
1173703,"W",,"",,"",32,"TOMEYER",21-DEC-23 09.05.21.215000000 AM,"KRBACKMAN",13-FEB-14 07.50.52.291000000 AM
1174357,"W",,"",,"",18,"TMCDONNELL",28-AUG-23 08.16.48.741000000 AM,"KRBACKMAN",13-FEB-14 07.51.10.647000000 AM
1180408,"W",,"",,"",5,"TWOLF",13-FEB-15 02.14.56.481000000 PM,"KRBACKMAN",13-FEB-14 07.51.26.472000000 AM
1175919,"W",,"",,"",7,"KMELTZER",24-MAY-20 03.58.28.239000000 PM,"KRBACKMAN",13-FEB-14 07.51.51.711000000 AM
1281905,"W",,"",,"",1,"SMCNEIL",30-OCT-15 01.11.27.355000000 PM,"KRBACKMAN",13-FEB-14 07.52.19.069000000 AM
1175369,"W",,"",,"",10,"SLSCHAAF",23-OCT-17 09.41.22.621000000 AM,"KRBACKMAN",13-FEB-14 07.52.40.123000000 AM
1281911,"W",,"",,"",8,"SLSCHAAF",09-MAR-18 01.41.35.617000000 PM,"KRBACKMAN",13-FEB-14 07.52.55.177000000 AM
1181091,"W",,"",,"",2,"TWOLF",16-MAR-15 04.30.03.675000000 PM,"KRBACKMAN",13-FEB-14 07.53.09.895000000 AM
1281916,"W",,"",,"",4,"TWOLF",22-MAY-15 04.06.40.290000000 PM,"KRBACKMAN",13-FEB-14 07.53.25.810000000 AM
