g_cmn_enty_sk,g_adr_usg_ty_cd,g_adr_sk,g_adr_usg_seq_num,g_adr_glbl_sig_cd,g_adr_usg_ty_sig_cd,g_adr_usg_chg_rsn_cd,g_adr_usg_stat_cd,g_adr_usg_end_dt,g_adr_usg_beg_dt,g_attn_nam,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,g_dummy_ind,g_dummy_ts,g_dummy_user_id
1000016.0,B,1183612.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000016.0,M,1184877.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000016.0,S,1182443.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000017.0,B,1183613.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000017.0,M,1184878.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000017.0,S,1182444.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000018.0,B,1183614.0,3.0,,P, ,A,2016-07-06 00:00:00,1899-12-29 00:00:00,,3.0,RRUD,29-JUN-17 08.12.20.225000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000018.0,B,12062923.0,1.0,,P,,A,2017-06-28 00:00:00,2016-07-07 00:00:00,,1.0,RRUD,29-JUN-17 08.12.20.276000000 AM,PJHEID,05-APR-17 08.13.28.458000000 AM,N,,
1000018.0,B,12091293.0,0.0,,P,R,A,9999-12-31 00:00:00,2017-06-29 00:00:00,,0.0,RRUD,29-JUN-17 08.12.20.259000000 AM,RRUD,29-JUN-17 08.12.20.259000000 AM,N,,
1000018.0,BK,12062920.0,1.0,,S,,A,2015-10-04 00:00:00,2016-07-07 00:00:00,,2.0,B-Term-Prov-Trigger_429633.00,26-JUL-23 06.13.08.486970000 PM,PJHEID,05-APR-17 08.13.28.330000000 AM,N,,
1000018.0,M,1184879.0,1.0,,P, ,A,2016-07-06 11:22:33,1899-12-29 00:00:00,,2.0,PJHEID,05-APR-17 08.21.06.425000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000018.0,M,12062922.0,1.0,,P,,A,9999-12-31 00:00:00,2016-07-07 00:00:00,,0.0,PJHEID,05-APR-17 08.13.28.414000000 AM,PJHEID,05-APR-17 08.13.28.414000000 AM,N,,
1000018.0,S,1182445.0,2.0,,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,1.0,PJHEID,05-APR-17 08.21.06.399000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000018.0,S,12062921.0,3.0,,P,,A,2015-10-04 00:00:00,2016-07-07 00:00:00,,2.0,B-Term-Prov-Trigger_429633.00,26-JUL-23 06.13.08.486970000 PM,PJHEID,05-APR-17 08.13.28.348000000 AM,N,,
1000019.0,B,1183616.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000019.0,M,1184881.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000019.0,S,1182447.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000020.0,B,1183617.0,3.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,MMANYGUNS,10-MAR-15 12.04.55.304000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000020.0,B,11817966.0,3.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,3.0,MMANYGUNS,10-MAR-15 12.04.55.338000000 PM,MAGDALENAHANUSIA,24-JUL-14 11.07.08.688000000 AM,N,,
1000020.0,M,1184882.0,1.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,MMANYGUNS,10-MAR-15 12.04.55.297000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000020.0,M,11817965.0,1.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,1.0,MMANYGUNS,10-MAR-15 12.04.55.314000000 PM,MAGDALENAHANUSIA,24-JUL-14 11.07.08.676000000 AM,N,,
1000020.0,S,1182448.0,2.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,MMANYGUNS,10-MAR-15 12.04.55.310000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000020.0,S,11817964.0,3.0,,P,,A,2015-12-31 00:00:00,2013-10-01 00:00:00,,6.0,B-Term-Prov-Trigger_2363963.00,25-JAN-19 06.01.00.401854000 PM,MAGDALENAHANUSIA,24-JUL-14 11.07.08.565000000 AM,N,,
1000020.0,BK,11817963.0,1.0,,S,,A,2015-12-31 00:00:00,2013-10-01 00:00:00,,1.0,B-Term-Prov-Trigger_2363963.00,25-JAN-19 06.01.00.401854000 PM,MAGDALENAHANUSIA,24-JUL-14 11.07.08.553000000 AM,N,,
1000021.0,B,1183618.0,3.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,03-NOV-22 10.56.26.684000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000021.0,M,1184883.0,1.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,03-NOV-22 10.56.26.669000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000021.0,S,1182449.0,2.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,03-NOV-22 10.56.26.679000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000022.0,B,1183619.0,3.0,T,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,1.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.42.041303000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000022.0,M,1184884.0,1.0,P,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,1.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.42.041303000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000022.0,S,1182450.0,2.0,S,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,1.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.42.041303000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000023.0,B,1183620.0,3.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,CJFRANCIS,03-FEB-16 11.03.58.215000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000023.0,M,1184885.0,1.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,CJFRANCIS,03-FEB-16 11.03.58.480000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000023.0,S,1182451.0,2.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,CJFRANCIS,03-FEB-16 11.03.58.491000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000023.0,S,11848076.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,3.0,KARINARUIZ,24-JUL-15 09.19.55.562000000 AM,KARINARUIZ,17-FEB-15 12.08.06.147000000 PM,N,,
1000023.0,B,11848078.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,3.0,KARINARUIZ,24-JUL-15 09.19.55.561000000 AM,KARINARUIZ,17-FEB-15 12.08.06.333000000 PM,N,,
1000023.0,BK,11848075.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,0.0,KARINARUIZ,17-FEB-15 12.08.06.123000000 PM,KARINARUIZ,17-FEB-15 12.08.06.123000000 PM,N,,
1000023.0,M,11848077.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,2.0,KARINARUIZ,24-JUL-15 09.19.55.561000000 AM,KARINARUIZ,17-FEB-15 12.08.06.256000000 PM,N,,
1000024.0,M,1184886.0,1.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,12-DEC-22 04.25.57.728000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000024.0,B,1183621.0,3.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,12-DEC-22 04.25.57.712000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000024.0,S,1182452.0,2.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,12-DEC-22 04.25.57.735000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000025.0,B,1183622.0,3.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,13-SEP-22 03.30.22.764000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000025.0,M,1184887.0,1.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,13-SEP-22 03.30.22.787000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000025.0,S,1182453.0,2.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,RRUD,13-SEP-22 03.30.22.791000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000026.0,B,1183623.0,3.0,T,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,1.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.44.396498000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000026.0,M,1184888.0,1.0,P,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,1.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.44.396498000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000026.0,S,1182454.0,2.0,S,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,1.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.44.396498000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000027.0,B,1183624.0,3.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,AYARBROUGH,06-OCT-16 02.06.13.406000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000027.0,M,1184889.0,1.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,AYARBROUGH,06-OCT-16 02.06.13.411000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000027.0,S,1182455.0,2.0,,P, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,AYARBROUGH,06-OCT-16 02.06.13.395000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
