"P_SYS_ID","P_QSTNR_SECT_CD","P_QSTNR_SEQ_NUM","P_QSTNR_RESPONCE_IND","P_QSTNR_RESP_TEXT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1278317,"1",6,"N","",2,"guestUser",06-JUL-13 12.39.19.519000000 AM,"guestUser",05-JUL-13 01.34.10.228000000 AM
1278317,"1",5,"Y","",2,"guestUser",06-JUL-13 12.39.19.519000000 AM,"guestUser",05-JUL-13 01.34.10.228000000 AM
1279392,"1",6,"N","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.295000000 PM
1279392,"1",5,"Y","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.296000000 PM
1279392,"1",10,"Y","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.296000000 PM
1279392,"1",4,"N","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.296000000 PM
1279392,"1",9,"N","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.298000000 PM
1279392,"1",3,"N","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.298000000 PM
1279392,"1",8,"Y","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.299000000 PM
1279392,"1",2,"N","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.299000000 PM
1279392,"1",7,"","-",3,"guestUser",09-AUG-13 12.22.22.680000000 PM,"guestUser",09-AUG-13 12.19.55.299000000 PM
1279392,"1",1,"N","",5,"NMAIER",09-AUG-13 02.09.43.647000000 PM,"guestUser",09-AUG-13 12.19.55.300000000 PM
1279394,"1",4,"N","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.403000000 PM
1279394,"1",9,"N","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.404000000 PM
1279394,"1",3,"N","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.404000000 PM
1279394,"1",8,"Y","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.404000000 PM
1279394,"1",2,"N","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.405000000 PM
1279394,"1",7,"","-",3,"guestUser",09-AUG-13 01.45.53.679000000 PM,"guestUser",09-AUG-13 01.43.44.405000000 PM
1279394,"1",1,"N","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.405000000 PM
1279394,"1",6,"N","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.405000000 PM
1279394,"1",5,"Y","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.406000000 PM
1279394,"1",10,"Y","",5,"NMAIER",09-AUG-13 01.52.01.429000000 PM,"guestUser",09-AUG-13 01.43.44.406000000 PM
1279564,"1",10,"Y","",3,"guestUser",16-AUG-13 03.10.12.839000000 PM,"guestUser",16-AUG-13 03.01.28.628000000 PM
1279564,"1",4,"N","",3,"guestUser",16-AUG-13 03.10.12.839000000 PM,"guestUser",16-AUG-13 03.01.28.628000000 PM
1279564,"1",9,"N","",3,"guestUser",16-AUG-13 03.10.12.839000000 PM,"guestUser",16-AUG-13 03.01.28.628000000 PM
1279564,"1",3,"N","",3,"guestUser",16-AUG-13 03.10.12.839000000 PM,"guestUser",16-AUG-13 03.01.28.629000000 PM
1279564,"1",8,"Y","",3,"guestUser",16-AUG-13 03.10.12.839000000 PM,"guestUser",16-AUG-13 03.01.28.630000000 PM
1279564,"1",2,"N","",3,"guestUser",16-AUG-13 03.10.12.840000000 PM,"guestUser",16-AUG-13 03.01.28.630000000 PM
1279564,"1",7,"","-",3,"guestUser",16-AUG-13 03.10.12.840000000 PM,"guestUser",16-AUG-13 03.01.28.630000000 PM
1279564,"1",1,"N","",3,"guestUser",16-AUG-13 03.10.12.840000000 PM,"guestUser",16-AUG-13 03.01.28.631000000 PM
1279564,"1",6,"N","",3,"guestUser",16-AUG-13 03.10.12.840000000 PM,"guestUser",16-AUG-13 03.01.28.631000000 PM
1279564,"1",5,"Y","",3,"guestUser",16-AUG-13 03.10.12.840000000 PM,"guestUser",16-AUG-13 03.01.28.631000000 PM
1281708,"1",10,"Y","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.805000000 AM
1281708,"1",4,"N","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.805000000 AM
1281708,"1",9,"N","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.806000000 AM
1281708,"1",3,"N","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.806000000 AM
1281708,"1",8,"Y","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.806000000 AM
1281708,"1",2,"N","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.806000000 AM
1281708,"1",7,"","-",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.807000000 AM
1281708,"1",1,"N","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.807000000 AM
1281708,"1",6,"N","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.807000000 AM
1281708,"1",5,"Y","",2,"guestUser",07-JAN-14 11.11.51.499000000 AM,"guestUser",07-JAN-14 11.08.12.807000000 AM
1281711,"1",2,"N","",4,"guestUser",07-JAN-14 12.45.42.544000000 PM,"guestUser",07-JAN-14 12.28.10.498000000 PM
1276782,"1",3,"N","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.799000000 AM
1276782,"1",8,"Y","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.799000000 AM
1276782,"1",2,"N","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.799000000 AM
1276782,"1",7,"","-",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.800000000 AM
1276782,"1",1,"N","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.801000000 AM
1276782,"1",6,"N","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.801000000 AM
1276782,"1",5,"Y","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.801000000 AM
1276782,"1",10,"Y","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.802000000 AM
1276782,"1",4,"N","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.802000000 AM
1276782,"1",9,"N","",3,"guestUser",10-APR-13 09.06.17.460000000 AM,"guestUser",10-APR-13 09.04.27.802000000 AM
1276823,"1",6,"N","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.995000000 AM
1276823,"1",5,"Y","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.995000000 AM
1276823,"1",10,"N","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.995000000 AM
1276823,"1",4,"N","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.996000000 AM
1276823,"1",9,"N","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.996000000 AM
1276823,"1",3,"N","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.996000000 AM
1276823,"1",8,"Y","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.996000000 AM
1276823,"1",2,"N","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.996000000 AM
1276823,"1",7,"","-",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.997000000 AM
1276823,"1",1,"N","",2,"guestUser",12-APR-13 10.45.21.329000000 AM,"guestUser",12-APR-13 10.43.43.997000000 AM
1277630,"1",2,"N","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.891000000 AM
1277630,"1",7,"","-",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.891000000 AM
1277630,"1",1,"N","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.892000000 AM
1277630,"1",6,"N","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.892000000 AM
1277630,"1",5,"Y","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.893000000 AM
1277630,"1",10,"Y","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.893000000 AM
1277630,"1",4,"N","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.894000000 AM
1277630,"1",9,"N","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.894000000 AM
1277630,"1",3,"N","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.895000000 AM
1277630,"1",8,"Y","",3,"guestUser",05-JUN-13 01.44.25.266000000 AM,"guestUser",17-MAY-13 11.29.19.895000000 AM
1278163,"1",3,"N","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.041000000 PM
1278163,"1",8,"Y","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.041000000 PM
1278163,"1",2,"N","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.041000000 PM
1278163,"1",7,"","-",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.042000000 PM
1278163,"1",1,"N","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.043000000 PM
1278163,"1",6,"N","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.043000000 PM
1278163,"1",5,"Y","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.043000000 PM
1278163,"1",10,"Y","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.043000000 PM
1278163,"1",4,"N","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.044000000 PM
1278163,"1",9,"N","",5,"guestUser",24-JUN-13 01.41.28.552000000 PM,"guestUser",24-JUN-13 01.38.14.044000000 PM
1281095,"1",2,"N","",2,"guestUser",15-NOV-13 10.44.04.755000000 AM,"guestUser",15-NOV-13 10.39.27.598000000 AM
1281095,"1",7,"","-",2,"guestUser",15-NOV-13 10.44.04.755000000 AM,"guestUser",15-NOV-13 10.39.27.599000000 AM
1281095,"1",1,"N","",2,"guestUser",15-NOV-13 10.44.04.755000000 AM,"guestUser",15-NOV-13 10.39.27.599000000 AM
1281095,"1",6,"N","",2,"guestUser",15-NOV-13 10.44.04.755000000 AM,"guestUser",15-NOV-13 10.39.27.599000000 AM
1281095,"1",5,"Y","",2,"guestUser",15-NOV-13 10.44.04.755000000 AM,"guestUser",15-NOV-13 10.39.27.601000000 AM
1281095,"1",10,"Y","",2,"guestUser",15-NOV-13 10.44.04.756000000 AM,"guestUser",15-NOV-13 10.39.27.601000000 AM
1281095,"1",4,"N","",2,"guestUser",15-NOV-13 10.44.04.756000000 AM,"guestUser",15-NOV-13 10.39.27.601000000 AM
1281095,"1",9,"N","",2,"guestUser",15-NOV-13 10.44.04.756000000 AM,"guestUser",15-NOV-13 10.39.27.602000000 AM
1281095,"1",3,"N","",2,"guestUser",15-NOV-13 10.44.04.756000000 AM,"guestUser",15-NOV-13 10.39.27.602000000 AM
1281095,"1",8,"Y","",2,"guestUser",15-NOV-13 10.44.04.756000000 AM,"guestUser",15-NOV-13 10.39.27.602000000 AM
1281198,"2",5,"N","",3,"guestUser",22-NOV-13 02.31.19.866000000 PM,"guestUser",22-NOV-13 02.27.21.275000000 PM
1281198,"2",2,"N","",3,"guestUser",22-NOV-13 02.31.19.866000000 PM,"guestUser",22-NOV-13 02.27.21.276000000 PM
1281198,"2",4,"N","",3,"guestUser",22-NOV-13 02.31.19.867000000 PM,"guestUser",22-NOV-13 02.27.21.276000000 PM
1281198,"2",1,"N","",3,"guestUser",22-NOV-13 02.31.19.867000000 PM,"guestUser",22-NOV-13 02.27.21.276000000 PM
1281198,"2",3,"N","",3,"guestUser",22-NOV-13 02.31.19.867000000 PM,"guestUser",22-NOV-13 02.27.21.276000000 PM
1281202,"1",5,"Y","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.152000000 PM
1281202,"1",10,"Y","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.152000000 PM
1281202,"1",4,"N","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.152000000 PM
1281202,"1",9,"N","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.152000000 PM
1281202,"1",3,"N","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.153000000 PM
1281202,"1",8,"Y","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.153000000 PM
1281202,"1",2,"N","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.153000000 PM
1281202,"1",7,"","-",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.154000000 PM
1281202,"1",1,"N","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.154000000 PM
1281202,"1",6,"N","",3,"guestUser",22-NOV-13 03.12.44.799000000 PM,"guestUser",22-NOV-13 03.10.51.154000000 PM
1281203,"1",4,"N","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.497000000 PM
1281203,"1",9,"N","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.497000000 PM
1281203,"1",3,"N","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.497000000 PM
1281203,"1",8,"Y","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.497000000 PM
1281203,"1",2,"N","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.498000000 PM
1281203,"1",7,"","-",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.498000000 PM
1281203,"1",1,"N","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.498000000 PM
1281203,"1",6,"N","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.498000000 PM
1281203,"1",5,"Y","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.499000000 PM
1281203,"1",10,"Y","",3,"guestUser",22-NOV-13 03.14.44.015000000 PM,"guestUser",22-NOV-13 03.12.00.499000000 PM
1281204,"1",3,"Y","WHEN I WAS 5 YEARS OLD I STOLE A HOTWHEELS CAR FROM THE PAY AND SAVE STORE.",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.254000000 PM
1281204,"1",8,"Y","",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.254000000 PM
1281204,"1",2,"N","",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.255000000 PM
1281204,"1",7,"","-",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.255000000 PM
1281204,"1",1,"N","",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.255000000 PM
1281204,"1",6,"N","",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.255000000 PM
1281204,"1",5,"Y","",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.256000000 PM
1281204,"1",10,"Y","",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.256000000 PM
1281204,"1",4,"N","",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.256000000 PM
1281204,"1",9,"N","",3,"guestUser",22-NOV-13 03.19.13.933000000 PM,"guestUser",22-NOV-13 03.15.30.257000000 PM
