g_cmn_enty_sk,g_prefrd_commun_mthd_cd,g_sec_commun_mthd_cd,g_cmn_enty_ty_cd,g_void_ind,g_note_set_sk,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,g_dummy_ind,g_dummy_ts,g_dummy_user_id
1000114.0,,,P,N,,1568.0,THENDERSON,16-MAR-26 01.51.49.810000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000115.0,,,P,N,,295.0,SKOEHLY,16-MAR-26 12.04.20.999000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000116.0,,,P,N,,28.0,MMANYGUNS,29-JUN-15 01.42.44.304000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000117.0,,,P,N,,3.0,Provider Conversion,24-JUN-14 01.39.08.645000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000118.0,,,P,N,,1655.0,CAROLREEVES,08-APR-26 12.53.39.281000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000119.0,,,P,N,,489.0,THENDERSON,08-APR-26 04.32.02.079000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000120.0,,,P,N,,22.0,JMLAGRO,08-JUN-15 02.28.52.972000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000121.0,,,P,N,,4418.0,SKOEHLY,08-APR-26 01.47.09.824000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000122.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000123.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000124.0,,,P,N,,147.0,SKOEHLY,08-AUG-25 02.56.46.332000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000125.0,,,P,N,,70.0,Provider Conversion,11-DEC-25 04.24.36.786000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000126.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000127.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000128.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000129.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000130.0,,,P,N,,3.0,Provider Conversion,02-JAN-15 11.23.27.532000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000131.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000132.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000133.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000134.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000135.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000136.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000137.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000138.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000139.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000140.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000141.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000142.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000143.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000144.0,,,P,N,,3.0,Provider Conversion,30-JAN-15 02.55.29.383000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000145.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000146.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000147.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000148.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000149.0,,,P,N,,8.0,NEERUSHARMA,24-JUL-15 08.36.43.306000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000150.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000151.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000152.0,,,P,N,,3.0,Provider Conversion,05-FEB-14 03.45.07.372000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000153.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000154.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000155.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000156.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000157.0,,,P,N,,14.0,NEERUSHARMA,27-JUL-15 02.15.43.102000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000158.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000159.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000160.0,,,P,N,,17.0,JMLAGRO,08-JUL-15 08.25.35.163000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000161.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000162.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000163.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000164.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000165.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000166.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000167.0,,,P,N,,24.0,THENDERSON,14-AUG-15 10.42.53.112000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000168.0,,,P,N,,3.0,Provider Conversion,15-JAN-15 01.00.57.458000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000169.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000170.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000171.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000172.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
