"P_SYS_ID","P_RSK_SCRN_SK","P_RS_TY_CD","P_RS_LAST_DATE","P_RS_LAST_VALUE","P_RS_SOURCE","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1306670,58889,"I",19-JUN-18,"","E",0,"ANNDOLL",19-JUN-18 09.38.44.106000000 AM,"ANNDOLL",19-JUN-18 09.38.44.106000000 AM
1000792,352,"R",17-SEP-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000795,353,"R",12-DEC-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1306903,58976,"C",21-JUN-18,"L","E",1,"CHLHARMON",21-JUN-18 04.49.40.042000000 PM,"CHLHARMON",21-JUN-18 04.48.59.493000000 PM
1000799,355,"R",18-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000801,356,"R",18-AUG-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000807,357,"R",27-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000809,358,"R",29-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000811,359,"R",26-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000814,360,"R",23-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1004232,60342,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000817,362,"R",28-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000819,363,"R",08-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000820,364,"R",14-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1004233,60343,"S",09-FEB-22,"","L",0,"B-IF-HMS-DEA-MNTHLY4219486.00",09-FEB-22 11.01.15.562103000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000825,366,"R",17-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000829,367,"R",16-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000830,368,"R",24-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000832,369,"R",08-APR-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1004234,60344,"S",10-JUN-25,"","L",0,"B-IF-HMS-DEA-MNTHLY1418005.00",10-JUN-25 11.00.19.505187000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000835,371,"R",14-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000836,372,"R",25-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000842,373,"R",27-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000843,374,"R",18-AUG-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000846,375,"R",19-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000847,376,"R",18-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1004235,60345,"S",11-JUL-22,"","L",0,"B-IF-HMS-DEA-MNTHLY4482238.00",11-JUL-22 11.01.12.826532000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000861,378,"R",02-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000862,379,"R",19-SEP-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000867,380,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000875,381,"R",19-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000881,382,"R",10-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000891,383,"R",25-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000893,384,"R",08-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000897,385,"R",21-FEB-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1004239,60346,"S",09-MAY-23,"","L",0,"B-IF-HMS-DEA-MNTHLY5013249.00",09-MAY-23 11.01.11.992151000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000902,387,"R",03-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000903,388,"R",17-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000904,389,"R",21-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153753,60347,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000906,391,"R",29-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000907,392,"R",04-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000908,393,"R",01-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000909,394,"R",22-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000910,395,"R",30-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000911,396,"R",06-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000914,397,"R",23-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000916,398,"R",08-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000917,399,"R",16-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000919,400,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153755,60348,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000003,1,"R",05-FEB-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000004,2,"R",07-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000018,3,"R",05-APR-17,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000020,4,"R",24-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000023,5,"R",17-FEB-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000043,7,"R",06-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000048,9,"R",14-AUG-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000052,10,"R",06-APR-17,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000068,12,"R",04-OCT-17,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000069,13,"R",07-NOV-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000070,14,"R",07-NOV-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000074,15,"R",16-OCT-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000075,16,"R",25-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000076,17,"R",13-JAN-16,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000081,18,"R",30-DEC-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000083,19,"R",07-NOV-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000086,20,"R",18-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000087,21,"R",07-NOV-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000088,22,"R",09-FEB-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000091,23,"R",12-AUG-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000097,24,"R",17-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000098,25,"R",11-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000099,26,"R",10-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000101,28,"R",08-OCT-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000105,29,"R",03-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000106,30,"R",03-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000108,31,"R",03-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000112,33,"R",10-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000114,34,"R",10-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000115,35,"R",24-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000118,38,"R",18-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000119,39,"R",10-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000121,41,"R",15-OCT-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000124,42,"R",23-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000125,43,"R",11-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000130,44,"R",02-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000144,45,"R",30-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000149,46,"R",06-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000157,47,"R",07-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000160,48,"R",02-FEB-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000167,49,"R",12-DEC-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000168,50,"R",15-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000173,51,"R",31-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000176,52,"R",08-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000178,53,"R",26-AUG-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000179,54,"R",03-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000183,55,"R",27-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000187,56,"R",28-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000188,57,"R",07-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000189,58,"R",19-APR-17,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000190,59,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000191,60,"R",24-SEP-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000192,61,"R",14-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000193,62,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000194,63,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000195,64,"R",14-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000196,65,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000197,66,"R",13-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000198,67,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000199,68,"R",20-MAR-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000200,69,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000201,70,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000202,71,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000203,72,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000204,73,"R",14-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000205,74,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
