"P_SYS_ID","P_EVENT_SK","P_EVENT_RSN_SK","P_EVENT_RSN_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1277580,478551,2298,"9902",0,"userID",26-NOV-13 05.30.17.632000000 PM,"userID",26-NOV-13 05.30.17.632000000 PM
1279569,478758,2302,"9902",0,"userID",26-NOV-13 07.36.14.844000000 PM,"userID",26-NOV-13 07.36.14.844000000 PM
1279304,478761,2303,"9902",0,"userID",26-NOV-13 07.39.17.557000000 PM,"userID",26-NOV-13 07.39.17.557000000 PM
1281286,478869,2304,"9902",0,"internalUser",26-NOV-13 11.21.31.397000000 PM,"internalUser",26-NOV-13 11.21.31.397000000 PM
1277781,479067,2305,"9945",0,"PJHEID",27-NOV-13 02.48.22.330000000 PM,"PJHEID",27-NOV-13 02.48.22.330000000 PM
1277464,480278,2316,"9902",0,"userID",02-DEC-13 01.19.58.963000000 PM,"userID",02-DEC-13 01.19.58.963000000 PM
1278064,481421,2343,"9903",0,"userID",05-DEC-13 10.15.52.784000000 AM,"userID",05-DEC-13 10.15.52.784000000 AM
1278064,481422,2344,"9903",0,"userID",05-DEC-13 10.16.38.313000000 AM,"userID",05-DEC-13 10.16.38.313000000 AM
1279219,481424,2346,"9903",0,"userID",05-DEC-13 10.19.56.437000000 AM,"userID",05-DEC-13 10.19.56.437000000 AM
1278624,482122,2352,"9903",0,"userID",06-DEC-13 11.11.26.870000000 AM,"userID",06-DEC-13 11.11.26.870000000 AM
1277380,483636,2358,"9945",0,"JMLAGRO",12-DEC-13 07.37.11.658000000 AM,"JMLAGRO",12-DEC-13 07.37.11.658000000 AM
1277415,483584,2356,"9945",0,"JMLAGRO",12-DEC-13 07.13.29.253000000 AM,"JMLAGRO",12-DEC-13 07.13.29.253000000 AM
1277414,483585,2357,"9945",0,"JMLAGRO",12-DEC-13 07.14.45.011000000 AM,"JMLAGRO",12-DEC-13 07.14.45.011000000 AM
1277379,483637,2359,"9945",0,"JMLAGRO",12-DEC-13 07.38.33.824000000 AM,"JMLAGRO",12-DEC-13 07.38.33.824000000 AM
1277382,483640,2360,"9945",0,"JMLAGRO",12-DEC-13 07.39.48.564000000 AM,"JMLAGRO",12-DEC-13 07.39.48.564000000 AM
1277381,483642,2361,"9945",0,"JMLAGRO",12-DEC-13 07.40.59.132000000 AM,"JMLAGRO",12-DEC-13 07.40.59.132000000 AM
1277359,483722,2362,"9945",0,"JMLAGRO",12-DEC-13 09.58.45.739000000 AM,"JMLAGRO",12-DEC-13 09.58.45.739000000 AM
1277361,483726,2364,"9945",0,"JMLAGRO",12-DEC-13 10.00.58.608000000 AM,"JMLAGRO",12-DEC-13 10.00.58.608000000 AM
1278405,487677,2385,"9903",0,"userID",27-DEC-13 12.05.47.053000000 PM,"userID",27-DEC-13 12.05.47.053000000 PM
1276896,484583,2370,"9945",0,"JMLAGRO",13-DEC-13 09.43.54.480000000 AM,"JMLAGRO",13-DEC-13 09.43.54.480000000 AM
1279034,488223,2395,"9903",0,"userID",31-DEC-13 11.08.16.261000000 AM,"userID",31-DEC-13 11.08.16.261000000 AM
1276900,488475,2396,"9902",0,"userID",02-JAN-14 09.46.17.492000000 AM,"userID",02-JAN-14 09.46.17.492000000 AM
1276902,488476,2397,"9902",0,"guestUser",02-JAN-14 09.46.17.591000000 AM,"guestUser",02-JAN-14 09.46.17.591000000 AM
1276903,488477,2398,"9902",0,"guestUser",02-JAN-14 09.46.17.604000000 AM,"guestUser",02-JAN-14 09.46.17.604000000 AM
1276905,488478,2399,"9902",0,"guestUser",02-JAN-14 09.46.17.609000000 AM,"guestUser",02-JAN-14 09.46.17.609000000 AM
1277190,488878,2401,"9902",0,"userID",02-JAN-14 03.55.59.049000000 PM,"userID",02-JAN-14 03.55.59.049000000 PM
1277188,488879,2402,"9902",0,"PJHEID",02-JAN-14 03.55.59.232000000 PM,"PJHEID",02-JAN-14 03.55.59.232000000 PM
1277183,488880,2403,"9902",0,"guestUser",02-JAN-14 03.55.59.244000000 PM,"guestUser",02-JAN-14 03.55.59.244000000 PM
1277186,488881,2404,"9902",0,"guestUser",02-JAN-14 03.55.59.251000000 PM,"guestUser",02-JAN-14 03.55.59.251000000 PM
1278422,489618,2405,"9902",0,"userID",06-JAN-14 11.01.27.404000000 AM,"userID",06-JAN-14 11.01.27.404000000 AM
1278256,489696,2406,"9902",0,"userID",06-JAN-14 12.56.13.562000000 PM,"userID",06-JAN-14 12.56.13.562000000 PM
1276847,465263,2417,"9903",0,"B-Prov-Letters+8154286.00",09-JAN-14 03.30.48.068000000 PM,"JMLAGRO",09-JAN-14 03.30.48.068000000 PM
1281074,493627,2423,"9902",0,"userID",10-JAN-14 02.36.54.529000000 PM,"userID",10-JAN-14 02.36.54.529000000 PM
1279461,496397,2434,"9902",0,"userID",14-JAN-14 04.01.50.968000000 PM,"userID",14-JAN-14 04.01.50.968000000 PM
1277141,499511,2443,"9903",0,"userID",17-JAN-14 03.22.27.055000000 PM,"userID",17-JAN-14 03.22.27.055000000 PM
1276858,516257,2526,"9945",0,"JMLAGRO",11-FEB-14 07.59.44.186000000 AM,"JMLAGRO",11-FEB-14 07.59.44.186000000 AM
1276878,502495,2453,"9902",0,"userID",22-JAN-14 01.26.14.283000000 PM,"userID",22-JAN-14 01.26.14.283000000 PM
1276899,502496,2454,"9902",0,"JMLAGRO",22-JAN-14 01.26.14.335000000 PM,"JMLAGRO",22-JAN-14 01.26.14.335000000 PM
1276901,502497,2455,"9902",0,"JMLAGRO",22-JAN-14 01.26.14.344000000 PM,"JMLAGRO",22-JAN-14 01.26.14.344000000 PM
1277600,508222,2478,"9903",0,"userID",28-JAN-14 05.03.06.799000000 PM,"userID",28-JAN-14 05.03.06.799000000 PM
1276851,508140,2465,"9903",0,"userID",28-JAN-14 04.37.17.989000000 PM,"userID",28-JAN-14 04.37.17.989000000 PM
1277794,510138,2497,"9903",0,"userID",30-JAN-14 11.52.04.677000000 AM,"userID",30-JAN-14 11.52.04.677000000 AM
1277795,510139,2498,"9903",0,"JOYSPEZIALE",30-JAN-14 11.52.04.738000000 AM,"JOYSPEZIALE",30-JAN-14 11.52.04.738000000 AM
1277220,510950,2500,"9903",0,"userID",30-JAN-14 03.48.31.807000000 PM,"userID",30-JAN-14 03.48.31.807000000 PM
1280349,796984,6768,"9901",0,"PJHEID",27-JAN-15 02.56.58.339000000 PM,"PJHEID",27-JAN-15 02.56.58.339000000 PM
1277702,511355,2502,"9945",0,"PJHEID",31-JAN-14 10.45.03.016000000 AM,"PJHEID",31-JAN-14 10.45.03.016000000 AM
1278266,511925,2503,"9903",0,"userID",02-FEB-14 11.19.21.811000000 AM,"userID",02-FEB-14 11.19.21.811000000 AM
1277790,512181,2507,"9945",0,"JOYSPEZIALE",03-FEB-14 12.00.20.656000000 PM,"JOYSPEZIALE",03-FEB-14 12.00.20.656000000 PM
1278481,512923,2515,"9945",0,"ZOEASANDY",04-FEB-14 01.07.41.912000000 PM,"ZOEASANDY",04-FEB-14 01.07.41.912000000 PM
1277920,514057,2519,"9903",0,"userID",05-FEB-14 06.38.16.015000000 PM,"userID",05-FEB-14 06.38.16.015000000 PM
1277932,515068,2524,"9903",0,"userID",07-FEB-14 02.37.40.121000000 PM,"userID",07-FEB-14 02.37.40.121000000 PM
1280570,516224,2525,"9902",0,"userID",10-FEB-14 08.00.38.538000000 PM,"userID",10-FEB-14 08.00.38.538000000 PM
1291342,797048,6769,"9901",0,"PJHEID",27-JAN-15 03.26.05.269000000 PM,"PJHEID",27-JAN-15 03.26.05.269000000 PM
1277160,520950,2552,"9902",0,"userID",14-FEB-14 01.57.02.892000000 PM,"userID",14-FEB-14 01.57.02.892000000 PM
1278349,522145,2558,"9903",0,"userID",18-FEB-14 03.00.32.417000000 PM,"userID",18-FEB-14 03.00.32.417000000 PM
1277728,524202,2567,"9903",0,"userID",20-FEB-14 03.43.54.241000000 PM,"userID",20-FEB-14 03.43.54.241000000 PM
1277752,524203,2568,"9903",0,"userID",20-FEB-14 03.45.26.692000000 PM,"userID",20-FEB-14 03.45.26.692000000 PM
1290861,797142,6777,"9903",0,"NMAIER",27-JAN-15 04.10.07.469000000 PM,"NMAIER",27-JAN-15 04.10.07.469000000 PM
1291599,797155,6779,"9902",0,"NMAIER",27-JAN-15 04.14.21.970000000 PM,"NMAIER",27-JAN-15 04.14.21.970000000 PM
1003857,524209,2574,"9957",0,"JMLAGRO",20-FEB-14 04.00.25.928000000 PM,"JMLAGRO",20-FEB-14 04.00.25.928000000 PM
1279317,527897,2594,"9902",0,"userID",26-FEB-14 09.40.58.853000000 AM,"userID",26-FEB-14 09.40.58.853000000 AM
1282960,527977,2595,"9903",0,"userID",26-FEB-14 10.40.21.929000000 AM,"userID",26-FEB-14 10.40.21.929000000 AM
1280202,532160,2609,"9945",0,"JUDITHSZEGEDI",03-MAR-14 12.51.37.520000000 PM,"JUDITHSZEGEDI",03-MAR-14 12.51.37.520000000 PM
1280201,532156,2608,"9945",0,"JUDITHSZEGEDI",03-MAR-14 12.46.39.860000000 PM,"JUDITHSZEGEDI",03-MAR-14 12.46.39.860000000 PM
1278368,532184,2610,"9902",0,"userID",03-MAR-14 01.06.17.068000000 PM,"userID",03-MAR-14 01.06.17.068000000 PM
1280075,532241,2611,"9945",0,"JOYSPEZIALE",03-MAR-14 01.16.43.898000000 PM,"JOYSPEZIALE",03-MAR-14 01.16.43.898000000 PM
1280074,532245,2612,"9945",0,"JOYSPEZIALE",03-MAR-14 01.18.56.137000000 PM,"JOYSPEZIALE",03-MAR-14 01.18.56.137000000 PM
1277125,533697,2624,"9902",0,"userID",04-MAR-14 07.43.53.579000000 AM,"userID",04-MAR-14 07.43.53.579000000 AM
1277515,471910,2263,"9902",0,"userID",06-NOV-13 09.45.51.022000000 AM,"userID",06-NOV-13 09.45.51.022000000 AM
1279479,457034,2125,"9903",0,"userID",06-SEP-13 01.30.59.738000000 PM,"userID",06-SEP-13 01.30.59.738000000 PM
1278901,463543,2140,"9902",0,"internalUser",03-OCT-13 01.38.55.127000000 PM,"internalUser",03-OCT-13 01.38.55.127000000 PM
1279991,470216,2194,"9902",0,"userID",30-OCT-13 02.01.27.231000000 PM,"userID",30-OCT-13 02.01.27.231000000 PM
1277060,486118,2382,"9945",0,"PJHEID",19-DEC-13 08.27.23.367000000 AM,"PJHEID",19-DEC-13 08.27.23.367000000 AM
1280672,472104,2266,"9902",0,"userID",06-NOV-13 01.31.29.227000000 PM,"userID",06-NOV-13 01.31.29.227000000 PM
1280659,472134,2267,"9902",0,"userID",06-NOV-13 01.50.14.218000000 PM,"userID",06-NOV-13 01.50.14.218000000 PM
1281075,477311,2291,"9945",0,"PJHEID",23-NOV-13 10.11.22.555000000 PM,"PJHEID",23-NOV-13 10.11.22.555000000 PM
1278955,478100,2296,"9902",0,"userID",26-NOV-13 07.56.59.813000000 AM,"userID",26-NOV-13 07.56.59.813000000 AM
1279643,479913,2311,"9902",0,"userID",30-NOV-13 08.15.51.301000000 PM,"userID",30-NOV-13 08.15.51.301000000 PM
1280228,480218,2312,"9902",0,"userID",02-DEC-13 11.12.06.424000000 AM,"userID",02-DEC-13 11.12.06.424000000 AM
1277568,480303,2318,"9902",0,"userID",02-DEC-13 01.46.39.303000000 PM,"userID",02-DEC-13 01.46.39.303000000 PM
1279630,480304,2319,"9902",0,"userID",02-DEC-13 01.47.25.098000000 PM,"userID",02-DEC-13 01.47.25.098000000 PM
1278551,480480,2320,"9902",0,"userID",03-DEC-13 06.42.28.185000000 AM,"userID",03-DEC-13 06.42.28.185000000 AM
1276946,480688,2323,"9902",0,"userID",03-DEC-13 01.29.19.701000000 PM,"userID",03-DEC-13 01.29.19.701000000 PM
1276947,480689,2324,"9902",0,"JMLAGRO",03-DEC-13 01.29.19.799000000 PM,"JMLAGRO",03-DEC-13 01.29.19.799000000 PM
1276949,480690,2325,"9902",0,"guestUser",03-DEC-13 01.29.19.811000000 PM,"guestUser",03-DEC-13 01.29.19.811000000 PM
1278051,481378,2335,"9903",0,"userID",05-DEC-13 08.46.57.431000000 AM,"userID",05-DEC-13 08.46.57.431000000 AM
1280432,482984,2354,"9902",0,"userID",10-DEC-13 11.01.04.150000000 AM,"userID",10-DEC-13 11.01.04.150000000 AM
1281064,485398,2375,"9903",0,"userID",16-DEC-13 02.32.51.007000000 PM,"userID",16-DEC-13 02.32.51.007000000 PM
1279487,485942,2376,"9902",0,"userID",18-DEC-13 09.31.28.516000000 AM,"userID",18-DEC-13 09.31.28.516000000 AM
1277431,487938,2387,"9903",0,"userID",30-DEC-13 08.36.18.884000000 AM,"userID",30-DEC-13 08.36.18.884000000 AM
1277431,487939,2388,"9903",0,"userID",30-DEC-13 08.36.33.093000000 AM,"userID",30-DEC-13 08.36.33.093000000 AM
1280652,488022,2389,"9902",0,"userID",30-DEC-13 01.26.10.058000000 PM,"userID",30-DEC-13 01.26.10.058000000 PM
1280722,491202,2408,"9902",0,"userID",08-JAN-14 12.50.35.614000000 PM,"userID",08-JAN-14 12.50.35.614000000 PM
1278040,492038,2414,"9902",0,"userID",09-JAN-14 11.28.50.698000000 AM,"userID",09-JAN-14 11.28.50.698000000 AM
1280567,493278,2420,"9902",0,"userID",10-JAN-14 12.24.49.280000000 PM,"userID",10-JAN-14 12.24.49.280000000 PM
1278107,493372,2422,"9945",0,"JMLAGRO",10-JAN-14 12.58.09.271000000 PM,"JMLAGRO",10-JAN-14 12.58.09.271000000 PM
1277860,495859,2433,"9910",0,"userID",14-JAN-14 01.16.34.616000000 PM,"userID",14-JAN-14 01.16.34.616000000 PM
1281152,498830,2439,"9902",0,"userID",16-JAN-14 03.19.44.032000000 PM,"userID",16-JAN-14 03.19.44.032000000 PM
1277418,501334,2447,"9945",0,"PJHEID",21-JAN-14 03.57.42.450000000 PM,"PJHEID",21-JAN-14 03.57.42.450000000 PM
1277417,501338,2448,"9945",0,"PJHEID",21-JAN-14 04.02.14.250000000 PM,"PJHEID",21-JAN-14 04.02.14.250000000 PM
1277420,501341,2449,"9945",0,"PJHEID",21-JAN-14 04.04.46.707000000 PM,"PJHEID",21-JAN-14 04.04.46.707000000 PM
1277419,501347,2450,"9945",0,"PJHEID",21-JAN-14 04.07.17.221000000 PM,"PJHEID",21-JAN-14 04.07.17.221000000 PM
1280663,514521,2523,"9902",0,"userID",06-FEB-14 03.45.08.340000000 PM,"userID",06-FEB-14 03.45.08.340000000 PM
1277955,505129,2459,"9902",0,"userID",26-JAN-14 10.42.05.104000000 PM,"userID",26-JAN-14 10.42.05.104000000 PM
1280186,508481,2486,"9903",0,"userID",29-JAN-14 12.28.34.590000000 AM,"userID",29-JAN-14 12.28.34.590000000 AM
1282105,508482,2487,"9903",0,"guestUser",29-JAN-14 12.28.34.651000000 AM,"guestUser",29-JAN-14 12.28.34.651000000 AM
1282106,508483,2488,"9903",0,"guestUser",29-JAN-14 12.28.34.661000000 AM,"guestUser",29-JAN-14 12.28.34.661000000 AM
1282104,508484,2489,"9903",0,"guestUser",29-JAN-14 12.28.34.666000000 AM,"guestUser",29-JAN-14 12.28.34.666000000 AM
1277784,508830,2493,"9903",0,"userID",29-JAN-14 01.30.29.937000000 PM,"userID",29-JAN-14 01.30.29.937000000 PM
1277786,508831,2494,"9903",0,"JOYSPEZIALE",29-JAN-14 01.30.29.970000000 PM,"JOYSPEZIALE",29-JAN-14 01.30.29.970000000 PM
1277785,508832,2495,"9903",0,"JOYSPEZIALE",29-JAN-14 01.30.29.979000000 PM,"JOYSPEZIALE",29-JAN-14 01.30.29.979000000 PM
1279484,513692,2517,"9903",0,"userID",05-FEB-14 03.58.09.825000000 PM,"userID",05-FEB-14 03.58.09.825000000 PM
1281869,514391,2521,"9902",0,"userID",06-FEB-14 01.31.12.090000000 PM,"userID",06-FEB-14 01.31.12.090000000 PM
1280552,516861,2532,"9902",0,"userID",11-FEB-14 12.01.28.895000000 PM,"userID",11-FEB-14 12.01.28.895000000 PM
1281230,516895,2533,"9902",0,"userID",11-FEB-14 12.55.00.789000000 PM,"userID",11-FEB-14 12.55.00.789000000 PM
1280038,517815,2534,"9903",0,"userID",12-FEB-14 08.33.01.393000000 AM,"userID",12-FEB-14 08.33.01.393000000 AM
1279988,517818,2535,"9903",0,"userID",12-FEB-14 08.35.14.111000000 AM,"userID",12-FEB-14 08.35.14.111000000 AM
1280155,517824,2537,"9903",0,"userID",12-FEB-14 08.39.13.083000000 AM,"userID",12-FEB-14 08.39.13.083000000 AM
1280164,517830,2539,"9903",0,"userID",12-FEB-14 08.43.11.662000000 AM,"userID",12-FEB-14 08.43.11.662000000 AM
1280358,519205,2543,"9903",0,"userID",13-FEB-14 01.54.48.910000000 AM,"userID",13-FEB-14 01.54.48.910000000 AM
1278818,520580,2547,"9903",0,"userID",14-FEB-14 08.25.49.359000000 AM,"userID",14-FEB-14 08.25.49.359000000 AM
1277117,520655,2548,"9902",0,"userID",14-FEB-14 10.42.01.829000000 AM,"userID",14-FEB-14 10.42.01.829000000 AM
1280581,520983,2553,"9902",0,"userID",14-FEB-14 02.11.59.128000000 PM,"userID",14-FEB-14 02.11.59.128000000 PM
1281013,524051,2562,"9902",0,"userID",20-FEB-14 01.34.32.773000000 PM,"userID",20-FEB-14 01.34.32.773000000 PM
1282740,523892,2560,"9902",0,"userID",20-FEB-14 10.55.46.650000000 AM,"userID",20-FEB-14 10.55.46.650000000 AM
1281633,523924,2561,"9902",0,"userID",20-FEB-14 11.26.38.766000000 AM,"userID",20-FEB-14 11.26.38.766000000 AM
1277738,524199,2564,"9903",0,"userID",20-FEB-14 03.38.24.973000000 PM,"userID",20-FEB-14 03.38.24.973000000 PM
1277846,524201,2566,"9903",0,"userID",20-FEB-14 03.40.43.817000000 PM,"userID",20-FEB-14 03.40.43.817000000 PM
1279734,524386,2577,"9945",0,"JOYSPEZIALE",20-FEB-14 06.43.45.193000000 PM,"JOYSPEZIALE",20-FEB-14 06.43.45.193000000 PM
1279732,524389,2578,"9945",0,"JOYSPEZIALE",20-FEB-14 06.45.45.571000000 PM,"JOYSPEZIALE",20-FEB-14 06.45.45.571000000 PM
1279735,524390,2579,"9945",0,"JOYSPEZIALE",20-FEB-14 06.48.19.858000000 PM,"JOYSPEZIALE",20-FEB-14 06.48.19.858000000 PM
1279740,524436,2580,"9945",0,"JOYSPEZIALE",20-FEB-14 07.15.55.493000000 PM,"JOYSPEZIALE",20-FEB-14 07.15.55.493000000 PM
1282975,528346,2597,"9901",0,"userID",26-FEB-14 02.06.20.192000000 PM,"userID",26-FEB-14 02.06.20.192000000 PM
1282975,528347,2598,"9901",0,"userID",26-FEB-14 02.07.57.365000000 PM,"userID",26-FEB-14 02.07.57.365000000 PM
1282757,529076,2599,"9902",0,"userID",27-FEB-14 07.46.53.951000000 AM,"userID",27-FEB-14 07.46.53.951000000 AM
1277328,529169,2600,"9902",0,"userID",27-FEB-14 08.53.53.693000000 AM,"userID",27-FEB-14 08.53.53.693000000 AM
1278729,530731,2604,"9902",0,"userID",28-FEB-14 02.27.07.677000000 PM,"userID",28-FEB-14 02.27.07.677000000 PM
1279745,532871,2622,"9945",0,"JUDITHSZEGEDI",03-MAR-14 04.06.07.622000000 PM,"JUDITHSZEGEDI",03-MAR-14 04.06.07.622000000 PM
1281101,534462,2626,"9903",0,"userID",04-MAR-14 06.33.43.332000000 PM,"userID",04-MAR-14 06.33.43.332000000 PM
1283137,534866,2636,"9903",0,"userID",05-MAR-14 10.33.51.866000000 AM,"userID",05-MAR-14 10.33.51.866000000 AM
1280798,536566,2639,"9910",0,"userID",06-MAR-14 09.58.02.465000000 AM,"userID",06-MAR-14 09.58.02.465000000 AM
1282120,538097,2649,"9902",0,"userID",07-MAR-14 04.17.13.783000000 PM,"userID",07-MAR-14 04.17.13.783000000 PM
1281097,538511,2650,"9902",0,"userID",08-MAR-14 01.39.02.422000000 AM,"userID",08-MAR-14 01.39.02.422000000 AM
1281233,538643,2651,"9945",0,"JUDITHSZEGEDI",08-MAR-14 02.00.08.416000000 PM,"JUDITHSZEGEDI",08-MAR-14 02.00.08.416000000 PM
1278727,538974,2656,"9902",0,"userID",10-MAR-14 10.12.00.801000000 AM,"userID",10-MAR-14 10.12.00.801000000 AM
1282287,539389,2658,"9945",0,"JOYSPEZIALE",10-MAR-14 04.49.02.054000000 PM,"JOYSPEZIALE",10-MAR-14 04.49.02.054000000 PM
1281094,539550,2659,"9902",0,"userID",10-MAR-14 06.14.51.029000000 PM,"userID",10-MAR-14 06.14.51.029000000 PM
1279331,539696,2660,"9902",0,"userID",11-MAR-14 12.46.20.001000000 AM,"userID",11-MAR-14 12.46.20.001000000 AM
1279729,539832,2662,"9903",0,"userID",11-MAR-14 09.44.11.315000000 AM,"userID",11-MAR-14 09.44.11.315000000 AM
1280937,540425,2666,"9945",0,"JUDITHSZEGEDI",11-MAR-14 01.42.55.035000000 PM,"JUDITHSZEGEDI",11-MAR-14 01.42.55.035000000 PM
1281169,541695,2669,"9902",0,"userID",12-MAR-14 12.08.09.850000000 PM,"userID",12-MAR-14 12.08.09.850000000 PM
1277590,447470,2115,"9910",0,"userID",13-AUG-13 02.53.54.765000000 PM,"userID",13-AUG-13 02.53.54.765000000 PM
1276799,424716,2113,"9106",0,"PJHEID",06-AUG-13 09.45.27.121000000 AM,"PJHEID",06-AUG-13 09.45.27.121000000 AM
1280635,465146,2155,"9902",0,"internalUser",09-OCT-13 10.06.54.206000000 AM,"internalUser",09-OCT-13 10.06.54.206000000 AM
1278526,471998,2264,"9902",0,"userID",06-NOV-13 10.52.21.418000000 AM,"userID",06-NOV-13 10.52.21.418000000 AM
1278771,481423,2345,"9903",0,"userID",05-DEC-13 10.17.48.211000000 AM,"userID",05-DEC-13 10.17.48.211000000 AM
1277213,472434,2269,"9910",0,"JMLAGRO",07-NOV-13 10.44.08.510000000 AM,"JMLAGRO",07-NOV-13 10.44.08.510000000 AM
1278529,475104,2281,"9902",0,"userID",16-NOV-13 02.20.08.198000000 PM,"userID",16-NOV-13 02.20.08.198000000 PM
1277639,475872,2289,"9903",0,"userID",19-NOV-13 05.07.58.076000000 PM,"userID",19-NOV-13 05.07.58.076000000 PM
1280610,478681,2300,"9902",0,"INTERNALUSER",26-NOV-13 06.32.55.184000000 PM,"INTERNALUSER",26-NOV-13 06.32.55.184000000 PM
1278825,480277,2315,"9902",0,"userID",02-DEC-13 01.19.09.703000000 PM,"userID",02-DEC-13 01.19.09.703000000 PM
1278982,481385,2337,"9901",0,"userID",05-DEC-13 09.00.19.944000000 AM,"userID",05-DEC-13 09.00.19.944000000 AM
1279678,481387,2340,"9902",0,"INTERNALUSER",05-DEC-13 09.07.10.794000000 AM,"INTERNALUSER",05-DEC-13 09.07.10.794000000 AM
1279678,481388,2341,"9901",0,"userID",05-DEC-13 09.07.25.734000000 AM,"userID",05-DEC-13 09.07.25.734000000 AM
1281084,482089,2349,"9903",0,"userID",06-DEC-13 09.31.49.517000000 AM,"userID",06-DEC-13 09.31.49.517000000 AM
1278600,482121,2351,"9903",0,"userID",06-DEC-13 11.08.58.591000000 AM,"userID",06-DEC-13 11.08.58.591000000 AM
1278065,487681,2386,"9902",0,"userID",27-DEC-13 12.32.30.282000000 PM,"userID",27-DEC-13 12.32.30.282000000 PM
1276862,471203,2368,"9902",0,"B-Prov-Letters+8322617.00",13-DEC-13 09.40.16.803000000 AM,"JMLAGRO",13-DEC-13 09.40.16.803000000 AM
1281296,484663,2371,"9902",0,"userID",13-DEC-13 11.19.47.143000000 AM,"userID",13-DEC-13 11.19.47.143000000 AM
1280611,488025,2392,"9902",0,"userID",30-DEC-13 01.47.13.662000000 PM,"userID",30-DEC-13 01.47.13.662000000 PM
