"P_GRP_SYS_ID","P_MBR_SYS_ID","P_AFFL_SK","P_AFFL_BEG_DT","P_AFFL_TY_CD","P_AFFL_END_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000114,1000823,1000125,01-JUL-11,"I",13-FEB-13,2,"SKOEHLY",03-MAR-15 01.51.39.770000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000114,1003176,1000127,01-OCT-10,"I",12-NOV-19,7,"MLMOOS",12-NOV-19 05.16.18.814000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000114,1003187,1000128,01-JUL-10,"I",04-OCT-15,2,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000114,1003307,1000129,14-NOV-11,"I",04-OCT-15,2,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000114,1003308,1000130,14-NOV-11,"I",04-OCT-15,2,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000114,1003626,1000131,17-SEP-12,"I",04-OCT-15,9,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000114,1003633,1000132,17-SEP-12,"I",04-OCT-15,2,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000114,1003737,1000134,17-SEP-12,"M",30-SEP-22,27,"MCMOOS",24-MAR-23 01.57.28.956000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000115,1000413,1000137,01-JUL-10,"I",23-DEC-10,1,"SKOEHLY",10-JUL-14 10.34.35.853000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000115,1000559,1000138,01-JUL-10,"I",04-OCT-15,1,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000115,1000786,1000139,01-JUL-11,"I",04-OCT-15,1,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000115,1003168,1000140,01-APR-11,"I",30-SEP-13,2,"PJHEID",09-MAR-15 03.44.10.705000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000115,1003307,1000142,14-NOV-11,"I",04-OCT-15,1,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000115,1003308,1000143,14-NOV-11,"I",04-OCT-15,1,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000115,1166011,1000150,01-JAN-86,"I",13-FEB-13,1,"SKOEHLY",10-JUL-14 10.34.35.856000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000115,1169840,1000151,01-AUG-04,"I",04-OCT-15,1,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000116,1003553,1000154,17-SEP-12,"I",30-JUN-15,6,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.51.509778000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000117,1000698,1000158,01-JUL-11,"M",04-OCT-15,0,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000117,1004085,1000159,01-JUL-11,"M",31-JAN-18,6,"B-Term-Prov-Trigger_1806955.00",31-JAN-18 06.01.21.389657000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000119,1003689,1000168,17-SEP-12,"M",18-FEB-20,19,"DMOCK",05-JUN-20 11.12.14.492000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000119,1003717,1000169,17-SEP-12,"M",30-SEP-13,4,"MMANYGUNS",08-APR-15 01.48.31.103000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000119,1004222,1000170,01-OCT-12,"I",04-OCT-15,1,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000119,1162176,1000171,01-JUL-87,"M",09-FEB-21,5,"B-Term-Prov-Trigger_3597025.00",09-FEB-21 06.03.17.368455000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000120,1001652,1000173,01-JAN-13,"I",30-JUN-15,4,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.51.670247000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000120,1003842,1000176,17-SEP-12,"I",30-JUN-15,4,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.51.670247000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1003166,1000177,01-MAR-11,"I",04-OCT-15,3,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1004068,1000178,01-JAN-11,"I",04-OCT-15,3,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1004075,1000179,01-MAR-11,"M",23-NOV-16,8,"MLMOOS",04-SEP-19 04.31.50.633000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1004079,1000180,01-FEB-11,"M",30-SEP-13,6,"DATA_FFIX_PCPIndicator",24-JUL-15 08.22.13.558000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1004118,1000181,01-AUG-11,"I",04-OCT-15,3,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1004171,1000183,23-APR-12,"M",30-SEP-13,5,"DATA_FFIX_PCPIndicator",28-JUL-15 11.57.40.870000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1157014,1000185,15-JUN-09,"I",04-OCT-15,3,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1159198,1000186,27-FEB-02,"M",27-JAN-11,8,"NEERUSHARMA",24-JUN-15 01.54.55.259000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1160973,1000187,01-SEP-03,"M",30-SEP-13,6,"MAURICIOPENERAND",28-JUL-15 01.00.36.090000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1165457,1000188,24-AUG-84,"M",21-MAY-12,8,"DATA_FFIX_PCPIndicator",19-JUN-15 12.30.44.211000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1166217,1000189,22-NOV-96,"I",08-OCT-04,3,"Provider Conversion Fix",30-JUL-15 07.42.18.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1169804,1000190,01-SEP-02,"M",30-SEP-13,3,"DATA_FFIX_PCPIndicator_850493",30-MAR-15 03.12.54.390000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1170040,1000192,06-JUL-09,"M",30-SEP-13,5,"DATA_FFIX_PCPIndicator",30-MAR-15 03.12.54.396000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000121,1170049,1000193,18-SEP-09,"I",04-OCT-15,3,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000125,1002981,1000194,15-DEC-11,"I",04-OCT-15,0,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000125,1182708,1000195,01-JAN-96,"I",04-OCT-15,0,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000125,1182737,1000196,01-JAN-98,"I",04-OCT-15,0,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000125,1182937,1000197,20-JUN-08,"I",04-OCT-15,0,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000125,1204677,1000198,01-AUG-10,"I",04-OCT-15,0,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000145,1000145,1000200,25-JUL-97,"X",01-JUN-06,0,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000167,1004116,1000202,01-SEP-09,"M",01-MAY-17,8,"DMOCK",07-JUN-18 08.52.53.405000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000167,1157173,1000203,13-JUL-09,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000173,1000173,1000204,01-JAN-99,"X",30-SEP-13,1,"USHASHA",29-JUN-15 11.28.29.564000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000177,1000177,1000206,12-MAR-99,"X",04-OCT-15,0,"CR1906_SET_GRPENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000184,1169775,1000207,01-OCT-01,"I",04-OCT-15,0,"CR1906_SET_GRPENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000189,1000189,1000208,01-JAN-08,"X",04-OCT-15,0,"CR1906_SET_GRPENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000226,1000226,1000209,17-AUG-07,"X",04-OCT-15,0,"CR1906_SET_GRPENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000229,1161518,1000210,01-JAN-77,"I",27-SEP-00,4,"THENDERSON",14-AUG-15 10.37.07.237000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000261,1204300,1000213,01-OCT-13,"I",31-AUG-18,4,"B-Term-Prov-Trigger_2456973.00",25-MAR-19 06.00.59.320725000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000264,1166812,1000214,01-OCT-13,"I",31-DEC-23,8,"KAMELTZER",22-MAR-24 05.55.50.396000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000286,1164660,1000218,02-FEB-08,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000290,1162350,1000220,01-OCT-13,"I",26-JAN-22,5,"B-Term-Prov-Trigger_4195248.00",26-JAN-22 06.02.59.274911000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000292,1165929,1000223,01-OCT-13,"I",31-DEC-99,4,"MMANYGUNS",03-FEB-15 08.39.55.444000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000294,1156185,1000224,06-FEB-09,"I",04-OCT-15,2,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000310,1000309,1000225,01-JAN-11,"I",04-OCT-15,0,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000335,1168210,1000227,04-NOV-94,"I",01-JAN-06,5,"MMANYGUNS",22-JUL-15 03.00.33.321000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000360,1001671,1000229,30-JAN-13,"I",04-OCT-15,1,"CR1906_SET_GRPENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000233,1000230,10-JUL-08,"I",30-JUN-11,5,"JMLAGRO",17-AUG-15 10.24.51.607000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000243,1000231,09-SEP-10,"I",31-DEC-99,10,"JMLAGRO",17-AUG-15 10.24.51.806000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000244,1000232,10-SEP-10,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000283,1000234,13-DEC-10,"I",03-SEP-11,5,"JMLAGRO",17-AUG-15 10.24.51.717000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000306,1000235,01-JAN-11,"I",28-FEB-11,14,"DMOCK",12-OCT-16 01.25.59.642000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000329,1000236,15-OCT-10,"I",30-SEP-13,9,"JMLAGRO",17-AUG-15 10.24.51.755000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000331,1000238,01-NOV-10,"I",19-DEC-12,5,"JMLAGRO",17-AUG-15 10.24.51.482000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000332,1000239,14-FEB-11,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000345,1000240,15-FEB-11,"I",01-FEB-15,13,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.31.608002000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000378,1000243,11-MAR-11,"I",31-DEC-99,12,"Sanford_Cleanup",03-SEP-15 09.49.18.384060000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000385,1000244,01-OCT-13,"I",30-JUN-22,7,"ANDOLL",24-NOV-23 08.54.37.112000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000386,1000245,04-FEB-11,"I",24-OCT-12,5,"JMLAGRO",17-AUG-15 10.24.51.764000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000387,1000246,21-JAN-11,"I",02-JAN-16,7,"B-Term-Prov-Trigger_1956525.00",11-MAY-18 06.01.53.438410000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000390,1000248,03-JAN-11,"I",06-SEP-11,5,"JMLAGRO",17-AUG-15 10.24.51.506000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000391,1000249,13-DEC-10,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000401,1000252,24-JAN-11,"I",14-DEC-11,5,"JMLAGRO",17-AUG-15 10.24.51.515000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000404,1000254,17-JAN-11,"M",08-AUG-11,9,"DATA_FFIX_PCPIndicator",17-AUG-15 10.24.51.542000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000409,1000256,22-DEC-10,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000416,1000257,11-OCT-10,"I",30-SEP-13,5,"JMLAGRO",17-AUG-15 10.24.51.765000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000417,1000258,11-OCT-10,"I",31-DEC-99,6,"JMLAGRO",17-AUG-15 10.24.51.778000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000469,1000260,16-MAY-11,"I",28-JAN-14,20,"JMLAGRO",17-AUG-15 10.24.51.575000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000470,1000261,08-OCT-10,"I",02-APR-15,14,"JMLAGRO",17-AUG-15 10.24.51.720000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000560,1000262,04-NOV-10,"I",22-SEP-11,7,"JMLAGRO",17-AUG-15 10.24.51.803000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000567,1000263,02-MAY-11,"M",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000570,1000264,01-JUL-11,"I",01-OCT-19,15,"RRUD",06-OCT-20 10.43.19.893000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000578,1000267,01-JUL-11,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000580,1000268,01-JUN-92,"M",31-DEC-99,12,"DataFix_ESPRD01189625_revert",02-DEC-16 04.59.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000582,1000269,01-JUL-11,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.23.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000594,1000275,01-JUL-11,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000649,1000278,01-JUL-11,"M",11-JAN-16,13,"DMOCK",23-JUL-18 08.41.56.428000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000650,1000279,01-JUL-11,"M",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000655,1000281,01-MAR-11,"M",30-SEP-13,12,"JMLAGRO",17-AUG-15 10.24.51.968000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000706,1000289,18-JUL-11,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1000734,1000290,01-JUL-11,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1160629,1000584,11-AUG-03,"I",12-DEC-12,5,"JMLAGRO",17-AUG-15 10.24.52.000000000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1160739,1000586,01-JUL-03,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1160755,1000588,02-SEP-03,"M",01-NOV-11,15,"DMOCK",15-DEC-16 12.41.43.093000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1160809,1000589,01-JUL-03,"I",04-OCT-15,5,"CR1906_SET_MBRENDDT_4OCT15",27-AUG-15 12.07.24.000000000 PM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
1000368,1160910,1000592,01-JUL-03,"I",01-JUL-14,12,"Sanford_Cleanup",03-SEP-15 09.35.56.367462000 AM,"Provider Conversion",28-MAR-13 03.56.36.000000000 AM
