"P_SYS_ID","P_ENDRSMNT_CD","P_ENDRSMNT_NAM","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1281211,"A","Exercise",0,"guestUser",22-NOV-13 04.32.11.604000000 PM,"guestUser",22-NOV-13 04.32.11.604000000 PM
1281711,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",07-JAN-14 12.45.42.536000000 PM,"guestUser",07-JAN-14 12.45.42.536000000 PM
1281711,"C","Ted Stockings",0,"guestUser",07-JAN-14 12.45.42.536000000 PM,"guestUser",07-JAN-14 12.45.42.536000000 PM
1281711,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",07-JAN-14 12.45.42.536000000 PM,"guestUser",07-JAN-14 12.45.42.536000000 PM
1281711,"B","Catheter",0,"guestUser",07-JAN-14 12.45.42.537000000 PM,"guestUser",07-JAN-14 12.45.42.537000000 PM
1281711,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 12.45.42.537000000 PM,"guestUser",07-JAN-14 12.45.42.537000000 PM
1281711,"A","Exercise",0,"guestUser",07-JAN-14 12.45.42.537000000 PM,"guestUser",07-JAN-14 12.45.42.537000000 PM
1281711,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",07-JAN-14 12.45.42.538000000 PM,"guestUser",07-JAN-14 12.45.42.538000000 PM
1281724,"E","Suppository, Non-prescription",0,"guestUser",07-JAN-14 02.43.28.103000000 PM,"guestUser",07-JAN-14 02.43.28.103000000 PM
1281724,"D","Medical Gasses, Oxygen Only",0,"guestUser",07-JAN-14 02.43.28.103000000 PM,"guestUser",07-JAN-14 02.43.28.103000000 PM
1281708,"F","Hoyer Lift/Mechanized Bath Chair",0,"NMAIER",07-JAN-14 11.49.45.487000000 AM,"NMAIER",07-JAN-14 11.49.45.487000000 AM
1281724,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",07-JAN-14 02.43.28.103000000 PM,"guestUser",07-JAN-14 02.43.28.103000000 PM
1281724,"C","Ted Stockings",0,"guestUser",07-JAN-14 02.43.28.104000000 PM,"guestUser",07-JAN-14 02.43.28.104000000 PM
1281724,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",07-JAN-14 02.43.28.104000000 PM,"guestUser",07-JAN-14 02.43.28.104000000 PM
1281727,"E","Suppository, Non-prescription",0,"guestUser",07-JAN-14 03.06.45.089000000 PM,"guestUser",07-JAN-14 03.06.45.089000000 PM
1281727,"D","Medical Gasses, Oxygen Only",0,"guestUser",07-JAN-14 03.06.45.089000000 PM,"guestUser",07-JAN-14 03.06.45.089000000 PM
1281727,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",07-JAN-14 03.06.45.089000000 PM,"guestUser",07-JAN-14 03.06.45.089000000 PM
1281727,"C","Ted Stockings",0,"guestUser",07-JAN-14 03.06.45.090000000 PM,"guestUser",07-JAN-14 03.06.45.090000000 PM
1281727,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",07-JAN-14 03.06.45.090000000 PM,"guestUser",07-JAN-14 03.06.45.090000000 PM
1281724,"B","Catheter",0,"guestUser",07-JAN-14 02.43.28.104000000 PM,"guestUser",07-JAN-14 02.43.28.104000000 PM
1281724,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 02.43.28.105000000 PM,"guestUser",07-JAN-14 02.43.28.105000000 PM
1281724,"A","Exercise",0,"guestUser",07-JAN-14 02.43.28.105000000 PM,"guestUser",07-JAN-14 02.43.28.105000000 PM
1281724,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",07-JAN-14 02.43.28.105000000 PM,"guestUser",07-JAN-14 02.43.28.105000000 PM
1281727,"B","Catheter",0,"guestUser",07-JAN-14 03.06.45.090000000 PM,"guestUser",07-JAN-14 03.06.45.090000000 PM
1281727,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 03.06.45.091000000 PM,"guestUser",07-JAN-14 03.06.45.091000000 PM
1281727,"A","Exercise",0,"guestUser",07-JAN-14 03.06.45.091000000 PM,"guestUser",07-JAN-14 03.06.45.091000000 PM
1281727,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",07-JAN-14 03.06.45.091000000 PM,"guestUser",07-JAN-14 03.06.45.091000000 PM
1281729,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",07-JAN-14 03.20.03.205000000 PM,"guestUser",07-JAN-14 03.20.03.205000000 PM
1281729,"A","Exercise",0,"guestUser",07-JAN-14 03.20.03.205000000 PM,"guestUser",07-JAN-14 03.20.03.205000000 PM
1281739,"E","Suppository, Non-prescription",0,"guestUser",07-JAN-14 04.37.24.082000000 PM,"guestUser",07-JAN-14 04.37.24.082000000 PM
1281739,"D","Medical Gasses, Oxygen Only",0,"guestUser",07-JAN-14 04.37.24.082000000 PM,"guestUser",07-JAN-14 04.37.24.082000000 PM
1281739,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",07-JAN-14 04.37.24.083000000 PM,"guestUser",07-JAN-14 04.37.24.083000000 PM
1281739,"C","Ted Stockings",0,"guestUser",07-JAN-14 04.37.24.083000000 PM,"guestUser",07-JAN-14 04.37.24.083000000 PM
1281739,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",07-JAN-14 04.37.24.083000000 PM,"guestUser",07-JAN-14 04.37.24.083000000 PM
1281739,"B","Catheter",0,"guestUser",07-JAN-14 04.37.24.084000000 PM,"guestUser",07-JAN-14 04.37.24.084000000 PM
1281739,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 04.37.24.084000000 PM,"guestUser",07-JAN-14 04.37.24.084000000 PM
1281741,"G","Cognitive/Supervision",0,"guestUser",08-JAN-14 09.13.29.201000000 AM,"guestUser",08-JAN-14 09.13.29.201000000 AM
1281741,"D","Medical Gasses, Oxygen Only",0,"guestUser",08-JAN-14 09.13.29.202000000 AM,"guestUser",08-JAN-14 09.13.29.202000000 AM
1281739,"A","Exercise",0,"guestUser",07-JAN-14 04.37.24.084000000 PM,"guestUser",07-JAN-14 04.37.24.084000000 PM
1281739,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",07-JAN-14 04.37.24.085000000 PM,"guestUser",07-JAN-14 04.37.24.085000000 PM
1281741,"A","Exercise",0,"guestUser",08-JAN-14 09.13.29.202000000 AM,"guestUser",08-JAN-14 09.13.29.202000000 AM
1281741,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",08-JAN-14 09.13.29.202000000 AM,"guestUser",08-JAN-14 09.13.29.202000000 AM
1281741,"C","Ted Stockings",0,"guestUser",08-JAN-14 09.13.29.202000000 AM,"guestUser",08-JAN-14 09.13.29.202000000 AM
1281768,"E","Suppository, Non-prescription",0,"guestUser",08-JAN-14 03.23.21.932000000 PM,"guestUser",08-JAN-14 03.23.21.932000000 PM
1281768,"D","Medical Gasses, Oxygen Only",0,"guestUser",08-JAN-14 03.23.21.932000000 PM,"guestUser",08-JAN-14 03.23.21.932000000 PM
1281768,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",08-JAN-14 03.23.21.932000000 PM,"guestUser",08-JAN-14 03.23.21.932000000 PM
1281768,"C","Ted Stockings",0,"guestUser",08-JAN-14 03.23.21.933000000 PM,"guestUser",08-JAN-14 03.23.21.933000000 PM
1281768,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",08-JAN-14 03.23.21.933000000 PM,"guestUser",08-JAN-14 03.23.21.933000000 PM
1281768,"B","Catheter",0,"guestUser",08-JAN-14 03.23.21.933000000 PM,"guestUser",08-JAN-14 03.23.21.933000000 PM
1281768,"G","Cognitive/Supervision",0,"guestUser",08-JAN-14 03.23.21.934000000 PM,"guestUser",08-JAN-14 03.23.21.934000000 PM
1281768,"A","Exercise",0,"guestUser",08-JAN-14 03.23.21.934000000 PM,"guestUser",08-JAN-14 03.23.21.934000000 PM
1281768,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",08-JAN-14 03.23.21.934000000 PM,"guestUser",08-JAN-14 03.23.21.934000000 PM
1276782,"E","Suppository, Non-prescription",0,"guestUser",10-APR-13 09.06.17.452000000 AM,"guestUser",10-APR-13 09.06.17.452000000 AM
1276782,"D","Medical Gasses, Oxygen Only",0,"guestUser",10-APR-13 09.06.17.452000000 AM,"guestUser",10-APR-13 09.06.17.452000000 AM
1276782,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",10-APR-13 09.06.17.452000000 AM,"guestUser",10-APR-13 09.06.17.452000000 AM
1276782,"C","Ted Stockings",0,"guestUser",10-APR-13 09.06.17.452000000 AM,"guestUser",10-APR-13 09.06.17.452000000 AM
1276782,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",10-APR-13 09.06.17.453000000 AM,"guestUser",10-APR-13 09.06.17.453000000 AM
1276782,"B","Catheter",0,"guestUser",10-APR-13 09.06.17.453000000 AM,"guestUser",10-APR-13 09.06.17.453000000 AM
1276782,"G","Cognitive/Supervision",0,"guestUser",10-APR-13 09.06.17.453000000 AM,"guestUser",10-APR-13 09.06.17.453000000 AM
1276782,"A","Exercise",0,"guestUser",10-APR-13 09.06.17.453000000 AM,"guestUser",10-APR-13 09.06.17.453000000 AM
1276782,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",10-APR-13 09.06.17.454000000 AM,"guestUser",10-APR-13 09.06.17.454000000 AM
1281204,"E","Suppository, Non-prescription",0,"guestUser",22-NOV-13 03.19.13.924000000 PM,"guestUser",22-NOV-13 03.19.13.924000000 PM
1281204,"D","Medical Gasses, Oxygen Only",0,"guestUser",22-NOV-13 03.19.13.924000000 PM,"guestUser",22-NOV-13 03.19.13.924000000 PM
1281204,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",22-NOV-13 03.19.13.925000000 PM,"guestUser",22-NOV-13 03.19.13.925000000 PM
1281204,"C","Ted Stockings",0,"guestUser",22-NOV-13 03.19.13.925000000 PM,"guestUser",22-NOV-13 03.19.13.925000000 PM
1281204,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",22-NOV-13 03.19.13.925000000 PM,"guestUser",22-NOV-13 03.19.13.925000000 PM
1281204,"B","Catheter",0,"guestUser",22-NOV-13 03.19.13.925000000 PM,"guestUser",22-NOV-13 03.19.13.925000000 PM
1278163,"E","Suppository, Non-prescription",0,"guestUser",24-JUN-13 01.41.28.543000000 PM,"guestUser",24-JUN-13 01.41.28.543000000 PM
1278163,"D","Medical Gasses, Oxygen Only",0,"guestUser",24-JUN-13 01.41.28.543000000 PM,"guestUser",24-JUN-13 01.41.28.543000000 PM
1278163,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",24-JUN-13 01.41.28.543000000 PM,"guestUser",24-JUN-13 01.41.28.543000000 PM
1278163,"C","Ted Stockings",0,"guestUser",24-JUN-13 01.41.28.544000000 PM,"guestUser",24-JUN-13 01.41.28.544000000 PM
1278163,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",24-JUN-13 01.41.28.544000000 PM,"guestUser",24-JUN-13 01.41.28.544000000 PM
1278163,"B","Catheter",0,"guestUser",24-JUN-13 01.41.28.544000000 PM,"guestUser",24-JUN-13 01.41.28.544000000 PM
1278163,"G","Cognitive/Supervision",0,"guestUser",24-JUN-13 01.41.28.544000000 PM,"guestUser",24-JUN-13 01.41.28.544000000 PM
1281204,"G","Cognitive/Supervision",0,"guestUser",22-NOV-13 03.19.13.926000000 PM,"guestUser",22-NOV-13 03.19.13.926000000 PM
1281204,"A","Exercise",0,"guestUser",22-NOV-13 03.19.13.926000000 PM,"guestUser",22-NOV-13 03.19.13.926000000 PM
1278163,"A","Exercise",0,"guestUser",24-JUN-13 01.41.28.545000000 PM,"guestUser",24-JUN-13 01.41.28.545000000 PM
1278163,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",24-JUN-13 01.41.28.545000000 PM,"guestUser",24-JUN-13 01.41.28.545000000 PM
1281705,"E","Suppository, Non-prescription",0,"guestUser",07-JAN-14 10.53.58.573000000 AM,"guestUser",07-JAN-14 10.53.58.573000000 AM
1281705,"D","Medical Gasses, Oxygen Only",0,"guestUser",07-JAN-14 10.53.58.574000000 AM,"guestUser",07-JAN-14 10.53.58.574000000 AM
1281705,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",07-JAN-14 10.53.58.574000000 AM,"guestUser",07-JAN-14 10.53.58.574000000 AM
1281705,"C","Ted Stockings",0,"guestUser",07-JAN-14 10.53.58.574000000 AM,"guestUser",07-JAN-14 10.53.58.574000000 AM
1281204,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",22-NOV-13 03.19.13.926000000 PM,"guestUser",22-NOV-13 03.19.13.926000000 PM
1281705,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",07-JAN-14 10.53.58.575000000 AM,"guestUser",07-JAN-14 10.53.58.575000000 AM
1281705,"B","Catheter",0,"guestUser",07-JAN-14 10.53.58.575000000 AM,"guestUser",07-JAN-14 10.53.58.575000000 AM
1281705,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 10.53.58.575000000 AM,"guestUser",07-JAN-14 10.53.58.575000000 AM
1281705,"A","Exercise",0,"guestUser",07-JAN-14 10.53.58.576000000 AM,"guestUser",07-JAN-14 10.53.58.576000000 AM
1281705,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",07-JAN-14 10.53.58.576000000 AM,"guestUser",07-JAN-14 10.53.58.576000000 AM
1281721,"E","Suppository, Non-prescription",0,"guestUser",07-JAN-14 02.24.57.498000000 PM,"guestUser",07-JAN-14 02.24.57.498000000 PM
1281721,"D","Medical Gasses, Oxygen Only",0,"guestUser",07-JAN-14 02.24.57.498000000 PM,"guestUser",07-JAN-14 02.24.57.498000000 PM
1281721,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",07-JAN-14 02.24.57.499000000 PM,"guestUser",07-JAN-14 02.24.57.499000000 PM
1281721,"C","Ted Stockings",0,"guestUser",07-JAN-14 02.24.57.499000000 PM,"guestUser",07-JAN-14 02.24.57.499000000 PM
1281721,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",07-JAN-14 02.24.57.499000000 PM,"guestUser",07-JAN-14 02.24.57.499000000 PM
1281721,"B","Catheter",0,"guestUser",07-JAN-14 02.24.57.500000000 PM,"guestUser",07-JAN-14 02.24.57.500000000 PM
1281721,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 02.24.57.500000000 PM,"guestUser",07-JAN-14 02.24.57.500000000 PM
1281721,"A","Exercise",0,"guestUser",07-JAN-14 02.24.57.500000000 PM,"guestUser",07-JAN-14 02.24.57.500000000 PM
1281721,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",07-JAN-14 02.24.57.500000000 PM,"guestUser",07-JAN-14 02.24.57.500000000 PM
1281752,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",08-JAN-14 11.15.22.938000000 AM,"guestUser",08-JAN-14 11.15.22.938000000 AM
1281740,"G","Cognitive/Supervision",0,"guestUser",08-JAN-14 08.36.34.439000000 AM,"guestUser",08-JAN-14 08.36.34.439000000 AM
1281742,"E","Suppository, Non-prescription",0,"guestUser",08-JAN-14 09.26.27.192000000 AM,"guestUser",08-JAN-14 09.26.27.192000000 AM
1281742,"D","Medical Gasses, Oxygen Only",0,"guestUser",08-JAN-14 09.26.27.192000000 AM,"guestUser",08-JAN-14 09.26.27.192000000 AM
1281742,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",08-JAN-14 09.26.27.193000000 AM,"guestUser",08-JAN-14 09.26.27.193000000 AM
1281742,"C","Ted Stockings",0,"guestUser",08-JAN-14 09.26.27.193000000 AM,"guestUser",08-JAN-14 09.26.27.193000000 AM
1281742,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",08-JAN-14 09.26.27.193000000 AM,"guestUser",08-JAN-14 09.26.27.193000000 AM
1281742,"B","Catheter",0,"guestUser",08-JAN-14 09.26.27.193000000 AM,"guestUser",08-JAN-14 09.26.27.193000000 AM
1281742,"G","Cognitive/Supervision",0,"guestUser",08-JAN-14 09.26.27.194000000 AM,"guestUser",08-JAN-14 09.26.27.194000000 AM
1281742,"A","Exercise",0,"guestUser",08-JAN-14 09.26.27.194000000 AM,"guestUser",08-JAN-14 09.26.27.194000000 AM
1281742,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",08-JAN-14 09.26.27.194000000 AM,"guestUser",08-JAN-14 09.26.27.194000000 AM
1281752,"A","Exercise",0,"guestUser",08-JAN-14 11.15.22.938000000 AM,"guestUser",08-JAN-14 11.15.22.938000000 AM
1281752,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",08-JAN-14 11.15.22.938000000 AM,"guestUser",08-JAN-14 11.15.22.938000000 AM
1281752,"C","Ted Stockings",0,"guestUser",08-JAN-14 11.15.22.938000000 AM,"guestUser",08-JAN-14 11.15.22.938000000 AM
1281756,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",08-JAN-14 12.50.45.004000000 PM,"guestUser",08-JAN-14 12.50.45.004000000 PM
1281756,"G","Cognitive/Supervision",0,"guestUser",08-JAN-14 12.50.45.005000000 PM,"guestUser",08-JAN-14 12.50.45.005000000 PM
1281756,"D","Medical Gasses, Oxygen Only",0,"guestUser",08-JAN-14 12.50.45.005000000 PM,"guestUser",08-JAN-14 12.50.45.005000000 PM
1281756,"A","Exercise",0,"guestUser",08-JAN-14 12.50.45.005000000 PM,"guestUser",08-JAN-14 12.50.45.005000000 PM
1281744,"E","Suppository, Non-prescription",0,"guestUser",08-JAN-14 09.43.15.882000000 AM,"guestUser",08-JAN-14 09.43.15.882000000 AM
1281744,"D","Medical Gasses, Oxygen Only",0,"guestUser",08-JAN-14 09.43.15.882000000 AM,"guestUser",08-JAN-14 09.43.15.882000000 AM
1281744,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",08-JAN-14 09.43.15.882000000 AM,"guestUser",08-JAN-14 09.43.15.882000000 AM
1281744,"C","Ted Stockings",0,"guestUser",08-JAN-14 09.43.15.883000000 AM,"guestUser",08-JAN-14 09.43.15.883000000 AM
1281744,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",08-JAN-14 09.43.15.883000000 AM,"guestUser",08-JAN-14 09.43.15.883000000 AM
1281744,"B","Catheter",0,"guestUser",08-JAN-14 09.43.15.883000000 AM,"guestUser",08-JAN-14 09.43.15.883000000 AM
1281744,"G","Cognitive/Supervision",0,"guestUser",08-JAN-14 09.43.15.883000000 AM,"guestUser",08-JAN-14 09.43.15.883000000 AM
1281744,"A","Exercise",0,"guestUser",08-JAN-14 09.43.15.884000000 AM,"guestUser",08-JAN-14 09.43.15.884000000 AM
1281744,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",08-JAN-14 09.43.15.884000000 AM,"guestUser",08-JAN-14 09.43.15.884000000 AM
1281799,"E","Suppository, Non-prescription",0,"guestUser",09-JAN-14 04.17.49.092000000 PM,"guestUser",09-JAN-14 04.17.49.092000000 PM
1281799,"D","Medical Gasses, Oxygen Only",0,"guestUser",09-JAN-14 04.17.49.092000000 PM,"guestUser",09-JAN-14 04.17.49.092000000 PM
1281799,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",09-JAN-14 04.17.49.093000000 PM,"guestUser",09-JAN-14 04.17.49.093000000 PM
1281756,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",08-JAN-14 12.50.45.006000000 PM,"guestUser",08-JAN-14 12.50.45.006000000 PM
1281756,"C","Ted Stockings",0,"guestUser",08-JAN-14 12.50.45.006000000 PM,"guestUser",08-JAN-14 12.50.45.006000000 PM
1281799,"C","Ted Stockings",0,"guestUser",09-JAN-14 04.17.49.093000000 PM,"guestUser",09-JAN-14 04.17.49.093000000 PM
1281799,"B","Catheter",0,"guestUser",09-JAN-14 04.17.49.093000000 PM,"guestUser",09-JAN-14 04.17.49.093000000 PM
1281799,"G","Cognitive/Supervision",0,"guestUser",09-JAN-14 04.17.49.093000000 PM,"guestUser",09-JAN-14 04.17.49.093000000 PM
1281799,"A","Exercise",0,"guestUser",09-JAN-14 04.17.49.094000000 PM,"guestUser",09-JAN-14 04.17.49.094000000 PM
1281707,"E","Suppository, Non-prescription",0,"guestUser",07-JAN-14 11.08.40.281000000 AM,"guestUser",07-JAN-14 11.08.40.281000000 AM
1281737,"A","Exercise",0,"guestUser",07-JAN-14 04.23.08.044000000 PM,"guestUser",07-JAN-14 04.23.08.044000000 PM
1281737,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",07-JAN-14 04.23.08.044000000 PM,"guestUser",07-JAN-14 04.23.08.044000000 PM
1281737,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 04.23.08.044000000 PM,"guestUser",07-JAN-14 04.23.08.044000000 PM
1278219,"E","Suppository, Non-prescription",0,"NMAIER",26-JUN-13 03.28.03.079000000 PM,"NMAIER",26-JUN-13 03.28.03.079000000 PM
1278219,"B","Catheter",0,"NMAIER",26-JUN-13 03.28.03.079000000 PM,"NMAIER",26-JUN-13 03.28.03.079000000 PM
1278219,"D","Medical Gasses, Oxygen Only",0,"NMAIER",26-JUN-13 03.28.03.079000000 PM,"NMAIER",26-JUN-13 03.28.03.079000000 PM
1278219,"A","Exercise",0,"NMAIER",26-JUN-13 03.28.03.080000000 PM,"NMAIER",26-JUN-13 03.28.03.080000000 PM
1281718,"E","Suppository, Non-prescription",0,"guestUser",07-JAN-14 01.40.41.146000000 PM,"guestUser",07-JAN-14 01.40.41.146000000 PM
1281718,"B","Catheter",0,"guestUser",07-JAN-14 01.40.41.147000000 PM,"guestUser",07-JAN-14 01.40.41.147000000 PM
1281718,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 01.40.41.147000000 PM,"guestUser",07-JAN-14 01.40.41.147000000 PM
1281707,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",07-JAN-14 11.08.40.281000000 AM,"guestUser",07-JAN-14 11.08.40.281000000 AM
1281707,"C","Ted Stockings",0,"guestUser",07-JAN-14 11.08.40.282000000 AM,"guestUser",07-JAN-14 11.08.40.282000000 AM
1281707,"H","Prosthesis/Orthotics/Adaptive Devices",0,"guestUser",07-JAN-14 11.08.40.282000000 AM,"guestUser",07-JAN-14 11.08.40.282000000 AM
1281707,"G","Cognitive/Supervision",0,"guestUser",07-JAN-14 11.08.40.282000000 AM,"guestUser",07-JAN-14 11.08.40.282000000 AM
1281707,"A","Exercise",0,"guestUser",07-JAN-14 11.08.40.283000000 AM,"guestUser",07-JAN-14 11.08.40.283000000 AM
1281707,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",07-JAN-14 11.08.40.283000000 AM,"guestUser",07-JAN-14 11.08.40.283000000 AM
1281820,"E","Suppository, Non-prescription",0,"guestUser",10-JAN-14 11.08.18.717000000 AM,"guestUser",10-JAN-14 11.08.18.717000000 AM
1281820,"D","Medical Gasses, Oxygen Only",0,"guestUser",10-JAN-14 11.08.18.718000000 AM,"guestUser",10-JAN-14 11.08.18.718000000 AM
1281718,"A","Exercise",0,"guestUser",07-JAN-14 01.40.41.148000000 PM,"guestUser",07-JAN-14 01.40.41.148000000 PM
1281718,"F","Hoyer Lift/Mechanized Bath Chair",0,"guestUser",07-JAN-14 01.40.41.148000000 PM,"guestUser",07-JAN-14 01.40.41.148000000 PM
1281820,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",10-JAN-14 11.08.18.718000000 AM,"guestUser",10-JAN-14 11.08.18.718000000 AM
1281770,"E","Suppository, Non-prescription",0,"guestUser",08-JAN-14 03.34.30.370000000 PM,"guestUser",08-JAN-14 03.34.30.370000000 PM
1281770,"D","Medical Gasses, Oxygen Only",0,"guestUser",08-JAN-14 03.34.30.370000000 PM,"guestUser",08-JAN-14 03.34.30.370000000 PM
1281770,"I","Temp/Blood Pres/Respiration Rate/Pulse",0,"guestUser",08-JAN-14 03.34.30.371000000 PM,"guestUser",08-JAN-14 03.34.30.371000000 PM
