"P_SYS_ID","P_INTERP_SVC_SK","P_INTERP_SVC_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1281327,29906,"B",0,"guestUser",28-MAY-14 08.35.23.837000000 AM,"guestUser",02-DEC-13 11.44.00.045000000 AM
1281327,29907,"O",0,"guestUser",28-MAY-14 08.35.23.836000000 AM,"guestUser",02-DEC-13 11.44.00.046000000 AM
1281327,29908,"X",0,"guestUser",28-MAY-14 08.35.23.838000000 AM,"guestUser",02-DEC-13 11.44.00.046000000 AM
1281327,29909,"S",0,"guestUser",28-MAY-14 08.35.23.837000000 AM,"guestUser",02-DEC-13 11.44.00.047000000 AM
1281327,29910,"T",0,"guestUser",28-MAY-14 08.35.23.837000000 AM,"guestUser",02-DEC-13 11.44.00.047000000 AM
1281348,29917,"X",0,"MMANYGUNS",27-MAR-15 04.32.36.653000000 PM,"guestUser",03-DEC-13 04.55.59.724000000 PM
1281500,29940,"T",0,"guestUser",17-DEC-13 09.11.40.522000000 AM,"guestUser",16-DEC-13 12.33.04.636000000 PM
1153782,29945,"B",0,"JMLAGRO",11-JUL-14 11.11.37.957000000 AM,"guestUser",16-DEC-13 02.44.29.263000000 PM
1153782,29946,"O",0,"JMLAGRO",11-JUL-14 11.11.37.957000000 AM,"guestUser",16-DEC-13 02.44.29.266000000 PM
1153782,29947,"S",0,"JMLAGRO",11-JUL-14 11.11.37.957000000 AM,"guestUser",16-DEC-13 02.44.29.266000000 PM
1281544,29968,"T",0,"guestUser",19-DEC-13 08.53.32.571000000 AM,"guestUser",18-DEC-13 04.14.13.581000000 PM
1281551,29976,"T",0,"guestUser",29-JUL-14 11.25.01.284000000 AM,"guestUser",19-DEC-13 09.29.09.118000000 AM
1281639,29984,"T",0,"guestUser",30-DEC-13 05.48.18.945000000 PM,"guestUser",30-DEC-13 05.43.22.002000000 PM
1281702,29994,"T",0,"PJHEID",28-JUL-15 09.18.21.526000000 AM,"guestUser",07-JAN-14 09.58.03.259000000 AM
1281894,30002,"O",0,"MMANYGUNS",02-MAR-15 04.17.51.202000000 PM,"guestUser",14-JAN-14 10.33.06.900000000 AM
1281894,30003,"S",0,"MMANYGUNS",02-MAR-15 04.17.51.202000000 PM,"guestUser",14-JAN-14 10.33.06.900000000 AM
1281903,30006,"T",0,"guestUser",14-JAN-14 11.20.06.535000000 AM,"guestUser",14-JAN-14 11.09.37.959000000 AM
1282320,30028,"B",0,"guestUser",28-MAY-14 01.02.28.759000000 PM,"guestUser",27-JAN-14 03.06.04.576000000 PM
1282320,30029,"O",0,"guestUser",28-MAY-14 01.02.28.760000000 PM,"guestUser",27-JAN-14 03.06.04.576000000 PM
1282320,30030,"X",0,"guestUser",28-MAY-14 01.02.28.760000000 PM,"guestUser",27-JAN-14 03.06.04.577000000 PM
1282320,30031,"S",0,"guestUser",28-MAY-14 01.02.28.760000000 PM,"guestUser",27-JAN-14 03.06.04.578000000 PM
1282320,30032,"T",0,"guestUser",28-MAY-14 01.02.28.760000000 PM,"guestUser",27-JAN-14 03.06.04.580000000 PM
1282316,30033,"T",0,"guestUser",27-JAN-14 04.32.37.541000000 PM,"guestUser",27-JAN-14 03.21.17.918000000 PM
1282148,30035,"O",0,"guestUser",28-JAN-14 04.27.28.888000000 PM,"guestUser",28-JAN-14 04.25.14.509000000 PM
1282203,30036,"O",0,"guestUser",28-JAN-14 05.01.29.178000000 PM,"guestUser",28-JAN-14 04.58.47.935000000 PM
1282179,30037,"O",0,"guestUser",28-JAN-14 05.32.33.364000000 PM,"guestUser",28-JAN-14 05.30.30.737000000 PM
1282434,30038,"B",0,"guestUser",31-JAN-14 01.00.12.709000000 PM,"guestUser",29-JAN-14 06.09.51.045000000 PM
1282434,30039,"O",0,"guestUser",31-JAN-14 01.00.12.709000000 PM,"guestUser",29-JAN-14 06.09.51.045000000 PM
1282434,30040,"S",0,"guestUser",31-JAN-14 01.00.12.708000000 PM,"guestUser",29-JAN-14 06.09.51.045000000 PM
1282434,30041,"T",0,"guestUser",31-JAN-14 01.00.12.709000000 PM,"guestUser",29-JAN-14 06.09.51.046000000 PM
1282450,30051,"T",0,"JMLAGRO",20-JUL-15 12.49.27.704000000 PM,"guestUser",30-JAN-14 10.46.59.873000000 AM
1164538,30058,"O",0,"guestUser",02-FEB-14 11.54.18.789000000 PM,"guestUser",02-FEB-14 11.54.18.789000000 PM
1282157,30064,"O",0,"guestUser",04-FEB-14 04.46.12.117000000 PM,"guestUser",04-FEB-14 04.42.16.575000000 PM
1282556,30083,"O",0,"guestUser",11-FEB-14 08.50.45.920000000 AM,"guestUser",09-FEB-14 12.29.22.971000000 PM
1282584,30084,"O",0,"guestUser",11-FEB-14 08.53.06.824000000 AM,"guestUser",09-FEB-14 12.46.04.007000000 PM
1000306,30088,"O",0,"ESTHERSHAHPAR",12-NOV-14 02.27.23.785000000 PM,"guestUser",09-FEB-14 02.14.28.110000000 PM
1157057,30090,"O",0,"MAURICIOPENERAND",27-JUL-15 03.55.23.556000000 PM,"guestUser",09-FEB-14 02.46.21.152000000 PM
1282742,30098,"O",0,"guestUser",14-FEB-14 03.25.21.629000000 PM,"guestUser",14-FEB-14 03.19.26.506000000 PM
1282742,30099,"T",0,"guestUser",14-FEB-14 03.25.21.628000000 PM,"guestUser",14-FEB-14 03.19.26.507000000 PM
1282881,30122,"T",0,"guestUser",21-FEB-14 04.13.21.580000000 PM,"guestUser",21-FEB-14 04.09.06.256000000 PM
1282902,30125,"T",0,"guestUser",24-FEB-14 01.46.24.767000000 PM,"guestUser",24-FEB-14 01.44.49.048000000 PM
1003723,30127,"T",0,"ESTHERSHAHPAR",12-NOV-14 01.51.59.745000000 PM,"guestUser",24-FEB-14 03.49.23.906000000 PM
1155664,30133,"O",0,"JMLAGRO",17-JUN-15 03.50.01.698000000 PM,"guestUser",25-FEB-14 12.50.56.455000000 PM
1155664,30134,"S",0,"JMLAGRO",17-JUN-15 03.50.01.698000000 PM,"guestUser",25-FEB-14 12.50.56.455000000 PM
1187802,30135,"T",0,"JMLAGRO",03-AUG-15 02.35.17.472000000 PM,"guestUser",25-FEB-14 01.27.13.259000000 PM
1001413,30136,"T",0,"ESTHERSHAHPAR",12-NOV-14 01.49.40.183000000 PM,"guestUser",25-FEB-14 02.48.08.535000000 PM
1003725,30137,"T",0,"ESTHERSHAHPAR",04-AUG-15 03.24.31.959000000 PM,"guestUser",25-FEB-14 04.36.18.364000000 PM
1282951,30141,"O",0,"guestUser",26-FEB-14 09.19.17.222000000 AM,"guestUser",26-FEB-14 09.19.17.222000000 AM
1282951,30142,"T",0,"guestUser",26-FEB-14 09.19.17.223000000 AM,"guestUser",26-FEB-14 09.19.17.223000000 AM
1282955,30148,"O",0,"SHERSAYLER",12-SEP-14 09.28.46.418000000 AM,"guestUser",26-FEB-14 03.22.42.689000000 PM
1282955,30149,"T",0,"SHERSAYLER",12-SEP-14 09.28.46.418000000 AM,"guestUser",26-FEB-14 03.22.42.690000000 PM
1191389,30150,"O",0,"JMLAGRO",23-JUL-15 02.55.53.208000000 PM,"guestUser",27-FEB-14 07.22.11.403000000 AM
1158652,30152,"T",0,"KWOODALL",17-OCT-14 02.52.26.641000000 PM,"guestUser",27-FEB-14 04.47.13.759000000 PM
1001636,30153,"T",0,"USHASHA",31-JUL-15 04.47.36.597000000 PM,"guestUser",28-FEB-14 05.44.37.947000000 PM
1163222,30155,"T",0,"JMLAGRO",21-AUG-15 11.22.00.515000000 AM,"guestUser",28-FEB-14 06.23.09.180000000 PM
1162457,30156,"T",0,"USHASHA",30-JUL-15 02.42.43.993000000 PM,"guestUser",28-FEB-14 06.36.09.896000000 PM
1162271,30157,"T",0,"ESTHERSHAHPAR",15-AUG-15 12.55.06.792000000 PM,"guestUser",28-FEB-14 06.53.30.449000000 PM
1160198,30158,"T",0,"PJHEID",30-JUL-15 08.54.52.363000000 AM,"guestUser",28-FEB-14 07.05.44.251000000 PM
1160210,30163,"T",0,"USHASHA",30-JUL-15 02.40.15.382000000 PM,"guestUser",01-MAR-14 11.02.59.559000000 AM
1160212,30165,"T",0,"ESTHERSHAHPAR",08-AUG-15 01.04.38.770000000 PM,"guestUser",01-MAR-14 11.39.15.609000000 AM
1000350,30166,"T",0,"ESTHERSHAHPAR",15-AUG-15 10.28.41.079000000 AM,"guestUser",01-MAR-14 11.58.43.506000000 AM
1000769,30167,"T",0,"JMLAGRO",20-JUL-15 12.52.14.279000000 PM,"guestUser",01-MAR-14 12.09.06.720000000 PM
1160214,30168,"T",0,"USHASHA",30-JUL-15 03.20.42.175000000 PM,"guestUser",01-MAR-14 12.25.13.618000000 PM
1161397,30173,"T",0,"USHASHA",30-JUL-15 02.22.47.656000000 PM,"guestUser",01-MAR-14 01.47.45.935000000 PM
1163128,30174,"T",0,"USHASHA",30-JUL-15 04.22.59.466000000 PM,"guestUser",01-MAR-14 01.47.59.081000000 PM
1160220,30175,"T",0,"USHASHA",30-JUL-15 04.33.10.459000000 PM,"guestUser",01-MAR-14 02.09.54.227000000 PM
1160601,30176,"T",0,"USHASHA",30-JUL-15 04.43.36.612000000 PM,"guestUser",01-MAR-14 02.16.08.590000000 PM
1165345,30177,"T",0,"PJHEID",29-JUL-15 08.58.19.645000000 PM,"guestUser",01-MAR-14 02.31.55.724000000 PM
1004149,30180,"T",0,"PJHEID",08-AUG-15 09.54.52.509000000 AM,"guestUser",01-MAR-14 03.24.39.959000000 PM
1160605,30181,"T",0,"USHASHA",30-JUL-15 04.56.09.100000000 PM,"guestUser",01-MAR-14 03.26.56.215000000 PM
1164435,30185,"T",0,"MAURICIOPENERAND",29-JUL-15 02.54.55.800000000 PM,"guestUser",03-MAR-14 01.57.01.677000000 PM
1169267,30188,"T",0,"USHASHA",30-JUL-15 01.47.33.234000000 PM,"guestUser",03-MAR-14 02.38.02.817000000 PM
1204219,30192,"T",0,"ESTHERSHAHPAR",12-NOV-14 01.30.22.181000000 PM,"guestUser",03-MAR-14 03.41.35.065000000 PM
1156336,30193,"T",0,"USHASHA",30-JUL-15 01.49.48.499000000 PM,"guestUser",03-MAR-14 03.48.52.582000000 PM
1004189,30194,"T",0,"USHASHA",28-JUL-15 01.33.49.197000000 PM,"guestUser",03-MAR-14 04.02.41.208000000 PM
1163249,30203,"T",0,"ESTHERSHAHPAR",24-JUL-15 04.35.20.239000000 PM,"guestUser",03-MAR-14 05.12.26.529000000 PM
1001011,30205,"S",0,"MAURICIOPENERAND",10-AUG-15 12.07.08.339000000 PM,"guestUser",03-MAR-14 05.48.38.912000000 PM
1160117,30207,"T",0,"ESTHERSHAHPAR",12-NOV-14 01.25.25.138000000 PM,"guestUser",03-MAR-14 06.34.47.457000000 PM
1169847,30209,"T",0,"ESTHERSHAHPAR",10-AUG-15 01.40.37.839000000 PM,"guestUser",03-MAR-14 07.04.05.630000000 PM
1169832,30210,"T",0,"CAROLREEVES",10-AUG-15 12.01.51.572000000 PM,"guestUser",03-MAR-14 07.32.38.153000000 PM
1190031,30214,"T",0,"JMLAGRO",20-APR-15 10.01.01.435000000 AM,"guestUser",04-MAR-14 02.20.18.842000000 PM
1001169,30216,"T",0,"MMANYGUNS",29-JUN-15 12.26.08.807000000 PM,"guestUser",04-MAR-14 03.03.57.207000000 PM
1001402,30217,"T",0,"guestUser",04-MAR-14 06.18.09.728000000 PM,"guestUser",04-MAR-14 06.18.09.728000000 PM
1190030,30219,"T",0,"JMLAGRO",20-APR-15 10.03.49.244000000 AM,"guestUser",05-MAR-14 04.10.17.223000000 PM
1001354,30222,"B",0,"guestUser",05-MAR-14 04.48.21.638000000 PM,"guestUser",05-MAR-14 04.48.21.638000000 PM
1001354,30223,"O",0,"guestUser",05-MAR-14 04.48.21.638000000 PM,"guestUser",05-MAR-14 04.48.21.638000000 PM
1153780,30224,"X",0,"JMLAGRO",04-AUG-15 11.18.04.427000000 AM,"guestUser",05-MAR-14 04.51.28.804000000 PM
1157792,30227,"T",0,"guestUser",05-MAR-14 06.05.30.780000000 PM,"guestUser",05-MAR-14 06.05.30.780000000 PM
1155311,30229,"O",0,"guestUser",06-MAR-14 09.28.23.951000000 AM,"guestUser",06-MAR-14 09.28.23.951000000 AM
1155311,30230,"B",0,"guestUser",06-MAR-14 09.28.23.951000000 AM,"guestUser",06-MAR-14 09.28.23.951000000 AM
1283180,30231,"B",0,"guestUser",09-JUN-14 10.01.05.906000000 AM,"guestUser",06-MAR-14 10.32.07.521000000 AM
1283180,30232,"O",0,"guestUser",09-JUN-14 10.01.05.906000000 AM,"guestUser",06-MAR-14 10.32.07.522000000 AM
1283180,30233,"S",0,"guestUser",09-JUN-14 10.01.05.907000000 AM,"guestUser",06-MAR-14 10.32.07.522000000 AM
1283180,30234,"T",0,"guestUser",09-JUN-14 10.01.05.906000000 AM,"guestUser",06-MAR-14 10.32.07.523000000 AM
1283180,30235,"X",0,"guestUser",09-JUN-14 10.01.05.905000000 AM,"guestUser",06-MAR-14 10.32.07.523000000 AM
1276847,29350,"X",0,"guestUser",14-JUN-13 11.43.35.917000000 AM,"guestUser",16-APR-13 03.34.13.088000000 PM
1276852,29352,"X",0,"guestUser",16-JUL-13 03.24.48.460000000 PM,"guestUser",17-APR-13 11.38.37.180000000 AM
1276845,29356,"T",0,"guestUser",18-JUN-13 10.46.46.177000000 AM,"guestUser",18-APR-13 08.23.42.788000000 AM
1277828,29431,"T",0,"guestUser",28-MAY-13 02.33.52.299000000 PM,"guestUser",28-MAY-13 02.19.58.659000000 PM
1277841,29437,"O",0,"guestUser",03-JUN-13 09.50.36.389000000 AM,"guestUser",29-MAY-13 10.20.07.629000000 AM
1277849,29439,"X",0,"guestUser",29-MAY-13 04.20.09.838000000 PM,"guestUser",29-MAY-13 02.16.32.632000000 PM
1277838,29440,"X",0,"guestUser",25-JUN-13 09.49.23.001000000 AM,"guestUser",29-MAY-13 02.23.07.642000000 PM
1277938,29456,"X",0,"guestUser",06-JUN-13 01.45.04.943000000 PM,"guestUser",06-JUN-13 01.31.53.388000000 PM
1277940,29457,"X",0,"guestUser",06-JUN-13 03.42.34.968000000 PM,"guestUser",06-JUN-13 02.16.55.485000000 PM
1278120,29469,"S",0,"guestUser",22-JUL-14 09.18.15.643000000 AM,"guestUser",20-JUN-13 09.13.22.335000000 AM
1278225,29471,"T",0,"guestUser",12-JUL-13 02.31.11.557000000 PM,"guestUser",27-JUN-13 10.40.28.902000000 AM
1278646,29495,"B",0,"guestUser",09-JUN-14 01.26.30.623000000 PM,"guestUser",22-JUL-13 10.40.28.232000000 AM
1276767,29475,"S",0,"SHERSAYLER",09-FEB-15 02.31.32.437000000 PM,"guestUser",02-JUL-13 07.59.57.450000000 AM
1276767,29476,"B",0,"SHERSAYLER",09-FEB-15 02.31.32.436000000 PM,"guestUser",02-JUL-13 08.01.15.322000000 AM
1278683,29501,"O",0,"guestUser",23-JUL-13 09.08.50.953000000 AM,"guestUser",23-JUL-13 09.05.41.841000000 AM
1278683,29502,"B",0,"guestUser",23-JUL-13 09.08.50.952000000 AM,"guestUser",23-JUL-13 09.05.41.842000000 AM
1278704,29511,"O",0,"guestUser",23-JUL-13 02.26.18.115000000 PM,"guestUser",23-JUL-13 02.22.53.224000000 PM
1278704,29512,"B",0,"guestUser",23-JUL-13 02.26.18.116000000 PM,"guestUser",23-JUL-13 02.22.53.224000000 PM
1278773,29518,"O",0,"guestUser",24-JUL-13 02.07.04.534000000 PM,"guestUser",24-JUL-13 02.02.46.264000000 PM
1278773,29519,"B",0,"guestUser",24-JUL-13 02.07.04.536000000 PM,"guestUser",24-JUL-13 02.02.46.264000000 PM
1278792,29520,"S",0,"guestUser",24-JUL-13 03.51.18.882000000 PM,"guestUser",24-JUL-13 02.04.39.550000000 PM
1278897,29528,"S",0,"JMLAGRO",30-SEP-14 12.09.18.543000000 PM,"guestUser",26-JUL-13 10.49.26.346000000 AM
1278997,29539,"B",0,"guestUser",30-JUL-13 11.05.53.126000000 AM,"guestUser",30-JUL-13 10.59.02.408000000 AM
1278997,29540,"O",0,"guestUser",30-JUL-13 11.05.53.125000000 AM,"guestUser",30-JUL-13 10.59.02.408000000 AM
1279042,29548,"X",0,"guestUser",27-AUG-13 04.04.08.386000000 PM,"guestUser",31-JUL-13 11.46.24.509000000 AM
1279097,29555,"S",0,"PJHEID",29-JUN-15 01.46.46.690000000 PM,"guestUser",01-AUG-13 01.20.01.404000000 PM
1183366,29563,"O",0,"JMLAGRO",20-JUL-15 02.27.08.611000000 PM,"guestUser",14-AUG-13 01.17.19.776000000 PM
1280532,29692,"T",0,"guestUser",18-OCT-13 11.11.22.268000000 AM,"guestUser",04-OCT-13 02.48.31.126000000 PM
1280532,29693,"S",0,"guestUser",18-OCT-13 11.11.22.270000000 AM,"guestUser",04-OCT-13 02.48.31.126000000 PM
1280604,29696,"T",0,"USHASHA",28-JUL-15 12.44.57.987000000 PM,"guestUser",07-OCT-13 01.26.54.867000000 PM
1280804,29749,"T",0,"guestUser",28-OCT-13 09.19.04.643000000 AM,"guestUser",28-OCT-13 09.14.01.084000000 AM
1280806,29751,"T",0,"guestUser",28-OCT-13 11.32.43.445000000 AM,"guestUser",28-OCT-13 11.29.57.419000000 AM
1280809,29752,"T",0,"guestUser",28-OCT-13 12.04.13.763000000 PM,"guestUser",28-OCT-13 12.02.50.152000000 PM
1280811,29753,"T",0,"guestUser",28-OCT-13 12.29.35.804000000 PM,"guestUser",28-OCT-13 12.27.23.534000000 PM
1280813,29754,"T",0,"guestUser",28-OCT-13 12.51.19.534000000 PM,"guestUser",28-OCT-13 12.49.22.305000000 PM
1280830,29759,"T",0,"guestUser",28-OCT-13 04.04.48.229000000 PM,"guestUser",28-OCT-13 04.01.28.557000000 PM
1280832,29760,"T",0,"guestUser",28-OCT-13 04.20.47.048000000 PM,"guestUser",28-OCT-13 04.17.08.478000000 PM
1280834,29761,"T",0,"guestUser",29-OCT-13 03.19.57.949000000 PM,"guestUser",29-OCT-13 09.25.33.667000000 AM
1280836,29762,"T",0,"guestUser",29-OCT-13 09.52.27.832000000 AM,"guestUser",29-OCT-13 09.45.23.560000000 AM
1280862,29768,"S",0,"guestUser",30-OCT-13 11.09.46.522000000 AM,"guestUser",30-OCT-13 11.06.53.520000000 AM
1280877,29774,"O",0,"MMANYGUNS",16-JUN-15 11.41.51.056000000 AM,"guestUser",30-OCT-13 03.13.21.760000000 PM
1280884,29779,"T",0,"guestUser",31-OCT-13 10.50.11.160000000 AM,"guestUser",31-OCT-13 10.27.43.812000000 AM
1280893,29783,"T",0,"guestUser",31-OCT-13 04.01.17.082000000 PM,"guestUser",31-OCT-13 03.57.47.124000000 PM
1280935,29790,"B",0,"guestUser",20-FEB-14 11.39.18.172000000 AM,"guestUser",04-NOV-13 03.39.41.753000000 PM
1280935,29791,"O",0,"guestUser",20-FEB-14 11.39.18.172000000 AM,"guestUser",04-NOV-13 03.39.41.754000000 PM
1280935,29792,"X",0,"guestUser",20-FEB-14 11.39.18.172000000 AM,"guestUser",04-NOV-13 03.39.41.754000000 PM
1280935,29793,"S",0,"guestUser",20-FEB-14 11.39.18.171000000 AM,"guestUser",04-NOV-13 03.39.41.754000000 PM
1280935,29794,"T",0,"guestUser",20-FEB-14 11.39.18.172000000 AM,"guestUser",04-NOV-13 03.39.41.754000000 PM
1280939,29795,"X",0,"guestUser",29-JUL-14 03.35.39.263000000 PM,"guestUser",04-NOV-13 05.26.06.153000000 PM
1281326,29901,"B",0,"guestUser",28-MAY-14 07.54.04.350000000 AM,"guestUser",02-DEC-13 11.18.10.959000000 AM
1281326,29902,"O",0,"guestUser",28-MAY-14 07.54.04.349000000 AM,"guestUser",02-DEC-13 11.18.10.959000000 AM
1281326,29903,"X",0,"guestUser",28-MAY-14 07.54.04.350000000 AM,"guestUser",02-DEC-13 11.18.10.960000000 AM
1281326,29904,"S",0,"guestUser",28-MAY-14 07.54.04.349000000 AM,"guestUser",02-DEC-13 11.18.10.960000000 AM
1281326,29905,"T",0,"guestUser",28-MAY-14 07.54.04.349000000 AM,"guestUser",02-DEC-13 11.18.10.960000000 AM
1281502,29948,"T",0,"guestUser",17-DEC-13 09.33.39.076000000 AM,"guestUser",16-DEC-13 02.45.04.778000000 PM
1281505,29949,"T",0,"guestUser",17-DEC-13 09.38.35.813000000 AM,"guestUser",16-DEC-13 02.47.53.686000000 PM
1281514,29952,"T",0,"guestUser",29-JUL-14 11.32.39.355000000 AM,"guestUser",16-DEC-13 04.05.02.641000000 PM
1281508,29956,"T",0,"guestUser",17-DEC-13 10.13.04.162000000 AM,"guestUser",17-DEC-13 09.59.23.449000000 AM
1281526,29959,"T",0,"guestUser",17-DEC-13 03.07.11.559000000 PM,"guestUser",17-DEC-13 03.04.46.777000000 PM
1281527,29960,"T",0,"JMLAGRO",16-JUN-15 11.29.47.790000000 AM,"guestUser",17-DEC-13 03.29.45.576000000 PM
1281537,29964,"T",0,"guestUser",18-DEC-13 10.46.40.643000000 AM,"guestUser",18-DEC-13 10.45.24.365000000 AM
1281607,29981,"X",0,"THENDERSON",14-AUG-15 01.41.16.324000000 PM,"guestUser",26-DEC-13 11.15.04.690000000 AM
1281697,29991,"S",0,"MMANYGUNS",15-JUL-15 12.12.58.217000000 PM,"guestUser",07-JAN-14 07.54.06.339000000 AM
1281697,29992,"B",0,"MMANYGUNS",15-JUL-15 12.12.58.217000000 PM,"guestUser",07-JAN-14 07.54.06.339000000 AM
1281697,29993,"O",0,"MMANYGUNS",15-JUL-15 12.12.58.217000000 PM,"guestUser",07-JAN-14 07.54.06.340000000 AM
1281826,29996,"O",0,"guestUser",10-JAN-14 12.45.38.659000000 PM,"guestUser",10-JAN-14 12.42.52.638000000 PM
1281826,29997,"S",0,"guestUser",10-JAN-14 12.45.38.657000000 PM,"guestUser",10-JAN-14 12.42.52.639000000 PM
1166065,30027,"O",0,"MAGDALENAHANUSIA",11-NOV-14 01.59.52.641000000 PM,"guestUser",25-JAN-14 04.33.05.790000000 PM
1282585,30085,"O",0,"guestUser",11-FEB-14 08.55.10.681000000 AM,"guestUser",09-FEB-14 12.57.35.856000000 PM
1169705,30121,"O",0,"ESTHERSHAHPAR",12-NOV-14 02.00.08.336000000 PM,"guestUser",21-FEB-14 02.44.21.412000000 PM
1160617,30154,"T",0,"USHASHA",30-JUL-15 01.52.45.575000000 PM,"guestUser",28-FEB-14 06.03.46.262000000 PM
1278572,30236,"B",0,"guestUser",22-MAY-14 08.26.24.673000000 AM,"guestUser",06-MAR-14 11.23.17.528000000 AM
1278572,30237,"O",0,"guestUser",22-MAY-14 08.26.24.674000000 AM,"guestUser",06-MAR-14 11.23.17.528000000 AM
1278572,30238,"X",0,"guestUser",22-MAY-14 08.26.24.673000000 AM,"guestUser",06-MAR-14 11.23.17.528000000 AM
1278572,30239,"S",0,"guestUser",22-MAY-14 08.26.24.673000000 AM,"guestUser",06-MAR-14 11.23.17.528000000 AM
1278572,30240,"T",0,"guestUser",22-MAY-14 08.26.24.674000000 AM,"guestUser",06-MAR-14 11.23.17.529000000 AM
1282976,30274,"B",0,"guestUser",28-MAY-14 01.46.24.147000000 PM,"guestUser",06-MAR-14 01.30.27.170000000 PM
1282976,30275,"O",0,"guestUser",28-MAY-14 01.46.24.148000000 PM,"guestUser",06-MAR-14 01.30.27.170000000 PM
1282976,30276,"X",0,"guestUser",28-MAY-14 01.46.24.147000000 PM,"guestUser",06-MAR-14 01.30.27.171000000 PM
1282976,30277,"S",0,"guestUser",28-MAY-14 01.46.24.147000000 PM,"guestUser",06-MAR-14 01.30.27.171000000 PM
1282976,30278,"T",0,"guestUser",28-MAY-14 01.46.24.148000000 PM,"guestUser",06-MAR-14 01.30.27.171000000 PM
1278646,30286,"O",0,"guestUser",09-JUN-14 01.26.30.624000000 PM,"guestUser",06-MAR-14 03.05.51.233000000 PM
1278646,30287,"X",0,"guestUser",09-JUN-14 01.26.30.623000000 PM,"guestUser",06-MAR-14 03.05.51.233000000 PM
1278646,30288,"S",0,"guestUser",09-JUN-14 01.26.30.624000000 PM,"guestUser",06-MAR-14 03.05.51.234000000 PM
1278646,30289,"T",0,"guestUser",09-JUN-14 01.26.30.624000000 PM,"guestUser",06-MAR-14 03.05.51.234000000 PM
1276977,29362,"O",0,"JMLAGRO",20-MAY-15 07.31.01.877000000 AM,"guestUser",23-APR-13 01.16.31.698000000 PM
1277025,29365,"X",0,"guestUser",25-APR-13 01.36.14.631000000 PM,"guestUser",25-APR-13 01.28.36.241000000 PM
1278078,29463,"S",0,"guestUser",19-JUN-13 02.05.47.164000000 PM,"guestUser",18-JUN-13 01.53.06.381000000 PM
1278096,29468,"O",0,"guestUser",19-JUN-13 03.13.28.174000000 PM,"guestUser",19-JUN-13 02.27.47.872000000 PM
1278605,29590,"B",0,"guestUser",26-AUG-13 03.51.24.912000000 PM,"guestUser",26-AUG-13 02.39.05.609000000 PM
1278605,29591,"O",0,"guestUser",26-AUG-13 03.51.24.912000000 PM,"guestUser",26-AUG-13 02.39.05.609000000 PM
1278605,29592,"S",0,"guestUser",26-AUG-13 03.51.24.911000000 PM,"guestUser",26-AUG-13 02.39.05.609000000 PM
1278605,29593,"T",0,"guestUser",26-AUG-13 03.51.24.912000000 PM,"guestUser",26-AUG-13 02.39.05.609000000 PM
1278605,29594,"X",0,"guestUser",26-AUG-13 03.51.24.911000000 PM,"guestUser",26-AUG-13 02.39.05.610000000 PM
