"P_INDIV_GRP_CD","P_TY_CD","P_SPECL_CD","P_TXNMY_CD","L_HIBERNATE_VER_NUM","G_AUD_ADD_TS","G_AUD_ADD_USER_ID","G_AUD_TS","G_AUD_USER_ID"
"I","016","130","164W00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","016","127","164X00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","016","129","163W00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"B","017","335","171M00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"B","017","468","171M00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","018","253","183500000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","018","493","183700000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","058","207QA0505X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","003","207K00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","436","207ZP0101X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","005","207L00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","006","207RC0000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","083","207SG0202X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","084","207RC0001X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","085","207SC0300X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","109","207SG0201X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","118","207SG0203X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","021","207ZC0006X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","136","207ZP0105X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","133","208U00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","101","208C00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","206","207RC0200X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","007","207N00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","260","207ND0900X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","167","2085R0202X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","270","207P00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","093","207PE0004X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","168","207RE0101X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","301","207YS0123X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","173","207Q00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","302","207XX0004X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","490","2084F0202X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","010","207RG0100X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","001","208D00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","175","2084P0805X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","307","207VX0201X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","178","207RH0000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","179","207RH0003X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","340","207RI0008X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","344","208M00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","471","202C00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","185","207RI0200X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","404","207VM0101X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","502","2080N0001X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","105","207RN0300X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","014","207T00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","013","2084N0400X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","203","207ZN0500X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","204","2085N0700X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","103","207U00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","495","2085N0904X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","211","207VX0000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","016","207V00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","018","207W00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","212","204E00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","214","207XS0106X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","020","207X00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","217","207Y00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","219","208VP0000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","022","207ZP0101X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","108","2080P0201X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","412","207LP3000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","221","2080P0202X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","222","207NP0225X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","223","2080P0006X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","225","207PP0204X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","226","2080P0205X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","227","2080P0206X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","228","2080P0207X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","229","2080P0208X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","231","2080T0002X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","232","2080P0210X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","233","2080P0008X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","237","207XP3100X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","140","207YP0228X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","238","207ZP0213X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","240","2080P0214X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","241","2085P0229X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","242","2081P0010X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","243","2080P0216X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","244","2080S0010X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","245","2086S0120X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","246","2088P0231X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","049","208000000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","012","202K00000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","025","208100000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","024","208200000X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","256","2082S0105X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
"I","020","257","2083P0500X",0,29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8",29-JUL-15 03.50.19.000000000 AM,"wf_ND_MC_P_TY_SPL_TXMY_XRFV8"
