"P_CLIA_NUM","P_CLIA_CERT_LI_NUM","P_CLIA_CERT_TY_CD","P_CLIA_CERT_BEG_DT","P_CLIA_CERT_END_DT","P_CLIA_LAB_TY_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS","P_CLIA_CERT_SEQ_NUM"
"01D0299928","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162491000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162491000 AM,0
"01D0299928","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162501000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162501000 AM,0
"01D0299928","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162512000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162512000 AM,0
"01D0299928","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162523000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162523000 AM,0
"01D0299928","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162533000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162533000 AM,0
"01D0299928","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162544000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162544000 AM,0
"01D0300027","01","1",09-FEB-13,08-FEB-15," ",0,"B-IF-PRV-CLIA-UPD_723052.00",07-OCT-15 10.28.03.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162555000 AM,0
"01D0300027","02","1",09-FEB-11,08-FEB-13," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162566000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162566000 AM,0
"01D0300027","03","1",09-FEB-09,08-FEB-11," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162576000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162576000 AM,0
"01D0300027","04","1",09-FEB-07,08-FEB-09," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162587000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162587000 AM,0
"01D0300027","05","1",09-FEB-05,08-FEB-07," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162598000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162598000 AM,0
"01D0300027","06","1",09-FEB-03,08-FEB-05," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162608000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162608000 AM,0
"01D0300027","07","1",09-FEB-01,08-FEB-03," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162619000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162619000 AM,0
"01D0300027","08","1",09-FEB-99,08-FEB-01," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162630000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162630000 AM,0
"01D0300027","09","1",09-FEB-97,08-FEB-99," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162640000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162640000 AM,0
"01D0300027","10","1",09-FEB-95,08-FEB-97," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162651000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162651000 AM,0
"01D0300133","01","3",23-DEC-13,22-DEC-15," ",0,"B-IF-PRV-CLIA-UPD_967146.00",02-MAY-16 06.20.40.000000000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162662000 AM,0
"01D0300133","02","3",23-DEC-11,22-DEC-13," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162673000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162673000 AM,0
"01D0300133","03","3",23-DEC-09,22-DEC-11," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162683000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162683000 AM,0
"01D0300133","04","3",23-DEC-07,22-DEC-09," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162694000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162694000 AM,0
"01D0300133","05","3",23-DEC-05,22-DEC-07," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162705000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162705000 AM,0
"01D0300133","06","3",23-DEC-03,22-DEC-05," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162716000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162716000 AM,0
"01D0300133","07","3",23-DEC-01,22-DEC-03," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162726000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162726000 AM,0
"01D0300133","08","3",23-DEC-99,22-DEC-01," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162737000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162737000 AM,0
"01D0300133","09","3",23-DEC-97,22-DEC-99," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162748000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162748000 AM,0
"01D0300133","10","3",23-DEC-95,22-DEC-97," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162759000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162759000 AM,0
"01D0300149","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_967146.00",02-MAY-16 06.20.40.000000000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162769000 AM,0
"01D0300149","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162780000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162780000 AM,0
"01D0300149","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162791000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162791000 AM,0
"01D0300149","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162802000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162802000 AM,0
"01D0300149","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162812000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162812000 AM,0
"01D0300149","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162823000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162823000 AM,0
"01D0300149","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162834000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162834000 AM,0
"01D0300149","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162844000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162844000 AM,0
"01D0300149","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162855000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162855000 AM,0
"01D0300149","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162866000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162866000 AM,0
"01D0300640","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.35.13.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162877000 AM,0
"01D0300640","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162887000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162887000 AM,0
"01D0300640","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162898000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162898000 AM,0
"01D0300640","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162909000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162909000 AM,0
"01D0300640","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162920000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162920000 AM,0
"01D0300640","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162930000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162930000 AM,0
"01D0300640","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162941000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162941000 AM,0
"01D0300640","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162952000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162952000 AM,0
"01D0300640","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162962000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162962000 AM,0
"01D0300640","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162973000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162973000 AM,0
"01D0300649","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.35.13.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162984000 AM,0
"01D0300649","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162995000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.162995000 AM,0
"01D0300649","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163005000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163005000 AM,0
"01D0300649","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163016000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163016000 AM,0
"01D0300649","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163027000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163027000 AM,0
"01D0300649","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163038000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163038000 AM,0
"01D0300649","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163049000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163049000 AM,0
"01D0300649","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163060000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163060000 AM,0
"01D0300649","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163070000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163070000 AM,0
"01D0300649","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163081000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163081000 AM,0
"01D0300698","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.35.13.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163092000 AM,0
"01D0300698","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163103000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163103000 AM,0
"01D0300698","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163113000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163113000 AM,0
"01D0300698","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163124000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163124000 AM,0
"01D0300698","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163135000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163135000 AM,0
"01D0300698","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163146000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163146000 AM,0
"01D0300698","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163157000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163157000 AM,0
"01D0300698","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163167000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163167000 AM,0
"01D0300698","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163178000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163178000 AM,0
"01D0300698","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163189000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163189000 AM,0
"01D0300711","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.12.21.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163200000 AM,0
"01D0300711","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163210000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163210000 AM,0
"01D0300711","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163221000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163221000 AM,0
"01D0300711","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163232000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163232000 AM,0
"01D0300711","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163242000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163242000 AM,0
"01D0300711","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163253000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163253000 AM,0
"01D0300711","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163264000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163264000 AM,0
"01D0300711","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163275000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163275000 AM,0
"01D0300711","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163285000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163285000 AM,0
"01D0300711","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163296000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163296000 AM,0
"01D0301003","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.35.13.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163307000 AM,0
"01D0301003","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163317000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163317000 AM,0
"01D0301003","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163328000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163328000 AM,0
"01D0301003","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163339000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163339000 AM,0
"01D0301003","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163350000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163350000 AM,0
"01D0301003","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163360000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163360000 AM,0
"01D0301003","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163371000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163371000 AM,0
"01D0301003","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163382000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163382000 AM,0
