"P_SYS_ID","P_MC_PRTCPTN_PROG_CD","P_MC_PROG_PRTCPTN_BEG_DT","P_MC_PROG_PRTCPTN_END_DT","P_MC_STAT_CD","P_MC_PRTCPTN_RSN_CD","G_AUD_ADD_TS","G_AUD_ADD_USER_ID","G_AUD_TS","G_AUD_USER_ID","P_MC_MAX_MBR_CNT","P_MC_ACT_MBR_CNT"
1000865,"P",01-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000869,"P",01-OCT-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 02.02.30.473000000 PM,"KHANDELAND",1500,0
1000891,"P",12-SEP-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",23-MAR-16 04.31.10.359000000 PM,"SKOEHLY",1500,18
1000893,"P",11-SEP-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",07-SEP-18 05.14.24.000000000 PM,"DATAFIX_HT1123162",1500,2
1000895,"P",09-SEP-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 02.08.58.875000000 PM,"KHANDELAND",1500,0
1000902,"P",01-NOV-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,2
1000905,"P",27-SEP-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,15
1000102,"P",01-JAN-94,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000105,"P",01-AUG-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,34
1000106,"P",01-AUG-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,844
1000107,"P",01-AUG-10,18-AUG-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000108,"P",01-AUG-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,298
1000109,"P",27-APR-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-DEC-15 08.30.55.615000000 AM,"scowelder",1500,4
1000110,"P",01-JUL-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-SEP-18 05.19.29.000000000 PM,"DATAFIX_ESPRD01230300",1500,0
1000111,"P",01-JUL-10,01-NOV-12,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000112,"P",01-JUL-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,26
1000113,"P",01-JUL-10,01-NOV-12,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000114,"P",01-JUL-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,35
1000115,"P",01-JUL-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,26
1000116,"P",01-JUL-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",06-JUL-16 05.01.21.794000000 PM,"skoller",1500,165
1000117,"P",01-JUL-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",28-NOV-17 06.09.17.000000000 PM,"DATAFIX_HT1043429",1500,21
1000118,"P",01-JUN-12,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,29
1000119,"P",01-FEB-12,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,46
1000120,"P",01-FEB-12,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",08-JUN-15 02.28.53.031000000 PM,"JMLAGRO",1500,0
1000121,"P",15-JUN-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,73
1000122,"P",28-MAR-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000123,"P",01-JAN-12,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000124,"P",20-MAR-12,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,0
1000125,"P",01-MAY-12,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000126,"P",17-DEC-96,31-DEC-01,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000127,"P",01-JAN-97,31-DEC-03,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000132,"P",01-OCT-96,01-MAY-04,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000135,"P",01-JAN-09,01-JUL-10,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000137,"P",01-JAN-77,07-MAR-00,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000139,"P",01-JUL-97,30-JUN-01,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000140,"P",01-JUL-97,30-JUN-01,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000141,"P",21-MAR-97,26-AUG-98,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000145,"P",25-JUL-97,01-JUN-06,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000146,"P",01-JAN-77,01-MAY-04,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000148,"P",01-JAN-08,26-OCT-09,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000153,"P",01-JUL-92,01-JAN-06,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000155,"P",27-MAR-98,01-JAN-06,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000158,"P",17-AUG-98,01-JUL-07,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000161,"P",01-JAN-98,05-APR-04,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000164,"P",12-MAR-99,31-DEC-07,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000165,"P",12-MAR-99,01-JAN-02,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000166,"P",12-MAR-99,01-JAN-02,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000168,"P",12-MAR-99,17-JUN-03,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,12
1000168,"P",20-NOV-12,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,12
1000169,"P",23-JUL-99,31-DEC-01,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000171,"P",23-JUL-99,01-JUL-04,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000177,"P",12-MAR-99,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",27-NOV-19 01.09.20.072000000 PM,"KHANDELAND",1500,0
1000184,"P",01-AUG-01,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",27-NOV-19 01.50.33.354000000 PM,"KHANDELAND",1500,0
1000189,"P",01-FEB-03,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",02-OCT-19 05.54.54.000000000 PM,"DATAFIX_ESPRD01267108",1500,14
1000281,"P",01-NOV-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.17.41.032000000 PM,"KHANDELAND",1500,0
1000282,"P",01-DEC-10,01-MAY-12,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000282,"P",02-MAY-12,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000284,"P",01-DEC-10,01-DEC-10,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000285,"P",13-DEC-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.20.45.110000000 PM,"KHANDELAND",1500,0
1000299,"P",01-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000303,"P",12-JAN-11,25-JUL-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",07-AUG-15 07.57.16.710000000 PM,"ESTHERSHAHPAR",1500,0
1000303,"P",26-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",07-AUG-15 07.57.16.710000000 PM,"ESTHERSHAHPAR",1500,0
1000305,"P",27-DEC-10,27-MAR-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000306,"P",01-JAN-11,04-JAN-12,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-NOV-14 02.27.23.793000000 PM,"ESTHERSHAHPAR",1500,0
1000306,"P",05-JAN-12,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-NOV-14 02.27.23.793000000 PM,"ESTHERSHAHPAR",1500,0
1000308,"P",01-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.20.32.042000000 PM,"KHANDELAND",1500,0
1000313,"P",01-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.22.28.376000000 PM,"KHANDELAND",1500,0
1000317,"P",01-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.22.20.756000000 PM,"KHANDELAND",1500,0
1000318,"P",01-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.24.08.781000000 PM,"KHANDELAND",1500,0
1000319,"P",01-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.23.53.933000000 PM,"KHANDELAND",1500,0
1000320,"P",01-FEB-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.24.47.745000000 PM,"KHANDELAND",1500,0
1000321,"P",01-FEB-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000322,"P",01-JAN-11,08-AUG-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",23-JAN-15 11.16.16.440000000 AM,"CHRISTIANGONZALE",1500,0
1000322,"P",09-AUG-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",23-JAN-15 11.16.16.440000000 AM,"CHRISTIANGONZALE",1500,0
1000323,"P",09-FEB-11,25-MAR-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",22-JUN-20 05.58.39.000000000 PM,"DATAFIX_ESPRD01276543",1500,0
1000324,"P",17-FEB-11,21-FEB-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000326,"P",10-JAN-11,10-APR-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000327,"P",24-AUG-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,8
1000332,"P",14-FEB-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000334,"P",01-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",02-OCT-19 05.54.54.000000000 PM,"DATAFIX_ESPRD01267108",1500,0
1000344,"P",01-FEB-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.28.00.018000000 PM,"KHANDELAND",1500,0
1000222,"P",01-OCT-81,21-DEC-09,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",21-JUL-15 11.17.38.952000000 AM,"MMANYGUNS",1500,0
1000222,"P",01-JUL-11,01-MAY-12,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",21-JUL-15 11.17.38.952000000 AM,"MMANYGUNS",1500,0
1000222,"P",02-MAY-12,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",21-JUL-15 11.17.38.952000000 AM,"MMANYGUNS",1500,0
1000225,"P",01-MAY-06,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",27-NOV-19 03.56.36.518000000 PM,"KHANDELAND",1500,0
1000226,"P",01-MAY-07,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",27-NOV-19 04.12.14.593000000 PM,"KHANDELAND",1500,0
1000230,"P",18-JUL-08,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 12.42.46.488000000 PM,"KHANDELAND",1500,0
1000241,"P",24-SEP-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,76
1000244,"P",10-SEP-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.13.23.934000000 PM,"KHANDELAND",1500,0
1000247,"P",30-AUG-10,28-JUN-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",02-MAR-15 01.09.25.748000000 PM,"JMLAGRO",1500,0
1000247,"P",29-JUN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",02-MAR-15 01.09.25.748000000 PM,"JMLAGRO",1500,0
1000249,"P",01-AUG-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,21
1000252,"P",01-OCT-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000258,"P",10-NOV-10,10-FEB-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000263,"P",01-NOV-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.16.35.560000000 PM,"KHANDELAND",1500,0
1000268,"P",04-OCT-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",11-NOV-14 04.36.21.512000000 PM,"ESTHERSHAHPAR",1500,389
1000275,"P",01-OCT-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",04-DEC-19 04.29.35.316000000 PM,"KHANDELAND",1500,0
1000346,"P",21-MAR-11,01-NOV-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
