"P_SYS_ID","P_EVENT_SK","P_EVENT_TS","P_EVENT_CD","P_EVENT_USER_ID","P_EVENT_NOTE_TEXT","P_EVENT_PRCS_IND","P_EVENT_TY_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1276823,415742,12-APR-13 10.45.21.549000000 AM,"S001","guestUser","Application rec'd from the web","Y","E",1,"guestUser",12-APR-13 11.04.45.693000000 AM,"guestUser",12-APR-13 10.45.21.550000000 AM
1278695,438013,23-JUL-13 02.43.36.582000000 PM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",04-MAR-14 12.09.08.062000000 PM,"guestUser",23-JUL-13 02.43.36.582000000 PM
1276823,415743,12-APR-13 10.45.21.551000000 AM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",12-APR-13 11.04.45.692000000 AM,"guestUser",12-APR-13 10.45.21.551000000 AM
1276838,416010,16-APR-13 11.11.39.955000000 AM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",20-MAR-14 02.55.01.116000000 PM,"guestUser",16-APR-13 11.11.39.956000000 AM
1276849,416069,16-APR-13 03.54.22.205000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",0,"B-Prov-Letters+7096645.00",16-APR-13 06.00.21.000000000 PM,"guestUser",16-APR-13 03.54.22.206000000 PM
1278715,438096,23-JUL-13 04.26.07.627000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",2,"B-Prov-Letters+7710028.00",09-OCT-13 09.42.49.348000000 AM,"guestUser",23-JUL-13 04.26.07.628000000 PM
1276849,416070,16-APR-13 03.54.22.207000000 PM,"S003","guestUser","Application number assigned","N","E",0,"guestUser",16-APR-13 03.54.22.207000000 PM,"guestUser",16-APR-13 03.54.22.207000000 PM
1276843,416028,16-APR-13 12.30.47.825000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",1,"B-Prov-Letters+7517443.00",18-JUN-13 06.00.40.000000000 PM,"guestUser",16-APR-13 12.30.47.825000000 PM
1276843,416029,16-APR-13 12.30.47.827000000 PM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",08-NOV-13 01.01.21.823000000 PM,"guestUser",16-APR-13 12.30.47.827000000 PM
1001832,416039,16-APR-13 01.29.33.284000000 PM,"S643","JMONTEZ","Web Request Successful","Y","E",0,"guestUser",16-APR-13 01.29.33.285000000 PM,"guestUser",16-APR-13 01.29.33.285000000 PM
1276855,416133,17-APR-13 09.59.43.580000000 AM,"S001","guestUser","Application rec'd from the web","Y","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.00.28.000000000 PM,"guestUser",17-APR-13 09.59.43.581000000 AM
1276855,416134,17-APR-13 09.59.43.582000000 AM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",20-MAR-14 08.29.21.851000000 AM,"guestUser",17-APR-13 09.59.43.582000000 AM
1278715,438097,23-JUL-13 04.26.07.629000000 PM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",09-OCT-13 09.42.49.351000000 AM,"guestUser",23-JUL-13 04.26.07.629000000 PM
1156255,416312,17-APR-13 06.03.03.224000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.661000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.661000000 PM
1001838,416313,17-APR-13 06.03.03.253000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",1,"JMLAGRO",11-APR-14 07.22.22.772000000 AM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.662000000 PM
1171569,416314,17-APR-13 06.03.03.317000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.662000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.662000000 PM
1001812,416315,17-APR-13 06.03.03.187000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.662000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.662000000 PM
1153961,416316,17-APR-13 06.03.03.352000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.662000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.662000000 PM
1276821,415871,15-APR-13 09.42.07.722000000 AM,"S001","guestUser","Application rec'd from the web","Y","E",0,"B-Prov-Letters+7089683.00",15-APR-13 06.00.30.000000000 PM,"guestUser",15-APR-13 09.42.07.723000000 AM
1000004,416327,17-APR-13 06.03.03.440000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.668000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.668000000 PM
1276772,415877,15-APR-13 09.58.30.121000000 AM,"S001","guestUser","Application rec'd from the web","Y","E",0,"B-Prov-Letters+7089683.00",15-APR-13 06.00.30.000000000 PM,"guestUser",15-APR-13 09.58.30.122000000 AM
1276821,415872,15-APR-13 09.42.07.724000000 AM,"S003","guestUser","Application number assigned","N","E",0,"guestUser",15-APR-13 09.42.07.725000000 AM,"guestUser",15-APR-13 09.42.07.725000000 AM
1276758,415294,10-APR-13 10.50.56.477000000 AM,"S021","JMLAGRO","ReqAttach Selected","N","E",0,"JMLAGRO",10-APR-13 10.50.56.511000000 AM,"JMLAGRO",10-APR-13 10.50.56.511000000 AM
1276797,415363,10-APR-13 02.04.01.383000000 PM,"S021","NMAIER","ReqAttach Selected","Y","E",1,"NMAIER",10-APR-13 03.05.34.626000000 PM,"NMAIER",10-APR-13 02.04.01.405000000 PM
1276797,415364,10-APR-13 02.04.01.276000000 PM,"S040","NMAIER","Application Completed","Y","E",1,"NMAIER",10-APR-13 03.05.34.626000000 PM,"NMAIER",10-APR-13 02.04.01.405000000 PM
1276798,415359,10-APR-13 01.52.53.573000000 PM,"S002","guestUser","Paper application rec'd by FAS","Y","E",1,"guestUser",10-APR-13 02.52.42.591000000 PM,"guestUser",10-APR-13 01.52.53.573000000 PM
1276798,415360,10-APR-13 01.52.53.576000000 PM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",10-APR-13 02.52.42.594000000 PM,"guestUser",10-APR-13 01.52.53.577000000 PM
1276802,415468,10-APR-13 04.27.24.505000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.00.23.000000000 PM,"guestUser",10-APR-13 04.27.24.506000000 PM
1276802,415469,10-APR-13 04.27.24.508000000 PM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",21-APR-14 10.07.06.346000000 AM,"guestUser",10-APR-13 04.27.24.508000000 PM
1181390,415471,07-OCT-15 03.12.21.553000000 PM,"S655","B-Prov-Letters+7057118.00","PIN Number generation success","Y","E",1,"NMAIER",07-OCT-15 03.12.21.983000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.227000000 PM
1172249,415472,10-APR-13 06.02.57.901000000 PM,"S655","B-Prov-Letters+7057118.00","PIN Number generation success","Y","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.00.23.000000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.229000000 PM
1173037,415473,10-APR-13 06.02.57.693000000 PM,"S655","B-Prov-Letters+7057118.00","PIN Number generation success","Y","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.00.23.000000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.229000000 PM
1180394,415474,10-APR-13 06.02.57.921000000 PM,"S655","B-Prov-Letters+7057118.00","PIN Number generation success","Y","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.00.23.000000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.229000000 PM
1276758,415475,10-APR-13 06.02.57.844000000 PM,"S655","B-Prov-Letters+7057118.00","PIN Number generation success","Y","E",1,"JMLAGRO",30-JAN-15 02.55.56.895000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.230000000 PM
1156255,415477,10-APR-13 06.02.57.455000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.238000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.238000000 PM
1171569,415478,10-APR-13 06.02.57.821000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.238000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.238000000 PM
1001812,415479,10-APR-13 06.02.57.423000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.238000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.238000000 PM
1153961,415480,10-APR-13 06.02.57.672000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.239000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.239000000 PM
1154525,415481,10-APR-13 06.02.58.166000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.239000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.239000000 PM
1159274,415482,10-APR-13 06.02.58.194000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.240000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.240000000 PM
1154061,415484,10-APR-13 06.02.58.043000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.240000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.240000000 PM
1171416,415487,10-APR-13 06.02.57.880000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.241000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.241000000 PM
1153956,415488,10-APR-13 06.02.58.105000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.241000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.241000000 PM
1153940,415489,10-APR-13 06.02.58.072000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.241000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.241000000 PM
1172012,415491,10-APR-13 06.02.57.728000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.242000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.242000000 PM
1000004,415492,10-APR-13 06.02.57.951000000 PM,"S670","B-Prov-Letters+7057118.00","password set faliure","N","E",0,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.242000000 PM,"B-Prov-Letters+7057118.00",10-APR-13 06.02.58.242000000 PM
1276833,415929,15-APR-13 12.55.45.929000000 PM,"S003","guestUser","Application number assigned","N","E",1,"JMLAGRO",05-JUN-14 10.50.16.535000000 AM,"guestUser",15-APR-13 12.55.45.930000000 PM
1154525,416317,17-APR-13 06.03.03.598000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.663000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.663000000 PM
1276772,415878,15-APR-13 09.58.30.123000000 AM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",27-DEC-13 08.41.53.860000000 AM,"guestUser",15-APR-13 09.58.30.123000000 AM
1159274,416318,17-APR-13 06.03.03.658000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.663000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.663000000 PM
1154061,416320,17-APR-13 06.03.03.537000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.663000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.663000000 PM
1170602,416321,17-APR-13 06.03.03.625000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.664000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.664000000 PM
1171416,416322,17-APR-13 06.03.03.380000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.665000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.665000000 PM
1153956,416323,17-APR-13 06.03.03.502000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.666000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.666000000 PM
1001832,416324,17-APR-13 06.03.03.414000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.666000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.666000000 PM
1153940,416325,17-APR-13 06.03.03.564000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.667000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.667000000 PM
1172012,416326,17-APR-13 06.03.03.288000000 PM,"S670","B-Prov-Letters+7103611.00","password set faliure","N","E",0,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.667000000 PM,"B-Prov-Letters+7103611.00",17-APR-13 06.03.03.667000000 PM
1276793,415366,10-APR-13 02.18.23.882000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",2,"B-Prov-Letters+7382179.00",29-MAY-13 06.00.45.000000000 PM,"guestUser",10-APR-13 02.18.23.883000000 PM
1276758,415002,04-APR-13 03.26.14.397000000 PM,"S040","JMLAGRO","Application Completed","N","E",0,"JMLAGRO",04-APR-13 03.26.14.477000000 PM,"JMLAGRO",04-APR-13 03.26.14.477000000 PM
1276793,415367,10-APR-13 02.18.23.884000000 PM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",23-OCT-13 01.12.47.870000000 PM,"guestUser",10-APR-13 02.18.23.884000000 PM
1276823,415748,12-APR-13 11.03.50.927000000 AM,"S160","KRBACKMAN","Previous Medicaid ID Match Found","Y","E",1,"KRBACKMAN",12-APR-13 11.04.45.693000000 AM,"KRBACKMAN",12-APR-13 11.04.44.907000000 AM
1276892,416597,18-APR-13 03.38.19.125000000 PM,"S330","guestUser","INVALID","Y","E",1,"guestUser",17-JAN-14 09.58.55.053000000 AM,"guestUser",18-APR-13 03.38.19.666000000 PM
1276823,415746,12-APR-13 10.54.57.303000000 AM,"S021","KRBACKMAN","ReqAttach Selected","Y","E",1,"KRBACKMAN",12-APR-13 11.04.45.693000000 AM,"KRBACKMAN",12-APR-13 10.54.57.325000000 AM
1276823,415747,12-APR-13 10.54.57.200000000 AM,"S040","KRBACKMAN","Application Completed","Y","E",1,"KRBACKMAN",12-APR-13 11.04.45.693000000 AM,"KRBACKMAN",12-APR-13 10.54.57.326000000 AM
1276823,415749,12-APR-13 11.04.45.565000000 AM,"S050","KRBACKMAN","Application Approved","Y","E",2,"KRBACKMAN",12-APR-13 11.04.45.692000000 AM,"KRBACKMAN",12-APR-13 11.04.45.504000000 AM
1276823,415750,12-APR-13 11.04.45.542000000 AM,"S640","KRBACKMAN","Web Request for Initial/New Registration","Y","E",1,"KRBACKMAN",12-APR-13 11.04.45.692000000 AM,"KRBACKMAN",12-APR-13 11.04.45.547000000 AM
1276823,415751,12-APR-13 11.04.45.550000000 AM,"S650","KRBACKMAN","AVR Request for Initial/Reset PIN","Y","E",1,"KRBACKMAN",12-APR-13 11.04.45.692000000 AM,"KRBACKMAN",12-APR-13 11.04.45.551000000 AM
1276823,415752,12-APR-13 11.04.45.601000000 AM,"S052","KRBACKMAN","Appl Appv'd-Networks Assigned","Y","E",1,"KRBACKMAN",12-APR-13 11.04.45.691000000 AM,"KRBACKMAN",12-APR-13 11.04.45.603000000 AM
1177532,415753,12-APR-13 10.54.57.303000000 AM,"S021","KRBACKMAN","ReqAttach Selected","N","E",0,"KRBACKMAN",12-APR-13 11.04.45.635000000 AM,"KRBACKMAN",12-APR-13 11.04.45.635000000 AM
1177532,415754,12-APR-13 10.54.57.200000000 AM,"S040","KRBACKMAN","Application Completed","N","E",0,"KRBACKMAN",12-APR-13 11.04.45.635000000 AM,"KRBACKMAN",12-APR-13 11.04.45.635000000 AM
1177532,415755,12-APR-13 10.45.21.549000000 AM,"S001","guestUser","Application rec'd from the web","Y","E",0,"B-Prov-Letters+7070975.00",12-APR-13 06.00.36.000000000 PM,"KRBACKMAN",12-APR-13 11.04.45.635000000 AM
1177532,415756,12-APR-13 11.03.50.927000000 AM,"S160","KRBACKMAN","Previous Medicaid ID Match Found","N","E",0,"KRBACKMAN",12-APR-13 11.04.45.635000000 AM,"KRBACKMAN",12-APR-13 11.04.45.635000000 AM
1177532,415757,12-APR-13 10.45.21.551000000 AM,"S003","guestUser","Application number assigned","N","E",0,"KRBACKMAN",12-APR-13 11.04.45.636000000 AM,"KRBACKMAN",12-APR-13 11.04.45.636000000 AM
1177532,415758,12-APR-13 11.04.45.565000000 AM,"S050","KRBACKMAN","Application Approved","N","E",0,"KRBACKMAN",12-APR-13 11.04.45.636000000 AM,"KRBACKMAN",12-APR-13 11.04.45.636000000 AM
1177532,415759,12-APR-13 11.04.45.542000000 AM,"S640","KRBACKMAN","Web Request for Initial/New Registration","N","E",0,"KRBACKMAN",12-APR-13 11.04.45.636000000 AM,"KRBACKMAN",12-APR-13 11.04.45.636000000 AM
1177532,415760,12-APR-13 11.04.45.550000000 AM,"S650","KRBACKMAN","AVR Request for Initial/Reset PIN","Y","E",0,"B-Prov-Letters+7070975.00",12-APR-13 06.00.36.000000000 PM,"KRBACKMAN",12-APR-13 11.04.45.636000000 AM
1177532,415761,12-APR-13 11.04.45.601000000 AM,"S052","KRBACKMAN","Appl Appv'd-Networks Assigned","Y","E",0,"B-Prov-Letters+7070975.00",12-APR-13 06.00.36.000000000 PM,"KRBACKMAN",12-APR-13 11.04.45.637000000 AM
1177532,415762,12-APR-13 11.03.52.304000000 AM,"S643","KRBACKMAN","Web Request Successful-Acct/Password Set","Y","E",0,"B-Prov-Letters+437144.00",02-APR-15 09.03.26.000000000 PM,"KRBACKMAN",12-APR-13 11.04.46.277000000 AM
1276892,416598,18-APR-13 03.38.20.828000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",0,"B-Prov-Letters+7110545.00",18-APR-13 06.00.24.000000000 PM,"guestUser",18-APR-13 03.38.20.828000000 PM
1276892,416599,18-APR-13 03.38.20.830000000 PM,"S003","guestUser","Application number assigned","Y","E",1,"guestUser",17-JAN-14 09.58.55.051000000 AM,"guestUser",18-APR-13 03.38.20.830000000 PM
1276889,416600,18-APR-13 03.38.20.837000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",1,"B-Prov-Letters+8804731.00",17-JAN-14 06.02.22.000000000 PM,"guestUser",18-APR-13 03.38.20.837000000 PM
1276891,416601,18-APR-13 03.38.20.843000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",1,"JMLAGRO",17-JAN-14 10.02.33.668000000 AM,"guestUser",18-APR-13 03.38.20.844000000 PM
1276887,416602,18-APR-13 03.38.20.850000000 PM,"S001","guestUser","Application rec'd from the web","Y","E",1,"B-Prov-Letters+8804731.00",17-JAN-14 06.02.22.000000000 PM,"guestUser",18-APR-13 03.38.20.851000000 PM
1170467,416633,18-APR-13 06.02.03.370000000 PM,"S670","B-Prov-Letters+7110545.00","password set faliure","N","E",0,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.799000000 PM,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.799000000 PM
1156255,416634,18-APR-13 06.02.03.422000000 PM,"S670","B-Prov-Letters+7110545.00","password set faliure","N","E",0,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.799000000 PM,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.799000000 PM
1001838,416635,18-APR-13 06.02.03.449000000 PM,"S670","B-Prov-Letters+7110545.00","password set faliure","N","E",1,"JMLAGRO",11-APR-14 07.22.22.762000000 AM,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.800000000 PM
1171569,416636,18-APR-13 06.02.03.503000000 PM,"S670","B-Prov-Letters+7110545.00","password set faliure","N","E",0,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.800000000 PM,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.800000000 PM
1001812,416637,18-APR-13 06.02.03.397000000 PM,"S670","B-Prov-Letters+7110545.00","password set faliure","N","E",0,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.800000000 PM,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.800000000 PM
1153961,416638,18-APR-13 06.02.03.528000000 PM,"S670","B-Prov-Letters+7110545.00","password set faliure","N","E",0,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.800000000 PM,"B-Prov-Letters+7110545.00",18-APR-13 06.02.03.800000000 PM
