"P_TY_CD","P_SPECL_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
"048","081",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","306",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","267",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"032","264",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"032","265",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"032","266",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","268",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"034","388",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"039","501",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"039","508",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","503",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"031","269",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"031","450",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"039","507",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","424",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","425",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"028","500",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","125",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"033","482",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"023","272",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","273",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","426",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"032","274",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"032","427",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","513",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"039","382",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","275",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","276",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"027","196",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"034","389",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","287",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","314",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","315",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","026",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","323",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","318",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","058",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","070",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"036","485",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"034","483",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","003",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"031","371",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"047","132",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"034","132",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"034","510",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"047","511",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"034","511",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","089",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","005",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","436",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"039","505",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","146",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"023","087",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","071",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"043","079",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","488",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"034","385",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","006",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","489",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"025","035",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"047","035",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","312",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","313",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"039","335",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"017","335",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"036","341",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"011","047",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","308",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","153",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"048","309",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"028","156",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","359",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"047","359",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"033","472",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","083",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","084",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","085",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","109",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"029","054",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","118",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","074",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"036","036",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","021",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","136",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","101",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"025","357",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","040",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"033","473",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"033","474",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"039","380",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","152",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","155",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","177",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","190",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"010","194",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"017","468",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"028","111",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","206",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"039","374",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"026","437",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"029","165",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"012","498",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"012","019",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","007",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","260",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
"020","167",0,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM,"wf_ND_MC_PRV_TY_SP_XREFV17",18-AUG-15 11.06.12.000000000 AM
