"P_SYS_ID","P_LANG_SK","P_LANG_CD","P_PRIM_LANG_IND","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1277485,170422,"EN","Y",0,"guestUser",13-AUG-13 02.44.13.687000000 PM,"guestUser",13-AUG-13 02.44.13.687000000 PM
1277998,152999,"EN","Y",0,"guestUser",14-JUN-13 09.39.13.027000000 AM,"guestUser",14-JUN-13 09.39.13.027000000 AM
1277388,147215,"EN","Y",0,"guestUser",09-MAY-13 10.30.10.365000000 AM,"guestUser",09-MAY-13 10.30.10.365000000 AM
1277977,152602,"EN","Y",0,"guestUser",11-JUN-13 02.42.07.994000000 PM,"guestUser",11-JUN-13 02.42.07.994000000 PM
1278000,152728,"EN","Y",0,"guestUser",12-JUN-13 04.40.14.536000000 PM,"guestUser",12-JUN-13 04.40.14.536000000 PM
1278011,152890,"EN","Y",0,"guestUser",13-JUN-13 01.20.45.646000000 PM,"guestUser",13-JUN-13 01.20.45.646000000 PM
1278031,153005,"EN","Y",0,"guestUser",14-JUN-13 10.02.36.377000000 AM,"guestUser",14-JUN-13 10.02.36.377000000 AM
1282262,375271,"EN","Y",0,"JMLAGRO",08-OCT-14 12.37.59.222000000 PM,"JMLAGRO",08-OCT-14 12.37.59.222000000 PM
1278035,153086,"EN","Y",0,"guestUser",14-JUN-13 02.16.24.571000000 PM,"guestUser",14-JUN-13 02.16.24.571000000 PM
1282146,375302,"EN","Y",0,"JMLAGRO",08-OCT-14 01.28.22.432000000 PM,"JMLAGRO",08-OCT-14 01.28.22.432000000 PM
1277437,147467,"EN","Y",0,"guestUser",10-MAY-13 12.07.30.711000000 PM,"guestUser",10-MAY-13 12.07.30.711000000 PM
1277429,147461,"EN","Y",0,"guestUser",10-MAY-13 11.43.42.774000000 AM,"guestUser",10-MAY-13 11.43.42.774000000 AM
1290388,375349,"EN","Y",0,"GUESTUSER",08-OCT-14 02.59.10.806000000 PM,"GUESTUSER",08-OCT-14 02.59.10.806000000 PM
1277426,147532,"EN","Y",0,"guestUser",10-MAY-13 02.00.21.035000000 PM,"guestUser",10-MAY-13 02.00.21.035000000 PM
1277997,153102,"EN","Y",0,"guestUser",14-JUN-13 02.39.33.798000000 PM,"guestUser",14-JUN-13 02.39.33.798000000 PM
1277453,147595,"EN","Y",0,"guestUser",11-MAY-13 02.15.56.959000000 PM,"guestUser",11-MAY-13 02.15.56.959000000 PM
1277431,147697,"EN","Y",0,"guestUser",13-MAY-13 12.41.36.162000000 PM,"guestUser",13-MAY-13 12.41.36.162000000 PM
1277309,147771,"EN","Y",0,"guestUser",13-MAY-13 03.46.33.024000000 PM,"guestUser",13-MAY-13 03.46.33.024000000 PM
1278038,153103,"EN","Y",0,"guestUser",14-JUN-13 02.39.33.993000000 PM,"guestUser",14-JUN-13 02.39.33.993000000 PM
1279473,170535,"CZ","N",1,"PAULASOLL",07-MAR-14 03.12.19.009000000 PM,"guestUser",13-AUG-13 02.46.02.237000000 PM
1279473,170536,"GR","N",1,"PAULASOLL",07-MAR-14 03.12.19.021000000 PM,"guestUser",13-AUG-13 02.46.02.237000000 PM
1279473,170537,"SY","N",1,"PAULASOLL",07-MAR-14 03.12.19.007000000 PM,"guestUser",13-AUG-13 02.46.02.238000000 PM
1279473,170538,"CH","N",1,"PAULASOLL",07-MAR-14 03.12.19.020000000 PM,"guestUser",13-AUG-13 02.46.02.238000000 PM
1279473,170539,"ZZ","N",1,"PAULASOLL",07-MAR-14 03.12.19.006000000 PM,"guestUser",13-AUG-13 02.46.02.238000000 PM
1279473,170540,"HI","N",1,"PAULASOLL",07-MAR-14 03.12.19.005000000 PM,"guestUser",13-AUG-13 02.46.02.239000000 PM
1279473,170541,"IN","N",1,"PAULASOLL",07-MAR-14 03.12.19.011000000 PM,"guestUser",13-AUG-13 02.46.02.239000000 PM
1279473,170542,"BA","N",1,"PAULASOLL",07-MAR-14 03.12.19.004000000 PM,"guestUser",13-AUG-13 02.46.02.239000000 PM
1279473,170543,"CR","N",1,"PAULASOLL",07-MAR-14 03.12.19.010000000 PM,"guestUser",13-AUG-13 02.46.02.240000000 PM
1279473,170544,"CN","N",1,"PAULASOLL",07-MAR-14 03.12.19.023000000 PM,"guestUser",13-AUG-13 02.46.02.240000000 PM
1279473,170545,"NA","N",1,"PAULASOLL",07-MAR-14 03.12.19.009000000 PM,"guestUser",13-AUG-13 02.46.02.240000000 PM
1279473,170546,"UK","N",1,"PAULASOLL",07-MAR-14 03.12.19.022000000 PM,"guestUser",13-AUG-13 02.46.02.240000000 PM
1279473,170547,"VN","N",1,"PAULASOLL",07-MAR-14 03.12.19.008000000 PM,"guestUser",13-AUG-13 02.46.02.241000000 PM
1279473,170548,"SL","N",1,"PAULASOLL",07-MAR-14 03.12.19.021000000 PM,"guestUser",13-AUG-13 02.46.02.241000000 PM
1279473,170549,"AR","N",1,"PAULASOLL",07-MAR-14 03.12.19.006000000 PM,"guestUser",13-AUG-13 02.46.02.242000000 PM
1279473,170550,"IT","N",1,"PAULASOLL",07-MAR-14 03.12.19.006000000 PM,"guestUser",13-AUG-13 02.46.02.242000000 PM
1279473,170551,"MN","N",1,"PAULASOLL",07-MAR-14 03.24.38.033000000 PM,"guestUser",13-AUG-13 02.46.02.242000000 PM
1279473,170552,"AL","N",1,"PAULASOLL",07-MAR-14 03.12.19.005000000 PM,"guestUser",13-AUG-13 02.46.02.242000000 PM
1279473,170553,"KO","N",1,"PAULASOLL",07-MAR-14 03.12.19.011000000 PM,"guestUser",13-AUG-13 02.46.02.243000000 PM
1279473,170554,"CC","N",1,"PAULASOLL",07-MAR-14 03.12.19.004000000 PM,"guestUser",13-AUG-13 02.46.02.243000000 PM
1279473,170555,"RO","N",1,"PAULASOLL",07-MAR-14 03.12.19.010000000 PM,"guestUser",13-AUG-13 02.46.02.243000000 PM
1279473,170556,"TU","N",1,"PAULASOLL",07-MAR-14 03.12.19.023000000 PM,"guestUser",13-AUG-13 02.46.02.243000000 PM
1279473,170557,"FR","N",1,"PAULASOLL",07-MAR-14 03.12.19.009000000 PM,"guestUser",13-AUG-13 02.46.02.244000000 PM
1279473,170558,"JA","N",1,"PAULASOLL",07-MAR-14 03.12.19.022000000 PM,"guestUser",13-AUG-13 02.46.02.244000000 PM
1279473,170559,"FP","N",1,"PAULASOLL",07-MAR-14 03.12.19.007000000 PM,"guestUser",13-AUG-13 02.46.02.245000000 PM
1279473,170560,"SW","N",1,"PAULASOLL",07-MAR-14 03.12.19.007000000 PM,"guestUser",13-AUG-13 02.46.02.245000000 PM
1279473,170561,"EN","Y",2,"PAULASOLL",07-MAR-14 03.24.38.033000000 PM,"guestUser",13-AUG-13 02.46.02.245000000 PM
1279473,170562,"SA","N",1,"PAULASOLL",07-MAR-14 03.12.19.006000000 PM,"guestUser",13-AUG-13 02.46.02.245000000 PM
1279473,170563,"LA","N",1,"PAULASOLL",07-MAR-14 03.12.19.011000000 PM,"guestUser",13-AUG-13 02.46.02.246000000 PM
1277964,152407,"EN","Y",0,"guestUser",10-JUN-13 01.21.39.450000000 PM,"guestUser",10-JUN-13 01.21.39.450000000 PM
1276779,140969,"EN","Y",0,"guestUser",09-APR-13 03.49.47.976000000 PM,"guestUser",09-APR-13 03.49.47.976000000 PM
1276802,141202,"EN","Y",0,"guestUser",10-APR-13 04.27.24.401000000 PM,"guestUser",10-APR-13 04.27.24.401000000 PM
1276777,140952,"EN","Y",0,"guestUser",09-APR-13 03.03.59.727000000 PM,"guestUser",09-APR-13 03.03.59.727000000 PM
1276773,140933,"EN","Y",0,"guestUser",09-APR-13 02.11.00.908000000 PM,"guestUser",09-APR-13 02.11.00.908000000 PM
1276772,141568,"EN","Y",0,"guestUser",15-APR-13 09.58.30.046000000 AM,"guestUser",15-APR-13 09.58.30.046000000 AM
1276798,141141,"EN","Y",0,"guestUser",10-APR-13 01.52.53.475000000 PM,"guestUser",10-APR-13 01.52.53.475000000 PM
1279047,164627,"EN","Y",0,"guestUser",31-JUL-13 11.21.20.662000000 AM,"guestUser",31-JUL-13 11.21.20.662000000 AM
1277065,144530,"EN","Y",0,"guestUser",26-APR-13 04.47.34.979000000 PM,"guestUser",26-APR-13 04.47.34.979000000 PM
1277273,146485,"EN","Y",0,"guestUser",06-MAY-13 11.51.26.107000000 AM,"guestUser",06-MAY-13 11.51.26.107000000 AM
1285411,375368,"EN","Y",0,"GUESTUSER",08-OCT-14 03.37.12.753000000 PM,"GUESTUSER",08-OCT-14 03.37.12.753000000 PM
1277079,144718,"EN","Y",0,"guestUser",29-APR-13 02.33.21.050000000 PM,"guestUser",29-APR-13 02.33.21.050000000 PM
1277269,146465,"EN","Y",0,"guestUser",06-MAY-13 11.40.49.532000000 AM,"guestUser",06-MAY-13 11.40.49.532000000 AM
1277268,146421,"EN","Y",0,"guestUser",06-MAY-13 11.05.26.861000000 AM,"guestUser",06-MAY-13 11.05.26.861000000 AM
1277266,146425,"EN","Y",0,"guestUser",06-MAY-13 11.06.22.627000000 AM,"guestUser",06-MAY-13 11.06.22.627000000 AM
1277525,170982,"EN","Y",0,"guestUser",14-AUG-13 09.45.52.650000000 AM,"guestUser",14-AUG-13 09.45.52.650000000 AM
1277275,146503,"EN","Y",0,"guestUser",06-MAY-13 11.57.44.351000000 AM,"guestUser",06-MAY-13 11.57.44.351000000 AM
1277277,146513,"EN","Y",0,"guestUser",06-MAY-13 12.10.49.715000000 PM,"guestUser",06-MAY-13 12.10.49.715000000 PM
1277280,146538,"EN","Y",0,"guestUser",06-MAY-13 12.32.12.520000000 PM,"guestUser",06-MAY-13 12.32.12.520000000 PM
1277281,146554,"EN","Y",0,"guestUser",06-MAY-13 12.42.13.858000000 PM,"guestUser",06-MAY-13 12.42.13.858000000 PM
1277283,146563,"EN","Y",0,"guestUser",06-MAY-13 12.50.40.980000000 PM,"guestUser",06-MAY-13 12.50.40.980000000 PM
1282861,219633,"EN","Y",0,"guestUser",21-FEB-14 01.27.47.413000000 PM,"guestUser",21-FEB-14 01.27.47.413000000 PM
1276784,152608,"EN","Y",0,"guestUser",11-JUN-13 03.45.16.262000000 PM,"guestUser",11-JUN-13 03.45.16.262000000 PM
1277348,146961,"EN","Y",0,"guestUser",08-MAY-13 08.16.56.237000000 AM,"guestUser",08-MAY-13 08.16.56.237000000 AM
1277861,150915,"EN","Y",0,"guestUser",30-MAY-13 12.02.33.363000000 PM,"guestUser",30-MAY-13 12.02.33.363000000 PM
1290789,371676,"EN","Y",0,"GUESTUSER",24-SEP-14 02.27.57.977000000 PM,"GUESTUSER",24-SEP-14 02.27.57.977000000 PM
1308669,782807,"EN","Y",0,"GUESTUSER",12-NOV-18 07.35.09.112000000 AM,"GUESTUSER",12-NOV-18 07.35.09.112000000 AM
1282724,371755,"EN","Y",0,"KWOODALL",24-SEP-14 03.41.40.254000000 PM,"KWOODALL",24-SEP-14 03.41.40.254000000 PM
1282862,219645,"EN","Y",0,"guestUser",21-FEB-14 01.37.28.403000000 PM,"guestUser",21-FEB-14 01.37.28.403000000 PM
1277593,170995,"EN","Y",0,"guestUser",14-AUG-13 09.54.39.273000000 AM,"guestUser",14-AUG-13 09.54.39.273000000 AM
1277528,170986,"EN","Y",0,"guestUser",14-AUG-13 09.46.58.674000000 AM,"guestUser",14-AUG-13 09.46.58.674000000 AM
1294144,458687,"SP","N",1,"GUESTUSER",21-OCT-15 03.48.23.360000000 PM,"GUESTUSER",21-JUL-15 10.27.11.491000000 AM
1278458,301906,"EN","Y",0,"guestUser",16-JUN-14 04.06.11.711000000 PM,"guestUser",16-JUN-14 04.06.11.711000000 PM
1277867,301867," ","N",1,"JOYSPEZIALE",16-JUN-14 03.37.38.947000000 PM,"guestUser",16-JUN-14 03.37.38.947000000 PM
1277650,171054,"EN","Y",0,"guestUser",14-AUG-13 10.31.55.982000000 AM,"guestUser",14-AUG-13 10.31.55.982000000 AM
1282945,220370,"EN","Y",0,"guestUser",25-FEB-14 04.23.54.639000000 PM,"guestUser",25-FEB-14 04.23.54.639000000 PM
1277529,170990,"EN","Y",0,"guestUser",14-AUG-13 09.50.37.884000000 AM,"guestUser",14-AUG-13 09.50.37.884000000 AM
1279051,164679,"EN","Y",0,"guestUser",31-JUL-13 12.44.52.656000000 PM,"guestUser",31-JUL-13 12.44.52.656000000 PM
1193488,782673,"EN","N",0,"MLMOOS",09-NOV-18 03.44.21.097000000 PM,"MLMOOS",09-NOV-18 03.44.21.097000000 PM
1169961,782685,"EN","N",0,"MLMOOS",09-NOV-18 03.56.36.017000000 PM,"MLMOOS",09-NOV-18 03.56.36.017000000 PM
1277723,149713,"EN","Y",0,"guestUser",23-MAY-13 11.04.53.784000000 AM,"guestUser",23-MAY-13 11.04.53.784000000 AM
1277753,149768,"EN","Y",0,"guestUser",23-MAY-13 11.51.12.908000000 AM,"guestUser",23-MAY-13 11.51.12.908000000 AM
1277749,149818,"EN","Y",0,"guestUser",23-MAY-13 01.28.10.696000000 PM,"guestUser",23-MAY-13 01.28.10.696000000 PM
1277757,149819,"EN","Y",0,"guestUser",23-MAY-13 01.29.38.086000000 PM,"guestUser",23-MAY-13 01.29.38.086000000 PM
1278780,170992,"EN","Y",0,"guestUser",14-AUG-13 09.52.26.396000000 AM,"guestUser",14-AUG-13 09.52.26.396000000 AM
1277867,301868,"EN","Y",0,"JOYSPEZIALE",16-JUN-14 03.37.38.947000000 PM,"guestUser",16-JUN-14 03.37.38.947000000 PM
1279046,164706,"EN","Y",0,"guestUser",31-JUL-13 01.14.24.290000000 PM,"guestUser",31-JUL-13 01.14.24.290000000 PM
1277869,151038,"EN","Y",0,"guestUser",30-MAY-13 03.43.07.014000000 PM,"guestUser",30-MAY-13 03.43.07.014000000 PM
1294144,458688,"EN","Y",0,"GUESTUSER",21-JUL-15 10.27.11.498000000 AM,"GUESTUSER",21-JUL-15 10.27.11.498000000 AM
1284855,301928,"EN","Y",0,"guestUser",16-JUN-14 04.12.19.016000000 PM,"guestUser",16-JUN-14 04.12.19.016000000 PM
1277901,151447,"EN","Y",0,"guestUser",04-JUN-13 09.17.53.415000000 AM,"guestUser",04-JUN-13 09.17.53.415000000 AM
1182803,401290,"EN","Y",0,"JMLAGRO",22-JAN-15 01.59.23.629000000 PM,"LISACAMPBELL",22-JAN-15 01.59.23.629000000 PM
1277906,151638,"EN","Y",0,"guestUser",05-JUN-13 01.59.42.943000000 PM,"guestUser",05-JUN-13 01.59.42.943000000 PM
1277594,171013,"EN","Y",0,"guestUser",14-AUG-13 10.02.55.884000000 AM,"guestUser",14-AUG-13 10.02.55.884000000 AM
1279069,164879,"EN","Y",0,"guestUser",31-JUL-13 03.16.45.191000000 PM,"guestUser",31-JUL-13 03.16.45.191000000 PM
1277597,171058,"EN","Y",0,"guestUser",14-AUG-13 10.34.40.197000000 AM,"guestUser",14-AUG-13 10.34.40.197000000 AM
1279058,164779,"EN","Y",0,"guestUser",31-JUL-13 01.46.17.224000000 PM,"guestUser",31-JUL-13 01.46.17.224000000 PM
1292043,401327,"EN","Y",0,"GUESTUSER",22-JAN-15 03.14.07.701000000 PM,"GUESTUSER",22-JAN-15 03.14.07.701000000 PM
1277533,171009,"EN","Y",0,"guestUser",14-AUG-13 10.00.35.994000000 AM,"guestUser",14-AUG-13 10.00.35.994000000 AM
1279257,171014,"EN","Y",0,"guestUser",14-AUG-13 10.03.33.765000000 AM,"guestUser",14-AUG-13 10.03.33.765000000 AM
1277677,164794,"EN","Y",0,"guestUser",31-JUL-13 01.53.55.501000000 PM,"guestUser",31-JUL-13 01.53.55.501000000 PM
1278088,372100,"EN","Y",0,"JMLAGRO",25-SEP-14 12.57.51.181000000 PM,"JMLAGRO",25-SEP-14 12.57.51.181000000 PM
1277868,153011,"EN","Y",0,"guestUser",14-JUN-13 10.14.33.239000000 AM,"guestUser",14-JUN-13 10.14.33.239000000 AM
1278009,152865,"EN","Y",0,"guestUser",13-JUN-13 12.33.31.848000000 PM,"guestUser",13-JUN-13 12.33.31.848000000 PM
1278163,154497,"EN","Y",0,"guestUser",24-JUN-13 01.41.28.534000000 PM,"guestUser",24-JUN-13 01.41.28.534000000 PM
1278010,152875,"EN","Y",0,"guestUser",13-JUN-13 12.44.35.597000000 PM,"guestUser",13-JUN-13 12.44.35.597000000 PM
1284840,301952,"EN","Y",0,"guestUser",16-JUN-14 04.19.01.008000000 PM,"guestUser",16-JUN-14 04.19.01.008000000 PM
1278029,153037,"EN","Y",0,"guestUser",14-JUN-13 11.23.28.003000000 AM,"guestUser",14-JUN-13 11.23.28.003000000 AM
1277677,164795,"ZZ","N",1,"PJHEID",02-AUG-13 01.31.00.537000000 PM,"guestUser",31-JUL-13 01.53.55.501000000 PM
1277897,154819,"EN","Y",0,"guestUser",25-JUN-13 01.16.39.315000000 PM,"guestUser",25-JUN-13 01.16.39.315000000 PM
1279068,164858,"EN","Y",0,"guestUser",31-JUL-13 02.57.36.452000000 PM,"guestUser",31-JUL-13 02.57.36.452000000 PM
1279059,164874,"EN","Y",0,"guestUser",31-JUL-13 03.08.50.347000000 PM,"guestUser",31-JUL-13 03.08.50.347000000 PM
1278152,154410,"EN","Y",0,"guestUser",24-JUN-13 08.59.44.417000000 AM,"guestUser",24-JUN-13 08.59.44.417000000 AM
1279062,164836,"SP","N",1,"LISACAMPBELL",21-MAY-14 11.57.05.780000000 AM,"guestUser",31-JUL-13 02.29.43.044000000 PM
1279062,164837,"EN","Y",0,"guestUser",31-JUL-13 02.29.43.045000000 PM,"guestUser",31-JUL-13 02.29.43.045000000 PM
1292147,401336,"EN","Y",0,"GUESTUSER",22-JAN-15 03.19.13.416000000 PM,"GUESTUSER",22-JAN-15 03.19.13.416000000 PM
1277229,154461,"EN","Y",0,"guestUser",24-JUN-13 11.44.28.439000000 AM,"guestUser",24-JUN-13 11.44.28.439000000 AM
1279064,164875,"EN","Y",0,"guestUser",31-JUL-13 03.10.16.035000000 PM,"guestUser",31-JUL-13 03.10.16.035000000 PM
1277550,171062,"EN","Y",0,"guestUser",14-AUG-13 10.36.55.510000000 AM,"guestUser",14-AUG-13 10.36.55.510000000 AM
1292828,782898,"EN","Y",0,"SLSCHAAF",13-NOV-18 08.22.37.974000000 AM,"SLSCHAAF",13-NOV-18 08.22.37.974000000 AM
1284539,372108,"EN","Y",0,"GUESTUSER",25-SEP-14 01.06.27.399000000 PM,"GUESTUSER",25-SEP-14 01.06.27.399000000 PM
1300945,782947,"EN","Y",0,"SLSCHAAF",13-NOV-18 10.01.18.203000000 AM,"SLSCHAAF",13-NOV-18 10.01.18.203000000 AM
1278095,372115,"EN","Y",0,"JMLAGRO",25-SEP-14 01.50.06.255000000 PM,"JMLAGRO",25-SEP-14 01.50.06.255000000 PM
1276793,141145,"EN","Y",0,"guestUser",10-APR-13 02.18.23.815000000 PM,"guestUser",10-APR-13 02.18.23.815000000 PM
1276985,143612,"EN","Y",0,"guestUser",23-APR-13 06.18.14.235000000 PM,"guestUser",23-APR-13 06.18.14.235000000 PM
1276862,142730,"EN","Y",0,"guestUser",19-APR-13 01.32.24.876000000 PM,"guestUser",19-APR-13 01.32.24.876000000 PM
1294208,460217,"EN","Y",0,"GUESTUSER",23-JUL-15 04.42.56.522000000 PM,"GUESTUSER",23-JUL-15 04.42.56.522000000 PM
1277493,147808,"EN","Y",2,"PJHEID",09-FEB-14 09.44.45.142000000 PM,"guestUser",13-MAY-13 04.59.44.808000000 PM
1277493,147809,"SP","N",1,"PJHEID",09-FEB-14 09.44.45.142000000 PM,"guestUser",13-MAY-13 04.59.44.808000000 PM
1279373,171211,"EN","Y",0,"guestUser",14-AUG-13 11.42.31.740000000 AM,"guestUser",14-AUG-13 11.42.31.740000000 AM
1279501,171220,"EN","Y",0,"guestUser",14-AUG-13 12.08.54.952000000 PM,"guestUser",14-AUG-13 12.08.54.952000000 PM
1279209,171235,"EN","Y",0,"guestUser",14-AUG-13 12.35.48.248000000 PM,"guestUser",14-AUG-13 12.35.48.248000000 PM
1280834,186927,"EN","Y",0,"guestUser",29-OCT-13 03.19.57.929000000 PM,"guestUser",29-OCT-13 03.19.57.929000000 PM
1279189,171256,"EN","Y",0,"guestUser",14-AUG-13 12.49.24.981000000 PM,"guestUser",14-AUG-13 12.49.24.981000000 PM
1276976,147851,"EN","Y",0,"guestUser",14-MAY-13 09.33.54.210000000 AM,"guestUser",14-MAY-13 09.33.54.210000000 AM
1277872,151076,"EN","Y",0,"guestUser",30-MAY-13 04.09.11.029000000 PM,"guestUser",30-MAY-13 04.09.11.029000000 PM
1277773,150481,"EN","Y",0,"guestUser",29-MAY-13 09.18.01.999000000 AM,"guestUser",29-MAY-13 09.18.01.999000000 AM
1277228,147991,"EN","Y",0,"guestUser",14-MAY-13 02.17.48.399000000 PM,"guestUser",14-MAY-13 02.17.48.399000000 PM
1278174,154567,"EN","Y",0,"guestUser",24-JUN-13 04.11.38.510000000 PM,"guestUser",24-JUN-13 04.11.38.510000000 PM
1290011,343876,"EN","Y",0,"GUESTUSER",04-AUG-14 12.47.59.274000000 PM,"GUESTUSER",04-AUG-14 12.47.59.274000000 PM
1277775,150483,"EN","Y",0,"guestUser",29-MAY-13 09.22.44.920000000 AM,"guestUser",29-MAY-13 09.22.44.920000000 AM
1283549,394434,"EN","Y",0,"LBARKER",02-JAN-15 10.33.20.417000000 AM,"guestUser",02-JAN-15 10.33.20.417000000 AM
1277520,148027,"EN","Y",0,"guestUser",14-MAY-13 02.56.09.014000000 PM,"guestUser",14-MAY-13 02.56.09.014000000 PM
1283553,394435,"EN","Y",0,"LBARKER",02-JAN-15 10.33.38.710000000 AM,"guestUser",02-JAN-15 10.33.38.710000000 AM
1181972,394437,"EN","Y",0,"LBARKER",02-JAN-15 10.34.02.220000000 AM,"KRBACKMAN",02-JAN-15 10.34.02.220000000 AM
1277530,148031,"EN","Y",0,"guestUser",14-MAY-13 02.58.18.128000000 PM,"guestUser",14-MAY-13 02.58.18.128000000 PM
1285255,394459,"EN","Y",0,"LBARKER",02-JAN-15 10.40.34.442000000 AM,"guestUser",02-JAN-15 10.40.34.442000000 AM
1002610,394438,"EN","Y",0,"LBARKER",02-JAN-15 10.34.21.782000000 AM,"KRBACKMAN",02-JAN-15 10.34.21.782000000 AM
1280916,187578,"EN","Y",0,"guestUser",04-NOV-13 09.56.06.699000000 AM,"guestUser",04-NOV-13 09.56.06.699000000 AM
1279511,171402,"EN","Y",0,"guestUser",14-AUG-13 03.19.45.924000000 PM,"guestUser",14-AUG-13 03.19.45.924000000 PM
1277574,148580,"EN","Y",0,"guestUser",17-MAY-13 11.53.51.722000000 AM,"guestUser",17-MAY-13 11.53.51.722000000 AM
1002581,394441,"EN","Y",0,"LBARKER",02-JAN-15 10.35.41.997000000 AM,"KRBACKMAN",02-JAN-15 10.35.41.997000000 AM
1277305,152423,"EN","Y",0,"guestUser",10-JUN-13 02.40.37.617000000 PM,"guestUser",10-JUN-13 02.40.37.617000000 PM
1279505,171319,"EN","Y",0,"guestUser",14-AUG-13 02.14.08.401000000 PM,"guestUser",14-AUG-13 02.14.08.401000000 PM
