"P_CLIA_NUM","P_CLIA_LAB_CD","P_CLIA_CERT_BEG_DT","P_CLIA_CERT_END_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
"01D0302215","400",02-JAN-09,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962011000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285901000 AM
"01D0302508","110",29-MAR-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_4895954.00",03-MAR-23 06.31.41.382311000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285909000 AM
"01D0302508","120",29-MAR-94,07-OCT-15,0,"B-IF-PRV-CLIA-UPD_1047885.00",12-JUL-16 07.42.52.907213000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285918000 AM
"01D0302508","130",29-MAR-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_1471622.00",23-JUN-17 06.25.44.691527000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285926000 AM
"01D0302508","140",18-MAY-11,15-JUN-16,0,"B-IF-PRV-CLIA-UPD_1063726.00",25-JUL-16 06.19.23.563603000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285934000 AM
"01D0302508","320",29-MAR-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_1471622.00",23-JUN-17 06.25.44.691535000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285943000 AM
"01D0302508","340",29-MAR-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_Hist_05",21-AUG-18 01.01.31.428177000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285951000 AM
"01D0302508","400",11-NOV-08,22-JUN-18,0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.36.01.341668000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285959000 AM
"01D0302960","120",21-SEP-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_2520196.00",03-MAY-19 06.08.47.525894000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285967000 AM
"01D0302960","130",21-SEP-94,27-SEP-19,0,"B-IF-PRV-CLIA-UPD_2805041.00",25-OCT-19 06.08.36.615580000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285975000 AM
"01D0302960","220",16-SEP-06,22-JUN-16,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285984000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285984000 AM
"01D0302960","310",18-MAY-11,27-JUN-12,0,"B-IF-PRV-CLIA-UPD_Hist_47",22-AUG-18 01.50.23.182056000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.285992000 AM
"01D0302960","400",11-NOV-08,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962030000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286000000 AM
"01D0303442","110",13-DEC-93,06-NOV-25,0,"B-IF-PRV-CLIA-UPD_1643851.00",14-NOV-25 06.36.02.055067000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286008000 AM
"01D0303442","220",13-DEC-93,21-JUL-99,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286016000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286016000 AM
"01D0303442","400",13-DEC-93,12-JUN-26,0,"B-IF-PRV-CLIA-UPD_636921.00",15-DEC-23 06.27.57.439144000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286025000 AM
"01D0303544","110",23-SEP-94,12-OCT-22,0,"B-IF-PRV-CLIA-UPD_4884244.00",25-FEB-23 10.12.48.039557000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286033000 AM
"01D0303544","120",23-SEP-94,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438235000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286041000 AM
"01D0303544","130",23-SEP-94,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438235000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286049000 AM
"01D0303544","320",23-SEP-94,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438236000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.286057000 AM
"01D0303544","330",23-SEP-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_Hist_22",21-AUG-18 01.18.34.444707000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409468000 AM
"01D0303544","400",23-SEP-94,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438236000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409487000 AM
"01D0303594","120",16-FEB-95,16-AUG-17,0,"B-IF-PRV-CLIA-UPD_Hist_17",21-AUG-18 12.34.37.233416000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409496000 AM
"01D0303594","130",16-FEB-95,16-AUG-17,0,"B-IF-PRV-CLIA-UPD_Hist_17",21-AUG-18 12.34.37.233419000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409504000 AM
"01D0303594","320",16-FEB-95,16-AUG-17,0,"B-IF-PRV-CLIA-UPD_Hist_17",21-AUG-18 12.34.37.233422000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409513000 AM
"01D0303594","400",30-OCT-13,22-JUN-16,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409521000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409521000 AM
"01D0303873","110",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808365000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409530000 AM
"01D0303873","120",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808366000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409538000 AM
"01D0303873","130",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808366000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409546000 AM
"01D0303873","140",19-SEP-03,15-FEB-18,0,"B-IF-PRV-CLIA-UPD_Hist_35",21-AUG-18 06.03.10.008724000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409554000 AM
"01D0303873","220",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808367000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409563000 AM
"01D0303873","310",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808368000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409571000 AM
"01D0303873","320",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808368000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409579000 AM
"01D0303873","330",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808369000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409588000 AM
"01D0303873","340",19-SEP-03,02-JUL-19,0,"B-IF-PRV-CLIA-UPD_1254842.00",02-JAN-17 06.23.52.581847000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409596000 AM
"01D0303873","400",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808369000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409604000 AM
"01D0303873","510",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808370000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409612000 AM
"01D0303873","520",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808370000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409621000 AM
"01D0303873","530",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808371000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409629000 AM
"01D0303873","540",02-DEC-99,18-NOV-02,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409638000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409638000 AM
"01D0303873","550",02-DEC-99,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808371000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409646000 AM
"01D0303873","610",15-AUG-03,01-DEC-22,0,"B-IF-PRV-CLIA-UPD_4884409.00",25-FEB-23 11.15.51.733808000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409654000 AM
"01D0304152","220",05-JAN-94,05-OCT-05,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409662000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409662000 AM
"01D0304152","310",05-JAN-94,12-APR-17,0,"B-IF-PRV-CLIA-UPD_1471875.00",23-JUN-17 01.27.13.071076000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409671000 AM
"01D0304152","320",05-JAN-94,07-AUG-01,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409679000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409679000 AM
"01D0304152","330",05-JAN-94,12-APR-17,0,"B-IF-PRV-CLIA-UPD_1471875.00",23-JUN-17 01.27.13.071080000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409687000 AM
"01D0304152","340",05-JAN-94,04-JAN-96,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409696000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409696000 AM
"01D0304152","400",05-SEP-07,12-APR-17,0,"B-IF-PRV-CLIA-UPD_1471875.00",23-JUN-17 01.27.13.071084000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409704000 AM
"01D0304152","400",05-JAN-94,05-OCT-05,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409713000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409713000 AM
"01D0304176","220",23-DEC-93,07-MAY-24,0,"B-IF-PRV-CLIA-UPD_864433.00",20-MAY-24 06.26.41.808638000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409721000 AM
"01D0304176","310",23-DEC-93,07-MAY-24,0,"B-IF-PRV-CLIA-UPD_864433.00",20-MAY-24 06.26.41.808639000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409729000 AM
"01D0304176","320",23-DEC-93,07-MAY-24,0,"B-IF-PRV-CLIA-UPD_864433.00",20-MAY-24 06.26.41.808640000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409737000 AM
"01D0304176","330",23-DEC-93,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_789165.00",29-MAR-24 06.26.34.766782000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409745000 AM
"01D0304176","400",23-DEC-93,07-MAY-24,0,"B-IF-PRV-CLIA-UPD_864433.00",20-MAY-24 06.26.41.808641000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409754000 AM
"01D0304350","120",15-FEB-95,01-MAR-17,0,"B-IF-PRV-CLIA-UPD_1417502.00",17-MAY-17 06.12.11.601865000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409762000 AM
"01D0304350","130",15-FEB-95,01-MAR-17,0,"B-IF-PRV-CLIA-UPD_1417502.00",17-MAY-17 06.12.11.601869000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409770000 AM
"01D0304350","220",15-FEB-95,01-MAR-17,0,"B-IF-PRV-CLIA-UPD_1417502.00",17-MAY-17 06.12.11.601872000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409779000 AM
"01D0304350","310",15-FEB-95,01-MAR-17,0,"B-IF-PRV-CLIA-UPD_1417502.00",17-MAY-17 06.12.11.601875000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409787000 AM
"01D0304350","320",15-FEB-95,01-MAR-17,0,"B-IF-PRV-CLIA-UPD_1417502.00",17-MAY-17 06.12.11.601878000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409795000 AM
"01D0304350","330",15-FEB-95,01-MAR-17,0,"B-IF-PRV-CLIA-UPD_1417502.00",17-MAY-17 06.12.11.601881000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409804000 AM
"01D0304350","400",15-FEB-95,01-MAR-17,0,"B-IF-PRV-CLIA-UPD_1417502.00",17-MAY-17 06.12.11.601884000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409812000 AM
"01D0304564","110",15-DEC-93,31-MAY-07,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409820000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409820000 AM
"01D0304564","220",15-DEC-93,18-AUG-99,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409829000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409829000 AM
"01D0304564","400",15-DEC-93,14-JUN-26,0,"B-IF-PRV-CLIA-UPD_728435.00",16-FEB-24 06.25.57.199223000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409837000 AM
"01D0304589","220",22-SEP-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_2713394.00",30-AUG-19 06.07.09.636758000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409845000 AM
"01D0304589","310",22-SEP-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_Hist_19",21-AUG-18 12.55.06.996062000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409854000 AM
"01D0304589","320",22-SEP-94,17-JUN-21,0,"B-IF-PRV-CLIA-UPD_3983197.00",24-SEP-21 09.27.33.611040000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409862000 AM
"01D0304589","330",22-SEP-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_Hist_19",21-AUG-18 12.55.06.996068000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409870000 AM
"01D0304589","400",22-SEP-94,17-JUN-21,0,"B-IF-PRV-CLIA-UPD_3983197.00",24-SEP-21 09.27.33.611045000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409878000 AM
"01D0304753","310",16-JUN-08,22-JUN-18,0,"B-IF-PRV-CLIA-UPD_1303960.00",13-FEB-17 06.21.42.897281000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409886000 AM
"01D0304753","320",16-JUN-08,22-JUN-18,0,"B-IF-PRV-CLIA-UPD_1303960.00",13-FEB-17 06.21.42.897284000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409894000 AM
"01D0304753","330",16-JUN-08,22-JUN-18,0,"B-IF-PRV-CLIA-UPD_1303960.00",13-FEB-17 06.21.42.897288000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409903000 AM
"01D0304753","400",16-JUN-08,22-JUN-18,0,"B-IF-PRV-CLIA-UPD_1303960.00",13-FEB-17 06.21.42.897291000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409911000 AM
"01D0304757","110",27-SEP-94,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438239000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409919000 AM
"01D0304757","120",27-SEP-94,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438240000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409928000 AM
"01D0304757","130",27-SEP-94,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438240000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409936000 AM
"01D0304757","140",16-OCT-13,22-JUN-16,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409944000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409944000 AM
"01D0304757","400",27-SEP-94,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438241000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409952000 AM
"01D0304855","110",03-JAN-95,02-JAN-97,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409961000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409961000 AM
"01D0304855","120",03-JAN-95,02-JAN-97,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409969000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409969000 AM
"01D0304855","130",03-JAN-95,02-JAN-97,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409978000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409978000 AM
"01D0304855","220",03-JAN-95,02-JAN-97,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409986000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409986000 AM
"01D0304855","310",16-OCT-13,18-JAN-17,0,"B-IF-PRV-CLIA-UPD_1303960.00",13-FEB-17 06.21.42.897294000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.409994000 AM
"01D0304855","320",03-JAN-95,02-JAN-97,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410002000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410002000 AM
"01D0304855","330",16-OCT-13,13-JUN-18,0,"B-IF-PRV-CLIA-UPD_1051298.00",15-JUL-16 07.31.47.033714000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410011000 AM
