"P_SYS_ID","P_SVC_TY_SK","P_SVC_TY_CD","P_SVC_SEQ_NUM","P_SVC_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1276915,860998,"AGE",4,"5",1,"JMLAGRO",04-FEB-14 10.28.19.158000000 AM,"guestUser",23-APR-13 08.18.24.067000000 AM
1276915,860999,"AGE",3,"3",1,"JMLAGRO",04-FEB-14 10.28.19.158000000 AM,"guestUser",23-APR-13 08.18.24.067000000 AM
1276915,861000,"AGE",2,"6",1,"JMLAGRO",04-FEB-14 10.28.19.158000000 AM,"guestUser",23-APR-13 08.18.24.068000000 AM
1276915,861001,"AGE",1,"4",1,"JMLAGRO",04-FEB-14 10.28.19.158000000 AM,"guestUser",23-APR-13 08.18.24.068000000 AM
1276782,851713,"AGE",0,"4",3,"NMAIER",10-APR-13 09.09.22.676000000 AM,"guestUser",10-APR-13 09.06.17.441000000 AM
1276782,851714,"AGE",1,"2",3,"NMAIER",10-APR-13 09.09.22.676000000 AM,"guestUser",10-APR-13 09.06.17.441000000 AM
1276782,851715,"AGE",2,"6",3,"NMAIER",10-APR-13 09.09.22.675000000 AM,"guestUser",10-APR-13 09.06.17.441000000 AM
1276782,851716,"AGE",3,"7",3,"NMAIER",10-APR-13 09.09.22.675000000 AM,"guestUser",10-APR-13 09.06.17.441000000 AM
1276777,851441,"AGE",0,"6",8,"PJHEID",12-NOV-13 02.30.56.755000000 PM,"guestUser",09-APR-13 03.03.59.725000000 PM
1276777,851442,"AGE",1,"4",8,"PJHEID",12-NOV-13 02.30.56.754000000 PM,"guestUser",09-APR-13 03.03.59.726000000 PM
1276777,851443,"AGE",2,"2",8,"PJHEID",12-NOV-13 02.30.56.756000000 PM,"guestUser",09-APR-13 03.03.59.726000000 PM
1276777,851444,"AGE",3,"7",8,"PJHEID",12-NOV-13 02.30.56.756000000 PM,"guestUser",09-APR-13 03.03.59.726000000 PM
1276777,851445,"AGE",4,"5",8,"PJHEID",12-NOV-13 02.30.56.755000000 PM,"guestUser",09-APR-13 03.03.59.726000000 PM
1276777,851446,"AGE",5,"3",8,"PJHEID",12-NOV-13 02.30.56.755000000 PM,"guestUser",09-APR-13 03.03.59.726000000 PM
1276777,851447,"GND",6,"1",8,"PJHEID",12-NOV-13 02.30.56.754000000 PM,"guestUser",09-APR-13 03.03.59.727000000 PM
1276782,851717,"AGE",4,"5",3,"NMAIER",10-APR-13 09.09.22.677000000 AM,"guestUser",10-APR-13 09.06.17.442000000 AM
1276782,851718,"AGE",5,"3",3,"NMAIER",10-APR-13 09.09.22.676000000 AM,"guestUser",10-APR-13 09.06.17.442000000 AM
1276782,851719,"GND",6,"1",3,"NMAIER",10-APR-13 09.09.22.676000000 AM,"guestUser",10-APR-13 09.06.17.442000000 AM
1276779,851504,"AGE",0,"6",11,"PJHEID",12-NOV-13 03.38.48.650000000 PM,"guestUser",09-APR-13 03.49.47.973000000 PM
1276779,851505,"AGE",1,"2",11,"PJHEID",12-NOV-13 03.38.48.650000000 PM,"guestUser",09-APR-13 03.49.47.974000000 PM
1276779,851506,"AGE",2,"4",11,"PJHEID",12-NOV-13 03.38.48.649000000 PM,"guestUser",09-APR-13 03.49.47.974000000 PM
1276779,851507,"AGE",3,"7",11,"PJHEID",12-NOV-13 03.38.48.649000000 PM,"guestUser",09-APR-13 03.49.47.974000000 PM
1276779,851508,"AGE",4,"3",11,"PJHEID",12-NOV-13 03.38.48.649000000 PM,"guestUser",09-APR-13 03.49.47.974000000 PM
1276779,851509,"AGE",5,"5",11,"PJHEID",12-NOV-13 03.38.48.651000000 PM,"guestUser",09-APR-13 03.49.47.974000000 PM
1276779,851510,"GND",6,"1",11,"PJHEID",12-NOV-13 03.38.48.650000000 PM,"guestUser",09-APR-13 03.49.47.975000000 PM
1276915,861002,"AGE",0,"2",1,"JMLAGRO",04-FEB-14 10.28.19.157000000 AM,"guestUser",23-APR-13 08.18.24.068000000 AM
1276773,851343,"AGE",0,"6",2,"JMLAGRO",16-OCT-13 11.10.58.650000000 AM,"guestUser",09-APR-13 02.11.00.906000000 PM
1276773,851344,"AGE",1,"2",2,"JMLAGRO",16-OCT-13 11.10.58.649000000 AM,"guestUser",09-APR-13 02.11.00.906000000 PM
1276773,851345,"AGE",2,"4",2,"JMLAGRO",16-OCT-13 11.10.58.651000000 AM,"guestUser",09-APR-13 02.11.00.907000000 PM
1276773,851346,"AGE",3,"5",2,"JMLAGRO",16-OCT-13 11.10.58.651000000 AM,"guestUser",09-APR-13 02.11.00.907000000 PM
1276773,851347,"AGE",4,"7",2,"JMLAGRO",16-OCT-13 11.10.58.651000000 AM,"guestUser",09-APR-13 02.11.00.907000000 PM
1276773,851348,"AGE",5,"3",2,"JMLAGRO",16-OCT-13 11.10.58.650000000 AM,"guestUser",09-APR-13 02.11.00.907000000 PM
1276773,851349,"GND",6,"1",2,"JMLAGRO",16-OCT-13 11.10.58.650000000 AM,"guestUser",09-APR-13 02.11.00.907000000 PM
1276839,868717,"AGE",0,"6",15,"JMLAGRO",04-NOV-13 12.42.21.271000000 PM,"guestUser",30-APR-13 08.48.47.379000000 AM
1276839,868718,"AGE",1,"4",15,"JMLAGRO",04-NOV-13 12.42.21.273000000 PM,"guestUser",30-APR-13 08.48.47.379000000 AM
1276839,868719,"AGE",2,"2",15,"JMLAGRO",04-NOV-13 12.42.21.273000000 PM,"guestUser",30-APR-13 08.48.47.379000000 AM
1276839,868720,"AGE",3,"5",15,"JMLAGRO",04-NOV-13 12.42.21.272000000 PM,"guestUser",30-APR-13 08.48.47.380000000 AM
1276839,868721,"AGE",4,"3",15,"JMLAGRO",04-NOV-13 12.42.21.272000000 PM,"guestUser",30-APR-13 08.48.47.380000000 AM
1276839,868722,"AGE",5,"7",15,"JMLAGRO",04-NOV-13 12.42.21.272000000 PM,"guestUser",30-APR-13 08.48.47.381000000 AM
1276839,868723,"GND",6,"1",15,"JMLAGRO",04-NOV-13 12.42.21.271000000 PM,"guestUser",30-APR-13 08.48.47.381000000 AM
1277059,868849,"AGE",0,"6",13,"PJHEID",21-OCT-13 09.42.46.903000000 AM,"guestUser",30-APR-13 10.09.30.889000000 AM
1277059,868850,"AGE",1,"2",13,"PJHEID",21-OCT-13 09.42.46.902000000 AM,"guestUser",30-APR-13 10.09.30.889000000 AM
1277059,868851,"AGE",2,"4",13,"PJHEID",21-OCT-13 09.42.46.902000000 AM,"guestUser",30-APR-13 10.09.30.890000000 AM
1277059,868852,"AGE",3,"3",13,"PJHEID",21-OCT-13 09.42.46.902000000 AM,"guestUser",30-APR-13 10.09.30.890000000 AM
1276798,852337,"AGE",0,"2",18,"NMAIER",10-APR-13 02.46.33.896000000 PM,"guestUser",10-APR-13 01.52.53.473000000 PM
1276798,852338,"AGE",1,"4",18,"NMAIER",10-APR-13 02.46.33.896000000 PM,"guestUser",10-APR-13 01.52.53.473000000 PM
1276798,852339,"AGE",2,"6",18,"NMAIER",10-APR-13 02.46.33.896000000 PM,"guestUser",10-APR-13 01.52.53.473000000 PM
1276798,852340,"AGE",3,"3",18,"NMAIER",10-APR-13 02.46.33.897000000 PM,"guestUser",10-APR-13 01.52.53.474000000 PM
1276798,852341,"AGE",4,"5",18,"NMAIER",10-APR-13 02.46.33.897000000 PM,"guestUser",10-APR-13 01.52.53.474000000 PM
1276798,852342,"AGE",5,"7",18,"NMAIER",10-APR-13 02.46.33.897000000 PM,"guestUser",10-APR-13 01.52.53.475000000 PM
1276798,852343,"GND",6,"1",18,"NMAIER",10-APR-13 02.46.33.896000000 PM,"guestUser",10-APR-13 01.52.53.475000000 PM
1277059,868853,"AGE",4,"5",13,"PJHEID",21-OCT-13 09.42.46.901000000 AM,"guestUser",30-APR-13 10.09.30.890000000 AM
1277083,868323,"AGE",0,"2",1,"KWOODALL",14-FEB-14 01.48.59.267000000 PM,"guestUser",29-APR-13 03.54.39.188000000 PM
1277083,868324,"AGE",1,"6",1,"KWOODALL",14-FEB-14 01.48.59.267000000 PM,"guestUser",29-APR-13 03.54.39.189000000 PM
1277083,868325,"AGE",2,"4",1,"KWOODALL",14-FEB-14 01.48.59.268000000 PM,"guestUser",29-APR-13 03.54.39.189000000 PM
1277083,868326,"AGE",3,"3",1,"KWOODALL",14-FEB-14 01.48.59.268000000 PM,"guestUser",29-APR-13 03.54.39.189000000 PM
1277083,868327,"AGE",4,"7",1,"KWOODALL",14-FEB-14 01.48.59.268000000 PM,"guestUser",29-APR-13 03.54.39.189000000 PM
1277083,868328,"AGE",5,"5",1,"KWOODALL",14-FEB-14 01.48.59.268000000 PM,"guestUser",29-APR-13 03.54.39.190000000 PM
1277083,868329,"GND",6,"1",1,"KWOODALL",14-FEB-14 01.48.59.267000000 PM,"guestUser",29-APR-13 03.54.39.190000000 PM
1277059,868854,"AGE",5,"7",13,"PJHEID",21-OCT-13 09.42.46.903000000 AM,"guestUser",30-APR-13 10.09.30.890000000 AM
1277059,868855,"GND",6,"1",13,"PJHEID",21-OCT-13 09.42.46.903000000 AM,"guestUser",30-APR-13 10.09.30.891000000 AM
1277081,868884,"AGE",0,"2",30,"JOYSPEZIALE",22-AUG-14 06.00.46.675000000 PM,"guestUser",30-APR-13 10.15.33.033000000 AM
1277081,868885,"AGE",1,"4",30,"JOYSPEZIALE",22-AUG-14 06.00.46.674000000 PM,"guestUser",30-APR-13 10.15.33.033000000 AM
1277081,868886,"AGE",2,"6",30,"JOYSPEZIALE",22-AUG-14 06.00.46.673000000 PM,"guestUser",30-APR-13 10.15.33.033000000 AM
1277081,868887,"AGE",3,"3",30,"JOYSPEZIALE",22-AUG-14 06.00.46.676000000 PM,"guestUser",30-APR-13 10.15.33.033000000 AM
1277081,868888,"AGE",4,"5",30,"JOYSPEZIALE",22-AUG-14 06.00.46.676000000 PM,"guestUser",30-APR-13 10.15.33.034000000 AM
1277081,868889,"AGE",5,"7",30,"JOYSPEZIALE",22-AUG-14 06.00.46.675000000 PM,"guestUser",30-APR-13 10.15.33.034000000 AM
1277081,868890,"GND",6,"1",30,"JOYSPEZIALE",22-AUG-14 06.00.46.674000000 PM,"guestUser",30-APR-13 10.15.33.035000000 AM
1277045,869094,"AGE",0,"6",8,"JMLAGRO",21-OCT-13 03.03.25.305000000 PM,"guestUser",30-APR-13 10.44.04.904000000 AM
1277045,869095,"AGE",1,"4",8,"JMLAGRO",21-OCT-13 03.03.25.306000000 PM,"guestUser",30-APR-13 10.44.04.905000000 AM
1277045,869096,"AGE",2,"2",8,"JMLAGRO",21-OCT-13 03.03.25.306000000 PM,"guestUser",30-APR-13 10.44.04.905000000 AM
1277093,869024,"AGE",0,"4",0,"guestUser",30-APR-13 10.36.09.627000000 AM,"guestUser",30-APR-13 10.36.09.627000000 AM
1277093,869025,"AGE",1,"2",0,"guestUser",30-APR-13 10.36.09.628000000 AM,"guestUser",30-APR-13 10.36.09.628000000 AM
1277093,869026,"AGE",2,"6",0,"guestUser",30-APR-13 10.36.09.628000000 AM,"guestUser",30-APR-13 10.36.09.628000000 AM
1277093,869027,"AGE",3,"3",0,"guestUser",30-APR-13 10.36.09.628000000 AM,"guestUser",30-APR-13 10.36.09.628000000 AM
1277093,869028,"AGE",4,"7",0,"guestUser",30-APR-13 10.36.09.629000000 AM,"guestUser",30-APR-13 10.36.09.629000000 AM
1277093,869029,"AGE",5,"5",0,"guestUser",30-APR-13 10.36.09.629000000 AM,"guestUser",30-APR-13 10.36.09.629000000 AM
1277093,869030,"GND",6,"1",0,"guestUser",30-APR-13 10.36.09.629000000 AM,"guestUser",30-APR-13 10.36.09.629000000 AM
1277094,869052,"AGE",0,"2",0,"guestUser",30-APR-13 10.41.46.044000000 AM,"guestUser",30-APR-13 10.41.46.044000000 AM
1277094,869053,"AGE",1,"4",0,"guestUser",30-APR-13 10.41.46.044000000 AM,"guestUser",30-APR-13 10.41.46.044000000 AM
1277094,869054,"AGE",2,"6",0,"guestUser",30-APR-13 10.41.46.044000000 AM,"guestUser",30-APR-13 10.41.46.044000000 AM
1277094,869055,"AGE",3,"3",0,"guestUser",30-APR-13 10.41.46.045000000 AM,"guestUser",30-APR-13 10.41.46.045000000 AM
1277094,869056,"AGE",4,"5",0,"guestUser",30-APR-13 10.41.46.045000000 AM,"guestUser",30-APR-13 10.41.46.045000000 AM
1277094,869057,"AGE",5,"7",0,"guestUser",30-APR-13 10.41.46.045000000 AM,"guestUser",30-APR-13 10.41.46.045000000 AM
1277094,869058,"GND",6,"1",0,"guestUser",30-APR-13 10.41.46.046000000 AM,"guestUser",30-APR-13 10.41.46.046000000 AM
1160083,3338874,"GND",1,"1",0,"RRUD",19-JAN-19 09.24.14.750000000 AM,"RRUD",19-JAN-19 09.24.14.750000000 AM
1276793,852365,"AGE",0,"2",23,"PJHEID",23-OCT-13 01.11.40.597000000 PM,"guestUser",10-APR-13 02.18.23.812000000 PM
1276793,852366,"AGE",1,"6",23,"PJHEID",23-OCT-13 01.11.40.597000000 PM,"guestUser",10-APR-13 02.18.23.812000000 PM
1276793,852367,"AGE",2,"4",23,"PJHEID",23-OCT-13 01.11.40.596000000 PM,"guestUser",10-APR-13 02.18.23.813000000 PM
1160083,3338875,"AGE",2,"2",0,"RRUD",19-JAN-19 09.24.14.751000000 AM,"RRUD",19-JAN-19 09.24.14.751000000 AM
1160083,3338876,"AGE",6,"6",0,"RRUD",19-JAN-19 09.24.14.752000000 AM,"RRUD",19-JAN-19 09.24.14.752000000 AM
1160083,3338877,"AGE",4,"4",0,"RRUD",19-JAN-19 09.24.14.753000000 AM,"RRUD",19-JAN-19 09.24.14.753000000 AM
1160083,3338878,"AGE",7,"7",0,"RRUD",19-JAN-19 09.24.14.754000000 AM,"RRUD",19-JAN-19 09.24.14.754000000 AM
1160083,3338879,"AGE",5,"5",0,"RRUD",19-JAN-19 09.24.14.755000000 AM,"RRUD",19-JAN-19 09.24.14.755000000 AM
1276793,852368,"AGE",3,"3",23,"PJHEID",23-OCT-13 01.11.40.598000000 PM,"guestUser",10-APR-13 02.18.23.813000000 PM
1276793,852369,"AGE",4,"7",23,"PJHEID",23-OCT-13 01.11.40.598000000 PM,"guestUser",10-APR-13 02.18.23.813000000 PM
1276793,852370,"AGE",5,"5",23,"PJHEID",23-OCT-13 01.11.40.597000000 PM,"guestUser",10-APR-13 02.18.23.814000000 PM
1276793,852371,"GND",6,"1",23,"PJHEID",23-OCT-13 01.11.40.597000000 PM,"guestUser",10-APR-13 02.18.23.814000000 PM
1276795,852162,"GND",6,"1",12,"NMAIER",10-APR-13 03.11.49.814000000 PM,"guestUser",10-APR-13 11.42.45.244000000 AM
1276795,852163,"AGE",5,"7",12,"NMAIER",10-APR-13 03.11.49.814000000 PM,"guestUser",10-APR-13 11.42.45.245000000 AM
1276795,852164,"AGE",4,"5",12,"NMAIER",10-APR-13 03.11.49.814000000 PM,"guestUser",10-APR-13 11.42.45.245000000 AM
1276795,852165,"AGE",3,"3",12,"NMAIER",10-APR-13 03.11.49.815000000 PM,"guestUser",10-APR-13 11.42.45.245000000 AM
1276795,852166,"AGE",2,"6",12,"NMAIER",10-APR-13 03.11.49.815000000 PM,"guestUser",10-APR-13 11.42.45.245000000 AM
1276795,852167,"AGE",1,"4",12,"NMAIER",10-APR-13 03.11.49.815000000 PM,"guestUser",10-APR-13 11.42.45.245000000 AM
1276795,852168,"AGE",0,"2",12,"NMAIER",10-APR-13 03.11.49.814000000 PM,"guestUser",10-APR-13 11.42.45.246000000 AM
1276797,852281,"AGE",0,"6",19,"NMAIER",10-APR-13 03.04.30.017000000 PM,"guestUser",10-APR-13 01.40.06.705000000 PM
1276797,852282,"AGE",1,"4",19,"NMAIER",10-APR-13 03.04.30.016000000 PM,"guestUser",10-APR-13 01.40.06.705000000 PM
1276797,852283,"AGE",2,"2",19,"NMAIER",10-APR-13 03.04.30.018000000 PM,"guestUser",10-APR-13 01.40.06.705000000 PM
1276797,852284,"AGE",3,"3",19,"NMAIER",10-APR-13 03.04.30.017000000 PM,"guestUser",10-APR-13 01.40.06.705000000 PM
1276797,852285,"AGE",4,"7",19,"NMAIER",10-APR-13 03.04.30.017000000 PM,"guestUser",10-APR-13 01.40.06.706000000 PM
1160083,3338880,"AGE",3,"3",0,"RRUD",19-JAN-19 09.24.14.756000000 AM,"RRUD",19-JAN-19 09.24.14.756000000 AM
1276797,852286,"AGE",5,"5",19,"NMAIER",10-APR-13 03.04.30.017000000 PM,"guestUser",10-APR-13 01.40.06.706000000 PM
1276797,852287,"GND",6,"1",19,"NMAIER",10-APR-13 03.04.30.016000000 PM,"guestUser",10-APR-13 01.40.06.706000000 PM
1320348,5040920,"GND",1,"1",0,"ANDOLL",09-JAN-23 06.10.33.716000000 PM,"ANDOLL",09-JAN-23 06.10.33.716000000 PM
1320348,5040921,"AGE",2,"2",0,"ANDOLL",09-JAN-23 06.10.33.716000000 PM,"ANDOLL",09-JAN-23 06.10.33.716000000 PM
1294673,2333645,"AGE",0,"6",1,"MMANYGUNS",20-AUG-15 01.56.18.159000000 PM,"GUESTUSER",20-AUG-15 01.40.41.735000000 PM
1276918,861024,"AGE",0,"4",2,"JMLAGRO",28-MAR-14 03.41.25.410000000 PM,"guestUser",23-APR-13 08.25.32.092000000 AM
1276918,861025,"AGE",1,"2",2,"JMLAGRO",28-MAR-14 03.41.25.409000000 PM,"guestUser",23-APR-13 08.25.32.092000000 AM
