p_sys_id,p_endrsmnt_cd,p_endrsmnt_nam,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1284893,B,Catheter,0,KRBACKMAN,2014-04-22 15:39:40.380000,KRBACKMAN,2014-04-22 15:39:40.380000
1284893,G,Cognitive/Supervision,0,KRBACKMAN,2014-04-22 15:39:40.381000,KRBACKMAN,2014-04-22 15:39:40.381000
1284893,A,Exercise,0,KRBACKMAN,2014-04-22 15:39:40.381000,KRBACKMAN,2014-04-22 15:39:40.381000
1284893,F,Hoyer Lift/Mechanized Bath Chair,0,KRBACKMAN,2014-04-22 15:39:40.381000,KRBACKMAN,2014-04-22 15:39:40.381000
1286822,D,"Medical Gasses, Oxygen Only",0,KRBACKMAN,2014-05-20 15:24:22.713000,KRBACKMAN,2014-05-20 15:24:22.713000
1286822,I,Temp/Blood Pres/Respiration Rate/Pulse,0,KRBACKMAN,2014-05-20 15:24:22.714000,KRBACKMAN,2014-05-20 15:24:22.714000
1286822,C,Ted Stockings,0,KRBACKMAN,2014-05-20 15:24:22.714000,KRBACKMAN,2014-05-20 15:24:22.714000
1286822,H,Prosthesis/Orthotics/Adaptive Devices,0,KRBACKMAN,2014-05-20 15:24:22.714000,KRBACKMAN,2014-05-20 15:24:22.714000
1286822,B,Catheter,0,KRBACKMAN,2014-05-20 15:24:22.715000,KRBACKMAN,2014-05-20 15:24:22.715000
1286822,G,Cognitive/Supervision,0,KRBACKMAN,2014-05-20 15:24:22.715000,KRBACKMAN,2014-05-20 15:24:22.715000
1286822,A,Exercise,0,KRBACKMAN,2014-05-20 15:24:22.715000,KRBACKMAN,2014-05-20 15:24:22.715000
1286822,F,Hoyer Lift/Mechanized Bath Chair,0,KRBACKMAN,2014-05-20 15:24:22.716000,KRBACKMAN,2014-05-20 15:24:22.716000
1286748,F,Hoyer Lift/Mechanized Bath Chair,0,guestUser,2014-05-19 14:36:17.385000,guestUser,2014-05-19 14:36:17.385000
1293162,G,Cognitive/Supervision,0,DVESEY,2015-04-08 12:40:22.138000,DVESEY,2015-04-08 12:40:22.138000
1287299,E,"Suppository, Non-prescription",0,guestUser,2014-05-28 20:28:27.419000,guestUser,2014-05-28 20:28:27.419000
1287299,D,"Medical Gasses, Oxygen Only",0,guestUser,2014-05-28 20:28:27.419000,guestUser,2014-05-28 20:28:27.419000
1287299,I,Temp/Blood Pres/Respiration Rate/Pulse,0,guestUser,2014-05-28 20:28:27.420000,guestUser,2014-05-28 20:28:27.420000
1287299,C,Ted Stockings,0,guestUser,2014-05-28 20:28:27.420000,guestUser,2014-05-28 20:28:27.420000
1287299,H,Prosthesis/Orthotics/Adaptive Devices,0,guestUser,2014-05-28 20:28:27.420000,guestUser,2014-05-28 20:28:27.420000
1284233,D,"Medical Gasses, Oxygen Only",0,KRBACKMAN,2014-04-11 11:23:06.895000,KRBACKMAN,2014-04-11 11:23:06.895000
1290470,G,Cognitive/Supervision,0,GUESTUSER,2014-08-28 15:13:21.556000,GUESTUSER,2014-08-28 15:13:21.556000
1293162,I,Temp/Blood Pres/Respiration Rate/Pulse,0,DVESEY,2015-04-08 12:40:22.138000,DVESEY,2015-04-08 12:40:22.138000
1293162,A,Exercise,0,DVESEY,2015-04-08 12:40:22.139000,DVESEY,2015-04-08 12:40:22.139000
1293162,C,Ted Stockings,0,DVESEY,2015-04-08 12:40:22.139000,DVESEY,2015-04-08 12:40:22.139000
1294513,E,"Suppository, Non-prescription",0,GUESTUSER,2015-08-13 13:55:48.142000,GUESTUSER,2015-08-13 13:55:48.142000
1294513,D,"Medical Gasses, Oxygen Only",0,GUESTUSER,2015-08-13 13:55:48.143000,GUESTUSER,2015-08-13 13:55:48.143000
1294513,I,Temp/Blood Pres/Respiration Rate/Pulse,0,GUESTUSER,2015-08-13 13:55:48.143000,GUESTUSER,2015-08-13 13:55:48.143000
1284233,I,Temp/Blood Pres/Respiration Rate/Pulse,0,KRBACKMAN,2014-04-11 11:23:06.896000,KRBACKMAN,2014-04-11 11:23:06.896000
1284233,C,Ted Stockings,0,KRBACKMAN,2014-04-11 11:23:06.896000,KRBACKMAN,2014-04-11 11:23:06.896000
1284233,H,Prosthesis/Orthotics/Adaptive Devices,0,KRBACKMAN,2014-04-11 11:23:06.896000,KRBACKMAN,2014-04-11 11:23:06.896000
1284233,B,Catheter,0,KRBACKMAN,2014-04-11 11:23:06.897000,KRBACKMAN,2014-04-11 11:23:06.897000
1284233,G,Cognitive/Supervision,0,KRBACKMAN,2014-04-11 11:23:06.897000,KRBACKMAN,2014-04-11 11:23:06.897000
1284233,A,Exercise,0,KRBACKMAN,2014-04-11 11:23:06.897000,KRBACKMAN,2014-04-11 11:23:06.897000
1284456,D,"Medical Gasses, Oxygen Only",0,guestUser,2014-04-16 13:07:52.017000,guestUser,2014-04-16 13:07:52.017000
1284456,I,Temp/Blood Pres/Respiration Rate/Pulse,0,guestUser,2014-04-16 13:07:52.017000,guestUser,2014-04-16 13:07:52.017000
1284456,C,Ted Stockings,0,guestUser,2014-04-16 13:07:52.018000,guestUser,2014-04-16 13:07:52.018000
1284456,H,Prosthesis/Orthotics/Adaptive Devices,0,guestUser,2014-04-16 13:07:52.018000,guestUser,2014-04-16 13:07:52.018000
1284456,B,Catheter,0,guestUser,2014-04-16 13:07:52.019000,guestUser,2014-04-16 13:07:52.019000
1284456,G,Cognitive/Supervision,0,guestUser,2014-04-16 13:07:52.019000,guestUser,2014-04-16 13:07:52.019000
1284456,A,Exercise,0,guestUser,2014-04-16 13:07:52.020000,guestUser,2014-04-16 13:07:52.020000
1284456,F,Hoyer Lift/Mechanized Bath Chair,0,guestUser,2014-04-16 13:07:52.020000,guestUser,2014-04-16 13:07:52.020000
1287299,B,Catheter,0,guestUser,2014-05-28 20:28:27.421000,guestUser,2014-05-28 20:28:27.421000
1287299,G,Cognitive/Supervision,0,guestUser,2014-05-28 20:28:27.421000,guestUser,2014-05-28 20:28:27.421000
1287299,A,Exercise,0,guestUser,2014-05-28 20:28:27.421000,guestUser,2014-05-28 20:28:27.421000
1287299,F,Hoyer Lift/Mechanized Bath Chair,0,guestUser,2014-05-28 20:28:27.422000,guestUser,2014-05-28 20:28:27.422000
1294513,C,Ted Stockings,0,GUESTUSER,2015-08-13 13:55:48.143000,GUESTUSER,2015-08-13 13:55:48.143000
1294513,H,Prosthesis/Orthotics/Adaptive Devices,0,GUESTUSER,2015-08-13 13:55:48.144000,GUESTUSER,2015-08-13 13:55:48.144000
1294513,B,Catheter,0,GUESTUSER,2015-08-13 13:55:48.144000,GUESTUSER,2015-08-13 13:55:48.144000
1294513,G,Cognitive/Supervision,0,GUESTUSER,2015-08-13 13:55:48.144000,GUESTUSER,2015-08-13 13:55:48.144000
1294513,A,Exercise,0,GUESTUSER,2015-08-13 13:55:48.144000,GUESTUSER,2015-08-13 13:55:48.144000
1288746,E,"Suppository, Non-prescription",0,guestUser,2014-06-17 16:46:17.989000,guestUser,2014-06-17 16:46:17.989000
1288746,D,"Medical Gasses, Oxygen Only",0,guestUser,2014-06-17 16:46:17.989000,guestUser,2014-06-17 16:46:17.989000
1288746,I,Temp/Blood Pres/Respiration Rate/Pulse,0,guestUser,2014-06-17 16:46:17.990000,guestUser,2014-06-17 16:46:17.990000
1288746,C,Ted Stockings,0,guestUser,2014-06-17 16:46:17.990000,guestUser,2014-06-17 16:46:17.990000
1288746,H,Prosthesis/Orthotics/Adaptive Devices,0,guestUser,2014-06-17 16:46:17.990000,guestUser,2014-06-17 16:46:17.990000
1288746,B,Catheter,0,guestUser,2014-06-17 16:46:17.991000,guestUser,2014-06-17 16:46:17.991000
1288746,G,Cognitive/Supervision,0,guestUser,2014-06-17 16:46:17.991000,guestUser,2014-06-17 16:46:17.991000
1288746,A,Exercise,0,guestUser,2014-06-17 16:46:17.991000,guestUser,2014-06-17 16:46:17.991000
1288746,F,Hoyer Lift/Mechanized Bath Chair,0,guestUser,2014-06-17 16:46:17.992000,guestUser,2014-06-17 16:46:17.992000
1294513,F,Hoyer Lift/Mechanized Bath Chair,0,GUESTUSER,2015-08-13 13:55:48.145000,GUESTUSER,2015-08-13 13:55:48.145000
1287256,E,"Suppository, Non-prescription",0,guestUser,2014-05-28 14:19:33.464000,guestUser,2014-05-28 14:19:33.464000
1286827,E,"Suppository, Non-prescription",0,KRBACKMAN,2014-05-20 15:20:18.415000,KRBACKMAN,2014-05-20 15:20:18.415000
1286827,D,"Medical Gasses, Oxygen Only",0,KRBACKMAN,2014-05-20 15:20:18.416000,KRBACKMAN,2014-05-20 15:20:18.416000
1286827,I,Temp/Blood Pres/Respiration Rate/Pulse,0,KRBACKMAN,2014-05-20 15:20:18.416000,KRBACKMAN,2014-05-20 15:20:18.416000
1286827,C,Ted Stockings,0,KRBACKMAN,2014-05-20 15:20:18.416000,KRBACKMAN,2014-05-20 15:20:18.416000
1286827,H,Prosthesis/Orthotics/Adaptive Devices,0,KRBACKMAN,2014-05-20 15:20:18.417000,KRBACKMAN,2014-05-20 15:20:18.417000
1286827,B,Catheter,0,KRBACKMAN,2014-05-20 15:20:18.417000,KRBACKMAN,2014-05-20 15:20:18.417000
1286827,G,Cognitive/Supervision,0,KRBACKMAN,2014-05-20 15:20:18.417000,KRBACKMAN,2014-05-20 15:20:18.417000
1286426,D,"Medical Gasses, Oxygen Only",0,KRBACKMAN,2014-05-14 11:18:44.699000,KRBACKMAN,2014-05-14 11:18:44.699000
1286153,A,Exercise,0,guestUser,2014-05-08 14:56:15.867000,guestUser,2014-05-08 14:56:15.867000
1286153,G,Cognitive/Supervision,0,guestUser,2014-05-08 14:56:15.867000,guestUser,2014-05-08 14:56:15.867000
1286153,C,Ted Stockings,0,guestUser,2014-05-08 14:56:15.867000,guestUser,2014-05-08 14:56:15.867000
1286426,I,Temp/Blood Pres/Respiration Rate/Pulse,0,KRBACKMAN,2014-05-14 11:18:44.700000,KRBACKMAN,2014-05-14 11:18:44.700000
1286426,C,Ted Stockings,0,KRBACKMAN,2014-05-14 11:18:44.700000,KRBACKMAN,2014-05-14 11:18:44.700000
1286426,H,Prosthesis/Orthotics/Adaptive Devices,0,KRBACKMAN,2014-05-14 11:18:44.700000,KRBACKMAN,2014-05-14 11:18:44.700000
1286426,B,Catheter,0,KRBACKMAN,2014-05-14 11:18:44.700000,KRBACKMAN,2014-05-14 11:18:44.700000
1286426,G,Cognitive/Supervision,0,KRBACKMAN,2014-05-14 11:18:44.701000,KRBACKMAN,2014-05-14 11:18:44.701000
1286426,A,Exercise,0,KRBACKMAN,2014-05-14 11:18:44.701000,KRBACKMAN,2014-05-14 11:18:44.701000
1286426,F,Hoyer Lift/Mechanized Bath Chair,0,KRBACKMAN,2014-05-14 11:18:44.701000,KRBACKMAN,2014-05-14 11:18:44.701000
1286827,A,Exercise,0,KRBACKMAN,2014-05-20 15:20:18.418000,KRBACKMAN,2014-05-20 15:20:18.418000
1286827,F,Hoyer Lift/Mechanized Bath Chair,0,KRBACKMAN,2014-05-20 15:20:18.418000,KRBACKMAN,2014-05-20 15:20:18.418000
1287256,B,Catheter,0,guestUser,2014-05-28 14:19:33.464000,guestUser,2014-05-28 14:19:33.464000
1287256,G,Cognitive/Supervision,0,guestUser,2014-05-28 14:19:33.465000,guestUser,2014-05-28 14:19:33.465000
1287256,A,Exercise,0,guestUser,2014-05-28 14:19:33.465000,guestUser,2014-05-28 14:19:33.465000
1287256,I,Temp/Blood Pres/Respiration Rate/Pulse,0,guestUser,2014-05-28 14:19:33.465000,guestUser,2014-05-28 14:19:33.465000
1287256,C,Ted Stockings,0,guestUser,2014-05-28 14:19:33.465000,guestUser,2014-05-28 14:19:33.465000
1293972,E,"Suppository, Non-prescription",0,DVESEY,2015-07-01 14:35:26.149000,DVESEY,2015-07-01 14:35:26.149000
1293734,E,"Suppository, Non-prescription",0,GUESTUSER,2015-05-31 20:15:50.757000,GUESTUSER,2015-05-31 20:15:50.757000
1293734,I,Temp/Blood Pres/Respiration Rate/Pulse,0,GUESTUSER,2015-05-31 20:15:50.757000,GUESTUSER,2015-05-31 20:15:50.757000
1293734,C,Ted Stockings,0,GUESTUSER,2015-05-31 20:15:50.758000,GUESTUSER,2015-05-31 20:15:50.758000
1293734,H,Prosthesis/Orthotics/Adaptive Devices,0,GUESTUSER,2015-05-31 20:15:50.758000,GUESTUSER,2015-05-31 20:15:50.758000
1293734,B,Catheter,0,GUESTUSER,2015-05-31 20:15:50.758000,GUESTUSER,2015-05-31 20:15:50.758000
1287291,E,"Suppository, Non-prescription",0,guestUser,2014-05-28 17:04:42.269000,guestUser,2014-05-28 17:04:42.269000
1287291,D,"Medical Gasses, Oxygen Only",0,guestUser,2014-05-28 17:04:42.269000,guestUser,2014-05-28 17:04:42.269000
1287291,I,Temp/Blood Pres/Respiration Rate/Pulse,0,guestUser,2014-05-28 17:04:42.270000,guestUser,2014-05-28 17:04:42.270000
1287291,C,Ted Stockings,0,guestUser,2014-05-28 17:04:42.270000,guestUser,2014-05-28 17:04:42.270000
1287291,H,Prosthesis/Orthotics/Adaptive Devices,0,guestUser,2014-05-28 17:04:42.270000,guestUser,2014-05-28 17:04:42.270000
1287291,B,Catheter,0,guestUser,2014-05-28 17:04:42.271000,guestUser,2014-05-28 17:04:42.271000
1287291,G,Cognitive/Supervision,0,guestUser,2014-05-28 17:04:42.271000,guestUser,2014-05-28 17:04:42.271000
1287291,A,Exercise,0,guestUser,2014-05-28 17:04:42.271000,guestUser,2014-05-28 17:04:42.271000
1287291,F,Hoyer Lift/Mechanized Bath Chair,0,guestUser,2014-05-28 17:04:42.271000,guestUser,2014-05-28 17:04:42.271000
1293734,G,Cognitive/Supervision,0,GUESTUSER,2015-05-31 20:15:50.758000,GUESTUSER,2015-05-31 20:15:50.758000
1293734,A,Exercise,0,GUESTUSER,2015-05-31 20:15:50.759000,GUESTUSER,2015-05-31 20:15:50.759000
1293734,F,Hoyer Lift/Mechanized Bath Chair,0,GUESTUSER,2015-05-31 20:15:50.759000,GUESTUSER,2015-05-31 20:15:50.759000
1287737,E,"Suppository, Non-prescription",0,guestUser,2014-06-04 22:47:53.118000,guestUser,2014-06-04 22:47:53.118000
1287737,D,"Medical Gasses, Oxygen Only",0,guestUser,2014-06-04 22:47:53.118000,guestUser,2014-06-04 22:47:53.118000
1287737,I,Temp/Blood Pres/Respiration Rate/Pulse,0,guestUser,2014-06-04 22:47:53.118000,guestUser,2014-06-04 22:47:53.118000
1287737,C,Ted Stockings,0,guestUser,2014-06-04 22:47:53.119000,guestUser,2014-06-04 22:47:53.119000
1287737,H,Prosthesis/Orthotics/Adaptive Devices,0,guestUser,2014-06-04 22:47:53.119000,guestUser,2014-06-04 22:47:53.119000
1287737,B,Catheter,0,guestUser,2014-06-04 22:47:53.119000,guestUser,2014-06-04 22:47:53.119000
1287737,G,Cognitive/Supervision,0,guestUser,2014-06-04 22:47:53.120000,guestUser,2014-06-04 22:47:53.120000
1287737,A,Exercise,0,guestUser,2014-06-04 22:47:53.120000,guestUser,2014-06-04 22:47:53.120000
1287737,F,Hoyer Lift/Mechanized Bath Chair,0,guestUser,2014-06-04 22:47:53.120000,guestUser,2014-06-04 22:47:53.120000
1293972,D,"Medical Gasses, Oxygen Only",0,DVESEY,2015-07-01 14:35:26.149000,DVESEY,2015-07-01 14:35:26.149000
1293972,I,Temp/Blood Pres/Respiration Rate/Pulse,0,DVESEY,2015-07-01 14:35:26.149000,DVESEY,2015-07-01 14:35:26.149000
1293972,C,Ted Stockings,0,DVESEY,2015-07-01 14:35:26.150000,DVESEY,2015-07-01 14:35:26.150000
1293972,H,Prosthesis/Orthotics/Adaptive Devices,0,DVESEY,2015-07-01 14:35:26.150000,DVESEY,2015-07-01 14:35:26.150000
1293972,B,Catheter,0,DVESEY,2015-07-01 14:35:26.150000,DVESEY,2015-07-01 14:35:26.150000
1293972,G,Cognitive/Supervision,0,DVESEY,2015-07-01 14:35:26.151000,DVESEY,2015-07-01 14:35:26.151000
