p_sys_id,p_event_sk,p_event_ts,p_event_cd,p_event_user_id,p_event_note_text,p_event_prcs_ind,p_event_ty_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1276821,415872,2013-04-15 09:42:07.724000,S003,guestUser,Application number assigned,N,E,0,guestUser,2013-04-15 09:42:07.725000,guestUser,2013-04-15 09:42:07.725000
1276758,415294,2013-04-10 10:50:56.477000,S021,JMLAGRO,ReqAttach Selected,N,E,0,JMLAGRO,2013-04-10 10:50:56.511000,JMLAGRO,2013-04-10 10:50:56.511000
1276797,415363,2013-04-10 14:04:01.383000,S021,NMAIER,ReqAttach Selected,Y,E,1,NMAIER,2013-04-10 15:05:34.626000,NMAIER,2013-04-10 14:04:01.405000
1276797,415364,2013-04-10 14:04:01.276000,S040,NMAIER,Application Completed,Y,E,1,NMAIER,2013-04-10 15:05:34.626000,NMAIER,2013-04-10 14:04:01.405000
1276798,415359,2013-04-10 13:52:53.573000,S002,guestUser,Paper application rec'd by FAS,Y,E,1,guestUser,2013-04-10 14:52:42.591000,guestUser,2013-04-10 13:52:53.573000
1276798,415360,2013-04-10 13:52:53.576000,S003,guestUser,Application number assigned,Y,E,1,guestUser,2013-04-10 14:52:42.594000,guestUser,2013-04-10 13:52:53.577000
1276802,415468,2013-04-10 16:27:24.505000,S001,guestUser,Application rec'd from the web,Y,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:00:23.000000,guestUser,2013-04-10 16:27:24.506000
1276802,415469,2013-04-10 16:27:24.508000,S003,guestUser,Application number assigned,Y,E,1,guestUser,2014-04-21 10:07:06.346000,guestUser,2013-04-10 16:27:24.508000
1181390,415471,2015-10-07 15:12:21.553000,S655,B-Prov-Letters+7057118.00,PIN Number generation success,Y,E,1,NMAIER,2015-10-07 15:12:21.983000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.227000
1172249,415472,2013-04-10 18:02:57.901000,S655,B-Prov-Letters+7057118.00,PIN Number generation success,Y,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:00:23.000000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.229000
1173037,415473,2013-04-10 18:02:57.693000,S655,B-Prov-Letters+7057118.00,PIN Number generation success,Y,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:00:23.000000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.229000
1180394,415474,2013-04-10 18:02:57.921000,S655,B-Prov-Letters+7057118.00,PIN Number generation success,Y,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:00:23.000000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.229000
1276758,415475,2013-04-10 18:02:57.844000,S655,B-Prov-Letters+7057118.00,PIN Number generation success,Y,E,1,JMLAGRO,2015-01-30 14:55:56.895000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.230000
1156255,415477,2013-04-10 18:02:57.455000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.238000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.238000
1171569,415478,2013-04-10 18:02:57.821000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.238000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.238000
1001812,415479,2013-04-10 18:02:57.423000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.238000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.238000
1153961,415480,2013-04-10 18:02:57.672000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.239000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.239000
1154525,415481,2013-04-10 18:02:58.166000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.239000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.239000
1159274,415482,2013-04-10 18:02:58.194000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.240000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.240000
1154061,415484,2013-04-10 18:02:58.043000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.240000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.240000
1171416,415487,2013-04-10 18:02:57.880000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.241000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.241000
1153956,415488,2013-04-10 18:02:58.105000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.241000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.241000
1153940,415489,2013-04-10 18:02:58.072000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.241000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.241000
1172012,415491,2013-04-10 18:02:57.728000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.242000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.242000
1000004,415492,2013-04-10 18:02:57.951000,S670,B-Prov-Letters+7057118.00,password set faliure,N,E,0,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.242000,B-Prov-Letters+7057118.00,2013-04-10 18:02:58.242000
1276833,415929,2013-04-15 12:55:45.929000,S003,guestUser,Application number assigned,N,E,1,JMLAGRO,2014-06-05 10:50:16.535000,guestUser,2013-04-15 12:55:45.930000
1154525,416317,2013-04-17 18:03:03.598000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.663000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.663000
1276772,415878,2013-04-15 09:58:30.123000,S003,guestUser,Application number assigned,Y,E,1,guestUser,2013-12-27 08:41:53.860000,guestUser,2013-04-15 09:58:30.123000
1159274,416318,2013-04-17 18:03:03.658000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.663000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.663000
1154061,416320,2013-04-17 18:03:03.537000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.663000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.663000
1170602,416321,2013-04-17 18:03:03.625000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.664000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.664000
1171416,416322,2013-04-17 18:03:03.380000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.665000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.665000
1153956,416323,2013-04-17 18:03:03.502000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.666000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.666000
1001832,416324,2013-04-17 18:03:03.414000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.666000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.666000
1153940,416325,2013-04-17 18:03:03.564000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.667000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.667000
1172012,416326,2013-04-17 18:03:03.288000,S670,B-Prov-Letters+7103611.00,password set faliure,N,E,0,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.667000,B-Prov-Letters+7103611.00,2013-04-17 18:03:03.667000
1276793,415366,2013-04-10 14:18:23.882000,S001,guestUser,Application rec'd from the web,Y,E,2,B-Prov-Letters+7382179.00,2013-05-29 18:00:45.000000,guestUser,2013-04-10 14:18:23.883000
1276758,415002,2013-04-04 15:26:14.397000,S040,JMLAGRO,Application Completed,N,E,0,JMLAGRO,2013-04-04 15:26:14.477000,JMLAGRO,2013-04-04 15:26:14.477000
1276793,415367,2013-04-10 14:18:23.884000,S003,guestUser,Application number assigned,Y,E,1,guestUser,2013-10-23 13:12:47.870000,guestUser,2013-04-10 14:18:23.884000
1276823,415748,2013-04-12 11:03:50.927000,S160,KRBACKMAN,Previous Medicaid ID Match Found,Y,E,1,KRBACKMAN,2013-04-12 11:04:45.693000,KRBACKMAN,2013-04-12 11:04:44.907000
1276892,416597,2013-04-18 15:38:19.125000,S330,guestUser,INVALID,Y,E,1,guestUser,2014-01-17 09:58:55.053000,guestUser,2013-04-18 15:38:19.666000
1276823,415746,2013-04-12 10:54:57.303000,S021,KRBACKMAN,ReqAttach Selected,Y,E,1,KRBACKMAN,2013-04-12 11:04:45.693000,KRBACKMAN,2013-04-12 10:54:57.325000
1276823,415747,2013-04-12 10:54:57.200000,S040,KRBACKMAN,Application Completed,Y,E,1,KRBACKMAN,2013-04-12 11:04:45.693000,KRBACKMAN,2013-04-12 10:54:57.326000
1276823,415749,2013-04-12 11:04:45.565000,S050,KRBACKMAN,Application Approved,Y,E,2,KRBACKMAN,2013-04-12 11:04:45.692000,KRBACKMAN,2013-04-12 11:04:45.504000
1276823,415750,2013-04-12 11:04:45.542000,S640,KRBACKMAN,Web Request for Initial/New Registration,Y,E,1,KRBACKMAN,2013-04-12 11:04:45.692000,KRBACKMAN,2013-04-12 11:04:45.547000
1276823,415751,2013-04-12 11:04:45.550000,S650,KRBACKMAN,AVR Request for Initial/Reset PIN,Y,E,1,KRBACKMAN,2013-04-12 11:04:45.692000,KRBACKMAN,2013-04-12 11:04:45.551000
1276823,415752,2013-04-12 11:04:45.601000,S052,KRBACKMAN,Appl Appv'd-Networks Assigned,Y,E,1,KRBACKMAN,2013-04-12 11:04:45.691000,KRBACKMAN,2013-04-12 11:04:45.603000
1177532,415753,2013-04-12 10:54:57.303000,S021,KRBACKMAN,ReqAttach Selected,N,E,0,KRBACKMAN,2013-04-12 11:04:45.635000,KRBACKMAN,2013-04-12 11:04:45.635000
1177532,415754,2013-04-12 10:54:57.200000,S040,KRBACKMAN,Application Completed,N,E,0,KRBACKMAN,2013-04-12 11:04:45.635000,KRBACKMAN,2013-04-12 11:04:45.635000
1177532,415755,2013-04-12 10:45:21.549000,S001,guestUser,Application rec'd from the web,Y,E,0,B-Prov-Letters+7070975.00,2013-04-12 18:00:36.000000,KRBACKMAN,2013-04-12 11:04:45.635000
1177532,415756,2013-04-12 11:03:50.927000,S160,KRBACKMAN,Previous Medicaid ID Match Found,N,E,0,KRBACKMAN,2013-04-12 11:04:45.635000,KRBACKMAN,2013-04-12 11:04:45.635000
1177532,415757,2013-04-12 10:45:21.551000,S003,guestUser,Application number assigned,N,E,0,KRBACKMAN,2013-04-12 11:04:45.636000,KRBACKMAN,2013-04-12 11:04:45.636000
1177532,415758,2013-04-12 11:04:45.565000,S050,KRBACKMAN,Application Approved,N,E,0,KRBACKMAN,2013-04-12 11:04:45.636000,KRBACKMAN,2013-04-12 11:04:45.636000
1177532,415759,2013-04-12 11:04:45.542000,S640,KRBACKMAN,Web Request for Initial/New Registration,N,E,0,KRBACKMAN,2013-04-12 11:04:45.636000,KRBACKMAN,2013-04-12 11:04:45.636000
1177532,415760,2013-04-12 11:04:45.550000,S650,KRBACKMAN,AVR Request for Initial/Reset PIN,Y,E,0,B-Prov-Letters+7070975.00,2013-04-12 18:00:36.000000,KRBACKMAN,2013-04-12 11:04:45.636000
1177532,415761,2013-04-12 11:04:45.601000,S052,KRBACKMAN,Appl Appv'd-Networks Assigned,Y,E,0,B-Prov-Letters+7070975.00,2013-04-12 18:00:36.000000,KRBACKMAN,2013-04-12 11:04:45.637000
1177532,415762,2013-04-12 11:03:52.304000,S643,KRBACKMAN,Web Request Successful-Acct/Password Set,Y,E,0,B-Prov-Letters+437144.00,2015-04-02 21:03:26.000000,KRBACKMAN,2013-04-12 11:04:46.277000
1276892,416598,2013-04-18 15:38:20.828000,S001,guestUser,Application rec'd from the web,Y,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:00:24.000000,guestUser,2013-04-18 15:38:20.828000
1276892,416599,2013-04-18 15:38:20.830000,S003,guestUser,Application number assigned,Y,E,1,guestUser,2014-01-17 09:58:55.051000,guestUser,2013-04-18 15:38:20.830000
1276889,416600,2013-04-18 15:38:20.837000,S001,guestUser,Application rec'd from the web,Y,E,1,B-Prov-Letters+8804731.00,2014-01-17 18:02:22.000000,guestUser,2013-04-18 15:38:20.837000
1276891,416601,2013-04-18 15:38:20.843000,S001,guestUser,Application rec'd from the web,Y,E,1,JMLAGRO,2014-01-17 10:02:33.668000,guestUser,2013-04-18 15:38:20.844000
1276887,416602,2013-04-18 15:38:20.850000,S001,guestUser,Application rec'd from the web,Y,E,1,B-Prov-Letters+8804731.00,2014-01-17 18:02:22.000000,guestUser,2013-04-18 15:38:20.851000
1170467,416633,2013-04-18 18:02:03.370000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.799000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.799000
1156255,416634,2013-04-18 18:02:03.422000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.799000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.799000
1001838,416635,2013-04-18 18:02:03.449000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,1,JMLAGRO,2014-04-11 07:22:22.762000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.800000
1171569,416636,2013-04-18 18:02:03.503000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.800000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.800000
1001812,416637,2013-04-18 18:02:03.397000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.800000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.800000
1153961,416638,2013-04-18 18:02:03.528000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.800000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.800000
1154525,416639,2013-04-18 18:02:03.744000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.801000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.801000
1159274,416640,2013-04-18 18:02:03.798000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.801000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.801000
1154061,416642,2013-04-18 18:02:03.690000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.804000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.804000
1170602,416643,2013-04-18 18:02:03.772000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.804000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.804000
1171416,416644,2013-04-18 18:02:03.557000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.805000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.805000
1153956,416645,2013-04-18 18:02:03.665000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.805000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.805000
1001832,416646,2013-04-18 18:02:03.583000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.806000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.806000
1153940,416647,2013-04-18 18:02:03.718000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.806000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.806000
1276798,415372,2013-04-10 14:46:33.864000,S021,NMAIER,ReqAttach Selected,Y,E,1,NMAIER,2013-04-10 14:52:42.592000,NMAIER,2013-04-10 14:46:33.891000
1276828,415892,2013-04-15 11:22:54.397000,S003,guestUser,Application number assigned,N,E,0,guestUser,2013-04-15 11:22:54.398000,guestUser,2013-04-15 11:22:54.398000
1276798,415373,2013-04-10 14:46:33.765000,S040,NMAIER,Application Completed,Y,E,1,NMAIER,2013-04-10 14:52:42.592000,NMAIER,2013-04-10 14:46:33.892000
1156255,416084,2013-04-16 18:02:01.535000,S670,B-Prov-Letters+7096645.00,password set faliure,N,E,0,B-Prov-Letters+7096645.00,2013-04-16 18:02:01.876000,B-Prov-Letters+7096645.00,2013-04-16 18:02:01.876000
1276837,415997,2013-04-16 10:51:44.122000,S001,guestUser,Application rec'd from the web,Y,E,0,B-Prov-Letters+7096645.00,2013-04-16 18:00:21.000000,guestUser,2013-04-16 10:51:44.123000
1276883,416661,2013-04-19 09:37:11.608000,S001,guestUser,Application rec'd from the web,Y,E,0,B-Prov-Letters+7117462.00,2013-04-19 18:00:22.000000,guestUser,2013-04-19 09:37:11.608000
1276837,415998,2013-04-16 10:51:44.124000,S003,guestUser,Application number assigned,N,E,0,guestUser,2013-04-16 10:51:44.124000,guestUser,2013-04-16 10:51:44.124000
1172012,416648,2013-04-18 18:02:03.475000,S670,B-Prov-Letters+7110545.00,password set faliure,N,E,0,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.806000,B-Prov-Letters+7110545.00,2013-04-18 18:02:03.806000
1001838,416085,2013-04-16 18:02:01.559000,S670,B-Prov-Letters+7096645.00,password set faliure,N,E,1,JMLAGRO,2014-04-11 07:22:22.786000,B-Prov-Letters+7096645.00,2013-04-16 18:02:01.876000
