p_sys_id,p_specl_sk,p_specl_cd,p_specl_beg_dt,p_specl_end_dt,p_specl_cert_num,p_state_cd,p_specl_cert_board_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1000865,1000837,001,2011-07-01,2015-10-04,,ND,,1,DMOCK,2017-03-27 14:26:27.954000,Provider Conversion,2013-03-30 12:53:04.000000
1000866,1000838,275,2011-07-01,2011-07-01,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000867,1000839,034,2011-07-01,2013-09-30,,ND,,5,DOMINICKNGANTOU,2014-09-16 11:00:48.782000,Provider Conversion,2013-03-30 12:53:04.000000
1000868,1000840,034,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000869,1000841,001,2011-10-01,2015-10-04,0000,ND,26,1,KHANDELAND,2019-11-29 14:02:30.473000,Provider Conversion,2013-03-30 12:53:04.000000
1000870,1000842,034,2011-07-01,2015-10-04,,ND,,3,CR1906_SET_ENDDT_4OCT15,2015-06-17 15:11:37.687000,Provider Conversion,2013-03-30 12:53:04.000000
1000871,1000843,359,1990-03-01,2005-09-30,,ND,,1,CKRAFT,2016-05-18 09:19:34.811000,Provider Conversion,2013-03-30 12:53:04.000000
1000872,1000844,020,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000873,1000845,034,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000874,1000846,179,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000875,1000847,025,2011-07-01,2013-09-30,,ND,,3,JMLAGRO,2015-02-20 13:31:44.238000,Provider Conversion,2013-03-30 12:53:04.000000
1000876,1000848,179,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000877,1000849,179,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000878,1000850,025,2011-07-01,2015-10-04,,ND,,1,AYARBROUGH,2016-03-11 10:54:26.381000,Provider Conversion,2013-03-30 12:53:04.000000
1000879,1000851,108,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000880,1000852,006,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000881,1000853,121,2011-07-10,2013-09-30,,ND,,2,ZULEIMARUIZ,2014-09-04 10:54:46.861000,Provider Conversion,2013-03-30 12:53:04.000000
1000882,1000854,341,2011-07-01,2015-10-04,,ND,,1,JJUVE,2023-03-14 08:23:15.659000,Provider Conversion,2013-03-30 12:53:04.000000
1000883,1000855,121,2011-07-01,2012-05-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000884,1000856,013,2011-07-01,2015-10-04,,ND,,1,CHLHARMON,2017-03-02 18:19:14.816000,Provider Conversion,2013-03-30 12:53:04.000000
1000885,1000857,003,2011-07-01,2012-03-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000886,1000858,189,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000887,1000859,275,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000888,1000860,341,2011-07-01,2015-10-04,,ND,,3,CR1906_SET_ENDDT_4OCT15,2015-06-17 15:20:36.611000,Provider Conversion,2013-03-30 12:53:04.000000
1000889,1000861,270,2011-09-12,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000890,1000862,003,2011-07-01,2012-03-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000891,1000863,001,2011-09-12,2013-09-30,,ND,,3,ESTHERSHAHPAR,2015-07-21 16:31:09.527000,Provider Conversion,2013-03-30 12:53:04.000000
1000892,1000864,020,2011-09-19,2011-11-18,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000893,1000865,001,2011-09-11,2013-09-30,,ND,,9,MAURICIOPENERAND,2015-08-03 15:47:51.634000,Provider Conversion,2013-03-30 12:53:04.000000
1000894,1000866,341,2011-09-19,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000895,1000867,049,2011-09-09,2015-10-04,0000,ND,26,2,KHANDELAND,2019-11-29 14:08:58.875000,Provider Conversion,2013-03-30 12:53:04.000000
1000896,1000868,006,2011-09-23,2011-12-21,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000897,1000869,010,2011-09-23,2013-09-30,,ND,,2,ESTHERSHAHPAR,2014-11-12 13:56:04.746000,Provider Conversion,2013-03-30 12:53:04.000000
1000898,1000870,179,2011-09-01,2012-06-30,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000899,1000871,006,2011-10-03,2015-10-04,,ND,,1,KARCHARVAT,2017-06-05 11:23:25.587000,Provider Conversion,2013-03-30 12:53:04.000000
1000900,1000872,275,2011-09-26,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000901,1000873,341,2011-10-03,2013-09-30,,ND,,4,JMLAGRO,2015-06-18 13:45:11.225000,Provider Conversion,2013-03-30 12:53:04.000000
1000902,1000874,016,2011-11-01,2013-09-30,,ND,,3,PJHEID,2015-02-25 14:43:54.772000,Provider Conversion,2013-03-30 12:53:04.000000
1000903,1000875,341,2011-11-07,2013-09-30,,ND,,1,DAVIDWOEHL,2016-01-11 14:48:44.598000,Provider Conversion,2013-03-30 12:53:04.000000
1000905,1000877,001,2011-09-27,2013-09-30,,ND,,5,JMLAGRO,2015-05-11 07:26:22.824000,Provider Conversion,2013-03-30 12:53:04.000000
1000906,1000878,217,2011-09-06,2013-09-30,,ND,,2,ZULEIMARUIZ,2014-09-05 16:26:08.202000,Provider Conversion,2013-03-30 12:53:04.000000
1000907,1000879,275,2011-09-26,2013-09-30,,ND,,1,DMOCK,2015-12-14 16:00:59.227000,Provider Conversion,2013-03-30 12:53:04.000000
1000908,1000880,050,2011-09-28,2013-09-30,,ND,,5,CAROLREEVES,2015-06-17 15:22:05.827000,Provider Conversion,2013-03-30 12:53:04.000000
1000909,1000881,050,2011-09-28,2013-09-30,,ND,,4,DMOCK,2015-05-11 14:30:51.414000,Provider Conversion,2013-03-30 12:53:04.000000
1000910,1000882,050,2011-09-26,2013-09-30,00000,ND,26,4,KMELTZER,2020-09-23 09:49:22.676000,Provider Conversion,2013-03-30 12:53:04.000000
1000911,1000883,020,2011-09-01,2013-09-30,,ND,,1,PJHEID,2014-11-17 09:53:54.451000,Provider Conversion,2013-03-30 12:53:04.000000
1000912,1000884,001,2011-09-22,2015-10-04,0000,ND,26,1,KHANDELAND,2019-11-29 14:08:49.620000,Provider Conversion,2013-03-30 12:53:04.000000
1000913,1000885,001,2011-09-23,2015-10-04,0000,ND,26,1,KHANDELAND,2019-11-29 14:10:37.090000,Provider Conversion,2013-03-30 12:53:04.000000
1000914,1000886,006,2011-10-03,1999-12-31,00000,ND,26,14,RRUD,2017-01-09 12:16:33.568000,Provider Conversion,2013-03-30 12:53:04.000000
1000915,1000887,050,2011-10-03,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000916,1000888,016,2011-10-10,2013-09-30,,ND,,6,MAURICIOPENERAND,2015-07-24 15:56:02.490000,Provider Conversion,2013-03-30 12:53:04.000000
1000917,1000889,049,2011-10-03,2013-09-30,,ND,,4,USHASHA,2015-06-30 09:49:53.288000,Provider Conversion,2013-03-30 12:53:04.000000
1000918,1000890,013,2011-09-21,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000919,1000891,270,2011-10-11,2013-09-30,,ND,,10,MAURICIOPENERAND,2015-07-24 15:58:20.140000,Provider Conversion,2013-03-30 12:53:04.000000
1000920,1000892,275,2011-09-01,2013-09-30,,ND,,10,CAROLREEVES,2015-06-23 15:35:24.819000,Provider Conversion,2013-03-30 12:53:04.000000
1000921,1000893,436,2011-07-01,2013-09-30,,ND,,10,PJHEID,2015-08-19 16:11:45.200000,Provider Conversion,2013-03-30 12:53:04.000000
1000922,1000894,001,2011-09-02,2013-09-30,,ND,,2,ESTHERSHAHPAR,2014-11-12 13:28:11.330000,Provider Conversion,2013-03-30 12:53:04.000000
1000923,1000895,013,2011-10-03,2013-09-30,,ND,,1,AYARBROUGH,2019-04-08 13:25:04.923000,Provider Conversion,2013-03-30 12:53:04.000000
1000924,1000896,189,2011-09-13,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000925,1000897,270,2011-10-03,2013-09-30,,ND,,1,LISACAMPBELL,2014-02-03 23:42:42.043000,Provider Conversion,2013-03-30 12:53:04.000000
1000926,1000898,270,2011-09-07,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000927,1000899,359,2011-08-18,2015-10-04,,ND,,1,CJFRANCIS,2016-03-01 09:59:25.488000,Provider Conversion,2013-03-30 12:53:04.000000
1000928,1000900,341,2011-10-31,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000929,1000901,049,2011-10-01,2013-09-30,00000,ND,26,3,KMELTZER,2020-07-29 16:21:12.898000,Provider Conversion,2013-03-30 12:53:04.000000
1000930,1000902,050,2011-10-18,2013-09-30,,ND,,2,MMANYGUNS,2015-03-02 16:34:13.971000,Provider Conversion,2013-03-30 12:53:04.000000
1000931,1000903,049,2011-10-24,2015-10-04,0000,ND,26,1,KHANDELAND,2019-11-29 14:10:27.449000,Provider Conversion,2013-03-30 12:53:04.000000
1000932,1000904,033,2011-10-14,2012-01-27,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000933,1000905,050,2011-10-17,2013-09-30,,ND,,7,PJHEID,2015-04-22 23:10:08.771000,Provider Conversion,2013-03-30 12:53:04.000000
1000934,1000906,013,2011-09-20,2013-09-30,,ND,,3,JMLAGRO,2015-01-26 12:35:19.174000,Provider Conversion,2013-03-30 12:53:04.000000
1000935,1000907,270,2011-10-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000936,1000908,217,2011-10-21,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000937,1000909,034,2011-12-14,2013-09-30,,ND,,1,DMOCK,2017-04-04 15:02:51.793000,Provider Conversion,2013-03-30 12:53:04.000000
1000938,1000910,270,2011-11-11,2012-04-06,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000939,1000911,001,2011-10-24,2013-09-30,,ND,,2,ESTHERSHAHPAR,2014-11-11 17:11:25.466000,Provider Conversion,2013-03-30 12:53:04.000000
1000940,1000912,001,2011-10-17,2013-09-30,,ND,,6,MELISSABULGER,2014-11-12 10:56:24.021000,Provider Conversion,2013-03-30 12:53:04.000000
1000941,1000913,010,2011-10-24,2012-01-20,,ND,,5,DANIELLAESTRELLA,2015-06-29 11:06:56.080000,Provider Conversion,2013-03-30 12:53:04.000000
1000942,1000914,050,2011-10-18,2015-10-04,,ND,,1,ANNDOLL,2018-10-24 11:51:39.710000,Provider Conversion,2013-03-30 12:53:04.000000
1000943,1000915,005,2011-10-27,2013-09-30,,ND,,3,BRENDAPEREZESCOB,2014-09-08 11:40:23.015000,Provider Conversion,2013-03-30 12:53:04.000000
1000944,1000916,013,2011-05-09,2013-09-30,,ND,,1,JMLAGRO,2015-03-30 10:09:30.586000,Provider Conversion,2013-03-30 12:53:04.000000
1000945,1000917,054,2011-10-01,2013-09-30,,ND,,1,THENDERSON,2015-08-14 11:23:10.169000,Provider Conversion,2013-03-30 12:53:04.000000
1000946,1000918,054,2011-02-01,2013-09-30,,ND,,1,USHASHA,2015-07-24 10:49:07.314000,Provider Conversion,2013-03-30 12:53:04.000000
1000947,1000919,054,2011-07-26,2013-09-30,,ND,,3,CKRAFT,2015-05-21 07:30:22.375000,Provider Conversion,2013-03-30 12:53:04.000000
1000948,1000920,054,2011-07-25,2013-09-30,,ND,,1,USHASHA,2015-07-24 10:52:40.200000,Provider Conversion,2013-03-30 12:53:04.000000
1000949,1000921,047,2011-11-01,2015-10-04,,ND,,1,CR1906_SET_ENDDT_4OCT15,2015-06-10 13:57:57.712000,Provider Conversion,2013-03-30 12:53:04.000000
1000950,1000922,359,2011-10-18,2013-09-30,,ND,,3,ESTHERSHAHPAR,2015-03-23 17:19:39.962000,Provider Conversion,2013-03-30 12:53:04.000000
1000951,1000923,047,2011-11-15,2013-09-30,,ND,,1,MAURICIOPENERAND,2015-03-12 14:03:37.289000,Provider Conversion,2013-03-30 12:53:04.000000
1000952,1000924,050,2011-11-28,2013-09-30,00000,ND,26,2,KMELTZER,2020-05-29 11:30:46.817000,Provider Conversion,2013-03-30 12:53:04.000000
1000953,1000925,047,2011-11-15,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000954,1000926,013,2011-10-31,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000955,1000927,189,2011-11-22,2012-03-23,,ND,,1,MLMOOS,2018-11-03 16:06:29.919000,Provider Conversion,2013-03-30 12:53:04.000000
1000956,1000928,020,2011-10-26,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000957,1000929,275,2011-11-09,2012-01-14,00000,ND,26,2,KMELTZER,2020-07-08 15:43:53.082000,Provider Conversion,2013-03-30 12:53:04.000000
1000958,1000930,050,2011-11-11,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000959,1000931,050,2011-11-11,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000960,1000932,217,2011-11-21,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000961,1000933,029,2011-11-21,2012-10-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000962,1000934,011,2011-10-31,2015-10-04,0000,ND,26,1,KHANDELAND,2019-11-29 14:12:07.322000,Provider Conversion,2013-03-30 12:53:04.000000
1000963,1000935,013,2011-11-08,2013-09-30,,ND,,1,DAVIDWOEHL,2015-10-16 14:04:37.958000,Provider Conversion,2013-03-30 12:53:04.000000
1000964,1000936,121,2011-11-14,2013-09-30,,ND,,3,ESTHERSHAHPAR,2015-06-29 10:59:32.824000,Provider Conversion,2013-03-30 12:53:04.000000
1000965,1000937,011,2011-11-09,2012-03-23,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000966,1000938,001,2011-11-14,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000967,1000939,049,2011-11-10,2012-02-10,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000968,1000940,007,2011-11-14,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000969,1000941,050,2011-11-17,2013-09-30,,ND,,2,DANIELLAESTRELLA,2014-09-10 12:47:50.394000,Provider Conversion,2013-03-30 12:53:04.000000
1000970,1000942,030,2011-11-15,1999-12-31,00000,ND,26,7,MMANYGUNS,2015-07-15 15:14:57.651000,Provider Conversion,2013-03-30 12:53:04.000000
1000971,1000943,001,2011-11-14,2013-09-30,,ND,,5,ESTHERSHAHPAR,2015-07-21 13:28:15.605000,Provider Conversion,2013-03-30 12:53:04.000000
1000972,1000944,359,2011-07-07,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000973,1000945,359,2011-11-09,2011-11-09,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000974,1000946,005,2011-08-01,2013-09-30,,ND,,2,JMLAGRO,2015-07-21 08:00:38.759000,Provider Conversion,2013-03-30 12:53:04.000000
1000975,1000947,341,2011-12-19,2013-09-30,,ND,,2,MMANYGUNS,2015-04-07 16:02:06.546000,Provider Conversion,2013-03-30 12:53:04.000000
1000976,1000948,341,2011-11-28,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000977,1000949,359,2011-08-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000978,1000950,020,2011-12-01,2013-09-30,,ND,,2,MAURICIOPENERAND,2015-07-24 09:41:06.903000,Provider Conversion,2013-03-30 12:53:04.000000
1000979,1000951,010,2011-12-05,2013-09-30,,ND,,3,JMLAGRO,2015-06-12 08:21:28.489000,Provider Conversion,2013-03-30 12:53:04.000000
1000980,1000952,105,2011-12-07,2013-09-30,,ND,,5,ESTHERSHAHPAR,2015-06-30 17:20:59.700000,Provider Conversion,2013-03-30 12:53:04.000000
1000981,1000953,121,2011-11-30,2012-03-23,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000982,1000954,014,2011-11-23,2012-03-23,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000983,1000955,014,2011-12-05,2012-02-28,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000984,1000956,270,2011-12-12,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000985,1000957,275,2011-12-21,2012-04-06,,ND,,2,MMANYGUNS,2015-02-23 13:51:24.128000,Provider Conversion,2013-03-30 12:53:04.000000
1000986,1000958,007,2011-11-09,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000987,1000959,033,2011-12-01,2013-09-30,,ND,,6,JMLAGRO,2015-07-30 07:52:14.850000,Provider Conversion,2013-03-30 12:53:04.000000
1000988,1000960,001,2011-11-30,2015-10-04,0000,ND,26,3,KHANDELAND,2019-11-29 14:11:50.604000,Provider Conversion,2013-03-30 12:53:04.000000
1000989,1000961,341,2011-11-28,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000000,1000000,091,2010-09-06,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000001,1000001,091,2009-12-03,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000002,1000002,091,2010-08-23,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000003,1000003,091,2010-10-05,2011-12-31,,ND,,1,JASTONE,2018-12-04 13:22:13.875000,Provider Conversion,2013-03-30 12:53:04.000000
1000004,1000004,091,2010-05-14,2013-09-30,,ND,,1,PJHEID,2015-12-17 20:23:17.470000,Provider Conversion,2013-03-30 12:53:04.000000
1000005,1000005,091,2010-11-01,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000006,1000006,091,2010-07-30,2011-12-31,,ND,,1,RRUD,2022-10-11 08:14:24.291000,Provider Conversion,2013-03-30 12:53:04.000000
1000007,1000007,091,2010-06-10,2011-12-31,,ND,,1,RRUD,2023-03-20 14:31:51.613000,Provider Conversion,2013-03-30 12:53:04.000000
1000008,1000008,091,2010-08-26,2011-12-31,,ND,,1,RRUD,2022-09-08 09:36:52.002000,Provider Conversion,2013-03-30 12:53:04.000000
1000009,1000009,091,2010-06-16,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000010,1000010,091,2010-08-26,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000011,1000011,091,2010-08-04,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000012,1000012,091,2010-09-30,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000013,1000013,091,2010-08-10,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000014,1000014,091,2010-10-25,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000015,1000015,091,2010-12-04,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000016,1000016,091,2010-08-06,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000017,1000017,091,2010-11-16,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000018,1000018,091,2010-08-20,2015-10-04,,ND,,1,PJHEID,2017-04-05 08:21:06.646000,Provider Conversion,2013-03-30 12:53:04.000000
