p_sys_id,p_ofc_hrs_sk,p_day_of_wk_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,p_ofc_close_tm_text,p_ofc_open_tm_text
1277044,8776,3,9,JMLAGRO,2013-10-15 14:37:49.762000,guestUser,2013-04-26 10:50:05.834000,6:00pm,7:00am
1277044,8777,4,9,JMLAGRO,2013-10-15 14:37:49.762000,guestUser,2013-04-26 10:50:05.834000,6:00pm,7:00am
1277044,8778,5,9,JMLAGRO,2013-10-15 14:37:49.762000,guestUser,2013-04-26 10:50:05.834000,6:00pm,7:00am
1277002,9897,1,33,JMLAGRO,2013-12-19 09:36:49.444000,guestUser,2013-04-30 08:43:36.606000,5:00pm,8:00am
1277002,9898,2,33,JMLAGRO,2013-12-19 09:36:49.443000,guestUser,2013-04-30 08:43:36.606000,5:00pm,8:00am
1277002,9899,3,33,JMLAGRO,2013-12-19 09:36:49.443000,guestUser,2013-04-30 08:43:36.606000,5:00pm,8:00am
1277002,9900,4,33,JMLAGRO,2013-12-19 09:36:49.442000,guestUser,2013-04-30 08:43:36.606000,5:00pm,8:00am
1277002,9901,5,33,JMLAGRO,2013-12-19 09:36:49.445000,guestUser,2013-04-30 08:43:36.607000,5:00pm,8:00am
1276939,9695,1,10,JMLAGRO,2013-12-13 13:21:48.361000,guestUser,2013-04-29 14:55:39.370000,8:00pm,9:00am
1276939,9696,2,10,JMLAGRO,2013-12-13 13:21:48.361000,guestUser,2013-04-29 14:55:39.372000,8:00pm,9:00am
1276939,9697,3,10,JMLAGRO,2013-12-13 13:21:48.363000,guestUser,2013-04-29 14:55:39.372000,8:00pm,9:00am
1278383,35714,1,21,JMLAGRO,2015-07-08 11:18:59.988000,guestUser,2013-07-22 11:13:35.955000,5:00pm,8:00am
1278383,35715,2,21,JMLAGRO,2015-07-08 11:18:59.987000,guestUser,2013-07-22 11:13:35.956000,5:00pm,8:00am
1278383,35716,3,21,JMLAGRO,2015-07-08 11:18:59.987000,guestUser,2013-07-22 11:13:35.956000,5:00pm,8:00am
1276976,14531,1,9,PJHEID,2014-01-06 23:36:09.348000,guestUser,2013-05-14 09:33:54.204000,4:30pm,8:00am
1276976,14532,2,9,PJHEID,2014-01-06 23:36:09.349000,guestUser,2013-05-14 09:33:54.204000,4:30pm,8:00am
1276976,14533,3,9,PJHEID,2014-01-06 23:36:09.349000,guestUser,2013-05-14 09:33:54.206000,4:30pm,8:00am
1277497,14559,4,14,PJHEID,2014-02-09 16:48:29.684000,guestUser,2013-05-14 09:41:00.271000,8:00pm,9:00am
1277497,14560,5,14,PJHEID,2014-02-09 16:48:29.684000,guestUser,2013-05-14 09:41:00.272000,8:00pm,9:00am
1278383,35717,4,21,JMLAGRO,2015-07-08 11:18:59.987000,guestUser,2013-07-22 11:13:35.956000,5:00pm,8:00am
1277072,10154,5,5,PJHEID,2013-10-23 10:49:53.642000,guestUser,2013-04-30 11:27:36.496000,5:00pm,8:00am
1276840,17555,6,11,JMLAGRO,2014-02-06 11:39:17.271000,guestUser,2013-05-22 12:35:29.667000,12:00am,12:00am
1276840,17556,7,11,JMLAGRO,2014-02-06 11:39:17.271000,guestUser,2013-05-22 12:35:29.667000,12:00am,12:00am
1277090,10176,1,11,JMLAGRO,2013-08-09 09:27:20.805000,guestUser,2013-04-30 12:41:43.449000,12:00am,12:00am
1277090,10177,2,11,JMLAGRO,2013-08-09 09:27:20.804000,guestUser,2013-04-30 12:41:43.449000,12:00am,12:00am
1278383,35718,5,21,JMLAGRO,2015-07-08 11:18:59.988000,guestUser,2013-07-22 11:13:35.957000,5:00pm,8:00am
1278837,38091,5,3,JOYSPEZIALE,2014-03-28 19:31:52.800000,guestUser,2013-07-25 11:32:20.949000,4:00pm,7:00am
1278654,35749,1,19,JOYSPEZIALE,2014-03-05 16:30:46.031000,guestUser,2013-07-22 14:02:10.597000,5:00pm,8:00am
1278654,35750,2,19,JOYSPEZIALE,2014-03-05 16:30:46.031000,guestUser,2013-07-22 14:02:10.598000,5:00pm,8:00am
1278654,35751,3,19,JOYSPEZIALE,2014-03-05 16:30:46.032000,guestUser,2013-07-22 14:02:10.600000,5:00pm,8:00am
1278654,35752,4,19,JOYSPEZIALE,2014-03-05 16:30:46.032000,guestUser,2013-07-22 14:02:10.601000,5:00pm,8:00am
1276939,9698,4,10,JMLAGRO,2013-12-13 13:21:48.362000,guestUser,2013-04-29 14:55:39.372000,8:00pm,9:00am
1276939,9699,5,10,JMLAGRO,2013-12-13 13:21:48.362000,guestUser,2013-04-29 14:55:39.373000,8:00pm,9:00am
1276939,9700,6,10,JMLAGRO,2013-12-13 13:21:48.361000,guestUser,2013-04-29 14:55:39.373000,5:00pm,9:00am
1276939,9701,7,10,JMLAGRO,2013-12-13 13:21:48.361000,guestUser,2013-04-29 14:55:39.373000,5:00pm,12:00pm
1278654,35753,5,19,JOYSPEZIALE,2014-03-05 16:30:46.032000,guestUser,2013-07-22 14:02:10.601000,5:00pm,8:00am
1277090,10178,3,11,JMLAGRO,2013-08-09 09:27:20.804000,guestUser,2013-04-30 12:41:43.449000,12:00am,12:00am
1277090,10179,4,11,JMLAGRO,2013-08-09 09:27:20.803000,guestUser,2013-04-30 12:41:43.450000,12:00am,12:00am
1277090,10180,5,11,JMLAGRO,2013-08-09 09:27:20.803000,guestUser,2013-04-30 12:41:43.450000,12:00am,12:00am
1277090,10181,6,11,JMLAGRO,2013-08-09 09:27:20.805000,guestUser,2013-04-30 12:41:43.450000,12:00am,12:00am
1277090,10182,7,11,JMLAGRO,2013-08-09 09:27:20.804000,guestUser,2013-04-30 12:41:43.450000,12:00am,12:00am
1282109,87664,1,14,KARCHARVAT,2014-04-21 07:56:07.013000,guestUser,2014-01-20 13:51:10.854000,5:00pm,8:00am
1282109,87665,2,14,KARCHARVAT,2014-04-21 07:56:07.014000,guestUser,2014-01-20 13:51:10.855000,5:00pm,8:00am
1282109,87666,3,14,KARCHARVAT,2014-04-21 07:56:07.014000,guestUser,2014-01-20 13:51:10.855000,5:00pm,8:00am
1278001,23860,1,9,JOYSPEZIALE,2014-02-06 15:14:26.504000,guestUser,2013-06-13 08:49:33.080000,5:00pm,8:00am
1278001,23861,2,9,JOYSPEZIALE,2014-02-06 15:14:26.504000,guestUser,2013-06-13 08:49:33.081000,5:00pm,8:00am
1282109,87667,4,14,KARCHARVAT,2014-04-21 07:56:07.014000,guestUser,2014-01-20 13:51:10.855000,5:00pm,8:00am
1278001,23862,3,9,JOYSPEZIALE,2014-02-06 15:14:26.504000,guestUser,2013-06-13 08:49:33.081000,5:00pm,8:00am
1278480,45332,1,2,KARCHARVAT,2014-06-04 20:47:33.189000,guestUser,2013-08-13 09:44:43.316000,4:30pm,8:00am
1278019,24169,1,8,PJHEID,2014-05-12 19:18:33.624000,guestUser,2013-06-13 15:38:20.119000,5:00pm,9:00am
1276847,24388,1,2,PJHEID,2014-01-09 15:30:48.073000,guestUser,2013-06-14 11:43:35.880000,6:00pm,8:00am
1278480,45333,2,2,KARCHARVAT,2014-06-04 20:47:33.189000,guestUser,2013-08-13 09:44:43.316000,4:30pm,8:00am
1276847,24389,2,2,PJHEID,2014-01-09 15:30:48.073000,guestUser,2013-06-14 11:43:35.880000,6:00pm,8:00am
1276847,24390,3,2,PJHEID,2014-01-09 15:30:48.072000,guestUser,2013-06-14 11:43:35.880000,6:00pm,8:00am
1276847,24391,4,2,PJHEID,2014-01-09 15:30:48.072000,guestUser,2013-06-14 11:43:35.880000,6:00pm,8:00am
1276847,24392,5,2,PJHEID,2014-01-09 15:30:48.072000,guestUser,2013-06-14 11:43:35.880000,6:00pm,8:00am
1278480,45334,3,2,KARCHARVAT,2014-06-04 20:47:33.188000,guestUser,2013-08-13 09:44:43.317000,4:30pm,8:00am
1278480,45335,4,2,KARCHARVAT,2014-06-04 20:47:33.188000,guestUser,2013-08-13 09:44:43.317000,4:30pm,8:00am
1278480,45336,5,2,KARCHARVAT,2014-06-04 20:47:33.188000,guestUser,2013-08-13 09:44:43.317000,4:30pm,8:00am
1277668,45511,1,7,JMLAGRO,2014-04-16 11:53:46.983000,guestUser,2013-08-13 10:18:08.642000,5:00pm,8:00am
1277668,45512,2,7,JMLAGRO,2014-04-16 11:53:46.983000,guestUser,2013-08-13 10:18:08.642000,5:00pm,8:00am
1278001,23863,4,9,JOYSPEZIALE,2014-02-06 15:14:26.503000,guestUser,2013-06-13 08:49:33.081000,5:00pm,8:00am
1278001,23864,5,9,JOYSPEZIALE,2014-02-06 15:14:26.503000,guestUser,2013-06-13 08:49:33.081000,5:00pm,8:00am
1278002,23992,1,8,JMLAGRO,2014-01-16 14:00:21.632000,guestUser,2013-06-13 11:24:20.188000,6:00pm,8:00am
1278002,23993,2,8,JMLAGRO,2014-01-16 14:00:21.632000,guestUser,2013-06-13 11:24:20.188000,7:00pm,8:00am
1278002,23994,3,8,JMLAGRO,2014-01-16 14:00:21.632000,guestUser,2013-06-13 11:24:20.189000,6:00pm,8:00am
1278002,23995,4,8,JMLAGRO,2014-01-16 14:00:21.631000,guestUser,2013-06-13 11:24:20.189000,6:00pm,8:00am
1278002,23996,5,8,JMLAGRO,2014-01-16 14:00:21.631000,guestUser,2013-06-13 11:24:20.192000,6:00pm,8:00am
1277864,32428,1,18,JMLAGRO,2015-06-16 13:00:54.065000,guestUser,2013-07-12 13:11:06.262000,5:00pm,8:30am
1277864,32429,2,18,JMLAGRO,2015-06-16 13:00:54.066000,guestUser,2013-07-12 13:11:06.263000,5:00pm,8:30am
1277997,24470,1,9,PJHEID,2013-12-02 09:51:14.563000,guestUser,2013-06-14 14:39:33.794000,5:00pm,8:00am
1277997,24471,2,9,PJHEID,2013-12-02 09:51:14.563000,guestUser,2013-06-14 14:39:33.794000,5:00pm,8:00am
1277668,45513,3,7,JMLAGRO,2014-04-16 11:53:46.984000,guestUser,2013-08-13 10:18:08.643000,5:00pm,8:00am
1277668,45514,4,7,JMLAGRO,2014-04-16 11:53:46.984000,guestUser,2013-08-13 10:18:08.643000,5:00pm,8:00am
1277668,45515,5,7,JMLAGRO,2014-04-16 11:53:46.983000,guestUser,2013-08-13 10:18:08.644000,12:00pm,8:00am
1277864,32430,3,18,JMLAGRO,2015-06-16 13:00:54.066000,guestUser,2013-07-12 13:11:06.263000,5:00pm,8:30am
1277864,32431,4,18,JMLAGRO,2015-06-16 13:00:54.066000,guestUser,2013-07-12 13:11:06.263000,5:00pm,8:30am
1277864,32432,5,18,JMLAGRO,2015-06-16 13:00:54.065000,guestUser,2013-07-12 13:11:06.264000,5:00pm,8:30am
1278503,32439,1,19,JOYSPEZIALE,2014-07-30 15:48:00.684000,guestUser,2013-07-12 13:14:31.954000,6:00pm,9:00am
1278019,24170,2,8,PJHEID,2014-05-12 19:18:33.623000,guestUser,2013-06-13 15:38:20.120000,5:00pm,9:00am
1278019,24171,3,8,PJHEID,2014-05-12 19:18:33.623000,guestUser,2013-06-13 15:38:20.120000,5:00pm,9:00am
1278019,24172,4,8,PJHEID,2014-05-12 19:18:33.623000,guestUser,2013-06-13 15:38:20.121000,5:00pm,9:00am
1277997,24472,3,9,PJHEID,2013-12-02 09:51:14.562000,guestUser,2013-06-14 14:39:33.795000,5:00pm,8:00am
1277997,24473,4,9,PJHEID,2013-12-02 09:51:14.562000,guestUser,2013-06-14 14:39:33.795000,5:00pm,8:00am
1277997,24474,5,9,PJHEID,2013-12-02 09:51:14.561000,guestUser,2013-06-14 14:39:33.795000,5:00pm,8:00am
1278038,24475,1,11,LISACAMPBELL,2014-02-13 11:15:07.846000,guestUser,2013-06-14 14:39:33.987000,5:00pm,8:00am
1277987,24200,1,17,PJHEID,2014-05-12 20:09:52.112000,guestUser,2013-06-13 15:53:47.155000,5:30pm,7:00am
1277987,24201,2,17,PJHEID,2014-05-12 20:09:52.114000,guestUser,2013-06-13 15:53:47.155000,5:00pm,7:00am
1277987,24202,3,17,PJHEID,2014-05-12 20:09:52.114000,guestUser,2013-06-13 15:53:47.155000,5:00pm,7:00am
1277987,24203,4,17,PJHEID,2014-05-12 20:09:52.113000,guestUser,2013-06-13 15:53:47.156000,5:30pm,8:00am
1277987,24204,5,17,PJHEID,2014-05-12 20:09:52.113000,guestUser,2013-06-13 15:53:47.156000,5:00pm,7:00am
1278038,24476,2,11,LISACAMPBELL,2014-02-13 11:15:07.847000,guestUser,2013-06-14 14:39:33.988000,5:00pm,8:00am
1282496,92680,1,12,JOYSPEZIALE,2014-04-25 15:06:35.613000,guestUser,2014-01-31 10:10:30.645000,10:00pm,8:00am
1278117,33674,1,20,JMLAGRO,2014-04-28 07:24:35.060000,guestUser,2013-07-16 08:21:06.411000,5:00pm,8:00am
1278503,32440,2,19,JOYSPEZIALE,2014-07-30 15:48:00.684000,guestUser,2013-07-12 13:14:31.954000,6:00pm,9:00am
1278596,34815,4,16,BRENDAPEREZESCOB,2015-03-11 09:43:40.623000,guestUser,2013-07-17 13:55:32.608000,5:00pm,8:00am
1278503,32441,3,19,JOYSPEZIALE,2014-07-30 15:48:00.684000,guestUser,2013-07-12 13:14:31.955000,6:00pm,9:00am
1278117,33675,2,20,JMLAGRO,2014-04-28 07:24:35.059000,guestUser,2013-07-16 08:21:06.412000,5:00pm,8:00am
1278117,33676,3,20,JMLAGRO,2014-04-28 07:24:35.059000,guestUser,2013-07-16 08:21:06.412000,5:00pm,8:00am
1278117,33677,4,20,JMLAGRO,2014-04-28 07:24:35.060000,guestUser,2013-07-16 08:21:06.412000,5:00pm,8:00am
1282496,92681,2,12,JOYSPEZIALE,2014-04-25 15:06:35.615000,guestUser,2014-01-31 10:10:30.646000,10:00pm,8:00am
1282496,92682,3,12,JOYSPEZIALE,2014-04-25 15:06:35.614000,guestUser,2014-01-31 10:10:30.646000,10:00pm,8:00am
1278038,24477,3,11,LISACAMPBELL,2014-02-13 11:15:07.847000,guestUser,2013-06-14 14:39:33.988000,5:00pm,8:00am
1278038,24478,4,11,LISACAMPBELL,2014-02-13 11:15:07.846000,guestUser,2013-06-14 14:39:33.989000,5:00pm,8:00am
1278038,24479,5,11,LISACAMPBELL,2014-02-13 11:15:07.846000,guestUser,2013-06-14 14:39:33.989000,5:00pm,8:00am
1282496,92683,4,12,JOYSPEZIALE,2014-04-25 15:06:35.614000,guestUser,2014-01-31 10:10:30.646000,10:00pm,8:00am
1282496,92684,5,12,JOYSPEZIALE,2014-04-25 15:06:35.613000,guestUser,2014-01-31 10:10:30.647000,10:00pm,8:00am
1282496,92685,6,12,JOYSPEZIALE,2014-04-25 15:06:35.613000,guestUser,2014-01-31 10:10:30.648000,7:00pm,9:00am
1278596,34816,5,16,BRENDAPEREZESCOB,2015-03-11 09:43:40.623000,guestUser,2013-07-17 13:55:32.609000,5:00pm,8:00am
1282496,92686,7,12,JOYSPEZIALE,2014-04-25 15:06:35.615000,guestUser,2014-01-31 10:10:30.648000,6:00pm,12:00pm
1278503,32442,4,19,JOYSPEZIALE,2014-07-30 15:48:00.684000,guestUser,2013-07-12 13:14:31.955000,6:00pm,9:00am
1001031,92687,5,9,PJHEID,2015-02-25 08:51:56.589000,PJHEID,2014-01-31 10:24:29.206000,12:00pm,9:00am
1001031,92688,1,9,PJHEID,2015-02-25 08:51:56.589000,PJHEID,2014-01-31 10:24:29.206000,5:00pm,9:00am
1278596,34812,1,16,BRENDAPEREZESCOB,2015-03-11 09:43:40.623000,guestUser,2013-07-17 13:55:32.608000,5:00pm,8:00am
1001031,92689,2,9,PJHEID,2015-02-25 08:51:56.588000,PJHEID,2014-01-31 10:24:29.207000,5:00pm,9:00am
1001031,92690,3,9,PJHEID,2015-02-25 08:51:56.588000,PJHEID,2014-01-31 10:24:29.207000,5:00pm,9:00am
1001031,92691,4,9,PJHEID,2015-02-25 08:51:56.588000,PJHEID,2014-01-31 10:24:29.207000,5:00pm,9:00am
1278596,34813,2,16,BRENDAPEREZESCOB,2015-03-11 09:43:40.622000,guestUser,2013-07-17 13:55:32.608000,5:00pm,8:00am
1278050,24888,1,12,JUDITHSZEGEDI,2014-02-19 16:38:02.771000,guestUser,2013-06-17 17:29:37.533000,7:00pm,7:00am
1278050,24889,2,12,JUDITHSZEGEDI,2014-02-19 16:38:02.771000,guestUser,2013-06-17 17:29:37.533000,4:30am,8:00am
1278050,24890,3,12,JUDITHSZEGEDI,2014-02-19 16:38:02.770000,guestUser,2013-06-17 17:29:37.534000,4:30pm,8:00am
1278050,24891,4,12,JUDITHSZEGEDI,2014-02-19 16:38:02.770000,guestUser,2013-06-17 17:29:37.534000,7:00pm,7:00am
1278050,24892,5,12,JUDITHSZEGEDI,2014-02-19 16:38:02.770000,guestUser,2013-06-17 17:29:37.534000,4:30pm,8:00am
1278596,34814,3,16,BRENDAPEREZESCOB,2015-03-11 09:43:40.622000,guestUser,2013-07-17 13:55:32.608000,5:00pm,8:00am
1278628,35460,1,11,JMLAGRO,2013-10-15 15:14:54.139000,guestUser,2013-07-18 15:45:47.667000,5:00pm,8:00am
1278628,35461,2,11,JMLAGRO,2013-10-15 15:14:54.139000,guestUser,2013-07-18 15:45:47.668000,5:00pm,8:00am
1278628,35462,3,11,JMLAGRO,2013-10-15 15:14:54.138000,guestUser,2013-07-18 15:45:47.669000,5:00pm,8:00am
1276944,7694,1,10,JMLAGRO,2013-10-15 14:43:23.730000,guestUser,2013-04-25 14:22:52.885000,6:00pm,7:30am
1276944,7695,2,10,JMLAGRO,2013-10-15 14:43:23.731000,guestUser,2013-04-25 14:22:52.885000,6:00pm,7:30am
1276944,7696,3,10,JMLAGRO,2013-10-15 14:43:23.731000,guestUser,2013-04-25 14:22:52.886000,6:00pm,7:30am
1276944,7697,4,10,JMLAGRO,2013-10-15 14:43:23.730000,guestUser,2013-04-25 14:22:52.887000,6:00pm,7:30am
1276944,7698,5,10,JMLAGRO,2013-10-15 14:43:23.730000,guestUser,2013-04-25 14:22:52.887000,6:00pm,7:30am
1278598,34879,1,10,JMLAGRO,2013-10-15 15:02:09.860000,guestUser,2013-07-17 15:37:50.725000,5:00pm,8:00am
1278598,34880,2,10,JMLAGRO,2013-10-15 15:02:09.860000,guestUser,2013-07-17 15:37:50.726000,5:00pm,8:00am
1278598,34881,3,10,JMLAGRO,2013-10-15 15:02:09.860000,guestUser,2013-07-17 15:37:50.727000,5:00pm,8:00am
1277133,10882,1,4,JMLAGRO,2014-04-16 11:31:03.034000,guestUser,2013-05-01 12:49:01.031000,6:30pm,8:00am
1277133,10883,2,4,JMLAGRO,2014-04-16 11:31:03.036000,guestUser,2013-05-01 12:49:01.031000,5:00pm,8:00am
1277133,10884,3,4,JMLAGRO,2014-04-16 11:31:03.035000,guestUser,2013-05-01 12:49:01.031000,5:00pm,8:00am
1276972,10647,1,18,JMLAGRO,2013-12-16 10:56:05.902000,guestUser,2013-05-01 07:32:29.397000,5:00pm,8:00am
1276972,10648,2,18,JMLAGRO,2013-12-16 10:56:05.903000,guestUser,2013-05-01 07:32:29.397000,7:00pm,8:00am
1276972,10649,3,18,JMLAGRO,2013-12-16 10:56:05.902000,guestUser,2013-05-01 07:32:29.397000,5:00pm,8:00am
1277131,10850,1,4,JMLAGRO,2014-04-16 11:32:56.221000,guestUser,2013-05-01 12:39:02.590000,6:30pm,8:00am
1277131,10851,2,4,JMLAGRO,2014-04-16 11:32:56.220000,guestUser,2013-05-01 12:39:02.590000,5:00pm,8:00am
1277131,10852,3,4,JMLAGRO,2014-04-16 11:32:56.220000,guestUser,2013-05-01 12:39:02.590000,5:00pm,8:00am
1277131,10853,4,4,JMLAGRO,2014-04-16 11:32:56.221000,guestUser,2013-05-01 12:39:02.591000,5:00pm,8:00am
1277131,10854,5,4,JMLAGRO,2014-04-16 11:32:56.221000,guestUser,2013-05-01 12:39:02.591000,2:00pm,8:00am
1277133,10885,4,4,JMLAGRO,2014-04-16 11:31:03.035000,guestUser,2013-05-01 12:49:01.032000,5:00pm,8:00am
1277133,10886,5,4,JMLAGRO,2014-04-16 11:31:03.035000,guestUser,2013-05-01 12:49:01.034000,5:00pm,8:00am
1277140,10997,1,12,MMANYGUNS,2015-05-11 11:11:42.417000,guestUser,2013-05-01 14:31:47.412000,12:00am,12:00am
1277140,10998,2,12,MMANYGUNS,2015-05-11 11:11:42.419000,guestUser,2013-05-01 14:31:47.413000,12:00am,12:00am
1277140,10999,3,12,MMANYGUNS,2015-05-11 11:11:42.419000,guestUser,2013-05-01 14:31:47.413000,12:00am,12:00am
1277140,11000,4,12,MMANYGUNS,2015-05-11 11:11:42.418000,guestUser,2013-05-01 14:31:47.414000,12:00am,12:00am
1277153,11144,1,12,JMLAGRO,2013-11-07 10:17:27.004000,guestUser,2013-05-02 08:13:38.063000,12:00am,12:00am
1277153,11145,2,12,JMLAGRO,2013-11-07 10:17:27.003000,guestUser,2013-05-02 08:13:38.064000,12:00am,12:00am
