p_sys_id,p_qstnr_seq_num,p_qstnr_other_state_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1276867,0,MN,0,guestUser,2013-04-19 13:52:41.025000,guestUser,2013-04-19 13:52:41.025000
1278352,0,MN,0,guestUser,2013-07-08 15:23:42.764000,guestUser,2013-07-08 15:23:42.764000
1280436,0,MN,0,guestUser,2013-12-12 09:51:39.738000,guestUser,2013-12-12 09:51:39.738000
1278470,0,MN,0,guestUser,2013-07-12 09:02:45.402000,guestUser,2013-07-12 09:02:45.402000
1278494,0,SD,0,guestUser,2013-07-18 14:50:05.946000,guestUser,2013-07-18 14:50:05.946000
1278155,0,SD,0,guestUser,2013-07-12 15:29:32.743000,guestUser,2013-07-12 15:29:32.743000
1277086,0,SD,0,guestUser,2013-07-12 14:45:23.290000,guestUser,2013-07-12 14:45:23.290000
1277826,0,CA,0,guestUser,2013-07-18 15:10:25.161000,guestUser,2013-07-18 15:10:25.161000
1279098,0,VA,0,guestUser,2013-08-13 13:01:23.168000,guestUser,2013-08-13 13:01:23.168000
1278683,0,MT,0,guestUser,2013-07-23 09:08:50.928000,guestUser,2013-07-23 09:08:50.928000
1278649,0,SD,0,guestUser,2013-07-23 09:48:15.682000,guestUser,2013-07-23 09:48:15.682000
1278703,0,MT,0,guestUser,2013-07-23 13:55:51.269000,guestUser,2013-07-23 13:55:51.269000
1279617,0,MN,0,guestUser,2013-08-20 15:40:33.381000,guestUser,2013-08-20 15:40:33.381000
1278695,0,MN,0,guestUser,2013-07-23 14:43:36.499000,guestUser,2013-07-23 14:43:36.499000
1279133,0,FL,0,guestUser,2013-08-14 08:55:53.241000,guestUser,2013-08-14 08:55:53.241000
1278902,0,MN,0,guestUser,2013-07-26 12:03:54.501000,guestUser,2013-07-26 12:03:54.501000
1164695,96,SD,0,JMLAGRO,2013-10-03 14:59:31.023000,JMLAGRO,2013-10-03 14:59:31.023000
1280600,0,MN,0,guestUser,2013-10-07 11:24:28.303000,guestUser,2013-10-07 11:24:28.303000
1279479,0,SD,0,guestUser,2013-08-13 16:18:17.822000,guestUser,2013-08-13 16:18:17.822000
1277948,0,MN,0,guestUser,2013-08-22 20:17:17.020000,guestUser,2013-08-22 20:17:17.020000
1279245,0,MT,0,guestUser,2013-08-07 14:13:55.587000,guestUser,2013-08-07 14:13:55.587000
1279048,0,NV,0,guestUser,2013-08-09 11:34:18.532000,guestUser,2013-08-09 11:34:18.532000
1281243,0,MN,0,guestUser,2013-11-25 16:14:09.743000,guestUser,2013-11-25 16:14:09.743000
1279462,0,MN,0,guestUser,2013-08-13 12:36:57.041000,guestUser,2013-08-13 12:36:57.041000
1279092,0,CA,0,guestUser,2013-08-13 12:45:29.755000,guestUser,2013-08-13 12:45:29.755000
1279093,0,TN,0,guestUser,2013-08-13 12:53:57.108000,guestUser,2013-08-13 12:53:57.108000
1279183,0,MN,0,guestUser,2013-08-13 13:49:28.272000,guestUser,2013-08-13 13:49:28.272000
1279468,0,SD,0,guestUser,2013-08-13 13:33:52.705000,guestUser,2013-08-13 13:33:52.705000
1279199,0,CA,0,guestUser,2013-08-14 10:12:32.818000,guestUser,2013-08-14 10:12:32.818000
1278543,0,OK,0,guestUser,2013-08-13 13:55:51.516000,guestUser,2013-08-13 13:55:51.516000
1279138,0,NC,0,guestUser,2013-08-14 09:40:48.394000,guestUser,2013-08-14 09:40:48.394000
1279230,0,MN,0,guestUser,2013-08-14 10:07:50.897000,guestUser,2013-08-14 10:07:50.897000
1279503,0,MT,0,guestUser,2013-08-14 13:07:12.417000,guestUser,2013-08-14 13:07:12.417000
1277653,0,MN,0,guestUser,2013-08-22 10:44:32.061000,guestUser,2013-08-22 10:44:32.061000
1279634,0,MT,0,guestUser,2013-08-21 11:57:51.167000,guestUser,2013-08-21 11:57:51.167000
1278605,0,MN,0,guestUser,2013-08-26 15:51:24.885000,guestUser,2013-08-26 15:51:24.885000
1280740,0,SD,0,guestUser,2013-10-21 12:17:20.622000,guestUser,2013-10-21 12:17:20.622000
1279509,0,NJ,0,guestUser,2013-08-26 15:50:07.976000,guestUser,2013-08-26 15:50:07.976000
1279881,0,SD,0,guestUser,2013-08-27 14:11:02.970000,guestUser,2013-08-27 14:11:02.970000
1279856,0,SD,0,guestUser,2013-08-27 11:01:03.122000,guestUser,2013-08-27 11:01:03.122000
1278581,0,MN,0,guestUser,2013-10-06 16:53:15.063000,guestUser,2013-10-06 16:53:15.063000
1279885,65,SD,0,guestUser,2013-08-27 14:11:03.498000,guestUser,2013-08-27 14:11:03.498000
1280593,0,MN,0,guestUser,2013-10-07 08:21:15.147000,guestUser,2013-10-07 08:21:15.147000
1280601,0,MN,0,guestUser,2013-10-07 11:31:27.396000,guestUser,2013-10-07 11:31:27.396000
1280604,0,MN,0,guestUser,2013-10-07 15:36:38.276000,guestUser,2013-10-07 15:36:38.276000
1000537,107,MN,0,JMLAGRO,2013-10-09 08:44:47.902000,JMLAGRO,2013-10-09 08:44:47.902000
1001687,104,MN,0,JMLAGRO,2013-10-09 08:08:59.484000,JMLAGRO,2013-10-09 08:08:59.484000
1161587,106,MN,0,JMLAGRO,2013-10-09 08:37:02.288000,JMLAGRO,2013-10-09 08:37:02.288000
1157914,109,MN,0,JMLAGRO,2013-10-09 09:26:46.286000,JMLAGRO,2013-10-09 09:26:46.286000
1280671,0,MN,0,guestUser,2013-10-10 10:11:56.763000,guestUser,2013-10-10 10:11:56.763000
1280661,0,MN,0,guestUser,2013-10-09 14:25:08.684000,guestUser,2013-10-09 14:25:08.684000
1280660,0,MN,0,guestUser,2013-10-09 14:31:39.843000,guestUser,2013-10-09 14:31:39.843000
1280664,0,MN,0,guestUser,2013-10-09 15:14:57.035000,guestUser,2013-10-09 15:14:57.035000
1280666,0,MN,0,guestUser,2013-10-10 09:09:03.822000,guestUser,2013-10-10 09:09:03.822000
1280682,0,SD,0,guestUser,2013-10-10 16:26:09.823000,guestUser,2013-10-10 16:26:09.823000
1003069,137,MN,0,PJHEID,2013-10-21 10:55:09.265000,PJHEID,2013-10-21 10:55:09.265000
1280668,0,MS,0,guestUser,2013-10-15 13:38:48.892000,guestUser,2013-10-15 13:38:48.892000
1281720,0,MN,0,guestUser,2014-01-07 14:48:36.905000,guestUser,2014-01-07 14:48:36.905000
1184949,139,MN,0,JMLAGRO,2013-10-21 14:59:09.787000,JMLAGRO,2013-10-21 14:59:09.787000
1159274,128,MN,0,JMLAGRO,2013-10-15 13:25:09.549000,JMLAGRO,2013-10-15 13:25:09.549000
1162385,147,MN,0,PJHEID,2013-10-22 09:50:01.203000,PJHEID,2013-10-22 09:50:01.203000
1165219,154,SD,0,PJHEID,2013-10-24 08:53:00.238000,PJHEID,2013-10-24 08:53:00.238000
1001449,198,CO,0,PJHEID,2013-12-05 23:00:24.638000,PJHEID,2013-12-05 23:00:24.638000
1281427,0,WA,0,guestUser,2013-12-09 22:56:14.792000,guestUser,2013-12-09 22:56:14.792000
1171292,232,MN,0,JMLAGRO,2013-12-13 13:22:20.274000,JMLAGRO,2013-12-13 13:22:20.274000
1157153,210,SD,0,TBRABANDT,2013-12-12 10:49:58.624000,TBRABANDT,2013-12-12 10:49:58.624000
1165331,211,SD,0,TBRABANDT,2013-12-12 10:50:00.072000,TBRABANDT,2013-12-12 10:50:00.072000
1000703,212,SD,0,TBRABANDT,2013-12-12 10:50:01.475000,TBRABANDT,2013-12-12 10:50:01.475000
1000167,213,SD,0,TBRABANDT,2013-12-12 10:50:02.948000,TBRABANDT,2013-12-12 10:50:02.948000
1163238,214,SD,0,TBRABANDT,2013-12-12 10:50:04.551000,TBRABANDT,2013-12-12 10:50:04.551000
1164691,215,SD,0,TBRABANDT,2013-12-12 10:50:06.364000,TBRABANDT,2013-12-12 10:50:06.364000
1159982,216,SD,0,TBRABANDT,2013-12-12 10:50:08.075000,TBRABANDT,2013-12-12 10:50:08.075000
1162330,217,SD,0,TBRABANDT,2013-12-12 10:50:09.793000,TBRABANDT,2013-12-12 10:50:09.793000
1162349,218,SD,0,TBRABANDT,2013-12-12 10:50:11.025000,TBRABANDT,2013-12-12 10:50:11.025000
1164529,219,SD,0,TBRABANDT,2013-12-12 10:50:13.168000,TBRABANDT,2013-12-12 10:50:13.168000
1164534,220,SD,0,TBRABANDT,2013-12-12 10:50:14.672000,TBRABANDT,2013-12-12 10:50:14.672000
1155391,221,SD,0,TBRABANDT,2013-12-12 10:50:16.726000,TBRABANDT,2013-12-12 10:50:16.726000
1165244,222,SD,0,TBRABANDT,2013-12-12 10:50:18.380000,TBRABANDT,2013-12-12 10:50:18.380000
1163212,223,SD,0,TBRABANDT,2013-12-12 10:50:20.099000,TBRABANDT,2013-12-12 10:50:20.099000
1001144,224,SD,0,TBRABANDT,2013-12-12 10:50:21.855000,TBRABANDT,2013-12-12 10:50:21.855000
1001547,225,SD,0,TBRABANDT,2013-12-12 10:50:23.530000,TBRABANDT,2013-12-12 10:50:23.530000
1000795,226,SD,0,TBRABANDT,2013-12-12 10:50:25.394000,TBRABANDT,2013-12-12 10:50:25.394000
1001548,227,SD,0,TBRABANDT,2013-12-12 10:50:26.972000,TBRABANDT,2013-12-12 10:50:26.972000
1000970,228,SD,0,TBRABANDT,2013-12-12 10:50:29.017000,TBRABANDT,2013-12-12 10:50:29.017000
1164690,229,SD,0,TBRABANDT,2013-12-12 10:50:30.402000,TBRABANDT,2013-12-12 10:50:30.402000
1000229,230,SD,0,TBRABANDT,2013-12-12 10:50:31.791000,TBRABANDT,2013-12-12 10:50:31.791000
1183636,231,MN,0,TBRABANDT,2013-12-12 14:20:06.681000,TBRABANDT,2013-12-12 14:20:06.681000
1163791,257,MN,0,JMLAGRO,2014-01-10 14:47:53.817000,JMLAGRO,2014-01-10 14:47:53.817000
1185530,238,MN,0,JMLAGRO,2013-12-19 09:36:58.997000,JMLAGRO,2013-12-19 09:36:58.997000
1280684,0,SD,0,guestUser,2013-12-30 10:52:20.989000,guestUser,2013-12-30 10:52:20.989000
1281629,0,MN,0,guestUser,2013-12-30 10:37:20.353000,guestUser,2013-12-30 10:37:20.353000
1280500,0,SD,0,guestUser,2013-12-30 16:24:03.998000,guestUser,2013-12-30 16:24:03.998000
1280689,0,SD,0,guestUser,2013-12-31 10:31:39.391000,guestUser,2013-12-31 10:31:39.391000
1158624,241,KS,0,JMLAGRO,2013-12-31 10:36:12.621000,JMLAGRO,2013-12-31 10:36:12.621000
1281642,0,SD,0,guestUser,2013-12-31 12:43:24.861000,guestUser,2013-12-31 12:43:24.861000
1281082,0,SD,0,guestUser,2013-12-31 10:49:03.189000,guestUser,2013-12-31 10:49:03.189000
1000549,248,MN,0,JMLAGRO,2014-01-09 11:11:09.312000,JMLAGRO,2014-01-09 11:11:09.312000
1191348,242,MN,0,PJHEID,2013-12-31 15:21:29.528000,PJHEID,2013-12-31 15:21:29.528000
1281745,0,MN,0,guestUser,2014-01-09 13:22:07.542000,guestUser,2014-01-09 13:22:07.542000
1277031,0,CA,0,guestUser,2014-01-13 14:39:46.506000,guestUser,2014-01-13 14:39:46.506000
1158654,260,MN,0,JMLAGRO,2014-01-13 11:15:36.264000,JMLAGRO,2014-01-13 11:15:36.264000
1279894,0,MN,0,guestUser,2014-01-15 10:43:23.408000,guestUser,2014-01-15 10:43:23.408000
1276842,0,MN,0,guestUser,2013-04-16 11:55:36.423000,guestUser,2013-04-16 11:55:36.423000
1277444,0,MN,0,guestUser,2013-05-10 15:38:10.474000,guestUser,2013-05-10 15:38:10.474000
1277194,0,MN,0,guestUser,2013-05-06 07:41:19.670000,guestUser,2013-05-06 07:41:19.670000
1277198,0,SD,0,guestUser,2013-05-02 13:28:30.866000,guestUser,2013-05-02 13:28:30.866000
1277231,0,SD,0,guestUser,2013-05-03 12:28:04.696000,guestUser,2013-05-03 12:28:04.696000
1277558,0,MN,0,guestUser,2013-05-15 12:07:30.068000,guestUser,2013-05-15 12:07:30.068000
1277358,0,MN,0,guestUser,2013-05-08 10:38:02.708000,guestUser,2013-05-08 10:38:02.708000
1278900,0,MN,0,guestUser,2013-07-26 10:59:06.348000,guestUser,2013-07-26 10:59:06.348000
1277608,0,MN,0,guestUser,2013-05-17 13:44:59.229000,guestUser,2013-05-17 13:44:59.229000
1276852,0,MN,0,guestUser,2013-07-16 15:24:48.438000,guestUser,2013-07-16 15:24:48.438000
1277359,26,MN,0,guestUser,2013-05-08 10:56:22.531000,guestUser,2013-05-08 10:56:22.531000
