p_sys_id,p_num_bed_sk,p_bed_ty_cd,p_num_bed_beg_dt,p_num_bed_end_dt,p_bed_num,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1277865,31286,SW,2012-01-01,2013-10-02,15,27,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:25.404200,guestUser,2013-05-29 14:26:20.087000
1277865,31287,AC,2012-01-01,2013-10-02,15,27,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:25.404200,guestUser,2013-05-29 14:26:20.088000
1277486,31318,XX,2049-01-01,1999-12-31,25,47,guestUser,2014-03-05 16:48:48.323000,guestUser,2013-06-26 15:35:46.750000
1280301,31501,AC,2012-03-12,2012-09-11,428,28,B-Term-Prov-Trigger_717958.00,2015-10-02 18:01:32.869869,guestUser,2013-09-11 07:45:23.842000
1280379,31506,SN,2013-01-01,2013-09-19,255,38,guestUser,2014-07-31 14:53:45.236000,guestUser,2013-09-19 12:00:32.237000
1171434,31624,NF,2013-10-01,1999-12-31,44,3,JMLAGRO,2015-02-24 07:11:46.070000,PJHEID,2014-01-12 16:41:57.710000
1171434,31625,AL,2013-10-01,1999-12-31,10,3,JMLAGRO,2015-02-24 07:11:46.070000,PJHEID,2014-01-12 16:41:57.710000
1281873,31626,AC,2006-01-01,2014-01-13,388,4,guestUser,2014-05-08 13:02:35.583000,guestUser,2014-01-13 11:35:03.191000
1281907,31628,NF,2013-01-01,2013-12-31,48,35,guestUser,2014-05-15 21:01:15.655000,guestUser,2014-01-14 11:23:46.416000
1281907,31629,BC,2013-01-01,2013-12-31,13,35,guestUser,2014-05-15 21:01:15.656000,guestUser,2014-01-14 11:23:46.417000
1282121,31636,BC,2005-09-02,1999-12-31,19,15,guestUser,2014-04-23 18:02:25.152000,guestUser,2014-01-20 16:00:36.952000
1282242,31638,DC,1983-10-01,1999-12-31,73,10,GUESTUSER,2014-11-25 21:48:19.172000,guestUser,2014-01-22 14:12:22.371000
1278924,31350,IC,1986-06-01,1999-12-31,8,12,guestUser,2013-07-26 15:00:27.388000,guestUser,2013-07-26 14:47:19.834000
1278934,31355,MS,2013-01-31,1999-12-31,6,11,guestUser,2013-07-26 16:35:28.682000,guestUser,2013-07-26 16:25:32.981000
1279210,31416,AC,2013-01-01,2013-12-31,952,16,guestUser,2014-04-30 12:49:56.567000,guestUser,2013-08-07 08:28:41.850000
1279363,31425,SW,1952-02-14,1999-12-31,22,21,guestUser,2014-06-19 17:53:11.734000,guestUser,2013-08-09 09:51:03.875000
1279579,31433,SN,1989-04-10,1999-12-31,164,25,guestUser,2014-05-30 13:06:30.068000,guestUser,2013-08-19 08:48:32.282000
1279586,31436,SN,1989-04-10,1999-12-31,100,20,guestUser,2014-07-01 17:36:31.892000,guestUser,2013-08-19 10:02:14.631000
1279614,31441,CC,2013-01-01,2013-12-31,9,21,guestUser,2014-05-19 07:27:35.122000,guestUser,2013-08-20 15:24:11.963000
1153762,31525,XX,2013-10-01,2013-12-31,18,4,THENDERSON,2015-08-18 11:21:20.613000,JMLAGRO,2013-10-22 09:31:29.267000
1281427,31582,AC,2011-04-28,2014-12-31,286,2,guestUser,2014-07-16 13:20:09.007000,guestUser,2013-12-09 22:56:14.771000
1153762,31590,AC,2013-10-01,2018-12-13,18,5,B-Term-Prov-Trigger_2359525.00,2019-01-22 18:01:00.368478,TBRABANDT,2013-12-13 07:34:49.357000
1281638,31609,AC,2013-02-09,2013-12-31,341,25,CR1906_SUP_PROV_DT,2015-07-07 14:37:27.618000,guestUser,2013-12-30 14:28:46.286000
1171980,31617,SN,2013-10-01,1999-12-31,29,12,LQUISSELL,2024-01-24 09:39:52.377000,JMLAGRO,2014-01-09 09:42:05.565000
1001838,31677,BC,2013-10-01,1999-12-31,25,5,JMLAGRO,2015-07-20 08:34:31.776000,PJHEID,2014-02-24 10:19:04.408000
1282576,31678,PS,1997-10-07,1999-10-07,70,44,guestUser,2014-07-25 12:12:49.504000,guestUser,2014-02-24 11:02:18.909000
1283000,31679,AC,1975-07-23,1999-12-31,668,13,GUESTUSER,2014-08-13 15:02:35.536000,guestUser,2014-02-26 18:22:33.569000
1277229,31252,AC,2013-05-03,1999-12-31,287,33,guestUser,2014-05-28 15:09:06.098000,guestUser,2013-05-03 14:19:15.810000
1277532,31260,IC,1985-07-01,1999-12-31,6,14,guestUser,2013-05-14 15:09:17.281000,guestUser,2013-05-14 14:42:34.692000
1278807,31341,SN,2002-04-01,2002-04-02,100,25,DataFix_TermedPrv,2015-10-15 17:31:29.701715,guestUser,2013-07-22 15:18:29.766000
1279089,31412,AC,2013-01-01,2013-12-31,237,17,guestUser,2014-04-01 16:29:40.860000,guestUser,2013-08-01 10:07:23.815000
1281178,31557,XX,2009-07-15,1999-12-31,97,13,guestUser,2014-02-05 09:58:09.757000,guestUser,2013-11-21 11:08:10.813000
1281886,31627,AC,1971-03-31,1999-12-31,14,23,guestUser,2014-04-16 20:16:49.278000,guestUser,2014-01-13 18:15:21.924000
1278015,31323,AC,2012-01-01,2014-11-05,10,98,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:25.404200,guestUser,2013-07-02 11:03:52.083000
1280260,31499,DC,2006-01-01,2029-12-31,349,11,GUESTUSER,2014-09-05 14:56:38.825000,guestUser,2013-09-06 15:12:38.886000
1280872,31535,XX,1999-01-01,1999-12-31,484,37,guestUser,2014-03-06 09:27:44.152000,guestUser,2013-10-30 13:10:25.452000
1280915,31537,XX,2013-01-01,2013-12-31,43,2,guestUser,2014-03-21 07:56:22.626000,guestUser,2013-11-04 08:42:54.445000
1277335,31544,AC,2013-07-01,2014-06-30,35,7,guestUser,2013-11-07 13:50:59.264000,guestUser,2013-11-07 13:41:16.631000
1281643,31610,AC,1966-07-01,1999-12-31,504,2,guestUser,2014-07-23 16:27:54.411000,guestUser,2013-12-31 13:40:50.217000
1281747,31616,XX,1988-07-01,1999-12-31,0,17,guestUser,2014-05-05 12:49:44.527000,guestUser,2014-01-08 10:11:41.119000
1281730,31620,AC,2013-12-13,2019-03-18,51,16,B-Term-Prov-Trigger_2450447.00,2019-03-21 18:01:06.132456,guestUser,2014-01-09 11:30:31.990000
1281938,31630,NF,2013-01-01,2013-12-31,42,21,guestUser,2014-04-17 16:49:21.873000,guestUser,2014-01-14 15:41:25.863000
1281946,31631,NF,2013-01-01,2013-12-31,54,22,guestUser,2014-04-17 19:43:58.597000,guestUser,2014-01-14 16:16:03.629000
1281946,31632,BC,2013-01-01,2013-12-31,12,22,guestUser,2014-04-17 19:43:58.597000,guestUser,2014-01-14 16:16:03.629000
1281977,31633,NF,2013-04-01,2013-12-31,44,18,guestUser,2014-04-17 20:10:42.001000,guestUser,2014-01-15 14:03:18.763000
1281977,31634,BC,2013-04-01,2013-12-31,5,18,guestUser,2014-04-17 20:10:42.001000,guestUser,2014-01-15 14:03:18.763000
1276870,31242,AC,2013-01-01,2013-12-31,12,4,GUESTUSER,2015-02-17 18:45:53.909000,guestUser,2013-04-17 15:56:27.422000
1276884,31244,NF,1991-05-01,1999-12-31,44,17,guestUser,2014-01-12 16:40:39.846000,guestUser,2013-04-18 14:47:43.604000
1276884,31245,AL,2004-12-01,1999-12-31,10,17,guestUser,2014-01-12 16:40:39.846000,guestUser,2013-04-18 14:47:43.604000
1277718,31279,SN,2009-05-01,1999-12-31,20,25,guestUser,2014-01-09 09:41:36.940000,guestUser,2013-05-21 16:44:22.401000
1277733,31280,AC,2005-02-28,1999-12-31,848,2,guestUser,2014-02-03 15:02:45.005000,guestUser,2013-05-22 14:37:48.467000
1277827,31282,AC,2001-07-01,1999-07-01,25,12,guestUser,2014-06-20 09:32:44.459000,guestUser,2013-05-28 12:43:22.693000
1278928,31351,TC,1978-07-01,1999-12-31,7,12,guestUser,2014-06-26 14:45:04.811000,guestUser,2013-07-26 15:34:20.616000
1278934,31352,TC,1984-12-01,1999-12-31,15,32,guestUser,2013-07-26 16:35:28.682000,guestUser,2013-07-26 15:53:33.982000
1279044,31404,SN,2007-07-24,1999-12-31,131,50,guestUser,2014-05-19 15:04:57.677000,guestUser,2013-07-31 08:59:56.869000
1279531,31432,SN,1989-04-10,2016-06-30,40,32,guestUser,2014-06-25 17:24:04.619000,guestUser,2013-08-15 12:33:22.377000
1280787,31533,NF,2013-10-01,2013-12-31,65,39,guestUser,2014-02-01 16:38:44.034000,guestUser,2013-10-28 11:25:11.050000
1280838,31534,AC,2003-05-01,1999-05-01,63,6,guestUser,2013-11-30 17:21:58.366000,guestUser,2013-10-29 11:13:29.770000
1000070,31547,AC,2013-10-01,2013-12-31,25,1,SHERSAYLER,2014-03-30 15:40:18.604000,JMLAGRO,2013-11-07 14:52:26.663000
1204375,31577,SN,2013-10-01,2013-12-21,142,9,PJHEID,2015-06-26 15:57:16.599000,PJHEID,2013-12-05 20:34:39.939000
1281443,31585,XX,1966-01-01,1999-12-31,560,19,guestUser,2014-06-02 07:12:24.160000,guestUser,2013-12-11 11:46:30.025000
1281481,31588,XX,1956-08-01,1999-12-31,19,8,GUESTUSER,2014-10-01 13:20:34.838000,guestUser,2013-12-12 15:24:22.011000
1190718,31612,PR,2013-10-01,2025-07-28,117,6,B-Term-Prov-Trigger_1487615.00,2025-07-28 18:01:53.217186,JMLAGRO,2014-01-03 13:12:48.320000
1282436,31654,RH,2012-07-03,1999-12-31,12,21,guestUser,2014-07-30 11:21:54.996000,guestUser,2014-01-29 19:25:16.714000
1282261,31669,BC,2014-01-01,2014-12-31,7,31,guestUser,2014-04-03 13:58:55.932000,guestUser,2014-02-10 14:30:23.790000
1001832,31676,SN,2013-10-01,2015-12-31,54,1,B-Term-Prov-Trigger_2380665.00,2019-02-05 18:00:57.351413,ZOEASANDY,2014-02-20 11:33:58.726000
1279324,31424,XX,2004-09-01,1999-12-31,25,21,guestUser,2013-09-13 08:14:14.320000,guestUser,2013-08-08 16:01:08.336000
1280978,31539,SN,1964-01-01,1999-12-31,60,20,guestUser,2013-12-26 15:11:53.047000,guestUser,2013-11-06 16:27:29.381000
1277342,31548,AC,2013-01-01,2013-12-31,8,8,guestUser,2013-11-07 15:03:48.669000,guestUser,2013-11-07 14:56:01.228000
1000069,31549,AC,2013-10-01,2013-12-31,8,1,SHERSAYLER,2014-03-30 15:40:44.434000,JMLAGRO,2013-11-07 15:04:20.329000
1281088,31558,AC,1985-07-30,1999-12-31,184,17,guestUser,2014-05-30 10:16:16.339000,guestUser,2013-11-25 10:57:39.490000
1282566,31666,PS,1997-10-07,1999-10-07,70,5,GUESTUSER,2014-08-22 12:27:11.204000,guestUser,2014-02-06 16:56:46.173000
1282567,31667,AC,2013-09-01,1999-12-31,41,58,CR1906_SUP_PROV_DT,2015-08-20 10:40:06.739000,guestUser,2014-02-07 14:28:12.392000
1282590,31668,SW,2013-10-06,2015-06-27,20,32,B-Term-Prov-Trigger_2382224.00,2019-02-06 18:00:58.619481,guestUser,2014-02-10 12:08:11.656000
1283008,31680,AC,1966-01-01,1999-12-31,25,19,guestUser,2014-04-28 14:03:36.349000,guestUser,2014-02-27 11:31:33.023000
1276840,31238,SN,2001-03-01,2013-12-31,32,27,guestUser,2014-02-06 11:39:17.277000,guestUser,2013-04-16 12:56:50.091000
1282187,31637,AC,1966-07-11,1999-12-31,1082,6,GUESTUSER,2014-08-14 12:47:23.843000,guestUser,2014-01-21 13:38:24.369000
1276982,31247,AC,2013-04-23,1999-12-31,19,34,guestUser,2014-06-30 17:12:26.226000,guestUser,2013-04-24 08:29:24.788000
1277020,31250,XX,2002-01-01,1999-12-31,14,62,guestUser,2013-10-22 11:27:33.712000,guestUser,2013-05-02 11:26:48.946000
1277674,31267,AC,2012-07-01,2013-06-30,133,19,GUESTUSER,2014-09-30 16:01:24.502000,guestUser,2013-05-20 15:09:08.011000
1277674,31268,SW,2012-07-01,2013-06-30,10,19,GUESTUSER,2014-09-30 16:01:24.502000,guestUser,2013-05-20 15:09:08.011000
1279049,31524,NF,2010-05-24,2033-12-31,52,42,guestUser,2014-04-10 12:34:39.635000,guestUser,2013-10-21 14:31:26.045000
1171438,31657,NF,2013-10-01,2013-12-31,65,7,THENDERSON,2015-08-14 10:10:32.352000,PJHEID,2014-02-01 16:38:28.640000
1171438,31658,BC,2013-10-01,2013-12-31,7,7,THENDERSON,2015-08-14 10:10:32.352000,PJHEID,2014-02-01 16:38:28.640000
1278064,31307,BC,1995-07-01,1999-12-31,11,13,guestUser,2013-06-19 13:02:51.421000,guestUser,2013-06-19 12:30:23.348000
1278470,31328,SN,2013-05-01,1999-12-31,58,47,guestUser,2013-10-10 11:12:33.643000,guestUser,2013-07-11 11:49:15.294000
1278539,31332,NF,2011-11-11,1999-12-31,70,24,guestUser,2014-06-24 09:21:34.639000,guestUser,2013-07-15 09:39:09.436000
1278803,31346,XX,1998-07-01,1999-12-31,20,12,PJHEID,2014-08-04 08:33:07.744000,guestUser,2013-07-24 16:24:57.096000
1279040,31402,IC,2013-07-01,2014-06-30,4,30,guestUser,2014-05-14 09:33:15.202000,guestUser,2013-07-30 16:29:58.746000
1279035,31403,IC,2013-07-01,2014-06-30,4,16,guestUser,2014-05-14 09:22:40.304000,guestUser,2013-07-30 16:37:01.954000
1279038,31406,IC,2013-07-01,2014-06-30,4,9,guestUser,2014-05-14 09:30:30.929000,guestUser,2013-07-31 10:10:55.913000
1279497,31430,BC,2012-10-01,1999-12-31,5,28,guestUser,2014-04-24 13:20:16.563000,guestUser,2013-08-14 14:01:46.052000
1279497,31431,SN,1974-01-07,1999-12-31,30,28,guestUser,2014-04-24 13:20:16.563000,guestUser,2013-08-14 14:01:46.053000
1279590,31438,SN,1989-04-10,1999-12-31,53,29,GUESTUSER,2015-02-05 14:00:25.050000,guestUser,2013-08-19 10:57:45.451000
1280532,31516,AC,2013-01-01,2013-12-31,2059,29,guestUser,2014-06-25 17:59:54.597000,guestUser,2013-10-04 15:07:25.919000
1282284,31647,AC,1990-01-01,1999-12-31,25,18,guestUser,2014-07-31 18:24:42.639000,guestUser,2014-01-24 14:23:18.349000
1282284,31648,SW,1990-01-01,1999-12-31,25,18,guestUser,2014-07-31 18:24:42.639000,guestUser,2014-01-24 14:23:18.349000
1277077,31248,BC,2011-02-23,1999-12-31,25,24,guestUser,2014-02-24 10:18:25.335000,guestUser,2013-04-29 12:54:11.685000
1278569,31335,RH,1997-07-01,1999-12-31,33,28,GUESTUSER,2014-08-22 10:06:22.126000,guestUser,2013-07-16 13:58:17.051000
1278612,31338,XX,1966-07-01,1999-12-31,560,5,GUESTUSER,2015-06-02 08:57:43.659000,guestUser,2013-07-18 10:14:52.844000
1279855,31452,AC,1952-02-14,1999-12-31,22,31,guestUser,2014-04-08 13:19:11.347000,guestUser,2013-08-27 10:18:17.619000
1279907,31455,AC,2009-04-06,1999-12-31,16,20,guestUser,2013-12-16 14:52:41.430000,guestUser,2013-08-27 15:48:01.702000
1277153,31540,AC,2013-01-01,2013-12-31,55,8,guestUser,2013-11-07 10:17:27.007000,guestUser,2013-11-07 10:08:58.259000
1278112,31316,XX,1958-01-01,1999-01-01,24,20,guestUser,2014-05-28 15:40:06.685000,guestUser,2013-06-25 15:04:14.693000
1279754,31448,AC,2013-01-01,2013-12-31,62,8,GUESTUSER,2014-09-11 11:08:27.876000,guestUser,2013-08-23 14:30:23.384000
1279900,31454,AC,2009-04-06,1999-12-31,16,18,guestUser,2013-12-16 14:44:01.909000,guestUser,2013-08-27 15:13:33.497000
1277195,31253,RE,1975-01-01,1999-12-31,8,30,guestUser,2014-03-25 12:59:51.127000,guestUser,2013-05-07 16:19:27.368000
1277387,31254,SN,1997-07-01,2013-06-30,118,23,guestUser,2014-06-19 17:05:45.494000,guestUser,2013-05-09 11:13:44.202000
1277400,31255,AC,2013-01-01,2013-12-31,12,23,guestUser,2014-01-24 07:33:02.821000,guestUser,2013-05-09 13:08:13.282000
1278351,31326,SW,1954-01-01,1999-01-01,16,18,guestUser,2014-05-28 16:39:52.478000,guestUser,2013-07-08 16:03:46.065000
1279605,31440,AL,2011-12-22,1999-12-31,16,26,guestUser,2014-06-24 11:37:40.114000,guestUser,2013-08-20 10:10:10.808000
1279628,31442,PS,2010-07-20,1999-12-31,24,20,guestUser,2014-03-17 15:17:17.277000,guestUser,2013-08-21 11:10:21.279000
1279717,31443,AC,2013-01-01,2013-12-31,65,5,GUESTUSER,2014-10-01 12:11:07.758000,guestUser,2013-08-23 09:43:23.604000
1279719,31444,AC,2013-01-01,2013-12-31,86,13,GUESTUSER,2014-10-01 12:11:33.477000,guestUser,2013-08-23 09:51:55.272000
1278527,31502,AC,2007-03-09,1999-12-31,25,31,guestUser,2014-05-05 11:01:49.516000,guestUser,2013-09-12 15:57:48.413000
1281984,31635,AC,2013-01-01,1999-12-31,119,10,GUESTUSER,2014-08-27 08:55:47.207000,guestUser,2014-01-15 14:49:53.933000
1281754,31651,XX,1997-11-14,2014-01-29,131,7,GUESTUSER,2014-10-08 11:12:01.320000,guestUser,2014-01-29 15:23:55.919000
1155311,31696,XX,2013-10-01,2019-03-06,484,1,B-Term-Prov-Trigger_2435956.00,2019-03-12 18:00:50.755628,PJHEID,2014-03-06 09:28:23.849000
1283180,31697,AC,2011-06-02,1999-12-31,25,23,guestUser,2014-06-18 15:46:53.720000,guestUser,2014-03-06 10:32:07.517000
1277075,31249,AC,2011-06-01,1999-12-31,26,9,guestUser,2014-05-01 13:18:18.960000,guestUser,2013-04-29 13:11:21.793000
1278115,31450,SN,2012-07-03,1999-12-31,128,45,guestUser,2014-06-27 08:51:09.798000,guestUser,2013-08-26 14:10:30.693000
1279829,31451,SN,2012-07-03,1999-12-31,101,29,guestUser,2014-06-27 09:19:22.290000,guestUser,2013-08-26 14:28:51.578000
1280365,31505,SN,2002-04-01,2000-12-21,140,24,guestUser,2014-04-04 16:04:10.522000,guestUser,2013-09-17 16:07:22.135000
1280894,31536,AC,2012-06-01,2014-05-31,73,40,GUESTUSER,2014-10-07 13:19:06.045000,guestUser,2013-11-01 10:38:26.315000
1001836,31550,BC,2013-10-01,2013-12-31,40,4,JMLAGRO,2015-07-20 08:33:40.961000,JMLAGRO,2013-11-08 13:01:21.386000
1001836,31551,AL,2013-10-01,2013-12-31,70,4,JMLAGRO,2015-07-20 08:33:40.961000,JMLAGRO,2013-11-08 13:01:21.387000
1281483,31589,AC,2006-10-01,1999-10-31,167,3,GUESTUSER,2014-08-22 08:35:13.603000,guestUser,2013-12-12 16:33:24.813000
1281683,31665,AC,2013-09-01,1999-12-31,31,42,CR1906_SUP_PROV_DT,2015-08-20 10:28:47.995000,guestUser,2014-02-06 14:20:10.910000
1277761,31281,SN,1962-09-01,1999-12-31,78,27,guestUser,2014-05-10 08:17:15.048000,guestUser,2013-05-23 15:19:28.835000
1277838,31315,AC,2013-01-01,2013-12-31,20,16,guestUser,2014-04-07 12:17:37.508000,guestUser,2013-06-25 09:49:22.965000
1278254,31321,AC,2013-05-29,2013-06-15,456,23,B-Term-Prov-Trigger_2348671.00,2019-01-15 18:01:02.548466,guestUser,2013-06-28 13:08:16.415000
1278280,31322,AC,1995-10-01,1999-12-31,25,2,guestUser,2013-10-21 11:37:39.095000,guestUser,2013-07-01 17:58:29.185000
1278577,31336,AC,1997-07-01,1999-12-31,270,20,guestUser,2014-07-30 18:29:26.868000,guestUser,2013-07-16 16:00:08.284000
1278934,31354,MS,2009-02-01,1999-12-31,12,18,guestUser,2013-07-26 16:35:28.681000,guestUser,2013-07-26 16:16:43.452000
1278976,31359,XX,2009-07-01,1999-12-31,25,16,guestUser,2014-04-02 16:35:56.962000,guestUser,2013-07-29 15:19:26.754000
1278981,31360,SW,2009-07-01,1999-12-31,25,19,guestUser,2014-04-04 16:52:21.076000,guestUser,2013-07-29 15:55:30.384000
1278808,31421,SN,2005-01-01,2002-04-02,54,9,DataFix_TermedPrv,2015-10-15 17:31:29.728496,guestUser,2013-08-07 14:12:58.220000
1279584,31435,SN,1989-04-10,1999-12-31,52,23,guestUser,2014-05-30 11:56:43.911000,guestUser,2013-08-19 09:41:09.184000
1279588,31439,SN,2012-12-19,1999-12-31,74,36,guestUser,2014-04-21 11:09:37.242000,guestUser,2013-08-19 11:11:32.026000
1279724,31445,XX,2013-08-01,2014-12-31,12,13,guestUser,2014-05-21 13:55:55.616000,guestUser,2013-08-23 10:35:57.208000
1171461,31517,SN,2013-10-01,2018-10-10,58,6,B-Term-Prov-Trigger_2208222.00,2018-10-18 18:01:29.061822,JMLAGRO,2013-10-10 11:13:12.350000
1000083,31541,AC,2013-10-01,2013-12-31,55,2,JMLAGRO,2015-08-05 11:01:45.039000,JMLAGRO,2013-11-07 10:19:25.883000
1281435,31583,AC,1966-07-01,1999-07-01,612,27,GUESTUSER,2014-11-10 07:59:53.233000,guestUser,2013-12-10 15:50:17.665000
1281435,31584,SW,1966-07-01,1999-07-01,14,27,GUESTUSER,2014-11-10 07:59:53.233000,guestUser,2013-12-10 15:50:17.665000
1171399,31592,NF,2013-10-01,2013-08-31,48,5,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:25.404200,JMLAGRO,2013-12-16 14:04:23.371000
1278541,31333,AC,1994-01-01,2020-12-31,20,35,GUESTUSER,2014-09-29 13:54:28.883000,guestUser,2013-07-15 11:03:00.111000
1276994,31519,AC,2013-07-01,2014-06-30,48,9,guestUser,2013-10-16 11:59:46.661000,guestUser,2013-10-16 11:47:08.461000
1276843,31236,BC,2013-01-01,2013-12-31,40,15,guestUser,2013-11-08 13:02:08.850000,guestUser,2013-04-16 12:27:21.498000
1276843,31237,AL,2013-01-01,2013-12-31,70,15,guestUser,2013-11-08 13:02:08.850000,guestUser,2013-04-16 12:27:21.498000
1276810,31240,DC,2011-10-01,1999-12-31,55,112,guestUser,2014-02-04 16:21:53.951000,guestUser,2013-04-17 15:22:07.896000
1277350,31251,RE,1975-01-01,2013-10-02,12,66,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:25.404200,guestUser,2013-05-02 13:14:51.949000
1277443,31256,XX,2002-01-01,1999-12-31,14,24,guestUser,2014-02-02 17:16:39.456000,guestUser,2013-05-13 10:45:56.349000
1277857,31261,IC,1981-07-01,1999-12-31,6,29,guestUser,2013-05-30 10:35:46.451000,guestUser,2013-05-14 16:00:08.049000
1278078,31309,TC,2013-01-01,2015-10-04,6,35,CR1906_SET_ENDDT_4OCT15,2014-10-15 07:28:35.427000,guestUser,2013-06-19 14:01:53.506000
1278084,31310,TC,2013-01-01,2015-10-04,6,13,CR1906_SET_ENDDT_4OCT15,2014-09-25 14:56:37.738000,guestUser,2013-06-19 14:11:34.707000
1278468,31409,SN,2013-01-01,2013-12-31,20,22,guestUser,2014-04-26 12:03:01.325000,guestUser,2013-07-31 10:48:22.708000
1281135,31556,AC,2009-11-19,2020-12-31,261,21,guestUser,2014-04-07 10:40:02.066000,guestUser,2013-11-19 08:49:41.885000
1280243,31561,BC,2001-11-01,2014-12-31,14,62,guestUser,2014-03-13 13:29:51.412000,guestUser,2013-11-29 12:13:02.116000
1277615,31239,IC,2013-01-01,2013-12-31,7,29,guestUser,2014-06-26 13:29:43.082000,guestUser,2013-04-17 09:25:38.589000
1276985,31246,PR,1956-09-28,1999-12-31,117,13,guestUser,2014-01-03 13:12:08.101000,guestUser,2013-04-23 17:39:06.913000
1277476,31257,BC,2005-05-01,1999-12-31,16,13,guestUser,2014-06-19 17:24:01.007000,guestUser,2013-05-13 13:18:02.137000
1276874,31258,XX,2013-01-01,2013-12-31,18,25,guestUser,2013-12-13 07:33:06.195000,guestUser,2013-05-14 10:30:57.031000
1276874,31259,AC,2000-11-19,1999-12-31,18,37,guestUser,2013-12-13 07:33:06.199000,guestUser,2013-05-14 11:38:53.332000
1277559,31262,XX,2000-07-01,1999-12-31,18,41,guestUser,2014-04-21 13:55:50.437000,guestUser,2013-05-15 11:45:10.159000
1277639,31266,AC,1956-03-09,1999-12-21,15,12,guestUser,2013-10-02 13:28:18.160000,guestUser,2013-05-17 12:17:23.395000
1277828,31275,IC,2013-01-01,1999-12-31,7,41,guestUser,2014-06-23 16:06:51.880000,guestUser,2013-05-21 16:12:14.070000
1276845,31283,IC,2013-01-01,1999-12-31,7,89,guestUser,2014-05-20 13:54:13.618000,guestUser,2013-05-28 13:21:05.532000
1278061,31299,IC,1985-07-01,1999-12-31,6,38,guestUser,2014-05-14 10:33:35.741000,guestUser,2013-06-17 15:48:12.825000
1277616,31300,IC,2013-01-01,1999-12-31,8,20,guestUser,2013-06-18 11:21:21.606000,guestUser,2013-06-18 10:52:25.884000
1278105,31308,NF,2003-07-01,2013-12-31,140,1,guestUser,2014-07-08 07:40:37.160000,guestUser,2013-06-19 13:57:30.975000
1278096,31312,SN,1990-01-01,1950-12-31,54,18,guestUser,2014-02-20 11:33:02.561000,guestUser,2013-06-19 14:36:59.249000
1277891,31314,BC,1987-01-01,1999-12-31,53,21,guestUser,2014-03-18 16:50:43.182000,guestUser,2013-06-19 16:27:48.752000
1278328,31325,AC,2012-12-04,2016-12-31,612,18,B-Term-Prov-Trigger_2456973.00,2019-03-25 18:00:54.450965,guestUser,2013-07-06 11:45:32.536000
1278299,31329,XX,2013-07-01,1999-12-31,449,25,guestUser,2014-06-06 13:17:19.380000,guestUser,2013-07-11 14:20:01.950000
1278492,31330,BC,2004-02-18,1999-01-01,41,33,guestUser,2014-03-28 17:04:11.768000,guestUser,2013-07-11 14:30:43.475000
1278641,31339,DC,2011-07-01,1999-07-01,25,7,GUESTUSER,2014-09-26 14:16:33.411000,guestUser,2013-07-19 15:15:35.294000
1278651,31344,SN,2008-07-01,2002-04-02,140,15,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:25.404200,guestUser,2013-07-24 12:40:13.060000
