p_clia_num,p_clia_lab_cd,p_clia_cert_beg_dt,p_clia_cert_end_dt,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
01D0301577,130,1995-02-08,2017-09-19,0,B-IF-PRV-CLIA-UPD_2073060.00,2018-07-26 12:09:49.709091,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285795
01D0301577,320,1995-02-08,2016-06-22,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285803,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285803
01D0301577,400,1995-02-08,2017-09-19,0,B-IF-PRV-CLIA-UPD_2073060.00,2018-07-26 12:09:49.709095,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285811
01D0301734,220,2005-03-15,2015-06-17,0,B-IF-PRV-CLIA-UPD_723052.00,2015-10-07 10:31:46.225363,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285819
01D0301734,310,1994-01-17,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438231,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285827
01D0301734,320,2012-05-21,2015-05-20,0,B-IF-PRV-CLIA-UPD_723052.00,2015-10-07 10:30:03.731012,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285836
01D0301734,400,1994-01-17,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438232,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285844
01D0301985,400,1993-12-23,2018-01-28,0,B-IF-PRV-CLIA-UPD_Hist_39,2018-08-22 00:17:07.083874,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285852
01D0302215,110,1994-09-01,2020-11-23,0,B-IF-PRV-CLIA-UPD_4091174.00,2021-11-26 18:35:09.442890,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285861
01D0302215,220,2009-01-08,2020-06-22,0,B-IF-PRV-CLIA-UPD_Hist_23,2018-08-21 13:25:24.962000,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285869
01D0302215,310,2009-01-02,2020-06-22,0,B-IF-PRV-CLIA-UPD_Hist_23,2018-08-21 13:25:24.962002,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285877
01D0302215,320,1994-09-01,2006-09-15,0,B-IF-PRV-CLIA-UPD_Hist_43,2018-08-22 01:08:19.206810,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285885
01D0302215,330,2009-01-02,2020-06-22,0,B-IF-PRV-CLIA-UPD_Hist_23,2018-08-21 13:25:24.962008,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285893
01D0302215,400,2009-01-02,2020-06-22,0,B-IF-PRV-CLIA-UPD_Hist_23,2018-08-21 13:25:24.962011,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285901
01D0302508,110,1994-03-29,2006-09-15,0,B-IF-PRV-CLIA-UPD_4895954.00,2023-03-03 18:31:41.382311,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285909
01D0302508,120,1994-03-29,2015-10-07,0,B-IF-PRV-CLIA-UPD_1047885.00,2016-07-12 07:42:52.907213,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285918
01D0302508,130,1994-03-29,2006-09-15,0,B-IF-PRV-CLIA-UPD_1471622.00,2017-06-23 06:25:44.691527,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285926
01D0302508,140,2011-05-18,2016-06-15,0,B-IF-PRV-CLIA-UPD_1063726.00,2016-07-25 18:19:23.563603,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285934
01D0302508,320,1994-03-29,2006-09-15,0,B-IF-PRV-CLIA-UPD_1471622.00,2017-06-23 06:25:44.691535,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285943
01D0302508,340,1994-03-29,2006-09-15,0,B-IF-PRV-CLIA-UPD_Hist_05,2018-08-21 01:01:31.428177,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285951
01D0302508,400,2008-11-11,2018-06-22,0,B-IF-PRV-CLIA-UPD_1051373.00,2016-07-15 09:36:01.341668,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285959
01D0302960,120,1994-09-21,2006-09-15,0,B-IF-PRV-CLIA-UPD_2520196.00,2019-05-03 18:08:47.525894,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285967
01D0302960,130,1994-09-21,2019-09-27,0,B-IF-PRV-CLIA-UPD_2805041.00,2019-10-25 18:08:36.615580,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285975
01D0302960,220,2006-09-16,2016-06-22,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285984,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285984
01D0302960,310,2011-05-18,2012-06-27,0,B-IF-PRV-CLIA-UPD_Hist_47,2018-08-22 01:50:23.182056,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.285992
01D0302960,400,2008-11-11,2020-06-22,0,B-IF-PRV-CLIA-UPD_Hist_23,2018-08-21 13:25:24.962030,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286000
01D0303442,110,1993-12-13,2025-11-06,0,B-IF-PRV-CLIA-UPD_1643851.00,2025-11-14 18:36:02.055067,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286008
01D0303442,220,1993-12-13,1999-07-21,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286016,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286016
01D0303442,400,1993-12-13,2026-06-12,0,B-IF-PRV-CLIA-UPD_636921.00,2023-12-15 18:27:57.439144,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286025
01D0303544,110,1994-09-23,2022-10-12,0,B-IF-PRV-CLIA-UPD_4884244.00,2023-02-25 22:12:48.039557,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286033
01D0303544,120,1994-09-23,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438235,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286041
01D0303544,130,1994-09-23,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438235,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286049
01D0303544,320,1994-09-23,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438236,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.286057
01D0303544,330,1994-09-23,2006-09-15,0,B-IF-PRV-CLIA-UPD_Hist_22,2018-08-21 13:18:34.444707,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409468
01D0303544,400,1994-09-23,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438236,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409487
01D0303594,120,1995-02-16,2017-08-16,0,B-IF-PRV-CLIA-UPD_Hist_17,2018-08-21 12:34:37.233416,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409496
01D0303594,130,1995-02-16,2017-08-16,0,B-IF-PRV-CLIA-UPD_Hist_17,2018-08-21 12:34:37.233419,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409504
01D0303594,320,1995-02-16,2017-08-16,0,B-IF-PRV-CLIA-UPD_Hist_17,2018-08-21 12:34:37.233422,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409513
01D0303594,400,2013-10-30,2016-06-22,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409521,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409521
01D0303873,110,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808365,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409530
01D0303873,120,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808366,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409538
01D0303873,130,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808366,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409546
01D0303873,140,2003-09-19,2018-02-15,0,B-IF-PRV-CLIA-UPD_Hist_35,2018-08-21 18:03:10.008724,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409554
01D0303873,220,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808367,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409563
01D0303873,310,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808368,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409571
01D0303873,320,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808368,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409579
01D0303873,330,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808369,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409588
01D0303873,340,2003-09-19,2019-07-02,0,B-IF-PRV-CLIA-UPD_1254842.00,2017-01-02 18:23:52.581847,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409596
01D0303873,400,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808369,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409604
01D0303873,510,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808370,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409612
01D0303873,520,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808370,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409621
01D0303873,530,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808371,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409629
01D0303873,540,1999-12-02,2002-11-18,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409638,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409638
01D0303873,550,1999-12-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808371,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409646
01D0303873,610,2003-08-15,2022-12-01,0,B-IF-PRV-CLIA-UPD_4884409.00,2023-02-25 23:15:51.733808,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409654
01D0304152,220,1994-01-05,2005-10-05,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409662,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409662
01D0304152,310,1994-01-05,2017-04-12,0,B-IF-PRV-CLIA-UPD_1471875.00,2017-06-23 13:27:13.071076,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409671
01D0304152,320,1994-01-05,2001-08-07,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409679,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409679
01D0304152,330,1994-01-05,2017-04-12,0,B-IF-PRV-CLIA-UPD_1471875.00,2017-06-23 13:27:13.071080,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409687
01D0304152,340,1994-01-05,1996-01-04,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409696,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409696
01D0304152,400,2007-09-05,2017-04-12,0,B-IF-PRV-CLIA-UPD_1471875.00,2017-06-23 13:27:13.071084,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409704
01D0304152,400,1994-01-05,2005-10-05,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409713,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409713
01D0304176,220,1993-12-23,2024-05-07,0,B-IF-PRV-CLIA-UPD_864433.00,2024-05-20 18:26:41.808638,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409721
01D0304176,310,1993-12-23,2024-05-07,0,B-IF-PRV-CLIA-UPD_864433.00,2024-05-20 18:26:41.808639,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409729
01D0304176,320,1993-12-23,2024-05-07,0,B-IF-PRV-CLIA-UPD_864433.00,2024-05-20 18:26:41.808640,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409737
01D0304176,330,1993-12-23,2006-09-15,0,B-IF-PRV-CLIA-UPD_789165.00,2024-03-29 18:26:34.766782,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409745
01D0304176,400,1993-12-23,2024-05-07,0,B-IF-PRV-CLIA-UPD_864433.00,2024-05-20 18:26:41.808641,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409754
01D0304350,120,1995-02-15,2017-03-01,0,B-IF-PRV-CLIA-UPD_1417502.00,2017-05-17 06:12:11.601865,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409762
01D0304350,130,1995-02-15,2017-03-01,0,B-IF-PRV-CLIA-UPD_1417502.00,2017-05-17 06:12:11.601869,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409770
01D0304350,220,1995-02-15,2017-03-01,0,B-IF-PRV-CLIA-UPD_1417502.00,2017-05-17 06:12:11.601872,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409779
01D0304350,310,1995-02-15,2017-03-01,0,B-IF-PRV-CLIA-UPD_1417502.00,2017-05-17 06:12:11.601875,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409787
01D0304350,320,1995-02-15,2017-03-01,0,B-IF-PRV-CLIA-UPD_1417502.00,2017-05-17 06:12:11.601878,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409795
01D0304350,330,1995-02-15,2017-03-01,0,B-IF-PRV-CLIA-UPD_1417502.00,2017-05-17 06:12:11.601881,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409804
01D0304350,400,1995-02-15,2017-03-01,0,B-IF-PRV-CLIA-UPD_1417502.00,2017-05-17 06:12:11.601884,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409812
01D0304564,110,1993-12-15,2007-05-31,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409820,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409820
01D0304564,220,1993-12-15,1999-08-18,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409829,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409829
01D0304564,400,1993-12-15,2026-06-14,0,B-IF-PRV-CLIA-UPD_728435.00,2024-02-16 18:25:57.199223,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409837
01D0304589,220,1994-09-22,2006-09-15,0,B-IF-PRV-CLIA-UPD_2713394.00,2019-08-30 18:07:09.636758,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409845
01D0304589,310,1994-09-22,2006-09-15,0,B-IF-PRV-CLIA-UPD_Hist_19,2018-08-21 12:55:06.996062,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409854
01D0304589,320,1994-09-22,2021-06-17,0,B-IF-PRV-CLIA-UPD_3983197.00,2021-09-24 21:27:33.611040,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409862
01D0304589,330,1994-09-22,2006-09-15,0,B-IF-PRV-CLIA-UPD_Hist_19,2018-08-21 12:55:06.996068,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409870
01D0304589,400,1994-09-22,2021-06-17,0,B-IF-PRV-CLIA-UPD_3983197.00,2021-09-24 21:27:33.611045,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409878
01D0304753,310,2008-06-16,2018-06-22,0,B-IF-PRV-CLIA-UPD_1303960.00,2017-02-13 18:21:42.897281,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409886
01D0304753,320,2008-06-16,2018-06-22,0,B-IF-PRV-CLIA-UPD_1303960.00,2017-02-13 18:21:42.897284,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409894
01D0304753,330,2008-06-16,2018-06-22,0,B-IF-PRV-CLIA-UPD_1303960.00,2017-02-13 18:21:42.897288,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409903
01D0304753,400,2008-06-16,2018-06-22,0,B-IF-PRV-CLIA-UPD_1303960.00,2017-02-13 18:21:42.897291,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409911
01D0304757,110,1994-09-27,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438239,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409919
01D0304757,120,1994-09-27,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438240,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409928
01D0304757,130,1994-09-27,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438240,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409936
01D0304757,140,2013-10-16,2016-06-22,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409944,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409944
01D0304757,400,1994-09-27,2026-06-22,0,B-IF-PRV-CLIA-UPD_617020.00,2023-12-01 18:28:20.438241,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409952
01D0304855,110,1995-01-03,1997-01-02,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409961,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409961
01D0304855,120,1995-01-03,1997-01-02,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409969,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409969
01D0304855,130,1995-01-03,1997-01-02,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409978,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409978
01D0304855,220,1995-01-03,1997-01-02,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409986,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409986
01D0304855,310,2013-10-16,2017-01-18,0,B-IF-PRV-CLIA-UPD_1303960.00,2017-02-13 18:21:42.897294,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.409994
01D0304855,320,1995-01-03,1997-01-02,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410002,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410002
01D0304855,330,2013-10-16,2018-06-13,0,B-IF-PRV-CLIA-UPD_1051298.00,2016-07-15 07:31:47.033714,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410011
01D0304855,400,2013-10-16,2018-06-13,0,B-IF-PRV-CLIA-UPD_1051298.00,2016-07-15 07:31:47.033717,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410019
01D0304855,400,1995-01-03,1997-01-02,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410027,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410027
01D0304933,110,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808380,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410035
01D0304933,120,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808380,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410044
01D0304933,130,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808380,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410052
01D0304933,140,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808381,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410060
01D0304933,210,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808382,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410068
01D0304933,220,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808382,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410076
01D0304933,310,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808382,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410084
01D0304933,320,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808383,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410093
01D0304933,330,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808383,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410101
01D0304933,340,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808384,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410109
01D0304933,400,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808384,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410117
01D0304933,510,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808385,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410126
01D0304933,520,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808386,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410134
01D0304933,530,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808386,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410142
01D0304933,540,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808387,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410150
01D0304933,550,2001-02-02,2027-07-02,0,B-IF-PRV-CLIA-UPD_1151258.00,2024-12-06 18:27:14.808387,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:42:50.410158
