p_sys_id,p_reval_started_ind,p_general_info_stat_ind,p_name_addr_stat_ind,p_lic_spec_stat_ind,p_financial_stat_ind,p_sanctions_stat_ind,p_bankruptcy_stat_ind,p_ownership_stat_ind,p_managing_stat_ind,p_reval_stat_cd,p_reval_stat_last_dt,p_reval_comp_dt,p_reval_comp_by_nam,l_hibernate_ver_num,g_aud_add_user_id,g_aud_ts,g_aud_user_id,g_aud_add_ts
1294720,N,N,N,N,N,N,N,N,N,TN,2020-08-07,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294728,N,N,N,N,N,N,N,N,N,SN,2020-07-22,, ,1,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294729,N,N,N,N,N,N,N,N,N,TN,2020-08-07,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294592,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294589,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294590,N,N,N,N,N,N,N,N,N,FN,2026-03-13,, ,0,B-Term-Prov-Trigger_3250759.00,2026-03-13 18:01:40.000000,B-Term-Prov-Trigger_1815252.00,2020-07-17 18:01:22.000000
1294623,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294384,N,N,N,N,N,N,N,N,N,TN,2020-08-07,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294539,N,N,N,N,N,N,N,N,N,TN,2020-08-03,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294212,N,N,N,N,N,N,N,N,N,TN,2020-08-05,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294322,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294687,N,N,N,N,N,N,N,N,N,TN,2025-08-13,, ,0,B-Term-Prov-Trigger_3250759.00,2025-08-13 18:01:33.000000,B-Term-Prov-Trigger_1511304.00,2020-07-17 18:01:22.000000
1294718,N,N,N,N,N,N,N,N,N,SN,2020-07-22,, ,1,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294723,N,N,N,N,N,N,N,N,N,SN,2020-07-22,, ,1,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294725,N,N,N,N,N,N,N,N,N,TN,2020-08-08,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294327,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294595,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294602,N,N,N,N,N,N,N,N,N,TN,2020-08-05,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294607,N,N,N,N,N,N,N,N,N,SN,2020-07-19,, ,1,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294630,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294225,N,N,N,N,N,N,N,N,N,TN,2020-08-05,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294597,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294587,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294588,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294598,N,N,N,N,N,N,N,N,N,TN,2020-08-05,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294599,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294600,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294604,N,N,N,N,N,N,N,N,N,TN,2020-08-07,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294605,N,N,N,N,N,N,N,N,N,TN,2020-08-05,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294612,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294617,N,N,N,N,N,N,N,N,N,TN,2020-08-07,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294642,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294616,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294608,N,N,N,N,N,N,N,N,N,TN,2020-08-07,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294624,N,N,N,N,N,N,N,N,N,TN,2020-08-07,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294203,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294209,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294400,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294527,N,N,N,N,N,N,N,N,N,TN,2020-08-03,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294570,N,N,N,N,N,N,N,N,N,TN,2020-08-03,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294639,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294376,N,N,N,N,N,N,N,N,N,TN,2020-08-07,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294582,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294652,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294659,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294660,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294541,N,N,N,N,N,N,N,N,N,TN,2020-08-17,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294586,N,N,N,N,N,N,N,N,N,TN,2020-08-04,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294531,N,N,N,N,N,N,N,N,N,TN,2020-07-31,, ,1,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294220,N,N,N,N,N,N,N,N,N,TN,2020-07-23,, ,1,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294276,N,N,N,N,N,N,N,N,N,TN,2020-07-23,, ,1,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294337,N,N,N,N,N,N,N,N,N,TN,2020-07-23,, ,1,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
1294320,N,N,N,N,N,N,N,N,N,SN,2025-08-04,, ,0,B-Term-Prov-Trigger_3250759.00,2025-08-04 18:01:58.000000,B-Term-Prov-Trigger_1498410.00,2020-07-17 18:01:22.000000
1001468,N,N,N,N,N,N,N,N,N,TN,2020-08-06,, ,2,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000,B-Term-Prov-Trigger_3250759.00,2020-07-17 18:01:22.000000
