p_sys_id,p_ra_medm_sk,p_ra_medm_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1000022,1004092,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1323924,1954284,1,0,GUESTUSER,2022-09-15 13:43:20.226000,GUESTUSER,2022-09-15 13:43:20.226000
1000026,1004096,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1154645,1954153,3,0,RRUD,2022-09-08 10:28:15.592000,RRUD,2022-09-08 10:28:15.592000
1000028,1004098,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000029,1004100,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000030,1004101,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000032,1004104,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000033,1004105,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000034,1004106,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000035,1004107,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000036,1004109,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000037,1004110,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000038,1004111,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000039,1004112,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000040,1004113,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000041,1004114,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000042,1004116,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1292923,1441969,4,0,PJHEID,2015-03-18 11:39:40.111000,PJHEID,2015-03-18 11:39:40.111000
1000044,1004118,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1292233,1441979,1,0,DANIELLAESTRELLA,2015-03-18 11:56:17.154000,DANIELLAESTRELLA,2015-03-18 11:56:17.154000
1000046,1004120,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000047,1004121,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000051,1004125,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1154653,1954155,3,0,RRUD,2022-09-08 10:29:19.341000,RRUD,2022-09-08 10:29:19.341000
1000053,1004128,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000054,1004129,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000055,1004130,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000057,1004132,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000058,1004133,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000059,1004134,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1154787,1954157,3,0,RRUD,2022-09-08 10:30:08.070000,RRUD,2022-09-08 10:30:08.070000
1000061,1004136,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000062,1004137,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000064,1004139,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000065,1004141,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000066,1004142,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000067,1004143,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1155526,1954160,3,0,RRUD,2022-09-08 10:32:07.853000,RRUD,2022-09-08 10:32:07.853000
1000071,1004147,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000072,1004148,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000073,1004149,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1168532,1954169,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,RRUD,2022-09-08 10:36:52.373000
1000077,1004154,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000078,1004155,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000079,1004156,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000080,1004157,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000082,1004159,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000084,1004161,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000085,1004162,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1168975,1954170,3,0,RRUD,2022-09-08 10:37:19.980000,RRUD,2022-09-08 10:37:19.980000
1192178,1954175,3,0,RRUD,2022-09-08 10:42:06.917000,RRUD,2022-09-08 10:42:06.917000
1000089,1004166,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000090,1004168,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000092,1004170,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000093,1004171,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000094,1004172,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000095,1004638,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000096,1004641,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1323847,1954177,1,0,GUESTUSER,2022-09-08 11:21:44.059000,GUESTUSER,2022-09-08 11:21:44.059000
1167461,1954187,3,0,RRUD,2022-09-08 13:56:27.152000,RRUD,2022-09-08 13:56:27.152000
1000103,1004811,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000104,1004812,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1278081,1290910,3,0,JOYSPEZIALE,2014-06-03 15:59:15.897000,JOYSPEZIALE,2014-06-03 15:59:15.897000
1323862,1954198,1,0,GUESTUSER,2022-09-09 12:26:56.013000,GUESTUSER,2022-09-09 12:26:56.013000
1000107,1004959,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1323864,1954200,1,0,GUESTUSER,2022-09-09 12:42:17.405000,GUESTUSER,2022-09-09 12:42:17.405000
1323863,1954201,1,0,JAHETT,2022-09-09 12:49:14.089000,JAHETT,2022-09-09 12:49:14.089000
1323869,1954208,1,0,GUESTUSER,2022-09-10 09:42:30.254000,GUESTUSER,2022-09-10 09:42:30.254000
1000111,1004963,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1285979,1318502,1,0,RACHELSPANGENBER,2014-06-24 13:08:07.897000,RACHELSPANGENBER,2014-06-24 13:08:07.897000
1000113,1004965,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1002383,1387210,1,0,TWOLF,2014-10-06 15:29:29.723000,TWOLF,2014-10-06 15:29:29.723000
1323877,1954219,3,0,GUESTUSER,2022-09-12 11:49:03.809000,GUESTUSER,2022-09-12 11:49:03.809000
1323914,1954273,3,0,GUESTUSER,2022-09-15 09:51:30.743000,GUESTUSER,2022-09-15 09:51:30.743000
1323917,1954275,1,0,GUESTUSER,2022-09-15 12:15:27.195000,GUESTUSER,2022-09-15 12:15:27.195000
1323925,1954283,3,0,GUESTUSER,2022-09-15 13:42:24.823000,GUESTUSER,2022-09-15 13:42:24.823000
1323930,1954287,3,0,GUESTUSER,2022-09-15 14:46:03.910000,GUESTUSER,2022-09-15 14:46:03.910000
1290561,1387279,3,0,KWOODALL,2014-10-07 08:55:51.854000,KWOODALL,2014-10-07 08:55:51.854000
1282817,1922129,3,0,TONYAMEYER,2019-05-06 13:47:15.505000,TONYAMEYER,2019-05-06 13:47:15.505000
1156177,1921961,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,SKOEHLY,2019-05-06 11:55:48.265000
1000126,1005001,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000127,1005038,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000128,1005055,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000129,1005067,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1282432,1845331,1,0,SLSCHAAF,2018-09-21 15:42:00.473000,SLSCHAAF,2018-09-21 15:42:00.473000
1000131,1005095,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000132,1005118,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000133,1005122,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000134,1005123,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000135,1005149,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000136,1005174,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000137,1005179,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1171455,1922069,4,0,ANNDOLL,2019-05-06 13:04:44.586000,ANNDOLL,2019-05-06 13:04:44.586000
1000139,1005234,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000140,1005235,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000141,1005240,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000142,1005256,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000143,1005263,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000145,1005377,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000146,1005384,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000147,1005404,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000148,1005406,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000150,1005425,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000151,1005451,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000153,1005499,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000154,1005577,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000155,1005612,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000156,1005658,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1286084,1318539,1,0,DOMINICKNGANTOU,2014-06-24 13:20:01.143000,DOMINICKNGANTOU,2014-06-24 13:20:01.143000
1000158,1005719,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000159,1005749,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000161,1005759,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000162,1005851,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000163,1005854,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000164,1005856,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000165,1005891,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000166,1005892,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000169,1005969,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000170,1005970,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000171,1005974,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000172,1005981,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1307774,1845316,4,0,MLMOOS,2018-09-21 15:26:58.252000,MLMOOS,2018-09-21 15:26:58.252000
1000174,1005998,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000175,1006033,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000177,1006086,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000180,1006155,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000181,1006323,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000182,1006399,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1292148,1418007,1,0,KARINARUIZ,2015-01-27 10:38:44.358000,KARINARUIZ,2015-01-27 10:38:44.358000
1000184,1006769,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000185,1006805,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000186,1006873,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:57.000000
1284445,1318586,1,0,RACHELSPANGENBER,2014-06-24 13:32:41.078000,RACHELSPANGENBER,2014-06-24 13:32:41.078000
1300500,1845394,1,0,SLSCHAAF,2018-09-21 16:06:55.906000,SLSCHAAF,2018-09-21 16:06:55.906000
1301028,1845399,1,0,SLSCHAAF,2018-09-21 16:08:39.980000,SLSCHAAF,2018-09-21 16:08:39.980000
1003665,1922303,3,0,TONYAMEYER,2019-05-07 09:49:00.364000,TONYAMEYER,2019-05-07 09:49:00.364000
1278208,1290958,4,0,JOYSPEZIALE,2014-06-03 16:27:35.213000,JOYSPEZIALE,2014-06-03 16:27:35.213000
1004151,1922361,3,0,TONYAMEYER,2019-05-07 11:19:20.934000,TONYAMEYER,2019-05-07 11:19:20.934000
1000755,1559027,4,0,CJFRANCIS,2016-05-17 08:46:10.598000,CJFRANCIS,2016-05-17 08:46:10.598000
1184118,1464017,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,JMLAGRO,2015-06-12 13:48:46.952000
1156246,1845468,3,0,ANNDOLL,2018-09-24 08:55:33.695000,ANNDOLL,2018-09-24 08:55:33.695000
1003688,1922300,3,0,TONYAMEYER,2019-05-07 09:41:16.697000,TONYAMEYER,2019-05-07 09:41:16.697000
1192349,1922306,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,MELROSALES,2019-05-07 10:05:35.746000
1000999,1922498,3,0,AYARBROUGH,2019-05-07 13:29:19.031000,AYARBROUGH,2019-05-07 13:29:19.031000
1004235,1922368,3,0,TONYAMEYER,2019-05-07 11:22:12.679000,TONYAMEYER,2019-05-07 11:22:12.679000
1297841,1559072,1,0,USHASHA,2016-05-17 09:19:18.690000,USHASHA,2016-05-17 09:19:18.690000
1288991,1922372,3,0,TONYAMEYER,2019-05-07 11:34:48.446000,TONYAMEYER,2019-05-07 11:34:48.446000
1286588,1274894,1,0,JLWILKE,2014-05-16 10:38:35.827000,JLWILKE,2014-05-16 10:38:35.827000
1289905,1559186,4,0,CJFRANCIS,2016-05-17 10:29:33.425000,CJFRANCIS,2016-05-17 10:29:33.425000
1286590,1274865,1,0,KKALANEK,2014-05-16 10:29:17.410000,KKALANEK,2014-05-16 10:29:17.410000
1291636,1461819,1,0,NMAIER,2015-06-04 16:57:47.397000,NMAIER,2015-06-04 16:57:47.397000
1000210,1000822,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000211,1000930,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000212,1001011,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000213,1001702,1,0,Provider Conversion,2013-03-28 03:56:57.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000214,1001788,1,0,Provider Conversion,2013-03-28 03:56:57.000000,Provider Conversion,2013-03-28 03:56:57.000000
1289140,1330819,4,0,KARINARUIZ,2014-07-02 11:37:40.907000,KARINARUIZ,2014-07-02 11:37:40.907000
1000218,1002964,1,0,Provider Conversion,2013-03-28 03:56:57.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000219,1003238,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:57.000000
1000220,1003508,1,0,Provider Conversion,2013-03-28 03:56:57.000000,Provider Conversion,2013-03-28 03:56:57.000000
1286525,1461691,1,0,JMLAGRO,2015-06-04 13:32:37.107000,JMLAGRO,2015-06-04 13:32:37.107000
1000223,1009059,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:58.000000
1000226,1009328,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:58.000000
1286595,1274904,1,0,SMCNEIL,2014-05-16 10:42:10.147000,SMCNEIL,2014-05-16 10:42:10.147000
1000230,1009834,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:58.000000
1000232,1009960,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:58.000000
1000233,1009972,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:58.000000
1000234,1010147,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:58.000000
1296264,1552153,1,0,USHASHA,2016-04-25 12:08:52.751000,USHASHA,2016-04-25 12:08:52.751000
1286907,1461733,1,0,JMLAGRO,2015-06-04 13:57:47.883000,JMLAGRO,2015-06-04 13:57:47.883000
1000238,1010362,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:58.000000
1303651,1766934,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,JASTONE,2018-01-23 18:14:19.081000
1300584,1766922,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,JASTONE,2018-01-23 18:04:50.054000
1000242,1010367,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:03.000000,Provider Conversion,2013-03-28 03:56:58.000000
1290956,1389866,3,0,KWOODALL,2014-10-14 09:40:29.181000,KWOODALL,2014-10-14 09:40:29.181000
1300578,1766928,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,JASTONE,2018-01-23 18:09:41.511000
1000245,1010371,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,Provider Conversion,2013-03-28 03:56:58.000000
1000246,1010372,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:58.000000
1292549,1887073,4,0,TONYAMEYER,2019-01-31 16:50:38.279000,TONYAMEYER,2019-01-31 16:50:38.279000
1298353,1824872,4,0,DMOCK,2018-07-26 15:10:23.958000,DMOCK,2018-07-26 15:10:23.958000
1291838,1886907,3,0,DMOCK,2019-01-31 14:08:16.276000,DMOCK,2019-01-31 14:08:16.276000
1000250,1010376,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:58.000000
1002649,1552277,1,0,TWOLF,2016-04-25 14:22:23.844000,TWOLF,2016-04-25 14:22:23.844000
1000252,1010378,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:02.000000,Provider Conversion,2013-03-28 03:56:58.000000
1298958,1824854,4,0,DMOCK,2018-07-26 14:55:22.407000,DMOCK,2018-07-26 14:55:22.407000
1296810,1824857,4,0,DMOCK,2018-07-26 14:58:10.960000,DMOCK,2018-07-26 14:58:10.960000
1292831,1487618,3,0,CR_ESPRD01310019_DATAFIX,2023-04-24 17:42:01.000000,JMLAGRO,2015-08-17 11:03:02.250000
