p_sys_id,p_qstnr_sk,p_qstnr_ty_cd,p_qstnr_occ_dt,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1181390,1639871,23,2000-01-01,0,NMAIER,2013-04-10 09:13:31.311000,NMAIER,2013-04-10 09:13:31.311000
1181390,1639872,40,2000-01-01,0,NMAIER,2013-04-10 09:13:31.312000,NMAIER,2013-04-10 09:13:31.312000
1181390,1639873,26,2000-01-01,0,NMAIER,2013-04-10 09:13:31.312000,NMAIER,2013-04-10 09:13:31.312000
1181390,1639874,22,2000-01-01,0,NMAIER,2013-04-10 09:13:31.312000,NMAIER,2013-04-10 09:13:31.312000
1181390,1639875,38,2000-01-01,0,NMAIER,2013-04-10 09:13:31.312000,NMAIER,2013-04-10 09:13:31.312000
1181390,1639876,08,2000-01-01,0,NMAIER,2013-04-10 09:13:31.312000,NMAIER,2013-04-10 09:13:31.312000
1181390,1639877,21,2000-01-01,0,NMAIER,2013-04-10 09:13:31.313000,NMAIER,2013-04-10 09:13:31.313000
1181390,1639878,07,2000-01-01,0,NMAIER,2013-04-10 09:13:31.313000,NMAIER,2013-04-10 09:13:31.313000
1181390,1639879,20,2000-01-01,0,NMAIER,2013-04-10 09:13:31.313000,NMAIER,2013-04-10 09:13:31.313000
1181390,1639880,29,2000-01-01,0,NMAIER,2013-04-10 09:13:31.313000,NMAIER,2013-04-10 09:13:31.313000
1181390,1639881,30,2000-01-01,0,NMAIER,2013-04-10 09:13:31.314000,NMAIER,2013-04-10 09:13:31.314000
1276776,1639882,07,2000-01-01,23,guestUser,2013-10-01 08:33:51.591000,guestUser,2013-04-10 09:14:19.243000
1276776,1639883,08,2000-01-01,23,guestUser,2013-10-01 08:33:51.590000,guestUser,2013-04-10 09:14:19.243000
1276776,1639884,26,2000-01-01,23,guestUser,2013-10-01 08:33:51.590000,guestUser,2013-04-10 09:14:19.243000
1276776,1639885,25,2000-01-01,23,guestUser,2013-10-01 08:33:51.589000,guestUser,2013-04-10 09:14:19.243000
1276776,1639886,02,2000-01-01,23,guestUser,2013-10-01 08:33:51.589000,guestUser,2013-04-10 09:14:19.244000
1276776,1639887,16,2000-01-01,23,guestUser,2013-10-01 08:33:51.589000,guestUser,2013-04-10 09:14:19.244000
1276776,1639888,17,2000-01-01,23,guestUser,2013-10-01 08:33:51.588000,guestUser,2013-04-10 09:14:19.244000
1276776,1639889,18,2000-01-01,23,guestUser,2013-10-01 08:33:51.588000,guestUser,2013-04-10 09:14:19.245000
1276776,1639890,06,2000-01-01,23,guestUser,2013-10-01 08:33:51.588000,guestUser,2013-04-10 09:14:19.245000
1276776,1639891,19,2000-01-01,23,guestUser,2013-10-01 08:33:51.587000,guestUser,2013-04-10 09:14:19.245000
1276776,1639892,20,2000-01-01,23,guestUser,2013-10-01 08:33:51.587000,guestUser,2013-04-10 09:14:19.246000
1276776,1639893,21,2000-01-01,23,guestUser,2013-10-01 08:33:51.591000,guestUser,2013-04-10 09:14:19.246000
1276776,1639894,22,2000-01-01,23,guestUser,2013-10-01 08:33:51.590000,guestUser,2013-04-10 09:14:19.246000
1276776,1639895,23,2000-01-01,23,guestUser,2013-10-01 08:33:51.590000,guestUser,2013-04-10 09:14:19.246000
1276776,1639896,24,2000-01-01,23,guestUser,2013-10-01 08:33:51.589000,guestUser,2013-04-10 09:14:19.246000
1276784,1639897,40,2000-01-01,23,guestUser,2013-06-11 15:45:16.278000,guestUser,2013-04-10 09:17:16.811000
1276785,1639903,32,2000-01-01,6,GUESTUSER,2013-04-17 08:16:19.784000,GUESTUSER,2013-04-10 09:42:09.273000
1276785,1639904,31,2000-01-01,6,GUESTUSER,2013-04-17 08:16:19.783000,GUESTUSER,2013-04-10 09:42:09.273000
1276785,1639905,30,2000-01-01,6,GUESTUSER,2013-04-17 08:16:19.783000,GUESTUSER,2013-04-10 09:42:09.273000
1276785,1639906,29,2000-01-01,6,GUESTUSER,2013-04-17 08:16:19.782000,GUESTUSER,2013-04-10 09:42:09.274000
1276785,1639907,07,2000-01-01,17,guestUser,2013-10-01 11:07:01.150000,guestUser,2013-04-10 09:42:09.274000
1276785,1639908,08,2000-01-01,17,guestUser,2013-10-01 11:07:01.150000,guestUser,2013-04-10 09:42:09.274000
1276785,1639909,26,2000-01-01,17,guestUser,2013-10-01 11:07:01.149000,guestUser,2013-04-10 09:42:09.274000
1276785,1639910,25,2000-01-01,17,guestUser,2013-10-01 11:07:01.149000,guestUser,2013-04-10 09:42:09.274000
1276785,1639911,02,2000-01-01,17,guestUser,2013-10-01 11:07:01.148000,guestUser,2013-04-10 09:42:09.275000
1276785,1639912,16,2000-01-01,17,guestUser,2013-10-01 11:07:01.152000,guestUser,2013-04-10 09:42:09.276000
1276785,1639913,17,2000-01-01,17,guestUser,2013-10-01 11:07:01.152000,guestUser,2013-04-10 09:42:09.276000
1276785,1639914,18,2000-01-01,17,guestUser,2013-10-01 11:07:01.151000,guestUser,2013-04-10 09:42:09.276000
1276785,1639915,06,2000-01-01,17,guestUser,2013-10-01 11:07:01.151000,guestUser,2013-04-10 09:42:09.276000
1276785,1639916,19,2000-01-01,17,guestUser,2013-10-01 11:07:01.151000,guestUser,2013-04-10 09:42:09.277000
1276785,1639917,20,2000-01-01,17,guestUser,2013-10-01 11:07:01.151000,guestUser,2013-04-10 09:42:09.277000
1276785,1639918,21,2000-01-01,17,guestUser,2013-10-01 11:07:01.150000,guestUser,2013-04-10 09:42:09.277000
1276785,1639919,22,2000-01-01,17,guestUser,2013-10-01 11:07:01.150000,guestUser,2013-04-10 09:42:09.277000
1276785,1639920,23,2000-01-01,17,guestUser,2013-10-01 11:07:01.149000,guestUser,2013-04-10 09:42:09.277000
1276785,1639921,24,2000-01-01,17,guestUser,2013-10-01 11:07:01.149000,guestUser,2013-04-10 09:42:09.278000
1276787,1639923,38,2000-01-01,7,guestUser,2013-04-10 10:34:17.760000,guestUser,2013-04-10 10:00:49.712000
1276787,1639924,40,2000-01-01,7,guestUser,2013-04-10 10:34:17.759000,guestUser,2013-04-10 10:00:49.712000
1276789,1639928,40,2000-01-01,12,guestUser,2013-04-23 12:46:37.804000,guestUser,2013-04-10 10:07:32.816000
1276786,1640081,36,2000-01-01,5,GUESTUSER,2013-04-10 10:36:22.420000,GUESTUSER,2013-04-10 10:23:43.431000
1276786,1640082,33,1999-12-31,5,GUESTUSER,2013-04-10 10:36:22.423000,GUESTUSER,2013-04-10 10:23:43.432000
1276790,1640083,40,2000-01-01,39,guestUser,2014-06-18 15:50:45.872000,guestUser,2013-04-10 10:25:23.516000
1276787,1640084,28,2000-01-01,5,GUESTUSER,2013-04-10 10:34:17.762000,GUESTUSER,2013-04-10 10:25:31.605000
1276791,1640085,40,1999-12-31,14,guestUser,2013-04-26 11:27:35.243000,guestUser,2013-04-10 10:25:33.239000
1276787,1640088,32,2000-01-01,4,GUESTUSER,2013-04-10 10:34:17.759000,GUESTUSER,2013-04-10 10:27:31.261000
1276787,1640089,31,2000-01-01,4,GUESTUSER,2013-04-10 10:34:17.759000,GUESTUSER,2013-04-10 10:27:31.261000
1276787,1640090,30,2000-01-01,4,GUESTUSER,2013-04-10 10:34:17.758000,GUESTUSER,2013-04-10 10:27:31.261000
1276787,1640091,29,2000-01-01,4,GUESTUSER,2013-04-10 10:34:17.758000,GUESTUSER,2013-04-10 10:27:31.261000
1276787,1640092,07,2000-01-01,16,guestUser,2013-12-05 09:18:48.397000,guestUser,2013-04-10 10:27:31.262000
1276787,1640093,08,2000-01-01,16,guestUser,2013-12-05 09:18:48.396000,guestUser,2013-04-10 10:27:31.262000
1276787,1640094,26,2000-01-01,16,guestUser,2013-12-05 09:18:48.396000,guestUser,2013-04-10 10:27:31.263000
1276787,1640095,25,2000-01-01,16,guestUser,2013-12-05 09:18:48.399000,guestUser,2013-04-10 10:27:31.263000
1276787,1640096,02,2000-01-01,16,guestUser,2013-12-05 09:18:48.399000,guestUser,2013-04-10 10:27:31.264000
1276787,1640097,16,2000-01-01,16,guestUser,2013-12-05 09:18:48.398000,guestUser,2013-04-10 10:27:31.264000
1276787,1640098,17,2000-01-01,16,guestUser,2013-12-05 09:18:48.398000,guestUser,2013-04-10 10:27:31.264000
1276759,1639457,29,2000-01-01,13,GUESTUSER,2013-04-04 09:22:18.171000,GUESTUSER,2013-04-03 10:49:55.118000
1276759,1639458,30,2000-01-01,13,GUESTUSER,2013-04-04 09:22:18.171000,GUESTUSER,2013-04-03 10:49:55.118000
1276759,1639459,31,2000-01-01,13,GUESTUSER,2013-04-04 09:22:18.176000,GUESTUSER,2013-04-03 10:49:55.119000
1276759,1639460,32,2000-01-01,13,GUESTUSER,2013-04-04 09:22:18.176000,GUESTUSER,2013-04-03 10:49:55.119000
1276761,1639497,38,2000-01-01,11,guestUser,2013-04-05 11:17:42.179000,guestUser,2013-04-04 15:53:02.665000
1276761,1639498,40,2000-01-01,11,guestUser,2013-04-05 11:17:42.178000,guestUser,2013-04-04 15:53:02.665000
1276769,1639619,40,2000-01-01,18,guestUser,2014-04-17 11:24:46.446000,guestUser,2013-04-09 11:22:15.572000
1276774,1639800,07,2000-01-01,18,guestUser,2013-10-01 09:16:38.797000,guestUser,2013-04-10 08:40:47.187000
1276774,1639801,08,2000-01-01,18,guestUser,2013-10-01 09:16:38.796000,guestUser,2013-04-10 08:40:47.187000
1276774,1639802,26,2000-01-01,18,guestUser,2013-10-01 09:16:38.795000,guestUser,2013-04-10 08:40:47.188000
1276774,1639803,25,2000-01-01,18,guestUser,2013-10-01 09:16:38.795000,guestUser,2013-04-10 08:40:47.188000
1276774,1639804,02,2000-01-01,18,guestUser,2013-10-01 09:16:38.795000,guestUser,2013-04-10 08:40:47.188000
1276774,1639805,16,2000-01-01,18,guestUser,2013-10-01 09:16:38.794000,guestUser,2013-04-10 08:40:47.189000
1276774,1639806,17,2000-01-01,18,guestUser,2013-10-01 09:16:38.794000,guestUser,2013-04-10 08:40:47.189000
1276774,1639807,18,2000-01-01,18,guestUser,2013-10-01 09:16:38.794000,guestUser,2013-04-10 08:40:47.189000
1276774,1639808,06,2000-01-01,18,guestUser,2013-10-01 09:16:38.798000,guestUser,2013-04-10 08:40:47.189000
1276774,1639809,19,2000-01-01,18,guestUser,2013-10-01 09:16:38.797000,guestUser,2013-04-10 08:40:47.189000
1276774,1639810,20,2000-01-01,18,guestUser,2013-10-01 09:16:38.797000,guestUser,2013-04-10 08:40:47.190000
1276774,1639811,21,2000-01-01,18,guestUser,2013-10-01 09:16:38.797000,guestUser,2013-04-10 08:40:47.190000
1276774,1639812,22,2000-01-01,18,guestUser,2013-10-01 09:16:38.796000,guestUser,2013-04-10 08:40:47.191000
1276774,1639813,23,2000-01-01,18,guestUser,2013-10-01 09:16:38.796000,guestUser,2013-04-10 08:40:47.191000
1276774,1639814,24,2000-01-01,18,guestUser,2013-10-01 09:16:38.795000,guestUser,2013-04-10 08:40:47.191000
1276784,1639900,36,2000-01-01,19,GUESTUSER,2013-06-11 15:45:16.277000,GUESTUSER,2013-04-10 09:35:30.209000
1276784,1639901,33,1999-12-31,19,GUESTUSER,2013-06-11 15:45:16.274000,GUESTUSER,2013-04-10 09:35:30.209000
1276785,1639902,28,1999-12-31,8,GUESTUSER,2013-04-17 08:16:19.784000,GUESTUSER,2013-04-10 09:40:00.780000
1276786,1639922,40,2000-01-01,8,guestUser,2013-04-10 10:36:22.421000,guestUser,2013-04-10 09:58:08.251000
1276788,1639925,40,2000-01-01,10,guestUser,2013-04-17 08:18:46.915000,guestUser,2013-04-10 09:59:59.067000
1276788,1639926,28,1999-12-31,10,GUESTUSER,2013-04-17 08:18:46.915000,GUESTUSER,2013-04-10 09:59:59.068000
1276788,1639927,38,2000-01-01,10,guestUser,2013-04-17 08:18:46.914000,guestUser,2013-04-10 09:59:59.068000
1276787,1640099,18,2000-01-01,16,guestUser,2013-12-05 09:18:48.398000,guestUser,2013-04-10 10:27:31.264000
1276787,1640100,06,2000-01-01,16,guestUser,2013-12-05 09:18:48.398000,guestUser,2013-04-10 10:27:31.265000
1276787,1640101,19,2000-01-01,16,guestUser,2013-12-05 09:18:48.397000,guestUser,2013-04-10 10:27:31.265000
1276787,1640102,20,2000-01-01,16,guestUser,2013-12-05 09:18:48.397000,guestUser,2013-04-10 10:27:31.265000
1276787,1640103,21,2000-01-01,16,guestUser,2013-12-05 09:18:48.397000,guestUser,2013-04-10 10:27:31.266000
1276787,1640104,22,2000-01-01,16,guestUser,2013-12-05 09:18:48.396000,guestUser,2013-04-10 10:27:31.266000
1276787,1640105,23,2000-01-01,16,guestUser,2013-12-05 09:18:48.395000,guestUser,2013-04-10 10:27:31.266000
1276787,1640106,24,2000-01-01,16,guestUser,2013-12-05 09:18:48.399000,guestUser,2013-04-10 10:27:31.266000
1276793,1640128,40,2000-01-01,16,guestUser,2013-04-10 14:18:23.828000,guestUser,2013-04-10 10:34:50.855000
1276797,1640226,32,2000-01-01,4,GUESTUSER,2013-04-10 13:40:06.724000,GUESTUSER,2013-04-10 13:34:34.758000
1276797,1640227,31,2000-01-01,4,GUESTUSER,2013-04-10 13:40:06.723000,GUESTUSER,2013-04-10 13:34:34.758000
1276797,1640228,30,2000-01-01,4,GUESTUSER,2013-04-10 13:40:06.723000,GUESTUSER,2013-04-10 13:34:34.758000
1276797,1640229,29,2000-01-01,4,GUESTUSER,2013-04-10 13:40:06.727000,GUESTUSER,2013-04-10 13:34:34.759000
1276797,1640230,07,2000-01-01,23,guestUser,2013-04-10 15:04:30.023000,guestUser,2013-04-10 13:34:34.759000
1276797,1640231,08,2000-01-01,23,guestUser,2013-04-10 15:04:30.023000,guestUser,2013-04-10 13:34:34.759000
1276797,1640232,26,2000-01-01,23,guestUser,2013-04-10 15:04:30.022000,guestUser,2013-04-10 13:34:34.761000
1276797,1640233,25,2000-01-01,23,guestUser,2013-04-10 15:04:30.021000,guestUser,2013-04-10 13:34:34.762000
1276797,1640234,02,2000-01-01,23,guestUser,2013-04-10 15:04:30.021000,guestUser,2013-04-10 13:34:34.762000
1276797,1640235,16,2000-01-01,23,guestUser,2013-04-10 15:04:30.021000,guestUser,2013-04-10 13:34:34.762000
1276797,1640236,17,2000-01-01,23,guestUser,2013-04-10 15:04:30.021000,guestUser,2013-04-10 13:34:34.762000
1276797,1640237,18,2000-01-01,23,guestUser,2013-04-10 15:04:30.020000,guestUser,2013-04-10 13:34:34.763000
1276797,1640238,06,2000-01-01,23,guestUser,2013-04-10 15:04:30.020000,guestUser,2013-04-10 13:34:34.763000
1276797,1640239,19,2000-01-01,23,guestUser,2013-04-10 15:04:30.020000,guestUser,2013-04-10 13:34:34.763000
1276797,1640240,20,2000-01-01,23,guestUser,2013-04-10 15:04:30.023000,guestUser,2013-04-10 13:34:34.763000
1276797,1640241,21,2000-01-01,23,guestUser,2013-04-10 15:04:30.023000,guestUser,2013-04-10 13:34:34.763000
1276797,1640242,22,2000-01-01,23,guestUser,2013-04-10 15:04:30.022000,guestUser,2013-04-10 13:34:34.764000
1276797,1640243,23,2000-01-01,23,guestUser,2013-04-10 15:04:30.022000,guestUser,2013-04-10 13:34:34.764000
1276797,1640244,24,2000-01-01,23,guestUser,2013-04-10 15:04:30.022000,guestUser,2013-04-10 13:34:34.764000
1276799,1640333,38,2000-01-01,19,guestUser,2013-04-10 16:04:07.139000,guestUser,2013-04-10 15:10:57.907000
1276799,1640334,40,2000-01-01,19,guestUser,2013-04-10 16:04:07.138000,guestUser,2013-04-10 15:10:57.907000
1276800,1640357,38,2000-01-01,5,guestUser,2013-04-10 16:28:12.553000,guestUser,2013-04-10 15:16:10.006000
1276800,1640358,40,2000-01-01,5,guestUser,2013-04-10 16:28:12.552000,guestUser,2013-04-10 15:16:10.007000
1276789,1640363,36,1999-12-31,9,GUESTUSER,2013-04-23 12:46:37.806000,GUESTUSER,2013-04-10 15:32:38.881000
1276789,1640364,33,1999-12-31,9,GUESTUSER,2013-04-23 12:46:37.808000,GUESTUSER,2013-04-10 15:32:38.881000
1276794,1640541,26,2000-01-01,27,GUESTUSER,2014-07-14 13:57:54.343000,GUESTUSER,2013-04-11 10:14:32.471000
1276794,1640542,25,2000-01-01,27,GUESTUSER,2014-07-14 13:57:54.342000,GUESTUSER,2013-04-11 10:14:32.473000
1276794,1640543,24,2000-01-01,27,GUESTUSER,2014-07-14 13:57:54.342000,GUESTUSER,2013-04-11 10:14:32.474000
1276794,1640544,23,2000-01-01,27,GUESTUSER,2014-07-14 13:57:54.341000,GUESTUSER,2013-04-11 10:14:32.474000
1276794,1640545,22,2009-05-05,27,GUESTUSER,2014-07-14 13:57:54.340000,GUESTUSER,2013-04-11 10:14:32.474000
1276847,1641321,22,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.080000,GUESTUSER,2013-04-16 16:03:38.736000
1276847,1641322,21,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.079000,GUESTUSER,2013-04-16 16:03:38.736000
1276847,1641323,20,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.079000,GUESTUSER,2013-04-16 16:03:38.736000
1276847,1641324,19,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.078000,GUESTUSER,2013-04-16 16:03:38.737000
1276847,1641325,06,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.078000,GUESTUSER,2013-04-16 16:03:38.737000
1276847,1641326,18,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.083000,GUESTUSER,2013-04-16 16:03:38.737000
1276847,1641327,27,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.082000,GUESTUSER,2013-04-16 16:03:38.737000
1276847,1641328,12,1999-12-31,35,GUESTUSER,2014-01-09 15:30:48.082000,GUESTUSER,2013-04-16 16:03:38.738000
1276847,1641329,08,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.082000,GUESTUSER,2013-04-16 16:03:38.738000
1276847,1641330,07,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.081000,GUESTUSER,2013-04-16 16:03:38.738000
1276847,1641331,13,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.081000,GUESTUSER,2013-04-16 16:03:38.738000
1276847,1641332,14,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.080000,GUESTUSER,2013-04-16 16:03:38.739000
1276847,1641333,15,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.080000,GUESTUSER,2013-04-16 16:03:38.739000
1276847,1641334,02,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.079000,GUESTUSER,2013-04-16 16:03:38.739000
1276847,1641335,16,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.078000,GUESTUSER,2013-04-16 16:03:38.739000
1276847,1641336,17,2000-01-01,35,GUESTUSER,2014-01-09 15:30:48.077000,GUESTUSER,2013-04-16 16:03:38.740000
1276807,1641337,29,2000-01-01,21,GUESTUSER,2013-04-24 09:33:51.791000,GUESTUSER,2013-04-16 16:13:41.751000
1276807,1641338,30,1999-12-31,21,GUESTUSER,2013-04-24 09:33:51.791000,GUESTUSER,2013-04-16 16:13:41.751000
1276807,1641339,31,2000-01-01,21,GUESTUSER,2013-04-24 09:33:51.790000,GUESTUSER,2013-04-16 16:13:41.751000
1276807,1641340,32,2000-01-01,21,GUESTUSER,2013-04-24 09:33:51.789000,GUESTUSER,2013-04-16 16:13:41.751000
1276855,1641345,38,2000-01-01,6,guestUser,2013-04-17 09:59:43.521000,guestUser,2013-04-17 09:22:04.553000
1276855,1641346,40,2000-01-01,6,guestUser,2013-04-17 09:59:43.520000,guestUser,2013-04-17 09:22:04.553000
1276856,1641349,35,2000-01-01,40,GUESTUSER,2014-08-18 08:13:06.145000,GUESTUSER,2013-04-17 09:33:51.522000
1276856,1641350,34,2000-01-01,40,GUESTUSER,2014-08-18 08:13:06.144000,GUESTUSER,2013-04-17 09:33:51.522000
1276856,1641351,26,2000-01-01,45,GUESTUSER,2014-08-18 08:13:06.149000,GUESTUSER,2013-04-17 09:33:51.522000
1276856,1641352,25,2000-01-01,45,GUESTUSER,2014-08-18 08:13:06.144000,GUESTUSER,2013-04-17 09:33:51.523000
1276856,1641353,24,2000-01-01,45,GUESTUSER,2014-08-18 08:13:06.148000,GUESTUSER,2013-04-17 09:33:51.523000
1276856,1641354,23,2000-01-01,45,GUESTUSER,2014-08-18 08:13:06.143000,GUESTUSER,2013-04-17 09:33:51.524000
1276856,1641355,22,2000-01-01,45,GUESTUSER,2014-08-18 08:13:06.147000,GUESTUSER,2013-04-17 09:33:51.524000
1276758,1639482,07,2000-01-01,20,guestUser,2013-04-10 10:52:40.349000,guestUser,2013-04-04 09:45:54.551000
1276758,1639483,08,2000-01-01,20,guestUser,2013-04-10 10:52:40.348000,guestUser,2013-04-04 09:45:54.552000
1276758,1639484,26,2000-01-01,20,guestUser,2013-04-10 10:52:40.347000,guestUser,2013-04-04 09:45:54.552000
1276758,1639485,25,2000-01-01,20,guestUser,2013-04-10 10:52:40.346000,guestUser,2013-04-04 09:45:54.552000
1276758,1639486,02,2000-01-01,20,guestUser,2013-04-10 10:52:40.346000,guestUser,2013-04-04 09:45:54.552000
1276758,1639487,16,2000-01-01,20,guestUser,2013-04-10 10:52:40.346000,guestUser,2013-04-04 09:45:54.553000
1276758,1639488,17,2000-01-01,20,guestUser,2013-04-10 10:52:40.345000,guestUser,2013-04-04 09:45:54.553000
1276758,1639489,18,2000-01-01,20,guestUser,2013-04-10 10:52:40.351000,guestUser,2013-04-04 09:45:54.553000
1276758,1639490,06,2000-01-01,20,guestUser,2013-04-10 10:52:40.350000,guestUser,2013-04-04 09:45:54.553000
1276758,1639491,19,2000-01-01,20,guestUser,2013-04-10 10:52:40.349000,guestUser,2013-04-04 09:45:54.554000
1276758,1639492,20,2000-01-01,20,guestUser,2013-04-10 10:52:40.349000,guestUser,2013-04-04 09:45:54.554000
1276758,1639493,21,2000-01-01,20,guestUser,2013-04-10 10:52:40.349000,guestUser,2013-04-04 09:45:54.554000
1276758,1639494,22,2000-01-01,20,guestUser,2013-04-10 10:52:40.348000,guestUser,2013-04-04 09:45:54.555000
1276758,1639495,23,2000-01-01,20,guestUser,2013-04-10 10:52:40.348000,guestUser,2013-04-04 09:45:54.555000
1276758,1639496,24,2000-01-01,20,guestUser,2013-04-10 10:52:40.347000,guestUser,2013-04-04 09:45:54.555000
1276792,1640107,40,2000-01-01,9,guestUser,2013-04-17 10:10:23.728000,guestUser,2013-04-10 10:28:04.459000
1276786,1640108,26,2000-01-01,10,GUESTUSER,2014-06-12 13:56:05.286000,GUESTUSER,2013-04-10 10:29:43.421000
1276786,1640109,25,2000-01-01,10,GUESTUSER,2014-06-12 13:56:05.286000,GUESTUSER,2013-04-10 10:29:43.422000
1276786,1640110,24,2000-01-01,10,GUESTUSER,2014-06-12 13:56:05.285000,GUESTUSER,2013-04-10 10:29:43.422000
1276786,1640111,23,2000-01-01,10,GUESTUSER,2014-06-12 13:56:05.284000,GUESTUSER,2013-04-10 10:29:43.422000
1276786,1640112,22,2000-01-01,10,GUESTUSER,2014-06-12 13:56:05.284000,GUESTUSER,2013-04-10 10:29:43.423000
1276786,1640113,21,2000-01-01,10,GUESTUSER,2014-06-12 13:56:05.283000,GUESTUSER,2013-04-10 10:29:43.423000
