p_sys_id,p_appl_stat_sk,p_appl_stat_cd,p_appl_stat_dt,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1276887,212994,V,2013-04-18,0,guestUser,2013-04-18 15:38:20.845000,guestUser,2013-04-18 15:38:20.845000
1276887,212995,PN,2013-04-18,0,guestUser,2013-04-18 15:38:20.849000,guestUser,2013-04-18 15:38:20.849000
1276894,212996,IW,2013-04-18,0,guestUser,2013-04-18 15:46:00.279000,guestUser,2013-04-18 15:46:00.279000
1276897,212999,IW,2013-04-18,0,guestUser,2013-04-18 18:01:39.899000,guestUser,2013-04-18 18:01:39.899000
1276883,213001,V,2013-04-19,0,guestUser,2013-04-19 09:37:11.597000,guestUser,2013-04-19 09:37:11.597000
1276883,213002,PN,2013-04-19,0,guestUser,2013-04-19 09:37:11.607000,guestUser,2013-04-19 09:37:11.607000
1276819,213031,V,2013-04-19,0,guestUser,2013-04-19 13:13:06.795000,guestUser,2013-04-19 13:13:06.795000
1276819,213032,PN,2013-04-19,0,guestUser,2013-04-19 13:13:06.804000,guestUser,2013-04-19 13:13:06.804000
1276867,213050,V,2013-04-19,0,guestUser,2013-04-19 14:00:34.717000,guestUser,2013-04-19 14:00:34.717000
1276867,213051,PN,2013-04-19,0,guestUser,2013-04-19 14:00:34.727000,guestUser,2013-04-19 14:00:34.727000
1276912,213052,V,2013-04-19,0,guestUser,2013-04-19 14:00:34.731000,guestUser,2013-04-19 14:00:34.731000
1276912,213053,PN,2013-04-19,0,guestUser,2013-04-19 14:00:34.735000,guestUser,2013-04-19 14:00:34.735000
1276914,213054,IW,2013-04-19,0,guestUser,2013-04-19 14:01:31.452000,guestUser,2013-04-19 14:01:31.452000
1276915,213055,IW,2013-04-19,0,guestUser,2013-04-19 14:11:45.534000,guestUser,2013-04-19 14:11:45.534000
1276914,213056,V,2013-04-19,0,guestUser,2013-04-19 14:15:17.616000,guestUser,2013-04-19 14:15:17.616000
1276914,213057,PN,2013-04-19,0,guestUser,2013-04-19 14:15:17.627000,guestUser,2013-04-19 14:15:17.627000
1276909,213058,V,2013-04-19,0,guestUser,2013-04-19 14:15:17.654000,guestUser,2013-04-19 14:15:17.654000
1276909,213059,PN,2013-04-19,0,guestUser,2013-04-19 14:15:17.658000,guestUser,2013-04-19 14:15:17.658000
1276911,213060,V,2013-04-19,0,guestUser,2013-04-19 14:15:17.663000,guestUser,2013-04-19 14:15:17.663000
1276911,213061,PN,2013-04-19,0,guestUser,2013-04-19 14:15:17.667000,guestUser,2013-04-19 14:15:17.667000
1276759,212577,PC,2013-04-04,0,RRUD,2013-04-04 11:41:42.555000,RRUD,2013-04-04 11:41:42.555000
1276759,212578,PS,2013-04-04,0,RRUD,2013-04-04 11:44:03.597000,RRUD,2013-04-04 11:44:03.597000
1276759,212579,PC,2013-04-04,0,RRUD,2013-04-04 13:42:24.733000,RRUD,2013-04-04 13:42:24.733000
1276759,212581,PS,2013-04-04,0,RRUD,2013-04-04 13:51:26.304000,RRUD,2013-04-04 13:51:26.304000
1276759,212582,PC,2013-04-04,0,RRUD,2013-04-04 13:50:47.220000,RRUD,2013-04-04 13:50:47.220000
1276759,212586,PC,2013-04-04,0,RRUD,2013-04-04 13:57:32.764000,RRUD,2013-04-04 13:57:32.764000
1276758,212587,PS,2013-04-04,0,JMLAGRO,2013-04-04 15:26:14.479000,JMLAGRO,2013-04-04 15:26:14.479000
1276763,212596,IW,2013-04-05,0,guestUser,2013-04-05 12:22:16.195000,guestUser,2013-04-05 12:22:16.195000
1276775,212611,IW,2013-04-09,0,guestUser,2013-04-09 13:49:37.198000,guestUser,2013-04-09 13:49:37.198000
1276773,212612,V,2013-04-09,0,guestUser,2013-04-09 14:11:00.978000,guestUser,2013-04-09 14:11:00.978000
1276773,212613,PN,2013-04-09,0,guestUser,2013-04-09 14:11:00.982000,guestUser,2013-04-09 14:11:00.982000
1276776,212614,IW,2013-04-09,0,guestUser,2013-04-09 14:33:05.730000,guestUser,2013-04-09 14:33:05.730000
1276777,212617,V,2013-04-09,0,guestUser,2013-04-09 15:03:59.838000,guestUser,2013-04-09 15:03:59.838000
1276777,212618,PN,2013-04-09,0,guestUser,2013-04-09 15:03:59.848000,guestUser,2013-04-09 15:03:59.848000
1276779,212621,V,2013-04-09,0,guestUser,2013-04-09 15:49:48.044000,guestUser,2013-04-09 15:49:48.044000
1276779,212622,PN,2013-04-09,0,guestUser,2013-04-09 15:49:48.048000,guestUser,2013-04-09 15:49:48.048000
1276795,212687,PC,2013-04-10,0,NMAIER,2013-04-10 11:56:19.767000,NMAIER,2013-04-10 11:56:19.767000
1276783,212628,IW,2013-04-10,0,guestUser,2013-04-10 09:02:26.245000,guestUser,2013-04-10 09:02:26.245000
1276782,212633,IP,2013-04-10,1,guestUser,2013-04-10 09:06:17.496000,guestUser,2013-04-10 09:06:17.455000
1276782,212634,PN,2013-04-10,0,guestUser,2013-04-10 09:06:17.529000,guestUser,2013-04-10 09:06:17.529000
1276758,212669,PC,2013-04-10,0,JMLAGRO,2013-04-10 10:52:40.329000,JMLAGRO,2013-04-10 10:52:40.329000
1276758,212670,RQ,2013-10-01,2,JMLAGRO,2015-01-30 14:55:56.898000,defect ESPRD01032661 data fix,2013-04-10 10:53:04.711000
1276802,212766,V,2013-04-10,0,guestUser,2013-04-10 16:27:24.495000,guestUser,2013-04-10 16:27:24.495000
1276798,212709,IP,2013-04-10,1,guestUser,2013-04-10 13:52:53.533000,guestUser,2013-04-10 13:52:53.485000
1276798,212710,PN,2013-04-10,0,guestUser,2013-04-10 13:52:53.569000,guestUser,2013-04-10 13:52:53.569000
1276797,212712,PS,2013-04-10,0,NMAIER,2013-04-10 14:04:01.406000,NMAIER,2013-04-10 14:04:01.406000
1276802,212762,IW,2013-04-10,0,guestUser,2013-04-10 16:11:01.490000,guestUser,2013-04-10 16:11:01.490000
1276802,212767,PN,2013-04-10,0,guestUser,2013-04-10 16:27:24.504000,guestUser,2013-04-10 16:27:24.504000
1276821,212865,V,2013-04-15,0,guestUser,2013-04-15 09:42:07.681000,guestUser,2013-04-15 09:42:07.681000
1276772,212869,PN,2013-04-15,0,guestUser,2013-04-15 09:58:30.120000,guestUser,2013-04-15 09:58:30.120000
1276821,212866,PN,2013-04-15,0,guestUser,2013-04-15 09:42:07.721000,guestUser,2013-04-15 09:42:07.721000
1276772,212868,V,2013-04-15,0,guestUser,2013-04-15 09:58:30.112000,guestUser,2013-04-15 09:58:30.112000
1276833,212877,IW,2013-04-15,0,guestUser,2013-04-15 12:42:22.174000,guestUser,2013-04-15 12:42:22.174000
1276913,213062,V,2013-04-19,0,guestUser,2013-04-19 14:15:17.670000,guestUser,2013-04-19 14:15:17.670000
1276934,213092,IW,2013-04-22,0,guestUser,2013-04-22 12:14:56.672000,guestUser,2013-04-22 12:14:56.672000
1276936,213094,IW,2013-04-22,0,guestUser,2013-04-22 12:21:13.880000,guestUser,2013-04-22 12:21:13.880000
1276886,213100,V,2013-04-23,0,guestUser,2013-04-23 08:09:50.621000,guestUser,2013-04-23 08:09:50.621000
1276886,213101,PN,2013-04-23,0,guestUser,2013-04-23 08:09:50.630000,guestUser,2013-04-23 08:09:50.630000
1276814,213119,V,2013-04-23,0,guestUser,2013-04-23 10:25:39.617000,guestUser,2013-04-23 10:25:39.617000
1276814,213120,PN,2013-04-23,0,guestUser,2013-04-23 10:25:39.628000,guestUser,2013-04-23 10:25:39.628000
1276946,213126,V,2013-04-23,0,guestUser,2013-04-23 10:51:04.659000,guestUser,2013-04-23 10:51:04.659000
1276946,213127,PN,2013-04-23,0,guestUser,2013-04-23 10:51:04.665000,guestUser,2013-04-23 10:51:04.665000
1276947,213128,V,2013-04-23,0,guestUser,2013-04-23 10:51:04.669000,guestUser,2013-04-23 10:51:04.669000
1276947,213129,PN,2013-04-23,0,guestUser,2013-04-23 10:51:04.673000,guestUser,2013-04-23 10:51:04.673000
1276949,213130,V,2013-04-23,0,guestUser,2013-04-23 10:51:04.678000,guestUser,2013-04-23 10:51:04.678000
1276949,213131,PN,2013-04-23,0,guestUser,2013-04-23 10:51:04.682000,guestUser,2013-04-23 10:51:04.682000
1276943,213132,V,2013-04-23,0,guestUser,2013-04-23 10:51:04.688000,guestUser,2013-04-23 10:51:04.688000
1276943,213133,PN,2013-04-23,0,guestUser,2013-04-23 10:51:04.693000,guestUser,2013-04-23 10:51:04.693000
1276976,213170,IW,2013-04-23,0,guestUser,2013-04-23 13:23:29.006000,guestUser,2013-04-23 13:23:29.006000
1276910,213176,V,2013-04-23,0,guestUser,2013-04-23 14:16:24.024000,guestUser,2013-04-23 14:16:24.024000
1276910,213177,PN,2013-04-23,0,guestUser,2013-04-23 14:16:24.034000,guestUser,2013-04-23 14:16:24.034000
1276979,213179,IW,2013-04-23,0,guestUser,2013-04-23 14:39:10.565000,guestUser,2013-04-23 14:39:10.565000
1277000,213242,IW,2013-04-24,0,guestUser,2013-04-24 13:23:36.894000,guestUser,2013-04-24 13:23:36.894000
1277008,213266,V,2013-04-24,0,guestUser,2013-04-24 14:41:13.929000,guestUser,2013-04-24 14:41:13.929000
1277008,213267,PN,2013-04-24,0,guestUser,2013-04-24 14:41:13.933000,guestUser,2013-04-24 14:41:13.933000
1276873,213268,V,2013-04-24,0,guestUser,2013-04-24 14:48:47.915000,guestUser,2013-04-24 14:48:47.915000
1276873,213269,PN,2013-04-24,0,guestUser,2013-04-24 14:48:47.919000,guestUser,2013-04-24 14:48:47.919000
1277036,213310,IW,2013-04-25,0,guestUser,2013-04-25 14:42:54.867000,guestUser,2013-04-25 14:42:54.867000
1277065,213373,IW,2013-04-26,0,guestUser,2013-04-26 15:46:43.274000,guestUser,2013-04-26 15:46:43.274000
1277069,213381,IW,2013-04-29,0,guestUser,2013-04-29 08:45:30.925000,guestUser,2013-04-29 08:45:30.925000
1277077,213403,IW,2013-04-29,0,guestUser,2013-04-29 12:02:47.203000,guestUser,2013-04-29 12:02:47.203000
1277016,213404,V,2013-04-29,0,guestUser,2013-04-29 12:13:31.924000,guestUser,2013-04-29 12:13:31.924000
1277016,213405,PN,2013-04-29,0,guestUser,2013-04-29 12:13:31.928000,guestUser,2013-04-29 12:13:31.928000
1277083,213424,V,2013-04-29,0,guestUser,2013-04-29 15:54:39.296000,guestUser,2013-04-29 15:54:39.296000
1277083,213425,PN,2013-04-29,0,guestUser,2013-04-29 15:54:39.304000,guestUser,2013-04-29 15:54:39.304000
1277084,213426,IW,2013-04-29,0,guestUser,2013-04-29 16:16:44.777000,guestUser,2013-04-29 16:16:44.777000
1277085,213427,IW,2013-04-29,0,guestUser,2013-04-29 16:22:29.384000,guestUser,2013-04-29 16:22:29.384000
1276839,213430,V,2013-04-30,0,guestUser,2013-04-30 08:48:47.482000,guestUser,2013-04-30 08:48:47.482000
1276839,213431,PN,2013-04-30,0,guestUser,2013-04-30 08:48:47.491000,guestUser,2013-04-30 08:48:47.491000
1277087,213433,IW,2013-04-30,0,guestUser,2013-04-30 10:01:57.842000,guestUser,2013-04-30 10:01:57.842000
1277088,213434,IW,2013-04-30,0,guestUser,2013-04-30 10:07:33.009000,guestUser,2013-04-30 10:07:33.009000
1277059,213435,V,2013-04-30,0,guestUser,2013-04-30 10:09:30.960000,guestUser,2013-04-30 10:09:30.960000
1277059,213436,PN,2013-04-30,0,guestUser,2013-04-30 10:09:30.964000,guestUser,2013-04-30 10:09:30.964000
1277089,213437,IW,2013-04-30,0,guestUser,2013-04-30 10:11:08.327000,guestUser,2013-04-30 10:11:08.327000
1277081,213438,V,2013-04-30,0,guestUser,2013-04-30 10:15:33.117000,guestUser,2013-04-30 10:15:33.117000
1277081,213439,PN,2013-04-30,0,guestUser,2013-04-30 10:15:33.121000,guestUser,2013-04-30 10:15:33.121000
1277088,213440,V,2013-04-30,0,guestUser,2013-04-30 10:15:33.127000,guestUser,2013-04-30 10:15:33.127000
1277088,213441,PN,2013-04-30,0,guestUser,2013-04-30 10:15:33.132000,guestUser,2013-04-30 10:15:33.132000
1277089,213442,V,2013-04-30,0,guestUser,2013-04-30 10:15:33.135000,guestUser,2013-04-30 10:15:33.135000
1277089,213443,PN,2013-04-30,0,guestUser,2013-04-30 10:15:33.139000,guestUser,2013-04-30 10:15:33.139000
1277094,213450,IW,2013-04-30,0,guestUser,2013-04-30 10:40:42.676000,guestUser,2013-04-30 10:40:42.676000
1277045,213451,V,2013-04-30,0,guestUser,2013-04-30 10:44:04.992000,guestUser,2013-04-30 10:44:04.992000
1277045,213452,PN,2013-04-30,0,guestUser,2013-04-30 10:44:04.996000,guestUser,2013-04-30 10:44:04.996000
1277095,213453,IW,2013-04-30,0,guestUser,2013-04-30 10:58:13.792000,guestUser,2013-04-30 10:58:13.792000
1277108,213472,IW,2013-04-30,0,guestUser,2013-04-30 14:17:24.923000,guestUser,2013-04-30 14:17:24.923000
1277119,213497,IW,2013-05-01,0,guestUser,2013-05-01 10:34:44.429000,guestUser,2013-05-01 10:34:44.429000
1277120,213499,V,2013-05-01,0,guestUser,2013-05-01 10:54:38.980000,guestUser,2013-05-01 10:54:38.980000
1277120,213500,PN,2013-05-01,0,guestUser,2013-05-01 10:54:38.984000,guestUser,2013-05-01 10:54:38.984000
1277121,213501,IW,2013-05-01,0,guestUser,2013-05-01 11:01:10.326000,guestUser,2013-05-01 11:01:10.326000
1277123,213505,IW,2013-05-01,0,guestUser,2013-05-01 11:10:00.647000,guestUser,2013-05-01 11:10:00.647000
1277124,213506,IW,2013-05-01,0,guestUser,2013-05-01 11:11:57.292000,guestUser,2013-05-01 11:11:57.292000
1277125,213509,IW,2013-05-01,0,guestUser,2013-05-01 11:14:38.495000,guestUser,2013-05-01 11:14:38.495000
1277112,213510,V,2013-05-01,0,guestUser,2013-05-01 11:20:28.534000,guestUser,2013-05-01 11:20:28.534000
1277112,213511,PN,2013-05-01,0,guestUser,2013-05-01 11:20:28.539000,guestUser,2013-05-01 11:20:28.539000
1277125,213513,V,2013-05-01,0,guestUser,2013-05-01 11:23:53.979000,guestUser,2013-05-01 11:23:53.979000
1277125,213514,PN,2013-05-01,0,guestUser,2013-05-01 11:23:53.983000,guestUser,2013-05-01 11:23:53.983000
1277127,213515,IW,2013-05-01,0,guestUser,2013-05-01 11:30:20.195000,guestUser,2013-05-01 11:30:20.195000
1277128,213516,IW,2013-05-01,0,guestUser,2013-05-01 11:36:43.022000,guestUser,2013-05-01 11:36:43.022000
1277129,213517,IW,2013-05-01,0,guestUser,2013-05-01 11:44:48.363000,guestUser,2013-05-01 11:44:48.363000
1277170,213594,IW,2013-05-02,0,guestUser,2013-05-02 09:41:42.710000,guestUser,2013-05-02 09:41:42.710000
1276758,212570,IW,2013-04-03,0,guestUser,2013-04-03 09:19:38.476000,guestUser,2013-04-03 09:19:38.476000
1276759,212571,IW,2013-04-03,0,guestUser,2013-04-03 09:54:01.798000,guestUser,2013-04-03 09:54:01.798000
1276759,212573,V,2013-04-04,0,guestUser,2013-04-04 09:22:18.247000,guestUser,2013-04-04 09:22:18.247000
1276759,212574,PN,2013-04-04,0,guestUser,2013-04-04 09:22:18.253000,guestUser,2013-04-04 09:22:18.253000
1276758,212575,V,2013-04-04,0,guestUser,2013-04-04 09:49:45.983000,guestUser,2013-04-04 09:49:45.983000
1276758,212576,PN,2013-04-04,0,guestUser,2013-04-04 09:49:45.989000,guestUser,2013-04-04 09:49:45.989000
1276768,212604,IW,2013-04-09,0,guestUser,2013-04-09 10:59:06.979000,guestUser,2013-04-09 10:59:06.979000
1276778,212616,IW,2013-04-09,0,guestUser,2013-04-09 15:01:51.790000,guestUser,2013-04-09 15:01:51.790000
1276797,212711,PC,2013-04-10,0,NMAIER,2013-04-10 14:02:58.528000,NMAIER,2013-04-10 14:02:58.528000
1276793,212713,V,2013-04-10,0,guestUser,2013-04-10 14:18:23.878000,guestUser,2013-04-10 14:18:23.878000
1276793,212714,PN,2013-04-10,0,guestUser,2013-04-10 14:18:23.881000,guestUser,2013-04-10 14:18:23.881000
1276798,212718,PC,2013-04-10,0,NMAIER,2013-04-10 14:41:38.841000,NMAIER,2013-04-10 14:41:38.841000
1293543,449799,PC,2015-05-08,0,MMANYGUNS,2015-05-08 10:35:27.851000,MMANYGUNS,2015-05-08 10:35:27.851000
1276823,212848,PC,2013-04-12,0,KRBACKMAN,2013-04-12 10:54:48.601000,KRBACKMAN,2013-04-12 10:54:48.601000
1276823,212849,PS,2013-04-12,0,KRBACKMAN,2013-04-12 10:54:57.327000,KRBACKMAN,2013-04-12 10:54:57.327000
1276823,212850,AP,2013-04-12,0,KRBACKMAN,2013-04-12 11:04:45.561000,KRBACKMAN,2013-04-12 11:04:45.561000
1276823,212851,AA,2013-04-12,0,KRBACKMAN,2013-04-12 11:04:45.621000,KRBACKMAN,2013-04-12 11:04:45.621000
1177532,212852,IW,2013-04-12,0,KRBACKMAN,2013-04-12 11:04:45.637000,KRBACKMAN,2013-04-12 11:04:45.637000
1177532,212853,V,2013-04-12,0,KRBACKMAN,2013-04-12 11:04:45.637000,KRBACKMAN,2013-04-12 11:04:45.637000
1177532,212854,PN,2013-04-12,0,KRBACKMAN,2013-04-12 11:04:45.637000,KRBACKMAN,2013-04-12 11:04:45.637000
1177532,212855,PC,2013-04-12,0,KRBACKMAN,2013-04-12 11:04:45.638000,KRBACKMAN,2013-04-12 11:04:45.638000
1177532,212856,PS,2013-04-12,0,KRBACKMAN,2013-04-12 11:04:45.638000,KRBACKMAN,2013-04-12 11:04:45.638000
1177532,212857,RQ,2013-10-01,1,NMAIER,2015-05-11 13:55:02.979000,defect ESPRD01032661 data fix,2013-04-12 11:04:45.638000
