p_sys_id,p_rsk_scrn_sk,p_rs_ty_cd,p_rs_last_date,p_rs_last_value,p_rs_source,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1000768,336,R,2013-12-07,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000769,337,R,2014-03-01,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1306856,58822,C,2018-06-18,L,E,1,SLSCHAAF,2018-06-18 13:27:55.434000,SLSCHAAF,2018-06-18 13:27:50.334000
1000771,339,R,2014-08-20,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000772,340,R,2015-02-05,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000775,341,R,2014-05-12,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000776,342,R,2014-06-19,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1306670,58888,R,2018-06-19,,E,0,ANNDOLL,2018-06-19 09:38:44.089000,ANNDOLL,2018-06-19 09:38:44.089000
1000778,344,R,2013-11-15,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000779,345,R,2015-06-02,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000783,346,R,2014-06-27,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000784,347,R,2014-06-20,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000785,348,R,2014-05-30,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000787,349,R,2014-06-04,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000790,350,R,2014-06-27,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1306670,58889,I,2018-06-19,,E,0,ANNDOLL,2018-06-19 09:38:44.106000,ANNDOLL,2018-06-19 09:38:44.106000
1000792,352,R,2014-09-17,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000795,353,R,2013-12-12,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1306903,58976,C,2018-06-21,L,E,1,CHLHARMON,2018-06-21 16:49:40.042000,CHLHARMON,2018-06-21 16:48:59.493000
1000799,355,R,2014-06-18,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000801,356,R,2014-08-18,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000807,357,R,2014-03-27,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000809,358,R,2014-07-29,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000811,359,R,2014-06-26,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000814,360,R,2014-05-23,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1004232,60342,S,2018-06-21,,L,0,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000817,362,R,2014-05-28,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000819,363,R,2014-05-08,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000820,364,R,2014-07-14,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1004233,60343,S,2022-02-09,,L,0,B-IF-HMS-DEA-MNTHLY4219486.00,2022-02-09 23:01:15.562103,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000825,366,R,2014-06-17,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000829,367,R,2014-07-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000830,368,R,2014-03-24,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000832,369,R,2015-04-08,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1004234,60344,S,2025-06-10,,L,0,B-IF-HMS-DEA-MNTHLY1418005.00,2025-06-10 23:00:19.505187,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000835,371,R,2014-07-14,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000836,372,R,2014-06-25,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000842,373,R,2014-05-27,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000843,374,R,2014-08-18,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000846,375,R,2014-06-19,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000847,376,R,2014-06-18,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1004235,60345,S,2022-07-11,,L,0,B-IF-HMS-DEA-MNTHLY4482238.00,2022-07-11 23:01:12.826532,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000861,378,R,2014-07-02,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000862,379,R,2014-09-19,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000867,380,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000875,381,R,2014-06-19,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000881,382,R,2014-06-10,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000891,383,R,2014-01-25,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000893,384,R,2014-04-08,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000897,385,R,2014-02-21,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1004239,60346,S,2023-05-09,,L,0,B-IF-HMS-DEA-MNTHLY5013249.00,2023-05-09 23:01:11.992151,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000902,387,R,2014-07-03,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000903,388,R,2014-07-17,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000904,389,R,2014-03-21,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1153753,60347,S,2018-06-21,,L,0,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000906,391,R,2014-05-29,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000907,392,R,2014-04-04,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000908,393,R,2014-07-01,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000909,394,R,2014-07-22,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000910,395,R,2014-06-30,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000911,396,R,2014-03-06,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000914,397,R,2014-06-23,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000916,398,R,2014-04-08,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000917,399,R,2014-07-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000919,400,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1153755,60348,S,2018-06-21,,L,0,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000003,1,R,2014-02-05,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000004,2,R,2014-05-07,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000018,3,R,2017-04-05,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000020,4,R,2014-07-24,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000023,5,R,2015-02-17,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000043,7,R,2014-06-06,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000048,9,R,2014-08-14,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000052,10,R,2017-04-06,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000068,12,R,2017-10-04,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000069,13,R,2013-11-07,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000070,14,R,2013-11-07,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000074,15,R,2013-10-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000075,16,R,2014-07-25,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000076,17,R,2016-01-13,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000081,18,R,2014-12-30,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000083,19,R,2013-11-07,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000086,20,R,2014-07-18,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000087,21,R,2013-11-07,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000088,22,R,2015-02-09,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000091,23,R,2014-08-12,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000097,24,R,2014-03-17,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000098,25,R,2014-06-11,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000099,26,R,2014-06-10,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000101,28,R,2014-10-08,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000105,29,R,2014-06-03,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000106,30,R,2014-06-03,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000108,31,R,2014-06-03,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000112,33,R,2014-06-10,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000114,34,R,2014-06-10,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000115,35,R,2014-04-24,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000118,38,R,2014-07-18,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000119,39,R,2014-06-10,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000121,41,R,2014-10-15,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000124,42,R,2014-05-23,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000125,43,R,2014-07-11,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000130,44,R,2015-01-02,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000144,45,R,2015-01-30,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000149,46,R,2014-03-06,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000157,47,R,2014-06-07,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000160,48,R,2014-02-02,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000167,49,R,2013-12-12,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000168,50,R,2015-01-15,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000173,51,R,2014-07-31,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000176,52,R,2014-03-08,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000178,53,R,2014-08-26,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000179,54,R,2014-01-03,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000183,55,R,2014-03-27,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000187,56,R,2015-01-28,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000188,57,R,2014-04-07,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000189,58,R,2017-04-19,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000190,59,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000191,60,R,2014-09-24,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000192,61,R,2014-05-14,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000193,62,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000194,63,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000195,64,R,2014-05-14,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000196,65,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000197,66,R,2014-05-13,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000198,67,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000199,68,R,2015-03-20,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000200,69,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000201,70,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000202,71,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000203,72,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000204,73,R,2014-05-14,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000205,74,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000206,75,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000207,76,R,2014-05-14,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000208,77,R,2014-05-14,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000209,78,R,2014-05-16,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000217,81,R,2014-04-02,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000221,82,R,2015-06-04,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000222,83,R,2014-03-05,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000224,84,R,2014-07-15,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000227,85,R,2014-03-28,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000229,86,R,2013-12-12,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000231,87,R,2014-04-30,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000235,88,R,2014-03-03,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000236,89,R,2015-02-10,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000237,90,R,2015-04-20,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1306736,58495,C,2018-06-11,L,E,1,CHLHARMON,2018-06-11 09:22:25.683000,CHLHARMON,2018-06-11 09:10:02.581000
1175225,58498,R,2018-06-11,,M,0,SLSCHAAF,2018-06-11 10:45:37.472000,SLSCHAAF,2018-06-11 10:45:37.472000
1000241,93,R,2014-04-30,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000243,94,R,2014-05-30,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1153827,60349,S,2018-06-21,,L,0,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000248,96,R,2013-10-09,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000249,97,R,2014-04-15,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000251,98,R,2014-04-30,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1000253,99,R,2016-06-23,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
1153841,60350,S,2018-06-21,,L,0,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980,B-IF-PRV-LIC-002_2019332.00,2018-06-21 17:06:56.240980
1000255,101,R,2014-07-25,,E,0,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000,DataFix_ESPRD01213970,2018-04-05 19:38:28.000000
