p_sys_id,p_event_sk,p_event_rsn_sk,p_event_rsn_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1278422,489618,2405,9902,0,userID,2014-01-06 11:01:27.404000,userID,2014-01-06 11:01:27.404000
1278256,489696,2406,9902,0,userID,2014-01-06 12:56:13.562000,userID,2014-01-06 12:56:13.562000
1276847,465263,2417,9903,0,B-Prov-Letters+8154286.00,2014-01-09 15:30:48.068000,JMLAGRO,2014-01-09 15:30:48.068000
1281074,493627,2423,9902,0,userID,2014-01-10 14:36:54.529000,userID,2014-01-10 14:36:54.529000
1279461,496397,2434,9902,0,userID,2014-01-14 16:01:50.968000,userID,2014-01-14 16:01:50.968000
1277141,499511,2443,9903,0,userID,2014-01-17 15:22:27.055000,userID,2014-01-17 15:22:27.055000
1276858,516257,2526,9945,0,JMLAGRO,2014-02-11 07:59:44.186000,JMLAGRO,2014-02-11 07:59:44.186000
1276878,502495,2453,9902,0,userID,2014-01-22 13:26:14.283000,userID,2014-01-22 13:26:14.283000
1276899,502496,2454,9902,0,JMLAGRO,2014-01-22 13:26:14.335000,JMLAGRO,2014-01-22 13:26:14.335000
1276901,502497,2455,9902,0,JMLAGRO,2014-01-22 13:26:14.344000,JMLAGRO,2014-01-22 13:26:14.344000
1277600,508222,2478,9903,0,userID,2014-01-28 17:03:06.799000,userID,2014-01-28 17:03:06.799000
1276851,508140,2465,9903,0,userID,2014-01-28 16:37:17.989000,userID,2014-01-28 16:37:17.989000
1277794,510138,2497,9903,0,userID,2014-01-30 11:52:04.677000,userID,2014-01-30 11:52:04.677000
1277795,510139,2498,9903,0,JOYSPEZIALE,2014-01-30 11:52:04.738000,JOYSPEZIALE,2014-01-30 11:52:04.738000
1277220,510950,2500,9903,0,userID,2014-01-30 15:48:31.807000,userID,2014-01-30 15:48:31.807000
1280349,796984,6768,9901,0,PJHEID,2015-01-27 14:56:58.339000,PJHEID,2015-01-27 14:56:58.339000
1277702,511355,2502,9945,0,PJHEID,2014-01-31 10:45:03.016000,PJHEID,2014-01-31 10:45:03.016000
1278266,511925,2503,9903,0,userID,2014-02-02 11:19:21.811000,userID,2014-02-02 11:19:21.811000
1277790,512181,2507,9945,0,JOYSPEZIALE,2014-02-03 12:00:20.656000,JOYSPEZIALE,2014-02-03 12:00:20.656000
1278481,512923,2515,9945,0,ZOEASANDY,2014-02-04 13:07:41.912000,ZOEASANDY,2014-02-04 13:07:41.912000
1277920,514057,2519,9903,0,userID,2014-02-05 18:38:16.015000,userID,2014-02-05 18:38:16.015000
1277932,515068,2524,9903,0,userID,2014-02-07 14:37:40.121000,userID,2014-02-07 14:37:40.121000
1280570,516224,2525,9902,0,userID,2014-02-10 20:00:38.538000,userID,2014-02-10 20:00:38.538000
1291342,797048,6769,9901,0,PJHEID,2015-01-27 15:26:05.269000,PJHEID,2015-01-27 15:26:05.269000
1277160,520950,2552,9902,0,userID,2014-02-14 13:57:02.892000,userID,2014-02-14 13:57:02.892000
1278349,522145,2558,9903,0,userID,2014-02-18 15:00:32.417000,userID,2014-02-18 15:00:32.417000
1277728,524202,2567,9903,0,userID,2014-02-20 15:43:54.241000,userID,2014-02-20 15:43:54.241000
1277752,524203,2568,9903,0,userID,2014-02-20 15:45:26.692000,userID,2014-02-20 15:45:26.692000
1290861,797142,6777,9903,0,NMAIER,2015-01-27 16:10:07.469000,NMAIER,2015-01-27 16:10:07.469000
1291599,797155,6779,9902,0,NMAIER,2015-01-27 16:14:21.970000,NMAIER,2015-01-27 16:14:21.970000
1003857,524209,2574,9957,0,JMLAGRO,2014-02-20 16:00:25.928000,JMLAGRO,2014-02-20 16:00:25.928000
1279317,527897,2594,9902,0,userID,2014-02-26 09:40:58.853000,userID,2014-02-26 09:40:58.853000
1282960,527977,2595,9903,0,userID,2014-02-26 10:40:21.929000,userID,2014-02-26 10:40:21.929000
1280202,532160,2609,9945,0,JUDITHSZEGEDI,2014-03-03 12:51:37.520000,JUDITHSZEGEDI,2014-03-03 12:51:37.520000
1280201,532156,2608,9945,0,JUDITHSZEGEDI,2014-03-03 12:46:39.860000,JUDITHSZEGEDI,2014-03-03 12:46:39.860000
1278368,532184,2610,9902,0,userID,2014-03-03 13:06:17.068000,userID,2014-03-03 13:06:17.068000
1280075,532241,2611,9945,0,JOYSPEZIALE,2014-03-03 13:16:43.898000,JOYSPEZIALE,2014-03-03 13:16:43.898000
1280074,532245,2612,9945,0,JOYSPEZIALE,2014-03-03 13:18:56.137000,JOYSPEZIALE,2014-03-03 13:18:56.137000
1277125,533697,2624,9902,0,userID,2014-03-04 07:43:53.579000,userID,2014-03-04 07:43:53.579000
1277515,471910,2263,9902,0,userID,2013-11-06 09:45:51.022000,userID,2013-11-06 09:45:51.022000
1279479,457034,2125,9903,0,userID,2013-09-06 13:30:59.738000,userID,2013-09-06 13:30:59.738000
1278901,463543,2140,9902,0,internalUser,2013-10-03 13:38:55.127000,internalUser,2013-10-03 13:38:55.127000
1279991,470216,2194,9902,0,userID,2013-10-30 14:01:27.231000,userID,2013-10-30 14:01:27.231000
1277060,486118,2382,9945,0,PJHEID,2013-12-19 08:27:23.367000,PJHEID,2013-12-19 08:27:23.367000
1280672,472104,2266,9902,0,userID,2013-11-06 13:31:29.227000,userID,2013-11-06 13:31:29.227000
1280659,472134,2267,9902,0,userID,2013-11-06 13:50:14.218000,userID,2013-11-06 13:50:14.218000
1281075,477311,2291,9945,0,PJHEID,2013-11-23 22:11:22.555000,PJHEID,2013-11-23 22:11:22.555000
1278955,478100,2296,9902,0,userID,2013-11-26 07:56:59.813000,userID,2013-11-26 07:56:59.813000
1279643,479913,2311,9902,0,userID,2013-11-30 20:15:51.301000,userID,2013-11-30 20:15:51.301000
1280228,480218,2312,9902,0,userID,2013-12-02 11:12:06.424000,userID,2013-12-02 11:12:06.424000
1277568,480303,2318,9902,0,userID,2013-12-02 13:46:39.303000,userID,2013-12-02 13:46:39.303000
1279630,480304,2319,9902,0,userID,2013-12-02 13:47:25.098000,userID,2013-12-02 13:47:25.098000
1278551,480480,2320,9902,0,userID,2013-12-03 06:42:28.185000,userID,2013-12-03 06:42:28.185000
1276946,480688,2323,9902,0,userID,2013-12-03 13:29:19.701000,userID,2013-12-03 13:29:19.701000
1276947,480689,2324,9902,0,JMLAGRO,2013-12-03 13:29:19.799000,JMLAGRO,2013-12-03 13:29:19.799000
1276949,480690,2325,9902,0,guestUser,2013-12-03 13:29:19.811000,guestUser,2013-12-03 13:29:19.811000
1278051,481378,2335,9903,0,userID,2013-12-05 08:46:57.431000,userID,2013-12-05 08:46:57.431000
1280432,482984,2354,9902,0,userID,2013-12-10 11:01:04.150000,userID,2013-12-10 11:01:04.150000
1281064,485398,2375,9903,0,userID,2013-12-16 14:32:51.007000,userID,2013-12-16 14:32:51.007000
1279487,485942,2376,9902,0,userID,2013-12-18 09:31:28.516000,userID,2013-12-18 09:31:28.516000
1277431,487938,2387,9903,0,userID,2013-12-30 08:36:18.884000,userID,2013-12-30 08:36:18.884000
1277431,487939,2388,9903,0,userID,2013-12-30 08:36:33.093000,userID,2013-12-30 08:36:33.093000
1280652,488022,2389,9902,0,userID,2013-12-30 13:26:10.058000,userID,2013-12-30 13:26:10.058000
1280722,491202,2408,9902,0,userID,2014-01-08 12:50:35.614000,userID,2014-01-08 12:50:35.614000
1278040,492038,2414,9902,0,userID,2014-01-09 11:28:50.698000,userID,2014-01-09 11:28:50.698000
1280567,493278,2420,9902,0,userID,2014-01-10 12:24:49.280000,userID,2014-01-10 12:24:49.280000
1278107,493372,2422,9945,0,JMLAGRO,2014-01-10 12:58:09.271000,JMLAGRO,2014-01-10 12:58:09.271000
1277860,495859,2433,9910,0,userID,2014-01-14 13:16:34.616000,userID,2014-01-14 13:16:34.616000
1281152,498830,2439,9902,0,userID,2014-01-16 15:19:44.032000,userID,2014-01-16 15:19:44.032000
1277418,501334,2447,9945,0,PJHEID,2014-01-21 15:57:42.450000,PJHEID,2014-01-21 15:57:42.450000
1277417,501338,2448,9945,0,PJHEID,2014-01-21 16:02:14.250000,PJHEID,2014-01-21 16:02:14.250000
1277420,501341,2449,9945,0,PJHEID,2014-01-21 16:04:46.707000,PJHEID,2014-01-21 16:04:46.707000
1277419,501347,2450,9945,0,PJHEID,2014-01-21 16:07:17.221000,PJHEID,2014-01-21 16:07:17.221000
1280663,514521,2523,9902,0,userID,2014-02-06 15:45:08.340000,userID,2014-02-06 15:45:08.340000
1277955,505129,2459,9902,0,userID,2014-01-26 22:42:05.104000,userID,2014-01-26 22:42:05.104000
1280186,508481,2486,9903,0,userID,2014-01-29 00:28:34.590000,userID,2014-01-29 00:28:34.590000
1282105,508482,2487,9903,0,guestUser,2014-01-29 00:28:34.651000,guestUser,2014-01-29 00:28:34.651000
1282106,508483,2488,9903,0,guestUser,2014-01-29 00:28:34.661000,guestUser,2014-01-29 00:28:34.661000
1282104,508484,2489,9903,0,guestUser,2014-01-29 00:28:34.666000,guestUser,2014-01-29 00:28:34.666000
1277784,508830,2493,9903,0,userID,2014-01-29 13:30:29.937000,userID,2014-01-29 13:30:29.937000
1277786,508831,2494,9903,0,JOYSPEZIALE,2014-01-29 13:30:29.970000,JOYSPEZIALE,2014-01-29 13:30:29.970000
1277785,508832,2495,9903,0,JOYSPEZIALE,2014-01-29 13:30:29.979000,JOYSPEZIALE,2014-01-29 13:30:29.979000
1279484,513692,2517,9903,0,userID,2014-02-05 15:58:09.825000,userID,2014-02-05 15:58:09.825000
1281869,514391,2521,9902,0,userID,2014-02-06 13:31:12.090000,userID,2014-02-06 13:31:12.090000
1280552,516861,2532,9902,0,userID,2014-02-11 12:01:28.895000,userID,2014-02-11 12:01:28.895000
1281230,516895,2533,9902,0,userID,2014-02-11 12:55:00.789000,userID,2014-02-11 12:55:00.789000
1280038,517815,2534,9903,0,userID,2014-02-12 08:33:01.393000,userID,2014-02-12 08:33:01.393000
1279988,517818,2535,9903,0,userID,2014-02-12 08:35:14.111000,userID,2014-02-12 08:35:14.111000
1280155,517824,2537,9903,0,userID,2014-02-12 08:39:13.083000,userID,2014-02-12 08:39:13.083000
1280164,517830,2539,9903,0,userID,2014-02-12 08:43:11.662000,userID,2014-02-12 08:43:11.662000
1280358,519205,2543,9903,0,userID,2014-02-13 01:54:48.910000,userID,2014-02-13 01:54:48.910000
1278818,520580,2547,9903,0,userID,2014-02-14 08:25:49.359000,userID,2014-02-14 08:25:49.359000
1277117,520655,2548,9902,0,userID,2014-02-14 10:42:01.829000,userID,2014-02-14 10:42:01.829000
1280581,520983,2553,9902,0,userID,2014-02-14 14:11:59.128000,userID,2014-02-14 14:11:59.128000
1281013,524051,2562,9902,0,userID,2014-02-20 13:34:32.773000,userID,2014-02-20 13:34:32.773000
1282740,523892,2560,9902,0,userID,2014-02-20 10:55:46.650000,userID,2014-02-20 10:55:46.650000
1281633,523924,2561,9902,0,userID,2014-02-20 11:26:38.766000,userID,2014-02-20 11:26:38.766000
1277738,524199,2564,9903,0,userID,2014-02-20 15:38:24.973000,userID,2014-02-20 15:38:24.973000
1277846,524201,2566,9903,0,userID,2014-02-20 15:40:43.817000,userID,2014-02-20 15:40:43.817000
1279734,524386,2577,9945,0,JOYSPEZIALE,2014-02-20 18:43:45.193000,JOYSPEZIALE,2014-02-20 18:43:45.193000
1279732,524389,2578,9945,0,JOYSPEZIALE,2014-02-20 18:45:45.571000,JOYSPEZIALE,2014-02-20 18:45:45.571000
1279735,524390,2579,9945,0,JOYSPEZIALE,2014-02-20 18:48:19.858000,JOYSPEZIALE,2014-02-20 18:48:19.858000
1279740,524436,2580,9945,0,JOYSPEZIALE,2014-02-20 19:15:55.493000,JOYSPEZIALE,2014-02-20 19:15:55.493000
1282975,528346,2597,9901,0,userID,2014-02-26 14:06:20.192000,userID,2014-02-26 14:06:20.192000
1282975,528347,2598,9901,0,userID,2014-02-26 14:07:57.365000,userID,2014-02-26 14:07:57.365000
1282757,529076,2599,9902,0,userID,2014-02-27 07:46:53.951000,userID,2014-02-27 07:46:53.951000
1277328,529169,2600,9902,0,userID,2014-02-27 08:53:53.693000,userID,2014-02-27 08:53:53.693000
1278729,530731,2604,9902,0,userID,2014-02-28 14:27:07.677000,userID,2014-02-28 14:27:07.677000
1279745,532871,2622,9945,0,JUDITHSZEGEDI,2014-03-03 16:06:07.622000,JUDITHSZEGEDI,2014-03-03 16:06:07.622000
1281101,534462,2626,9903,0,userID,2014-03-04 18:33:43.332000,userID,2014-03-04 18:33:43.332000
1283137,534866,2636,9903,0,userID,2014-03-05 10:33:51.866000,userID,2014-03-05 10:33:51.866000
1280798,536566,2639,9910,0,userID,2014-03-06 09:58:02.465000,userID,2014-03-06 09:58:02.465000
1282120,538097,2649,9902,0,userID,2014-03-07 16:17:13.783000,userID,2014-03-07 16:17:13.783000
1281097,538511,2650,9902,0,userID,2014-03-08 01:39:02.422000,userID,2014-03-08 01:39:02.422000
1281233,538643,2651,9945,0,JUDITHSZEGEDI,2014-03-08 14:00:08.416000,JUDITHSZEGEDI,2014-03-08 14:00:08.416000
1278727,538974,2656,9902,0,userID,2014-03-10 10:12:00.801000,userID,2014-03-10 10:12:00.801000
1282287,539389,2658,9945,0,JOYSPEZIALE,2014-03-10 16:49:02.054000,JOYSPEZIALE,2014-03-10 16:49:02.054000
1281094,539550,2659,9902,0,userID,2014-03-10 18:14:51.029000,userID,2014-03-10 18:14:51.029000
1279331,539696,2660,9902,0,userID,2014-03-11 00:46:20.001000,userID,2014-03-11 00:46:20.001000
1279729,539832,2662,9903,0,userID,2014-03-11 09:44:11.315000,userID,2014-03-11 09:44:11.315000
1280937,540425,2666,9945,0,JUDITHSZEGEDI,2014-03-11 13:42:55.035000,JUDITHSZEGEDI,2014-03-11 13:42:55.035000
1281169,541695,2669,9902,0,userID,2014-03-12 12:08:09.850000,userID,2014-03-12 12:08:09.850000
1277590,447470,2115,9910,0,userID,2013-08-13 14:53:54.765000,userID,2013-08-13 14:53:54.765000
1276799,424716,2113,9106,0,PJHEID,2013-08-06 09:45:27.121000,PJHEID,2013-08-06 09:45:27.121000
1280635,465146,2155,9902,0,internalUser,2013-10-09 10:06:54.206000,internalUser,2013-10-09 10:06:54.206000
1278526,471998,2264,9902,0,userID,2013-11-06 10:52:21.418000,userID,2013-11-06 10:52:21.418000
1278771,481423,2345,9903,0,userID,2013-12-05 10:17:48.211000,userID,2013-12-05 10:17:48.211000
1277213,472434,2269,9910,0,JMLAGRO,2013-11-07 10:44:08.510000,JMLAGRO,2013-11-07 10:44:08.510000
1278529,475104,2281,9902,0,userID,2013-11-16 14:20:08.198000,userID,2013-11-16 14:20:08.198000
1277639,475872,2289,9903,0,userID,2013-11-19 17:07:58.076000,userID,2013-11-19 17:07:58.076000
1280610,478681,2300,9902,0,INTERNALUSER,2013-11-26 18:32:55.184000,INTERNALUSER,2013-11-26 18:32:55.184000
1278825,480277,2315,9902,0,userID,2013-12-02 13:19:09.703000,userID,2013-12-02 13:19:09.703000
1278982,481385,2337,9901,0,userID,2013-12-05 09:00:19.944000,userID,2013-12-05 09:00:19.944000
1279678,481387,2340,9902,0,INTERNALUSER,2013-12-05 09:07:10.794000,INTERNALUSER,2013-12-05 09:07:10.794000
1279678,481388,2341,9901,0,userID,2013-12-05 09:07:25.734000,userID,2013-12-05 09:07:25.734000
1281084,482089,2349,9903,0,userID,2013-12-06 09:31:49.517000,userID,2013-12-06 09:31:49.517000
1278600,482121,2351,9903,0,userID,2013-12-06 11:08:58.591000,userID,2013-12-06 11:08:58.591000
1278065,487681,2386,9902,0,userID,2013-12-27 12:32:30.282000,userID,2013-12-27 12:32:30.282000
1276862,471203,2368,9902,0,B-Prov-Letters+8322617.00,2013-12-13 09:40:16.803000,JMLAGRO,2013-12-13 09:40:16.803000
1281296,484663,2371,9902,0,userID,2013-12-13 11:19:47.143000,userID,2013-12-13 11:19:47.143000
1280611,488025,2392,9902,0,userID,2013-12-30 13:47:13.662000,userID,2013-12-30 13:47:13.662000
1280616,488026,2393,9902,0,userID,2013-12-30 13:50:39.615000,userID,2013-12-30 13:50:39.615000
1280993,491233,2409,9902,0,userID,2014-01-08 12:57:54.854000,userID,2014-01-08 12:57:54.854000
1280998,491234,2410,9902,0,JMLAGRO,2014-01-08 12:57:54.897000,JMLAGRO,2014-01-08 12:57:54.897000
1280602,492016,2413,9902,0,userID,2014-01-09 11:12:35.936000,userID,2014-01-09 11:12:35.936000
1280561,492160,2415,9902,0,userID,2014-01-09 13:04:33.141000,userID,2014-01-09 13:04:33.141000
1281528,492194,2416,9902,0,userID,2014-01-09 13:38:35.142000,userID,2014-01-09 13:38:35.142000
1277211,492734,2418,9945,0,JMLAGRO,2014-01-10 08:05:27.742000,JMLAGRO,2014-01-10 08:05:27.742000
1280695,494650,2424,9903,0,userID,2014-01-13 08:51:15.337000,userID,2014-01-13 08:51:15.337000
1280661,494810,2430,9902,0,userID,2014-01-13 12:56:34.596000,userID,2014-01-13 12:56:34.596000
1276891,499192,2440,9945,0,JMLAGRO,2014-01-17 10:02:33.652000,JMLAGRO,2014-01-17 10:02:33.652000
1276889,499193,2441,9945,0,JMLAGRO,2014-01-17 10:03:44.882000,JMLAGRO,2014-01-17 10:03:44.882000
1276887,499194,2442,9945,0,JMLAGRO,2014-01-17 10:04:46.610000,JMLAGRO,2014-01-17 10:04:46.610000
1277778,508701,2491,9903,0,userID,2014-01-29 12:49:57.975000,userID,2014-01-29 12:49:57.975000
1277775,508225,2479,9903,0,userID,2014-01-28 17:03:46.447000,userID,2014-01-28 17:03:46.447000
1281753,508233,2482,9903,0,userID,2014-01-28 17:07:12.108000,userID,2014-01-28 17:07:12.108000
1277779,508702,2492,9903,0,JOYSPEZIALE,2014-01-29 12:49:58.014000,JOYSPEZIALE,2014-01-29 12:49:58.014000
1281556,514503,2522,9903,0,userID,2014-02-06 15:09:49.840000,userID,2014-02-06 15:09:49.840000
1276915,512733,2513,9902,0,userID,2014-02-04 10:28:39.778000,userID,2014-02-04 10:28:39.778000
1281418,516258,2527,9945,0,JMLAGRO,2014-02-11 08:07:13.510000,JMLAGRO,2014-02-11 08:07:13.510000
1281421,516259,2528,9945,0,JMLAGRO,2014-02-11 08:08:27.045000,JMLAGRO,2014-02-11 08:08:27.045000
1281420,516260,2529,9945,0,JMLAGRO,2014-02-11 08:09:55.771000,JMLAGRO,2014-02-11 08:09:55.771000
1277137,520725,2549,9902,0,userID,2014-02-14 12:02:36.166000,userID,2014-02-14 12:02:36.166000
1277083,520909,2551,9903,0,userID,2014-02-14 13:50:55.035000,userID,2014-02-14 13:50:55.035000
1278683,526709,2588,9903,0,userID,2014-02-25 12:00:36.842000,userID,2014-02-25 12:00:36.842000
1281512,527834,2591,9903,0,userID,2014-02-26 08:57:57.333000,userID,2014-02-26 08:57:57.333000
1281516,527836,2593,9903,0,userID,2014-02-26 09:02:12.847000,userID,2014-02-26 09:02:12.847000
1282971,528230,2596,9902,0,userID,2014-02-26 13:11:21.546000,userID,2014-02-26 13:11:21.546000
1282770,531771,2606,9902,0,userID,2014-03-02 11:49:21.454000,userID,2014-03-02 11:49:21.454000
1280275,532786,2621,9902,0,userID,2014-03-03 15:44:39.958000,userID,2014-03-03 15:44:39.958000
1282454,536866,2641,9902,0,userID,2014-03-06 15:13:12.580000,userID,2014-03-06 15:13:12.580000
1282515,536867,2642,9902,0,userID,2014-03-06 15:16:55.282000,userID,2014-03-06 15:16:55.282000
1281706,537782,2648,9945,0,PJHEID,2014-03-07 12:32:17.202000,PJHEID,2014-03-07 12:32:17.202000
1278582,539988,2663,9903,0,userID,2014-03-11 11:00:45.701000,userID,2014-03-11 11:00:45.701000
1280938,540390,2665,9945,0,JUDITHSZEGEDI,2014-03-11 13:33:58.310000,JUDITHSZEGEDI,2014-03-11 13:33:58.310000
1279446,454843,2121,9902,0,userID,2013-08-29 15:29:55.544000,userID,2013-08-29 15:29:55.544000
1277704,454946,2122,9903,0,userID,2013-08-29 16:07:37.628000,userID,2013-08-29 16:07:37.628000
1277626,454947,2123,9903,0,PJHEID,2013-08-29 16:07:37.684000,PJHEID,2013-08-29 16:07:37.684000
1277705,454948,2124,9903,0,PJHEID,2013-08-29 16:07:37.694000,PJHEID,2013-08-29 16:07:37.694000
1279808,461274,2135,9902,0,internalUser,2013-09-25 14:20:19.017000,internalUser,2013-09-25 14:20:19.017000
1278879,463491,2138,9902,0,internalUser,2013-10-03 12:41:53.665000,internalUser,2013-10-03 12:41:53.665000
1277573,463333,2136,9902,0,internalUser,2013-10-03 09:14:22.147000,internalUser,2013-10-03 09:14:22.147000
1278879,465178,2162,9902,0,userID,2013-10-09 10:34:47.977000,userID,2013-10-09 10:34:47.977000
1280632,465175,2159,9902,0,userID,2013-10-09 10:31:35.937000,userID,2013-10-09 10:31:35.937000
1280635,465177,2161,9902,0,userID,2013-10-09 10:32:33.422000,userID,2013-10-09 10:32:33.422000
1278892,465180,2164,9902,0,userID,2013-10-09 10:35:34.842000,userID,2013-10-09 10:35:34.842000
1280628,465231,2167,9902,0,userID,2013-10-09 11:09:48.007000,userID,2013-10-09 11:09:48.007000
