p_sys_id,p_acptnc_sk,p_acptnc_cd,p_acptnc_dt,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1204029,1000187,01,2009-12-23,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1204030,1000188,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1204030,1000189,01,2010-04-22,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1204031,1000190,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1204031,1000191,01,2010-06-15,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153915,1000192,04,2012-01-01,1,MMANYGUNS,2015-03-05 14:42:41.395000,Provider Conversion,2013-03-28 03:57:50.000000
1153915,1000193,01,1990-01-01,1,MMANYGUNS,2015-03-05 14:42:41.395000,Provider Conversion,2013-03-28 03:57:50.000000
1204032,1000194,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1204032,1000195,01,2009-11-12,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1204033,1000196,04,2010-07-27,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1204033,1000197,01,2010-07-26,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000000,1000198,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000000,1000199,01,2010-09-06,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000001,1000200,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000001,1000201,01,2009-12-03,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153916,1000202,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153916,1000203,01,1977-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153917,1000204,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153917,1000205,01,1984-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000002,1000206,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000002,1000207,01,2010-08-23,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000003,1000208,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000003,1000209,01,2010-10-05,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000004,1000210,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000004,1000211,01,2010-05-14,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000005,1000212,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000005,1000213,01,2010-11-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000006,1000214,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000006,1000215,01,2010-07-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000007,1000216,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000007,1000217,01,2010-06-10,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000008,1000218,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000008,1000219,01,2010-08-26,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000009,1000220,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000009,1000221,01,2010-06-16,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000010,1000222,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000010,1000223,01,2010-08-26,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000011,1000224,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000011,1000225,01,2010-08-04,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000012,1000226,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000012,1000227,01,2010-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000013,1000228,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000013,1000229,01,2010-08-10,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000014,1000230,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000014,1000231,01,2010-10-25,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153918,1000232,04,2011-07-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153918,1000233,01,1977-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000015,1000234,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000015,1000235,01,2010-12-04,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153919,1000236,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153919,1000237,01,1980-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000016,1000238,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000016,1000239,01,2010-08-06,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000017,1000240,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000017,1000241,01,2010-11-16,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000018,1000242,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000018,1000243,01,2010-08-20,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153920,1000244,04,2011-12-11,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153920,1000245,01,1977-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000019,1000246,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000019,1000247,01,2010-07-09,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000020,1000248,04,2013-09-30,1,MMANYGUNS,2015-03-10 12:04:55.400000,Provider Conversion,2013-03-28 03:57:50.000000
1000020,1000249,01,2010-06-01,1,MMANYGUNS,2015-03-10 12:04:55.400000,Provider Conversion,2013-03-28 03:57:50.000000
1000021,1000250,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000021,1000251,01,2010-08-13,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000022,1000252,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000022,1000253,01,2010-08-08,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000023,1000254,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000023,1000255,01,2010-07-22,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000024,1000256,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000024,1000257,01,2010-08-21,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000025,1000258,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000025,1000259,01,2010-11-24,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000026,1000260,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000026,1000261,01,2010-10-12,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000027,1000262,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000027,1000263,01,2010-11-20,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000028,1000264,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000028,1000265,01,2011-02-23,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153921,1000266,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153921,1000267,01,1977-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000029,1000268,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000029,1000269,01,2010-11-09,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000030,1000270,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000030,1000271,01,2010-10-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000031,1000272,04,2013-09-30,7,THENDERSON,2015-08-21 10:56:02.896000,Provider Conversion,2013-03-28 03:57:50.000000
1000031,1000273,01,2010-07-22,7,THENDERSON,2015-08-21 10:56:02.897000,Provider Conversion,2013-03-28 03:57:50.000000
1153922,1000274,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153922,1000275,01,1977-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000032,1000276,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000032,1000277,01,2010-09-09,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000033,1000278,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000033,1000279,01,2011-01-16,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000034,1000280,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000034,1000281,01,2010-12-23,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000035,1000282,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000035,1000283,01,2011-01-31,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153923,1000284,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1153923,1000285,01,1977-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000036,1000286,04,2013-09-30,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000036,1000287,01,2011-03-19,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000037,1000288,04,2012-01-01,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
1000037,1000289,01,2010-10-18,0,Provider Conversion,2013-03-28 03:57:50.000000,Provider Conversion,2013-03-28 03:57:50.000000
