p_sys_id,p_bkup_whold_ind,p_1st_bnote_dt,p_1st_bnote_yr_num,p_2nd_bnote_dt,p_2nd_bnote_yr_num,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1277247,W,,,,,4,JMLAGRO,2015-01-26 08:58:05.654000,JMLAGRO,2013-11-04 13:56:53.024000
1277246,W,,,,,4,JMLAGRO,2015-01-26 08:58:28.345000,JMLAGRO,2013-11-04 13:58:40.012000
1277245,W,,,,,4,JMLAGRO,2015-01-26 08:58:51.633000,JMLAGRO,2013-11-04 14:00:31.170000
1277244,W,,,,,5,JMLAGRO,2015-05-20 07:27:39.554000,JMLAGRO,2013-11-04 14:02:06.649000
1277317,W,,,,,3,JMLAGRO,2015-01-26 11:24:09.527000,PJHEID,2013-11-05 15:57:16.677000
1277315,W,,,,,3,JMLAGRO,2015-01-26 11:24:28.373000,PJHEID,2013-11-05 15:59:21.573000
1181241,W,,,,,11,SMCNEIL,2016-01-11 11:04:24.214000,KRBACKMAN,2013-11-22 15:45:36.386000
1164558,W,,,,,1,KARINARUIZ,2014-11-19 13:29:45.679000,PJHEID,2013-11-23 17:04:54.881000
1280191,W,,,,,3,JMLAGRO,2015-01-23 09:51:56.952000,PJHEID,2013-11-23 21:54:17.644000
1001669,W,,,,,24,SERNANO,2022-11-03 05:05:22.059000,PJHEID,2013-11-23 22:55:21.419000
1280481,W,,,,,4,MLMOOS,2019-02-19 11:54:29.376000,PJHEID,2013-11-24 09:21:04.188000
1280483,W,,,,,3,MLMOOS,2019-02-19 11:54:07.859000,PJHEID,2013-11-24 09:23:27.307000
1280443,W,,,,,24,JODYTAYLOR,2023-03-08 08:27:56.542000,PJHEID,2013-11-24 09:26:45.139000
1280758,W,,,,,16,ANNDOLL,2018-11-13 12:38:14.626000,PJHEID,2013-11-24 15:19:12.539000
1280981,W,,,,,2,JMLAGRO,2015-01-21 06:50:54.176000,PJHEID,2013-11-25 08:58:30.890000
1001198,W,,,,,9,JMLAGRO,2015-06-11 11:13:56.371000,PJHEID,2013-11-26 17:14:56.746000
1160704,W,,,,,9,KMELTZER,2020-05-20 13:14:20.622000,PJHEID,2013-11-26 17:37:41.664000
1279498,W,,,,,9,JASTONE,2017-04-28 13:35:37.537000,PJHEID,2013-11-26 20:58:44.224000
1154042,W,,,,,31,ANDOLL,2023-09-07 15:20:20.364000,MGUDMUNSEN,2013-11-27 10:09:51.948000
1277781,W,,,,,0,PJHEID,2013-11-27 14:48:22.331000,PJHEID,2013-11-27 14:48:22.331000
1277780,W,,,,,1,PJHEID,2013-11-27 14:52:36.370000,PJHEID,2013-11-27 14:51:51.993000
1004148,W,,,,,11,HOFFMANNLIZA,2023-12-26 15:23:46.559000,PJHEID,2013-11-29 16:26:46.361000
1001255,W,,,,,28,KAMELTZER,2023-01-13 15:37:01.885000,PJHEID,2013-11-29 17:02:10.771000
1003284,W,,,,,13,JODYTAYLOR,2023-03-21 09:09:04.071000,PJHEID,2013-11-29 17:18:21.131000
1003888,W,,,,,3,MLMOOS,2019-02-19 12:19:15.343000,PJHEID,2013-11-30 11:33:48.865000
1281141,W,,,,,31,KAMELTZER,2023-07-10 11:08:02.240000,PJHEID,2013-12-01 09:26:02.034000
1281176,W,,,,,13,JJUVE,2023-06-02 12:00:42.794000,PJHEID,2013-12-01 09:39:57.526000
1192814,W,,,,,4,JMLAGRO,2014-05-19 10:26:15.483000,PJHEID,2013-12-01 09:55:42.473000
1160791,W,,,,,2,KMELTZER,2020-05-20 13:28:58.194000,JMLAGRO,2013-12-02 13:21:46.271000
1278353,W,,,,,11,TSTREET,2023-02-17 17:19:07.557000,JMLAGRO,2013-12-04 11:03:09.071000
1280370,W,,,,,20,BYANCY,2023-02-21 12:05:27.823000,PJHEID,2013-12-05 19:35:26.701000
1165979,W,,,,,11,KMELTZER,2020-05-21 15:09:51.645000,PJHEID,2013-12-07 13:24:57.701000
1204255,W,,,,,2,CAROLREEVES,2015-06-24 11:30:00.659000,PJHEID,2013-12-09 09:07:17.432000
1001403,W,,,,,7,JMLAGRO,2015-06-11 11:18:08.159000,PJHEID,2013-12-09 09:08:35.725000
1280837,W,,,,,10,ANNDOLL,2020-08-03 16:00:20.881000,PJHEID,2013-12-11 16:10:14.560000
1277413,W,,,,,3,JMLAGRO,2013-12-12 07:10:33.618000,JMLAGRO,2013-12-12 07:08:23.430000
1277415,W,,,,,3,JMLAGRO,2013-12-12 07:13:29.267000,JMLAGRO,2013-12-12 07:12:42.249000
1277414,W,,,,,3,JMLAGRO,2013-12-12 07:14:45.026000,JMLAGRO,2013-12-12 07:14:03.875000
1277380,W,,,,,3,JMLAGRO,2013-12-12 07:37:11.673000,JMLAGRO,2013-12-12 07:36:27.608000
1277379,W,,,,,3,JMLAGRO,2013-12-12 07:38:33.837000,JMLAGRO,2013-12-12 07:37:49.193000
1277382,W,,,,,2,JMLAGRO,2013-12-12 07:39:48.578000,JMLAGRO,2013-12-12 07:39:11.483000
1277381,W,,,,,2,JMLAGRO,2013-12-12 07:40:59.273000,JMLAGRO,2013-12-12 07:40:26.119000
1277359,W,,,,,2,JMLAGRO,2013-12-12 09:58:45.762000,JMLAGRO,2013-12-12 09:58:09.015000
1277360,W,,,,,2,JMLAGRO,2013-12-12 10:02:01.432000,JMLAGRO,2013-12-12 10:01:28.940000
1276896,W,,,,,2,JMLAGRO,2013-12-13 09:43:54.493000,JMLAGRO,2013-12-13 09:43:01.965000
1280303,W,,,,,4,JMLAGRO,2015-01-22 11:33:27.578000,JMLAGRO,2013-12-13 15:19:03.310000
1281377,W,,,,,11,JMLAGRO,2015-02-18 13:20:47.507000,PJHEID,2013-12-18 12:58:15.882000
1278325,W,,,,,7,JMLAGRO,2015-02-06 15:37:50.156000,PJHEID,2013-12-19 09:36:22.837000
1280389,W,,,,,11,JASTONE,2018-12-08 08:25:29.179000,JMLAGRO,2013-12-30 12:39:06.970000
1000539,W,,,,,20,CDTAYLOR,2022-11-30 14:50:14.957000,JMLAGRO,2013-12-30 13:36:56.492000
1281095,W,,,,,15,TWOLF,2016-04-11 08:41:18.306000,NMAIER,2014-01-06 13:43:14.938000
1173018,W,,,,,10,SLSCHAAF,2019-04-01 10:48:05.513000,NMAIER,2014-01-06 13:53:40.596000
1002544,W,,,,,24,TWOLF,2016-06-23 15:46:37.789000,NMAIER,2014-01-06 13:58:16.736000
1279394,W,,,,,4,SMCNEIL,2015-08-06 10:43:57.472000,NMAIER,2014-01-06 14:15:20.265000
1002788,W,,,,,21,TWOLF,2016-07-12 10:44:41.243000,NMAIER,2014-01-06 14:22:04.624000
1281204,W,,,,,12,LBARKER,2014-12-22 15:15:16.279000,NMAIER,2014-01-07 09:40:45.441000
1002863,W,,,,,2,NMAIER,2014-01-07 09:48:57.231000,NMAIER,2014-01-07 09:44:29.323000
1167648,W,,,,,17,AMANDAREGISTER,2023-03-14 14:37:18.316000,PJHEID,2014-01-14 16:06:18.549000
1280943,W,,,,,2,MLMOOS,2018-11-24 18:27:57.087000,JMLAGRO,2014-01-15 13:33:27.758000
1169989,W,,,,,10,JJUVE,2023-03-22 10:21:07.826000,PJHEID,2014-01-16 15:24:48.338000
1169766,W,,,,,8,MESYLVESTER,2023-03-31 15:11:21.307000,PJHEID,2014-01-20 11:16:47.445000
1003581,W,,,,,23,KAMELTZER,2023-03-21 09:46:30.118000,PJHEID,2014-01-20 16:19:27.795000
1004035,W,,,,,18,KAMELTZER,2026-01-06 13:16:14.988000,PJHEID,2014-01-20 19:59:45.928000
1186303,W,,,,,49,ANDOLL,2023-03-02 16:16:17.621000,JMLAGRO,2014-01-22 10:42:12.965000
1277237,W,,,,,17,JODYTAYLOR,2021-06-01 13:36:37.749000,PJHEID,2014-01-24 08:04:06.587000
1281147,W,,,,,16,NAAMACHARLES,2021-08-10 14:51:53.127000,PJHEID,2014-01-28 22:16:10.464000
1175153,W,,,,,2,SMCNEIL,2016-01-11 15:08:40.492000,SLSCHAAF,2014-01-31 09:13:20.417000
1001031,W,,,,,9,MLMOOS,2019-02-11 19:20:50.318000,PJHEID,2014-01-31 10:33:52.090000
1277702,W,,,,,2,MLMOOS,2019-02-23 17:49:47.209000,PJHEID,2014-01-31 10:44:13.936000
1185530,W,,,,,23,HRJOHNSON,2025-11-21 06:29:59.116000,JMLAGRO,2014-02-02 11:36:56.538000
1190930,W,,,,,14,JJUVE,2022-11-10 10:23:12.739000,JMLAGRO,2014-02-02 11:38:51.697000
1003108,W,,,,,15,JJUVE,2022-11-10 09:26:26.742000,JMLAGRO,2014-02-02 11:39:42.956000
1188390,W,,,,,25,DMOCK,2023-06-08 14:04:28.026000,JMLAGRO,2014-02-02 11:40:43.080000
1184949,W,,,,,15,KMELTZER,2020-05-25 10:16:56.775000,JMLAGRO,2014-02-02 11:41:28.731000
1277790,W,,,,,2,JOYSPEZIALE,2014-02-03 12:00:20.668000,JOYSPEZIALE,2014-02-03 11:58:06.896000
1277789,W,,,,,2,JOYSPEZIALE,2014-02-03 12:02:26.368000,JOYSPEZIALE,2014-02-03 12:01:01.614000
1003552,W,,,,,10,JODYTAYLOR,2023-06-09 07:59:43.921000,JUDITHSZEGEDI,2014-02-03 16:11:52.323000
1278481,W,,,,,2,ZOEASANDY,2014-02-04 13:07:41.929000,ZOEASANDY,2014-02-04 13:03:32.141000
1279056,W,,,,,13,JMLAGRO,2015-05-18 11:21:41.752000,JMLAGRO,2014-02-04 15:58:11.298000
1279055,W,,,,,10,JMLAGRO,2015-05-18 11:22:54.408000,JMLAGRO,2014-02-04 15:59:01.666000
1276858,W,,,,,15,AMANDAREGISTER,2022-11-17 11:41:55.737000,JMLAGRO,2014-02-11 07:58:59.821000
1281418,W,,,,,2,JMLAGRO,2014-02-11 08:07:13.526000,JMLAGRO,2014-02-11 08:06:37.665000
1172760,W,,,,,1,TWOLF,2015-02-06 13:23:49.736000,KRBACKMAN,2014-02-13 07:49:51.097000
1002651,W,,,,,8,SLSCHAAF,2018-02-15 15:49:09.772000,KRBACKMAN,2014-02-13 07:50:07.187000
1281924,W,,,,,10,HOFFMANNLIZA,2023-12-13 13:25:41.083000,KRBACKMAN,2014-02-13 07:50:22.085000
1002643,W,,,,,1,KRBACKMAN,2013-04-12 11:16:55.056000,KRBACKMAN,2013-04-12 11:16:22.819000
1278143,W,,,,,38,ANDOLL,2023-06-30 08:18:45.814000,JMLAGRO,2013-07-02 15:28:23.861000
1277907,W,,,,,14,PRAYFORDALLEN,2022-08-04 11:53:00.616000,JMLAGRO,2013-07-18 10:52:07.411000
1277877,W,,,,,27,GVELEZ,2022-08-29 18:06:26.296000,JMLAGRO,2013-07-18 10:52:38.929000
1277310,W,,,,,15,JASTONE,2018-07-18 10:59:03.878000,JMLAGRO,2013-07-18 10:54:19.393000
1277976,W,,,,,28,ANDOLL,2024-04-17 14:14:50.519000,JMLAGRO,2013-07-18 10:54:46.726000
1277769,W,,,,,17,JWALTON,2022-10-31 14:58:00.070000,JMLAGRO,2013-07-18 10:55:43.844000
1278245,W,,,,,28,HRJOHNSON,2025-12-19 08:02:35.762000,JMLAGRO,2013-07-18 10:55:59.823000
1182888,W,,,,,5,KMELTZER,2020-05-25 08:39:51.229000,JMLAGRO,2013-08-06 12:48:13.544000
1193638,W,,,,,10,KMELTZER,2020-05-25 17:07:27.260000,JMLAGRO,2013-10-02 14:44:15.917000
1156261,W,,,,,12,CDTAYLOR,2022-11-02 15:48:56.123000,JMLAGRO,2013-10-03 09:42:53.372000
1192735,W,,,,,0,JMLAGRO,2013-10-07 15:11:48.531000,JMLAGRO,2013-10-07 15:11:48.531000
1158679,W,,,,,6,JASTONE,2018-08-16 09:03:35.207000,JMLAGRO,2013-10-09 09:57:23.007000
1001549,W,,,,,37,schilakala,2026-07-15 05:47:01.021000,JMLAGRO,2013-11-08 09:39:08.698000
1279878,W,,,,,6,PJHEID,2015-03-12 10:58:35.132000,JMLAGRO,2013-11-08 15:31:29.922000
1182640,W,,,,,1,SHERSAYLER,2014-03-30 14:18:38.266000,PJHEID,2013-11-08 15:38:28.655000
1280651,W,,,,,5,JMLAGRO,2015-01-23 09:32:27.054000,JMLAGRO,2013-11-13 11:31:56.943000
1004048,W,,,,,6,KMELTZER,2020-05-18 14:24:29.191000,PJHEID,2013-11-23 09:22:34.514000
1281025,W,,,,,15,HRJOHNSON,2025-03-14 12:46:24.612000,PJHEID,2013-11-23 12:59:58.185000
1159842,W,,,,,14,CKRAFT,2016-06-13 14:30:28.418000,PJHEID,2013-11-23 13:04:39.298000
1166729,W,,,,,4,JMLAGRO,2015-02-05 15:28:37.630000,PJHEID,2013-11-23 13:15:31.960000
1280311,W,,,,,16,AYARBROUGH,2018-07-19 15:53:55.627000,PJHEID,2013-11-23 13:19:45.177000
1187985,W,,,,,15,AVFAUL,2020-05-19 08:24:39.506000,PJHEID,2013-11-23 15:54:41.194000
1001537,W,,,,,6,KAMELTZER,2025-11-13 12:32:38.239000,PJHEID,2013-11-23 16:05:11.471000
1280190,W,,,,,2,JMLAGRO,2015-01-23 09:52:20.332000,PJHEID,2013-11-23 21:57:41.441000
1280189,W,,,,,10,ANNDOLL,2019-01-07 16:36:34.923000,PJHEID,2013-11-23 22:02:11.201000
1278304,W,,,,,11,TMCNEIL,2023-01-26 16:05:19.363000,PJHEID,2013-11-24 13:48:51.574000
1280489,W,,,,,8,ZULEIMARUIZ,2015-07-16 09:05:15.155000,PJHEID,2013-11-29 14:58:12.047000
1277743,W,,,,,15,MLMOOS,2018-12-04 16:50:49.911000,PJHEID,2013-12-03 15:17:16.882000
1281349,W,,,,,34,DEDEMILLS,2025-07-03 05:34:27.500000,PJHEID,2013-12-05 20:54:01.942000
1279173,W,,,,,10,CAROLREEVES,2015-07-14 16:17:47.816000,PJHEID,2013-12-05 22:25:20.810000
1161636,W,,,,,18,JODYTAYLOR,2023-10-02 15:00:04.669000,PJHEID,2013-12-06 12:20:14.867000
1277060,W,,,,,2,PJHEID,2013-12-19 08:27:23.383000,PJHEID,2013-12-19 08:23:18.744000
1190754,W,,,,,4,MMANYGUNS,2015-08-03 13:00:59.743000,PJHEID,2013-12-19 08:32:06.112000
1279993,W,,,,,12,MLMOOS,2019-02-11 18:03:14.314000,PJHEID,2014-01-02 14:56:40.768000
1168505,W,,,,,14,TMCNEIL,2023-02-21 09:54:50.181000,PJHEID,2014-01-06 10:11:22.220000
1173037,W,,,,,0,NMAIER,2014-01-06 15:38:44.898000,NMAIER,2014-01-06 15:38:44.898000
1277331,W,,,,,4,JMLAGRO,2015-01-21 06:53:56.498000,JMLAGRO,2014-01-09 08:36:56.214000
1277211,W,,,,,3,JMLAGRO,2014-01-10 08:05:27.755000,JMLAGRO,2014-01-10 08:04:19.309000
1278107,W,,,,,2,JMLAGRO,2014-01-10 12:58:09.288000,JMLAGRO,2014-01-10 12:57:26.311000
1187023,W,,,,,19,TONIWORKMAN,2023-08-29 07:32:25.975000,JOYSPEZIALE,2014-01-17 12:48:59.965000
1176075,W,,,,,9,TWOLF,2014-10-13 15:55:42.104000,TWOLF,2014-01-17 14:09:27.048000
1176040,W,,,,,2,NMAIER,2015-05-08 13:57:33.182000,TWOLF,2014-01-17 14:13:41.641000
1277418,W,,,,,3,PJHEID,2014-01-21 15:57:42.464000,PJHEID,2014-01-21 15:53:04.055000
1277420,W,,,,,2,PJHEID,2014-01-21 16:04:46.720000,PJHEID,2014-01-21 16:03:47.902000
1277419,W,,,,,2,PJHEID,2014-01-21 16:07:17.235000,PJHEID,2014-01-21 16:06:22.449000
1281148,W,,,,,2,PJHEID,2014-01-28 22:12:14.097000,PJHEID,2014-01-28 22:09:21.716000
1282418,W,,,,,7,RRUD,2019-05-02 08:33:54.497000,SLSCHAAF,2014-01-29 15:59:06.882000
1165985,W,,,,,14,MLMOOS,2020-03-05 09:07:36.763000,PJHEID,2014-01-31 13:22:39.361000
1279864,W,,,,,7,MLMOOS,2019-02-23 17:52:41.696000,PJHEID,2014-01-31 13:25:32.676000
1000160,W,,,,,12,KMELTZER,2020-05-12 12:18:45.450000,PJHEID,2014-02-02 23:25:38.680000
1157789,W,,,,,9,JJUVE,2023-03-24 13:40:39.267000,JUDITHSZEGEDI,2014-02-05 12:36:32.209000
1281889,W,,,,,6,SLSCHAAF,2017-10-23 09:28:18.554000,KRBACKMAN,2014-02-13 07:50:36.419000
1173703,W,,,,,32,TOMEYER,2023-12-21 09:05:21.215000,KRBACKMAN,2014-02-13 07:50:52.291000
1174357,W,,,,,18,TMCDONNELL,2023-08-28 08:16:48.741000,KRBACKMAN,2014-02-13 07:51:10.647000
1180408,W,,,,,5,TWOLF,2015-02-13 14:14:56.481000,KRBACKMAN,2014-02-13 07:51:26.472000
1175919,W,,,,,7,KMELTZER,2020-05-24 15:58:28.239000,KRBACKMAN,2014-02-13 07:51:51.711000
1281905,W,,,,,1,SMCNEIL,2015-10-30 13:11:27.355000,KRBACKMAN,2014-02-13 07:52:19.069000
1175369,W,,,,,10,SLSCHAAF,2017-10-23 09:41:22.621000,KRBACKMAN,2014-02-13 07:52:40.123000
1281911,W,,,,,8,SLSCHAAF,2018-03-09 13:41:35.617000,KRBACKMAN,2014-02-13 07:52:55.177000
1181091,W,,,,,2,TWOLF,2015-03-16 16:30:03.675000,KRBACKMAN,2014-02-13 07:53:09.895000
1281916,W,,,,,4,TWOLF,2015-05-22 16:06:40.290000,KRBACKMAN,2014-02-13 07:53:25.810000
1181191,W,,,,,1,TWOLF,2015-02-06 13:21:43.726000,KRBACKMAN,2014-02-13 07:53:51.914000
1177946,W,,,,,6,SLSCHAAF,2016-09-30 08:36:04.982000,KRBACKMAN,2014-02-13 07:54:08.385000
1176670,W,,,,,2,LBARKER,2015-01-02 11:24:34.046000,KRBACKMAN,2014-02-13 07:54:26.557000
1281923,W,,,,,2,SMCNEIL,2015-08-14 09:16:41.901000,KRBACKMAN,2014-02-13 07:55:04.804000
1180330,W,,,,,4,SMCNEIL,2015-04-11 14:11:55.765000,KRBACKMAN,2014-02-13 07:55:22.835000
1281927,W,,,,,1,SLSCHAAF,2019-06-18 12:58:17.737000,KRBACKMAN,2014-02-13 07:55:41.349000
1175929,W,,,,,9,TMCDONNELL,2022-09-15 13:43:17.768000,KRBACKMAN,2014-02-13 07:55:54.910000
1002430,W,,,,,20,TMCDONNELL,2024-03-04 13:12:00.683000,KRBACKMAN,2014-02-13 07:56:09.842000
1281931,W,,,,,8,SLSCHAAF,2018-12-10 11:01:42.190000,KRBACKMAN,2014-02-13 07:56:25.664000
1281932,W,,,,,7,SMCNEIL,2016-04-18 13:41:08.181000,KRBACKMAN,2014-02-13 07:56:37.836000
1002261,W,,,,,8,KMELTZER,2020-05-14 11:56:39.715000,KRBACKMAN,2014-02-13 07:56:50.814000
1176878,W,,,,,10,DMOCK,2021-12-10 07:39:43.325000,KRBACKMAN,2014-02-13 07:57:07.502000
1173783,W,,,,,1,SLSCHAAF,2017-09-01 08:32:42.622000,KRBACKMAN,2014-02-13 07:57:23.480000
1001855,W,,,,,2,TWOLF,2014-03-13 15:42:34.289000,KRBACKMAN,2014-02-13 07:58:00.066000
1180417,W,,,,,4,TWOLF,2016-06-09 11:10:49.593000,KRBACKMAN,2014-02-13 07:58:14.261000
1281943,W,,,,,6,TWOLF,2015-06-16 12:16:04.025000,KRBACKMAN,2014-02-13 07:58:28.432000
1002029,W,,,,,5,SLSCHAAF,2018-06-25 09:26:58.830000,KRBACKMAN,2014-02-13 07:58:40.709000
1204618,W,,,,,4,TWOLF,2016-08-01 10:19:28.494000,KRBACKMAN,2014-02-13 07:58:53.531000
1002296,W,,,,,9,SLSCHAAF,2016-12-02 14:05:14.464000,KRBACKMAN,2014-02-13 07:59:19.330000
1176895,W,,,,,14,TOMEYER,2023-10-12 15:23:43.214000,KRBACKMAN,2014-02-13 07:59:36.580000
1002341,W,,,,,9,TWOLF,2016-03-23 16:23:08.691000,KRBACKMAN,2014-02-13 07:59:50.671000
1172337,W,,,,,18,JSCHICK,2021-03-29 14:43:07.015000,KRBACKMAN,2014-02-13 08:00:14.030000
1181243,W,,,,,7,TWOLF,2016-03-18 10:09:25.616000,KRBACKMAN,2014-02-13 08:00:30.097000
1281955,W,,,,,18,LWICK,2025-12-15 08:57:01.379000,KRBACKMAN,2014-02-13 08:00:54.034000
1281958,W,,,,,10,TWOLF,2014-10-20 15:27:08.792000,KRBACKMAN,2014-02-13 08:01:05.949000
1002124,W,,,,,3,LBARKER,2014-12-23 14:14:17.380000,KRBACKMAN,2014-02-13 08:01:19.943000
1002467,W,,,,,2,LBARKER,2014-12-23 14:15:11.837000,KRBACKMAN,2014-02-13 08:01:33.800000
1002839,W,,,,,2,TWOLF,2015-01-05 14:50:07.513000,KRBACKMAN,2014-02-13 08:01:50.198000
1281964,W,,,,,4,TWOLF,2014-11-25 11:11:56.692000,KRBACKMAN,2014-02-13 08:02:08.647000
1173594,W,,,,,10,RRUD,2023-11-13 13:56:41.622000,KRBACKMAN,2014-02-13 08:02:21.584000
1002431,W,,,,,10,SLSCHAAF,2019-08-12 12:57:07.735000,KRBACKMAN,2014-02-13 08:02:36.117000
1002798,W,,,,,3,TWOLF,2014-11-24 14:46:14.505000,KRBACKMAN,2014-02-13 08:03:01.461000
1281970,W,,,,,8,SLSCHAAF,2019-04-16 09:41:25.175000,KRBACKMAN,2014-02-13 08:03:20.650000
1176817,W,,,,,5,TWOLF,2015-06-16 10:43:56.053000,KRBACKMAN,2014-02-13 08:03:50.963000
1281973,W,,,,,14,SMCNEIL,2016-03-31 10:40:17.745000,KRBACKMAN,2014-02-13 08:04:06.437000
1281974,W,,,,,4,TWOLF,2014-10-09 16:26:56.476000,KRBACKMAN,2014-02-13 08:04:18.654000
1176913,W,,,,,4,TWOLF,2014-05-23 14:14:40.153000,KRBACKMAN,2014-02-13 08:04:50.741000
1002857,W,,,,,22,BELWOOD,2024-04-05 14:22:43.625000,KRBACKMAN,2014-02-13 08:05:05.913000
1281980,W,,,,,12,NMAIER,2015-08-21 11:42:08.898000,KRBACKMAN,2014-02-13 08:05:20.299000
1281982,W,,,,,2,SMCNEIL,2015-04-10 11:39:22.800000,KRBACKMAN,2014-02-13 08:05:33.716000
1002847,W,,,,,2,TWOLF,2015-03-16 16:31:38.566000,KRBACKMAN,2014-02-13 08:05:47.803000
1002616,W,,,,,8,SLSCHAAF,2018-06-18 10:25:06.351000,KRBACKMAN,2014-02-13 08:06:00.918000
1002624,W,,,,,21,TMCDONNELL,2023-01-10 07:34:42.910000,KRBACKMAN,2014-02-13 08:06:24.445000
1002705,W,,,,,10,KMELTZER,2020-05-15 14:43:47.446000,KRBACKMAN,2014-02-13 08:06:38.588000
1173690,W,,,,,4,SMCNEIL,2015-08-07 10:25:26.062000,KRBACKMAN,2014-02-13 08:06:51.363000
1175894,W,,,,,11,JWALTON,2022-10-18 14:09:41.113000,KRBACKMAN,2014-02-13 08:07:04.915000
1002554,W,,,,,5,SMCNEIL,2016-03-31 09:06:55.364000,KRBACKMAN,2014-02-13 08:07:17.929000
1281997,W,,,,,2,LBARKER,2014-12-23 14:17:00.994000,KRBACKMAN,2014-02-13 08:07:31.970000
