p_grp_sys_id,p_mbr_sys_id,p_affl_sk,p_affl_beg_dt,p_affl_ty_cd,p_affl_end_dt,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1000114,1003633,1000132,2012-09-17,I,2015-10-04,2,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000114,1003737,1000134,2012-09-17,M,2022-09-30,27,MCMOOS,2023-03-24 13:57:28.956000,Provider Conversion,2013-03-28 03:56:36.000000
1000115,1000413,1000137,2010-07-01,I,2010-12-23,1,SKOEHLY,2014-07-10 10:34:35.853000,Provider Conversion,2013-03-28 03:56:36.000000
1000115,1000559,1000138,2010-07-01,I,2015-10-04,1,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000115,1000786,1000139,2011-07-01,I,2015-10-04,1,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000115,1003168,1000140,2011-04-01,I,2013-09-30,2,PJHEID,2015-03-09 15:44:10.705000,Provider Conversion,2013-03-28 03:56:36.000000
1000115,1003307,1000142,2011-11-14,I,2015-10-04,1,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000115,1003308,1000143,2011-11-14,I,2015-10-04,1,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000115,1166011,1000150,1986-01-01,I,2013-02-13,1,SKOEHLY,2014-07-10 10:34:35.856000,Provider Conversion,2013-03-28 03:56:36.000000
1000115,1169840,1000151,2004-08-01,I,2015-10-04,1,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000116,1003553,1000154,2012-09-17,I,2015-06-30,6,B-Term-Prov-Trigger_717958.00,2015-10-02 18:01:51.509778,Provider Conversion,2013-03-28 03:56:36.000000
1000117,1000698,1000158,2011-07-01,M,2015-10-04,0,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000117,1004085,1000159,2011-07-01,M,2018-01-31,6,B-Term-Prov-Trigger_1806955.00,2018-01-31 18:01:21.389657,Provider Conversion,2013-03-28 03:56:36.000000
1000119,1003689,1000168,2012-09-17,M,2020-02-18,19,DMOCK,2020-06-05 11:12:14.492000,Provider Conversion,2013-03-28 03:56:36.000000
1000119,1003717,1000169,2012-09-17,M,2013-09-30,4,MMANYGUNS,2015-04-08 13:48:31.103000,Provider Conversion,2013-03-28 03:56:36.000000
1000119,1004222,1000170,2012-10-01,I,2015-10-04,1,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000119,1162176,1000171,1987-07-01,M,2021-02-09,5,B-Term-Prov-Trigger_3597025.00,2021-02-09 18:03:17.368455,Provider Conversion,2013-03-28 03:56:36.000000
1000120,1001652,1000173,2013-01-01,I,2015-06-30,4,B-Term-Prov-Trigger_717958.00,2015-10-02 18:01:51.670247,Provider Conversion,2013-03-28 03:56:36.000000
1000120,1003842,1000176,2012-09-17,I,2015-06-30,4,B-Term-Prov-Trigger_717958.00,2015-10-02 18:01:51.670247,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1003166,1000177,2011-03-01,I,2015-10-04,3,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1004068,1000178,2011-01-01,I,2015-10-04,3,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1004075,1000179,2011-03-01,M,2016-11-23,8,MLMOOS,2019-09-04 16:31:50.633000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1004079,1000180,2011-02-01,M,2013-09-30,6,DATA_FFIX_PCPIndicator,2015-07-24 08:22:13.558000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1004118,1000181,2011-08-01,I,2015-10-04,3,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1004171,1000183,2012-04-23,M,2013-09-30,5,DATA_FFIX_PCPIndicator,2015-07-28 11:57:40.870000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1157014,1000185,2009-06-15,I,2015-10-04,3,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1159198,1000186,2002-02-27,M,2011-01-27,8,NEERUSHARMA,2015-06-24 13:54:55.259000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1160973,1000187,2003-09-01,M,2013-09-30,6,MAURICIOPENERAND,2015-07-28 13:00:36.090000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1165457,1000188,1984-08-24,M,2012-05-21,8,DATA_FFIX_PCPIndicator,2015-06-19 12:30:44.211000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1166217,1000189,1996-11-22,I,2004-10-08,3,Provider Conversion Fix,2015-07-30 19:42:18.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1169804,1000190,2002-09-01,M,2013-09-30,3,DATA_FFIX_PCPIndicator_850493,2015-03-30 15:12:54.390000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1170040,1000192,2009-07-06,M,2013-09-30,5,DATA_FFIX_PCPIndicator,2015-03-30 15:12:54.396000,Provider Conversion,2013-03-28 03:56:36.000000
1000121,1170049,1000193,2009-09-18,I,2015-10-04,3,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000125,1002981,1000194,2011-12-15,I,2015-10-04,0,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000125,1182708,1000195,1996-01-01,I,2015-10-04,0,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000125,1182737,1000196,1998-01-01,I,2015-10-04,0,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000125,1182937,1000197,2008-06-20,I,2015-10-04,0,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000125,1204677,1000198,2010-08-01,I,2015-10-04,0,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000145,1000145,1000200,1997-07-25,X,2006-06-01,0,Provider Conversion,2013-03-28 03:56:36.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000167,1004116,1000202,2009-09-01,M,2017-05-01,8,DMOCK,2018-06-07 08:52:53.405000,Provider Conversion,2013-03-28 03:56:36.000000
1000167,1157173,1000203,2009-07-13,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000173,1000173,1000204,1999-01-01,X,2013-09-30,1,USHASHA,2015-06-29 11:28:29.564000,Provider Conversion,2013-03-28 03:56:36.000000
1000177,1000177,1000206,1999-03-12,X,2015-10-04,0,CR1906_SET_GRPENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000184,1169775,1000207,2001-10-01,I,2015-10-04,0,CR1906_SET_GRPENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000189,1000189,1000208,2008-01-01,X,2015-10-04,0,CR1906_SET_GRPENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000226,1000226,1000209,2007-08-17,X,2015-10-04,0,CR1906_SET_GRPENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000229,1161518,1000210,1977-01-01,I,2000-09-27,4,THENDERSON,2015-08-14 10:37:07.237000,Provider Conversion,2013-03-28 03:56:36.000000
1000261,1204300,1000213,2013-10-01,I,2018-08-31,4,B-Term-Prov-Trigger_2456973.00,2019-03-25 18:00:59.320725,Provider Conversion,2013-03-28 03:56:36.000000
1000264,1166812,1000214,2013-10-01,I,2023-12-31,8,KAMELTZER,2024-03-22 17:55:50.396000,Provider Conversion,2013-03-28 03:56:36.000000
1000286,1164660,1000218,2008-02-02,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000290,1162350,1000220,2013-10-01,I,2022-01-26,5,B-Term-Prov-Trigger_4195248.00,2022-01-26 18:02:59.274911,Provider Conversion,2013-03-28 03:56:36.000000
1000292,1165929,1000223,2013-10-01,I,1999-12-31,4,MMANYGUNS,2015-02-03 20:39:55.444000,Provider Conversion,2013-03-28 03:56:36.000000
1000294,1156185,1000224,2009-02-06,I,2015-10-04,2,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000310,1000309,1000225,2011-01-01,I,2015-10-04,0,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000335,1168210,1000227,1994-11-04,I,2006-01-01,5,MMANYGUNS,2015-07-22 15:00:33.321000,Provider Conversion,2013-03-28 03:56:36.000000
1000360,1001671,1000229,2013-01-30,I,2015-10-04,1,CR1906_SET_GRPENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000233,1000230,2008-07-10,I,2011-06-30,5,JMLAGRO,2015-08-17 10:24:51.607000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000243,1000231,2010-09-09,I,1999-12-31,10,JMLAGRO,2015-08-17 10:24:51.806000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000244,1000232,2010-09-10,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000283,1000234,2010-12-13,I,2011-09-03,5,JMLAGRO,2015-08-17 10:24:51.717000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000306,1000235,2011-01-01,I,2011-02-28,14,DMOCK,2016-10-12 13:25:59.642000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000329,1000236,2010-10-15,I,2013-09-30,9,JMLAGRO,2015-08-17 10:24:51.755000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000331,1000238,2010-11-01,I,2012-12-19,5,JMLAGRO,2015-08-17 10:24:51.482000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000332,1000239,2011-02-14,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000345,1000240,2011-02-15,I,2015-02-01,13,B-Term-Prov-Trigger_717958.00,2015-10-02 18:01:31.608002,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000378,1000243,2011-03-11,I,1999-12-31,12,Sanford_Cleanup,2015-09-03 09:49:18.384060,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000385,1000244,2013-10-01,I,2022-06-30,7,ANDOLL,2023-11-24 08:54:37.112000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000386,1000245,2011-02-04,I,2012-10-24,5,JMLAGRO,2015-08-17 10:24:51.764000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000387,1000246,2011-01-21,I,2016-01-02,7,B-Term-Prov-Trigger_1956525.00,2018-05-11 18:01:53.438410,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000390,1000248,2011-01-03,I,2011-09-06,5,JMLAGRO,2015-08-17 10:24:51.506000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000391,1000249,2010-12-13,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000401,1000252,2011-01-24,I,2011-12-14,5,JMLAGRO,2015-08-17 10:24:51.515000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000404,1000254,2011-01-17,M,2011-08-08,9,DATA_FFIX_PCPIndicator,2015-08-17 10:24:51.542000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000409,1000256,2010-12-22,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000416,1000257,2010-10-11,I,2013-09-30,5,JMLAGRO,2015-08-17 10:24:51.765000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000417,1000258,2010-10-11,I,1999-12-31,6,JMLAGRO,2015-08-17 10:24:51.778000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000469,1000260,2011-05-16,I,2014-01-28,20,JMLAGRO,2015-08-17 10:24:51.575000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000470,1000261,2010-10-08,I,2015-04-02,14,JMLAGRO,2015-08-17 10:24:51.720000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000560,1000262,2010-11-04,I,2011-09-22,7,JMLAGRO,2015-08-17 10:24:51.803000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000567,1000263,2011-05-02,M,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000570,1000264,2011-07-01,I,2019-10-01,15,RRUD,2020-10-06 10:43:19.893000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000578,1000267,2011-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000580,1000268,1992-06-01,M,1999-12-31,12,DataFix_ESPRD01189625_revert,2016-12-02 16:59:45.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000582,1000269,2011-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000594,1000275,2011-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000649,1000278,2011-07-01,M,2016-01-11,13,DMOCK,2018-07-23 08:41:56.428000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000650,1000279,2011-07-01,M,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000655,1000281,2011-03-01,M,2013-09-30,12,JMLAGRO,2015-08-17 10:24:51.968000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000706,1000289,2011-07-18,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000734,1000290,2011-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160629,1000584,2003-08-11,I,2012-12-12,5,JMLAGRO,2015-08-17 10:24:52.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160739,1000586,2003-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160755,1000588,2003-09-02,M,2011-11-01,15,DMOCK,2016-12-15 12:41:43.093000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160809,1000589,2003-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160910,1000592,2003-07-01,I,2014-07-01,12,Sanford_Cleanup,2015-09-03 09:35:56.367462,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160913,1000593,2003-07-01,I,1999-12-31,7,JMLAGRO,2015-08-17 10:24:51.754000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160914,1000594,2013-10-01,I,2022-06-30,8,ANDOLL,2023-10-24 09:53:21.233000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160916,1000595,2003-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1160930,1000599,2003-07-01,I,2012-10-11,5,JMLAGRO,2015-08-17 10:24:51.720000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000787,1000293,2011-07-27,I,2013-09-30,6,JMLAGRO,2015-08-17 10:24:51.592000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000788,1000294,2011-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000789,1000295,2011-07-22,M,2012-06-30,5,JMLAGRO,2015-08-17 10:24:51.616000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000810,1000298,2011-09-01,I,2012-10-22,5,JMLAGRO,2015-08-17 10:24:51.938000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000812,1000300,2011-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000824,1000301,2011-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000826,1000303,2011-07-01,M,2015-10-04,7,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000827,1000304,2011-07-29,I,2012-09-20,5,JMLAGRO,2015-08-17 10:24:51.998000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000854,1000307,2011-07-01,M,2012-05-04,5,JMLAGRO,2015-08-17 10:24:51.572000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000857,1000308,2011-07-01,M,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000860,1000309,2011-07-01,M,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000877,1000310,2011-07-01,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000896,1000311,2011-09-23,I,2011-12-21,5,JMLAGRO,2015-08-17 10:24:51.633000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000897,1000312,2011-09-23,M,2013-09-30,7,JMLAGRO,2015-08-17 10:24:51.646000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000899,1000313,2011-10-03,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000918,1000316,2011-09-21,I,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:23.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000941,1000318,2011-10-24,I,2012-01-20,10,JMLAGRO,2015-08-17 10:24:51.950000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000961,1000319,2011-11-21,I,2012-10-17,5,JMLAGRO,2015-08-17 10:24:51.784000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000962,1000320,2011-10-31,M,2015-10-04,5,CR1906_SET_MBRENDDT_4OCT15,2015-08-27 12:07:24.000000,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000979,1000322,2011-12-05,I,2015-02-19,10,B-Term-Prov-Trigger_429633.00,2023-07-26 18:12:49.059274,Provider Conversion,2013-03-28 03:56:36.000000
1000368,1000981,1000323,2011-11-30,I,2012-03-23,5,JMLAGRO,2015-08-17 10:24:52.008000,Provider Conversion,2013-03-28 03:56:36.000000
