p_sys_id,p_mc_prtcptn_prog_cd,p_mc_prog_prtcptn_beg_dt,p_mc_prog_prtcptn_end_dt,p_mc_stat_cd,p_mc_prtcptn_rsn_cd,g_aud_add_ts,g_aud_add_user_id,g_aud_ts,g_aud_user_id,p_mc_max_mbr_cnt,p_mc_act_mbr_cnt
1000822,P,2011-08-22,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000823,P,2011-07-01,2013-02-13,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000826,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:58:40.431000,KHANDELAND,1500,0
1000828,P,2011-08-10,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:58:35.850000,KHANDELAND,1500,0
1000833,P,2011-09-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-06-18 09:02:33.184000,JMLAGRO,1500,3
1000835,P,2011-10-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2020-06-22 17:58:39.000000,DATAFIX_ESPRD01276543,1500,0
1000836,P,2011-09-09,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,39
1000842,P,2011-09-07,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,15
1000843,P,2011-09-12,2012-03-26,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,24
1000843,P,2012-03-27,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,24
1000846,P,2011-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,1
1000848,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000851,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:59:40.568000,KHANDELAND,1500,0
1000854,P,2011-07-01,2012-05-04,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000857,P,2011-07-01,2013-09-30,99,PNM,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 14:02:08.862000,KHANDELAND,1500,0
1000860,P,2011-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000865,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000869,P,2011-10-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 14:02:30.473000,KHANDELAND,1500,0
1000891,P,2011-09-12,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2016-03-23 16:31:10.359000,SKOEHLY,1500,18
1000893,P,2011-09-11,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2018-09-07 17:14:24.000000,DATAFIX_HT1123162,1500,2
1000895,P,2011-09-09,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 14:08:58.875000,KHANDELAND,1500,0
1000902,P,2011-11-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,2
1000905,P,2011-09-27,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,15
1000102,P,1994-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000105,P,2010-08-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,34
1000106,P,2010-08-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,844
1000107,P,2010-08-01,2011-08-18,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000108,P,2010-08-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,298
1000109,P,2010-04-27,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-12-29 08:30:55.615000,scowelder,1500,4
1000110,P,2010-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2018-09-12 17:19:29.000000,DATAFIX_ESPRD01230300,1500,0
1000111,P,2010-07-01,2012-11-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000112,P,2010-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,26
1000113,P,2010-07-01,2012-11-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000114,P,2010-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,35
1000115,P,2010-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,26
1000116,P,2011-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2016-07-06 17:01:21.794000,skoller,1500,165
1000117,P,2011-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2017-11-28 18:09:17.000000,DATAFIX_HT1043429,1500,21
1000118,P,2012-06-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,29
1000119,P,2012-02-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,46
1000120,P,2012-02-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-06-08 14:28:53.031000,JMLAGRO,1500,0
1000121,P,2010-06-15,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,73
1000122,P,2011-03-28,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000123,P,2012-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000124,P,2012-03-20,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,0
1000125,P,2012-05-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000126,P,1996-12-17,2001-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000127,P,1997-01-01,2003-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000132,P,1996-10-01,2004-05-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000135,P,2009-01-01,2010-07-01,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000137,P,1977-01-01,2000-03-07,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000139,P,1997-07-01,2001-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000140,P,1997-07-01,2001-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000141,P,1997-03-21,1998-08-26,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000145,P,1997-07-25,2006-06-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000146,P,1977-01-01,2004-05-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000148,P,2008-01-01,2009-10-26,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000153,P,1992-07-01,2006-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000155,P,1998-03-27,2006-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000158,P,1998-08-17,2007-07-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000161,P,1998-01-01,2004-04-05,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000164,P,1999-03-12,2007-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000165,P,1999-03-12,2002-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000166,P,1999-03-12,2002-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000168,P,1999-03-12,2003-06-17,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,12
1000168,P,2012-11-20,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,12
1000169,P,1999-07-23,2001-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000171,P,1999-07-23,2004-07-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000177,P,1999-03-12,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-27 13:09:20.072000,KHANDELAND,1500,0
1000184,P,2001-08-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-27 13:50:33.354000,KHANDELAND,1500,0
1000189,P,2003-02-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2019-10-02 17:54:54.000000,DATAFIX_ESPRD01267108,1500,14
1000281,P,2010-11-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:17:41.032000,KHANDELAND,1500,0
1000282,P,2010-12-01,2012-05-01,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000282,P,2012-05-02,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000284,P,2010-12-01,2010-12-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000285,P,2010-12-13,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:20:45.110000,KHANDELAND,1500,0
1000299,P,2011-01-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000303,P,2011-01-12,2011-07-25,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-08-07 19:57:16.710000,ESTHERSHAHPAR,1500,0
1000303,P,2011-07-26,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-08-07 19:57:16.710000,ESTHERSHAHPAR,1500,0
1000305,P,2010-12-27,2011-03-27,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000306,P,2011-01-01,2012-01-04,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2014-11-12 14:27:23.793000,ESTHERSHAHPAR,1500,0
1000306,P,2012-01-05,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2014-11-12 14:27:23.793000,ESTHERSHAHPAR,1500,0
1000308,P,2011-01-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:20:32.042000,KHANDELAND,1500,0
1000313,P,2011-01-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:22:28.376000,KHANDELAND,1500,0
1000317,P,2011-01-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:22:20.756000,KHANDELAND,1500,0
1000318,P,2011-01-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:24:08.781000,KHANDELAND,1500,0
1000319,P,2011-01-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:23:53.933000,KHANDELAND,1500,0
1000320,P,2011-02-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:24:47.745000,KHANDELAND,1500,0
1000321,P,2011-02-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000322,P,2011-01-01,2011-08-08,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-01-23 11:16:16.440000,CHRISTIANGONZALE,1500,0
1000322,P,2011-08-09,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-01-23 11:16:16.440000,CHRISTIANGONZALE,1500,0
1000323,P,2011-02-09,2011-03-25,00,,2013-03-28 03:57:57.000000,Provider conversion,2020-06-22 17:58:39.000000,DATAFIX_ESPRD01276543,1500,0
1000324,P,2011-02-17,2011-02-21,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000326,P,2011-01-10,2011-04-10,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000327,P,2010-08-24,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,8
1000332,P,2011-02-14,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000334,P,2011-01-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2019-10-02 17:54:54.000000,DATAFIX_ESPRD01267108,1500,0
1000344,P,2011-02-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:28:00.018000,KHANDELAND,1500,0
1000222,P,1981-10-01,2009-12-21,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-07-21 11:17:38.952000,MMANYGUNS,1500,0
1000222,P,2011-07-01,2012-05-01,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-07-21 11:17:38.952000,MMANYGUNS,1500,0
1000222,P,2012-05-02,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-07-21 11:17:38.952000,MMANYGUNS,1500,0
1000225,P,2006-05-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-27 15:56:36.518000,KHANDELAND,1500,0
1000226,P,2007-05-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-27 16:12:14.593000,KHANDELAND,1500,0
1000230,P,2008-07-18,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 12:42:46.488000,KHANDELAND,1500,0
1000241,P,2010-09-24,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,76
1000244,P,2010-09-10,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:13:23.934000,KHANDELAND,1500,0
1000247,P,2010-08-30,2011-06-28,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-03-02 13:09:25.748000,JMLAGRO,1500,0
1000247,P,2011-06-29,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-03-02 13:09:25.748000,JMLAGRO,1500,0
1000249,P,2010-08-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,21
1000252,P,2010-10-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000258,P,2010-11-10,2011-02-10,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000263,P,2010-11-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:16:35.560000,KHANDELAND,1500,0
1000268,P,2010-10-04,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2014-11-11 16:36:21.512000,ESTHERSHAHPAR,1500,389
1000275,P,2010-10-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-12-04 16:29:35.316000,KHANDELAND,1500,0
1000346,P,2011-03-21,2011-11-01,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000346,P,2011-11-02,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000347,P,2011-03-07,2011-12-31,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,0
1000347,P,2012-01-04,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,0
1000348,P,2011-03-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,138
1000352,P,2010-12-13,2011-06-28,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-06-22 15:49:59.339000,CAROLREEVES,1500,0
1000352,P,2011-06-29,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-06-22 15:49:59.339000,CAROLREEVES,1500,0
1000353,P,2010-08-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2016-09-09 12:19:48.618000,SKOEHLY,1500,0
1000355,P,2010-08-01,2011-08-18,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000356,P,2010-08-01,2013-01-26,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000357,P,2010-08-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:30:52.938000,KHANDELAND,1500,0
1000370,P,2011-03-25,2011-11-21,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-07-13 10:21:24.030000,JMLAGRO,1500,0
1000370,P,2011-11-22,2013-09-30,VV,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-07-13 10:21:24.030000,JMLAGRO,1500,0
1000371,P,2011-03-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-06-18 10:06:21.915000,JMLAGRO,1500,0
1000379,P,2011-03-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:31:46.758000,KHANDELAND,1500,0
1000392,P,2011-02-01,2011-04-04,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000392,P,2012-12-05,2013-01-14,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000392,P,2013-01-15,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000395,P,2011-04-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:32:33.444000,KHANDELAND,1500,0
1000397,P,2011-04-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:33:26.943000,KHANDELAND,1500,0
1000402,P,2011-01-10,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2017-02-17 09:28:44.033000,SKOEHLY,0,0
1000404,P,2011-01-17,2011-08-08,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-06-29 13:36:21.464000,ESTHERSHAHPAR,1500,0
1000404,P,2011-08-09,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2016-05-23 13:49:46.161000,B-Mass-Enrllmnt991529.00,1500,1
1000405,P,2011-02-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2018-04-23 17:31:38.000000,DATAFIX_HT1086103,1500,0
1000406,P,2011-04-08,2011-07-18,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000406,P,2011-07-19,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000408,P,2011-04-01,2011-08-15,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2014-11-12 10:03:37.257000,MELISSABULGER,1500,191
1000408,P,2011-08-16,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2016-04-22 20:30:23.817000,B-Enroll-AutoAssign955298.00,1500,191
1000409,P,2010-12-22,2011-05-16,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000409,P,2011-05-17,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
