p_sys_id,p_isp_ind,p_vnd_nam,p_blng_agent_nam,w_sftwr_nam,w_ver_id,w_sftwr_prtcl_cd,g_cmn_enty_sk,g_note_set_sk,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,w_txn_drctn_cd
1277078,Y,,,,,  ,11348979,,3,GUESTUSER,2013-04-29 13:47:01.181000,GUESTUSER,2013-04-29 13:39:15.693000,
1277079,Y,,,,,  ,11348984,,5,GUESTUSER,2013-04-29 14:33:21.074000,GUESTUSER,2013-04-29 14:28:45.234000,
1277092,Y, ,, ,,  ,11349052,,1,GUESTUSER,2013-04-30 10:32:29.867000,GUESTUSER,2013-04-30 10:31:44.442000,
1277096,Y,,,,,  ,11349060,,16,GUESTUSER,2013-04-30 16:02:10.987000,GUESTUSER,2013-04-30 11:03:28.448000,
1277033,Y,,,,,  ,11348779,,10,GUESTUSER,2013-05-13 10:50:52.547000,GUESTUSER,2013-04-30 13:34:41.134000,
1280834,N,,Zirmed,,,  ,11365273,,6,GUESTUSER,2013-10-29 15:19:57.949000,GUESTUSER,2013-10-29 09:27:18.376000,
1276874,Y,,,,,  ,11348080,,20,GUESTUSER,2013-10-22 08:48:32.486000,GUESTUSER,2013-04-30 16:33:46.557000,
1277103,N,Nightingale Vantage Med Corp,,Therapist Helper,807,4,11349072,,0,GUESTUSER,2013-05-01 07:32:30.004000,GUESTUSER,2013-05-01 07:32:30.004000,
1280836,N,,Zirmed,,,  ,11365288,,6,GUESTUSER,2013-10-29 09:52:27.833000,GUESTUSER,2013-10-29 09:46:28.159000,
1280679,N,Noridian,,PCAce,32,2,11364195,,17,GUESTUSER,2014-04-14 12:04:57.551000,GUESTUSER,2013-10-29 10:38:18.051000,
1277134,Y,,,,,  ,11349136,,2,GUESTUSER,2013-05-01 13:00:23.202000,GUESTUSER,2013-05-01 12:58:34.728000,
1277135,Y,,,,,  ,11349140,,3,GUESTUSER,2013-11-04 13:30:03.106000,GUESTUSER,2013-05-01 13:07:25.164000,
1277136,Y,,,,,  ,11349141,,5,GUESTUSER,2013-05-01 14:00:14.468000,GUESTUSER,2013-05-01 13:25:03.982000,
1277139,Y,,,,,  ,11349151,,6,GUESTUSER,2013-05-01 14:38:41.795000,GUESTUSER,2013-05-01 14:27:24.105000,
1277129,N,,eProvider Solutions,,,  ,11349124,,4,GUESTUSER,2013-05-01 15:40:40.788000,GUESTUSER,2013-05-01 15:39:06.537000,
1277150,N,,Navicure,,,  ,11349179,,28,GUESTUSER,2013-06-05 16:07:49.699000,GUESTUSER,2013-05-01 17:58:45.407000,
1277249,Y,,,,,  ,11349583,,0,GUESTUSER,2013-05-06 10:02:19.685000,GUESTUSER,2013-05-06 10:02:19.685000,
1277163,Y,,,,,  ,11349220,,1,GUESTUSER,2013-05-02 08:37:45.450000,GUESTUSER,2013-05-02 08:38:34.240000,
1277164,Y,,,,,  ,11349221,,2,GUESTUSER,2013-05-02 09:00:43.451000,GUESTUSER,2013-05-02 08:53:00.797000,
1277114,N,,Capario,,,  ,11349099,,6,GUESTUSER,2013-05-16 11:26:20.943000,GUESTUSER,2013-05-02 09:51:05.927000,
1278143,N,,Core Solutions,,,  ,11353165,,5,GUESTUSER,2013-06-21 14:28:18.423000,GUESTUSER,2013-06-21 14:25:22.288000,
1277188,N,,RelayHealth,,,  ,11349273,,0,GUESTUSER,2013-05-02 12:06:46.351000,GUESTUSER,2013-05-02 12:06:46.351000,
1277190,N,,RelayHealth,,,  ,11349288,,0,GUESTUSER,2013-05-02 12:06:46.591000,GUESTUSER,2013-05-02 12:06:46.591000,
1277186,N,,RelayHealth,,,  ,11349269,,0,GUESTUSER,2013-05-02 12:06:46.879000,GUESTUSER,2013-05-02 12:06:46.879000,
1277209,N,,ALLSCRIPTS,,,  ,11349357,,0,GUESTUSER,2013-05-02 14:37:34.501000,GUESTUSER,2013-05-02 14:37:34.501000,
1277217,N,,Optum,,,  ,11349383,,3,GUESTUSER,2014-08-12 14:13:39.118000,GUESTUSER,2013-05-02 15:39:03.965000,
1277219,N,,ZIRMED,,,  ,11349388,,1,GUESTUSER,2013-05-02 16:10:13.963000,GUESTUSER,2013-05-02 16:08:34.580000,
1277210,N,Transaction Data System,,Rx30,3.7.0,4,11349361,,4,GUESTUSER,2013-05-03 09:51:52.670000,GUESTUSER,2013-05-03 08:53:51.044000,
1277225,Y,,,,,  ,11349403,,3,GUESTUSER,2013-05-03 11:14:09.749000,GUESTUSER,2013-05-03 11:12:57.848000,
1277231,Y,,,,,  ,11349428,,3,GUESTUSER,2013-05-03 12:28:04.712000,GUESTUSER,2013-05-03 11:33:45.215000,
1277234,N,,Foxfire,,,  ,11349436,,2,GUESTUSER,2013-05-03 12:53:23.777000,GUESTUSER,2013-05-03 12:52:35.417000,
1277235,Y,,,,,  ,11349440,,3,GUESTUSER,2013-05-03 13:15:14.348000,GUESTUSER,2013-05-03 13:13:23.859000,
1277237,Y,,,,,  ,11349448,,3,GUESTUSER,2013-05-03 13:44:42.304000,GUESTUSER,2013-05-03 13:42:23.436000,
1277240,N,,ZIRMED,,,  ,11349468,,0,GUESTUSER,2013-05-03 14:02:51.464000,GUESTUSER,2013-05-03 14:02:51.464000,
1277229,N,,CareMedic,,,  ,11349413,,4,GUESTUSER,2013-06-24 11:44:28.474000,GUESTUSER,2013-05-03 14:24:31.712000,
1277241,Y,,,,,  ,11349479,,24,GUESTUSER,2013-06-20 11:35:12.570000,GUESTUSER,2013-05-03 15:29:38.649000,
1277242,Y,,,,,  ,11349531,,3,GUESTUSER,2013-05-04 00:45:38.656000,GUESTUSER,2013-05-04 00:31:48.357000,
1277250,N,,eProvider Solutions,,,  ,11349584,,18,GUESTUSER,2013-05-06 09:17:39.789000,GUESTUSER,2013-05-06 09:17:39.789000,
1277321,Y,,,,,  ,11349878,,0,GUESTUSER,2013-05-07 10:11:49.496000,GUESTUSER,2013-05-07 10:11:49.496000,
1277252,Y,,,,,  ,11349587,,0,GUESTUSER,2013-05-06 10:02:19.964000,GUESTUSER,2013-05-06 10:02:19.964000,
1277256,Y,,,,,  ,11349596,,0,GUESTUSER,2013-05-06 10:02:20.277000,GUESTUSER,2013-05-06 10:02:20.277000,
1277258,Y,,,,,  ,11349600,,0,GUESTUSER,2013-05-06 10:02:20.561000,GUESTUSER,2013-05-06 10:02:20.561000,
1277324,Y,,,,,  ,11349884,,0,GUESTUSER,2013-05-07 10:11:49.729000,GUESTUSER,2013-05-07 10:11:49.729000,
1277261,Y,,,,,  ,11349611,,6,GUESTUSER,2014-07-30 13:26:04.459000,GUESTUSER,2013-05-06 10:42:48.643000,
1277325,Y,,,,,  ,11349888,,0,GUESTUSER,2013-05-07 10:11:50.081000,GUESTUSER,2013-05-07 10:11:50.081000,
1277212,Y,,,,,  ,11349364,,0,GUESTUSER,2013-05-06 10:38:26.024000,GUESTUSER,2013-05-06 10:38:26.024000,
1277215,Y,,,,,  ,11349368,,0,GUESTUSER,2013-05-06 10:38:26.222000,GUESTUSER,2013-05-06 10:38:26.222000,
1277327,Y,,,,,  ,11349892,,0,GUESTUSER,2013-05-07 10:11:50.288000,GUESTUSER,2013-05-07 10:11:50.288000,
1277335,Y,,,,,  ,11349910,,3,GUESTUSER,2013-05-07 11:13:31.870000,GUESTUSER,2013-05-07 11:12:27.172000,
1277341,Y,,,,,  ,11349931,,3,GUESTUSER,2013-05-07 13:11:46.206000,GUESTUSER,2013-05-07 13:09:57.221000,
1277284,N,,zirmed,,,  ,11349686,,0,GUESTUSER,2013-05-06 12:43:45.659000,GUESTUSER,2013-05-06 12:43:45.659000,
1277342,Y,,,,,  ,11349940,,3,GUESTUSER,2013-05-07 13:41:43.690000,GUESTUSER,2013-05-07 13:39:29.930000,
1277343,Y,,,,,  ,11349951,,3,GUESTUSER,2013-05-07 14:01:27.231000,GUESTUSER,2013-05-07 14:00:00.282000,
1277294,Y,,,,,  ,11349703,,0,GUESTUSER,2013-05-06 13:28:59.092000,GUESTUSER,2013-05-06 13:28:59.092000,
1277295,Y,,,,,  ,11349707,,0,GUESTUSER,2013-05-06 13:28:59.361000,GUESTUSER,2013-05-06 13:28:59.361000,
1277296,Y,,,,,  ,11349710,,0,GUESTUSER,2013-05-06 13:28:59.648000,GUESTUSER,2013-05-06 13:28:59.648000,
1277297,Y,,,,,  ,11349713,,0,GUESTUSER,2013-05-06 13:28:59.883000,GUESTUSER,2013-05-06 13:28:59.883000,
1277312,Y,,,,,  ,11349858,,0,GUESTUSER,2013-05-07 08:50:16.841000,GUESTUSER,2013-05-07 08:50:16.841000,
1277313,Y,,,,,  ,11349861,,0,GUESTUSER,2013-05-07 08:50:17.072000,GUESTUSER,2013-05-07 08:50:17.072000,
1277315,Y,,,,,  ,11349865,,0,GUESTUSER,2013-05-07 08:50:17.304000,GUESTUSER,2013-05-07 08:50:17.304000,
1277317,Y,,,,,  ,11349869,,0,GUESTUSER,2013-05-07 08:50:17.456000,GUESTUSER,2013-05-07 08:50:17.456000,
1277323,N,PatientClick,,PatientClick,1.1,1,11349881,,2,GUESTUSER,2013-05-07 09:50:58.347000,GUESTUSER,2013-05-07 09:49:38.007000,
1277123,N,,"GatewayEDI, Inc.",,,  ,11349110,,7,GUESTUSER,2013-05-07 14:37:53.395000,GUESTUSER,2013-05-07 14:27:07.672000,
1277345,N,Allscripts,,PRO EHR,9.10.3,1,11349956,,3,GUESTUSER,2013-05-07 14:48:06.357000,GUESTUSER,2013-05-07 14:44:49.061000,
1277349,Y,,,,,  ,11349963,,25,GUESTUSER,2013-06-14 22:44:45.456000,GUESTUSER,2013-05-07 16:00:32.323000,
1277354,N,EDI Support Services,PC ACE Pro 32,PC Ace Pro 32,2.44.1.100,4,11349973,,6,GUESTUSER,2013-05-08 09:55:24.729000,GUESTUSER,2013-05-08 09:55:24.729000,
1277356,N,Electronic Data Interchange,,PC-ACE Pro32,5010,2,11349981,,35,GUESTUSER,2013-08-07 08:35:29.381000,GUESTUSER,2013-05-08 12:06:56.811000,
1277176,N,,Office Ally,,,  ,11349245,,57,GUESTUSER,2013-08-13 16:07:08.701000,GUESTUSER,2013-05-08 16:50:07.412000,
1277377,Y,,,,,  ,11350064,,20,GUESTUSER,2013-05-08 20:34:18.636000,GUESTUSER,2013-05-08 19:32:37.451000,
1277378,Y,,,,,  ,11350065,,5,GUESTUSER,2013-05-09 07:49:37.853000,GUESTUSER,2013-05-09 07:45:03.062000,
1277380,Y,,,,,  ,11350072,,0,GUESTUSER,2013-05-09 08:44:41.347000,GUESTUSER,2013-05-09 08:44:41.347000,
1277381,Y,,,,,  ,11350075,,0,GUESTUSER,2013-05-09 08:44:41.599000,GUESTUSER,2013-05-09 08:44:41.599000,
1276794,N,,RelayHealth,,,  ,11347748,,14,GUESTUSER,2013-04-11 15:29:10.925000,GUESTUSER,2013-04-10 12:47:39.394000,
1276802,Y,,,,,  ,11347774,,0,GUESTUSER,2013-04-10 16:27:24.414000,GUESTUSER,2013-04-10 16:27:24.414000,
1277301,N,PatientClick,,PatientClick,1.1,1,11349817,,2,GUESTUSER,2013-05-06 14:57:43.218000,GUESTUSER,2013-05-06 14:55:15.625000,
1276910,Y,,,,,  ,11348283,,12,GUESTUSER,2013-04-23 14:16:23.973000,GUESTUSER,2013-04-22 10:01:02.061000,
1276929,N,,Relay Health,,,  ,11348354,,6,GUESTUSER,2013-04-22 10:51:40.618000,GUESTUSER,2013-04-22 10:30:54.776000,
1276868,N,,ALLSCRIPTS PAYERPATH,,,  ,11348042,,28,GUESTUSER,2013-06-06 13:37:04.310000,GUESTUSER,2013-04-25 14:43:51.695000,
1277048,Y,,,,,  ,11348868,,10,GUESTUSER,2013-04-30 13:49:39.084000,GUESTUSER,2013-04-26 11:26:15.464000,
1277052,Y,,,,,  ,11348880,,53,GUESTUSER,2013-06-28 09:43:11.485000,GUESTUSER,2013-04-26 14:00:56.936000,
1277059,Y,,,,,  ,11348913,,9,GUESTUSER,2013-04-30 10:09:30.909000,GUESTUSER,2013-04-26 14:03:22.455000,
1277060,Y,,,,,  ,11348918,,10,GUESTUSER,2013-04-30 14:23:32.019000,GUESTUSER,2013-04-26 14:20:30.301000,
1277305,Y,,,,,  ,11349824,,4,GUESTUSER,2013-06-10 14:40:37.637000,GUESTUSER,2013-05-06 14:58:44.996000,
1277309,N,,Juile Bottchen,,,  ,11349833,,11,GUESTUSER,2013-05-13 15:46:33.043000,GUESTUSER,2013-05-06 16:04:52.087000,
1277358,Y,,,,,  ,11349983,,5,GUESTUSER,2013-05-08 10:38:02.723000,GUESTUSER,2013-05-08 10:35:23.364000,
1277281,Y,,,,,  ,11349678,,6,GUESTUSER,2013-05-06 12:42:13.872000,GUESTUSER,2013-05-06 12:36:30.047000,
1277366,N,EDI,,PC-ACE Pro32,5010,2,11350017,,12,GUESTUSER,2013-08-07 11:29:47.777000,GUESTUSER,2013-05-08 14:02:11.685000,
1277289,Y,,,,,  ,11349694,,4,GUESTUSER,2013-05-06 13:10:15.644000,GUESTUSER,2013-05-06 13:08:09.973000,
1277287,Y,,,,,  ,11349691,,2,GUESTUSER,2014-08-18 10:28:14.376000,GUESTUSER,2013-05-06 13:53:32.245000,
1277382,Y,,,,,  ,11350078,,0,GUESTUSER,2013-05-09 08:44:41.928000,GUESTUSER,2013-05-09 08:44:41.928000,
1277671,N,,Health-E-Web,,,  ,11350772,,5,GUESTUSER,2013-05-20 12:22:05.888000,GUESTUSER,2013-05-20 12:03:36.014000,
1277673,N,,Health-E-Web,,,  ,11350777,,7,GUESTUSER,2013-05-20 14:00:30.932000,GUESTUSER,2013-05-20 13:45:37.054000,
1277748,N,EVOLV,,EVOLV,8.5.613,2,11351162,,8,GUESTUSER,2013-08-22 13:32:56.213000,GUESTUSER,2013-05-23 11:10:20.233000,
1277753,N,PCACE,,PCACE,2.44.0.100,4,11351175,,3,GUESTUSER,2013-05-23 11:51:12.930000,GUESTUSER,2013-05-23 11:47:00.887000,
1277754,Y,,,,,  ,11351180,,4,GUESTUSER,2013-05-23 11:57:18.091000,GUESTUSER,2013-05-23 11:53:52.948000,
1277756,N,EVOLV,,EVOLV,8.5.613,2,11351188,,8,GUESTUSER,2013-08-22 13:41:20.938000,GUESTUSER,2013-05-23 12:41:18.189000,
1277763,N,EVOLV,,EVOLV,8.5.613,2,11351215,,9,GUESTUSER,2013-08-22 13:17:11.835000,GUESTUSER,2013-05-23 14:29:44.734000,
1277746,N,,ZIRMED,,,  ,11351160,,7,GUESTUSER,2013-05-24 08:51:08.970000,GUESTUSER,2013-05-23 14:36:40.235000,
1277764,N,EVOLV,,EVOLV,8.5.613,2,11351217,,6,GUESTUSER,2013-08-22 12:53:24.191000,GUESTUSER,2013-05-23 14:48:47.049000,
1277768,Y,,,,,  ,11351248,,10,GUESTUSER,2013-10-29 09:04:38.890000,GUESTUSER,2013-05-23 17:30:59.157000,
1277855,Y,,,,,  ,11351571,,6,GUESTUSER,2013-06-07 10:00:50.897000,GUESTUSER,2013-05-30 07:59:47.505000,
1277861,N,,Office Ally,,,  ,11351591,,5,GUESTUSER,2013-05-30 12:02:33.387000,GUESTUSER,2013-05-30 11:56:36.099000,
1277869,N,PC-ACE,,PC-ACE,13.02,3,11351637,,2,GUESTUSER,2013-05-30 15:43:07.020000,GUESTUSER,2013-05-30 15:43:07.020000,
1277901,Y,,,,,  ,11351831,,19,GUESTUSER,2013-06-04 09:17:53.421000,GUESTUSER,2013-06-04 09:17:53.421000,
1277910,N,,Healthfusion,,,  ,11351895,,9,GUESTUSER,2013-06-05 14:03:12.208000,GUESTUSER,2013-06-05 13:51:53.332000,
1277950,Y,,,,,  ,11352092,,10,GUESTUSER,2013-06-07 09:08:26.852000,GUESTUSER,2013-06-07 08:57:54.775000,
1277951,Y,,,,,  ,11352099,,6,GUESTUSER,2013-06-07 09:05:32.093000,GUESTUSER,2013-06-07 09:02:09.475000,
1277995,N,,eProvider Solutions,,,  ,11352314,,0,GUESTUSER,2013-06-12 15:00:45.854000,GUESTUSER,2013-06-12 15:00:45.854000,
1278005,N,,eProvider Solutions,,,  ,11352390,,1,GUESTUSER,2013-06-13 10:52:10.822000,GUESTUSER,2013-06-13 10:52:40.582000,
1278021,Y,,,,,  ,11352457,,0,GUESTUSER,2013-06-13 16:03:12.602000,GUESTUSER,2013-06-13 16:03:12.602000,
1278149,N,,Medassets,,,  ,11353187,,9,GUESTUSER,2013-06-25 14:39:53.092000,GUESTUSER,2013-06-21 16:36:30.527000,
1278151,N,,Office Ally,,,  ,11353195,,8,GUESTUSER,2013-06-24 08:37:05.138000,GUESTUSER,2013-06-24 08:28:55.768000,
1278152,N,Noridian,,PC Ace,32,2,11353198,,0,GUESTUSER,2013-06-24 08:59:44.432000,GUESTUSER,2013-06-24 08:59:44.432000,
1278068,Y,,,,,  ,11352681,,0,GUESTUSER,2013-06-24 11:31:24.302000,GUESTUSER,2013-06-24 11:31:24.302000,
1278155,Y,,,,,  ,11353203,,4,GUESTUSER,2013-07-12 15:29:32.760000,GUESTUSER,2013-06-24 13:59:20.553000,
1278166,Y,,,,,  ,11353300,,2,GUESTUSER,2013-06-24 14:01:36.301000,GUESTUSER,2013-06-24 14:00:41.652000,
1278180,N,,Emdeon,,,  ,11353454,,30,GUESTUSER,2014-05-19 12:38:14.373000,GUESTUSER,2013-06-24 19:07:27.135000,
1278192,N,,Healthfusion,,,  ,11353588,,5,GUESTUSER,2013-06-25 11:49:19.578000,GUESTUSER,2013-06-25 11:46:46.313000,
1278195,N,,Healthfusion,,,  ,11353623,,5,GUESTUSER,2013-06-25 12:58:04.974000,GUESTUSER,2013-06-25 12:54:03.484000,
1278196,Y,,,,,  ,11353647,,1,GUESTUSER,2013-06-25 13:23:39.847000,GUESTUSER,2013-06-25 13:23:14.990000,
1278197,Y,,,,,  ,11353671,,7,GUESTUSER,2014-07-30 11:28:27.672000,GUESTUSER,2013-06-25 14:04:56.697000,
1278198,N,,Healthfusion,,,  ,11353677,,6,GUESTUSER,2013-06-25 14:57:15.447000,GUESTUSER,2013-06-25 14:54:59.972000,
1278209,Y,,,,,  ,11353727,,12,GUESTUSER,2013-07-10 08:54:56.875000,GUESTUSER,2013-06-26 09:35:05.823000,
1278219,Y,,,,,  ,11353802,,5,GUESTUSER,2013-06-26 15:18:32.628000,GUESTUSER,2013-06-26 15:15:12.331000,
1278226,Y,,,,,  ,11353821,,8,GUESTUSER,2013-07-17 15:02:50.865000,GUESTUSER,2013-06-27 10:01:53.671000,
1278255,N,MEDLINK TECHNOLOGIES,,PC-ACE PRO 32,13.02,1,11353979,,12,GUESTUSER,2013-07-26 10:47:44.492000,GUESTUSER,2013-06-28 15:08:53.390000,
1278256,N,,Gateway EDI,,,  ,11353984,,6,GUESTUSER,2013-06-28 15:35:08.110000,GUESTUSER,2013-06-28 15:27:23.897000,
1278264,Y,,,,,  ,11354018,,6,GUESTUSER,2013-06-30 13:17:16.644000,GUESTUSER,2013-06-30 13:04:09.794000,
1278273,Y,,,,,  ,11354068,,5,GUESTUSER,2014-05-21 11:12:51.747000,GUESTUSER,2013-07-01 12:46:29.200000,
1278280,Y,,,,,  ,11354081,,0,GUESTUSER,2013-07-01 17:58:29.202000,GUESTUSER,2013-07-01 17:58:29.202000,
1278285,Y,,,,,  ,11354144,,5,GUESTUSER,2014-05-21 11:26:18.549000,GUESTUSER,2013-07-02 13:49:22.969000,
1278293,N,Noridian,,PCACE,2.44.0.100,2,11354246,,7,GUESTUSER,2013-07-08 10:12:14.526000,GUESTUSER,2013-07-03 10:04:32.079000,
1278296,N,PEB,,XLDent,12.0.0.131,3,11354251,,3,GUESTUSER,2014-04-16 10:40:57.102000,GUESTUSER,2013-07-03 10:31:03.371000,
1278304,Y,,,,,  ,11354282,,3,GUESTUSER,2013-08-14 11:07:07.027000,GUESTUSER,2013-07-03 14:15:08.297000,
1278309,N,,EDIInsight,,,  ,11354299,,12,GUESTUSER,2013-09-03 14:56:21.970000,GUESTUSER,2013-07-03 15:14:34.737000,
1278316,N,,EDIInsight,,,  ,11354323,,9,GUESTUSER,2013-09-03 15:02:30.399000,GUESTUSER,2013-07-03 17:53:31.691000,
1278251,Y,,,,,  ,11353966,,9,GUESTUSER,2013-07-08 15:56:14.748000,GUESTUSER,2013-07-05 11:59:41.427000,
1278324,Y,,,,,  ,11354384,,16,GUESTUSER,2013-10-03 09:15:00.404000,GUESTUSER,2013-07-05 15:47:27.318000,
1278329,Y,,,,,  ,11354407,,2,GUESTUSER,2013-08-07 11:01:33.522000,GUESTUSER,2013-07-07 18:29:59.401000,
1278530,Y,,,,,  ,11355178,,6,GUESTUSER,2013-07-15 09:45:43.054000,GUESTUSER,2013-07-12 16:22:21.547000,
1278537,Y,,,,,  ,11355217,,3,GUESTUSER,2014-05-23 12:15:38.794000,GUESTUSER,2013-07-15 08:56:45.971000,
1278540,N,,"GATEWAY EDI, LLC",,,  ,11355222,,0,GUESTUSER,2013-07-15 09:52:36.635000,GUESTUSER,2013-07-15 09:52:36.635000,
1278531,N,Computer Rx Pharmacy Software,,WinRx,22.3,2,11355194,,6,GUESTUSER,2013-07-16 10:30:16.265000,GUESTUSER,2013-07-15 10:00:59.839000,
1278536,N,Computer Rx Pharmacy Software,,WinRx,22.3,2,11355216,,6,GUESTUSER,2013-07-16 10:29:45.151000,GUESTUSER,2013-07-15 10:31:58.357000,
1278542,N,,eProvider Solutions,,,  ,11355261,,4,GUESTUSER,2013-07-15 12:22:49.918000,GUESTUSER,2013-07-15 12:16:38.804000,
1278534,N,,Zirmed,,,  ,11355210,,5,GUESTUSER,2013-07-15 14:26:49.562000,GUESTUSER,2013-07-15 14:17:45.434000,
1278547,Y,,,,,  ,11355312,,0,GUESTUSER,2013-07-15 14:20:33.878000,GUESTUSER,2013-07-15 14:20:33.878000,
1278549,N,relay health,,epremis,4.3,4,11355314,,8,GUESTUSER,2013-10-29 09:06:02.416000,GUESTUSER,2013-07-15 15:05:15.736000,
1278552,N,,caremedic,,,  ,11355327,,3,GUESTUSER,2013-07-15 15:58:28.714000,GUESTUSER,2013-07-15 15:53:39.496000,
1278551,N,,Zirmed,,,  ,11355326,,5,GUESTUSER,2013-07-16 08:36:02.028000,GUESTUSER,2013-07-15 16:09:07.033000,
1278553,N,,Hill Top Home of Comfort,,,  ,11355328,,6,GUESTUSER,2013-08-01 17:24:43.066000,GUESTUSER,2013-07-15 16:16:22.216000,
1278121,N,,EMDEON,,,  ,11353058,,0,GUESTUSER,2013-07-16 08:21:07.176000,GUESTUSER,2013-07-16 08:21:07.176000,
1278561,N,Noridian,,PC Ace,32,2,11355384,,3,GUESTUSER,2013-07-16 10:33:06.402000,GUESTUSER,2013-07-16 10:28:55.626000,
1278566,Y,,,,,  ,11355414,,1,GUESTUSER,2013-07-16 11:11:37.813000,GUESTUSER,2013-07-16 11:11:25.471000,
1278565,N,Noridian,,PC Ace,32,2,11355412,,2,GUESTUSER,2013-07-16 11:33:39.045000,GUESTUSER,2013-07-16 11:17:13.635000,
1278567,N,,eProvider Solutions,,,  ,11355440,,6,GUESTUSER,2013-07-16 11:46:32.644000,GUESTUSER,2013-07-16 11:44:35.666000,
1278472,N,,Gateway EDI,,,  ,11354798,,5,GUESTUSER,2013-07-16 12:15:50.182000,GUESTUSER,2013-07-16 12:04:52.533000,
1277131,N,,RelayHealth,,,  ,11349131,,0,GUESTUSER,2013-07-16 13:16:05.858000,GUESTUSER,2013-07-16 13:16:05.858000,
1277132,N,,RelayHealth,,,  ,11349133,,0,GUESTUSER,2013-07-16 13:16:06.144000,GUESTUSER,2013-07-16 13:16:06.144000,
1277133,N,,RelayHealth,,,  ,11349135,,0,GUESTUSER,2013-07-16 13:16:06.427000,GUESTUSER,2013-07-16 13:16:06.427000,
1276784,Y,,,,,  ,11347728,,14,GUESTUSER,2013-06-11 15:45:16.280000,GUESTUSER,2013-04-10 14:23:56.260000,
1276894,Y,,,,,  ,11348236,,0,GUESTUSER,2013-04-19 13:37:36.654000,GUESTUSER,2013-04-19 13:37:36.654000,
1276890,Y,,,,,  ,11348186,,0,GUESTUSER,2013-04-19 13:37:36.932000,GUESTUSER,2013-04-19 13:37:36.932000,
1276893,Y,,,,,  ,11348215,,0,GUESTUSER,2013-04-19 13:37:37.158000,GUESTUSER,2013-04-19 13:37:37.158000,
1276895,Y,,,,,  ,11348241,,0,GUESTUSER,2013-04-19 13:37:37.443000,GUESTUSER,2013-04-19 13:37:37.443000,
1276896,Y,,,,,  ,11348244,,0,GUESTUSER,2013-04-19 13:37:37.667000,GUESTUSER,2013-04-19 13:37:37.667000,
1276909,N,,RelayHealth,,,  ,11348282,,4,GUESTUSER,2013-04-19 13:50:36.736000,GUESTUSER,2013-04-19 13:49:19.482000,
1276985,Y,,,,,  ,11348592,,2,GUESTUSER,2013-04-23 18:18:14.262000,GUESTUSER,2013-04-23 18:13:29.796000,
1277021,Y,,,,,  ,11348728,,3,GUESTUSER,2013-04-25 12:21:55.698000,GUESTUSER,2013-04-25 12:19:39.618000,
