p_rpt_cms_upd_sk,p_rec_type,p_iface_prcs_dt,p_mmis_id,p_prov_nam,p_err_msg_text,l_hibernate_ver_num,g_aud_add_user_id,g_aud_add_ts
131, ,2025-09-22,1467679,UCH MHS,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
132, ,2025-09-22,1467361,Valley Hospital Medical Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
133, ,2025-09-22,1472403,Sanford Health of Northern Minnesota,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
134, ,2025-09-22,1472834,Sacred Heart Health Services,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
135, ,2025-09-22,1473746,Sanford Health Network North,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
136, ,2025-09-22,1473520,St Cloud Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
137, ,2025-09-22,1469313,Bryan Medical Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
138, ,2025-09-22,1468177,Memorial Hospital of Sheridan County,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
139, ,2025-09-22,1467161,CentraCare Health System Melrose,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
140, ,2025-09-22,1478104,Ivinson Memorial Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
141, ,2025-09-22,1467610,St Lukes Regional Medical Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
142, ,2025-09-22,1471243,Kalispell Regional Medical Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
143, ,2025-09-22,1472417,Sanford Health of Northern Minnesota,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
144, ,2025-09-22,1473519,Gundersen Lutheran Medical Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
145, ,2025-09-22,1473845,Sanford Health Network North,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
146, ,2025-09-22,1476651,Stanford Health Care,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
147, ,2025-09-22,1460737,Saint Alphonsus Medical Center Nampa Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
148, ,2025-09-22,1461561,Allina Health System,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
149, ,2025-09-22,1484029,Universal Health Services of Rancho Springs Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
150, ,2025-09-22,1462524,Big Horn Hospital Association,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
151, ,2025-09-22,1464606,Lovelace Health System LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
152, ,2025-09-22,1482247,The Health and Hospital Corp of Marion County,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
153, ,2025-09-22,1479854,Alton Memorial Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
154, ,2025-09-22,1483371,Topeka Hospital LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
155, ,2025-09-22,1461074,Range Regional Health Services,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
156, ,2025-09-22,1467859,Saint Alphonsus Regional Medical Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
157, ,2025-09-22,1487826,Saint Joseph Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
158, ,2025-09-22,1481335,St Lukes Nampa Medica Center LTD,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
159, ,2025-09-22,1488382,Conway Regional Medical Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
160, ,2025-09-22,1479850,Candler Hospital Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
161, ,2025-09-22,1460712,Holy Rosary Healthcare,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
162, ,2025-09-22,1482644,Maricopa County Special Health Care District,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
163, ,2025-09-22,1460345,Fairview Health Services,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
164, ,2025-09-22,1484877,St Lukes Magic Valley Regional Medical Center LTD,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
165, ,2025-09-22,1468048,Flagstaff Medical Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
166, ,2025-09-22,1462914,Coteau des Prairies Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
167, ,2025-09-22,1452099,St Lukes Hospital Association of Duluth Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
168, ,2025-09-22,1463361,Fairview Health Services,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
169, ,2025-09-22,1479656,St Charles Health System Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
170, ,2025-09-22,1482527,Trinity Medical Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
171, ,2025-09-22,1482366,Pocatello Hospital LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
172, ,2025-09-22,1482528,"St Mary's Hospital Medical Center of Green Bay,Inc-Hospital",ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
173, ,2025-09-22,1485497,UHS of Texoma Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
174, ,2025-09-22,1480436,UCHealth Grandview Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
175, ,2025-09-22,1483112,Henderson Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
176, ,2025-09-22,1481847,Bullhead City Hospital Corporation,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
177, ,2025-09-22,1467387,Spring Valley Hospital and Medical Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
178, ,2025-09-22,1487217,Fort Duncan Medical Center LP,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
179, ,2025-09-22,1482423,Mercy Medical Center - Dubuque,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
180, ,2025-09-22,1485536,Lakewood Health Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
181, ,2025-09-22,1482729,HealthEast Woodwinds Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
182, ,2025-09-22,1481754,Multicare Healthcare Systems,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
183, ,2025-09-22,1482438,McAllen Hospitals LP,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
184, ,2025-09-22,1487747,State University of Iowa,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
185, ,2025-09-22,1463762,Cherry County Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
186, ,2025-09-22,1463786,Legacy Salmon Creek Hospital,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
187, ,2025-09-22,1491214,Deer River Healthcare Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
188, ,2025-09-22,1465203,Titus C Evans,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
189, ,2025-09-22,1469527,Jay Sengupta,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
190, ,2025-09-22,1469625,JoEllyn Moore,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
191, ,2025-09-22,1471528,Prabhjot S Nijjar,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
192, ,2025-09-22,1468059,Katarzyna M Hryniewicz,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
193, ,2025-09-22,1469517,Thomas knickelbine,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
194, ,2025-09-22,1469481,Daniel Melby,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
195, ,2025-09-22,1469661,Mosi Bennett,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
196, ,2025-09-22,1469447,David Hurrell,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
197, ,2025-09-22,1472520,Alexander C Egbe,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
198, ,2025-09-22,1488578,James E Sensecqua,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
199, ,2025-09-22,1486705,Kurt W Prins,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
200, ,2025-09-22,1459535,Community Health Service Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
201, ,2025-09-22,1461963,Spectra Health,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
202, ,2025-09-22,1459654,Family HealthCare Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
203, ,2025-09-22,1464996,Coal Country Community Health Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
204, ,2025-09-22,1467396,Family Health Care Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
205, ,2025-09-22,1468309,Coal Country Community Health Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
206, ,2025-09-22,1471043,NORTHLAND HEALTH PARTNERS COMMUNITY HEALTH CENTER,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
207, ,2025-09-22,1472788,Family HealthCare Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
208, ,2025-09-22,1473012,Northland Health Partners Community Health Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
209, ,2025-09-22,1479528,Amy L Covert,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
210, ,2025-09-22,1451396,Richardton Health Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
211, ,2025-09-22,1454540,Walhalla Community Hospital Association,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
212, ,2025-09-22,1458173,St Marys Regional Health Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
