p_sys_id,p_req_attach_sk,p_attach_ty_cd,p_attach_recd_ind,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1173037,15836,47,Y,0,NMAIER,2013-04-10 15:05:34.169000,NMAIER,2013-04-10 15:05:34.169000
1172249,15837,58,Y,0,NMAIER,2013-04-10 15:12:30.025000,NMAIER,2013-04-10 15:12:30.025000
1172249,15838,17,Y,0,NMAIER,2013-04-10 15:12:30.025000,NMAIER,2013-04-10 15:12:30.025000
1276808,15839,05,Y,0,NMAIER,2013-04-11 12:48:10.850000,NMAIER,2013-04-11 12:48:10.850000
1276808,15840,17,Y,0,NMAIER,2013-04-11 12:48:10.850000,NMAIER,2013-04-11 12:48:10.850000
1276808,15841,58,Y,0,NMAIER,2013-04-11 12:48:10.850000,NMAIER,2013-04-11 12:48:10.850000
1174624,15844,17,Y,0,KRBACKMAN,2013-04-12 10:01:46.536000,KRBACKMAN,2013-04-12 10:01:46.536000
1174624,15845,58,Y,0,KRBACKMAN,2013-04-12 10:01:46.537000,KRBACKMAN,2013-04-12 10:01:46.537000
1276998,15857,05,Y,1,PJHEID,2013-12-03 19:34:19.886000,PJHEID,2013-05-16 15:51:02.045000
1276998,15858,27,Y,0,PJHEID,2013-05-16 15:51:02.045000,PJHEID,2013-05-16 15:51:02.045000
1276998,15859,58,Y,0,PJHEID,2013-05-16 15:51:02.045000,PJHEID,2013-05-16 15:51:02.045000
1277345,15864,05,Y,1,PJHEID,2013-05-30 12:43:24.251000,PJHEID,2013-05-24 13:26:52.919000
1277345,15865,27,Y,0,PJHEID,2013-05-24 13:26:52.920000,PJHEID,2013-05-24 13:26:52.920000
1277345,15866,58,Y,1,PJHEID,2013-05-30 16:03:06.773000,PJHEID,2013-05-24 13:26:52.920000
1277894,15881,58,Y,1,PJHEID,2013-08-28 12:33:22.422000,PJHEID,2013-06-12 13:50:12.632000
1277894,15882,27,Y,0,PJHEID,2013-06-12 13:50:12.632000,PJHEID,2013-06-12 13:50:12.632000
1003722,15883,58,Y,0,PJHEID,2013-06-17 11:33:27.107000,PJHEID,2013-06-17 11:33:27.107000
1003722,15884,27,Y,0,PJHEID,2013-06-17 11:33:27.108000,PJHEID,2013-06-17 11:33:27.108000
1278104,15892,58,Y,0,JMLAGRO,2013-06-19 15:48:20.180000,JMLAGRO,2013-06-19 15:48:20.180000
1278104,15893,47,Y,0,JMLAGRO,2013-06-19 15:48:20.181000,JMLAGRO,2013-06-19 15:48:20.181000
1278104,15894,31,Y,0,JMLAGRO,2013-06-19 15:48:20.182000,JMLAGRO,2013-06-19 15:48:20.182000
1278104,15895,27,Y,0,JMLAGRO,2013-06-19 15:48:20.182000,JMLAGRO,2013-06-19 15:48:20.182000
1277928,15912,05,Y,0,JMLAGRO,2013-06-24 08:09:52.096000,JMLAGRO,2013-06-24 08:09:52.096000
1277928,15913,27,Y,0,JMLAGRO,2013-06-24 08:09:52.096000,JMLAGRO,2013-06-24 08:09:52.096000
1277928,15914,58,Y,0,JMLAGRO,2013-06-24 08:09:52.097000,JMLAGRO,2013-06-24 08:09:52.097000
1278151,15915,05,Y,0,JMLAGRO,2013-06-24 10:39:03.596000,JMLAGRO,2013-06-24 10:39:03.596000
1278151,15916,27,Y,0,JMLAGRO,2013-06-24 10:39:03.597000,JMLAGRO,2013-06-24 10:39:03.597000
1278151,15917,58,Y,0,JMLAGRO,2013-06-24 10:39:03.597000,JMLAGRO,2013-06-24 10:39:03.597000
1278214,15925,05,Y,0,PJHEID,2013-06-26 13:14:50.904000,PJHEID,2013-06-26 13:14:50.904000
1278214,15926,27,Y,0,PJHEID,2013-06-26 13:14:50.904000,PJHEID,2013-06-26 13:14:50.904000
1278214,15927,58,Y,0,PJHEID,2013-06-26 13:14:50.904000,PJHEID,2013-06-26 13:14:50.904000
1277939,15956,58,Y,0,JMLAGRO,2013-07-02 13:35:30.573000,JMLAGRO,2013-07-02 13:35:30.573000
1277939,15957,27,Y,0,JMLAGRO,2013-07-02 13:35:30.573000,JMLAGRO,2013-07-02 13:35:30.573000
1277949,15958,58,Y,0,JMLAGRO,2013-07-02 13:43:55.251000,JMLAGRO,2013-07-02 13:43:55.251000
1277949,15959,27,Y,0,JMLAGRO,2013-07-02 13:43:55.252000,JMLAGRO,2013-07-02 13:43:55.252000
1277995,15960,05,Y,0,PJHEID,2013-07-02 14:06:48.583000,PJHEID,2013-07-02 14:06:48.583000
1277995,15961,27,Y,0,PJHEID,2013-07-02 14:06:48.583000,PJHEID,2013-07-02 14:06:48.583000
1277995,15962,58,Y,0,PJHEID,2013-07-02 14:06:48.583000,PJHEID,2013-07-02 14:06:48.583000
1276763,15967,58,Y,0,PJHEID,2013-07-03 13:37:25.984000,PJHEID,2013-07-03 13:37:25.984000
1276763,15968,27,Y,0,PJHEID,2013-07-03 13:37:25.985000,PJHEID,2013-07-03 13:37:25.985000
1277140,15977,05,Y,0,PJHEID,2013-07-05 11:33:47.258000,PJHEID,2013-07-05 11:33:47.258000
1277140,15978,27,Y,0,PJHEID,2013-07-05 11:33:47.258000,PJHEID,2013-07-05 11:33:47.258000
1277140,15979,58,Y,0,PJHEID,2013-07-05 11:33:47.259000,PJHEID,2013-07-05 11:33:47.259000
1003549,15990,27,Y,0,TBRABANDT,2013-07-10 14:43:47.409000,TBRABANDT,2013-07-10 14:43:47.409000
1003549,15991,58,Y,0,TBRABANDT,2013-07-10 14:43:47.409000,TBRABANDT,2013-07-10 14:43:47.409000
1278483,15999,58,Y,0,PJHEID,2013-07-15 11:15:44.070000,PJHEID,2013-07-15 11:15:44.070000
1278483,16000,27,Y,0,PJHEID,2013-07-15 11:15:44.072000,PJHEID,2013-07-15 11:15:44.072000
1278508,16013,05,Y,1,PJHEID,2013-07-16 16:07:51.189000,PJHEID,2013-07-16 16:06:01.797000
1278508,16014,27,Y,0,PJHEID,2013-07-16 16:06:01.798000,PJHEID,2013-07-16 16:06:01.798000
1278508,16015,58,Y,0,PJHEID,2013-07-16 16:06:01.798000,PJHEID,2013-07-16 16:06:01.798000
1278245,16022,05,Y,0,JMLAGRO,2013-07-17 14:11:11.857000,JMLAGRO,2013-07-17 14:11:11.857000
1278245,16023,27,Y,0,JMLAGRO,2013-07-17 14:11:11.857000,JMLAGRO,2013-07-17 14:11:11.857000
1278245,16024,58,Y,0,JMLAGRO,2013-07-17 14:11:11.857000,JMLAGRO,2013-07-17 14:11:11.857000
1277735,16025,58,Y,0,JMLAGRO,2013-07-17 14:54:20.025000,JMLAGRO,2013-07-17 14:54:20.025000
1277735,16026,27,Y,0,JMLAGRO,2013-07-17 14:54:20.025000,JMLAGRO,2013-07-17 14:54:20.025000
1279089,16039,05,Y,0,JMLAGRO,2013-08-01 10:39:12.683000,JMLAGRO,2013-08-01 10:39:12.683000
1278008,16036,05,Y,0,PJHEID,2013-07-31 13:52:10.592000,PJHEID,2013-07-31 13:52:10.592000
1278008,16037,27,Y,0,PJHEID,2013-07-31 13:52:10.593000,PJHEID,2013-07-31 13:52:10.593000
1278008,16038,58,Y,0,PJHEID,2013-07-31 13:52:10.593000,PJHEID,2013-07-31 13:52:10.593000
1279089,16040,27,Y,0,JMLAGRO,2013-08-01 10:39:12.685000,JMLAGRO,2013-08-01 10:39:12.685000
1279089,16041,58,Y,0,JMLAGRO,2013-08-01 10:39:12.685000,JMLAGRO,2013-08-01 10:39:12.685000
1278973,16042,05,Y,0,PJHEID,2013-08-02 10:42:58.143000,PJHEID,2013-08-02 10:42:58.143000
1278973,16043,27,Y,0,PJHEID,2013-08-02 10:42:58.143000,PJHEID,2013-08-02 10:42:58.143000
1278973,16044,58,Y,0,PJHEID,2013-08-02 10:42:58.143000,PJHEID,2013-08-02 10:42:58.143000
1279145,16045,05,Y,0,JMLAGRO,2013-08-05 12:30:18.994000,JMLAGRO,2013-08-05 12:30:18.994000
1279145,16046,27,Y,0,JMLAGRO,2013-08-05 12:30:18.994000,JMLAGRO,2013-08-05 12:30:18.994000
1279145,16047,31,Y,0,JMLAGRO,2013-08-05 12:30:18.994000,JMLAGRO,2013-08-05 12:30:18.994000
1279145,16048,47,Y,0,JMLAGRO,2013-08-05 12:30:18.995000,JMLAGRO,2013-08-05 12:30:18.995000
1279145,16049,58,Y,0,JMLAGRO,2013-08-05 12:30:18.995000,JMLAGRO,2013-08-05 12:30:18.995000
1277771,16050,05,Y,0,PJHEID,2013-08-06 08:23:39.635000,PJHEID,2013-08-06 08:23:39.635000
1277771,16051,27,Y,0,PJHEID,2013-08-06 08:23:39.635000,PJHEID,2013-08-06 08:23:39.635000
1277771,16052,58,Y,0,PJHEID,2013-08-06 08:23:39.635000,PJHEID,2013-08-06 08:23:39.635000
1279175,16059,58,Y,0,JMLAGRO,2013-08-09 08:13:53.001000,JMLAGRO,2013-08-09 08:13:53.001000
1279175,16060,27,Y,0,JMLAGRO,2013-08-09 08:13:53.003000,JMLAGRO,2013-08-09 08:13:53.003000
1002544,16074,17,Y,0,NMAIER,2013-08-09 14:11:53.381000,NMAIER,2013-08-09 14:11:53.381000
1002544,16075,58,Y,0,NMAIER,2013-08-09 14:11:53.381000,NMAIER,2013-08-09 14:11:53.381000
1277175,16096,05,Y,1,JOYSPEZIALE,2014-01-24 18:33:07.006000,JMLAGRO,2013-08-16 13:10:25.909000
1277175,16097,27,Y,0,JMLAGRO,2013-08-16 13:10:25.909000,JMLAGRO,2013-08-16 13:10:25.909000
1277175,16098,58,Y,0,JMLAGRO,2013-08-16 13:10:25.910000,JMLAGRO,2013-08-16 13:10:25.910000
1277185,16108,05,Y,1,JUDITHSZEGEDI,2014-01-17 12:28:27.143000,JMLAGRO,2013-08-16 13:16:48.248000
1277185,16109,27,Y,0,JMLAGRO,2013-08-16 13:16:48.248000,JMLAGRO,2013-08-16 13:16:48.248000
1277185,16110,58,Y,0,JMLAGRO,2013-08-16 13:16:48.250000,JMLAGRO,2013-08-16 13:16:48.250000
1276759,15805,58,Y,0,RRUD,2013-04-04 11:41:42.550000,RRUD,2013-04-04 11:41:42.550000
1276759,15806,27,Y,0,RRUD,2013-04-04 11:41:42.551000,RRUD,2013-04-04 11:41:42.551000
1276797,15823,17,Y,0,NMAIER,2013-04-10 14:02:58.525000,NMAIER,2013-04-10 14:02:58.525000
1276797,15824,30,Y,0,NMAIER,2013-04-10 14:02:58.526000,NMAIER,2013-04-10 14:02:58.526000
1276797,15825,47,Y,0,NMAIER,2013-04-10 14:02:58.526000,NMAIER,2013-04-10 14:02:58.526000
1276797,15826,48,Y,0,NMAIER,2013-04-10 14:02:58.527000,NMAIER,2013-04-10 14:02:58.527000
1276797,15827,58,Y,0,NMAIER,2013-04-10 14:02:58.527000,NMAIER,2013-04-10 14:02:58.527000
1276798,15828,58,Y,0,NMAIER,2013-04-10 14:41:38.840000,NMAIER,2013-04-10 14:41:38.840000
1276798,15829,17,Y,0,NMAIER,2013-04-10 14:41:38.840000,NMAIER,2013-04-10 14:41:38.840000
1276820,15842,58,Y,0,KRBACKMAN,2013-04-12 09:57:54.382000,KRBACKMAN,2013-04-12 09:57:54.382000
1276820,15843,17,Y,0,KRBACKMAN,2013-04-12 09:57:54.382000,KRBACKMAN,2013-04-12 09:57:54.382000
1276823,15846,58,Y,0,KRBACKMAN,2013-04-12 10:54:48.600000,KRBACKMAN,2013-04-12 10:54:48.600000
1276823,15847,17,Y,0,KRBACKMAN,2013-04-12 10:54:48.600000,KRBACKMAN,2013-04-12 10:54:48.600000
1177532,15848,58,Y,0,KRBACKMAN,2013-04-12 11:04:45.246000,KRBACKMAN,2013-04-12 11:04:45.246000
1177532,15849,17,Y,0,KRBACKMAN,2013-04-12 11:04:45.246000,KRBACKMAN,2013-04-12 11:04:45.246000
1276873,15873,05,Y,1,PJHEID,2013-09-27 08:31:51.470000,PJHEID,2013-05-29 15:08:46.836000
1276873,15874,27,Y,0,PJHEID,2013-05-29 15:08:46.838000,PJHEID,2013-05-29 15:08:46.838000
1276873,15875,58,Y,0,PJHEID,2013-05-29 15:08:46.838000,PJHEID,2013-05-29 15:08:46.838000
1277929,15879,58,Y,1,PJHEID,2013-06-17 11:29:42.542000,PJHEID,2013-06-07 10:51:39.636000
1277929,15880,27,Y,1,PJHEID,2013-06-07 10:52:53.293000,PJHEID,2013-06-07 10:51:39.636000
1190833,15896,58,Y,0,JMLAGRO,2013-06-19 15:49:42.581000,JMLAGRO,2013-06-19 15:49:42.581000
1190833,15897,27,Y,0,JMLAGRO,2013-06-19 15:49:42.582000,JMLAGRO,2013-06-19 15:49:42.582000
1190833,15898,47,Y,0,JMLAGRO,2013-06-19 15:49:42.582000,JMLAGRO,2013-06-19 15:49:42.582000
1190833,15899,31,Y,0,JMLAGRO,2013-06-19 15:49:42.582000,JMLAGRO,2013-06-19 15:49:42.582000
1278142,15906,05,Y,0,JMLAGRO,2013-06-21 13:42:12.926000,JMLAGRO,2013-06-21 13:42:12.926000
1278142,15907,27,Y,0,JMLAGRO,2013-06-21 13:42:12.926000,JMLAGRO,2013-06-21 13:42:12.926000
1278142,15908,58,Y,0,JMLAGRO,2013-06-21 13:42:12.926000,JMLAGRO,2013-06-21 13:42:12.926000
1278143,15909,05,Y,0,JMLAGRO,2013-06-21 15:20:21.564000,JMLAGRO,2013-06-21 15:20:21.564000
1278143,15910,27,Y,0,JMLAGRO,2013-06-21 15:20:21.564000,JMLAGRO,2013-06-21 15:20:21.564000
1278143,15911,58,Y,0,JMLAGRO,2013-06-21 15:20:21.565000,JMLAGRO,2013-06-21 15:20:21.565000
1278163,15918,58,Y,0,NMAIER,2013-06-24 13:45:18.749000,NMAIER,2013-06-24 13:45:18.749000
1278163,15919,17,Y,0,NMAIER,2013-06-24 13:45:18.749000,NMAIER,2013-06-24 13:45:18.749000
1002788,15920,17,Y,0,NMAIER,2013-06-24 14:00:47.235000,NMAIER,2013-06-24 14:00:47.235000
1002788,15921,58,Y,0,NMAIER,2013-06-24 14:00:47.236000,NMAIER,2013-06-24 14:00:47.236000
1279438,16166,58,Y,0,JMLAGRO,2013-08-19 15:27:28.168000,JMLAGRO,2013-08-19 15:27:28.168000
1279438,16167,27,Y,0,JMLAGRO,2013-08-19 15:27:28.168000,JMLAGRO,2013-08-19 15:27:28.168000
1278020,16111,05,Y,0,PJHEID,2013-08-16 13:19:15.240000,PJHEID,2013-08-16 13:19:15.240000
1277129,15937,05,Y,0,PJHEID,2013-06-28 15:26:34.511000,PJHEID,2013-06-28 15:26:34.511000
1277129,15938,27,Y,0,PJHEID,2013-06-28 15:26:34.511000,PJHEID,2013-06-28 15:26:34.511000
1277129,15939,58,Y,0,PJHEID,2013-06-28 15:26:34.511000,PJHEID,2013-06-28 15:26:34.511000
1277907,15943,58,Y,0,PJHEID,2013-07-01 10:32:19.819000,PJHEID,2013-07-01 10:32:19.819000
1277907,15944,27,Y,0,PJHEID,2013-07-01 10:32:19.820000,PJHEID,2013-07-01 10:32:19.820000
1276791,15945,05,Y,1,JMLAGRO,2013-09-25 09:46:08.477000,PJHEID,2013-07-02 10:18:15.196000
1276791,15946,27,Y,1,JMLAGRO,2013-09-25 09:46:08.478000,PJHEID,2013-07-02 10:18:15.197000
1276791,15947,58,Y,1,JMLAGRO,2013-09-25 09:46:08.478000,PJHEID,2013-07-02 10:18:15.197000
1277999,15948,05,Y,0,PJHEID,2013-07-02 12:49:42.314000,PJHEID,2013-07-02 12:49:42.314000
1277999,15949,27,Y,0,PJHEID,2013-07-02 12:49:42.314000,PJHEID,2013-07-02 12:49:42.314000
1277999,15950,58,Y,0,PJHEID,2013-07-02 12:49:42.314000,PJHEID,2013-07-02 12:49:42.314000
1277925,15951,58,Y,0,JMLAGRO,2013-07-02 13:19:52.886000,JMLAGRO,2013-07-02 13:19:52.886000
1277925,15952,27,Y,0,JMLAGRO,2013-07-02 13:19:52.886000,JMLAGRO,2013-07-02 13:19:52.886000
1277149,15953,05,Y,0,PJHEID,2013-07-02 13:25:40.433000,PJHEID,2013-07-02 13:25:40.433000
1277149,15954,27,Y,0,PJHEID,2013-07-02 13:25:40.434000,PJHEID,2013-07-02 13:25:40.434000
1277149,15955,58,Y,0,PJHEID,2013-07-02 13:25:40.435000,PJHEID,2013-07-02 13:25:40.435000
1278101,15980,58,Y,0,RRUD,2013-07-09 13:48:11.245000,RRUD,2013-07-09 13:48:11.245000
1278101,15981,27,Y,0,RRUD,2013-07-09 13:48:11.245000,RRUD,2013-07-09 13:48:11.245000
1004148,15982,27,Y,0,RRUD,2013-07-09 14:24:34.093000,RRUD,2013-07-09 14:24:34.093000
1004148,15983,58,Y,0,RRUD,2013-07-09 14:24:34.093000,RRUD,2013-07-09 14:24:34.093000
1277877,16001,05,Y,0,JMLAGRO,2013-07-16 09:51:29.624000,JMLAGRO,2013-07-16 09:51:29.624000
1277877,16002,27,Y,0,JMLAGRO,2013-07-16 09:51:29.624000,JMLAGRO,2013-07-16 09:51:29.624000
1277877,16003,58,Y,0,JMLAGRO,2013-07-16 09:51:29.624000,JMLAGRO,2013-07-16 09:51:29.624000
1277310,16010,05,Y,0,JMLAGRO,2013-07-16 12:57:54.925000,JMLAGRO,2013-07-16 12:57:54.925000
1277310,16011,27,Y,0,JMLAGRO,2013-07-16 12:57:54.926000,JMLAGRO,2013-07-16 12:57:54.926000
1277310,16012,58,Y,0,JMLAGRO,2013-07-16 12:57:54.926000,JMLAGRO,2013-07-16 12:57:54.926000
1278020,16112,27,Y,0,PJHEID,2013-08-16 13:19:15.241000,PJHEID,2013-08-16 13:19:15.241000
1278020,16113,58,Y,0,PJHEID,2013-08-16 13:19:15.241000,PJHEID,2013-08-16 13:19:15.241000
1279017,16170,05,Y,0,PJHEID,2013-08-20 14:58:29.716000,PJHEID,2013-08-20 14:58:29.716000
1279017,16171,27,Y,1,JOYSPEZIALE,2014-02-26 20:30:09.480000,PJHEID,2013-08-20 14:58:29.716000
1279017,16172,58,Y,0,PJHEID,2013-08-20 14:58:29.717000,PJHEID,2013-08-20 14:58:29.717000
1279102,16194,05,Y,0,JMLAGRO,2013-08-28 12:35:51.179000,JMLAGRO,2013-08-28 12:35:51.179000
1279102,16195,27,Y,0,JMLAGRO,2013-08-28 12:35:51.179000,JMLAGRO,2013-08-28 12:35:51.179000
1279102,16196,58,Y,0,JMLAGRO,2013-08-28 12:35:51.179000,JMLAGRO,2013-08-28 12:35:51.179000
1277556,16206,05,Y,0,JMLAGRO,2013-08-28 12:52:58.405000,JMLAGRO,2013-08-28 12:52:58.405000
1277556,16207,27,Y,0,JMLAGRO,2013-08-28 12:52:58.405000,JMLAGRO,2013-08-28 12:52:58.405000
1277556,16208,58,Y,0,JMLAGRO,2013-08-28 12:52:58.405000,JMLAGRO,2013-08-28 12:52:58.405000
1277598,16209,05,Y,0,JMLAGRO,2013-08-28 12:54:19.073000,JMLAGRO,2013-08-28 12:54:19.073000
1277598,16210,27,Y,0,JMLAGRO,2013-08-28 12:54:19.074000,JMLAGRO,2013-08-28 12:54:19.074000
1277598,16211,58,Y,0,JMLAGRO,2013-08-28 12:54:19.075000,JMLAGRO,2013-08-28 12:54:19.075000
1277557,16212,05,Y,0,JMLAGRO,2013-08-28 12:53:54.163000,JMLAGRO,2013-08-28 12:53:54.163000
1277557,16213,27,Y,0,JMLAGRO,2013-08-28 12:53:54.163000,JMLAGRO,2013-08-28 12:53:54.163000
1277557,16214,58,Y,0,JMLAGRO,2013-08-28 12:53:54.163000,JMLAGRO,2013-08-28 12:53:54.163000
1277597,16221,05,Y,0,JMLAGRO,2013-08-29 07:35:53.299000,JMLAGRO,2013-08-29 07:35:53.299000
1277597,16222,27,Y,0,JMLAGRO,2013-08-29 07:35:53.299000,JMLAGRO,2013-08-29 07:35:53.299000
1277597,16223,58,Y,0,JMLAGRO,2013-08-29 07:35:53.300000,JMLAGRO,2013-08-29 07:35:53.300000
1277548,16233,05,Y,0,JMLAGRO,2013-08-29 07:39:51.772000,JMLAGRO,2013-08-29 07:39:51.772000
1277548,16234,27,Y,0,JMLAGRO,2013-08-29 07:39:51.772000,JMLAGRO,2013-08-29 07:39:51.772000
1277548,16235,58,Y,0,JMLAGRO,2013-08-29 07:39:51.773000,JMLAGRO,2013-08-29 07:39:51.773000
1277365,16236,05,Y,0,JMLAGRO,2013-08-29 07:41:49.884000,JMLAGRO,2013-08-29 07:41:49.884000
1277365,16237,27,Y,0,JMLAGRO,2013-08-29 07:41:49.884000,JMLAGRO,2013-08-29 07:41:49.884000
1277365,16238,58,Y,0,JMLAGRO,2013-08-29 07:41:49.884000,JMLAGRO,2013-08-29 07:41:49.884000
1279572,16290,58,Y,1,JMLAGRO,2013-12-24 08:10:45.459000,JMLAGRO,2013-09-03 10:00:30.685000
1279572,16291,47,Y,1,JMLAGRO,2013-12-24 08:10:45.460000,JMLAGRO,2013-09-03 10:00:30.686000
1279572,16292,31,Y,1,JMLAGRO,2013-12-24 08:10:45.460000,JMLAGRO,2013-09-03 10:00:30.686000
1279572,16293,27,Y,0,JMLAGRO,2013-09-03 10:00:30.686000,JMLAGRO,2013-09-03 10:00:30.686000
1276758,15807,58,Y,0,JMLAGRO,2013-04-04 15:24:09.830000,JMLAGRO,2013-04-04 15:24:09.830000
1276758,15808,27,Y,1,JMLAGRO,2013-04-10 10:50:21.030000,JMLAGRO,2013-04-04 15:24:09.831000
1278188,15963,58,Y,0,JMLAGRO,2013-07-02 14:49:17.198000,JMLAGRO,2013-07-02 14:49:17.198000
1277924,15988,58,Y,0,TBRABANDT,2013-07-10 14:21:32.798000,TBRABANDT,2013-07-10 14:21:32.798000
1276799,15867,58,Y,0,PJHEID,2013-05-24 14:39:15.564000,PJHEID,2013-05-24 14:39:15.564000
1276799,15868,27,Y,0,PJHEID,2013-05-24 14:39:15.565000,PJHEID,2013-05-24 14:39:15.565000
1278470,15997,58,Y,0,PJHEID,2013-07-12 13:10:56.276000,PJHEID,2013-07-12 13:10:56.276000
1277769,16027,58,Y,0,JMLAGRO,2013-07-17 15:00:38.889000,JMLAGRO,2013-07-17 15:00:38.889000
1278470,15998,27,Y,0,PJHEID,2013-07-12 13:10:56.276000,PJHEID,2013-07-12 13:10:56.276000
1278170,15922,05,N,0,PJHEID,2013-06-25 11:08:25.557000,PJHEID,2013-06-25 11:08:25.557000
1277879,15903,05,Y,1,PJHEID,2013-06-20 15:57:59.797000,PJHEID,2013-06-20 13:15:24.835000
1277879,15904,27,Y,0,PJHEID,2013-06-20 13:15:24.839000,PJHEID,2013-06-20 13:15:24.839000
1277879,15905,58,Y,0,PJHEID,2013-06-20 13:15:24.840000,PJHEID,2013-06-20 13:15:24.840000
1278170,15923,27,Y,0,PJHEID,2013-06-25 11:08:25.557000,PJHEID,2013-06-25 11:08:25.557000
1278170,15924,58,N,0,PJHEID,2013-06-25 11:08:25.559000,PJHEID,2013-06-25 11:08:25.559000
1278267,15940,05,Y,0,NMAIER,2013-07-01 10:23:47.524000,NMAIER,2013-07-01 10:23:47.524000
1278267,15941,17,Y,0,NMAIER,2013-07-01 10:23:47.524000,NMAIER,2013-07-01 10:23:47.524000
1278267,15942,58,Y,0,NMAIER,2013-07-01 10:23:47.525000,NMAIER,2013-07-01 10:23:47.525000
1278188,15964,47,Y,0,JMLAGRO,2013-07-02 14:49:17.200000,JMLAGRO,2013-07-02 14:49:17.200000
1278188,15965,31,Y,0,JMLAGRO,2013-07-02 14:49:17.201000,JMLAGRO,2013-07-02 14:49:17.201000
1278188,15966,27,Y,0,JMLAGRO,2013-07-02 14:49:17.201000,JMLAGRO,2013-07-02 14:49:17.201000
1277924,15989,27,Y,0,TBRABANDT,2013-07-10 14:21:32.798000,TBRABANDT,2013-07-10 14:21:32.798000
1277976,16019,05,Y,0,JMLAGRO,2013-07-17 13:58:23.082000,JMLAGRO,2013-07-17 13:58:23.082000
1277976,16020,27,Y,0,JMLAGRO,2013-07-17 13:58:23.083000,JMLAGRO,2013-07-17 13:58:23.083000
1277976,16021,58,Y,0,JMLAGRO,2013-07-17 13:58:23.084000,JMLAGRO,2013-07-17 13:58:23.084000
1277769,16028,27,Y,0,JMLAGRO,2013-07-17 15:00:38.889000,JMLAGRO,2013-07-17 15:00:38.889000
1182888,16053,27,Y,0,PJHEID,2013-08-06 09:45:26.707000,PJHEID,2013-08-06 09:45:26.707000
1182888,16054,58,Y,0,PJHEID,2013-08-06 09:45:26.707000,PJHEID,2013-08-06 09:45:26.707000
1279181,16055,58,Y,0,JMLAGRO,2013-08-09 07:55:00.817000,JMLAGRO,2013-08-09 07:55:00.817000
1279181,16056,27,Y,0,JMLAGRO,2013-08-09 07:55:00.818000,JMLAGRO,2013-08-09 07:55:00.818000
1279176,16057,58,Y,0,JMLAGRO,2013-08-09 08:01:05.039000,JMLAGRO,2013-08-09 08:01:05.039000
1279176,16058,27,Y,0,JMLAGRO,2013-08-09 08:01:05.039000,JMLAGRO,2013-08-09 08:01:05.039000
1278875,16061,05,Y,0,JMLAGRO,2013-08-09 09:12:59.479000,JMLAGRO,2013-08-09 09:12:59.479000
1278875,16062,27,Y,0,JMLAGRO,2013-08-09 09:12:59.480000,JMLAGRO,2013-08-09 09:12:59.480000
1278875,16063,58,Y,0,JMLAGRO,2013-08-09 09:12:59.480000,JMLAGRO,2013-08-09 09:12:59.480000
