p_sys_id,p_qstnr_sect_cd,p_qstnr_seq_num,p_qsp_qstnr_initials_text,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,l_hibernate_ver_num
1276795,2,12,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.409000,4
1276795,2,6,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.409000,4
1276795,2,11,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.409000,4
1276795,2,5,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.410000,4
1276795,2,10,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.410000,4
1276795,2,4,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.410000,4
1276795,2,3,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.410000,4
1276795,2,2,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.411000,4
1276795,2,1,KA,NMAIER,2013-04-10 15:11:49.817000,guestUser,2013-04-10 11:39:11.411000,4
1276797,1,15,VA,NMAIER,2013-04-10 14:30:43.210000,guestUser,2013-04-10 13:36:35.162000,4
1276797,1,9,VA,NMAIER,2013-04-10 14:30:43.210000,guestUser,2013-04-10 13:36:35.162000,4
1276797,1,14,VA,NMAIER,2013-04-10 14:30:43.210000,guestUser,2013-04-10 13:36:35.162000,4
1276797,1,8,VA,NMAIER,2013-04-10 14:30:43.210000,guestUser,2013-04-10 13:36:35.162000,4
1276797,1,13,VA,NMAIER,2013-04-10 14:30:43.210000,guestUser,2013-04-10 13:36:35.163000,4
1276797,1,7,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.163000,4
1276797,1,12,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.163000,4
1276797,1,6,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.163000,4
1276797,1,11,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.163000,4
1276797,1,5,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.164000,4
1276797,1,10,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.164000,4
1276797,1,4,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.164000,4
1276797,1,3,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.164000,4
1276797,1,2,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.165000,4
1276797,1,1,VA,NMAIER,2013-04-10 14:30:43.211000,guestUser,2013-04-10 13:36:35.165000,4
1276798,2,8,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.062000,10
1276798,2,13,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.062000,10
1276798,2,7,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.062000,10
1276798,2,12,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.063000,10
1276798,2,6,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.063000,10
1276798,2,11,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.063000,10
1276798,2,5,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.063000,10
1276798,2,10,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.064000,10
1276798,2,4,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.064000,10
1276798,2,3,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.064000,10
1276798,2,2,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.064000,10
1276798,2,1,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.065000,10
1276798,2,9,RA,NMAIER,2013-04-10 14:46:33.899000,guestUser,2013-04-10 13:49:47.065000,10
1276808,1,15,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.209000,8
1276808,1,9,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.209000,8
1276808,1,14,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.209000,8
1276808,1,8,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.210000,8
1276808,1,13,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.210000,8
1276808,1,7,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.210000,8
1276808,1,12,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.210000,8
1276808,1,6,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.211000,8
1276808,1,11,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.211000,8
1276808,1,5,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.211000,8
1276808,1,10,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.211000,8
1276808,1,4,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.212000,8
1276808,1,3,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.212000,8
1276808,1,2,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.212000,8
1276808,1,1,AA,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.212000,8
1276820,1,9,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.952000,3
1276820,1,14,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.953000,3
1276820,1,8,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.953000,3
1276820,1,13,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.953000,3
1276820,1,7,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.953000,3
1276820,1,12,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.954000,3
1276820,1,6,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.954000,3
1276820,1,11,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.954000,3
1276820,1,5,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.954000,3
1276820,1,10,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.954000,3
1276820,1,4,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.955000,3
1276820,1,3,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.955000,3
1276820,1,2,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.955000,3
1276820,1,1,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.955000,3
1276820,1,15,BA,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.956000,3
1277426,4,5,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.446000,3
1277426,4,10,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.446000,3
1277426,4,4,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.447000,3
1277426,4,9,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.447000,3
1277426,4,3,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.448000,3
1277426,4,8,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.448000,3
1277426,4,2,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.448000,3
1277426,4,7,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.449000,3
1277426,4,12,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.449000,3
1277426,4,1,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.449000,3
1277426,4,6,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.449000,3
1277426,4,11,cg,guestUser,2013-05-10 14:00:21.048000,guestUser,2013-05-10 13:40:06.450000,3
1277775,4,8,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.074000,3
1277775,4,2,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.074000,3
1277775,4,7,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.074000,3
1277775,4,12,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.074000,3
1277775,4,1,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.075000,3
1277775,4,6,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.075000,3
1277775,4,11,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.075000,3
1277775,4,5,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.075000,3
1277775,4,10,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.076000,3
1277775,4,4,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.076000,3
1277775,4,3,DF,guestUser,2013-05-29 09:22:44.930000,guestUser,2013-05-24 11:06:33.076000,3
1278218,4,5,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.381000,5
1278218,4,10,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.382000,5
1278218,4,4,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.382000,5
1276782,1,3,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.805000,3
1276782,1,2,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.805000,3
1276782,1,1,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.805000,3
1276782,1,15,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.805000,3
1276782,1,9,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.806000,3
1276782,1,14,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.807000,3
1276782,1,8,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.807000,3
1276782,1,13,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.807000,3
1276782,1,7,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.807000,3
1276782,1,12,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.808000,3
1276782,1,6,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.808000,3
1276782,1,11,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.808000,3
1276782,1,5,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.808000,3
1276782,1,10,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.808000,3
1276782,1,4,RA,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.809000,3
1276823,1,6,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.998000,2
1276823,1,11,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.998000,2
1276823,1,5,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.998000,2
1276823,1,10,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.999000,2
1276823,1,4,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.999000,2
1276823,1,3,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.999000,2
1276823,1,2,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.999000,2
1276823,1,1,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:44.000000,2
1276823,1,15,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:44.000000,2
1276823,1,9,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:44.000000,2
1276823,1,14,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:44.000000,2
1276823,1,8,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:44.001000,2
1276823,1,13,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:44.001000,2
1276823,1,7,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:44.001000,2
1276823,1,12,DKA,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:44.001000,2
1277600,4,7,TMB,guestUser,2013-05-16 09:51:09.737000,guestUser,2013-05-16 09:30:39.116000,1
1277600,4,12,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.116000,1
1277600,4,1,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.117000,1
1277600,4,6,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.117000,1
1277600,4,11,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.118000,1
1277600,4,5,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.118000,1
1277600,4,10,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.119000,1
1277600,4,4,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.119000,1
1277600,4,9,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.119000,1
1277600,4,3,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.119000,1
1277600,4,8,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.120000,1
1277600,4,2,TMB,guestUser,2013-05-16 09:51:09.738000,guestUser,2013-05-16 09:30:39.120000,1
1277630,1,2,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.895000,3
1277630,1,1,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.896000,3
1277630,1,15,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.896000,3
1277630,1,9,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.896000,3
1277630,1,14,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.897000,3
1277630,1,8,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.897000,3
1277630,1,13,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.897000,3
1277630,1,7,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.897000,3
1277630,1,12,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.898000,3
1277630,1,6,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.898000,3
1277630,1,11,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.898000,3
1277630,1,5,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.899000,3
1277630,1,10,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.899000,3
1277630,1,4,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.899000,3
1277630,1,3,JO,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.900000,3
1278163,1,14,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.044000,5
1278163,1,8,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.045000,5
1278163,1,13,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.045000,5
1278163,1,7,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.045000,5
1278163,1,12,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.045000,5
1278163,1,6,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.046000,5
1278163,1,11,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.046000,5
1278163,1,5,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.046000,5
1278163,1,10,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.046000,5
1278163,1,4,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.047000,5
1278163,1,3,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.047000,5
1278163,1,2,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.047000,5
1278163,1,1,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.047000,5
1278163,1,15,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.047000,5
1278163,1,9,WA,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.048000,5
1278218,4,9,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.382000,5
1278218,4,3,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.382000,5
1278218,4,8,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.383000,5
1278218,4,2,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.383000,5
1278218,4,7,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.383000,5
1278218,4,12,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.383000,5
1278218,4,1,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.384000,5
1278218,4,6,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.384000,5
1278218,4,11,SE,guestUser,2013-06-26 15:03:42.765000,guestUser,2013-06-26 14:56:58.384000,5
1278532,4,10,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.044000,4
1278532,4,4,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.045000,4
1278532,4,9,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.045000,4
1278532,4,3,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.045000,4
1278532,4,8,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.046000,4
1278532,4,2,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.046000,4
1278532,4,7,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.046000,4
1278532,4,12,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.047000,4
1278532,4,1,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.047000,4
1278532,4,6,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.047000,4
1278532,4,11,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.048000,4
1278532,4,5,Yes,guestUser,2014-04-09 15:41:02.072000,guestUser,2013-07-12 16:28:09.048000,4
1279494,1,14,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.839000,5
1279494,1,8,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.839000,5
1279494,1,13,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.840000,5
1279494,1,7,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.840000,5
1279494,1,12,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.840000,5
1279494,1,6,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.841000,5
1279494,1,11,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.841000,5
1279494,1,5,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.841000,5
1279494,1,10,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.841000,5
1279494,1,4,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.842000,5
1279494,1,3,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.842000,5
1279494,1,2,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.842000,5
1279494,1,1,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.843000,5
1279494,1,15,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.843000,5
1279494,1,9,GH,guestUser,2013-08-14 11:35:11.753000,guestUser,2013-08-14 11:32:56.843000,5
1280283,4,8,py,guestUser,2013-09-10 10:10:27.184000,guestUser,2013-09-10 09:53:05.603000,21
1278064,4,11,MS,guestUser,2013-06-19 13:02:51.421000,guestUser,2013-06-19 12:47:49.866000,6
1278064,4,5,MS,guestUser,2013-06-19 13:02:51.421000,guestUser,2013-06-19 12:47:49.867000,6
1278064,4,10,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.867000,6
1278064,4,4,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.867000,6
1278064,4,9,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.867000,6
1278064,4,3,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.868000,6
1278064,4,8,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.868000,6
1278064,4,2,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.868000,6
1278064,4,7,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.869000,6
1278064,4,12,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.869000,6
1278064,4,1,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.869000,6
1278064,4,6,MS,guestUser,2013-06-19 13:02:51.422000,guestUser,2013-06-19 12:47:49.870000,6
1278219,1,7,cb,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.786000,5
1278219,1,12,cb,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.786000,5
1278219,1,6,cb,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.786000,5
1278219,1,11,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.787000,5
1278219,1,5,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.787000,5
1278219,1,10,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.787000,5
1278219,1,4,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.788000,5
1278219,1,3,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.788000,5
1278219,1,2,CB,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.788000,5
1278219,1,1,CB,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.789000,5
1278219,1,15,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.789000,5
1278219,1,9,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.789000,5
1278219,1,14,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.790000,5
1278219,1,8,cb,NMAIER,2013-06-26 15:28:03.095000,guestUser,2013-06-26 15:17:06.790000,5
