p_sys_id,p_txn_tp_info_sk,p_txn_ty_cd,w_txn_drctn_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1277331,675087,835,I,0,guestUser,2013-05-13 09:47:08.180000,guestUser,2013-05-13 09:47:08.180000
1277331,675088,276,I,0,guestUser,2013-05-13 09:47:08.180000,guestUser,2013-05-13 09:47:08.180000
1277331,675089,270,I,0,guestUser,2013-05-13 09:47:08.180000,guestUser,2013-05-13 09:47:08.180000
1277610,675498,278,O,0,guestUser,2013-05-16 11:44:56.226000,guestUser,2013-05-16 11:44:56.226000
1277454,675420,835,O,5,guestUser,2013-05-15 14:36:38.300000,guestUser,2013-05-15 14:36:38.300000
1277610,675499,277,O,0,guestUser,2013-05-16 11:44:56.226000,guestUser,2013-05-16 11:44:56.226000
1277610,675500,837P,I,0,guestUser,2013-05-16 11:44:56.227000,guestUser,2013-05-16 11:44:56.227000
1277454,675421,837I,I,3,guestUser,2013-05-15 14:36:38.301000,guestUser,2013-05-15 14:36:38.301000
1277454,675422,837P,I,3,guestUser,2013-05-15 14:36:38.301000,guestUser,2013-05-15 14:36:38.301000
1277610,675501,271,O,0,guestUser,2013-05-16 11:44:56.228000,guestUser,2013-05-16 11:44:56.228000
1277610,675502,270,I,0,guestUser,2013-05-16 11:44:56.228000,guestUser,2013-05-16 11:44:56.228000
1277610,675503,276,I,0,guestUser,2013-05-16 11:44:56.228000,guestUser,2013-05-16 11:44:56.228000
1277610,675504,278,I,0,guestUser,2013-05-16 11:44:56.228000,guestUser,2013-05-16 11:44:56.228000
1277610,675505,835,O,0,guestUser,2013-05-16 11:44:56.229000,guestUser,2013-05-16 11:44:56.229000
1277178,675506,278,O,0,guestUser,2013-05-16 11:44:56.550000,guestUser,2013-05-16 11:44:56.550000
1277178,675507,277,O,0,guestUser,2013-05-16 11:44:56.550000,guestUser,2013-05-16 11:44:56.550000
1277178,675508,837P,I,0,guestUser,2013-05-16 11:44:56.551000,guestUser,2013-05-16 11:44:56.551000
1277178,675509,271,O,0,guestUser,2013-05-16 11:44:56.551000,guestUser,2013-05-16 11:44:56.551000
1277178,675510,270,I,0,guestUser,2013-05-16 11:44:56.552000,guestUser,2013-05-16 11:44:56.552000
1277178,675511,276,I,0,guestUser,2013-05-16 11:44:56.552000,guestUser,2013-05-16 11:44:56.552000
1277178,675512,278,I,0,guestUser,2013-05-16 11:44:56.552000,guestUser,2013-05-16 11:44:56.552000
1277178,675513,835,O,0,guestUser,2013-05-16 11:44:56.552000,guestUser,2013-05-16 11:44:56.552000
1277180,675514,278,O,0,guestUser,2013-05-16 11:44:56.728000,guestUser,2013-05-16 11:44:56.728000
1277180,675515,277,O,0,guestUser,2013-05-16 11:44:56.728000,guestUser,2013-05-16 11:44:56.728000
1277180,675516,837P,I,0,guestUser,2013-05-16 11:44:56.729000,guestUser,2013-05-16 11:44:56.729000
1277180,675517,271,O,0,guestUser,2013-05-16 11:44:56.729000,guestUser,2013-05-16 11:44:56.729000
1277180,675518,270,I,0,guestUser,2013-05-16 11:44:56.729000,guestUser,2013-05-16 11:44:56.729000
1277180,675519,276,I,0,guestUser,2013-05-16 11:44:56.729000,guestUser,2013-05-16 11:44:56.729000
1277180,675520,278,I,0,guestUser,2013-05-16 11:44:56.730000,guestUser,2013-05-16 11:44:56.730000
1277180,675521,835,O,0,guestUser,2013-05-16 11:44:56.730000,guestUser,2013-05-16 11:44:56.730000
1277613,675522,278,O,0,guestUser,2013-05-16 11:44:56.886000,guestUser,2013-05-16 11:44:56.886000
1277613,675523,277,O,0,guestUser,2013-05-16 11:44:56.886000,guestUser,2013-05-16 11:44:56.886000
1277613,675524,837P,I,0,guestUser,2013-05-16 11:44:56.886000,guestUser,2013-05-16 11:44:56.886000
1277613,675525,271,O,0,guestUser,2013-05-16 11:44:56.886000,guestUser,2013-05-16 11:44:56.886000
1277613,675526,270,I,0,guestUser,2013-05-16 11:44:56.887000,guestUser,2013-05-16 11:44:56.887000
1277613,675527,276,I,0,guestUser,2013-05-16 11:44:56.887000,guestUser,2013-05-16 11:44:56.887000
1277613,675528,278,I,0,guestUser,2013-05-16 11:44:56.887000,guestUser,2013-05-16 11:44:56.887000
1277613,675529,835,O,0,guestUser,2013-05-16 11:44:56.887000,guestUser,2013-05-16 11:44:56.887000
1277631,675628,837P,I,0,guestUser,2013-05-17 11:26:11.348000,guestUser,2013-05-17 11:26:11.348000
1277673,675731,837P,I,0,guestUser,2013-05-20 14:00:30.910000,guestUser,2013-05-20 14:00:30.910000
1278169,685243,835,I,0,guestUser,2013-06-24 14:39:06.539000,guestUser,2013-06-24 14:39:06.539000
1276821,670655,835,O,15,guestUser,2013-04-15 09:42:07.608000,guestUser,2013-04-15 09:42:07.608000
1278169,685244,835,O,0,guestUser,2013-06-24 14:39:06.539000,guestUser,2013-06-24 14:39:06.539000
1277771,685878,837P,I,0,guestUser,2013-06-26 09:41:36.694000,guestUser,2013-06-26 09:41:36.694000
1278220,686015,837D,I,0,guestUser,2013-06-26 16:56:19.343000,guestUser,2013-06-26 16:56:19.343000
1278220,686016,835,O,0,guestUser,2013-06-26 16:56:19.343000,guestUser,2013-06-26 16:56:19.343000
1278429,687518,837P,I,0,guestUser,2013-07-10 10:40:22.269000,guestUser,2013-07-10 10:40:22.269000
1278424,687499,837P,I,0,guestUser,2013-07-10 09:45:25.395000,guestUser,2013-07-10 09:45:25.395000
1278183,685690,837D,I,0,guestUser,2013-06-25 11:21:36.136000,guestUser,2013-06-25 11:21:36.136000
1276821,670656,835,I,13,guestUser,2013-04-15 09:42:07.608000,guestUser,2013-04-15 09:42:07.608000
1276821,670657,276,I,13,guestUser,2013-04-15 09:42:07.608000,guestUser,2013-04-15 09:42:07.608000
1276821,670658,270,I,13,guestUser,2013-04-15 09:42:07.609000,guestUser,2013-04-15 09:42:07.609000
1276821,670659,837P,I,13,guestUser,2013-04-15 09:42:07.609000,guestUser,2013-04-15 09:42:07.609000
1276821,670660,271,O,15,guestUser,2013-04-15 09:42:07.609000,guestUser,2013-04-15 09:42:07.609000
1276821,670661,277,O,15,guestUser,2013-04-15 09:42:07.610000,guestUser,2013-04-15 09:42:07.610000
1276821,670662,820,O,15,guestUser,2013-04-15 09:42:07.610000,guestUser,2013-04-15 09:42:07.610000
1277719,682600,277,O,4,guestUser,2013-06-05 14:03:59.492000,guestUser,2013-06-05 14:03:59.492000
1277719,682601,837P,I,3,guestUser,2013-06-05 14:03:59.493000,guestUser,2013-06-05 14:03:59.493000
1278249,686342,837P,I,9,guestUser,2013-06-28 15:06:45.397000,guestUser,2013-06-28 15:06:45.397000
1278249,686343,835,O,11,guestUser,2013-06-28 15:06:45.398000,guestUser,2013-06-28 15:06:45.398000
1277719,682602,276,I,3,guestUser,2013-06-05 14:03:59.493000,guestUser,2013-06-05 14:03:59.493000
1278261,686408,837P,I,3,guestUser,2013-06-28 16:23:25.887000,guestUser,2013-06-28 16:23:25.887000
1277906,682589,837I,I,0,guestUser,2013-06-05 13:59:42.948000,guestUser,2013-06-05 13:59:42.948000
1277906,682590,837P,I,0,guestUser,2013-06-05 13:59:42.949000,guestUser,2013-06-05 13:59:42.949000
1277771,685879,835,O,0,guestUser,2013-06-26 09:41:36.694000,guestUser,2013-06-26 09:41:36.694000
1278261,686409,835,O,4,guestUser,2013-06-28 16:23:25.887000,guestUser,2013-06-28 16:23:25.887000
1278275,687548,835,O,0,guestUser,2013-07-10 13:48:54.874000,guestUser,2013-07-10 13:48:54.874000
1278433,687527,837P,I,0,guestUser,2013-07-10 10:59:06.804000,guestUser,2013-07-10 10:59:06.804000
1278437,687542,837P,I,0,guestUser,2013-07-10 11:17:12.544000,guestUser,2013-07-10 11:17:12.544000
1278521,688722,837I,I,0,guestUser,2013-07-12 13:55:35.341000,guestUser,2013-07-12 13:55:35.341000
1277653,701151,837P,I,0,guestUser,2013-08-22 10:44:32.067000,guestUser,2013-08-22 10:44:32.067000
1278275,687549,278,O,0,guestUser,2013-07-10 13:48:54.875000,guestUser,2013-07-10 13:48:54.875000
1278275,687550,277,O,0,guestUser,2013-07-10 13:48:54.875000,guestUser,2013-07-10 13:48:54.875000
1278275,687551,837P,I,0,guestUser,2013-07-10 13:48:54.875000,guestUser,2013-07-10 13:48:54.875000
1278275,687552,837I,I,0,guestUser,2013-07-10 13:48:54.875000,guestUser,2013-07-10 13:48:54.875000
1278275,687553,835,I,0,guestUser,2013-07-10 13:48:54.876000,guestUser,2013-07-10 13:48:54.876000
1278275,687554,278,I,0,guestUser,2013-07-10 13:48:54.876000,guestUser,2013-07-10 13:48:54.876000
1278275,687555,276,I,0,guestUser,2013-07-10 13:48:54.877000,guestUser,2013-07-10 13:48:54.877000
1278275,687556,270,I,0,guestUser,2013-07-10 13:48:54.877000,guestUser,2013-07-10 13:48:54.877000
1278447,687559,837P,I,0,guestUser,2013-07-10 14:24:45.569000,guestUser,2013-07-10 14:24:45.569000
1278452,687566,837P,I,0,guestUser,2013-07-10 14:55:27.077000,guestUser,2013-07-10 14:55:27.077000
1278521,688723,837P,I,0,guestUser,2013-07-12 13:55:35.342000,guestUser,2013-07-12 13:55:35.342000
1277653,701152,835,O,0,guestUser,2013-08-22 10:44:32.067000,guestUser,2013-08-22 10:44:32.067000
1278477,687682,837P,I,0,guestUser,2013-07-11 11:10:53.864000,guestUser,2013-07-11 11:10:53.864000
1278266,688805,270,I,11,guestUser,2013-07-12 14:01:05.747000,guestUser,2013-07-12 14:01:05.747000
1278266,688806,276,I,11,guestUser,2013-07-12 14:01:05.748000,guestUser,2013-07-12 14:01:05.748000
1278489,687794,837I,I,0,guestUser,2013-07-11 13:55:53.525000,guestUser,2013-07-11 13:55:53.525000
1278489,687795,837P,I,0,guestUser,2013-07-11 13:55:53.526000,guestUser,2013-07-11 13:55:53.526000
1278491,687818,837I,I,0,guestUser,2013-07-11 14:18:34.123000,guestUser,2013-07-11 14:18:34.123000
1278525,688897,837I,I,0,guestUser,2013-07-12 14:25:20.524000,guestUser,2013-07-12 14:25:20.524000
1278525,688898,837P,I,0,guestUser,2013-07-12 14:25:20.524000,guestUser,2013-07-12 14:25:20.524000
1277937,688135,270,I,58,guestUser,2013-07-11 16:11:08.613000,guestUser,2013-07-11 16:11:08.613000
1277937,688136,276,I,58,guestUser,2013-07-11 16:11:08.614000,guestUser,2013-07-11 16:11:08.614000
1278495,688006,837I,I,0,guestUser,2013-07-11 15:07:13.791000,guestUser,2013-07-11 15:07:13.791000
1278465,687641,837P,I,0,guestUser,2013-07-10 17:09:34.911000,guestUser,2013-07-10 17:09:34.911000
1277729,701165,837P,O,0,guestUser,2013-08-22 11:15:27.679000,guestUser,2013-08-22 11:15:27.679000
1278491,687819,837P,I,0,guestUser,2013-07-11 14:18:34.123000,guestUser,2013-07-11 14:18:34.123000
1278542,689428,837P,I,2,guestUser,2013-07-15 12:22:49.906000,guestUser,2013-07-15 12:22:49.906000
1278266,688807,835,I,11,guestUser,2013-07-12 14:01:05.748000,guestUser,2013-07-12 14:01:05.748000
1278266,688808,837P,I,11,guestUser,2013-07-12 14:01:05.748000,guestUser,2013-07-12 14:01:05.748000
1278266,688809,277,O,11,guestUser,2013-07-12 14:01:05.748000,guestUser,2013-07-12 14:01:05.748000
1278495,688007,837P,I,0,guestUser,2013-07-11 15:07:13.792000,guestUser,2013-07-11 15:07:13.792000
1277729,701166,835,O,0,guestUser,2013-08-22 11:15:27.679000,guestUser,2013-08-22 11:15:27.679000
1277729,701167,277,O,0,guestUser,2013-08-22 11:15:27.679000,guestUser,2013-08-22 11:15:27.679000
1277729,701168,271,O,0,guestUser,2013-08-22 11:15:27.680000,guestUser,2013-08-22 11:15:27.680000
1277729,701169,270,O,0,guestUser,2013-08-22 11:15:27.680000,guestUser,2013-08-22 11:15:27.680000
1277729,701170,276,I,0,guestUser,2013-08-22 11:15:27.680000,guestUser,2013-08-22 11:15:27.680000
1278266,688810,835,O,11,guestUser,2013-07-12 14:01:05.749000,guestUser,2013-07-12 14:01:05.749000
1278266,688811,271,O,11,guestUser,2013-07-12 14:01:05.749000,guestUser,2013-07-12 14:01:05.749000
1277937,688137,835,I,58,guestUser,2013-07-11 16:11:08.614000,guestUser,2013-07-11 16:11:08.614000
1277937,688138,837P,I,58,guestUser,2013-07-11 16:11:08.614000,guestUser,2013-07-11 16:11:08.614000
1277937,688139,271,O,58,guestUser,2013-07-11 16:11:08.614000,guestUser,2013-07-11 16:11:08.614000
1277937,688140,277,O,58,guestUser,2013-07-11 16:11:08.615000,guestUser,2013-07-11 16:11:08.615000
1277937,688141,835,O,58,guestUser,2013-07-11 16:11:08.615000,guestUser,2013-07-11 16:11:08.615000
1278294,688789,837P,I,4,guestUser,2013-07-12 14:00:17.349000,guestUser,2013-07-12 14:00:17.349000
1278294,688790,835,O,5,guestUser,2013-07-12 14:00:17.350000,guestUser,2013-07-12 14:00:17.350000
1278542,689429,835,O,3,guestUser,2013-07-15 12:22:49.906000,guestUser,2013-07-15 12:22:49.906000
1277729,701171,271,I,0,guestUser,2013-08-22 11:15:27.680000,guestUser,2013-08-22 11:15:27.680000
1277729,701172,270,I,0,guestUser,2013-08-22 11:15:27.681000,guestUser,2013-08-22 11:15:27.681000
1277729,701173,837P,I,0,guestUser,2013-08-22 11:15:27.682000,guestUser,2013-08-22 11:15:27.682000
1277729,701174,835,I,0,guestUser,2013-08-22 11:15:27.682000,guestUser,2013-08-22 11:15:27.682000
1277696,701175,271,O,0,guestUser,2013-08-22 11:17:57.401000,guestUser,2013-08-22 11:17:57.401000
1277696,701176,270,O,0,guestUser,2013-08-22 11:17:57.401000,guestUser,2013-08-22 11:17:57.401000
1277696,701177,837P,O,0,guestUser,2013-08-22 11:17:57.401000,guestUser,2013-08-22 11:17:57.401000
1277696,701178,835,O,0,guestUser,2013-08-22 11:17:57.401000,guestUser,2013-08-22 11:17:57.401000
1277696,701179,277,O,0,guestUser,2013-08-22 11:17:57.401000,guestUser,2013-08-22 11:17:57.401000
1277696,701180,270,I,0,guestUser,2013-08-22 11:17:57.402000,guestUser,2013-08-22 11:17:57.402000
1277696,701181,837P,I,0,guestUser,2013-08-22 11:17:57.402000,guestUser,2013-08-22 11:17:57.402000
1278292,689039,835,I,7,guestUser,2013-07-12 14:53:36.886000,guestUser,2013-07-12 14:53:36.886000
1278292,689040,276,I,7,guestUser,2013-07-12 14:53:36.886000,guestUser,2013-07-12 14:53:36.886000
1278292,689041,270,I,7,guestUser,2013-07-12 14:53:36.886000,guestUser,2013-07-12 14:53:36.886000
1278292,689042,837P,I,7,guestUser,2013-07-12 14:53:36.887000,guestUser,2013-07-12 14:53:36.887000
1278292,689043,835,O,7,guestUser,2013-07-12 14:53:36.887000,guestUser,2013-07-12 14:53:36.887000
1278292,689044,277,O,7,guestUser,2013-07-12 14:53:36.887000,guestUser,2013-07-12 14:53:36.887000
1278292,689045,271,O,7,guestUser,2013-07-12 14:53:36.888000,guestUser,2013-07-12 14:53:36.888000
1277772,701650,277,O,0,guestUser,2013-08-22 13:31:55.518000,guestUser,2013-08-22 13:31:55.518000
1277762,678750,837P,I,0,guestUser,2013-05-23 15:39:26.068000,guestUser,2013-05-23 15:39:26.068000
1277772,701651,271,O,0,guestUser,2013-08-22 13:31:55.518000,guestUser,2013-08-22 13:31:55.518000
1277772,701652,270,O,0,guestUser,2013-08-22 13:31:55.518000,guestUser,2013-08-22 13:31:55.518000
1277772,701653,837P,O,0,guestUser,2013-08-22 13:31:55.519000,guestUser,2013-08-22 13:31:55.519000
1277772,701654,835,O,0,guestUser,2013-08-22 13:31:55.519000,guestUser,2013-08-22 13:31:55.519000
1278902,694161,837P,I,1,guestUser,2013-07-26 12:03:54.505000,guestUser,2013-07-26 12:03:54.505000
1278902,694162,837I,I,1,guestUser,2013-07-26 12:03:54.505000,guestUser,2013-07-26 12:03:54.505000
1278580,694190,835,O,0,guestUser,2013-07-26 12:09:19.529000,guestUser,2013-07-26 12:09:19.529000
1276944,672329,277,O,0,guestUser,2013-04-25 14:22:52.901000,guestUser,2013-04-25 14:22:52.901000
1278580,694191,277,O,0,guestUser,2013-07-26 12:09:19.529000,guestUser,2013-07-26 12:09:19.529000
1278580,694192,270,I,0,guestUser,2013-07-26 12:09:19.530000,guestUser,2013-07-26 12:09:19.530000
1278580,694193,837P,I,0,guestUser,2013-07-26 12:09:19.530000,guestUser,2013-07-26 12:09:19.530000
1276944,672330,835,O,0,guestUser,2013-04-25 14:22:52.902000,guestUser,2013-04-25 14:22:52.902000
1278580,694194,276,I,0,guestUser,2013-07-26 12:09:19.531000,guestUser,2013-07-26 12:09:19.531000
1278920,694270,837I,I,0,guestUser,2013-07-26 14:24:10.318000,guestUser,2013-07-26 14:24:10.318000
1278920,694271,277,O,0,guestUser,2013-07-26 14:24:10.318000,guestUser,2013-07-26 14:24:10.318000
1278923,694284,837I,I,0,guestUser,2013-07-26 15:00:28.427000,guestUser,2013-07-26 15:00:28.427000
1276861,673197,277,O,0,guestUser,2013-05-01 13:31:11.228000,guestUser,2013-05-01 13:31:11.228000
1276861,673198,271,O,0,guestUser,2013-05-01 13:31:11.228000,guestUser,2013-05-01 13:31:11.228000
1276861,673199,835,O,0,guestUser,2013-05-01 13:31:11.229000,guestUser,2013-05-01 13:31:11.229000
1276944,672331,837P,I,0,guestUser,2013-04-25 14:22:52.902000,guestUser,2013-04-25 14:22:52.902000
1276944,672332,276,I,0,guestUser,2013-04-25 14:22:52.902000,guestUser,2013-04-25 14:22:52.902000
1276944,672333,270,I,0,guestUser,2013-04-25 14:22:52.902000,guestUser,2013-04-25 14:22:52.902000
1276861,673200,835,I,0,guestUser,2013-05-01 13:31:11.230000,guestUser,2013-05-01 13:31:11.230000
1276861,673201,276,I,0,guestUser,2013-05-01 13:31:11.230000,guestUser,2013-05-01 13:31:11.230000
1276861,673202,270,I,0,guestUser,2013-05-01 13:31:11.231000,guestUser,2013-05-01 13:31:11.231000
1277236,673829,837P,O,0,guestUser,2013-05-03 13:33:36.996000,guestUser,2013-05-03 13:33:36.996000
1277183,673326,837I,I,0,guestUser,2013-05-02 11:23:58.235000,guestUser,2013-05-02 11:23:58.235000
1277236,673830,837I,O,0,guestUser,2013-05-03 13:33:36.996000,guestUser,2013-05-03 13:33:36.996000
1277236,673831,835,O,0,guestUser,2013-05-03 13:33:36.997000,guestUser,2013-05-03 13:33:36.997000
1277236,673832,834,O,0,guestUser,2013-05-03 13:33:36.997000,guestUser,2013-05-03 13:33:36.997000
1277236,673833,820,O,0,guestUser,2013-05-03 13:33:36.997000,guestUser,2013-05-03 13:33:36.997000
1277236,673834,278,O,0,guestUser,2013-05-03 13:33:36.998000,guestUser,2013-05-03 13:33:36.998000
1277236,673835,277,O,0,guestUser,2013-05-03 13:33:36.998000,guestUser,2013-05-03 13:33:36.998000
1277236,673836,271,O,0,guestUser,2013-05-03 13:33:36.998000,guestUser,2013-05-03 13:33:36.998000
1277236,673837,270,O,0,guestUser,2013-05-03 13:33:36.998000,guestUser,2013-05-03 13:33:36.998000
1277236,673838,837P,I,0,guestUser,2013-05-03 13:33:36.998000,guestUser,2013-05-03 13:33:36.998000
1277236,673839,835,I,0,guestUser,2013-05-03 13:33:36.999000,guestUser,2013-05-03 13:33:36.999000
1277236,673840,278,I,0,guestUser,2013-05-03 13:33:36.999000,guestUser,2013-05-03 13:33:36.999000
1277236,673841,276,I,0,guestUser,2013-05-03 13:33:37.000000,guestUser,2013-05-03 13:33:37.000000
1277236,673842,271,I,0,guestUser,2013-05-03 13:33:37.000000,guestUser,2013-05-03 13:33:37.000000
1277236,673843,270,I,0,guestUser,2013-05-03 13:33:37.000000,guestUser,2013-05-03 13:33:37.000000
1278921,694286,837I,I,0,guestUser,2013-07-26 15:00:28.860000,guestUser,2013-07-26 15:00:28.860000
1278902,694163,271,I,1,guestUser,2013-07-26 12:03:54.506000,guestUser,2013-07-26 12:03:54.506000
1278902,694164,270,I,1,guestUser,2013-07-26 12:03:54.506000,guestUser,2013-07-26 12:03:54.506000
1278902,694165,271,O,3,guestUser,2013-07-26 12:03:54.506000,guestUser,2013-07-26 12:03:54.506000
1278902,694166,835,O,3,guestUser,2013-07-26 12:03:54.506000,guestUser,2013-07-26 12:03:54.506000
1278902,694167,277,O,3,guestUser,2013-07-26 12:03:54.507000,guestUser,2013-07-26 12:03:54.507000
1278921,694287,277,O,0,guestUser,2013-07-26 15:00:28.861000,guestUser,2013-07-26 15:00:28.861000
1278923,694285,277,O,0,guestUser,2013-07-26 15:00:28.427000,guestUser,2013-07-26 15:00:28.427000
1278924,694288,837I,I,0,guestUser,2013-07-26 15:00:29.208000,guestUser,2013-07-26 15:00:29.208000
1278924,694289,277,O,0,guestUser,2013-07-26 15:00:29.209000,guestUser,2013-07-26 15:00:29.209000
1277797,701582,271,O,0,guestUser,2013-08-22 13:26:19.511000,guestUser,2013-08-22 13:26:19.511000
1278870,694507,834,O,7,guestUser,2013-07-26 16:13:17.788000,guestUser,2013-07-26 16:13:17.788000
1278870,694508,820,O,7,guestUser,2013-07-26 16:13:17.789000,guestUser,2013-07-26 16:13:17.789000
1278870,694509,278,I,5,guestUser,2013-07-26 16:13:17.789000,guestUser,2013-07-26 16:13:17.789000
1278870,694510,276,I,5,guestUser,2013-07-26 16:13:17.789000,guestUser,2013-07-26 16:13:17.789000
1278870,694511,271,I,5,guestUser,2013-07-26 16:13:17.789000,guestUser,2013-07-26 16:13:17.789000
1278870,694512,270,I,5,guestUser,2013-07-26 16:13:17.790000,guestUser,2013-07-26 16:13:17.790000
1278870,694513,837P,I,5,guestUser,2013-07-26 16:13:17.790000,guestUser,2013-07-26 16:13:17.790000
1278870,694514,837I,I,5,guestUser,2013-07-26 16:13:17.790000,guestUser,2013-07-26 16:13:17.790000
1278870,694515,835,I,5,guestUser,2013-07-26 16:13:17.791000,guestUser,2013-07-26 16:13:17.791000
1277797,701583,270,O,0,guestUser,2013-08-22 13:26:19.512000,guestUser,2013-08-22 13:26:19.512000
