p_sys_id,p_svc_ty_sk,p_svc_ty_cd,p_svc_seq_num,p_svc_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1276920,858475,AGE,0,2,0,guestUser,2013-04-19 14:50:32.138000,guestUser,2013-04-19 14:50:32.138000
1276920,858476,AGE,1,4,0,guestUser,2013-04-19 14:50:32.138000,guestUser,2013-04-19 14:50:32.138000
1276920,858477,AGE,2,6,0,guestUser,2013-04-19 14:50:32.138000,guestUser,2013-04-19 14:50:32.138000
1276920,858478,AGE,3,7,0,guestUser,2013-04-19 14:50:32.138000,guestUser,2013-04-19 14:50:32.138000
1276920,858479,AGE,4,3,0,guestUser,2013-04-19 14:50:32.139000,guestUser,2013-04-19 14:50:32.139000
1276920,858480,AGE,5,5,0,guestUser,2013-04-19 14:50:32.139000,guestUser,2013-04-19 14:50:32.139000
1276920,858481,GND,6,1,0,guestUser,2013-04-19 14:50:32.139000,guestUser,2013-04-19 14:50:32.139000
1277148,970032,AGE,0,4,29,JUDITHSZEGEDI,2014-01-27 14:00:46.368000,guestUser,2013-08-08 10:39:54.543000
1277148,970033,AGE,1,2,29,JUDITHSZEGEDI,2014-01-27 14:00:46.370000,guestUser,2013-08-08 10:39:54.543000
1277148,970034,AGE,2,3,29,JUDITHSZEGEDI,2014-01-27 14:00:46.368000,guestUser,2013-08-08 10:39:54.544000
1277148,970035,GND,3,1,29,JUDITHSZEGEDI,2014-01-27 14:00:46.367000,guestUser,2013-08-08 10:39:54.545000
1277161,970093,AGE,0,4,27,JUDITHSZEGEDI,2014-01-27 14:08:39.060000,guestUser,2013-08-08 10:44:59.920000
1276771,1035266,AGE,0,4,31,TBRABANDT,2013-12-13 07:11:10.527000,guestUser,2013-09-24 15:50:50.728000
1276771,1035267,AGE,1,6,31,TBRABANDT,2013-12-13 07:11:10.520000,guestUser,2013-09-24 15:50:50.728000
1276771,1035268,AGE,2,2,31,TBRABANDT,2013-12-13 07:11:10.540000,guestUser,2013-09-24 15:50:50.728000
1276771,1035269,AGE,3,5,31,TBRABANDT,2013-12-13 07:11:10.537000,guestUser,2013-09-24 15:50:50.729000
1276771,1035270,AGE,4,7,31,TBRABANDT,2013-12-13 07:11:10.533000,guestUser,2013-09-24 15:50:50.729000
1276771,1035271,AGE,5,3,31,TBRABANDT,2013-12-13 07:11:10.530000,guestUser,2013-09-24 15:50:50.729000
1276771,1035272,GND,6,1,31,TBRABANDT,2013-12-13 07:11:10.523000,guestUser,2013-09-24 15:50:50.730000
1277161,970094,AGE,1,2,27,JUDITHSZEGEDI,2014-01-27 14:08:39.061000,guestUser,2013-08-08 10:44:59.920000
1276922,858566,AGE,0,2,0,guestUser,2013-04-19 14:55:44.664000,guestUser,2013-04-19 14:55:44.664000
1276922,858567,AGE,1,4,0,guestUser,2013-04-19 14:55:44.665000,guestUser,2013-04-19 14:55:44.665000
1276922,858568,AGE,2,6,0,guestUser,2013-04-19 14:55:44.665000,guestUser,2013-04-19 14:55:44.665000
1276922,858569,AGE,3,3,0,guestUser,2013-04-19 14:55:44.665000,guestUser,2013-04-19 14:55:44.665000
1276922,858570,AGE,4,5,0,guestUser,2013-04-19 14:55:44.666000,guestUser,2013-04-19 14:55:44.666000
1276922,858571,AGE,5,7,0,guestUser,2013-04-19 14:55:44.666000,guestUser,2013-04-19 14:55:44.666000
1276922,858572,GND,6,1,0,guestUser,2013-04-19 14:55:44.667000,guestUser,2013-04-19 14:55:44.667000
1280464,1035322,AGE,0,4,10,KARINARUIZ,2014-07-14 12:58:14.223000,guestUser,2013-09-24 15:59:12.298000
1280464,1035323,AGE,1,2,10,KARINARUIZ,2014-07-14 12:58:14.223000,guestUser,2013-09-24 15:59:12.298000
1277161,970095,AGE,2,3,27,JUDITHSZEGEDI,2014-01-27 14:08:39.060000,guestUser,2013-08-08 10:44:59.922000
1277161,970096,GND,3,1,27,JUDITHSZEGEDI,2014-01-27 14:08:39.060000,guestUser,2013-08-08 10:44:59.922000
1277001,863122,AGE,0,4,18,JMLAGRO,2013-12-16 11:08:27.965000,guestUser,2013-04-24 13:39:38.807000
1277001,863123,AGE,1,2,18,JMLAGRO,2013-12-16 11:08:27.964000,guestUser,2013-04-24 13:39:38.807000
1277001,863124,AGE,2,6,18,JMLAGRO,2013-12-16 11:08:27.964000,guestUser,2013-04-24 13:39:38.808000
1277001,863125,AGE,3,7,18,JMLAGRO,2013-12-16 11:08:27.966000,guestUser,2013-04-24 13:39:38.808000
1277001,863126,AGE,4,5,18,JMLAGRO,2013-12-16 11:08:27.965000,guestUser,2013-04-24 13:39:38.808000
1277001,863127,AGE,5,3,18,JMLAGRO,2013-12-16 11:08:27.965000,guestUser,2013-04-24 13:39:38.808000
1277001,863128,GND,6,1,18,JMLAGRO,2013-12-16 11:08:27.964000,guestUser,2013-04-24 13:39:38.809000
1280464,1035324,AGE,2,6,10,KARINARUIZ,2014-07-14 12:58:14.222000,guestUser,2013-09-24 15:59:12.299000
1280464,1035325,AGE,3,3,10,KARINARUIZ,2014-07-14 12:58:14.224000,guestUser,2013-09-24 15:59:12.299000
1276787,852032,AGE,0,2,12,KRBACKMAN,2013-12-05 09:18:48.391000,guestUser,2013-04-10 10:34:17.735000
1276787,852033,AGE,1,6,12,KRBACKMAN,2013-12-05 09:18:48.393000,guestUser,2013-04-10 10:34:17.735000
1280464,1035326,AGE,4,7,10,KARINARUIZ,2014-07-14 12:58:14.224000,guestUser,2013-09-24 15:59:12.299000
1280464,1035327,AGE,5,5,10,KARINARUIZ,2014-07-14 12:58:14.224000,guestUser,2013-09-24 15:59:12.300000
1276787,852034,AGE,2,4,12,KRBACKMAN,2013-12-05 09:18:48.392000,guestUser,2013-04-10 10:34:17.735000
1276787,852035,AGE,3,3,12,KRBACKMAN,2013-12-05 09:18:48.392000,guestUser,2013-04-10 10:34:17.735000
1276787,852036,AGE,4,7,12,KRBACKMAN,2013-12-05 09:18:48.392000,guestUser,2013-04-10 10:34:17.735000
1276787,852037,AGE,5,5,12,KRBACKMAN,2013-12-05 09:18:48.391000,guestUser,2013-04-10 10:34:17.736000
1276787,852038,GND,6,1,12,KRBACKMAN,2013-12-05 09:18:48.391000,guestUser,2013-04-10 10:34:17.736000
1280464,1035328,GND,6,1,10,KARINARUIZ,2014-07-14 12:58:14.223000,guestUser,2013-09-24 15:59:12.300000
1276915,860996,GND,6,8,1,JMLAGRO,2014-02-04 10:28:19.157000,guestUser,2013-04-23 08:18:24.067000
1276915,860997,AGE,5,7,1,JMLAGRO,2014-02-04 10:28:19.157000,guestUser,2013-04-23 08:18:24.067000
1276915,860998,AGE,4,5,1,JMLAGRO,2014-02-04 10:28:19.158000,guestUser,2013-04-23 08:18:24.067000
1276915,860999,AGE,3,3,1,JMLAGRO,2014-02-04 10:28:19.158000,guestUser,2013-04-23 08:18:24.067000
1276915,861000,AGE,2,6,1,JMLAGRO,2014-02-04 10:28:19.158000,guestUser,2013-04-23 08:18:24.068000
1276915,861001,AGE,1,4,1,JMLAGRO,2014-02-04 10:28:19.158000,guestUser,2013-04-23 08:18:24.068000
1276782,851713,AGE,0,4,3,NMAIER,2013-04-10 09:09:22.676000,guestUser,2013-04-10 09:06:17.441000
1276782,851714,AGE,1,2,3,NMAIER,2013-04-10 09:09:22.676000,guestUser,2013-04-10 09:06:17.441000
1276782,851715,AGE,2,6,3,NMAIER,2013-04-10 09:09:22.675000,guestUser,2013-04-10 09:06:17.441000
1276782,851716,AGE,3,7,3,NMAIER,2013-04-10 09:09:22.675000,guestUser,2013-04-10 09:06:17.441000
1276777,851441,AGE,0,6,8,PJHEID,2013-11-12 14:30:56.755000,guestUser,2013-04-09 15:03:59.725000
1276777,851442,AGE,1,4,8,PJHEID,2013-11-12 14:30:56.754000,guestUser,2013-04-09 15:03:59.726000
1276777,851443,AGE,2,2,8,PJHEID,2013-11-12 14:30:56.756000,guestUser,2013-04-09 15:03:59.726000
1276777,851444,AGE,3,7,8,PJHEID,2013-11-12 14:30:56.756000,guestUser,2013-04-09 15:03:59.726000
1276777,851445,AGE,4,5,8,PJHEID,2013-11-12 14:30:56.755000,guestUser,2013-04-09 15:03:59.726000
1276777,851446,AGE,5,3,8,PJHEID,2013-11-12 14:30:56.755000,guestUser,2013-04-09 15:03:59.726000
1276777,851447,GND,6,1,8,PJHEID,2013-11-12 14:30:56.754000,guestUser,2013-04-09 15:03:59.727000
1276782,851717,AGE,4,5,3,NMAIER,2013-04-10 09:09:22.677000,guestUser,2013-04-10 09:06:17.442000
1276782,851718,AGE,5,3,3,NMAIER,2013-04-10 09:09:22.676000,guestUser,2013-04-10 09:06:17.442000
1276782,851719,GND,6,1,3,NMAIER,2013-04-10 09:09:22.676000,guestUser,2013-04-10 09:06:17.442000
1276779,851504,AGE,0,6,11,PJHEID,2013-11-12 15:38:48.650000,guestUser,2013-04-09 15:49:47.973000
1276779,851505,AGE,1,2,11,PJHEID,2013-11-12 15:38:48.650000,guestUser,2013-04-09 15:49:47.974000
1276779,851506,AGE,2,4,11,PJHEID,2013-11-12 15:38:48.649000,guestUser,2013-04-09 15:49:47.974000
1276779,851507,AGE,3,7,11,PJHEID,2013-11-12 15:38:48.649000,guestUser,2013-04-09 15:49:47.974000
1276779,851508,AGE,4,3,11,PJHEID,2013-11-12 15:38:48.649000,guestUser,2013-04-09 15:49:47.974000
1276779,851509,AGE,5,5,11,PJHEID,2013-11-12 15:38:48.651000,guestUser,2013-04-09 15:49:47.974000
1276779,851510,GND,6,1,11,PJHEID,2013-11-12 15:38:48.650000,guestUser,2013-04-09 15:49:47.975000
1276915,861002,AGE,0,2,1,JMLAGRO,2014-02-04 10:28:19.157000,guestUser,2013-04-23 08:18:24.068000
1276773,851343,AGE,0,6,2,JMLAGRO,2013-10-16 11:10:58.650000,guestUser,2013-04-09 14:11:00.906000
1276773,851344,AGE,1,2,2,JMLAGRO,2013-10-16 11:10:58.649000,guestUser,2013-04-09 14:11:00.906000
1276773,851345,AGE,2,4,2,JMLAGRO,2013-10-16 11:10:58.651000,guestUser,2013-04-09 14:11:00.907000
1276773,851346,AGE,3,5,2,JMLAGRO,2013-10-16 11:10:58.651000,guestUser,2013-04-09 14:11:00.907000
1276773,851347,AGE,4,7,2,JMLAGRO,2013-10-16 11:10:58.651000,guestUser,2013-04-09 14:11:00.907000
1276773,851348,AGE,5,3,2,JMLAGRO,2013-10-16 11:10:58.650000,guestUser,2013-04-09 14:11:00.907000
1276773,851349,GND,6,1,2,JMLAGRO,2013-10-16 11:10:58.650000,guestUser,2013-04-09 14:11:00.907000
1276839,868717,AGE,0,6,15,JMLAGRO,2013-11-04 12:42:21.271000,guestUser,2013-04-30 08:48:47.379000
1276839,868718,AGE,1,4,15,JMLAGRO,2013-11-04 12:42:21.273000,guestUser,2013-04-30 08:48:47.379000
1276839,868719,AGE,2,2,15,JMLAGRO,2013-11-04 12:42:21.273000,guestUser,2013-04-30 08:48:47.379000
1276839,868720,AGE,3,5,15,JMLAGRO,2013-11-04 12:42:21.272000,guestUser,2013-04-30 08:48:47.380000
1276839,868721,AGE,4,3,15,JMLAGRO,2013-11-04 12:42:21.272000,guestUser,2013-04-30 08:48:47.380000
1276839,868722,AGE,5,7,15,JMLAGRO,2013-11-04 12:42:21.272000,guestUser,2013-04-30 08:48:47.381000
1276839,868723,GND,6,1,15,JMLAGRO,2013-11-04 12:42:21.271000,guestUser,2013-04-30 08:48:47.381000
1277059,868849,AGE,0,6,13,PJHEID,2013-10-21 09:42:46.903000,guestUser,2013-04-30 10:09:30.889000
1277059,868850,AGE,1,2,13,PJHEID,2013-10-21 09:42:46.902000,guestUser,2013-04-30 10:09:30.889000
1277059,868851,AGE,2,4,13,PJHEID,2013-10-21 09:42:46.902000,guestUser,2013-04-30 10:09:30.890000
1277059,868852,AGE,3,3,13,PJHEID,2013-10-21 09:42:46.902000,guestUser,2013-04-30 10:09:30.890000
1276798,852337,AGE,0,2,18,NMAIER,2013-04-10 14:46:33.896000,guestUser,2013-04-10 13:52:53.473000
1276798,852338,AGE,1,4,18,NMAIER,2013-04-10 14:46:33.896000,guestUser,2013-04-10 13:52:53.473000
1276798,852339,AGE,2,6,18,NMAIER,2013-04-10 14:46:33.896000,guestUser,2013-04-10 13:52:53.473000
1276798,852340,AGE,3,3,18,NMAIER,2013-04-10 14:46:33.897000,guestUser,2013-04-10 13:52:53.474000
1276798,852341,AGE,4,5,18,NMAIER,2013-04-10 14:46:33.897000,guestUser,2013-04-10 13:52:53.474000
1276798,852342,AGE,5,7,18,NMAIER,2013-04-10 14:46:33.897000,guestUser,2013-04-10 13:52:53.475000
1276798,852343,GND,6,1,18,NMAIER,2013-04-10 14:46:33.896000,guestUser,2013-04-10 13:52:53.475000
1277059,868853,AGE,4,5,13,PJHEID,2013-10-21 09:42:46.901000,guestUser,2013-04-30 10:09:30.890000
1277083,868323,AGE,0,2,1,KWOODALL,2014-02-14 13:48:59.267000,guestUser,2013-04-29 15:54:39.188000
1277083,868324,AGE,1,6,1,KWOODALL,2014-02-14 13:48:59.267000,guestUser,2013-04-29 15:54:39.189000
1277083,868325,AGE,2,4,1,KWOODALL,2014-02-14 13:48:59.268000,guestUser,2013-04-29 15:54:39.189000
1277083,868326,AGE,3,3,1,KWOODALL,2014-02-14 13:48:59.268000,guestUser,2013-04-29 15:54:39.189000
1277083,868327,AGE,4,7,1,KWOODALL,2014-02-14 13:48:59.268000,guestUser,2013-04-29 15:54:39.189000
1277083,868328,AGE,5,5,1,KWOODALL,2014-02-14 13:48:59.268000,guestUser,2013-04-29 15:54:39.190000
1277083,868329,GND,6,1,1,KWOODALL,2014-02-14 13:48:59.267000,guestUser,2013-04-29 15:54:39.190000
1277059,868854,AGE,5,7,13,PJHEID,2013-10-21 09:42:46.903000,guestUser,2013-04-30 10:09:30.890000
1277059,868855,GND,6,1,13,PJHEID,2013-10-21 09:42:46.903000,guestUser,2013-04-30 10:09:30.891000
1277081,868884,AGE,0,2,30,JOYSPEZIALE,2014-08-22 18:00:46.675000,guestUser,2013-04-30 10:15:33.033000
1277081,868885,AGE,1,4,30,JOYSPEZIALE,2014-08-22 18:00:46.674000,guestUser,2013-04-30 10:15:33.033000
1277081,868886,AGE,2,6,30,JOYSPEZIALE,2014-08-22 18:00:46.673000,guestUser,2013-04-30 10:15:33.033000
1277081,868887,AGE,3,3,30,JOYSPEZIALE,2014-08-22 18:00:46.676000,guestUser,2013-04-30 10:15:33.033000
1277081,868888,AGE,4,5,30,JOYSPEZIALE,2014-08-22 18:00:46.676000,guestUser,2013-04-30 10:15:33.034000
1277081,868889,AGE,5,7,30,JOYSPEZIALE,2014-08-22 18:00:46.675000,guestUser,2013-04-30 10:15:33.034000
1277081,868890,GND,6,1,30,JOYSPEZIALE,2014-08-22 18:00:46.674000,guestUser,2013-04-30 10:15:33.035000
1277045,869094,AGE,0,6,8,JMLAGRO,2013-10-21 15:03:25.305000,guestUser,2013-04-30 10:44:04.904000
1277045,869095,AGE,1,4,8,JMLAGRO,2013-10-21 15:03:25.306000,guestUser,2013-04-30 10:44:04.905000
1277045,869096,AGE,2,2,8,JMLAGRO,2013-10-21 15:03:25.306000,guestUser,2013-04-30 10:44:04.905000
1277093,869024,AGE,0,4,0,guestUser,2013-04-30 10:36:09.627000,guestUser,2013-04-30 10:36:09.627000
1277093,869025,AGE,1,2,0,guestUser,2013-04-30 10:36:09.628000,guestUser,2013-04-30 10:36:09.628000
1277093,869026,AGE,2,6,0,guestUser,2013-04-30 10:36:09.628000,guestUser,2013-04-30 10:36:09.628000
1277093,869027,AGE,3,3,0,guestUser,2013-04-30 10:36:09.628000,guestUser,2013-04-30 10:36:09.628000
1277093,869028,AGE,4,7,0,guestUser,2013-04-30 10:36:09.629000,guestUser,2013-04-30 10:36:09.629000
1277093,869029,AGE,5,5,0,guestUser,2013-04-30 10:36:09.629000,guestUser,2013-04-30 10:36:09.629000
1277093,869030,GND,6,1,0,guestUser,2013-04-30 10:36:09.629000,guestUser,2013-04-30 10:36:09.629000
1277094,869052,AGE,0,2,0,guestUser,2013-04-30 10:41:46.044000,guestUser,2013-04-30 10:41:46.044000
1277094,869053,AGE,1,4,0,guestUser,2013-04-30 10:41:46.044000,guestUser,2013-04-30 10:41:46.044000
1277094,869054,AGE,2,6,0,guestUser,2013-04-30 10:41:46.044000,guestUser,2013-04-30 10:41:46.044000
1277094,869055,AGE,3,3,0,guestUser,2013-04-30 10:41:46.045000,guestUser,2013-04-30 10:41:46.045000
1277094,869056,AGE,4,5,0,guestUser,2013-04-30 10:41:46.045000,guestUser,2013-04-30 10:41:46.045000
1277094,869057,AGE,5,7,0,guestUser,2013-04-30 10:41:46.045000,guestUser,2013-04-30 10:41:46.045000
1277094,869058,GND,6,1,0,guestUser,2013-04-30 10:41:46.046000,guestUser,2013-04-30 10:41:46.046000
1160083,3338874,GND,1,1,0,RRUD,2019-01-19 09:24:14.750000,RRUD,2019-01-19 09:24:14.750000
1276793,852365,AGE,0,2,23,PJHEID,2013-10-23 13:11:40.597000,guestUser,2013-04-10 14:18:23.812000
1276793,852366,AGE,1,6,23,PJHEID,2013-10-23 13:11:40.597000,guestUser,2013-04-10 14:18:23.812000
1276793,852367,AGE,2,4,23,PJHEID,2013-10-23 13:11:40.596000,guestUser,2013-04-10 14:18:23.813000
1160083,3338875,AGE,2,2,0,RRUD,2019-01-19 09:24:14.751000,RRUD,2019-01-19 09:24:14.751000
1160083,3338876,AGE,6,6,0,RRUD,2019-01-19 09:24:14.752000,RRUD,2019-01-19 09:24:14.752000
1160083,3338877,AGE,4,4,0,RRUD,2019-01-19 09:24:14.753000,RRUD,2019-01-19 09:24:14.753000
1160083,3338878,AGE,7,7,0,RRUD,2019-01-19 09:24:14.754000,RRUD,2019-01-19 09:24:14.754000
1160083,3338879,AGE,5,5,0,RRUD,2019-01-19 09:24:14.755000,RRUD,2019-01-19 09:24:14.755000
1276793,852368,AGE,3,3,23,PJHEID,2013-10-23 13:11:40.598000,guestUser,2013-04-10 14:18:23.813000
1276793,852369,AGE,4,7,23,PJHEID,2013-10-23 13:11:40.598000,guestUser,2013-04-10 14:18:23.813000
1276793,852370,AGE,5,5,23,PJHEID,2013-10-23 13:11:40.597000,guestUser,2013-04-10 14:18:23.814000
1276793,852371,GND,6,1,23,PJHEID,2013-10-23 13:11:40.597000,guestUser,2013-04-10 14:18:23.814000
1276795,852162,GND,6,1,12,NMAIER,2013-04-10 15:11:49.814000,guestUser,2013-04-10 11:42:45.244000
1276795,852163,AGE,5,7,12,NMAIER,2013-04-10 15:11:49.814000,guestUser,2013-04-10 11:42:45.245000
1276795,852164,AGE,4,5,12,NMAIER,2013-04-10 15:11:49.814000,guestUser,2013-04-10 11:42:45.245000
1276795,852165,AGE,3,3,12,NMAIER,2013-04-10 15:11:49.815000,guestUser,2013-04-10 11:42:45.245000
1276795,852166,AGE,2,6,12,NMAIER,2013-04-10 15:11:49.815000,guestUser,2013-04-10 11:42:45.245000
1276795,852167,AGE,1,4,12,NMAIER,2013-04-10 15:11:49.815000,guestUser,2013-04-10 11:42:45.245000
1276795,852168,AGE,0,2,12,NMAIER,2013-04-10 15:11:49.814000,guestUser,2013-04-10 11:42:45.246000
1276797,852281,AGE,0,6,19,NMAIER,2013-04-10 15:04:30.017000,guestUser,2013-04-10 13:40:06.705000
1276797,852282,AGE,1,4,19,NMAIER,2013-04-10 15:04:30.016000,guestUser,2013-04-10 13:40:06.705000
1276797,852283,AGE,2,2,19,NMAIER,2013-04-10 15:04:30.018000,guestUser,2013-04-10 13:40:06.705000
1276797,852284,AGE,3,3,19,NMAIER,2013-04-10 15:04:30.017000,guestUser,2013-04-10 13:40:06.705000
1276797,852285,AGE,4,7,19,NMAIER,2013-04-10 15:04:30.017000,guestUser,2013-04-10 13:40:06.706000
1160083,3338880,AGE,3,3,0,RRUD,2019-01-19 09:24:14.756000,RRUD,2019-01-19 09:24:14.756000
1276797,852286,AGE,5,5,19,NMAIER,2013-04-10 15:04:30.017000,guestUser,2013-04-10 13:40:06.706000
1276797,852287,GND,6,1,19,NMAIER,2013-04-10 15:04:30.016000,guestUser,2013-04-10 13:40:06.706000
1320348,5040920,GND,1,1,0,ANDOLL,2023-01-09 18:10:33.716000,ANDOLL,2023-01-09 18:10:33.716000
1320348,5040921,AGE,2,2,0,ANDOLL,2023-01-09 18:10:33.716000,ANDOLL,2023-01-09 18:10:33.716000
1294673,2333645,AGE,0,6,1,MMANYGUNS,2015-08-20 13:56:18.159000,GUESTUSER,2015-08-20 13:40:41.735000
1276918,861024,AGE,0,4,2,JMLAGRO,2014-03-28 15:41:25.410000,guestUser,2013-04-23 08:25:32.092000
1276918,861025,AGE,1,2,2,JMLAGRO,2014-03-28 15:41:25.409000,guestUser,2013-04-23 08:25:32.092000
1276918,861026,AGE,2,6,2,JMLAGRO,2014-03-28 15:41:25.412000,guestUser,2013-04-23 08:25:32.093000
1276918,861027,AGE,3,5,2,JMLAGRO,2014-03-28 15:41:25.411000,guestUser,2013-04-23 08:25:32.093000
1276918,861028,AGE,4,3,2,JMLAGRO,2014-03-28 15:41:25.411000,guestUser,2013-04-23 08:25:32.093000
1294673,2333646,AGE,1,2,1,MMANYGUNS,2015-08-20 13:56:18.158000,GUESTUSER,2015-08-20 13:40:41.735000
1294673,2333647,AGE,2,4,1,MMANYGUNS,2015-08-20 13:56:18.158000,GUESTUSER,2015-08-20 13:40:41.735000
1294673,2333648,AGE,3,7,1,MMANYGUNS,2015-08-20 13:56:18.160000,GUESTUSER,2015-08-20 13:40:41.736000
1294673,2333649,AGE,4,3,1,MMANYGUNS,2015-08-20 13:56:18.159000,GUESTUSER,2015-08-20 13:40:41.736000
1284822,1628390,AGE,0,2,1,JMLAGRO,2014-07-24 11:49:58.245000,guestUser,2014-07-24 11:49:12.760000
1284822,1628391,AGE,1,4,1,JMLAGRO,2014-07-24 11:49:58.244000,guestUser,2014-07-24 11:49:12.761000
1276800,852646,GND,3,1,9,PJHEID,2014-05-12 14:29:24.222000,guestUser,2013-04-10 16:28:12.538000
1276800,852647,AGE,2,3,9,PJHEID,2014-05-12 14:29:24.222000,guestUser,2013-04-10 16:28:12.538000
1276800,852648,AGE,1,4,9,PJHEID,2014-05-12 14:29:24.222000,guestUser,2013-04-10 16:28:12.539000
1276800,852649,AGE,0,2,9,PJHEID,2014-05-12 14:29:24.221000,guestUser,2013-04-10 16:28:12.539000
1284822,1628392,AGE,2,6,1,JMLAGRO,2014-07-24 11:49:58.243000,guestUser,2014-07-24 11:49:12.761000
1284822,1628393,AGE,3,3,1,JMLAGRO,2014-07-24 11:49:58.243000,guestUser,2014-07-24 11:49:12.762000
1284822,1628394,AGE,4,5,1,JMLAGRO,2014-07-24 11:49:58.242000,guestUser,2014-07-24 11:49:12.762000
1276918,861029,AGE,5,7,2,JMLAGRO,2014-03-28 15:41:25.411000,guestUser,2013-04-23 08:25:32.093000
1276918,861030,GND,6,1,2,JMLAGRO,2014-03-28 15:41:25.410000,guestUser,2013-04-23 08:25:32.094000
1276926,861052,AGE,0,6,13,PJHEID,2014-03-03 14:48:32.639000,guestUser,2013-04-23 08:31:41.617000
1276926,861053,AGE,1,2,13,PJHEID,2014-03-03 14:48:32.639000,guestUser,2013-04-23 08:31:41.618000
1276926,861054,AGE,2,4,13,PJHEID,2014-03-03 14:48:32.639000,guestUser,2013-04-23 08:31:41.618000
1276926,861055,AGE,3,5,13,PJHEID,2014-03-03 14:48:32.639000,guestUser,2013-04-23 08:31:41.618000
1276926,861056,AGE,4,7,13,PJHEID,2014-03-03 14:48:32.638000,guestUser,2013-04-23 08:31:41.619000
1276799,852627,AGE,0,6,29,PJHEID,2013-08-06 09:44:17.214000,guestUser,2013-04-10 16:04:07.127000
1276799,852628,AGE,1,2,29,PJHEID,2013-08-06 09:44:17.214000,guestUser,2013-04-10 16:04:07.127000
1276799,852629,AGE,2,4,29,PJHEID,2013-08-06 09:44:17.213000,guestUser,2013-04-10 16:04:07.127000
1276799,852630,AGE,3,3,29,PJHEID,2013-08-06 09:44:17.213000,guestUser,2013-04-10 16:04:07.128000
1276799,852631,AGE,4,5,29,PJHEID,2013-08-06 09:44:17.215000,guestUser,2013-04-10 16:04:07.128000
1276799,852632,AGE,5,7,29,PJHEID,2013-08-06 09:44:17.215000,guestUser,2013-04-10 16:04:07.128000
1276799,852633,GND,6,1,29,PJHEID,2013-08-06 09:44:17.214000,guestUser,2013-04-10 16:04:07.129000
1276926,861057,AGE,5,3,13,PJHEID,2014-03-03 14:48:32.640000,guestUser,2013-04-23 08:31:41.619000
1276926,861058,GND,6,1,13,PJHEID,2014-03-03 14:48:32.639000,guestUser,2013-04-23 08:31:41.619000
1284822,1628395,AGE,5,7,1,JMLAGRO,2014-07-24 11:49:58.245000,guestUser,2014-07-24 11:49:12.763000
1284822,1628396,GND,6,1,1,JMLAGRO,2014-07-24 11:49:58.244000,guestUser,2014-07-24 11:49:12.764000
1276930,860621,AGE,0,6,31,PJHEID,2013-10-14 09:41:33.954000,guestUser,2013-04-22 10:55:35.286000
1276930,860622,AGE,1,2,31,PJHEID,2013-10-14 09:41:33.953000,guestUser,2013-04-22 10:55:35.287000
1276930,860623,AGE,2,4,31,PJHEID,2013-10-14 09:41:33.955000,guestUser,2013-04-22 10:55:35.287000
1276930,860624,AGE,3,5,31,PJHEID,2013-10-14 09:41:33.954000,guestUser,2013-04-22 10:55:35.287000
1276930,860625,AGE,4,7,31,PJHEID,2013-10-14 09:41:33.954000,guestUser,2013-04-22 10:55:35.288000
