p_sys_id,p_clia_prov_sk,p_clia_num,p_clia_prov_beg_dt,p_clia_prov_end_dt,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1001624,51364,35D0408197,2014-05-03,2015-08-31,9,B-Term-Prov-Trigger_429633.00,2023-07-26 18:12:49.748671,JMLAGRO,2014-06-25 13:50:57.441000
1000117,51338,24D2028848,2013-08-25,2017-02-03,0,ESPRD01160601,2014-06-24 13:39:09.793000,KWOODALL,2014-06-24 13:39:09.793000
1155435,51344,35D1032874,2012-10-29,2022-10-28,9,B-IF-CLIA-MNLY_3442757.00,2020-11-09 23:01:13.297080,PJHEID,2014-06-24 15:03:43.128000
1286705,51345,35D0698818,2012-09-01,2013-10-02,4,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,PJHEID,2014-06-24 15:57:02.487000
1166735,51347,35D1010366,2013-03-12,2025-03-11,2,TONIWORKMAN,2024-08-16 09:43:54.904000,JOYSPEZIALE,2014-06-24 17:12:08.965000
1171384,51360,35D0408953,2012-09-01,2017-02-03,1,ESPRD01160601,2015-03-11 14:43:47.260000,KWOODALL,2014-06-25 12:04:26.274000
1155386,51349,35D0894904,2013-03-23,2019-03-22,3,PJHEID,2017-05-09 15:23:27.877000,KWOODALL,2014-06-24 17:36:08.435000
1162493,51393,24D2060080,2013-11-11,2027-03-31,8,NICOLERICHTER,2025-09-23 10:29:49.333000,MAGDALENAHANUSIA,2014-06-26 14:28:56.339000
1154557,51391,43D0658975,2013-03-25,2017-04-14,3,B-Term-Prov-Trigger_2456973.00,2019-03-25 18:00:53.870858,RACHELSPANGENBER,2014-06-26 14:26:48.045000
1165183,51408,35D0693180,2013-01-25,2027-01-24,13,ANDOLL,2025-08-07 11:28:54.640000,PJHEID,2014-06-27 10:01:44.339000
1171389,51405,35D0408759,2012-09-01,2026-08-31,5,PEGBROSSART,2024-12-05 08:48:56.324000,KWOODALL,2014-06-26 17:44:30.234000
1285387,51399,35D1020514,2013-12-22,2013-10-02,3,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-06-26 15:22:36.383000
1285379,51400,35D1020513,2014-09-01,2017-02-03,9,ESPRD01160601,2015-08-12 13:21:07.007000,JMLAGRO,2014-06-26 15:22:36.716000
1285384,51401,35D1020519,2014-09-01,2017-02-03,8,ESPRD01160601,2015-08-12 13:24:05.904000,JMLAGRO,2014-06-26 15:22:36.893000
1171486,51402,24D0663272,2012-09-01,2020-02-03,5,CHONER,2018-03-16 16:58:45.070000,JMLAGRO,2014-06-26 15:22:37.042000
1278328,51430,03D0532968,2015-02-28,2016-12-31,6,B-Term-Prov-Trigger_2456973.00,2019-03-25 18:00:53.870858,ZOEASANDY,2014-06-30 14:42:35.451000
1155400,51414,35D1010366,2013-03-12,2023-03-11,13,TONIWORKMAN,2024-08-19 05:33:13.466000,PJHEID,2014-06-27 13:28:50.662000
1171443,51425,35D0408969,2013-06-01,2027-05-31,5,PEGBROSSART,2025-09-17 15:49:07.931000,PJHEID,2014-06-30 10:58:01.527000
1287294,51427,27D0927448,2013-04-21,2017-02-03,4,ESPRD01160601,2015-07-17 09:51:56.666000,KARINARUIZ,2014-06-30 11:29:26.144000
1000777,51429,24D0406642,2014-06-20,2017-02-03,18,ESPRD01160601,2015-08-17 06:54:53.887000,JMLAGRO,2014-06-30 13:09:05.971000
1286701,51468,24D1085479,2024-06-18,2026-06-17,4,PEGBROSSART,2024-09-23 11:20:15.156000,PJHEID,2014-07-01 18:46:05.344000
1153787,51440,35D0667372,2013-01-29,2027-01-28,9,NICOLERICHTER,2025-02-26 08:15:44.363000,JOYSPEZIALE,2014-06-30 19:20:22.755000
1172056,51448,35D0923857,2013-01-10,2025-01-09,6,NICOLERICHTER,2024-12-18 11:46:09.274000,PJHEID,2014-07-01 09:57:39.433000
1000382,51444,24D1052108,2014-02-28,2015-08-31,18,B-Term-Prov-Trigger_717958.00,2015-10-02 18:01:31.955254,JMLAGRO,2014-07-01 08:16:45.119000
1288695,51450,24D0406266,2014-03-31,2013-10-02,9,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-07-01 13:02:12.531000
1171391,51027,35D0717804,2012-09-01,2024-08-31,25,BYANCY,2024-04-23 17:10:28.620000,PJHEID,2014-05-10 08:16:15.369000
1161534,51007,24D0398791,2013-12-23,2021-12-22,6,B-IF-CLIA-MNLY_3982672.00,2021-09-24 15:48:46.156640,KWOODALL,2014-05-07 13:42:54.809000
1157851,51045,35D0663740,2013-12-23,2017-03-01,7,B-IF-PRV-CLIA-UPD_1417484.00,2017-05-17 05:46:55.631162,ZOEASANDY,2014-05-15 18:06:58.105000
1164760,51020,26D0444173,2013-02-28,2016-12-31,3,B-Term-Prov-Trigger_2428004.00,2019-03-07 18:00:55.264040,PJHEID,2014-05-09 16:33:55.146000
1167448,51060,43D0873531,2013-01-18,2017-02-03,1,ESPRD01160601,2014-10-21 10:12:28.902000,PJHEID,2014-05-19 13:54:29.179000
1168456,51031,35D0409312,2014-01-11,2028-01-10,8,PEGBROSSART,2026-03-04 13:29:58.248000,ZOEASANDY,2014-05-12 17:10:47.344000
1308162,55867,35D2125561,2019-02-09,2020-01-02,1,B-Term-Prov-Trigger_1297278.00,2025-03-18 18:01:46.597259,MLMOOS,2019-12-18 13:26:01.939000
1316502,56619,03D2096304,2020-12-21,2022-12-20,0,ANDOLL,2021-12-16 10:19:33.355000,ANDOLL,2021-12-16 10:19:33.355000
1001814,51101,43D1058328,2012-09-05,2017-02-03,2,ESPRD01160601,2014-08-06 15:17:55.369000,PJHEID,2014-05-28 20:38:48.683000
1171972,51064,35D0678781,2012-09-01,2015-11-12,5,B-Term-Prov-Trigger_429633.00,2023-07-26 18:12:49.748671,ZOEASANDY,2014-05-19 15:09:19.988000
1153756,51099,35D1076669,2013-02-28,2022-11-10,8,ANDOLL,2022-06-02 06:54:46.396000,JMLAGRO,2014-05-28 15:11:33.273000
1172010,51089,35D0408248,2013-06-08,2017-02-03,2,ESPRD01160601,2015-07-20 08:43:25.607000,CKRAFT,2014-05-27 07:09:35.357000
1171478,51233,24D0406702,2013-11-01,2017-10-31,3,AYARBROUGH,2017-08-04 11:55:49.463000,KWOODALL,2014-06-16 09:54:13.427000
1286804,51128,35D0697876,2014-05-21,2014-05-22,9,B-Term-Prov-Trigger_429633.00,2023-07-26 18:12:49.748671,PJHEID,2014-05-30 11:42:08.661000
1162177,51166,27D0409879,2013-02-12,2025-02-11,3,DEDEMILLS,2024-09-10 07:03:21.889000,JOYSPEZIALE,2014-06-05 20:05:05.600000
1155446,51139,43D0706248,2013-05-24,2026-08-31,5,DEDEMILLS,2025-04-09 07:53:21.820000,JMLAGRO,2014-05-30 12:59:47.843000
1155446,51140,43D0041555,2013-05-24,2015-05-24,4,PJHEID,2016-03-23 07:46:36.193000,JMLAGRO,2014-05-30 12:59:47.845000
1287983,51252,35D0655717,2013-05-01,2017-02-03,9,ESPRD01160601,2015-08-15 13:28:33.845000,JOYSPEZIALE,2014-06-16 17:12:47.521000
1153781,51168,35D0655705,2014-04-12,2026-04-11,8,NICOLERICHTER,2024-05-07 11:44:47.370000,JOYSPEZIALE,2014-06-06 12:13:30.619000
1182809,51267,35D1068413,2013-05-10,2017-02-03,0,ESPRD01160601,2014-06-17 14:43:28.390000,JOYSPEZIALE,2014-06-17 14:43:28.390000
1277886,51243,35D0953894,2012-11-13,2013-10-02,4,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JOYSPEZIALE,2014-06-16 15:31:31.970000
1277873,51244,35D0409236,2013-03-17,2013-10-02,4,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JOYSPEZIALE,2014-06-16 15:31:32.399000
1277867,51245,35D0409236,2013-03-17,2013-10-02,3,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JOYSPEZIALE,2014-06-16 15:31:32.618000
1277865,51246,35D0409233,2012-06-08,2013-10-02,3,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JOYSPEZIALE,2014-06-16 15:31:32.881000
1153763,51247,35D0409236,2013-03-17,2027-03-16,12,NICOLERICHTER,2025-04-29 15:02:36.060000,JOYSPEZIALE,2014-06-16 15:31:33.087000
1155508,51255,35D0409233,2014-06-08,2026-06-07,6,TONIWORKMAN,2024-07-25 07:25:15.787000,JOYSPEZIALE,2014-06-16 18:16:50.156000
1155412,51259,35D0953894,2012-11-13,2015-12-31,4,B-Term-Prov-Trigger_898477.00,2016-03-04 18:01:29.420792,JOYSPEZIALE,2014-06-16 20:01:00.398000
1000410,51353,35D0667840,2012-09-26,2018-01-31,10,B-Term-Prov-Trigger_1806955.00,2018-01-31 18:01:04.732789,JMLAGRO,2014-06-25 08:35:37.048000
1190199,51326,35D0721452,2012-09-01,2024-08-31,6,TONIWORKMAN,2024-08-12 06:55:13.176000,RACHELSPANGENBER,2014-06-23 15:44:40.831000
1288841,51453,24D0406266,2014-03-31,2013-10-02,14,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-07-01 13:39:26.670000
1171537,51412,35D0708806,2012-09-01,2017-02-03,3,ESPRD01160601,2015-08-14 14:06:20.621000,JMLAGRO,2014-06-27 12:18:03.569000
1288694,51423,24D0406266,2014-03-31,2013-10-02,14,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-06-30 09:45:12.409000
1155463,51432,35D1046042,2013-09-29,2023-09-28,6,B-IF-CLIA-MNLY_4063073.00,2021-11-10 08:23:51.018699,PJHEID,2014-06-30 15:03:13.704000
1003005,51463,24D0406642,2014-06-20,2014-06-19,4,JMLAGRO,2015-08-17 06:56:03.131000,JMLAGRO,2014-07-01 16:15:30.782000
1190587,51459,35D0674297,2013-09-04,2017-02-03,5,ESPRD01160601,2015-08-04 10:07:59.731000,JOYSPEZIALE,2014-07-01 15:29:29.842000
1000709,51472,35D0408734,2013-06-07,2015-08-31,17,B-Term-Prov-Trigger_429633.00,2023-07-26 18:12:49.748671,JMLAGRO,2014-07-02 07:21:11.236000
1288699,51473,35D0694241,2013-05-29,2013-10-02,7,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-07-02 08:07:22.117000
1191425,51470,35D0674297,2013-09-04,2017-02-03,11,ESPRD01160601,2015-08-04 10:06:17.785000,KWOODALL,2014-07-01 19:58:51.046000
1288892,51476,35D1042860,2013-07-11,2013-10-02,7,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-07-02 09:07:59.921000
1288079,51482,35D0408263,2013-03-09,2013-10-02,6,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-07-02 13:40:31.285000
1000713,51486,35D0408734,1997-06-07,2015-08-31,8,B-Term-Prov-Trigger_429633.00,2023-07-26 18:12:49.748671,JMLAGRO,2014-07-02 15:53:43.575000
1153961,51502,24D0400282,2013-02-09,2027-02-08,5,DEDEMILLS,2025-08-18 07:46:14.279000,LISACAMPBELL,2014-07-03 17:10:38.143000
1155402,51495,24D0406392,2014-02-17,2017-01-01,7,B-Term-Prov-Trigger_2549575.00,2019-05-22 18:01:24.679279,KWOODALL,2014-07-03 08:29:26.514000
1288901,51496,35D0408767,2012-09-01,2013-10-02,7,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-07-03 08:32:40.458000
1155368,51511,35D0690089,2012-09-01,2024-08-31,13,MCMOOS,2023-05-01 14:32:30.221000,SHERSAYLER,2014-07-07 13:39:17.031000
1164701,51523,35D0655705,1991-01-01,2016-10-11,1,B-IF-PRV-CLIA-UPD_1047885.00,2016-07-12 07:42:23.589307,JUDITHSZEGEDI,2014-07-07 18:06:40.065000
1155336,51527,35D0655705,1991-01-01,2026-04-11,7,NICOLERICHTER,2024-05-07 09:59:10.177000,JUDITHSZEGEDI,2014-07-07 19:43:26.861000
1190871,51517,35D0408697,2013-07-22,2019-07-21,8,CHLHARMON,2018-05-10 15:15:16.089000,LISACAMPBELL,2014-07-07 16:23:36.635000
1154843,51533,35D0409242,2013-02-17,2027-02-16,17,DEDEMILLS,2025-05-06 06:28:21.638000,PJHEID,2014-07-08 09:02:40.904000
1155335,51525,35D0655705,1991-01-01,2026-04-11,7,NICOLERICHTER,2024-05-07 11:09:38.836000,JUDITHSZEGEDI,2014-07-07 18:56:33.834000
1171576,51544,24D0406457,2012-09-01,2017-01-31,2,B-Term-Prov-Trigger_1493104.00,2017-07-07 18:00:42.290214,KWOODALL,2014-07-08 16:18:15.459000
1160197,51542,35D0408924,2013-02-28,2017-10-15,11,B-Term-Prov-Trigger_2353279.00,2019-01-18 18:00:58.640224,NAKARRIABELL,2014-07-08 16:06:31.589000
1153811,51530,35D0408964,2013-12-01,2021-11-30,14,B-IF-CLIA-MNLY_3644023.00,2021-03-08 23:01:12.446923,CKRAFT,2014-07-08 07:25:58.621000
1153811,51531,35D0952211,2013-04-23,2017-02-03,14,ESPRD01160601,2015-06-18 14:26:52.127000,CKRAFT,2014-07-08 07:25:58.622000
1281523,51551,43D0408056,2013-09-09,2013-09-10,7,B-Term-Prov-Trigger_836666.00,2016-01-11 18:01:28.467846,JMLAGRO,2014-07-09 16:12:07.128000
1169780,51566,35D0979426,2000-09-01,2018-05-18,6,B-IF-PRV-CLIA-UPD_1048939.00,2016-07-13 04:28:25.115333,RACHELSPANGENBER,2014-07-10 15:39:50.725000
1165906,51555,35D0979426,2000-09-01,2018-05-18,4,B-IF-PRV-CLIA-UPD_1048939.00,2016-07-13 04:28:25.115338,PJHEID,2014-07-09 19:46:24.789000
1161474,51561,35D1023954,2014-03-30,2022-03-29,2,B-IF-CLIA-MNLY_3236060.00,2020-07-08 23:01:13.211724,DOMINICKNGANTOU,2014-07-10 13:28:47.890000
1283523,51575,35D0408204,2013-09-01,2017-02-22,4,CJFRANCIS,2016-05-17 09:02:29.340000,JMLAGRO,2014-07-11 11:16:40.828000
1159856,51571,35D0408554,2013-04-02,2025-04-01,10,NICOLERICHTER,2023-05-25 14:56:43.220000,DOMINICKNGANTOU,2014-07-11 10:22:58.903000
1159384,51568,14D0416537,1995-02-09,2027-02-08,10,NICOLERICHTER,2025-02-28 08:52:44.639000,NAKARRIABELL,2014-07-10 15:47:42.472000
1289150,51569,24D0406642,2014-06-20,2017-02-03,18,ESPRD01160601,2015-06-17 15:24:38.832000,JMLAGRO,2014-07-11 08:29:37.171000
1283496,51572,35D0408204,2013-09-01,2018-01-31,10,B-Term-Prov-Trigger_1806955.00,2018-01-31 18:01:04.732789,JMLAGRO,2014-07-11 11:10:07.835000
1287677,51581,35D0670867,2012-09-01,2013-10-02,8,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,KARINARUIZ,2014-07-11 13:39:31.387000
1000947,51577,32D0653253,2013-02-28,2025-07-25,8,B-Term-Prov-Trigger_1482925.00,2025-07-25 18:01:46.849970,DOMINICKNGANTOU,2014-07-11 11:22:35.942000
1286415,51578,35D0408204,2013-09-01,2017-02-22,5,CJFRANCIS,2016-05-17 09:02:09.920000,JMLAGRO,2014-07-11 11:27:26.191000
1288070,51579,35D0408301,2013-12-06,2013-10-02,7,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JMLAGRO,2014-07-11 12:46:15.094000
1287758,51582,35D0670867,2012-09-01,2017-02-03,8,ESPRD01160601,2015-08-14 11:42:19.590000,KARINARUIZ,2014-07-11 13:43:50.499000
1289352,51589,24D0406266,2014-03-31,2018-03-30,4,PJHEID,2016-04-12 07:39:44.907000,JMLAGRO,2014-07-14 09:48:09.144000
1155475,51584,35D2070434,2013-12-16,2021-12-15,5,B-IF-CLIA-MNLY_3982672.00,2021-09-24 15:48:46.156640,SHERSAYLER,2014-07-11 13:56:43.491000
1171392,51591,35D0409074,1959-01-01,2017-02-03,1,ESPRD01160601,2015-03-11 13:32:27.615000,PJHEID,2014-07-14 11:36:59.138000
1280455,51592,35D2033923,2011-12-13,2013-10-02,5,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,KARINARUIZ,2014-07-14 11:43:36.079000
1280457,50972,35D0408696,2009-12-28,2013-10-02,3,B-Term-Prov-Trigger_2957260.00,2020-01-24 18:02:24.041878,JUDITHSZEGEDI,2014-03-20 15:45:03.526000
1305194,57132,35D2195869,2020-10-13,2022-10-12,0,BYANCY,2022-08-30 15:21:13.043000,BYANCY,2022-08-30 15:21:13.043000
1156084,50983,24D0404292,2013-02-28,2027-02-27,6,NICOLERICHTER,2025-03-06 14:56:22.960000,PJHEID,2014-03-31 18:42:49.424000
1162914,51070,35D0409305,2013-08-17,2015-08-16,11,RRUD,2016-02-08 16:56:32.500000,ZOEASANDY,2014-05-20 17:28:29.163000
1000004,51009,24D0400744,2013-08-17,2021-08-16,2,B-IF-CLIA-MNLY_2731541.00,2019-09-10 13:32:47.435062,JOYSPEZIALE,2014-05-07 13:54:43.410000
1190941,51058,35D1011469,2013-04-11,2017-02-03,7,ESPRD01160601,2015-06-24 15:25:27.088000,JOYSPEZIALE,2014-05-19 12:28:20.159000
1003433,51022,35D2052473,2013-01-10,2025-01-09,3,DEDEMILLS,2024-11-05 05:20:40.612000,JOYSPEZIALE,2014-05-09 16:55:20.224000
1171408,51091,35D0919381,2012-09-06,2017-02-03,3,ESPRD01160601,2015-02-24 06:40:25.555000,PJHEID,2014-05-27 09:05:02.030000
1171971,51062,35D0408363,2012-09-01,2018-10-23,5,B-Term-Prov-Trigger_2435956.00,2019-03-12 18:00:50.099990,ZOEASANDY,2014-05-19 15:07:33.092000
1154037,51115,50D0684007,2013-07-01,2017-02-03,0,ESPRD01160601,2014-05-29 12:59:00.779000,JMLAGRO,2014-05-29 12:59:00.779000
1155321,51074,35D0408995,2023-10-25,2025-10-24,16,VELVETOLSON,2024-11-13 14:03:52.376000,JOYSPEZIALE,2014-05-21 13:55:03.128000
1154887,51126,24D0399385,2013-02-09,2027-02-08,8,NICOLERICHTER,2025-06-13 11:27:24.854000,JMLAGRO,2014-05-30 10:15:01.907000
1154820,51106,35D0041821,2013-03-25,2027-03-24,11,NICOLERICHTER,2025-03-05 13:57:28.025000,JMLAGRO,2014-05-29 10:52:30.247000
1154105,51124,43D0407688,2013-06-25,2017-02-03,0,ESPRD01160601,2014-05-30 10:04:54.390000,JMLAGRO,2014-05-30 10:04:54.390000
1171405,51119,35D0655713,2012-09-01,2017-02-03,3,ESPRD01160601,2015-02-24 06:36:00.191000,PJHEID,2014-05-29 15:59:18.378000
1282788,51122,26D0443323,2014-02-16,2017-01-01,7,B-Term-Prov-Trigger_2391613.00,2019-02-12 18:00:51.757475,JMLAGRO,2014-05-30 08:37:11.152000
