p_sys_id,p_qstnr_sect_cd,p_qstnr_seq_num,p_qstnr_responce_ind,p_qstnr_resp_text,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1276808,1,8,Y,,8,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.206000
1276808,1,2,N,,8,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.207000
1276808,1,7,,-,6,guestUser,2013-04-11 12:35:12.104000,guestUser,2013-04-11 11:58:30.207000
1276808,1,1,N,,8,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.208000
1276808,1,6,N,,8,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.208000
1276808,1,5,Y,,8,NMAIER,2015-06-16 11:29:36.164000,guestUser,2013-04-11 11:58:30.208000
1276820,1,9,N,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.950000
1276820,1,3,N,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.950000
1276820,1,8,Y,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.950000
1276820,1,2,N,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.950000
1276820,1,7,,-,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.951000
1276820,1,1,N,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.951000
1276820,1,6,N,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.951000
1276820,1,5,Y,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.951000
1276820,1,10,Y,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.952000
1276820,1,4,N,,3,guestUser,2013-04-12 09:55:22.224000,guestUser,2013-04-12 09:51:56.952000
1278219,1,7,,-,3,guestUser,2013-06-26 15:18:32.620000,guestUser,2013-06-26 15:17:06.782000
1278219,1,1,N,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.783000
1278219,1,6,N,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.783000
1278219,1,5,Y,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.783000
1278219,1,10,Y,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.784000
1278219,1,4,N,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.784000
1278219,1,9,N,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.784000
1278219,1,3,N,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.784000
1278219,1,8,Y,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.785000
1278219,1,2,N,,5,NMAIER,2013-06-26 15:28:03.094000,guestUser,2013-06-26 15:17:06.785000
1278317,1,10,Y,,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.223000
1278317,1,4,N,,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.223000
1278317,1,9,N,,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.223000
1278317,1,3,N,,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.224000
1278317,1,8,Y,,2,guestUser,2013-07-06 00:39:19.518000,guestUser,2013-07-05 01:34:10.224000
1278317,1,2,N,,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.225000
1278317,1,7,,-,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.225000
1278317,1,1,N,,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.226000
1278317,1,6,N,,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.228000
1278317,1,5,Y,,2,guestUser,2013-07-06 00:39:19.519000,guestUser,2013-07-05 01:34:10.228000
1279392,1,6,N,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.295000
1279392,1,5,Y,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.296000
1279392,1,10,Y,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.296000
1279392,1,4,N,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.296000
1279392,1,9,N,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.298000
1279392,1,3,N,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.298000
1279392,1,8,Y,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.299000
1279392,1,2,N,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.299000
1279392,1,7,,-,3,guestUser,2013-08-09 12:22:22.680000,guestUser,2013-08-09 12:19:55.299000
1279392,1,1,N,,5,NMAIER,2013-08-09 14:09:43.647000,guestUser,2013-08-09 12:19:55.300000
1279394,1,4,N,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.403000
1279394,1,9,N,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.404000
1279394,1,3,N,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.404000
1279394,1,8,Y,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.404000
1279394,1,2,N,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.405000
1279394,1,7,,-,3,guestUser,2013-08-09 13:45:53.679000,guestUser,2013-08-09 13:43:44.405000
1279394,1,1,N,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.405000
1279394,1,6,N,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.405000
1279394,1,5,Y,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.406000
1279394,1,10,Y,,5,NMAIER,2013-08-09 13:52:01.429000,guestUser,2013-08-09 13:43:44.406000
1279564,1,10,Y,,3,guestUser,2013-08-16 15:10:12.839000,guestUser,2013-08-16 15:01:28.628000
1279564,1,4,N,,3,guestUser,2013-08-16 15:10:12.839000,guestUser,2013-08-16 15:01:28.628000
1279564,1,9,N,,3,guestUser,2013-08-16 15:10:12.839000,guestUser,2013-08-16 15:01:28.628000
1279564,1,3,N,,3,guestUser,2013-08-16 15:10:12.839000,guestUser,2013-08-16 15:01:28.629000
1279564,1,8,Y,,3,guestUser,2013-08-16 15:10:12.839000,guestUser,2013-08-16 15:01:28.630000
1279564,1,2,N,,3,guestUser,2013-08-16 15:10:12.840000,guestUser,2013-08-16 15:01:28.630000
1279564,1,7,,-,3,guestUser,2013-08-16 15:10:12.840000,guestUser,2013-08-16 15:01:28.630000
1279564,1,1,N,,3,guestUser,2013-08-16 15:10:12.840000,guestUser,2013-08-16 15:01:28.631000
1279564,1,6,N,,3,guestUser,2013-08-16 15:10:12.840000,guestUser,2013-08-16 15:01:28.631000
1279564,1,5,Y,,3,guestUser,2013-08-16 15:10:12.840000,guestUser,2013-08-16 15:01:28.631000
1281708,1,10,Y,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.805000
1281708,1,4,N,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.805000
1281708,1,9,N,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.806000
1281708,1,3,N,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.806000
1281708,1,8,Y,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.806000
1281708,1,2,N,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.806000
1281708,1,7,,-,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.807000
1281708,1,1,N,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.807000
1281708,1,6,N,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.807000
1281708,1,5,Y,,2,guestUser,2014-01-07 11:11:51.499000,guestUser,2014-01-07 11:08:12.807000
1281711,1,2,N,,4,guestUser,2014-01-07 12:45:42.544000,guestUser,2014-01-07 12:28:10.498000
1276782,1,3,N,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.799000
1276782,1,8,Y,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.799000
1276782,1,2,N,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.799000
1276782,1,7,,-,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.800000
1276782,1,1,N,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.801000
1276782,1,6,N,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.801000
1276782,1,5,Y,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.801000
1276782,1,10,Y,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.802000
1276782,1,4,N,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.802000
1276782,1,9,N,,3,guestUser,2013-04-10 09:06:17.460000,guestUser,2013-04-10 09:04:27.802000
1276823,1,6,N,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.995000
1276823,1,5,Y,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.995000
1276823,1,10,N,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.995000
1276823,1,4,N,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.996000
1276823,1,9,N,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.996000
1276823,1,3,N,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.996000
1276823,1,8,Y,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.996000
1276823,1,2,N,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.996000
1276823,1,7,,-,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.997000
1276823,1,1,N,,2,guestUser,2013-04-12 10:45:21.329000,guestUser,2013-04-12 10:43:43.997000
1277630,1,2,N,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.891000
1277630,1,7,,-,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.891000
1277630,1,1,N,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.892000
1277630,1,6,N,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.892000
1277630,1,5,Y,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.893000
1277630,1,10,Y,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.893000
1277630,1,4,N,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.894000
1277630,1,9,N,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.894000
1277630,1,3,N,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.895000
1277630,1,8,Y,,3,guestUser,2013-06-05 01:44:25.266000,guestUser,2013-05-17 11:29:19.895000
1278163,1,3,N,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.041000
1278163,1,8,Y,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.041000
1278163,1,2,N,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.041000
1278163,1,7,,-,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.042000
1278163,1,1,N,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.043000
1278163,1,6,N,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.043000
1278163,1,5,Y,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.043000
1278163,1,10,Y,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.043000
1278163,1,4,N,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.044000
1278163,1,9,N,,5,guestUser,2013-06-24 13:41:28.552000,guestUser,2013-06-24 13:38:14.044000
1281095,1,2,N,,2,guestUser,2013-11-15 10:44:04.755000,guestUser,2013-11-15 10:39:27.598000
1281095,1,7,,-,2,guestUser,2013-11-15 10:44:04.755000,guestUser,2013-11-15 10:39:27.599000
1281095,1,1,N,,2,guestUser,2013-11-15 10:44:04.755000,guestUser,2013-11-15 10:39:27.599000
1281095,1,6,N,,2,guestUser,2013-11-15 10:44:04.755000,guestUser,2013-11-15 10:39:27.599000
1281095,1,5,Y,,2,guestUser,2013-11-15 10:44:04.755000,guestUser,2013-11-15 10:39:27.601000
1281095,1,10,Y,,2,guestUser,2013-11-15 10:44:04.756000,guestUser,2013-11-15 10:39:27.601000
1281095,1,4,N,,2,guestUser,2013-11-15 10:44:04.756000,guestUser,2013-11-15 10:39:27.601000
1281095,1,9,N,,2,guestUser,2013-11-15 10:44:04.756000,guestUser,2013-11-15 10:39:27.602000
1281095,1,3,N,,2,guestUser,2013-11-15 10:44:04.756000,guestUser,2013-11-15 10:39:27.602000
1281095,1,8,Y,,2,guestUser,2013-11-15 10:44:04.756000,guestUser,2013-11-15 10:39:27.602000
1281198,2,5,N,,3,guestUser,2013-11-22 14:31:19.866000,guestUser,2013-11-22 14:27:21.275000
1281198,2,2,N,,3,guestUser,2013-11-22 14:31:19.866000,guestUser,2013-11-22 14:27:21.276000
1281198,2,4,N,,3,guestUser,2013-11-22 14:31:19.867000,guestUser,2013-11-22 14:27:21.276000
1281198,2,1,N,,3,guestUser,2013-11-22 14:31:19.867000,guestUser,2013-11-22 14:27:21.276000
1281198,2,3,N,,3,guestUser,2013-11-22 14:31:19.867000,guestUser,2013-11-22 14:27:21.276000
1281202,1,5,Y,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.152000
1281202,1,10,Y,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.152000
1281202,1,4,N,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.152000
1281202,1,9,N,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.152000
1281202,1,3,N,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.153000
1281202,1,8,Y,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.153000
1281202,1,2,N,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.153000
1281202,1,7,,-,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.154000
1281202,1,1,N,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.154000
1281202,1,6,N,,3,guestUser,2013-11-22 15:12:44.799000,guestUser,2013-11-22 15:10:51.154000
1281203,1,4,N,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.497000
1281203,1,9,N,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.497000
1281203,1,3,N,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.497000
1281203,1,8,Y,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.497000
1281203,1,2,N,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.498000
1281203,1,7,,-,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.498000
1281203,1,1,N,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.498000
1281203,1,6,N,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.498000
1281203,1,5,Y,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.499000
1281203,1,10,Y,,3,guestUser,2013-11-22 15:14:44.015000,guestUser,2013-11-22 15:12:00.499000
1281204,1,3,Y,WHEN I WAS 5 YEARS OLD I STOLE A HOTWHEELS CAR FROM THE PAY AND SAVE STORE.,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.254000
1281204,1,8,Y,,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.254000
1281204,1,2,N,,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.255000
1281204,1,7,,-,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.255000
1281204,1,1,N,,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.255000
1281204,1,6,N,,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.255000
1281204,1,5,Y,,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.256000
1281204,1,10,Y,,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.256000
1281204,1,4,N,,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.256000
1281204,1,9,N,,3,guestUser,2013-11-22 15:19:13.933000,guestUser,2013-11-22 15:15:30.257000
1281679,1,1,N,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.902000
1281679,1,6,N,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.902000
1281679,1,5,Y,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.903000
1281679,1,10,Y,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.903000
1281679,1,4,N,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.904000
1281679,1,9,N,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.905000
1281679,1,3,N,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.905000
1281679,1,8,Y,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.905000
1281679,1,2,N,,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.906000
1281679,1,7,,-,4,guestUser,2014-01-06 09:46:56.144000,guestUser,2014-01-06 09:40:12.906000
1281705,1,2,N,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.736000
1281705,1,7,,-,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.739000
1281705,1,1,N,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.743000
1281705,1,6,N,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.746000
1281705,1,5,Y,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.749000
1281705,1,10,Y,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.752000
1281705,1,4,N,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.755000
1281705,1,9,N,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.757000
1281705,1,3,N,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.760000
1281705,1,8,Y,,2,guestUser,2014-01-07 10:53:58.583000,guestUser,2014-01-07 10:51:46.763000
1281711,1,7,,-,4,guestUser,2014-01-07 12:45:42.544000,guestUser,2014-01-07 12:28:10.498000
1281714,3,2,N,,3,guestUser,2014-01-07 13:08:02.986000,guestUser,2014-01-07 13:07:12.344000
1281714,3,7,,-,3,guestUser,2014-01-07 13:08:02.986000,guestUser,2014-01-07 13:07:12.344000
1281163,1,5,Y,,7,guestUser,2014-07-08 09:09:50.729000,guestUser,2013-11-20 10:16:12.710000
1281163,1,10,Y,,7,guestUser,2014-07-08 09:09:50.729000,guestUser,2013-11-20 10:16:12.711000
1281163,1,4,N,,7,guestUser,2014-07-08 09:09:50.729000,guestUser,2013-11-20 10:16:12.711000
1281163,1,9,N,,7,guestUser,2014-07-08 09:09:50.729000,guestUser,2013-11-20 10:16:12.712000
1281163,1,3,N,,7,guestUser,2014-07-08 09:09:50.730000,guestUser,2013-11-20 10:16:12.713000
1281163,1,8,Y,,7,guestUser,2014-07-08 09:09:50.730000,guestUser,2013-11-20 10:16:12.713000
1281163,1,2,N,,7,guestUser,2014-07-08 09:09:50.730000,guestUser,2013-11-20 10:16:12.713000
1281163,1,7,,4.80-,7,guestUser,2014-07-08 09:09:50.730000,guestUser,2013-11-20 10:16:12.714000
1281163,1,1,N,,7,guestUser,2014-07-08 09:09:50.730000,guestUser,2013-11-20 10:16:12.714000
1281163,1,6,N,,7,guestUser,2014-07-08 09:09:50.730000,guestUser,2013-11-20 10:16:12.714000
1281207,2,4,N,,3,guestUser,2014-01-07 10:27:42.077000,guestUser,2014-01-07 10:23:21.317000
1281207,2,1,N,,3,guestUser,2014-01-07 10:27:42.077000,guestUser,2014-01-07 10:23:21.317000
1281207,2,3,N,,3,guestUser,2014-01-07 10:27:42.077000,guestUser,2014-01-07 10:23:21.318000
1281207,2,5,N,,3,guestUser,2014-01-07 10:27:42.077000,guestUser,2014-01-07 10:23:21.318000
1281207,2,2,N,,3,guestUser,2014-01-07 10:27:42.077000,guestUser,2014-01-07 10:23:21.318000
1281707,1,5,Y,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.673000
1281707,1,10,N,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.673000
1281707,1,4,N,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.673000
1281707,1,9,N,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.674000
1281707,1,3,N,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.674000
1281707,1,8,Y,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.674000
1281707,1,2,N,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.674000
1281707,1,7,,-,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.675000
1281707,1,1,N,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.675000
1281707,1,6,N,,3,guestUser,2014-01-07 11:08:40.290000,guestUser,2014-01-07 11:07:07.675000
1281711,1,1,N,,4,guestUser,2014-01-07 12:45:42.544000,guestUser,2014-01-07 12:28:10.499000
