"G_CMN_ENTY_SK","G_ADR_USG_TY_CD","G_ADR_SK","G_ADR_USG_SEQ_NUM","G_ADR_GLBL_SIG_CD","G_ADR_USG_TY_SIG_CD","G_ADR_USG_CHG_RSN_CD","G_ADR_USG_STAT_CD","G_ADR_USG_END_DT","G_ADR_USG_BEG_DT","G_ATTN_NAM","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS","G_DUMMY_IND","G_DUMMY_TS","G_DUMMY_USER_ID"
1000003,"S",1182428,2,"","S"," ","A",30-SEP-13,01-JAN-01,"",5,"JASTONE",04-DEC-18 01.22.13.541000000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000004,"B",1183598,3,"","S"," ","A",30-SEP-13,01-JAN-01,"",7,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000004,"M",1184863,1,"","S"," ","A",30-SEP-13,01-JAN-01,"",8,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000004,"S",1182429,2,"","S"," ","A",30-SEP-13,01-JAN-01,"",7,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000005,"B",1183599,3,"T","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.615754000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000005,"M",1184864,1,"P","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.615754000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000005,"S",1182430,2,"S","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.615754000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000006,"B",1183600,3,"T","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.426794000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000006,"M",1184865,1,"P","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.426794000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000006,"S",1182431,2,"S","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.426794000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000007,"B",1183601,3,"T","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.44.206020000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000007,"M",1184866,1,"P","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.44.206020000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000007,"S",1182432,2,"S","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.44.206020000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000008,"B",1183602,3,"T","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.43.646682000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000008,"M",1184867,1,"P","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.43.646682000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000008,"S",1182433,2,"S","P"," ","A",31-DEC-11,01-JAN-01,"",1,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.43.646682000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000009,"B",1183603,3,"T","P"," ","A",31-DEC-99,01-JAN-01,"",0,"CR2141_DATACORRECTION",30-MAR-13 03.37.13.000000000 AM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000009,"M",1184868,1,"P","P"," ","A",31-DEC-99,01-JAN-01,"",0,"CR2141_DATACORRECTION",30-MAR-13 03.37.13.000000000 AM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000009,"S",1182434,2,"S","P"," ","A",04-OCT-15,01-JAN-01,"",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 03.37.13.000000000 AM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000010,"B",1183604,3,"T","S"," ","A",31-DEC-11,01-JAN-01,"",2,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.061371000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000010,"M",1184869,1,"P","S"," ","A",31-DEC-11,01-JAN-01,"",2,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.061371000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000010,"S",1182435,2,"S","S"," ","A",31-DEC-11,01-JAN-01,"",2,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.45.061371000 PM,"Provider Conversion",30-MAR-13 03.37.16.000000000 AM,"N",,""
1000003,"M",11341487,1,"","S","","A",31-DEC-99,01-OCT-13,"",3,"JASTONE",04-DEC-18 01.22.13.577000000 PM,"JMLAGRO",05-FEB-14 09.58.40.806000000 AM,"N",,""
1000003,"B",11341488,1,"","S","","A",31-DEC-99,01-OCT-13,"",1,"JMLAGRO",24-JUN-15 02.58.41.443000000 PM,"JMLAGRO",05-FEB-14 09.58.40.917000000 AM,"N",,""
1000003,"BK",11341489,1,"","S","","A",16-JUL-15,01-OCT-13,"",1,"B-Term-Prov-Trigger_2404152.00",20-FEB-19 06.01.03.049835000 PM,"JMLAGRO",05-FEB-14 09.58.40.965000000 AM,"N",,""
1000003,"S",11341490,3,"","S","","A",16-JUL-15,01-OCT-13,"",2,"B-Term-Prov-Trigger_2404152.00",20-FEB-19 06.01.03.049835000 PM,"JMLAGRO",05-FEB-14 09.58.41.017000000 AM,"N",,""
519,"J",12262228,1,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 02.25.41.507000000 PM,"AERICHARDSON",22-JAN-19 02.25.41.507000000 PM,"N",,""
557,"J",12262685,2,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 02.18.26.865000000 PM,"AERICHARDSON",23-JAN-19 02.18.26.865000000 PM,"N",,""
563,"J",12262710,2,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 02.35.21.653000000 PM,"AERICHARDSON",23-JAN-19 02.35.21.653000000 PM,"N",,""
101,"M",101,1,"","P","","A",31-DEC-99,17-JAN-19,"",0,"SP CR 2469",17-JAN-19 06.05.58.000000000 PM,"SP CR 2469",17-JAN-19 06.05.58.000000000 PM,"N",,""
102,"M",102,1,"","P","","A",31-DEC-99,17-JAN-19,"",0,"SP CR 2469",17-JAN-19 06.06.00.000000000 PM,"SP CR 2469",17-JAN-19 06.06.00.000000000 PM,"N",,""
103,"M",103,1,"","P","","A",31-DEC-99,17-JAN-19,"",0,"SP CR 2469",17-JAN-19 06.06.03.000000000 PM,"SP CR 2469",17-JAN-19 06.06.03.000000000 PM,"N",,""
513,"J",12271071,2,"","P","","A",31-DEC-99,21-FEB-19,"",0,"AERICHARDSON",21-FEB-19 10.13.29.619000000 AM,"AERICHARDSON",21-FEB-19 10.13.29.619000000 AM,"N",,""
520,"J",12262230,2,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 02.29.00.054000000 PM,"AERICHARDSON",22-JAN-19 02.29.00.054000000 PM,"N",,""
540,"J",12262259,1,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 02.56.30.199000000 PM,"AERICHARDSON",22-JAN-19 02.56.30.199000000 PM,"N",,""
563,"J",12262696,2,"","P","","V",23-JAN-19,23-JAN-19,"",1,"AERICHARDSON",23-JAN-19 02.35.21.663000000 PM,"AERICHARDSON",23-JAN-19 02.30.03.820000000 PM,"N",,""
549,"J",12262669,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 02.01.44.835000000 PM,"AERICHARDSON",23-JAN-19 02.01.44.835000000 PM,"N",,""
542,"J",12271068,2,"","P","","A",31-DEC-99,21-FEB-19,"",0,"AERICHARDSON",21-FEB-19 10.08.02.093000000 AM,"AERICHARDSON",21-FEB-19 10.08.02.093000000 AM,"N",,""
546,"J",12271070,2,"","P","","A",31-DEC-99,21-FEB-19,"",0,"AERICHARDSON",21-FEB-19 10.11.23.909000000 AM,"AERICHARDSON",21-FEB-19 10.11.23.909000000 AM,"N",,""
524,"J",12271076,2,"","P","","A",31-DEC-99,21-FEB-19,"",0,"AERICHARDSON",21-FEB-19 10.18.45.069000000 AM,"AERICHARDSON",21-FEB-19 10.18.45.069000000 AM,"N",,""
525,"J",12262239,1,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 02.37.40.308000000 PM,"AERICHARDSON",22-JAN-19 02.37.40.308000000 PM,"N",,""
523,"J",12262231,1,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 02.30.57.369000000 PM,"AERICHARDSON",22-JAN-19 02.30.57.369000000 PM,"N",,""
1000004,"S",12279154,0,"","S","","A",31-DEC-99,22-MAR-19,"",1,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"DMOCK",22-MAR-19 06.24.53.045000000 AM,"N",,""
1000004,"B",11788992,1,"","S","","A",31-DEC-99,01-OCT-13,"",3,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"JOYSPEZIALE",07-MAY-14 01.54.41.174000000 PM,"N",,""
1000004,"BK",11788993,1,"","S","","A",23-OCT-18,01-OCT-13,"",1,"B-Term-Prov-Trigger_2216201.00",23-OCT-18 06.01.30.735210000 PM,"JOYSPEZIALE",07-MAY-14 01.54.41.242000000 PM,"N",,""
1000004,"S",11788994,1,"","S","","A",23-OCT-18,01-OCT-13,"",5,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"JOYSPEZIALE",07-MAY-14 01.54.41.287000000 PM,"N",,""
1000004,"M",11788995,1,"","S","I","A",04-NOV-16,01-OCT-13,"",6,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"JOYSPEZIALE",07-MAY-14 01.54.41.401000000 PM,"N",,""
518,"J",12262218,1,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 02.17.12.625000000 PM,"AERICHARDSON",22-JAN-19 02.17.12.625000000 PM,"N",,""
558,"J",12271075,1,"","P","","A",31-DEC-99,21-FEB-19,"",0,"AERICHARDSON",21-FEB-19 10.17.21.225000000 AM,"AERICHARDSON",21-FEB-19 10.17.21.225000000 AM,"N",,""
541,"J",12262269,2,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 03.17.28.285000000 PM,"AERICHARDSON",22-JAN-19 03.17.28.285000000 PM,"N",,""
546,"J",12262656,2,"","P","","I",20-FEB-19,23-JAN-19,"",1,"AERICHARDSON",21-FEB-19 10.11.23.917000000 AM,"AERICHARDSON",23-JAN-19 01.49.41.253000000 PM,"N",,""
558,"J",12262690,1,"","P","","I",20-FEB-19,23-JAN-19,"",1,"AERICHARDSON",21-FEB-19 10.17.21.236000000 AM,"AERICHARDSON",23-JAN-19 02.20.53.924000000 PM,"N",,""
555,"J",12262682,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 02.15.47.583000000 PM,"AERICHARDSON",23-JAN-19 02.15.47.583000000 PM,"N",,""
560,"J",12262692,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 02.26.22.874000000 PM,"AERICHARDSON",23-JAN-19 02.26.22.874000000 PM,"N",,""
512,"J",12262065,1,"","P","","I",10-FEB-19,22-JAN-19,"",1,"AERICHARDSON",11-FEB-19 04.29.53.809000000 PM,"AERICHARDSON",22-JAN-19 11.08.27.888000000 AM,"N",,""
511,"J",12262064,1,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 11.05.36.939000000 AM,"AERICHARDSON",22-JAN-19 11.05.36.939000000 AM,"N",,""
538,"J",12262245,1,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 02.46.24.404000000 PM,"AERICHARDSON",22-JAN-19 02.46.24.404000000 PM,"N",,""
539,"J",12262249,1,"","P","","A",31-DEC-99,22-JAN-19,"",0,"AERICHARDSON",22-JAN-19 02.48.24.130000000 PM,"AERICHARDSON",22-JAN-19 02.48.24.130000000 PM,"N",,""
542,"J",12262564,2,"","P","","I",20-FEB-19,23-JAN-19,"",1,"AERICHARDSON",21-FEB-19 10.08.02.097000000 AM,"AERICHARDSON",23-JAN-19 11.45.38.117000000 AM,"N",,""
547,"J",12262665,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 01.57.24.782000000 PM,"AERICHARDSON",23-JAN-19 01.57.24.782000000 PM,"N",,""
561,"J",12262695,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 02.28.47.503000000 PM,"AERICHARDSON",23-JAN-19 02.28.47.503000000 PM,"N",,""
545,"J",12262655,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 01.47.33.135000000 PM,"AERICHARDSON",23-JAN-19 01.47.33.135000000 PM,"N",,""
551,"J",12262679,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 02.12.55.877000000 PM,"AERICHARDSON",23-JAN-19 02.12.55.877000000 PM,"N",,""
513,"J",12262207,2,"","P","","I",20-FEB-19,22-JAN-19,"",1,"AERICHARDSON",21-FEB-19 10.13.29.626000000 AM,"AERICHARDSON",22-JAN-19 02.07.12.731000000 PM,"N",,""
559,"S",12256502,1,"","P","","A",31-DEC-99,03-JAN-19,"",0,"SKOEHLY",03-JAN-19 08.24.58.269000000 AM,"SKOEHLY",03-JAN-19 08.24.58.269000000 AM,"N",,""
544,"J",12262566,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 11.48.12.858000000 AM,"AERICHARDSON",23-JAN-19 11.48.12.858000000 AM,"N",,""
550,"J",12262675,1,"","P","","A",31-DEC-99,23-JAN-19,"",0,"AERICHARDSON",23-JAN-19 02.08.13.422000000 PM,"AERICHARDSON",23-JAN-19 02.08.13.422000000 PM,"N",,""
512,"J",12268267,1,"","P","","A",31-DEC-99,11-FEB-19,"",0,"AERICHARDSON",11-FEB-19 04.29.53.802000000 PM,"AERICHARDSON",11-FEB-19 04.29.53.802000000 PM,"N",,""
800,"B",800,1,"","P","","A",31-DEC-99,11-AUG-04," ",0,"wf_ND_MC_EDI_Entity_InfoV5",14-MAY-15 05.21.21.000000000 AM,"wf_ND_MC_EDI_Entity_InfoV5",14-MAY-15 05.21.21.000000000 AM,"N",,""
520,"S",573,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
521,"M",521,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
521,"S",574,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
522,"M",522,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
522,"S",575,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
523,"M",523,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
523,"S",576,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
524,"M",524,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
524,"S",577,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
525,"M",525,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
525,"S",578,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
526,"M",526,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
526,"S",579,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
527,"M",527,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
527,"S",580,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
528,"M",528,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
528,"S",581,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
529,"M",529,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
529,"S",582,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
530,"M",530,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
530,"S",583,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
531,"M",531,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
531,"S",584,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
532,"M",532,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
532,"S",585,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
533,"M",533,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
533,"S",586,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
534,"M",534,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
534,"S",587,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
535,"M",535,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
535,"S",588,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
536,"M",536,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
536,"S",589,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
537,"M",537,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
537,"S",590,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
538,"M",538,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
