"p_sys_id","p_acptnc_sk","p_acptnc_cd","p_acptnc_dt","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900037","1000122","04","05-NOV-10","0","SYSTEM","27-APR-26 07.49.29.801927000 PM","SYSTEM","25-APR-26 10.17.31.801927000 PM"
"900038","1000123","04","27-JUL-11","0","SYSTEM","28-JUN-26 09.32.40.801927000 PM","SYSTEM","05-JUN-26 07.09.31.801927000 PM"
"900039","1000124","04","10-OCT-11","0","SYSTEM","03-SEP-25 02.11.19.803152000 PM","SYSTEM","02-SEP-25 11.39.53.803152000 PM"
"900040","1000125","04","12-SEP-11","0","SYSTEM","01-JUN-26 08.38.55.803152000 AM","SYSTEM","20-MAY-26 02.02.33.803152000 PM"
"900041","1000126","04","11-AUG-11","0","SYSTEM","05-FEB-26 07.55.42.803152000 PM","SYSTEM","03-FEB-26 11.10.02.803152000 AM"
"900042","1000127","01","24-FEB-11","0","SYSTEM","11-DEC-25 07.40.08.804163000 PM","SYSTEM","18-NOV-25 04.53.56.804163000 AM"
"900043","1000128","01","25-JUN-11","0","SYSTEM","28-MAR-26 10.58.11.804163000 PM","SYSTEM","27-MAR-26 05.23.02.804163000 PM"
"900044","1000129","04","05-MAR-11","0","SYSTEM","15-JAN-26 09.06.16.804163000 PM","SYSTEM","06-JAN-26 01.04.59.804163000 AM"
"900045","1000130","04","04-MAY-10","0","SYSTEM","29-DEC-25 09.49.43.805223000 AM","SYSTEM","04-DEC-25 05.09.38.805223000 AM"
"900046","1000131","04","21-FEB-11","0","SYSTEM","14-FEB-26 07.04.05.805223000 AM","SYSTEM","13-FEB-26 11.04.49.805223000 PM"
"900047","1000132","01","12-NOV-09","0","SYSTEM","11-MAR-26 06.06.37.805223000 AM","SYSTEM","21-FEB-26 01.27.11.805223000 PM"
"900048","1000133","04","07-JAN-10","0","SYSTEM","01-AUG-26 09.00.33.806221000 PM","SYSTEM","12-JUL-26 03.50.08.806221000 AM"
"900049","1000134","01","19-AUG-11","0","SYSTEM","06-AUG-26 02.34.47.806221000 PM","SYSTEM","13-JUL-26 03.39.53.806221000 AM"
"900050","1000135","01","23-OCT-11","0","SYSTEM","20-OCT-25 12.48.05.806221000 PM","SYSTEM","08-OCT-25 09.44.00.806221000 AM"
