"p_sys_id","p_reval_started_ind","p_general_info_stat_ind","p_name_addr_stat_ind","p_lic_spec_stat_ind","p_financial_stat_ind","p_sanctions_stat_ind","p_bankruptcy_stat_ind","p_ownership_stat_ind","p_managing_stat_ind","p_reval_stat_cd","p_reval_stat_last_dt","p_reval_comp_dt","p_reval_comp_by_nam","l_hibernate_ver_num","g_aud_add_user_id","g_aud_ts","g_aud_user_id","g_aud_add_ts"
"900179","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","17-OCT-25 04.09.49.035962000 PM","SYSTEM","11-OCT-25 02.30.20.035962000 PM"
"900190","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","04-JAN-26 01.06.19.035962000 PM","SYSTEM","22-DEC-25 03.40.33.035962000 PM"
"900161","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","24-DEC-25 11.16.25.035962000 AM","SYSTEM","12-DEC-25 01.42.00.035962000 PM"
"900193","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","11-FEB-26 07.34.35.035962000 PM","SYSTEM","22-JAN-26 12.05.49.035962000 PM"
"900198","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","28-FEB-26 04.13.03.035962000 PM","SYSTEM","26-FEB-26 09.53.11.035962000 PM"
"900154","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","04-JUL-26 06.39.57.035962000 PM","SYSTEM","18-JUN-26 10.04.20.035962000 AM"
"900163","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","02-FEB-26 11.22.46.035962000 AM","SYSTEM","25-JAN-26 10.14.20.035962000 PM"
"900178","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","02-OCT-25 12.55.05.035962000 AM","SYSTEM","26-SEP-25 11.34.45.035962000 AM"
"900197","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","19-NOV-25 10.22.28.036962000 PM","SYSTEM","04-NOV-25 08.37.41.036962000 AM"
"900157","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","09-SEP-25 02.46.45.036962000 PM","SYSTEM","19-AUG-25 10.38.30.036962000 AM"
"900199","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","29-AUG-25 10.11.45.036962000 AM","SYSTEM","14-AUG-25 04.19.06.036962000 AM"
"900162","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","26-JUN-26 11.46.39.036962000 PM","SYSTEM","25-JUN-26 06.13.32.036962000 AM"
"900175","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","30-SEP-25 06.57.09.036962000 AM","SYSTEM","12-SEP-25 10.33.26.036962000 AM"
"900160","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","28-SEP-25 05.56.44.036962000 AM","SYSTEM","03-SEP-25 07.08.16.036962000 PM"
"900167","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","03-JUN-26 03.12.52.036962000 AM","SYSTEM","19-MAY-26 08.36.53.036962000 AM"
"900171","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","31-MAY-26 10.51.43.036962000 AM","SYSTEM","25-MAY-26 07.35.02.036962000 PM"
"900170","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","24-JUL-26 11.15.43.036962000 AM","SYSTEM","10-JUL-26 05.54.32.036962000 AM"
"900183","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","09-JAN-26 07.07.53.036962000 AM","SYSTEM","29-DEC-25 05.05.36.036962000 AM"
"900173","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","01-MAR-26 07.26.33.037962000 PM","SYSTEM","18-FEB-26 12.46.25.037962000 AM"
"900152","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","26-MAY-26 03.02.01.037962000 PM","SYSTEM","06-MAY-26 01.47.34.037962000 AM"
"900186","N","N","N","N","N","N","N","N","N","TN","31-JUL-20","","","1","SYSTEM","10-SEP-25 10.31.04.037962000 PM","SYSTEM","17-AUG-25 08.08.34.037962000 PM"
