"p_sys_id","p_event_sk","p_event_ts","p_event_cd","p_event_user_id","p_event_note_text","p_event_prcs_ind","p_event_ty_cd","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900168","415583","11-APR-13 12.38.58.628269000 AM","S001","SYSTEM","Mercy Health System","Y","E","0","SYSTEM","17-APR-26 09.44.03.152644000 AM","SYSTEM","25-MAR-26 10.42.23.152644000 PM"
"900152","415584","10-APR-13 07.34.37.372386000 PM","S643","SYSTEM","Centura Hospital","Y","E","0","SYSTEM","07-APR-26 11.59.08.153654000 PM","SYSTEM","30-MAR-26 03.14.48.153654000 AM"
"900169","415585","10-APR-13 07.09.25.059001000 AM","S643","SYSTEM","Mayo Clinic Medical Center","Y","E","0","SYSTEM","02-JUL-26 04.31.59.154653000 AM","SYSTEM","21-JUN-26 10.21.14.154653000 AM"
"900200","415586","10-APR-13 07.22.41.224927000 PM","S643","SYSTEM","Mercy Medical Center","Y","E","0","SYSTEM","14-APR-26 12.42.34.155649000 PM","SYSTEM","16-MAR-26 03.40.00.155649000 AM"
"900199","415587","10-APR-13 09.43.28.993336000 PM","S001","SYSTEM","Trinity Medical Center","Y","E","0","SYSTEM","08-AUG-26 06.21.37.156670000 PM","SYSTEM","13-JUL-26 08.07.54.156670000 AM"
"900179","415588","11-APR-13 06.12.38.839321000 PM","S001","SYSTEM","Mercy Specialty Clinic","Y","E","0","SYSTEM","27-JUN-26 05.27.24.157662000 PM","SYSTEM","15-JUN-26 05.46.28.157662000 PM"
"900158","415589","10-APR-13 07.39.22.406439000 AM","S643","SYSTEM","Sanford Hospital","Y","E","0","SYSTEM","07-APR-26 10.54.25.158665000 PM","SYSTEM","11-MAR-26 04.52.45.158665000 AM"
"900153","415590","10-APR-13 05.10.54.729737000 AM","S001","SYSTEM","Mayo Clinic Lab Services","Y","E","0","SYSTEM","18-SEP-25 06.51.27.158665000 PM","SYSTEM","25-AUG-25 12.21.02.158665000 AM"
"900165","415591","11-APR-13 06.26.19.050517000 PM","S643","SYSTEM","Centura Medical Center","Y","E","0","SYSTEM","29-JUN-26 08.23.48.159664000 PM","SYSTEM","27-JUN-26 02.06.08.159664000 AM"
"900172","415592","10-APR-13 10.37.41.159809000 AM","S001","SYSTEM","Kaiser Specialty Clinic","Y","E","0","SYSTEM","19-JUN-26 10.51.38.160660000 PM","SYSTEM","30-MAY-26 03.53.23.160660000 PM"
"900185","415593","11-APR-13 10.13.14.205259000 AM","S001","SYSTEM","Trinity Physicians Group","Y","E","0","SYSTEM","14-DEC-25 01.12.29.162855000 PM","SYSTEM","17-NOV-25 02.46.12.162855000 AM"
"900188","415594","10-APR-13 05.57.18.562372000 AM","S643","SYSTEM","Valley Care Health System","Y","E","0","SYSTEM","07-MAR-26 05.53.28.164865000 AM","SYSTEM","28-FEB-26 09.41.51.164865000 PM"
"900194","415595","11-APR-13 02.09.04.900803000 PM","S643","SYSTEM","Midwest Lab Services","Y","E","0","SYSTEM","03-DEC-25 08.43.49.164865000 AM","SYSTEM","06-NOV-25 09.49.04.164865000 PM"
"900198","415596","11-APR-13 08.53.46.179564000 PM","S643","SYSTEM","Kaiser Medical Center","Y","E","0","SYSTEM","02-MAY-26 12.04.22.165863000 PM","SYSTEM","23-APR-26 02.23.06.165863000 PM"
"900161","415597","11-APR-13 04.31.27.373862000 PM","S001","SYSTEM","Sanford Physicians Group","Y","E","0","SYSTEM","17-JUL-26 02.49.08.166863000 AM","SYSTEM","03-JUL-26 07.20.40.166863000 AM"
"900195","415598","10-APR-13 04.40.46.460292000 PM","S643","SYSTEM","Kaiser Hospital","Y","E","0","SYSTEM","20-NOV-25 02.14.54.167859000 PM","SYSTEM","17-NOV-25 02.21.46.167859000 AM"
"900166","415599","10-APR-13 11.34.23.788274000 AM","S001","SYSTEM","St. Jude Hospital","Y","E","0","SYSTEM","10-MAY-26 08.40.18.168857000 PM","SYSTEM","03-MAY-26 06.09.04.168857000 PM"
"900181","415600","10-APR-13 08.46.05.630588000 AM","S643","SYSTEM","Sanford Health System","Y","E","0","SYSTEM","19-SEP-25 07.17.03.169855000 PM","SYSTEM","30-AUG-25 01.22.56.169855000 PM"
"900159","415601","10-APR-13 09.42.00.136976000 AM","S643","SYSTEM","Valley Care Hospital","Y","E","0","SYSTEM","24-MAY-26 03.55.13.170851000 PM","SYSTEM","04-MAY-26 01.52.48.170851000 AM"
"900180","415602","11-APR-13 01.42.01.942381000 AM","S001","SYSTEM","Sanford Dialysis Center","Y","E","0","SYSTEM","12-JUL-26 09.17.20.171862000 PM","SYSTEM","30-JUN-26 11.20.03.171862000 PM"
