"p_sys_id","p_ra_medm_sk","p_ra_medm_cd","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900173","1004101","3","0","SYSTEM","22-MAY-26 07.43.49.981635000 PM","SYSTEM","03-MAY-26 07.39.16.981635000 PM"
"900175","1004102","3","0","SYSTEM","08-MAR-26 08.47.28.982878000 AM","SYSTEM","08-FEB-26 01.13.19.982878000 PM"
"900167","1004103","3","0","SYSTEM","11-NOV-25 10.47.31.982878000 AM","SYSTEM","11-OCT-25 03.10.00.982878000 PM"
"900159","1004104","3","0","SYSTEM","13-SEP-25 09.44.46.982878000 PM","SYSTEM","05-SEP-25 02.37.56.982878000 AM"
"900189","1004105","3","0","SYSTEM","21-OCT-25 02.07.55.982878000 PM","SYSTEM","19-OCT-25 09.48.18.982878000 PM"
"900182","1004106","3","0","SYSTEM","21-NOV-25 04.50.36.982878000 AM","SYSTEM","30-OCT-25 01.40.40.982878000 AM"
"900162","1004107","3","0","SYSTEM","25-NOV-25 03.59.11.982878000 AM","SYSTEM","09-NOV-25 03.21.55.982878000 AM"
"900161","1004108","3","0","SYSTEM","07-MAY-26 10.37.27.982878000 AM","SYSTEM","09-APR-26 02.22.41.982878000 PM"
"900200","1004109","3","0","SYSTEM","22-SEP-25 11.07.05.982878000 PM","SYSTEM","24-AUG-25 08.11.35.982878000 AM"
"900177","1004110","3","0","SYSTEM","24-MAY-26 07.57.17.982878000 AM","SYSTEM","06-MAY-26 03.40.21.982878000 PM"
"900166","1004111","3","0","SYSTEM","30-MAR-26 09.34.22.982878000 AM","SYSTEM","04-MAR-26 06.42.48.982878000 PM"
"900180","1004112","3","0","SYSTEM","22-OCT-25 10.20.48.982878000 PM","SYSTEM","04-OCT-25 08.54.06.982878000 PM"
"900194","1004113","3","0","SYSTEM","14-SEP-25 05.49.16.982878000 PM","SYSTEM","14-AUG-25 08.55.46.982878000 PM"
"900172","1004114","3","0","SYSTEM","19-FEB-26 03.05.08.982878000 PM","SYSTEM","24-JAN-26 05.32.01.982878000 AM"
"900179","1004115","3","0","SYSTEM","27-JAN-26 12.13.42.982878000 AM","SYSTEM","15-JAN-26 04.24.20.982878000 AM"
"900152","1004116","3","0","SYSTEM","19-SEP-25 08.35.41.983878000 PM","SYSTEM","17-SEP-25 10.45.41.983878000 PM"
