"p_sys_id","p_rsk_scrn_sk","p_rs_ty_cd","p_rs_last_date","p_rs_last_value","p_rs_source","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900192","360","R","16-MAR-14","","E","0","SYSTEM","01-FEB-26 06.49.16.045770000 AM","SYSTEM","08-JAN-26 02.41.34.045770000 AM"
"900179","361","R","04-MAY-14","","E","0","SYSTEM","02-JUN-26 09.16.01.045770000 PM","SYSTEM","15-MAY-26 11.06.01.045770000 PM"
"900163","362","R","29-JAN-14","","E","0","SYSTEM","08-FEB-26 06.52.04.045770000 AM","SYSTEM","27-JAN-26 03.13.01.045770000 AM"
"900173","363","R","22-APR-14","","E","0","SYSTEM","30-APR-26 04.42.30.045770000 PM","SYSTEM","17-APR-26 12.30.21.045770000 AM"
"900170","364","R","06-MAY-14","","E","0","SYSTEM","04-JUN-26 01.26.15.045770000 AM","SYSTEM","04-MAY-26 03.03.14.045770000 PM"
"900168","365","R","11-MAY-14","","E","0","SYSTEM","14-OCT-25 04.00.31.045770000 PM","SYSTEM","15-SEP-25 08.32.10.045770000 PM"
"900165","366","R","30-JAN-14","","E","0","SYSTEM","06-JAN-26 12.07.11.045770000 PM","SYSTEM","25-DEC-25 08.49.52.045770000 AM"
"900167","367","R","26-JUN-14","","E","0","SYSTEM","15-FEB-26 08.26.54.045770000 PM","SYSTEM","10-FEB-26 11.04.26.045770000 PM"
"900190","368","R","18-JUN-14","","E","0","SYSTEM","17-MAR-26 05.35.52.045770000 AM","SYSTEM","02-MAR-26 11.54.08.045770000 PM"
"900188","369","R","11-JUN-14","","E","0","SYSTEM","15-MAY-26 12.48.37.045770000 AM","SYSTEM","30-APR-26 05.46.24.045770000 PM"
"900185","370","R","24-JUN-14","","E","0","SYSTEM","25-JUN-26 03.07.53.046768000 AM","SYSTEM","29-MAY-26 07.01.44.046768000 AM"
"900159","371","R","04-MAR-14","","E","0","SYSTEM","04-JUL-26 04.31.02.046768000 PM","SYSTEM","09-JUN-26 11.09.50.046768000 PM"
"900195","372","R","10-APR-14","","E","0","SYSTEM","29-DEC-25 09.13.07.046768000 AM","SYSTEM","28-DEC-25 07.08.29.046768000 AM"
"900172","373","R","25-FEB-14","","E","0","SYSTEM","08-APR-26 04.14.31.046768000 AM","SYSTEM","22-MAR-26 05.22.49.046768000 PM"
