"p_grp_sys_id","p_mbr_sys_id","p_affl_sk","p_affl_beg_dt","p_affl_ty_cd","p_affl_end_dt","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900161","900187","1000129","04-AUG-19","M","11-SEP-23","7","SYSTEM","22-MAY-26 05.30.37.609527000 AM","SYSTEM","14-MAY-26 09.02.02.609527000 PM"
"900180","900190","1000130","07-JAN-19","M","16-JUN-21","7","SYSTEM","08-MAY-26 08.22.17.609527000 AM","SYSTEM","12-APR-26 04.04.23.609527000 AM"
"900196","900179","1000131","22-JUN-53","M","02-DEC-54","7","SYSTEM","30-APR-26 09.34.02.609527000 AM","SYSTEM","23-APR-26 12.36.48.609527000 AM"
"900189","900161","1000132","29-SEP-39","M","24-JUN-42","7","SYSTEM","25-APR-26 10.08.51.610469000 PM","SYSTEM","24-APR-26 11.55.44.610469000 PM"
"900158","900161","1000133","13-FEB-22","M","25-APR-25","7","SYSTEM","09-MAY-26 11.08.54.610469000 AM","SYSTEM","23-APR-26 05.00.36.610469000 AM"
"900165","900182","1000134","29-JUN-21","M","05-APR-23","7","SYSTEM","23-MAY-26 08.49.40.610469000 AM","SYSTEM","17-MAY-26 09.23.42.610469000 AM"
"900163","900186","1000135","27-NOV-11","M","04-OCT-15","7","SYSTEM","06-SEP-25 10.23.32.610469000 AM","SYSTEM","06-AUG-25 12.26.19.610469000 PM"
"900157","900165","1000136","10-MAR-16","M","28-JUL-16","7","SYSTEM","17-MAR-26 02.08.04.610469000 AM","SYSTEM","25-FEB-26 09.38.49.610469000 PM"
"900151","900152","1000137","10-NOV-39","M","02-MAY-44","7","SYSTEM","28-SEP-25 12.35.51.610469000 PM","SYSTEM","14-SEP-25 12.56.21.610469000 AM"
"900174","900190","1000138","16-DEC-08","M","04-OCT-15","7","SYSTEM","24-FEB-26 04.50.47.610469000 PM","SYSTEM","24-FEB-26 07.52.14.610469000 AM"
