"p_rpt_cms_upd_sk","p_rec_type","p_iface_prcs_dt","p_mmis_id","p_prov_nam","p_err_msg_text","l_hibernate_ver_num","g_aud_add_user_id","g_aud_add_ts"
"77","","22-SEP-25","1474542","Dr. David Alvarez, RN","Mayo Clinic Dialysis Center","0","SYSTEM","06-FEB-26 02.21.21.092281000 AM"
"78","","22-SEP-25","1474543","Dr. Steven Bass, PA","Kaiser Medical Center","0","SYSTEM","22-MAY-26 01.23.25.092675000 PM"
"79","","22-SEP-25","1474544","Dr. David Taylor, PA","St. Jude Medical Center","0","SYSTEM","19-OCT-25 12.42.03.092675000 AM"
"80","","22-SEP-25","1474545","Dr. Don Edwards, DO","Centura Physicians Group","0","SYSTEM","23-JUL-25 11.38.06.092675000 PM"
"81","","22-SEP-25","1474546","Dr. Amy Hansen, PA","Trinity Specialty Clinic","0","SYSTEM","10-MAR-26 08.16.06.092675000 AM"
"82","","22-SEP-25","1474547","Dr. Daisy Chen, DO","Centura Dialysis Center","0","SYSTEM","14-MAY-26 08.36.45.092675000 PM"
"83","","22-SEP-25","1474548","Dr. Steven Mason, NP","Mayo Clinic Health System","0","SYSTEM","24-FEB-26 09.34.27.092675000 AM"
"84","","22-SEP-25","1474549","Dr. Thomas Palmer, PA","Valley Care Physicians Group","0","SYSTEM","09-JUL-26 05.25.19.093744000 PM"
"85","","22-SEP-25","1474550","Dr. Cody Rodriguez, DO","Trinity Dialysis Center","0","SYSTEM","05-MAY-26 02.55.49.093744000 PM"
"86","","22-SEP-25","1474551","Dr. Alexander Delacruz, NP","Trinity Medical Center","0","SYSTEM","03-AUG-25 07.40.53.093744000 AM"
"87","","22-SEP-25","1474552","Dr. Sara Olson, PA","Valley Care Hospital","0","SYSTEM","24-APR-26 10.49.05.093744000 PM"
"88","","22-SEP-25","1474553","Dr. Dwayne Taylor, DO","Kaiser Specialty Clinic","0","SYSTEM","18-MAY-26 03.13.05.093744000 AM"
"89","","22-SEP-25","1474554","Dr. Eric Gordon, DO","Valley Care Specialty Clinic","0","SYSTEM","17-JUN-26 02.14.02.094762000 PM"
"90","","22-SEP-25","1474555","Dr. Joseph Jimenez, NP","Mayo Clinic Hospital","0","SYSTEM","09-MAY-26 01.04.56.094762000 PM"
"91","","22-SEP-25","1474556","Dr. Kenneth Bullock, NP","Sanford Specialty Clinic","0","SYSTEM","16-MAR-26 11.02.20.094762000 PM"
"92","","22-SEP-25","1474557","Dr. Kimberly Wright, MD","Midwest Lab Services","0","SYSTEM","19-JUN-26 05.47.03.094762000 PM"
"93","","22-SEP-25","1474558","Dr. Cynthia Charles, NP","Midwest Physicians Group","0","SYSTEM","11-MAY-26 04.00.12.094762000 PM"
"94","","22-SEP-25","1474559","Dr. Cory Osborne, PA","St. Jude Physicians Group","0","SYSTEM","10-JAN-26 05.52.08.094762000 PM"
"95","","22-SEP-25","1474560","Dr. Douglas Terry, NP","Trinity Health System","0","SYSTEM","19-SEP-25 12.11.42.095732000 AM"
"96","","22-SEP-25","1474561","Dr. James Herman, DPM","Mayo Clinic Specialty Clinic","0","SYSTEM","23-SEP-25 12.36.30.095732000 PM"
"97","","22-SEP-25","1474562","Dr. Wendy Hansen, RN","Centura Specialty Clinic","0","SYSTEM","04-APR-26 11.59.38.095732000 PM"
"98","","22-SEP-25","1474563","Dr. Kevin Ortiz, PA","Kaiser Physicians Group","0","SYSTEM","24-MAY-26 04.56.19.096723000 PM"
"99","","22-SEP-25","1474564","Dr. Deborah Serrano, MD","Midwest Hospital","0","SYSTEM","14-APR-26 04.10.12.096723000 AM"
"100","","22-SEP-25","1474565","Dr. Diana Deleon, MD","Methodist Dialysis Center","0","SYSTEM","13-OCT-25 09.10.35.096723000 AM"
"101","","22-SEP-25","1474566","Dr. Rebecca Black, DO","Sanford Dialysis Center","0","SYSTEM","03-APR-26 05.25.47.097744000 PM"
"102","","22-SEP-25","1474567","Dr. John Friedman, DO","Mercy Health System","0","SYSTEM","15-FEB-26 08.07.02.097744000 AM"
"103","","22-SEP-25","1474568","Dr. Emma Wong, MD","Valley Care Health System","0","SYSTEM","11-OCT-25 08.01.53.097744000 AM"
"104","","22-SEP-25","1474569","Dr. Nathan Aguilar, RN","Sanford Physicians Group","0","SYSTEM","23-FEB-26 05.13.19.098752000 PM"
"105","","22-SEP-25","1474570","Dr. Devon Miller, PA","Sanford Hospital","0","SYSTEM","07-MAY-26 02.06.48.098752000 PM"
"106","","22-SEP-25","1474571","Dr. Jeffrey Coleman, MD","Centura Hospital","0","SYSTEM","12-JUL-26 12.19.29.098752000 PM"
"107","","22-SEP-25","1474572","Dr. Michael Smith, MD","Methodist Hospital","0","SYSTEM","11-JUL-26 08.45.12.098752000 PM"
"108","","22-SEP-25","1474573","Dr. Duane Thompson, PA","Mercy Dialysis Center","0","SYSTEM","17-APR-26 01.01.04.099751000 PM"
"109","","22-SEP-25","1474574","Dr. Tiffany Ruiz, NP","Kaiser Hospital","0","SYSTEM","07-JUL-26 04.08.59.099751000 AM"
"110","","22-SEP-25","1474575","Dr. Ryan Todd, DO","Kaiser Lab Services","0","SYSTEM","16-DEC-25 11.27.19.099751000 AM"
"111","","22-SEP-25","1474576","Dr. Tammy Jones, DO","Methodist Specialty Clinic","0","SYSTEM","14-DEC-25 06.07.34.100759000 PM"
