"p_sys_id","p_prov_agmt_read_ind","p_pccm_agmt_read_ind","p_req_clm_subm_eff_dt","p_qsp_last_grade_completed_cd","l_hibernate_ver_num","g_aud_add_ts","g_aud_add_user_id","g_aud_ts","g_aud_user_id","p_340b_ind","p_1099_ind","p_svc_area_dstnc_cd","p_pub_prov_ind","p_tp_agmt_read_ind","p_website","p_accept_new","p_telehealth","p_other_accom"
"900183","N","N","","","4","10-MAY-26 08.11.32.798001000 AM","SYSTEM","03-JUN-26 03.51.30.798001000 PM","SYSTEM","N","Y","","N","N","","","",""
"900198","N","N","","","1","30-MAY-26 07.22.46.799000000 AM","SYSTEM","25-JUN-26 04.45.08.799000000 PM","SYSTEM","N","Y","","N","N","","","",""
"900187","N","N","","","1","13-FEB-26 10.28.19.800008000 PM","SYSTEM","18-FEB-26 10.53.38.800008000 AM","SYSTEM","N","Y","","N","N","","","",""
"900155","N","N","","","5","02-JUN-26 08.21.37.801008000 AM","SYSTEM","10-JUN-26 06.44.41.801008000 AM","SYSTEM","N","Y","","N","N","","","",""
"900161","N","N","","","5","15-JUL-26 06.38.44.802007000 PM","SYSTEM","18-JUL-26 06.12.57.802007000 PM","SYSTEM","N","Y","","N","N","","","",""
"900180","N","N","","","4","20-APR-26 08.10.00.803249000 PM","SYSTEM","24-APR-26 10.25.22.803249000 AM","SYSTEM","N","Y","","N","N","","","",""
"900184","N","N","","","0","13-JAN-26 02.27.42.804259000 AM","SYSTEM","20-JAN-26 06.07.07.804259000 AM","SYSTEM","N","Y","","N","N","","","",""
"900152","N","N","","","1","18-JUL-26 05.07.44.805261000 PM","SYSTEM","22-JUL-26 08.17.54.805261000 PM","SYSTEM","N","Y","","N","N","","","",""
"900174","N","N","","","1","24-DEC-25 02.02.24.806315000 PM","SYSTEM","09-JAN-26 12.01.50.806315000 PM","SYSTEM","N","Y","","N","N","","","",""
"900190","N","N","","","5","22-SEP-25 05.38.31.806315000 PM","SYSTEM","14-OCT-25 03.25.57.806315000 PM","SYSTEM","N","Y","","N","N","","","",""
"900195","N","N","","","5","30-APR-26 11.09.25.807315000 PM","SYSTEM","03-MAY-26 06.32.42.807315000 PM","SYSTEM","N","Y","","N","N","","","",""
"900194","N","N","","","2","11-DEC-25 07.49.42.808313000 AM","SYSTEM","27-DEC-25 05.03.57.808313000 AM","SYSTEM","N","Y","","N","N","","","",""
