"p_sys_id","g_cnty_cd","p_scrn_locn_cd","l_hibernate_ver_num","g_aud_add_ts","g_aud_add_user_id","g_aud_ts","g_aud_user_id"
"900186","09212","S","0","09-DEC-25 04.13.41.808973000 AM","SYSTEM","01-JAN-26 08.51.50.808973000 PM","SYSTEM"
"900165","61067","Q","0","16-DEC-25 11.50.14.810016000 PM","SYSTEM","21-DEC-25 05.52.03.810016000 AM","SYSTEM"
"900170","06725","Q","0","26-MAY-26 08.53.07.810970000 PM","SYSTEM","03-JUN-26 10.19.58.810970000 PM","SYSTEM"
"900171","74990","S","0","30-MAY-26 09.14.44.812031000 AM","SYSTEM","07-JUN-26 06.33.54.812031000 AM","SYSTEM"
"900168","69321","Q","0","03-NOV-25 10.35.38.812455000 AM","SYSTEM","18-NOV-25 09.56.50.812455000 AM","SYSTEM"
"900181","22030","S","0","14-DEC-25 11.34.44.813493000 PM","SYSTEM","23-DEC-25 08.47.27.813493000 AM","SYSTEM"
"900189","46900","S","0","15-MAR-26 09.16.43.814458000 AM","SYSTEM","21-MAR-26 02.54.45.814458000 PM","SYSTEM"
"900177","27181","S","0","18-SEP-25 10.23.18.814458000 AM","SYSTEM","01-OCT-25 05.33.29.814458000 PM","SYSTEM"
"900152","98859","S","0","17-MAY-26 12.32.58.815496000 PM","SYSTEM","30-MAY-26 10.45.56.815496000 PM","SYSTEM"
"900179","38660","S","0","19-AUG-25 09.42.29.816502000 PM","SYSTEM","28-AUG-25 01.30.44.816502000 AM","SYSTEM"
"900196","26087","S","0","08-DEC-25 04.06.02.816502000 AM","SYSTEM","15-DEC-25 05.05.59.816502000 AM","SYSTEM"
"900154","34499","S","0","18-APR-26 09.25.19.817502000 AM","SYSTEM","30-APR-26 12.51.57.817502000 AM","SYSTEM"
"900182","85640","S","0","18-JUL-26 07.16.56.818508000 PM","SYSTEM","22-JUL-26 04.41.54.818508000 PM","SYSTEM"
"900178","32223","S","0","19-DEC-25 03.27.18.819501000 PM","SYSTEM","27-DEC-25 04.46.11.819501000 PM","SYSTEM"
"900198","83843","S","0","17-NOV-25 07.18.22.820501000 AM","SYSTEM","06-DEC-25 08.46.41.820501000 PM","SYSTEM"
"900164","96403","S","0","18-SEP-25 07.02.49.820501000 PM","SYSTEM","30-SEP-25 04.05.47.820501000 AM","SYSTEM"
"900159","00152","S","0","01-NOV-25 09.01.31.821502000 AM","SYSTEM","12-NOV-25 10.42.25.821502000 AM","SYSTEM"
"900184","66596","Q","0","11-JAN-26 01.54.02.822493000 AM","SYSTEM","20-JAN-26 08.26.27.822493000 PM","SYSTEM"
"900180","70545","S","0","11-OCT-25 12.50.13.823040000 AM","SYSTEM","26-OCT-25 05.36.19.823040000 PM","SYSTEM"
"900167","39746","S","0","18-MAY-26 09.50.07.824089000 AM","SYSTEM","02-JUN-26 04.08.08.824089000 PM","SYSTEM"
"900166","74784","Q","0","07-JUL-26 10.17.36.824701000 AM","SYSTEM","19-JUL-26 04.51.01.824701000 PM","SYSTEM"
"900174","59848","S","0","03-NOV-25 04.23.06.824701000 PM","SYSTEM","15-NOV-25 02.42.51.824701000 PM","SYSTEM"
"900188","91037","S","0","25-SEP-25 11.05.30.825759000 AM","SYSTEM","24-OCT-25 01.36.08.825759000 AM","SYSTEM"
"900156","87884","S","0","24-OCT-25 01.24.50.826765000 AM","SYSTEM","27-OCT-25 07.27.47.826765000 PM","SYSTEM"
"900151","41676","Q","0","09-FEB-26 09.58.35.827710000 PM","SYSTEM","23-FEB-26 08.15.48.827710000 AM","SYSTEM"
"900169","60437","S","0","06-SEP-25 11.09.21.828725000 AM","SYSTEM","29-SEP-25 06.04.56.828725000 PM","SYSTEM"
"900162","07182","S","0","28-FEB-26 03.21.40.828725000 AM","SYSTEM","28-MAR-26 04.57.59.828725000 PM","SYSTEM"
"900190","37910","S","0","04-JAN-26 07.12.35.829747000 AM","SYSTEM","04-FEB-26 01.30.06.829747000 AM","SYSTEM"
"900183","54291","Q","0","19-OCT-25 06.10.37.830904000 PM","SYSTEM","14-NOV-25 09.01.43.830904000 PM","SYSTEM"
"900172","59800","Q","0","03-JAN-26 11.37.43.830904000 PM","SYSTEM","17-JAN-26 03.08.32.830904000 AM","SYSTEM"
"900193","27819","Q","0","06-MAR-26 10.15.27.831904000 PM","SYSTEM","27-MAR-26 12.35.59.831904000 PM","SYSTEM"
"900200","24679","S","0","20-SEP-25 08.26.11.833144000 PM","SYSTEM","04-OCT-25 10.18.17.833144000 PM","SYSTEM"
