"p_clia_num","p_clia_lab_cd","p_clia_cert_beg_dt","p_clia_cert_end_dt","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"06D2016493","310","19-JAN-94","24-JAN-96","0","SYSTEM","26-DEC-25 05.52.58.825367000 AM","SYSTEM","07-DEC-25 04.27.30.825367000 PM"
"64D1405524","320","19-JAN-94","03-APR-94","0","SYSTEM","09-NOV-25 05.48.55.825367000 PM","SYSTEM","27-OCT-25 10.51.40.825367000 PM"
"29D2533634","310","19-JAN-94","14-SEP-94","0","SYSTEM","05-JUN-26 06.46.17.825367000 AM","SYSTEM","20-MAY-26 03.35.15.825367000 PM"
"82D7258176","310","19-JAN-94","21-JAN-98","0","SYSTEM","03-DEC-25 03.27.13.826366000 AM","SYSTEM","12-NOV-25 02.25.15.826366000 PM"
"21D7116767","310","19-JAN-94","20-APR-96","0","SYSTEM","26-NOV-25 10.27.02.826366000 PM","SYSTEM","26-NOV-25 06.22.24.826366000 AM"
"13D0742225","320","19-JAN-94","12-SEP-96","0","SYSTEM","05-APR-26 08.45.15.827377000 AM","SYSTEM","27-MAR-26 12.45.54.827377000 AM"
"24D9581989","320","19-JAN-94","24-FEB-95","0","SYSTEM","02-MAR-26 01.58.08.827377000 AM","SYSTEM","16-FEB-26 06.55.28.827377000 AM"
"39D0986067","310","19-JAN-94","07-APR-95","0","SYSTEM","27-AUG-25 02.40.29.828350000 PM","SYSTEM","29-JUL-25 09.23.00.828350000 AM"
"89D0573781","320","19-JAN-94","18-OCT-97","0","SYSTEM","04-AUG-25 08.58.02.829014000 AM","SYSTEM","29-JUL-25 02.09.05.829014000 AM"
"65D1576431","310","19-JAN-94","05-OCT-96","0","SYSTEM","27-OCT-25 09.30.19.829563000 PM","SYSTEM","28-SEP-25 04.40.44.829563000 PM"
"84D7899976","320","19-JAN-94","14-NOV-98","0","SYSTEM","20-DEC-25 09.40.13.830119000 AM","SYSTEM","05-DEC-25 05.51.31.830119000 AM"
"37D2660491","310","19-JAN-94","30-MAY-97","0","SYSTEM","11-APR-26 07.03.17.830119000 AM","SYSTEM","13-MAR-26 05.45.05.830119000 PM"
"98D5869893","310","19-JAN-94","22-JUL-97","0","SYSTEM","09-MAY-26 01.07.34.831167000 PM","SYSTEM","24-APR-26 11.31.25.831167000 AM"
"61D2026989","320","19-JAN-94","20-MAY-98","0","SYSTEM","01-JAN-26 12.52.16.831167000 AM","SYSTEM","18-DEC-25 03.11.35.831167000 PM"
"31D4929648","320","19-JAN-94","22-AUG-98","0","SYSTEM","05-NOV-25 06.36.25.832172000 AM","SYSTEM","08-OCT-25 05.56.56.832172000 AM"
"56D4551737","310","19-JAN-94","28-JUN-95","0","SYSTEM","13-DEC-25 09.30.21.832172000 AM","SYSTEM","13-NOV-25 06.51.54.832172000 AM"
"39D6370372","310","19-JAN-94","09-OCT-98","0","SYSTEM","29-NOV-25 09.12.08.832172000 PM","SYSTEM","28-NOV-25 08.00.58.832172000 AM"
