"p_sys_id","p_ofc_hrs_sk","p_day_of_wk_cd","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts","p_ofc_close_tm_text","p_ofc_open_tm_text"
"900174","6607","1","12","SYSTEM","02-JAN-26 02.24.40.699866000 PM","SYSTEM","10-DEC-25 06.25.48.699866000 PM","Centura Sp","Kaiser Med"
"900162","6608","2","12","SYSTEM","12-NOV-25 09.59.29.699866000 PM","SYSTEM","17-OCT-25 09.44.45.699866000 AM","St. Jude S","Midwest Ph"
"900190","6609","1","12","SYSTEM","09-AUG-26 05.29.05.700893000 PM","SYSTEM","14-JUL-26 12.36.09.700893000 AM","Centura Me","Sanford Me"
"900177","6610","2","12","SYSTEM","08-JUL-26 11.50.36.700893000 PM","SYSTEM","09-JUN-26 04.25.53.700893000 PM","Midwest Ph","Kaiser Phy"
"900157","6611","1","12","SYSTEM","12-JUN-26 01.08.59.700893000 PM","SYSTEM","18-MAY-26 03.08.27.700893000 AM","Trinity Sp","Centura Sp"
"900189","6612","2","12","SYSTEM","22-JAN-26 03.26.35.701881000 PM","SYSTEM","19-JAN-26 10.33.21.701881000 AM","Midwest Sp","Centura La"
"900178","6613","2","12","SYSTEM","09-APR-26 07.39.44.701881000 PM","SYSTEM","17-MAR-26 06.59.43.701881000 PM","Trinity Di","Centura Di"
"900165","6614","1","12","SYSTEM","25-JAN-26 08.40.43.701881000 PM","SYSTEM","29-DEC-25 11.49.06.701881000 AM","Centura La","Trinity Ho"
"900186","6615","1","12","SYSTEM","27-JUL-25 07.35.51.701881000 AM","SYSTEM","22-JUL-25 12.15.51.701881000 PM","Centura Ph","Centura He"
"900179","6616","2","12","SYSTEM","06-JUL-26 07.57.30.703246000 AM","SYSTEM","22-JUN-26 01.03.05.703246000 AM","Trinity He","Trinity Di"
"900173","6617","2","12","SYSTEM","01-JUL-26 07.48.48.703246000 AM","SYSTEM","19-JUN-26 10.52.02.703246000 AM","Trinity Ph","Trinity Ph"
"900152","6618","2","12","SYSTEM","07-JUN-26 05.07.53.703246000 AM","SYSTEM","15-MAY-26 03.59.28.703246000 PM","St. Jude L","Mercy Medi"
"900170","6619","1","12","SYSTEM","25-OCT-25 08.18.00.704245000 AM","SYSTEM","17-OCT-25 09.00.35.704245000 PM","Kaiser Spe","Centura Me"
"900180","6620","2","12","SYSTEM","27-OCT-25 07.25.44.704245000 PM","SYSTEM","10-OCT-25 12.01.44.704245000 AM","Mercy Dial","Trinity He"
"900200","6621","2","12","SYSTEM","07-APR-26 04.28.52.704245000 PM","SYSTEM","20-MAR-26 10.51.42.704245000 AM","St. Jude M","Sanford Di"
"900158","6622","2","12","SYSTEM","03-MAR-26 07.00.34.705250000 AM","SYSTEM","19-FEB-26 06.49.24.705250000 PM","St. Jude P","Trinity La"
"900166","6623","1","12","SYSTEM","29-OCT-25 05.53.44.705250000 AM","SYSTEM","24-OCT-25 08.05.54.705250000 PM","Kaiser Hos","St. Jude D"
"900171","6624","2","12","SYSTEM","01-DEC-25 12.44.21.706263000 AM","SYSTEM","18-NOV-25 06.54.26.706263000 AM","Centura Ho","Sanford Ho"
"900153","6625","1","12","SYSTEM","18-APR-26 02.09.16.706263000 AM","SYSTEM","15-APR-26 05.07.31.706263000 PM","Midwest Me","Mercy Hosp"
"900151","6626","2","12","SYSTEM","07-DEC-25 06.06.58.706263000 PM","SYSTEM","06-DEC-25 07.08.55.706263000 AM","Sanford Di","St. Jude P"
"900194","6627","1","12","SYSTEM","04-FEB-26 12.43.23.707240000 PM","SYSTEM","19-JAN-26 06.27.58.707240000 AM","Mercy Spec","Centura Ho"
"900196","6628","2","12","SYSTEM","19-OCT-25 04.18.03.707240000 AM","SYSTEM","22-SEP-25 08.11.50.707240000 AM","St. Jude H","Midwest Sp"
"900160","6629","2","12","SYSTEM","23-AUG-25 04.52.45.707240000 AM","SYSTEM","03-AUG-25 02.56.11.707240000 AM","Midwest Di","Mercy Dial"
"900155","6630","2","12","SYSTEM","22-MAY-26 03.53.49.708239000 AM","SYSTEM","07-MAY-26 07.19.08.708239000 PM","Kaiser Phy","Midwest Ho"
"900181","6631","2","12","SYSTEM","14-JUL-26 11.29.24.708239000 PM","SYSTEM","01-JUL-26 07.35.17.708239000 PM","Centura He","Kaiser Spe"
"900156","6632","1","12","SYSTEM","13-OCT-25 06.43.13.709248000 PM","SYSTEM","11-OCT-25 02.20.25.709248000 PM","Kaiser Dia","Sanford Sp"
"900161","6633","2","12","SYSTEM","30-JAN-26 04.06.35.709248000 PM","SYSTEM","21-JAN-26 11.37.55.709248000 PM","Mercy Lab ","Kaiser Hos"
"900191","6634","1","12","SYSTEM","09-MAR-26 03.05.08.709248000 AM","SYSTEM","17-FEB-26 10.39.32.709248000 PM","Trinity Ho","Sanford He"
"900168","6635","1","12","SYSTEM","16-JUL-26 11.38.33.710247000 PM","SYSTEM","13-JUL-26 03.48.29.710247000 PM","Mercy Hosp","Kaiser Dia"
"900183","6636","2","12","SYSTEM","26-JUN-26 04.13.45.710247000 PM","SYSTEM","06-JUN-26 12.03.35.710247000 PM","Centura Di","Sanford La"
"900172","6637","2","12","SYSTEM","05-MAR-26 01.43.56.711182000 PM","SYSTEM","03-MAR-26 06.38.24.711182000 PM","Sanford Ph","Kaiser Lab"
"900175","6638","1","12","SYSTEM","16-DEC-25 03.12.35.711182000 PM","SYSTEM","16-NOV-25 09.49.58.711182000 PM","Sanford He","Mercy Spec"
"900192","6639","1","12","SYSTEM","20-APR-26 03.37.01.712230000 PM","SYSTEM","19-APR-26 10.57.26.712230000 PM","Midwest Ho","Kaiser Hea"
"900164","6640","2","12","SYSTEM","25-AUG-25 05.05.26.712555000 PM","SYSTEM","06-AUG-25 11.26.23.712555000 PM","Kaiser Med","Trinity Me"
