"p_sys_id","p_endrsmnt_cd","p_endrsmnt_nam","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900153","E","Methodist Health System","0","SYSTEM","24-MAY-26 10.21.34.218862000 AM","SYSTEM","14-MAY-26 04.35.13.218862000 PM"
"900190","E","Kaiser Dialysis Center","0","SYSTEM","22-DEC-25 12.11.07.219863000 PM","SYSTEM","06-DEC-25 06.05.00.219863000 PM"
"900178","I","Mayo Clinic Health System","0","SYSTEM","04-JAN-26 05.01.44.219863000 PM","SYSTEM","22-DEC-25 06.14.46.219863000 PM"
"900183","E","Methodist Specialty Clinic","0","SYSTEM","15-JUN-26 09.19.12.221417000 AM","SYSTEM","18-MAY-26 09.54.45.221417000 AM"
"900195","I","Kaiser Specialty Clinic","0","SYSTEM","14-DEC-25 06.51.49.222481000 PM","SYSTEM","16-NOV-25 03.30.33.222481000 AM"
"900166","I","Kaiser Health System","0","SYSTEM","05-MAR-26 03.13.45.222481000 PM","SYSTEM","22-FEB-26 09.59.55.222481000 PM"
"900197","E","Midwest Hospital","0","SYSTEM","29-SEP-25 08.03.39.223811000 AM","SYSTEM","05-SEP-25 05.31.26.223811000 PM"
"900180","E","Midwest Physicians Group","0","SYSTEM","10-OCT-25 10.30.05.223811000 PM","SYSTEM","16-SEP-25 11.15.59.223811000 AM"
"900177","I","Trinity Hospital","0","SYSTEM","28-DEC-25 07.27.38.224820000 PM","SYSTEM","11-DEC-25 05.13.22.224820000 PM"
"900200","E","Kaiser Medical Center","0","SYSTEM","27-DEC-25 09.03.12.225820000 PM","SYSTEM","09-DEC-25 12.18.31.225820000 PM"
"900160","E","Trinity Dialysis Center","0","SYSTEM","18-DEC-25 08.52.03.225820000 AM","SYSTEM","25-NOV-25 08.30.35.225820000 AM"
"900158","I","Methodist Hospital","0","SYSTEM","28-DEC-25 05.19.18.226820000 PM","SYSTEM","09-DEC-25 12.42.51.226820000 PM"
"900188","I","St. Jude Physicians Group","0","SYSTEM","16-JAN-26 04.06.35.227819000 PM","SYSTEM","07-JAN-26 11.04.17.227819000 PM"
"900179","E","St. Jude Health System","0","SYSTEM","27-MAY-26 06.40.15.228776000 PM","SYSTEM","04-MAY-26 10.25.24.228776000 PM"
"900194","I","Valley Care Physicians Group","0","SYSTEM","27-MAY-26 12.19.20.228776000 PM","SYSTEM","02-MAY-26 07.36.09.228776000 AM"
"900198","I","Kaiser Physicians Group","0","SYSTEM","11-OCT-25 06.38.31.230281000 AM","SYSTEM","17-SEP-25 04.12.06.230281000 PM"
"900174","I","Sanford Lab Services","0","SYSTEM","24-JUL-25 09.17.44.230281000 PM","SYSTEM","20-JUL-25 04.06.45.230281000 PM"
"900175","I","Kaiser Lab Services","0","SYSTEM","15-APR-26 01.40.24.232590000 PM","SYSTEM","22-MAR-26 09.59.35.232590000 PM"
"900161","E","Valley Care Dialysis Center","0","SYSTEM","22-AUG-25 02.08.50.233637000 PM","SYSTEM","04-AUG-25 08.44.29.233637000 PM"
"900164","I","Trinity Health System","0","SYSTEM","26-OCT-25 07.22.34.235647000 PM","SYSTEM","12-OCT-25 07.39.27.235647000 AM"
"900157","E","Sanford Specialty Clinic","0","SYSTEM","24-SEP-25 11.45.28.236652000 AM","SYSTEM","09-SEP-25 11.07.35.236652000 AM"
"900181","E","Mayo Clinic Medical Center","0","SYSTEM","02-JAN-26 12.23.31.238653000 AM","SYSTEM","13-DEC-25 09.00.25.238653000 PM"
"900159","I","Sanford Dialysis Center","0","SYSTEM","29-JUN-26 11.45.45.239644000 AM","SYSTEM","13-JUN-26 12.17.22.239644000 PM"
"900171","E","Valley Care Hospital","0","SYSTEM","11-JAN-26 07.15.54.241644000 PM","SYSTEM","26-DEC-25 03.06.15.241644000 AM"
"900193","E","St. Jude Specialty Clinic","0","SYSTEM","04-SEP-25 09.28.25.242644000 PM","SYSTEM","07-AUG-25 12.01.25.242644000 AM"
"900156","I","Trinity Medical Center","0","SYSTEM","26-JUL-26 01.43.06.243973000 AM","SYSTEM","30-JUN-26 12.30.46.243973000 AM"
"900196","E","Mayo Clinic Lab Services","0","SYSTEM","29-APR-26 12.29.48.245978000 AM","SYSTEM","15-APR-26 11.32.50.245978000 AM"
"900167","E","Centura Lab Services","0","SYSTEM","12-MAY-26 08.06.33.246974000 PM","SYSTEM","12-APR-26 05.37.24.246974000 PM"
"900185","E","Centura Specialty Clinic","0","SYSTEM","23-APR-26 02.28.52.248941000 AM","SYSTEM","10-APR-26 02.24.22.248941000 AM"
"900151","E","Centura Health System","0","SYSTEM","10-AUG-25 11.59.39.249944000 AM","SYSTEM","04-AUG-25 03.38.06.249944000 AM"
