"p_sys_id","p_enrol_stat_sk","p_enrol_stat_beg_dt","p_enrol_stat_end_dt","p_enrol_stat_ty_cd","p_enrol_stat_rsn_cd","p_rtrctv_elig_ind","l_hibernate_ver_num","g_aud_user_id","g_aud_ts","g_aud_add_user_id","g_aud_add_ts"
"900156","1000162","04-SEP-71","29-NOV-72","A","45","N","0","SYSTEM","14-MAR-26 05.56.16.024616000 PM","SYSTEM","15-FEB-26 07.06.55.024616000 PM"
"900162","1000163","05-JUN-58","10-SEP-61","A","51","N","0","SYSTEM","25-OCT-25 01.36.30.024616000 AM","SYSTEM","20-OCT-25 06.29.38.024616000 AM"
"900163","1000164","30-MAY-41","10-AUG-45","A","51","N","1","SYSTEM","22-NOV-25 02.40.09.025617000 PM","SYSTEM","28-OCT-25 10.43.40.025617000 AM"
"900171","1000165","28-MAY-12","09-AUG-16","A","51","N","1","SYSTEM","24-APR-26 12.46.09.026617000 AM","SYSTEM","04-APR-26 12.27.17.026617000 PM"
"900160","1000166","25-JUL-73","17-MAY-75","A","51","N","0","SYSTEM","20-SEP-25 11.42.55.027625000 AM","SYSTEM","31-AUG-25 11.54.34.027625000 PM"
"900157","1000167","14-JUL-11","06-FEB-16","A","45","N","0","SYSTEM","23-OCT-25 05.45.22.027625000 AM","SYSTEM","22-OCT-25 08.06.16.027625000 PM"
"900161","1000168","24-AUG-23","12-NOV-24","A","45","N","0","SYSTEM","26-MAR-26 10.01.12.028580000 AM","SYSTEM","19-MAR-26 05.43.19.028580000 PM"
"900180","1000169","04-JUL-40","19-AUG-43","A","45","N","0","SYSTEM","14-JUL-26 03.34.53.029647000 PM","SYSTEM","10-JUL-26 04.58.19.029647000 AM"
"900167","1000170","09-OCT-69","16-MAY-70","A","51","N","0","SYSTEM","07-MAY-26 01.41.42.029647000 AM","SYSTEM","16-APR-26 02.42.14.029647000 AM"
"900172","1000171","08-NOV-85","19-JAN-89","A","51","N","0","SYSTEM","13-MAY-26 03.51.04.031190000 AM","SYSTEM","23-APR-26 10.02.54.031190000 AM"
"900173","1000172","23-OCT-53","20-DEC-53","A","45","N","0","SYSTEM","20-DEC-25 10.26.37.031845000 PM","SYSTEM","07-DEC-25 11.29.56.031845000 AM"
"900166","1000173","25-AUG-95","07-NOV-95","A","51","N","1","SYSTEM","20-MAR-26 06.41.42.033100000 AM","SYSTEM","23-FEB-26 06.29.05.033100000 AM"
"900193","1000174","24-DEC-74","14-MAR-76","A","51","N","0","SYSTEM","26-OCT-25 07.00.28.033100000 PM","SYSTEM","16-OCT-25 05.45.57.033100000 PM"
"900178","1000175","25-FEB-10","12-NOV-13","A","51","N","0","SYSTEM","22-MAR-26 06.29.58.034104000 PM","SYSTEM","01-MAR-26 01.51.59.034104000 AM"
"900183","1000176","07-DEC-15","09-AUG-17","A","51","N","0","SYSTEM","24-JAN-26 05.10.11.035105000 AM","SYSTEM","04-JAN-26 03.36.45.035105000 AM"
"900184","1000177","07-NOV-67","28-OCT-70","A","51","N","1","SYSTEM","17-NOV-25 10.56.44.036111000 AM","SYSTEM","08-NOV-25 11.34.16.036111000 PM"
"900154","1000178","07-AUG-28","25-NOV-30","A","51","N","0","SYSTEM","11-JUL-26 06.39.36.036111000 AM","SYSTEM","06-JUL-26 10.24.39.036111000 AM"
"900176","1000179","01-SEP-96","28-FEB-01","A","45","N","1","SYSTEM","14-JUL-26 03.40.17.037108000 AM","SYSTEM","24-JUN-26 02.23.46.037108000 PM"
"900194","1000180","27-MAR-34","18-FEB-38","A","45","N","1","SYSTEM","24-FEB-26 07.42.18.038112000 PM","SYSTEM","11-FEB-26 05.26.24.038112000 AM"
"900199","1000181","27-JAN-90","26-JUL-91","A","45","N","1","SYSTEM","15-JUL-26 04.58.17.039114000 PM","SYSTEM","09-JUL-26 07.43.53.039114000 AM"
"900155","1000182","08-AUG-60","08-OCT-60","A","45","N","0","SYSTEM","25-OCT-25 07.12.22.039114000 AM","SYSTEM","08-OCT-25 06.10.46.039114000 PM"
"900196","1000183","21-JUL-65","31-JAN-68","A","51","N","1","SYSTEM","19-MAR-26 03.22.57.040112000 PM","SYSTEM","09-MAR-26 12.41.33.040112000 AM"
"900195","1000184","04-FEB-30","29-APR-30","A","45","N","0","SYSTEM","26-JUN-26 08.31.19.041103000 AM","SYSTEM","26-JUN-26 07.06.06.041103000 AM"
"900192","1000185","03-DEC-08","17-MAY-11","A","51","N","1","SYSTEM","26-JAN-26 04.47.02.042114000 AM","SYSTEM","08-JAN-26 11.52.48.042114000 PM"
"900151","1000186","20-JUN-68","09-JUL-69","A","51","N","1","SYSTEM","04-MAR-26 08.48.28.042114000 PM","SYSTEM","22-FEB-26 02.18.34.042114000 PM"
"900175","1000187","16-MAY-81","19-AUG-84","A","45","N","0","SYSTEM","11-JUL-26 04.19.16.043362000 PM","SYSTEM","03-JUL-26 01.26.33.043362000 AM"
"900177","1000188","01-NOV-34","23-SEP-35","A","51","N","1","SYSTEM","11-APR-26 11.31.30.044361000 AM","SYSTEM","14-MAR-26 06.38.35.044361000 PM"
"900186","1000189","13-FEB-26","13-APR-28","A","45","N","1","SYSTEM","02-AUG-26 06.47.49.044361000 AM","SYSTEM","17-JUL-26 09.30.21.044361000 PM"
"900188","1000190","22-APR-89","05-SEP-92","A","45","N","0","SYSTEM","20-OCT-25 10.31.44.046306000 PM","SYSTEM","20-OCT-25 10.02.41.046306000 PM"
"900174","1000191","27-JUN-61","28-JUN-64","A","51","N","0","SYSTEM","16-DEC-25 05.05.41.046306000 AM","SYSTEM","27-NOV-25 03.27.17.046306000 PM"
"900164","1000192","10-MAR-24","19-NOV-24","A","45","N","1","SYSTEM","19-NOV-25 07.18.37.047302000 AM","SYSTEM","31-OCT-25 05.11.07.047302000 PM"
"900169","1000193","12-MAY-19","23-SEP-21","A","51","N","1","SYSTEM","08-FEB-26 04.22.37.048302000 PM","SYSTEM","09-JAN-26 07.43.32.048302000 AM"
"900187","1000194","30-AUG-50","20-FEB-52","A","45","N","1","SYSTEM","08-AUG-25 03.24.28.049300000 AM","SYSTEM","31-JUL-25 12.44.18.049300000 PM"
"900159","1000195","23-SEP-92","29-AUG-96","A","51","N","0","SYSTEM","28-JUL-26 04.18.47.050300000 PM","SYSTEM","19-JUL-26 05.37.08.050300000 PM"
"900152","1000196","09-JUN-18","17-JUL-19","A","45","N","1","SYSTEM","23-NOV-25 10.27.57.050300000 PM","SYSTEM","04-NOV-25 01.18.09.050300000 PM"
"900153","1000197","13-JUN-53","11-DEC-57","A","51","N","0","SYSTEM","26-AUG-25 03.48.13.051300000 PM","SYSTEM","23-AUG-25 01.57.11.051300000 AM"
"900190","1000198","31-JAN-37","10-APR-38","A","45","N","1","SYSTEM","06-JAN-26 03.30.37.052590000 PM","SYSTEM","07-DEC-25 04.44.24.052590000 PM"
"900179","1000199","29-FEB-44","25-FEB-49","A","51","N","1","SYSTEM","16-NOV-25 02.42.58.052590000 AM","SYSTEM","12-NOV-25 04.18.15.052590000 AM"
"900197","1000200","21-SEP-18","03-JUN-20","A","45","N","1","SYSTEM","21-AUG-25 03.52.39.053596000 PM","SYSTEM","06-AUG-25 12.12.48.053596000 PM"
